Rk,Date,Tm,Opp,Rslt,PA,AB,R,H,2B,3B,HR,RBI,BB,IBB,SO,HBP,SH,SF,ROE,GDP,SB,CS,WPA,RE24,aLI,LOB,#,Attendance,GmLen,Temp,WindDir,WindSpd,Prec,Sky
601,5/29/98,NYY,BOS,W 6-2,38,34,6,11,1,0,0,6,4,1,3,0,0,0,0,0,1,0,0.29,1.605,0.674,8,10,"47,160",161,67,rtol,7,rain,overcast
602,5/29/98,BOS,NYY,L 2-6,31,30,2,5,1,0,2,2,1,0,9,0,0,0,0,1,0,0,-0.212,-2.943,0.544,2,12,"47,160",161,67,rtol,7,rain,overcast
603,5/9/98,KCR,BOS,L 1-3,35,30,1,5,2,0,0,1,4,0,8,1,0,0,0,2,0,0,-0.58,-4.142,1.5,7,10,"18,035",162,63,fromrf,6,rain,overcast
604,5/9/98,BOS,KCR,W 3-1,39,37,3,10,1,0,1,3,1,0,8,1,0,0,0,0,0,0,-0.08,-2.141,0.774,9,9,"18,035",162,63,fromrf,6,rain,overcast
605,5/8/98,STL,NYM,L 2-9,34,31,2,5,0,0,1,2,3,0,6,0,0,0,0,1,0,0,-0.076,-2.551,0.712,5,14,"16,132",157,56,fromlf,15,rain,overcast
606,5/8/98,NYM,STL,W 9-2,41,35,9,12,4,0,1,9,4,0,6,0,1,0,0,0,0,0,0.425,4.955,0.79,8,14,"16,132",157,56,fromlf,15,rain,overcast
607,5/7/98,ARI,PHI,L 1-4,35,30,1,3,1,0,0,1,4,0,14,0,1,0,2,1,0,0,-0.477,-3.692,1.328,7,10,"13,838",156,72,ltor,8,rain,overcast
608,5/7/98,PHI,ARI,W 4-1,32,30,4,8,2,1,1,4,2,0,6,0,0,0,0,0,1,1,0.024,-0.172,0.657,4,11,"13,838",156,72,ltor,8,rain,overcast
609,5/3/98,CIN,MIL,W 5-3,42,34,5,10,3,0,0,5,6,0,7,0,1,0,1,1,0,1,0.153,0.4,0.816,10,11,"12,358",169,47,fromlf,5,rain,overcast
610,5/3/98,MIL,CIN,L 3-5,35,31,3,8,2,1,1,3,3,0,4,0,1,0,0,3,0,0,-0.347,-1.602,1.432,5,13,"12,358",169,47,fromlf,5,rain,overcast
611,4/30/98,STL,CHC,L 3-8,38,34,3,8,3,0,1,3,4,0,12,0,0,0,0,0,1,1,-0.167,-1.743,0.561,8,17,"24,210",178,56,tolf,3,rain,overcast
612,4/30/98,CHC,STL,W 8-3,44,39,8,15,4,1,0,7,5,0,9,0,0,0,0,0,1,0,0.335,3.785,0.451,12,14,"24,210",178,56,tolf,3,rain,overcast
613,4/9/98,CHC,NYM,W 8-7,43,36,8,14,1,1,1,8,6,0,5,1,0,0,0,0,0,1,0.313,3.784,0.48,11,15,"17,313",191,42,fromlf,10,rain,overcast
614,4/9/98,NYM,CHC,L 7-8,44,35,7,10,2,0,0,6,6,0,6,0,1,2,1,0,1,0,-0.187,2.257,1.04,10,16,"17,313",191,42,fromlf,10,rain,overcast
615,4/3/98,LAD,CIN,L 3-6,36,32,3,7,1,1,0,2,2,0,10,0,2,0,0,0,2,0,-0.039,-1.693,1.163,6,15,"16,027",179,52,rtol,15,rain,overcast
616,4/3/98,CIN,LAD,W 6-3,38,29,6,6,2,0,1,6,8,0,14,0,1,0,1,0,4,1,0.462,1.828,1.359,8,14,"16,027",179,52,rtol,15,rain,overcast
617,9/3/97,TEX,LAD,W 5-2,35,33,5,11,0,2,2,5,2,0,5,0,0,0,0,2,0,1,0.163,0.342,1.033,6,11,"33,116",163,76,torf,8,rain,night
618,9/3/97,LAD,TEX,L 2-5,35,33,2,8,1,1,0,2,2,0,6,0,0,0,0,0,1,0,-0.337,-3.241,1.138,6,11,"33,116",163,76,torf,8,rain,night
619,8/28/97,KCR,BAL,W 5-1,37,35,5,7,1,0,2,5,2,0,11,0,0,0,1,0,0,0,-0.036,0.156,0.919,5,11,"44,070",176,83,tolf,10,rain,overcast
620,8/28/97,BAL,KCR,L 1-5,34,33,1,6,1,0,1,1,1,0,10,0,0,0,0,0,0,0,-0.535,-3.845,1.269,6,11,"44,070",176,83,tolf,10,rain,overcast
621,8/27/97,ATL,HOU,L 4-6,54,49,4,9,1,1,1,4,5,0,8,0,0,0,2,1,0,0,-0.222,-2.807,1.939,11,21,"33,019",268,86,tolf,6,rain,night
622,8/27/97,HOU,ATL,W 6-4,59,51,6,13,1,1,2,6,6,1,7,1,0,1,0,0,3,0,0.275,-0.806,1.778,14,18,"33,019",268,86,tolf,6,rain,night
623,8/24/97,FLA,STL,W 7-1,39,30,7,9,2,0,1,6,6,0,4,1,2,0,0,1,0,0,0.364,3.098,0.349,8,13,"28,713",164,78,tolf,8,rain,overcast
624,8/24/97,STL,FLA,L 1-7,36,35,1,8,0,0,1,1,1,0,10,0,0,0,1,1,0,0,-0.135,-3.39,0.256,8,17,"28,713",164,78,tolf,8,rain,overcast
625,8/19/97,CIN,COL,W 6-5,35,30,6,8,1,1,2,6,3,0,5,2,0,0,0,1,0,0,0.332,1.812,0.828,5,14,"31,722",158,69,rtol,8,rain,night
626,8/19/97,COL,CIN,L 5-6,40,36,5,10,4,0,1,5,3,0,9,1,0,0,0,1,0,0,-0.169,0.289,1.482,8,14,"31,722",158,69,rtol,8,rain,night
627,8/17/97,MIL,OAK,W 5-2,38,32,5,9,2,0,1,5,4,1,7,1,0,1,0,0,1,0,0.199,0.518,0.723,9,11,"22,283",167,62,ltor,10,rain,night
628,8/17/97,OAK,MIL,L 2-5,34,33,2,7,3,1,0,2,1,0,6,0,0,0,0,0,0,0,-0.303,-3.044,0.903,5,9,"22,283",167,62,ltor,10,rain,night
629,8/13/97,NYY,KCR,W 9-3,42,34,9,12,2,0,2,8,7,0,2,0,1,0,1,0,0,1,0.363,4.561,0.674,9,9,"31,418",193,74,ltor,5,rain,overcast
630,8/13/97,KCR,NYY,L 3-9,38,35,3,11,2,1,1,3,2,0,5,0,0,1,0,2,2,0,-0.138,-1.995,0.967,8,11,"31,418",193,74,ltor,5,rain,overcast
631,8/10/97,FLA,ATL,W 4-2,40,37,4,9,1,0,2,4,2,0,8,0,1,0,1,2,1,0,0.133,-1.235,1.261,6,15,"47,649",189,70,tocf,1,rain,overcast
632,8/10/97,ATL,FLA,L 2-4,38,32,2,6,0,0,0,2,3,0,8,0,3,0,2,2,0,1,-0.366,-3.235,1.697,6,19,"47,649",189,70,tocf,1,rain,overcast
633,8/5/97,NYM,STL,W 5-4,41,34,5,7,2,0,0,5,5,0,4,0,0,2,1,0,0,0,0.509,0.458,1.886,7,17,"22,777",184,75,tocf,8,rain,night
634,8/5/97,STL,NYM,L 4-5,41,38,4,10,3,0,0,4,2,0,6,0,1,0,0,1,1,0,0.009,-0.978,1.537,7,13,"22,777",184,75,tocf,8,rain,night
635,8/4/97,NYM,STL,W 4-2,34,29,4,8,2,2,0,4,2,0,6,2,1,0,0,0,0,1,0.155,0.019,0.934,6,13,"17,944",135,73,rtol,7,rain,night
636,8/4/97,STL,NYM,L 2-4,32,32,2,6,1,1,0,2,0,0,6,0,0,0,0,1,0,0,-0.346,-2.481,1.09,3,13,"17,944",135,73,rtol,7,rain,night
637,7/28/97,COL,MON,L 2-3,33,31,2,6,0,0,2,2,1,0,6,1,0,0,0,2,1,0,-0.673,-3.641,1.508,4,12,"48,066",142,64,fromcf,9,rain,night
638,7/28/97,MON,COL,W 3-2,37,32,3,6,1,1,1,3,3,0,5,2,0,0,0,1,0,0,-0.172,-2.639,1.156,7,13,"48,066",142,64,fromcf,9,rain,night
639,7/21/97,CLE,BOS,L 1-3,31,27,1,4,0,0,0,1,2,0,6,0,1,1,0,1,0,1,-0.563,-4.145,1.238,3,11,"42,851",152,75,fromcf,5,rain,night
640,7/21/97,BOS,CLE,W 3-1,37,33,3,8,4,0,0,2,4,1,6,0,0,0,0,1,0,0,-0.059,-2.143,0.846,7,9,"42,851",152,75,fromcf,5,rain,night
641,7/20/97,FLA,SDP,L 0-3,36,32,0,6,2,0,0,0,4,0,9,0,0,0,0,1,2,0,-0.52,-4.388,1.248,9,13,"26,186",180,86,tolf,10,rain,overcast
642,7/20/97,SDP,FLA,W 3-0,33,25,3,4,0,1,0,3,6,1,7,0,1,1,0,0,1,3,-0.02,-1.39,1.184,3,12,"26,186",180,86,tolf,10,rain,overcast
643,7/18/97,NYM,CIN,W 4-3,36,30,4,5,1,0,0,3,5,0,5,1,0,0,2,1,2,0,0.122,0.018,0.991,8,15,"22,901",167,89,fromrf,5,rain,night
644,7/18/97,CIN,NYM,L 3-4,34,30,3,5,2,0,1,3,2,0,8,1,1,0,0,0,3,1,-0.378,-1.48,1.806,4,16,"22,901",167,89,fromrf,5,rain,night
645,6/30/97,KCR,CHC,L 7-8,43,34,7,11,3,0,2,7,8,1,9,0,0,1,0,1,1,1,0.124,2.288,1.282,9,14,"18,724",198,80,fromrf,13,rain,overcast
646,6/30/97,CHC,KCR,W 8-7,39,38,8,17,2,1,2,7,1,0,8,0,0,0,0,1,0,1,0.624,3.813,1.107,7,17,"18,724",198,80,fromrf,13,rain,overcast
647,6/29/97,STL,CIN,W 6-5,50,45,6,11,0,1,2,6,4,1,13,0,1,0,0,0,2,1,0.098,-0.282,1.407,8,17,"24,216",207,79,rtol,4,rain,cloudy
648,6/29/97,CIN,STL,L 5-6,53,46,5,13,2,0,2,5,4,3,11,0,2,1,0,0,1,0,-0.402,-1.283,1.959,12,17,"24,216",207,79,rtol,4,rain,cloudy
649,6/25/97,CHC,STL,L 1-3,38,31,1,6,1,0,0,1,6,0,4,0,1,0,1,1,0,1,-0.584,-3.571,1.562,10,13,"34,312",167,77,fromrf,12,rain,night
650,6/25/97,STL,CHC,W 3-1,33,32,3,7,2,0,1,3,1,0,8,0,0,0,1,0,1,0,-0.083,-1.303,1.375,5,12,"34,312",167,77,fromrf,12,rain,night
651,6/21/97,DET,BOS,W 15-4,45,38,15,16,4,0,3,14,7,0,3,0,0,0,0,0,0,1,0.356,10.606,0.35,6,11,"20,599",169,87,ltor,24,rain,night
652,6/21/97,BOS,DET,L 4-15,39,38,4,12,0,0,1,3,1,0,6,0,0,0,1,2,0,0,-0.145,-0.944,0.385,8,12,"20,599",169,87,ltor,24,rain,night
653,6/18/97,BOS,PHI,W 4-2,32,29,4,8,1,0,0,4,3,0,7,0,0,0,0,0,0,1,0.165,-0.529,1.292,4,11,"27,502",154,66,fromrf,11,rain,night
654,6/18/97,PHI,BOS,L 2-4,34,34,2,5,1,0,1,2,0,0,4,0,0,0,1,0,0,0,-0.338,-3.093,1.096,5,12,"27,502",154,66,fromrf,11,rain,night
655,6/11/97,CHC,NYM,W 5-4,37,32,5,13,1,0,1,3,3,1,3,1,1,0,0,2,1,0,0.329,0.813,1.02,8,13,"24,703",161,66,fromlf,5,rain,overcast
656,6/11/97,NYM,CHC,L 4-5,36,31,4,7,3,0,2,4,5,1,6,0,0,0,0,2,0,0,-0.174,-0.711,1.388,5,17,"24,703",161,66,fromlf,5,rain,overcast
657,6/6/97,NYM,CIN,L 2-5,37,32,2,7,2,0,0,1,3,1,12,2,0,0,0,1,1,1,-0.301,-2.711,1.061,8,14,"21,339",149,65,tocf,5,rain,night
658,6/6/97,CIN,NYM,W 5-2,33,32,5,10,3,0,1,5,1,0,6,0,0,0,0,1,0,0,0.199,0.811,0.736,4,14,"21,339",149,65,tocf,5,rain,night
659,5/31/97,SFG,ATL,W 6-4,41,37,6,9,2,0,1,5,3,1,5,0,0,1,2,0,0,0,0.323,1.288,1.117,8,16,"46,445",196,63,fromcf,8,rain,night
660,5/31/97,ATL,SFG,L 4-6,43,31,4,8,0,0,1,4,11,0,3,0,0,1,0,3,0,0,-0.174,-0.712,1.309,12,14,"46,445",196,63,fromcf,8,rain,night
661,5/28/97,CIN,PHI,W 2-0,30,28,2,7,3,0,0,2,2,0,5,0,0,0,0,1,2,0,-0.124,-2.189,0.709,4,14,"15,451",120,60,rtol,20,rain,night
662,5/28/97,PHI,CIN,L 0-2,34,33,0,8,3,0,0,0,0,0,4,0,1,0,0,0,0,0,-0.624,-4.712,1.168,7,13,"15,451",120,60,rtol,20,rain,night
663,5/25/97,CLE,BAL,W 7-6,44,35,7,12,2,0,2,6,9,0,7,0,0,0,1,1,0,1,0.457,2.428,1.141,13,9,"42,944",208,53,fromrf,15,rain,overcast
664,5/25/97,BAL,CLE,L 6-7,40,34,6,9,1,0,2,6,5,1,7,0,0,1,0,1,0,0,-0.044,0.857,1.769,7,11,"42,944",208,53,fromrf,15,rain,overcast
665,5/24/97,COL,HOU,L 0-7,35,31,0,4,1,0,0,0,4,0,9,0,0,0,1,0,1,1,-0.231,-5.641,0.407,8,15,"48,129",168,69,fromcf,5,rain,overcast
666,5/24/97,HOU,COL,W 7-0,39,33,7,8,2,0,2,7,4,0,8,1,0,1,0,1,2,0,0.27,1.359,0.441,5,13,"48,129",168,69,fromcf,5,rain,overcast
667,5/18/97,CHC,SFG,W 5-3,40,35,5,13,3,0,2,4,4,2,5,0,1,0,1,1,2,1,0.335,0.812,0.704,11,15,"37,598",158,69,tocf,7,rain,cloudy
668,5/18/97,SFG,CHC,L 3-5,37,33,3,7,1,0,1,3,2,1,3,1,1,0,0,0,0,0,-0.167,-1.712,1.258,7,15,"37,598",158,69,tocf,7,rain,cloudy
669,5/8/97,DET,KCR,L 0-4,37,31,0,5,2,0,0,0,5,0,7,0,0,0,0,0,1,1,-0.516,-4.944,1.168,10,10,"16,243",169,48,tocf,15,rain,overcast
