Rk,Date,Tm,Opp,Rslt,PA,AB,R,H,2B,3B,HR,RBI,BB,IBB,SO,HBP,SH,SF,ROE,GDP,SB,CS,WPA,RE24,aLI,LOB,#,Attendance,GmLen,Temp,WindDir,WindSpd,Prec,Sky
2401,9/9/74,CHW,MIN,L 1-3,31,29,1,5,1,0,0,1,0,0,4,0,2,0,0,0,0,1,-0.342,-3.268,0.889,3,9,"3,065",109,56,rtol,12,rain,
2402,9/9/74,MIN,CHW,W 3-1,29,28,3,5,1,0,2,3,1,0,7,0,0,0,0,1,1,0,0.157,-0.792,1.203,2,13,"3,065",109,56,rtol,12,rain,
2403,9/6/74,NYY,DET,W 6-2,30,25,6,8,0,0,0,6,4,2,6,0,0,1,1,0,1,0,0.295,3.289,0.781,6,9,"20,712",113,60,,,rain,
2404,9/6/74,DET,NYY,L 2-6,27,26,2,7,2,0,0,1,0,0,7,0,0,1,0,1,0,0,-0.182,-1.163,0.829,4,9,"20,712",113,60,,,rain,
2405,1974-09-02 (2),SDP,ATL,L 0-4,31,29,0,3,0,0,0,0,2,0,5,0,0,0,0,1,1,0,-0.386,-4.318,0.826,4,11,"8,214",111,,,,rain,
2406,1974-09-02 (2),ATL,SDP,W 4-0,33,29,4,7,0,0,3,4,2,1,4,1,1,0,0,1,0,0,0.114,0.162,0.411,5,10,"8,214",111,,,,rain,
2407,8/22/74,TEX,BAL,W 6-2,39,36,6,11,2,0,1,6,2,0,5,1,0,0,0,1,3,0,0.283,2.013,0.595,6,10,"7,455",149,,,,rain,night
2408,8/22/74,BAL,TEX,L 2-6,35,35,2,9,1,0,0,2,0,0,6,0,0,0,0,1,0,0,-0.219,-1.985,0.521,6,10,"7,455",149,,,,rain,night
2409,8/17/74,NYY,CHW,W 2-1,25,22,2,5,1,0,0,2,3,0,3,0,0,0,0,1,0,1,0.002,-0.68,0.823,4,9,"10,535",101,77,,,rain,cloudy
2410,8/17/74,CHW,NYY,L 1-2,26,24,1,3,2,0,0,1,2,0,5,0,0,0,0,0,0,0,-0.298,-2.163,1.094,4,9,"10,535",101,77,,,rain,cloudy
2411,8/9/74,SDP,PIT,L 3-7,33,32,3,8,1,0,0,3,1,0,4,0,0,0,0,1,0,1,-0.179,-0.977,0.591,3,15,"11,507",133,,,,rain,night
2412,8/9/74,PIT,SDP,W 7-3,43,39,7,14,1,0,1,5,3,1,3,0,0,1,2,0,0,0,0.322,3.466,0.446,12,9,"11,507",133,,,,rain,night
2413,8/6/74,MIN,KCR,L 3-17,34,32,3,6,2,0,0,2,2,0,4,0,0,0,1,3,0,0,-0.081,-1.318,0.127,4,12,"13,301",153,68,,13,rain,
2414,8/6/74,KCR,MIN,W 17-3,52,45,17,20,3,1,1,16,5,0,2,1,1,0,1,0,0,0,0.418,13.162,0.201,11,13,"13,301",153,68,,13,rain,
2415,8/2/74,CAL,MIN,W 3-2,28,24,3,9,1,0,0,3,2,0,3,1,1,0,0,0,0,1,0.037,-0.071,1.05,6,9,"9,453",122,58,,,rain,
2416,8/2/74,MIN,CAL,L 2-3,26,23,2,7,1,0,1,2,2,0,5,0,1,0,2,1,1,0,-0.143,-0.846,1.412,6,9,"9,453",122,58,,,rain,
2417,7/10/74,MIN,DET,W 11-6,44,33,11,13,3,0,1,11,9,1,5,0,1,1,1,2,0,1,0.768,7.207,1.356,9,13,"6,884",183,81,,,rain,
2418,7/10/74,DET,MIN,L 6-11,40,38,6,13,0,0,0,6,1,0,3,0,0,1,2,3,0,0,0.266,1.732,1.207,7,9,"6,884",183,81,,,rain,
2419,7/9/74,CHW,MIL,L 5-6,41,38,5,13,1,0,1,5,2,0,3,0,1,0,1,1,0,0,0.13,0.935,1.434,9,13,"16,569",159,,,,rain,
2420,7/9/74,MIL,CHW,W 6-5,40,38,6,15,3,0,1,6,2,0,5,0,0,0,0,0,0,0,0.633,2.386,1.38,10,10,"16,569",159,,,,rain,
2421,6/30/74,CHC,MON,L 2-10,33,32,2,7,1,0,2,2,1,0,5,0,0,0,0,2,0,0,-0.182,-2.356,0.635,4,16,"13,406",153,68,rtol,12,rain,
2422,6/30/74,MON,CHC,W 10-2,44,37,10,15,2,0,2,10,4,1,6,1,2,0,0,1,1,0,0.316,6.125,0.401,10,10,"13,406",153,68,rtol,12,rain,
2423,6/28/74,CLE,BOS,W 2-1,34,30,2,6,1,0,1,2,4,0,5,0,0,0,0,2,0,0,0.018,-1.764,1.087,6,10,"33,020",145,71,,,rain,night
2424,6/28/74,BOS,CLE,L 1-2,31,27,1,3,0,0,0,1,2,0,8,0,2,0,0,0,0,0,-0.483,-3.066,1.406,3,12,"33,020",145,71,,,rain,night
2425,6/24/74,NYY,CLE,L 3-10,38,34,3,8,2,0,0,3,3,0,3,0,0,0,0,1,0,0,-0.174,-1.067,0.312,8,13,"10,676",173,69,,,rain,night
2426,6/24/74,CLE,NYY,W 10-3,46,40,10,15,1,0,1,10,5,1,5,0,0,1,1,1,2,0,0.326,5.934,0.429,9,12,"10,676",173,69,,,rain,night
2427,6/23/74,DET,NYY,L 1-4,32,28,1,4,0,1,0,1,3,0,9,0,0,1,0,1,1,0,-0.359,-3.067,1.051,4,9,"19,073",142,61,,,rain,cloudy
2428,6/23/74,NYY,DET,W 4-1,36,29,4,6,1,0,0,4,7,1,5,0,0,0,1,2,0,0,0.142,0.385,0.878,8,9,"19,073",142,61,,,rain,cloudy
2429,1974-06-22 (2),BOS,CLE,W 8-3,48,36,8,15,2,2,1,7,9,2,6,0,1,2,0,1,1,0,0.505,4.053,0.855,16,11,"18,623",163,75,,,rain,
2430,1974-06-22 (2),CLE,BOS,L 3-8,37,35,3,9,1,1,1,2,2,0,6,0,0,0,0,1,0,0,0.003,-1.44,0.68,7,10,"18,623",163,75,,,rain,
2431,6/22/74,PIT,CHC,W 6-0,42,39,6,11,0,0,1,6,2,1,10,1,0,0,1,0,1,0,0.242,1.731,0.514,9,9,"10,069",171,63,,,rain,
2432,6/22/74,CHC,PIT,L 0-6,38,38,0,8,0,0,0,0,0,0,7,0,0,0,2,0,0,0,-0.258,-4.269,0.649,11,15,"10,069",171,63,,,rain,
2433,6/21/74,DET,NYY,W 3-2,43,36,3,9,1,0,0,2,7,0,10,0,0,0,1,1,1,0,0.245,-1.066,1.594,13,15,"13,661",160,73,,,rain,overcast
2434,6/21/74,NYY,DET,L 2-3,34,30,2,5,1,0,1,2,1,0,6,1,2,0,0,0,0,0,-0.253,-2.068,1.108,5,11,"13,661",160,73,,,rain,overcast
2435,1974-06-16 (1),MIN,CLE,W 3-0,42,36,3,11,3,0,0,3,4,1,4,1,1,0,0,0,2,1,-0.035,-1.067,0.941,12,11,,166,64,,,rain,
2436,1974-06-16 (1),CLE,MIN,L 0-3,37,32,0,6,0,0,0,0,4,0,4,0,1,0,1,1,0,0,-0.536,-4.067,1.814,10,12,,166,64,,,rain,
2437,6/12/74,CAL,NYY,L 4-6,40,39,4,12,1,0,0,4,1,0,7,0,0,0,1,1,0,0,-0.095,-0.066,1.263,9,11,"7,473",157,70,,,rain,
2438,6/12/74,NYY,CAL,W 6-4,38,30,6,7,2,1,0,5,6,0,6,1,0,1,1,0,1,0,0.405,2.385,1.045,8,11,"7,473",157,70,,,rain,
2439,6/9/74,BOS,CHW,W 10-6,42,37,10,11,2,0,0,10,4,0,6,0,0,1,0,0,1,0,0.478,5.773,0.586,5,10,"16,678",156,,,,rain,
2440,6/9/74,CHW,BOS,L 6-10,36,34,6,8,0,0,3,6,2,0,5,0,0,0,0,1,0,0,-0.026,1.771,0.663,3,11,"16,678",156,,,,rain,
2441,6/8/74,BOS,CHW,L 6-13,40,34,6,11,1,0,1,6,3,0,2,0,1,2,2,1,1,0,0.224,1.77,0.858,7,12,"42,096",183,62,,,rain,night
2442,6/8/74,CHW,BOS,W 13-6,47,40,13,18,6,0,1,12,7,1,5,0,0,0,0,1,0,0,0.722,9.24,0.935,10,13,"42,096",183,62,,,rain,night
2443,6/7/74,MIL,OAK,W 6-4,36,30,6,9,4,0,1,6,3,0,3,1,0,2,0,0,1,0,0.357,2.387,0.643,6,10,"11,395",138,,,,rain,night
2444,6/7/74,OAK,MIL,L 4-6,36,35,4,10,2,1,0,3,0,0,4,0,0,1,0,1,1,0,-0.145,-0.067,0.966,5,10,"11,395",138,,,,rain,night
2445,6/6/74,CHW,NYY,L 1-5,36,33,1,10,0,0,1,1,3,0,2,0,0,0,0,4,0,0,-0.276,-3.228,0.622,8,11,"11,686",146,65,,,rain,night
2446,6/6/74,NYY,CHW,W 5-1,40,35,5,11,1,0,0,5,3,0,2,0,1,1,0,0,0,0,0.227,0.772,0.565,8,11,"11,686",146,65,,,rain,night
2447,6/1/74,MIN,NYY,L 5-6,53,48,5,13,2,0,1,5,3,1,6,1,1,0,0,1,0,0,-0.277,-1.166,2.07,9,14,"7,037",251,55,,,rain,
2448,6/1/74,NYY,MIN,W 6-5,62,54,6,16,1,0,1,5,8,0,11,0,0,0,0,0,3,1,0.224,-0.165,1.767,17,18,"7,037",251,55,,,rain,
2449,5/29/74,MIN,BOS,W 5-4,58,51,5,13,4,0,0,4,6,2,9,1,0,0,0,0,2,1,-0.237,-1.414,2.093,14,13,"9,429",232,61,,,rain,
2450,5/29/74,BOS,MIN,L 4-5,49,46,4,9,3,0,1,4,2,1,3,0,0,1,1,1,1,1,-0.737,-2.412,1.747,6,9,"9,429",232,61,,,rain,
2451,5/25/74,MIL,BOS,W 9-2,44,41,9,14,4,0,3,9,3,1,9,0,0,0,0,0,1,0,0.386,4.56,0.367,8,10,"19,827",163,62,,,rain,
2452,5/25/74,BOS,MIL,L 2-9,39,35,2,9,0,0,0,2,4,0,1,0,0,0,0,1,0,0,-0.115,-2.44,0.715,10,11,"19,827",163,62,,,rain,
2453,5/24/74,BOS,MIL,W 5-3,39,34,5,12,4,0,2,5,3,1,3,1,1,0,0,1,0,0,0.182,1.055,0.7,10,9,"15,951",161,48,,,rain,
2454,5/24/74,MIL,BOS,L 3-5,41,35,3,9,1,0,0,3,6,0,10,0,0,0,0,0,0,1,-0.319,-1.439,1.51,11,12,"15,951",161,48,,,rain,
2455,5/18/74,MIL,NYY,W 5-2,33,31,5,8,1,0,2,5,2,0,3,0,0,0,1,1,1,1,0.217,1.386,0.362,4,9,"9,165",139,44,,,rain,cloudy
2456,5/18/74,NYY,MIL,L 2-5,39,34,2,8,1,0,1,2,5,0,1,0,0,0,0,0,0,0,-0.284,-2.067,0.775,10,12,"9,165",139,44,,,rain,cloudy
2457,5/17/74,STL,CHC,W 9-8,41,35,9,14,0,0,1,9,5,1,2,0,0,1,0,1,1,0,0.656,5.315,0.698,8,16,"21,691",169,,,,rain,
2458,5/17/74,CHC,STL,L 8-9,45,40,8,14,2,1,1,8,4,0,4,1,0,0,0,1,0,0,0.155,3.853,1.399,10,17,"21,691",169,,,,rain,
2459,5/13/74,CHW,MIN,L 5-7,42,39,5,15,3,0,1,5,3,0,8,0,0,0,0,1,1,0,-0.179,0.772,1.332,10,12,"5,138",196,48,,,rain,night
2460,5/13/74,MIN,CHW,W 7-5,46,36,7,12,1,1,0,5,6,0,3,2,2,0,2,1,2,1,0.32,2.772,1.153,12,13,"5,138",196,48,,,rain,night
2461,1974-05-12 (2),NYY,MIL,L 1-5,25,25,1,3,0,0,1,1,0,0,2,0,0,0,1,0,0,0,-0.335,-2.162,0.843,3,9,"15,848",105,68,,,rain,overcast
