Rk,Date,Tm,Opp,Rslt,PA,AB,R,H,2B,3B,HR,RBI,BB,IBB,SO,HBP,SH,SF,ROE,GDP,SB,CS,WPA,RE24,aLI,LOB,#,Attendance,GmLen,Temp,WindDir,WindSpd,Prec,Sky
1,5/3/22,CHC,CHW,L 1-3,35,32,1,6,1,0,0,1,3,0,12,0,0,0,1,1,0,0,-0.502,-3.602,1.239,7,9,"34,206",181,45,fromlf,23,rain,overcast
2,5/3/22,CHW,CHC,W 3-1,36,31,3,7,1,0,1,3,2,0,3,2,1,0,1,3,0,0,-0.001,-1.601,0.695,6,10,"34,206",181,45,fromlf,23,rain,overcast
3,4/20/22,CHC,TBR,L 2-8,23,20,2,4,1,0,0,2,3,0,6,0,0,0,1,0,0,0,-0.063,-0.556,0.776,6,10,"26,167",127,51,rtol,11,rain,overcast
4,4/20/22,TBR,CHC,W 8-2,30,28,8,9,5,1,1,7,2,0,10,0,0,0,1,0,2,0,0.405,4.933,0.53,4,9,"26,167",127,51,rtol,11,rain,overcast
5,4/13/22,CIN,CLE,L 3-7,35,33,3,7,2,0,2,3,0,0,12,2,0,0,0,0,1,0,-0.269,-2.201,0.49,5,9,"10,976",187,67,fromrf,11,rain,overcast
6,4/13/22,CLE,CIN,W 7-3,46,40,7,13,2,0,4,7,4,0,10,2,0,0,0,0,1,0,0.23,1.798,0.631,12,10,"10,976",187,67,fromrf,11,rain,overcast
7,9/20/21,CIN,PIT,W 9-5,41,35,9,11,2,0,4,9,5,0,9,1,0,0,0,0,0,0,0.397,4.375,0.748,8,17,"17,086",205,69,fromcf,6,rain,overcast
8,9/20/21,PIT,CIN,L 5-9,35,33,5,8,1,0,2,5,1,0,10,0,0,1,0,0,0,1,-0.104,-0.202,0.779,3,15,"17,086",205,69,fromcf,6,rain,overcast
9,9/15/21,COL,ATL,W 3-2,37,34,3,5,0,0,0,3,2,0,14,0,1,0,0,0,0,1,-0.404,-3.103,1.657,5,17,"21,382",256,69,ltor,3,rain,overcast
10,9/15/21,ATL,COL,L 2-3,43,38,2,10,0,0,1,2,4,0,12,1,0,0,0,2,0,0,-0.904,-4.101,2.06,12,18,"21,382",256,69,ltor,3,rain,overcast
11,9/5/21,BAL,NYY,W 8-7,44,36,8,11,2,0,2,8,5,0,10,2,0,1,0,0,1,1,0.48,3.31,1.31,9,10,"33,091",241,73,rtol,10,rain,overcast
12,9/5/21,NYY,BAL,L 7-8,41,34,7,7,0,0,2,7,6,0,8,1,0,0,0,0,0,0,-0.021,2.308,1.332,7,10,"33,091",241,73,rtol,10,rain,overcast
13,8/25/21,ARI,PIT,W 5-2,38,34,5,7,1,0,2,4,4,0,10,0,0,0,0,0,0,0,0.225,0.491,1.035,6,17,"8,357",198,73,,7,rain,overcast
14,8/25/21,PIT,ARI,L 2-5,38,34,2,7,3,0,0,2,3,0,7,0,0,1,0,0,1,0,-0.275,-2.51,1.239,9,16,"8,357",198,73,,7,rain,overcast
15,7/30/21,ATL,MIL,L 5-9,39,35,5,10,1,0,1,5,3,0,12,1,0,0,0,1,1,0,-0.02,0.077,0.972,7,15,"38,680",217,82,rtol,10,rain,overcast
16,7/30/21,MIL,ATL,W 9-5,45,38,9,13,2,0,3,9,4,0,8,1,1,1,0,0,0,0,0.479,4.076,0.746,9,15,"38,680",217,82,rtol,10,rain,overcast
17,7/6/21,CHW,MIN,W 4-1,34,30,4,3,1,0,0,4,3,0,14,0,0,1,1,0,0,0,0.057,-0.601,0.776,3,11,"18,437",177,73,ltor,7,rain,overcast
18,7/6/21,MIN,CHW,L 1-4,34,34,1,8,1,0,0,1,0,0,12,0,0,0,0,1,0,0,-0.444,-3.6,1.403,6,10,"18,437",177,73,ltor,7,rain,overcast
19,2021-05-29 (2),MIL,WSN,W 6-2,35,30,6,12,4,0,0,6,4,0,7,0,0,1,1,1,1,1,0.482,2.602,1.267,8,17,"12,529",180,52,ltor,3,rain,overcast
20,2021-05-29 (2),WSN,MIL,L 2-6,34,30,2,8,2,0,0,2,4,1,7,0,0,0,0,0,2,0,-0.018,-1.398,1.393,11,16,"12,529",180,52,ltor,3,rain,overcast
21,2021-05-29 (1),WSN,MIL,L 1-4,25,23,1,4,0,0,1,1,1,0,7,0,1,0,0,1,0,0,-0.285,-2.397,0.848,3,12,"9,910",126,51,ltor,15,rain,overcast
22,2021-05-29 (1),MIL,WSN,W 4-1,26,24,4,4,1,1,1,4,2,0,7,0,0,0,0,0,0,1,0.215,0.601,0.448,1,10,"9,910",126,51,ltor,15,rain,overcast
