Rk,Date,Tm,Opp,Rslt,PA,AB,R,H,2B,3B,HR,RBI,BB,IBB,SO,HBP,SH,SF,ROE,GDP,SB,CS,WPA,RE24,aLI,LOB,#,Attendance,GmLen,Temp,WindDir,WindSpd,Prec,Sky
1201,5/2/93,CHC,CIN,W 4-3,38,35,4,10,1,0,0,3,2,1,6,0,1,0,0,1,0,0,0.04,-0.521,0.753,7,13,"35,450",172,77,rtol,8,rain,overcast
1202,5/2/93,CIN,CHC,L 3-4,39,31,3,5,2,0,0,2,7,0,5,0,1,0,1,1,1,0,-0.457,-1.52,1.767,9,17,"35,450",172,77,rtol,8,rain,overcast
1203,4/27/93,DET,KCR,L 3-4,38,35,3,10,2,1,1,3,3,0,7,0,0,0,0,1,1,3,-0.236,-2.604,0.845,5,11,"16,003",189,75,rtol,5,rain,night
1204,4/27/93,KCR,DET,W 4-3,44,40,4,12,1,0,0,3,2,1,4,0,2,0,2,0,1,0,0.264,-0.362,1.942,12,12,"16,003",189,75,rtol,5,rain,night
1205,4/19/93,DET,SEA,L 6-10,42,36,6,10,4,0,1,6,6,1,5,0,0,0,0,1,0,0,-0.168,1.299,0.88,9,11,"10,862",184,65,fromrf,15,rain,cloudy
1206,4/19/93,SEA,DET,W 10-6,43,34,10,10,0,0,4,9,7,3,4,0,1,1,1,1,0,1,0.332,5.299,0.641,6,9,"10,862",184,65,fromrf,15,rain,cloudy
1207,4/17/93,ATL,SFG,W 2-0,39,31,2,8,0,0,1,2,7,0,5,0,1,0,0,1,0,2,-0.129,-2.341,1.62,10,14,"28,638",156,60,tocf,24,rain,overcast
1208,4/17/93,SFG,ATL,L 0-2,31,28,0,3,0,0,0,0,2,0,4,0,1,0,0,1,2,0,-0.629,-4.34,1.15,4,12,"28,638",156,60,tocf,24,rain,overcast
1209,4/16/93,TEX,NYY,L 3-5,37,32,3,8,1,0,1,3,4,0,6,0,1,0,0,3,0,0,-0.323,-1.611,1.603,7,10,"16,052",161,,,,rain,night
1210,4/16/93,NYY,TEX,W 5-3,36,32,5,11,2,0,3,5,4,1,3,0,0,0,0,3,0,0,0.179,0.901,0.862,7,10,"16,052",161,,,,rain,night
1211,8/17/91,HOU,LAD,L 7-8,46,39,7,11,3,0,1,7,3,1,7,1,1,2,1,0,0,0,0.594,2.513,1.382,9,17,"46,001",249,,,0,rain,overcast
1212,8/17/91,LAD,HOU,W 8-7,50,41,8,15,2,0,2,8,8,0,10,0,0,1,0,0,1,0,1.094,4.93,2.281,15,21,"46,001",249,,,0,rain,overcast
1213,9/22/90,BOS,NYY,L 2-5,38,28,2,6,1,0,1,2,8,0,5,0,1,1,2,3,1,2,-0.209,-2.348,1.361,9,11,"37,795",217,,,,rain,overcast
1214,9/22/90,NYY,BOS,W 5-2,41,33,5,9,2,1,0,4,7,3,7,1,0,0,1,0,1,0,0.293,1.134,1.593,12,13,"37,795",217,,,,rain,overcast
1215,9/21/90,CHC,NYM,W 4-3,32,28,4,8,0,0,2,4,2,1,8,0,1,1,0,1,3,1,0.244,-0.061,0.978,4,15,"19,291",139,65,fromlf,8,rain,cloudy
1216,9/21/90,NYM,CHC,L 3-4,31,30,3,4,1,0,1,3,0,0,5,0,0,1,0,0,0,0,-0.258,-1.569,1.219,1,11,"19,291",139,65,fromlf,8,rain,cloudy
1217,9/8/90,KCR,TEX,L 1-2,36,31,1,5,1,0,0,1,4,1,8,0,1,0,0,0,2,0,-0.423,-3.349,1.571,8,9,"34,412",169,83,,6,rain,night
1218,9/8/90,TEX,KCR,W 2-1,30,29,2,4,1,0,1,2,1,0,6,0,0,0,0,0,1,0,0.077,-1.682,1.071,3,12,"34,412",169,83,,6,rain,night
1219,9/6/90,DET,CLE,L 0-6,20,20,0,7,1,0,0,0,0,0,1,0,0,0,0,2,0,0,-0.178,-2.438,0.75,5,10,"11,283",93,72,,,rain,night
1220,9/6/90,CLE,DET,W 6-0,26,17,6,5,1,0,1,6,8,1,2,0,0,1,0,1,3,0,0.298,3.56,0.961,5,9,"11,283",93,72,,,rain,night
1221,8/23/90,NYY,MIL,L 2-8,36,35,2,8,1,0,0,1,0,0,4,1,0,0,1,1,1,0,-0.084,-2.349,0.734,7,10,"18,729",163,70,torf,,rain,night
1222,8/23/90,MIL,NYY,W 8-2,42,40,8,14,1,0,2,6,2,0,3,0,0,0,1,2,1,0,0.418,3.649,0.424,7,10,"18,729",163,70,torf,,rain,night
1223,8/20/90,CIN,CHC,L 1-3,30,28,1,3,0,0,0,1,1,0,6,0,0,1,1,0,1,0,-0.408,-2.946,1.056,5,11,"26,011",133,,,,rain,night
1224,8/20/90,CHC,CIN,W 3-1,36,33,3,7,3,0,0,3,3,1,6,0,0,0,1,0,3,0,0.091,-1.181,1.046,8,12,"26,011",133,,,,rain,night
1225,8/19/90,NYY,SEA,W 3-1,34,32,3,8,2,1,1,3,2,0,6,0,0,0,0,0,0,0,0.036,-0.864,0.589,7,12,"35,056",147,72,rtol,9,rain,overcast
1226,8/19/90,SEA,NYY,L 1-3,34,32,1,7,1,0,0,1,2,0,7,0,0,0,0,1,1,0,-0.467,-3.349,1.278,6,11,"35,056",147,72,rtol,9,rain,overcast
1227,8/17/90,ATL,CHC,L 0-7,30,30,0,3,1,0,0,0,0,0,6,0,0,0,0,0,0,0,-0.365,-4.571,0.597,3,12,"29,893",122,80,tolf,,rain,overcast
1228,8/17/90,CHC,ATL,W 7-0,33,31,7,7,0,0,3,7,2,0,5,0,0,0,0,0,1,0,0.133,2.938,0.373,2,10,"29,893",122,80,tolf,,rain,overcast
1229,8/15/90,TEX,KCR,W 2-1,38,37,2,11,3,1,0,2,1,0,5,0,0,0,1,1,0,0,-0.122,-2.259,1.183,9,11,"26,869",152,77,tolf,2,rain,overcast
1230,8/15/90,KCR,TEX,L 1-2,35,32,1,6,1,0,0,1,3,1,11,0,0,0,0,0,2,1,-0.623,-3.258,1.443,7,12,"26,869",152,77,tolf,2,rain,overcast
1231,1990-08-06 (2),PHI,PIT,L 3-4,48,40,3,11,2,0,0,3,6,4,7,0,2,0,2,0,2,0,-0.442,-1.652,1.717,15,17,"30,827",213,78,rtol,8,rain,night
1232,1990-08-06 (2),PIT,PHI,W 4-3,44,37,4,9,1,0,1,4,6,2,5,0,1,0,0,0,2,0,0.061,-0.653,1.395,10,16,"30,827",213,78,rtol,8,rain,night
