Rk,Date,Tm,Opp,Rslt,PA,AB,R,H,2B,3B,HR,RBI,BB,IBB,SO,HBP,SH,SF,ROE,GDP,SB,CS,WPA,RE24,aLI,LOB,#,Attendance,GmLen,Temp,WindDir,WindSpd,Prec,Sky
2101,5/4/77,CHW,KCR,W 6-3,45,39,6,13,2,0,2,6,5,1,3,1,0,0,0,1,1,0,0.306,1.349,1.147,12,9,"10,737",160,,,,rain,night
2102,5/4/77,MIL,TOR,L 3-10,37,33,3,8,3,1,1,3,4,0,4,0,0,0,0,2,0,0,-0.097,-1.559,0.87,7,13,"25,699",156,44,,,rain,overcast
2103,5/4/77,KCR,CHW,L 3-6,40,36,3,9,1,1,0,2,3,0,1,1,0,0,2,0,2,1,-0.196,-1.652,1.286,10,11,"10,737",160,,,,rain,night
2104,5/4/77,TOR,MIL,W 10-3,43,38,10,14,5,0,2,10,4,1,2,0,0,1,4,1,0,0,0.403,5.947,0.79,9,10,"25,699",156,44,,,rain,overcast
2105,5/3/77,ATL,PIT,L 7-8,47,40,7,9,1,0,1,6,4,0,7,0,2,1,1,0,2,0,-0.205,0.97,1.659,7,11,"7,977",180,,,,rain,night
2106,5/3/77,PIT,ATL,W 8-7,48,41,8,12,2,0,2,8,5,1,9,0,1,1,0,0,2,2,0.298,1.969,1.539,7,19,"7,977",180,,,,rain,night
2107,5/1/77,DET,MIN,L 5-6,35,33,5,7,0,0,3,5,1,0,6,1,0,0,0,1,0,0,0.249,0.49,0.357,3,9,"8,637",122,62,,17,rain,
2108,5/1/77,MIN,DET,W 6-5,37,35,6,10,2,0,1,6,1,0,2,1,0,0,0,0,0,0,0.748,1.72,1.066,5,11,"8,637",122,62,,17,rain,
2109,4/27/77,MIL,BOS,W 4-2,33,28,4,6,1,0,0,4,3,1,4,1,1,0,0,1,0,0,0.189,-0.054,1.064,5,14,"10,646",143,79,,,rain,
2110,4/27/77,BOS,MIL,L 2-4,35,35,2,8,0,1,1,2,0,0,3,0,0,0,0,0,0,0,-0.311,-2.56,1.204,6,9,"10,646",143,79,,,rain,
2111,4/23/77,CLE,NYY,L 3-9,39,35,3,7,3,0,0,2,4,0,3,0,0,0,1,0,0,0,-0.157,-1.38,0.522,9,13,"16,334",163,51,,,rain,
