start,end,minute_count
2022-04-25T10:28:00.000Z,2022-04-25T10:29:00.000Z,62
2022-04-25T10:29:00.000Z,2022-04-25T10:30:00.000Z,88
2022-04-25T10:30:00.000Z,2022-04-25T10:31:00.000Z,96
2022-04-25T10:31:00.000Z,2022-04-25T10:32:00.000Z,85
2022-04-25T10:32:00.000Z,2022-04-25T10:33:00.000Z,78
2022-04-25T10:33:00.000Z,2022-04-25T10:34:00.000Z,89
2022-04-25T10:34:00.000Z,2022-04-25T10:35:00.000Z,86
2022-04-25T10:35:00.000Z,2022-04-25T10:36:00.000Z,86
2022-04-25T10:36:00.000Z,2022-04-25T10:37:00.000Z,95
2022-04-25T10:37:00.000Z,2022-04-25T10:38:00.000Z,74
2022-04-25T10:38:00.000Z,2022-04-25T10:39:00.000Z,79
2022-04-25T10:39:00.000Z,2022-04-25T10:40:00.000Z,123
2022-04-25T10:40:00.000Z,2022-04-25T10:41:00.000Z,89
2022-04-25T10:41:00.000Z,2022-04-25T10:42:00.000Z,111
2022-04-25T10:42:00.000Z,2022-04-25T10:43:00.000Z,95
2022-04-25T10:43:00.000Z,2022-04-25T10:44:00.000Z,97
2022-04-25T10:44:00.000Z,2022-04-25T10:45:00.000Z,105
2022-04-25T10:45:00.000Z,2022-04-25T10:46:00.000Z,107
2022-04-25T10:46:00.000Z,2022-04-25T10:47:00.000Z,100
2022-04-25T10:47:00.000Z,2022-04-25T10:48:00.000Z,103
2022-04-25T10:48:00.000Z,2022-04-25T10:49:00.000Z,111
2022-04-25T10:49:00.000Z,2022-04-25T10:50:00.000Z,85
2022-04-25T10:50:00.000Z,2022-04-25T10:51:00.000Z,109
2022-04-25T10:51:00.000Z,2022-04-25T10:52:00.000Z,115
2022-04-25T10:52:00.000Z,2022-04-25T10:53:00.000Z,91
2022-04-25T10:53:00.000Z,2022-04-25T10:54:00.000Z,106
2022-04-25T10:54:00.000Z,2022-04-25T10:55:00.000Z,108
2022-04-25T10:55:00.000Z,2022-04-25T10:56:00.000Z,129
2022-04-25T10:56:00.000Z,2022-04-25T10:57:00.000Z,103
2022-04-25T10:57:00.000Z,2022-04-25T10:58:00.000Z,95
2022-04-25T10:58:00.000Z,2022-04-25T10:59:00.000Z,123
2022-04-25T10:59:00.000Z,2022-04-25T11:00:00.000Z,100
2022-04-25T11:00:00.000Z,2022-04-25T11:01:00.000Z,164
2022-04-25T11:01:00.000Z,2022-04-25T11:02:00.000Z,126
2022-04-25T11:02:00.000Z,2022-04-25T11:03:00.000Z,120
2022-04-25T11:03:00.000Z,2022-04-25T11:04:00.000Z,105
2022-04-25T11:04:00.000Z,2022-04-25T11:05:00.000Z,123
2022-04-25T11:05:00.000Z,2022-04-25T11:06:00.000Z,120
2022-04-25T11:06:00.000Z,2022-04-25T11:07:00.000Z,127
2022-04-25T11:07:00.000Z,2022-04-25T11:08:00.000Z,107
2022-04-25T11:08:00.000Z,2022-04-25T11:09:00.000Z,121
2022-04-25T11:09:00.000Z,2022-04-25T11:10:00.000Z,113
2022-04-25T11:10:00.000Z,2022-04-25T11:11:00.000Z,125
2022-04-25T11:11:00.000Z,2022-04-25T11:12:00.000Z,119
2022-04-25T11:12:00.000Z,2022-04-25T11:13:00.000Z,131
2022-04-25T11:13:00.000Z,2022-04-25T11:14:00.000Z,150
2022-04-25T11:14:00.000Z,2022-04-25T11:15:00.000Z,129
2022-04-25T11:15:00.000Z,2022-04-25T11:16:00.000Z,140
2022-04-25T11:16:00.000Z,2022-04-25T11:17:00.000Z,113
2022-04-25T11:17:00.000Z,2022-04-25T11:18:00.000Z,134
2022-04-25T11:18:00.000Z,2022-04-25T11:19:00.000Z,131
2022-04-25T11:19:00.000Z,2022-04-25T11:20:00.000Z,137
2022-04-25T11:20:00.000Z,2022-04-25T11:21:00.000Z,131
2022-04-25T11:21:00.000Z,2022-04-25T11:22:00.000Z,210
2022-04-25T11:22:00.000Z,2022-04-25T11:23:00.000Z,235
2022-04-25T11:23:00.000Z,2022-04-25T11:24:00.000Z,239
2022-04-25T11:24:00.000Z,2022-04-25T11:25:00.000Z,231
2022-04-25T11:25:00.000Z,2022-04-25T11:26:00.000Z,194
2022-04-25T11:26:00.000Z,2022-04-25T11:27:00.000Z,216
2022-04-25T11:27:00.000Z,2022-04-25T11:28:00.000Z,228
2022-04-25T11:28:00.000Z,2022-04-25T11:29:00.000Z,287
2022-04-25T11:29:00.000Z,2022-04-25T11:30:00.000Z,330
2022-04-25T11:30:00.000Z,2022-04-25T11:31:00.000Z,382
2022-04-25T11:31:00.000Z,2022-04-25T11:32:00.000Z,356
2022-04-25T11:32:00.000Z,2022-04-25T11:33:00.000Z,409
2022-04-25T11:33:00.000Z,2022-04-25T11:34:00.000Z,365
2022-04-25T11:34:00.000Z,2022-04-25T11:35:00.000Z,307
2022-04-25T11:35:00.000Z,2022-04-25T11:36:00.000Z,312
2022-04-25T11:36:00.000Z,2022-04-25T11:37:00.000Z,307
2022-04-25T11:37:00.000Z,2022-04-25T11:38:00.000Z,321
2022-04-25T11:38:00.000Z,2022-04-25T11:39:00.000Z,321
2022-04-25T11:39:00.000Z,2022-04-25T11:40:00.000Z,328
2022-04-25T11:40:00.000Z,2022-04-25T11:41:00.000Z,323
2022-04-25T11:41:00.000Z,2022-04-25T11:42:00.000Z,370
2022-04-25T11:42:00.000Z,2022-04-25T11:43:00.000Z,427
2022-04-25T11:43:00.000Z,2022-04-25T11:44:00.000Z,456
2022-04-25T11:44:00.000Z,2022-04-25T11:45:00.000Z,463
2022-04-25T11:45:00.000Z,2022-04-25T11:46:00.000Z,418
2022-04-25T11:46:00.000Z,2022-04-25T11:47:00.000Z,391
2022-04-25T11:47:00.000Z,2022-04-25T11:48:00.000Z,480
2022-04-25T11:48:00.000Z,2022-04-25T11:49:00.000Z,458
2022-04-25T11:49:00.000Z,2022-04-25T11:50:00.000Z,453
2022-04-25T11:50:00.000Z,2022-04-25T11:51:00.000Z,462
2022-04-25T11:51:00.000Z,2022-04-25T11:52:00.000Z,485
2022-04-25T11:52:00.000Z,2022-04-25T11:53:00.000Z,554
2022-04-25T11:53:00.000Z,2022-04-25T11:54:00.000Z,565
2022-04-25T11:54:00.000Z,2022-04-25T11:55:00.000Z,606
2022-04-25T11:55:00.000Z,2022-04-25T11:56:00.000Z,552
2022-04-25T11:56:00.000Z,2022-04-25T11:57:00.000Z,596
2022-04-25T11:57:00.000Z,2022-04-25T11:58:00.000Z,658
2022-04-25T11:58:00.000Z,2022-04-25T11:59:00.000Z,572
2022-04-25T11:59:00.000Z,2022-04-25T12:00:00.000Z,538
2022-04-25T12:00:00.000Z,2022-04-25T12:01:00.000Z,590
2022-04-25T12:01:00.000Z,2022-04-25T12:02:00.000Z,597
2022-04-25T12:02:00.000Z,2022-04-25T12:03:00.000Z,554
2022-04-25T12:03:00.000Z,2022-04-25T12:04:00.000Z,544
2022-04-25T12:04:00.000Z,2022-04-25T12:05:00.000Z,543
2022-04-25T12:05:00.000Z,2022-04-25T12:06:00.000Z,507
2022-04-25T12:06:00.000Z,2022-04-25T12:07:00.000Z,540
2022-04-25T12:07:00.000Z,2022-04-25T12:08:00.000Z,525
2022-04-25T12:08:00.000Z,2022-04-25T12:09:00.000Z,533
2022-04-25T12:09:00.000Z,2022-04-25T12:10:00.000Z,471
2022-04-25T12:10:00.000Z,2022-04-25T12:11:00.000Z,541
2022-04-25T12:11:00.000Z,2022-04-25T12:12:00.000Z,530
2022-04-25T12:12:00.000Z,2022-04-25T12:13:00.000Z,606
2022-04-25T12:13:00.000Z,2022-04-25T12:14:00.000Z,524
2022-04-25T12:14:00.000Z,2022-04-25T12:15:00.000Z,590
2022-04-25T12:15:00.000Z,2022-04-25T12:16:00.000Z,538
2022-04-25T12:16:00.000Z,2022-04-25T12:17:00.000Z,594
2022-04-25T12:17:00.000Z,2022-04-25T12:18:00.000Z,569
2022-04-25T12:18:00.000Z,2022-04-25T12:19:00.000Z,533
2022-04-25T12:19:00.000Z,2022-04-25T12:20:00.000Z,587
2022-04-25T12:20:00.000Z,2022-04-25T12:21:00.000Z,611
2022-04-25T12:21:00.000Z,2022-04-25T12:22:00.000Z,615
2022-04-25T12:22:00.000Z,2022-04-25T12:23:00.000Z,614
2022-04-25T12:23:00.000Z,2022-04-25T12:24:00.000Z,635
2022-04-25T12:24:00.000Z,2022-04-25T12:25:00.000Z,598
2022-04-25T12:25:00.000Z,2022-04-25T12:26:00.000Z,610
2022-04-25T12:26:00.000Z,2022-04-25T12:27:00.000Z,626
2022-04-25T12:27:00.000Z,2022-04-25T12:28:00.000Z,542
2022-04-25T12:28:00.000Z,2022-04-25T12:29:00.000Z,551
2022-04-25T12:29:00.000Z,2022-04-25T12:30:00.000Z,615
2022-04-25T12:30:00.000Z,2022-04-25T12:31:00.000Z,647
2022-04-25T12:31:00.000Z,2022-04-25T12:32:00.000Z,612
2022-04-25T12:32:00.000Z,2022-04-25T12:33:00.000Z,580
2022-04-25T12:33:00.000Z,2022-04-25T12:34:00.000Z,655
2022-04-25T12:34:00.000Z,2022-04-25T12:35:00.000Z,580
2022-04-25T12:35:00.000Z,2022-04-25T12:36:00.000Z,589
2022-04-25T12:36:00.000Z,2022-04-25T12:37:00.000Z,651
2022-04-25T12:37:00.000Z,2022-04-25T12:38:00.000Z,591
2022-04-25T12:38:00.000Z,2022-04-25T12:39:00.000Z,614
2022-04-25T12:39:00.000Z,2022-04-25T12:40:00.000Z,624
2022-04-25T12:40:00.000Z,2022-04-25T12:41:00.000Z,617
2022-04-25T12:41:00.000Z,2022-04-25T12:42:00.000Z,644
2022-04-25T12:42:00.000Z,2022-04-25T12:43:00.000Z,577
2022-04-25T12:43:00.000Z,2022-04-25T12:44:00.000Z,645
2022-04-25T12:44:00.000Z,2022-04-25T12:45:00.000Z,623
2022-04-25T12:45:00.000Z,2022-04-25T12:46:00.000Z,588
2022-04-25T12:46:00.000Z,2022-04-25T12:47:00.000Z,664
2022-04-25T12:47:00.000Z,2022-04-25T12:48:00.000Z,625
2022-04-25T12:48:00.000Z,2022-04-25T12:49:00.000Z,755
2022-04-25T12:49:00.000Z,2022-04-25T12:50:00.000Z,705
2022-04-25T12:50:00.000Z,2022-04-25T12:51:00.000Z,668
2022-04-25T12:51:00.000Z,2022-04-25T12:52:00.000Z,737
2022-04-25T12:52:00.000Z,2022-04-25T12:53:00.000Z,631
2022-04-25T12:53:00.000Z,2022-04-25T12:54:00.000Z,731
2022-04-25T12:54:00.000Z,2022-04-25T12:55:00.000Z,706
2022-04-25T12:55:00.000Z,2022-04-25T12:56:00.000Z,738
2022-04-25T12:56:00.000Z,2022-04-25T12:57:00.000Z,734
2022-04-25T12:57:00.000Z,2022-04-25T12:58:00.000Z,778
2022-04-25T12:58:00.000Z,2022-04-25T12:59:00.000Z,736
2022-04-25T12:59:00.000Z,2022-04-25T13:00:00.000Z,690
2022-04-25T13:00:00.000Z,2022-04-25T13:01:00.000Z,795
2022-04-25T13:01:00.000Z,2022-04-25T13:02:00.000Z,687
2022-04-25T13:02:00.000Z,2022-04-25T13:03:00.000Z,694
2022-04-25T13:03:00.000Z,2022-04-25T13:04:00.000Z,651
2022-04-25T13:04:00.000Z,2022-04-25T13:05:00.000Z,664
2022-04-25T13:05:00.000Z,2022-04-25T13:06:00.000Z,704
2022-04-25T13:06:00.000Z,2022-04-25T13:07:00.000Z,686
2022-04-25T13:07:00.000Z,2022-04-25T13:08:00.000Z,684
2022-04-25T13:08:00.000Z,2022-04-25T13:09:00.000Z,766
2022-04-25T13:09:00.000Z,2022-04-25T13:10:00.000Z,703
2022-04-25T13:10:00.000Z,2022-04-25T13:11:00.000Z,695
2022-04-25T13:11:00.000Z,2022-04-25T13:12:00.000Z,675
2022-04-25T13:12:00.000Z,2022-04-25T13:13:00.000Z,810
2022-04-25T13:13:00.000Z,2022-04-25T13:14:00.000Z,786
2022-04-25T13:14:00.000Z,2022-04-25T13:15:00.000Z,836
2022-04-25T13:15:00.000Z,2022-04-25T13:16:00.000Z,839
2022-04-25T13:16:00.000Z,2022-04-25T13:17:00.000Z,816
2022-04-25T13:17:00.000Z,2022-04-25T13:18:00.000Z,742
2022-04-25T13:18:00.000Z,2022-04-25T13:19:00.000Z,709
2022-04-25T13:19:00.000Z,2022-04-25T13:20:00.000Z,768
2022-04-25T13:20:00.000Z,2022-04-25T13:21:00.000Z,762
2022-04-25T13:21:00.000Z,2022-04-25T13:22:00.000Z,800
2022-04-25T13:22:00.000Z,2022-04-25T13:23:00.000Z,752
2022-04-25T13:23:00.000Z,2022-04-25T13:24:00.000Z,768
2022-04-25T13:24:00.000Z,2022-04-25T13:25:00.000Z,813
2022-04-25T13:25:00.000Z,2022-04-25T13:26:00.000Z,850
2022-04-25T13:26:00.000Z,2022-04-25T13:27:00.000Z,835
2022-04-25T13:27:00.000Z,2022-04-25T13:28:00.000Z,883
2022-04-25T13:28:00.000Z,2022-04-25T13:29:00.000Z,863
2022-04-25T13:29:00.000Z,2022-04-25T13:30:00.000Z,821
2022-04-25T13:30:00.000Z,2022-04-25T13:31:00.000Z,837
2022-04-25T13:31:00.000Z,2022-04-25T13:32:00.000Z,772
2022-04-25T13:32:00.000Z,2022-04-25T13:33:00.000Z,842
2022-04-25T13:33:00.000Z,2022-04-25T13:34:00.000Z,829
2022-04-25T13:34:00.000Z,2022-04-25T13:35:00.000Z,857
2022-04-25T13:35:00.000Z,2022-04-25T13:36:00.000Z,877
2022-04-25T13:36:00.000Z,2022-04-25T13:37:00.000Z,830
2022-04-25T13:37:00.000Z,2022-04-25T13:38:00.000Z,896
2022-04-25T13:38:00.000Z,2022-04-25T13:39:00.000Z,847
2022-04-25T13:39:00.000Z,2022-04-25T13:40:00.000Z,860
2022-04-25T13:40:00.000Z,2022-04-25T13:41:00.000Z,807
2022-04-25T13:41:00.000Z,2022-04-25T13:42:00.000Z,877
2022-04-25T13:42:00.000Z,2022-04-25T13:43:00.000Z,876
2022-04-25T13:43:00.000Z,2022-04-25T13:44:00.000Z,901
2022-04-25T13:44:00.000Z,2022-04-25T13:45:00.000Z,902
2022-04-25T13:45:00.000Z,2022-04-25T13:46:00.000Z,918
2022-04-25T13:46:00.000Z,2022-04-25T13:47:00.000Z,883
2022-04-25T13:47:00.000Z,2022-04-25T13:48:00.000Z,932
2022-04-25T13:48:00.000Z,2022-04-25T13:49:00.000Z,924
2022-04-25T13:49:00.000Z,2022-04-25T13:50:00.000Z,987
2022-04-25T13:50:00.000Z,2022-04-25T13:51:00.000Z,930
2022-04-25T13:51:00.000Z,2022-04-25T13:52:00.000Z,938
2022-04-25T13:52:00.000Z,2022-04-25T13:53:00.000Z,965
2022-04-25T13:53:00.000Z,2022-04-25T13:54:00.000Z,981
2022-04-25T13:54:00.000Z,2022-04-25T13:55:00.000Z,1012
2022-04-25T13:55:00.000Z,2022-04-25T13:56:00.000Z,1044
2022-04-25T13:56:00.000Z,2022-04-25T13:57:00.000Z,1039
2022-04-25T13:57:00.000Z,2022-04-25T13:58:00.000Z,982
2022-04-25T13:58:00.000Z,2022-04-25T13:59:00.000Z,1013
2022-04-25T13:59:00.000Z,2022-04-25T14:00:00.000Z,1009
2022-04-25T14:00:00.000Z,2022-04-25T14:01:00.000Z,1067
2022-04-25T14:01:00.000Z,2022-04-25T14:02:00.000Z,1014
2022-04-25T14:02:00.000Z,2022-04-25T14:03:00.000Z,1107
2022-04-25T14:03:00.000Z,2022-04-25T14:04:00.000Z,1102
2022-04-25T14:04:00.000Z,2022-04-25T14:05:00.000Z,1056
2022-04-25T14:05:00.000Z,2022-04-25T14:06:00.000Z,1105
2022-04-25T14:06:00.000Z,2022-04-25T14:07:00.000Z,1035
2022-04-25T14:07:00.000Z,2022-04-25T14:08:00.000Z,1067
2022-04-25T14:08:00.000Z,2022-04-25T14:09:00.000Z,1085
2022-04-25T14:09:00.000Z,2022-04-25T14:10:00.000Z,1090
2022-04-25T14:10:00.000Z,2022-04-25T14:11:00.000Z,1064
2022-04-25T14:11:00.000Z,2022-04-25T14:12:00.000Z,1111
2022-04-25T14:12:00.000Z,2022-04-25T14:13:00.000Z,1050
2022-04-25T14:13:00.000Z,2022-04-25T14:14:00.000Z,1081
2022-04-25T14:14:00.000Z,2022-04-25T14:15:00.000Z,1055
2022-04-25T14:15:00.000Z,2022-04-25T14:16:00.000Z,1037
2022-04-25T14:16:00.000Z,2022-04-25T14:17:00.000Z,1119
2022-04-25T14:17:00.000Z,2022-04-25T14:18:00.000Z,1110
2022-04-25T14:18:00.000Z,2022-04-25T14:19:00.000Z,1134
2022-04-25T14:19:00.000Z,2022-04-25T14:20:00.000Z,1141
2022-04-25T14:20:00.000Z,2022-04-25T14:21:00.000Z,1167
2022-04-25T14:21:00.000Z,2022-04-25T14:22:00.000Z,1161
2022-04-25T14:22:00.000Z,2022-04-25T14:23:00.000Z,1074
2022-04-25T14:23:00.000Z,2022-04-25T14:24:00.000Z,1081
2022-04-25T14:24:00.000Z,2022-04-25T14:25:00.000Z,1139
2022-04-25T14:25:00.000Z,2022-04-25T14:26:00.000Z,1148
2022-04-25T14:26:00.000Z,2022-04-25T14:27:00.000Z,1081
2022-04-25T14:27:00.000Z,2022-04-25T14:28:00.000Z,1107
2022-04-25T14:28:00.000Z,2022-04-25T14:29:00.000Z,1086
2022-04-25T14:29:00.000Z,2022-04-25T14:30:00.000Z,1135
2022-04-25T14:30:00.000Z,2022-04-25T14:31:00.000Z,1159
2022-04-25T14:31:00.000Z,2022-04-25T14:32:00.000Z,1141
2022-04-25T14:32:00.000Z,2022-04-25T14:33:00.000Z,1081
2022-04-25T14:33:00.000Z,2022-04-25T14:34:00.000Z,1083
2022-04-25T14:34:00.000Z,2022-04-25T14:35:00.000Z,1113
2022-04-25T14:35:00.000Z,2022-04-25T14:36:00.000Z,1155
2022-04-25T14:36:00.000Z,2022-04-25T14:37:00.000Z,1081
2022-04-25T14:37:00.000Z,2022-04-25T14:38:00.000Z,1057
2022-04-25T14:38:00.000Z,2022-04-25T14:39:00.000Z,1190
2022-04-25T14:39:00.000Z,2022-04-25T14:40:00.000Z,1180
2022-04-25T14:40:00.000Z,2022-04-25T14:41:00.000Z,1222
2022-04-25T14:41:00.000Z,2022-04-25T14:42:00.000Z,1209
2022-04-25T14:42:00.000Z,2022-04-25T14:43:00.000Z,1197
2022-04-25T14:43:00.000Z,2022-04-25T14:44:00.000Z,1183
2022-04-25T14:44:00.000Z,2022-04-25T14:45:00.000Z,1185
2022-04-25T14:45:00.000Z,2022-04-25T14:46:00.000Z,1243
2022-04-25T14:46:00.000Z,2022-04-25T14:47:00.000Z,1261
2022-04-25T14:47:00.000Z,2022-04-25T14:48:00.000Z,1309
2022-04-25T14:48:00.000Z,2022-04-25T14:49:00.000Z,1303
2022-04-25T14:49:00.000Z,2022-04-25T14:50:00.000Z,1297
2022-04-25T14:50:00.000Z,2022-04-25T14:51:00.000Z,1320
2022-04-25T14:51:00.000Z,2022-04-25T14:52:00.000Z,1240
2022-04-25T14:52:00.000Z,2022-04-25T14:53:00.000Z,1240
2022-04-25T14:53:00.000Z,2022-04-25T14:54:00.000Z,1254
2022-04-25T14:54:00.000Z,2022-04-25T14:55:00.000Z,1268
2022-04-25T14:55:00.000Z,2022-04-25T14:56:00.000Z,1314
2022-04-25T14:56:00.000Z,2022-04-25T14:57:00.000Z,1225
2022-04-25T14:57:00.000Z,2022-04-25T14:58:00.000Z,1336
2022-04-25T14:58:00.000Z,2022-04-25T14:59:00.000Z,1309
2022-04-25T14:59:00.000Z,2022-04-25T15:00:00.000Z,1271
2022-04-25T15:00:00.000Z,2022-04-25T15:01:00.000Z,1165
2022-04-25T15:01:00.000Z,2022-04-25T15:02:00.000Z,1168
2022-04-25T15:02:00.000Z,2022-04-25T15:03:00.000Z,1268
2022-04-25T15:03:00.000Z,2022-04-25T15:04:00.000Z,1190
2022-04-25T15:04:00.000Z,2022-04-25T15:05:00.000Z,1252
2022-04-25T15:05:00.000Z,2022-04-25T15:06:00.000Z,1236
2022-04-25T15:06:00.000Z,2022-04-25T15:07:00.000Z,1177
2022-04-25T15:07:00.000Z,2022-04-25T15:08:00.000Z,1326
2022-04-25T15:08:00.000Z,2022-04-25T15:09:00.000Z,1241
2022-04-25T15:09:00.000Z,2022-04-25T15:10:00.000Z,1264
2022-04-25T15:10:00.000Z,2022-04-25T15:11:00.000Z,1258
2022-04-25T15:11:00.000Z,2022-04-25T15:12:00.000Z,1227
2022-04-25T15:12:00.000Z,2022-04-25T15:13:00.000Z,1217
2022-04-25T15:13:00.000Z,2022-04-25T15:14:00.000Z,1268
2022-04-25T15:14:00.000Z,2022-04-25T15:15:00.000Z,1260
2022-04-25T15:15:00.000Z,2022-04-25T15:16:00.000Z,1328
2022-04-25T15:16:00.000Z,2022-04-25T15:17:00.000Z,1306
2022-04-25T15:17:00.000Z,2022-04-25T15:18:00.000Z,1251
2022-04-25T15:18:00.000Z,2022-04-25T15:19:00.000Z,1284
2022-04-25T15:19:00.000Z,2022-04-25T15:20:00.000Z,1340
2022-04-25T15:20:00.000Z,2022-04-25T15:21:00.000Z,1282
2022-04-25T15:21:00.000Z,2022-04-25T15:22:00.000Z,1213
2022-04-25T15:22:00.000Z,2022-04-25T15:23:00.000Z,1189
2022-04-25T15:23:00.000Z,2022-04-25T15:24:00.000Z,1232
2022-04-25T15:24:00.000Z,2022-04-25T15:25:00.000Z,1231
2022-04-25T15:25:00.000Z,2022-04-25T15:26:00.000Z,1223
2022-04-25T15:26:00.000Z,2022-04-25T15:27:00.000Z,1252
2022-04-25T15:27:00.000Z,2022-04-25T15:28:00.000Z,1223
2022-04-25T15:28:00.000Z,2022-04-25T15:29:00.000Z,1217
2022-04-25T15:29:00.000Z,2022-04-25T15:30:00.000Z,1262
2022-04-25T15:30:00.000Z,2022-04-25T15:31:00.000Z,1308
2022-04-25T15:31:00.000Z,2022-04-25T15:32:00.000Z,1253
2022-04-25T15:32:00.000Z,2022-04-25T15:33:00.000Z,1198
2022-04-25T15:33:00.000Z,2022-04-25T15:34:00.000Z,1260
2022-04-25T15:34:00.000Z,2022-04-25T15:35:00.000Z,1206
2022-04-25T15:35:00.000Z,2022-04-25T15:36:00.000Z,1244
2022-04-25T15:36:00.000Z,2022-04-25T15:37:00.000Z,1163
2022-04-25T15:37:00.000Z,2022-04-25T15:38:00.000Z,1168
2022-04-25T15:38:00.000Z,2022-04-25T15:39:00.000Z,1160
2022-04-25T15:39:00.000Z,2022-04-25T15:40:00.000Z,1167
2022-04-25T15:40:00.000Z,2022-04-25T15:41:00.000Z,1284
2022-04-25T15:41:00.000Z,2022-04-25T15:42:00.000Z,1243
2022-04-25T15:42:00.000Z,2022-04-25T15:43:00.000Z,1351
2022-04-25T15:43:00.000Z,2022-04-25T15:44:00.000Z,1341
2022-04-25T15:44:00.000Z,2022-04-25T15:45:00.000Z,1200
2022-04-25T15:45:00.000Z,2022-04-25T15:46:00.000Z,1325
2022-04-25T15:46:00.000Z,2022-04-25T15:47:00.000Z,1250
2022-04-25T15:47:00.000Z,2022-04-25T15:48:00.000Z,1312
2022-04-25T15:48:00.000Z,2022-04-25T15:49:00.000Z,1307
2022-04-25T15:49:00.000Z,2022-04-25T15:50:00.000Z,1280
2022-04-25T15:50:00.000Z,2022-04-25T15:51:00.000Z,1356
2022-04-25T15:51:00.000Z,2022-04-25T15:52:00.000Z,1288
2022-04-25T15:52:00.000Z,2022-04-25T15:53:00.000Z,1324
2022-04-25T15:53:00.000Z,2022-04-25T15:54:00.000Z,1300
2022-04-25T15:54:00.000Z,2022-04-25T15:55:00.000Z,1227
2022-04-25T15:55:00.000Z,2022-04-25T15:56:00.000Z,1244
2022-04-25T15:56:00.000Z,2022-04-25T15:57:00.000Z,1277
2022-04-25T15:57:00.000Z,2022-04-25T15:58:00.000Z,1213
2022-04-25T15:58:00.000Z,2022-04-25T15:59:00.000Z,1273
2022-04-25T15:59:00.000Z,2022-04-25T16:00:00.000Z,1298
2022-04-25T16:00:00.000Z,2022-04-25T16:01:00.000Z,1286
2022-04-25T16:01:00.000Z,2022-04-25T16:02:00.000Z,1271
2022-04-25T16:02:00.000Z,2022-04-25T16:03:00.000Z,1264
2022-04-25T16:03:00.000Z,2022-04-25T16:04:00.000Z,1257
2022-04-25T16:04:00.000Z,2022-04-25T16:05:00.000Z,1269
2022-04-25T16:05:00.000Z,2022-04-25T16:06:00.000Z,1237
2022-04-25T16:06:00.000Z,2022-04-25T16:07:00.000Z,1333
2022-04-25T16:07:00.000Z,2022-04-25T16:08:00.000Z,1253
2022-04-25T16:08:00.000Z,2022-04-25T16:09:00.000Z,1347
2022-04-25T16:09:00.000Z,2022-04-25T16:10:00.000Z,1348
2022-04-25T16:10:00.000Z,2022-04-25T16:11:00.000Z,1270
2022-04-25T16:11:00.000Z,2022-04-25T16:12:00.000Z,1315
2022-04-25T16:12:00.000Z,2022-04-25T16:13:00.000Z,1236
2022-04-25T16:13:00.000Z,2022-04-25T16:14:00.000Z,1255
2022-04-25T16:14:00.000Z,2022-04-25T16:15:00.000Z,1317
2022-04-25T16:15:00.000Z,2022-04-25T16:16:00.000Z,1304
2022-04-25T16:16:00.000Z,2022-04-25T16:17:00.000Z,1275
2022-04-25T16:17:00.000Z,2022-04-25T16:18:00.000Z,1409
2022-04-25T16:18:00.000Z,2022-04-25T16:19:00.000Z,1389
2022-04-25T16:19:00.000Z,2022-04-25T16:20:00.000Z,1461
2022-04-25T16:20:00.000Z,2022-04-25T16:21:00.000Z,1476
2022-04-25T16:21:00.000Z,2022-04-25T16:22:00.000Z,1434
2022-04-25T16:22:00.000Z,2022-04-25T16:23:00.000Z,1422
2022-04-25T16:23:00.000Z,2022-04-25T16:24:00.000Z,1475
2022-04-25T16:24:00.000Z,2022-04-25T16:25:00.000Z,1433
2022-04-25T16:25:00.000Z,2022-04-25T16:26:00.000Z,1484
2022-04-25T16:26:00.000Z,2022-04-25T16:27:00.000Z,1357
2022-04-25T16:27:00.000Z,2022-04-25T16:28:00.000Z,1407
2022-04-25T16:28:00.000Z,2022-04-25T16:29:00.000Z,1408
2022-04-25T16:29:00.000Z,2022-04-25T16:30:00.000Z,1461
2022-04-25T16:30:00.000Z,2022-04-25T16:31:00.000Z,1523
2022-04-25T16:31:00.000Z,2022-04-25T16:32:00.000Z,1459
2022-04-25T16:32:00.000Z,2022-04-25T16:33:00.000Z,1443
2022-04-25T16:33:00.000Z,2022-04-25T16:34:00.000Z,1473
2022-04-25T16:34:00.000Z,2022-04-25T16:35:00.000Z,1419
2022-04-25T16:35:00.000Z,2022-04-25T16:36:00.000Z,1390
2022-04-25T16:36:00.000Z,2022-04-25T16:37:00.000Z,1559
2022-04-25T16:37:00.000Z,2022-04-25T16:38:00.000Z,1564
2022-04-25T16:38:00.000Z,2022-04-25T16:39:00.000Z,1512
2022-04-25T16:39:00.000Z,2022-04-25T16:40:00.000Z,1467
2022-04-25T16:40:00.000Z,2022-04-25T16:41:00.000Z,1483
2022-04-25T16:41:00.000Z,2022-04-25T16:42:00.000Z,1428
2022-04-25T16:42:00.000Z,2022-04-25T16:43:00.000Z,1515
2022-04-25T16:43:00.000Z,2022-04-25T16:44:00.000Z,1446
2022-04-25T16:44:00.000Z,2022-04-25T16:45:00.000Z,1480
2022-04-25T16:45:00.000Z,2022-04-25T16:46:00.000Z,1562
2022-04-25T16:46:00.000Z,2022-04-25T16:47:00.000Z,1605
2022-04-25T16:47:00.000Z,2022-04-25T16:48:00.000Z,1650
2022-04-25T16:48:00.000Z,2022-04-25T16:49:00.000Z,1751
2022-04-25T16:49:00.000Z,2022-04-25T16:50:00.000Z,1626
2022-04-25T16:50:00.000Z,2022-04-25T16:51:00.000Z,1692
