intldes,norad_cat_id,object_type,satname,country,launch,site,decay,period,inclination,apogee,perigee,comment,commentcode,rcsvalue,rcs_size,file,launch_year,launch_num,launch_piece,current,object_name,object_id,object_number
1999-025ESD,38494,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,104.95,98.45,1349,635,,,0,SMALL,7965,1999,25,ESD,Y,FENGYUN 1C DEB,1999-025ESD,38494
2008-011BQ,38617,DEBRIS,BREEZE-M DEB,CIS,2008-03-14,TTMTR,,444.48,49.39,25243,587,,,0,SMALL,7965,2008,11,BQ,Y,BREEZE-M DEB,2008-011BQ,38617
1999-025ETH,38716,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,105.79,98.41,1234,829,,,0,SMALL,7965,1999,25,ETH,Y,FENGYUN 1C DEB,1999-025ETH,38716
1999-025ETR,38724,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,103.43,98.77,1035,806,,,0,SMALL,7965,1999,25,ETR,Y,FENGYUN 1C DEB,1999-025ETR,38724
1999-025ETY,38784,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,98.15,99.42,721,619,,,0,SMALL,7965,1999,25,ETY,Y,FENGYUN 1C DEB,1999-025ETY,38784
1999-025EVV,38829,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,102.46,98.87,906,845,,,0,SMALL,7965,1999,25,EVV,Y,FENGYUN 1C DEB,1999-025EVV,38829
2013-009E,39090,PAYLOAD,STRAND 1,UK,2013-02-25,SRI,,100.33,98.41,780,769,,,0,SMALL,7965,2013,9,E,Y,STRAND 1,2013-009E,39090
2013-009F,39091,PAYLOAD,BRITE-A TUGSAT-1,ASRA,2013-02-25,SRI,,100.33,98.41,781,768,,,0,MEDIUM,7965,2013,9,F,Y,BRITE-A TUGSAT-1,2013-009F,39091
2013-011A,39120,PAYLOAD,SBIRS GEO 2 (USA 241),US,2013-03-19,AFETR,,1436.09,1.89,35794,35779,,,0,LARGE,7965,2013,11,A,Y,SBIRS GEO 2 (USA 241),2013-011A,39120
2013-018D,39153,PAYLOAD,CUBEBUG 1,ARGN,2013-04-26,JSC,,97.22,98.00,636,615,,,0,SMALL,7965,2013,18,D,Y,CUBEBUG 1,2013-018D,39153
2013-023B,39167,ROCKET BODY,ATLAS 5 CENTAUR R/B,US,2013-05-15,AFETR,,751.04,56.43,21415,20568,,,0,LARGE,7965,2013,23,B,Y,ATLAS 5 CENTAUR R/B,2013-023B,39167
2013-035F,39225,DEBRIS,CZ-2C DEB,PRC,2013-07-15,JSC,,101.07,98.39,936,683,,,0,SMALL,7965,2013,35,F,Y,CZ-2C DEB,2013-035F,39225
2013-048D,39252,ROCKET BODY,BREEZE-KM R/B,CIS,2013-09-11,PKMTR,,112.51,82.48,1511,1172,,,0,LARGE,7965,2013,48,D,Y,BREEZE-KM R/B,2013-048D,39252
1994-029AEY,39313,DEBRIS,PEGASUS DEB,US,1994-05-19,AFWTR,,95.99,81.79,631,502,,,0,SMALL,7965,1994,29,AEY,Y,PEGASUS DEB,1994-029AEY,39313
2010-057U,39354,DEBRIS,CZ-3C DEB,PRC,2010-10-31,XSC,,648.88,20.45,36272,627,,,0,MEDIUM,7965,2010,57,U,Y,CZ-3C DEB,2010-057U,39354
2013-066M,39427,PAYLOAD,TRITON 1,UK,2013-11-21,OREN,,98.06,97.80,744,587,,,0,MEDIUM,7965,2013,66,M,Y,TRITON 1,2013-066M,39427
2013-066AB,39441,PAYLOAD,NEE 02 KRYSAOR,ECU,2013-11-21,OREN,,97.60,97.72,701,587,,,0,SMALL,7965,2013,66,AB,Y,NEE 02 KRYSAOR,2013-066AB,39441
1999-025EWM,39544,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,102.65,98.88,925,844,,,0,SMALL,7965,1999,25,EWM,Y,FENGYUN 1C DEB,1999-025EWM,39544
1993-036BUU,39589,DEBRIS,COSMOS 2251 DEB,CIS,1993-06-16,PKMTR,,95.10,74.00,532,515,,,0,SMALL,7965,1993,36,BUU,Y,COSMOS 2251 DEB,1993-036BUU,39589
1987-060U,39657,DEBRIS,COSMOS 1867 COOLANT,CIS,1987-07-10,TTMTR,,100.56,65.01,800,770,,,0,SMALL,7965,1987,60,U,Y,COSMOS 1867 COOLANT,1987-060U,39657
1991-009DH,39694,DEBRIS,SL-8 DEB,CIS,1991-02-12,PKMTR,,118.18,74.08,1701,1498,,,0,SMALL,7965,1991,9,DH,Y,SL-8 DEB,1991-009DH,39694
1992-093KN,39722,DEBRIS,SL-16 DEB,CIS,1992-12-25,TTMTR,,102.89,70.89,971,819,,,0,SMALL,7965,1992,93,KN,Y,SL-16 DEB,1992-093KN,39722
2014-028A,39761,PAYLOAD,COSMOS 2496,CIS,2014-05-23,PKMTR,,115.86,82.45,1509,1480,,,0,LARGE,7965,2014,28,A,Y,COSMOS 2496,2014-028A,39761
2014-029B,39767,PAYLOAD,UNIFORM 1,JPN,2014-05-24,TNSTA,,97.02,97.84,621,611,,,0,MEDIUM,7965,2014,29,B,Y,UNIFORM 1,2014-029B,39767
1987-020EG,39808,DEBRIS,COSMOS 1823 DEB,CIS,1987-02-20,PKMTR,,115.79,73.62,1533,1450,,,0,SMALL,7965,1987,20,EG,Y,COSMOS 1823 DEB,1987-020EG,39808
1992-093KX,39845,DEBRIS,SL-16 DEB,CIS,1992-12-25,TTMTR,,102.50,70.98,976,778,,,0,SMALL,7965,1992,93,KX,Y,SL-16 DEB,1992-093KX,39845
1993-016BB,39877,DEBRIS,SL-16 DEB,CIS,1993-03-26,TTMTR,,101.53,70.98,932,731,,,0,SMALL,7965,1993,16,BB,Y,SL-16 DEB,1993-016BB,39877
1993-016CH,39907,DEBRIS,SL-16 DEB,CIS,1993-03-26,TTMTR,,103.76,70.99,1035,838,,,0,SMALL,7965,1993,16,CH,Y,SL-16 DEB,1993-016CH,39907
1993-016CM,39911,DEBRIS,SL-16 DEB,CIS,1993-03-26,TTMTR,,104.93,71.00,1140,843,,,0,SMALL,7965,1993,16,CM,Y,SL-16 DEB,1993-016CM,39911
1994-029AFQ,39917,DEBRIS,PEGASUS DEB,US,1994-05-19,AFWTR,,106.15,82.14,1520,576,,,0,SMALL,7965,1994,29,AFQ,Y,PEGASUS DEB,1994-029AFQ,39917
1981-053NQ,39954,DEBRIS,COSMOS 1275 DEB,CIS,1981-06-04,PKMTR,,101.60,82.90,875,793,,,0,SMALL,7965,1981,53,NQ,Y,COSMOS 1275 DEB,1981-053NQ,39954
2008-011DT,39994,DEBRIS,BREEZE-M DEB,CIS,2008-03-14,TTMTR,,467.54,48.77,26429,724,,,0,SMALL,7965,2008,11,DT,Y,BREEZE-M DEB,2008-011DT,39994
2008-011DU,39995,DEBRIS,BREEZE-M DEB,CIS,2008-03-14,TTMTR,,466.60,49.03,26458,642,,,0,SMALL,7965,2008,11,DU,Y,BREEZE-M DEB,2008-011DU,39995
2011-077L,40187,DEBRIS,CZ-3B DEB,PRC,2011-12-19,XSC,,754.36,26.67,41331,813,,,0,MEDIUM,7965,2011,77,L,Y,CZ-3B DEB,2011-077L,40187
1988-056C,40217,DEBRIS,OKEAN 1 DEB,CIS,1988-07-05,PKMTR,,94.85,82.49,519,504,,,0,SMALL,7965,1988,56,C,Y,OKEAN 1 DEB,1988-056C,40217
1994-029AGJ,40242,DEBRIS,PEGASUS DEB,US,1994-05-19,AFWTR,,102.59,81.88,1190,572,,,0,SMALL,7965,1994,29,AGJ,Y,PEGASUS DEB,1994-029AGJ,40242
2014-066D,40289,DEBRIS,CZ-2C DEB,PRC,2014-10-27,JSC,,99.13,98.63,792,641,,,0,SMALL,7965,2014,66,D,Y,CZ-2C DEB,2014-066D,40289
1995-015AH,40431,DEBRIS,DMSP 5D-2 F13 DEB,US,1995-03-24,AFWTR,,99.46,98.64,799,667,,,0,SMALL,7965,1995,15,AH,Y,DMSP 5D-2 F13 DEB,1995-015AH,40431
1995-015BH,40465,DEBRIS,DMSP 5D-2 F13 DEB,US,1995-03-24,AFWTR,,102.20,98.96,896,829,,,0,SMALL,7965,1995,15,BH,Y,DMSP 5D-2 F13 DEB,1995-015BH,40465
1995-015BR,40473,DEBRIS,DMSP 5D-2 F13 DEB,US,1995-03-24,AFWTR,,103.51,98.82,1023,827,,,0,SMALL,7965,1995,15,BR,Y,DMSP 5D-2 F13 DEB,1995-015BR,40473
1995-015CK,40496,DEBRIS,DMSP 5D-2 F13 DEB,US,1995-03-24,AFWTR,,100.40,98.66,804,751,,,0,SMALL,7965,1995,15,CK,Y,DMSP 5D-2 F13 DEB,1995-015CK,40496
1995-015CM,40498,DEBRIS,DMSP 5D-2 F13 DEB,US,1995-03-24,AFWTR,,101.80,98.89,870,818,,,0,SMALL,7965,1995,15,CM,Y,DMSP 5D-2 F13 DEB,1995-015CM,40498
1995-015DZ,40566,DEBRIS,DMSP 5D-2 F13 DEB,US,1995-03-24,AFWTR,,99.77,98.67,804,691,,,0,SMALL,7965,1995,15,DZ,Y,DMSP 5D-2 F13 DEB,1995-015DZ,40566
2014-088D,40594,DEBRIS,YAOGAN 26 DEB,PRC,2014-12-27,TSC,,93.46,97.34,446,442,,,0,SMALL,7965,2014,88,D,Y,YAOGAN 26 DEB,2014-088D,40594
1966-040BH,40644,DEBRIS,NIMBUS 2 DEB,US,1966-05-15,AFWTR,,107.55,100.34,1151,1076,,,0,SMALL,7965,1966,40,BH,Y,NIMBUS 2 DEB,1966-040BH,40644
1995-015FU,40680,DEBRIS,DMSP 5D-2 F13 DEB,US,1995-03-24,AFWTR,,100.53,98.73,799,769,,,0,SMALL,7965,1995,15,FU,Y,DMSP 5D-2 F13 DEB,1995-015FU,40680
1999-025EWZ,40693,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,106.16,98.91,1269,828,,,0,SMALL,7965,1999,25,EWZ,Y,FENGYUN 1C DEB,1999-025EWZ,40693
1993-036BWG,40803,DEBRIS,COSMOS 2251 DEB,CIS,1993-06-16,PKMTR,,99.53,74.02,762,711,,,0,SMALL,7965,1993,36,BWG,Y,COSMOS 2251 DEB,1993-036BWG,40803
1993-036BWQ,40811,DEBRIS,COSMOS 2251 DEB,CIS,1993-06-16,PKMTR,,97.89,74.03,685,631,,,0,SMALL,7965,1993,36,BWQ,Y,COSMOS 2251 DEB,1993-036BWQ,40811
2012-008X,40857,DEBRIS,CZ-3C DEB,PRC,2012-02-24,XSC,,650.03,19.49,36235,723,,,0,SMALL,7965,2012,8,X,Y,CZ-3C DEB,2012-008X,40857
1982-118H,40915,DEBRIS,DMSP 5D-2 F6 DEB,US,1982-12-21,AFWTR,,99.96,98.48,769,744,,,0,SMALL,7965,1982,118,H,Y,DMSP 5D-2 F6 DEB,1982-118H,40915
2015-051A,40925,PAYLOAD,PUJIANG 1 (PJ-1),PRC,2015-09-25,JSC,,93.74,97.12,466,449,,,0,MEDIUM,7965,2015,51,A,Y,PUJIANG 1 (PJ-1),2015-051A,40925
2015-052B,40931,PAYLOAD,LAPAN A2,INDO,2015-09-28,SRI,,97.51,6.00,649,631,,,0,MEDIUM,7965,2015,52,B,Y,LAPAN A2,2015-052B,40931
2015-058J,40972,PAYLOAD,SNAP-3 EDDIE,US,2015-10-08,AFWTR,,97.36,64.78,776,489,,,0,,7965,2015,58,J,Y,SNAP-3 EDDIE,2015-058J,40972
2015-058K,40973,PAYLOAD,PROPCUBE 3,US,2015-10-08,AFWTR,,97.52,64.78,788,492,,,0,,7965,2015,58,K,Y,PROPCUBE 3,2015-058K,40973
2000-055AM,41078,DEBRIS,NOAA 16 DEB,US,2000-09-21,AFWTR,,106.15,98.92,1266,830,,,0,SMALL,7965,2000,55,AM,Y,NOAA 16 DEB,2000-055AM,41078
2000-055AR,41082,DEBRIS,NOAA 16 DEB,US,2000-09-21,AFWTR,,105.22,98.77,1170,840,,,0,SMALL,7965,2000,55,AR,Y,NOAA 16 DEB,2000-055AR,41082
2000-055AU,41085,DEBRIS,NOAA 16 DEB,US,2000-09-21,AFWTR,,101.61,98.77,851,818,,,0,SMALL,7965,2000,55,AU,Y,NOAA 16 DEB,2000-055AU,41085
2000-055AY,41089,DEBRIS,NOAA 16 DEB,US,2000-09-21,AFWTR,,101.76,98.78,847,837,,,0,SMALL,7965,2000,55,AY,Y,NOAA 16 DEB,2000-055AY,41089
2000-055BN,41131,DEBRIS,NOAA 16 DEB,US,2000-09-21,AFWTR,,102.91,98.82,947,846,,,0,SMALL,7965,2000,55,BN,Y,NOAA 16 DEB,2000-055BN,41131
2015-079B,41175,PAYLOAD,GALILEO 11 (268),ESA,2015-12-17,FRGUI,,844.70,55.12,23229,23215,,,0,LARGE,7965,2015,79,B,Y,GALILEO 11 (268),2015-079B,41175
2015-079C,41176,ROCKET BODY,FREGAT R/B,CIS,2015-12-17,FRGUI,,859.39,55.10,23598,23530,,,0,LARGE,7965,2015,79,C,Y,FREGAT R/B,2015-079C,41176
2000-055DW,41217,DEBRIS,NOAA 16 DEB,US,2000-09-21,AFWTR,,102.40,98.79,907,838,,,0,SMALL,7965,2000,55,DW,Y,NOAA 16 DEB,2000-055DW,41217
2000-055EN,41233,DEBRIS,NOAA 16 DEB,US,2000-09-21,AFWTR,,102.23,98.77,895,833,,,0,SMALL,7965,2000,55,EN,Y,NOAA 16 DEB,2000-055EN,41233
2000-055GQ,41288,DEBRIS,NOAA 16 DEB,US,2000-09-21,AFWTR,,102.25,98.93,893,837,,,0,SMALL,7965,2000,55,GQ,Y,NOAA 16 DEB,2000-055GQ,41288
2000-055HA,41298,DEBRIS,NOAA 16 DEB,US,2000-09-21,AFWTR,,101.93,98.80,893,807,,,0,SMALL,7965,2000,55,HA,Y,NOAA 16 DEB,2000-055HA,41298
2000-055HG,41304,DEBRIS,NOAA 16 DEB,US,2000-09-21,AFWTR,,102.10,99.03,895,822,,,0,SMALL,7965,2000,55,HG,Y,NOAA 16 DEB,2000-055HG,41304
2000-055HJ,41306,DEBRIS,NOAA 16 DEB,US,2000-09-21,AFWTR,,100.38,98.93,831,722,,,0,SMALL,7965,2000,55,HJ,Y,NOAA 16 DEB,2000-055HJ,41306
2016-008B,41331,ROCKET BODY,FREGAT R/B,CIS,2016-02-07,PKMTR,,687.72,65.59,19610,19252,,,0,LARGE,7965,2016,8,B,Y,FREGAT R/B,2016-008B,41331
2016-012D,41340,PAYLOAD,HORYU 4,JPN,2016-02-17,TNSTA,,95.84,31.01,569,550,,,0,MEDIUM,7965,2016,12,D,Y,HORYU 4,2016-012D,41340
2000-055HY,41355,DEBRIS,NOAA 16 DEB,US,2000-09-21,AFWTR,,101.54,98.86,836,827,,,0,SMALL,7965,2000,55,HY,Y,NOAA 16 DEB,2000-055HY,41355
2000-055JB,41358,DEBRIS,NOAA 16 DEB,US,2000-09-21,AFWTR,,101.80,98.73,859,829,,,0,SMALL,7965,2000,55,JB,Y,NOAA 16 DEB,2000-055JB,41358
2000-055JU,41375,DEBRIS,NOAA 16 DEB,US,2000-09-21,AFWTR,,101.28,98.95,836,802,,,0,SMALL,7965,2000,55,JU,Y,NOAA 16 DEB,2000-055JU,41375
2000-055KR,41412,DEBRIS,NOAA 16 DEB,US,2000-09-21,AFWTR,,102.11,98.73,878,840,,,0,SMALL,7965,2000,55,KR,Y,NOAA 16 DEB,2000-055KR,41412
2000-055LA,41421,DEBRIS,NOAA 16 DEB,US,2000-09-21,AFWTR,,101.00,98.93,844,768,,,0,SMALL,7965,2000,55,LA,Y,NOAA 16 DEB,2000-055LA,41421
2000-055LJ,41429,DEBRIS,NOAA 16 DEB,US,2000-09-21,AFWTR,,101.79,98.79,859,828,,,0,SMALL,7965,2000,55,LJ,Y,NOAA 16 DEB,2000-055LJ,41429
2000-055MN,41514,DEBRIS,NOAA 16 DEB,US,2000-09-21,AFWTR,,101.14,98.88,841,784,,,0,SMALL,7965,2000,55,MN,Y,NOAA 16 DEB,2000-055MN,41514
2000-055NL,41536,DEBRIS,NOAA 16 DEB,US,2000-09-21,AFWTR,,101.55,98.78,845,820,,,0,SMALL,7965,2000,55,NL,Y,NOAA 16 DEB,2000-055NL,41536
2016-040W,41619,PAYLOAD,BEESAT 4,GER,2016-06-22,SRI,,94.26,97.24,489,476,,,0,SMALL,7965,2016,40,W,Y,BEESAT 4,2016-040W,41619
2000-055NY,41659,DEBRIS,NOAA 16 DEB,US,2000-09-21,AFWTR,,101.60,98.86,848,821,,,0,SMALL,7965,2000,55,NY,Y,NOAA 16 DEB,2000-055NY,41659
2000-055PL,41706,DEBRIS,NOAA 16 DEB,US,2000-09-21,AFWTR,,102.39,98.79,898,845,,,0,SMALL,7965,2000,55,PL,Y,NOAA 16 DEB,2000-055PL,41706
2016-067F,41853,PAYLOAD,AEROCUBE 8C,US,2016-11-11,AFWTR,,96.15,97.98,582,567,,,0,SMALL,7965,2016,67,F,Y,AEROCUBE 8C,2016-067F,41853
2017-008B,41949,PAYLOAD,INS-1A,IND,2017-02-15,SRI,,94.22,97.28,486,476,,,0,MEDIUM,7965,2017,8,B,Y,INS-1A,2017-008B,41949
2017-008D,41951,PAYLOAD,FLOCK 3P 8,US,2017-02-15,SRI,,94.15,97.29,482,473,,,0,SMALL,7965,2017,8,D,Y,FLOCK 3P 8,2017-008D,41951
2017-008AS,41988,PAYLOAD,FLOCK 3P 34,US,2017-02-15,SRI,,94.11,97.30,479,472,,,0,SMALL,7965,2017,8,AS,Y,FLOCK 3P 34,2017-008AS,41988
2017-008AU,41990,PAYLOAD,FLOCK 3P 33,US,2017-02-15,SRI,,94.20,97.30,484,476,,,0,SMALL,7965,2017,8,AU,Y,FLOCK 3P 33,2017-008AU,41990
1981-053QH,42121,DEBRIS,COSMOS 1275 DEB,CIS,1981-06-04,PKMTR,,102.58,82.93,917,845,,,0,SMALL,7965,1981,53,QH,Y,COSMOS 1275 DEB,1981-053QH,42121
1981-053RY,42160,DEBRIS,COSMOS 1275 DEB,CIS,1981-06-04,PKMTR,,100.93,82.92,805,800,,,0,SMALL,7965,1981,53,RY,Y,COSMOS 1275 DEB,1981-053RY,42160
1981-053SG,42168,DEBRIS,COSMOS 1275 DEB,CIS,1981-06-04,PKMTR,,99.71,82.80,752,738,,,0,SMALL,7965,1981,53,SG,Y,COSMOS 1275 DEB,1981-053SG,42168
1981-053SN,42174,DEBRIS,COSMOS 1275 DEB,CIS,1981-06-04,PKMTR,,100.60,82.78,818,756,,,0,SMALL,7965,1981,53,SN,Y,COSMOS 1275 DEB,1981-053SN,42174
1981-053SS,42178,DEBRIS,COSMOS 1275 DEB,CIS,1981-06-04,PKMTR,,101.72,82.94,848,831,,,0,SMALL,7965,1981,53,SS,Y,COSMOS 1275 DEB,1981-053SS,42178
1981-053SY,42184,DEBRIS,COSMOS 1275 DEB,CIS,1981-06-04,PKMTR,,105.77,83.03,1103,959,,,0,SMALL,7965,1981,53,SY,Y,COSMOS 1275 DEB,1981-053SY,42184
1981-053TA,42186,DEBRIS,COSMOS 1275 DEB,CIS,1981-06-04,PKMTR,,103.04,83.12,940,865,,,0,SMALL,7965,1981,53,TA,Y,COSMOS 1275 DEB,1981-053TA,42186
1981-053TP,42199,DEBRIS,COSMOS 1275 DEB,CIS,1981-06-04,PKMTR,,103.61,82.95,958,901,,,0,SMALL,7965,1981,53,TP,Y,COSMOS 1275 DEB,1981-053TP,42199
1993-016CU,42240,DEBRIS,SL-16 DEB,CIS,1993-03-26,TTMTR,,101.59,70.97,935,733,,,0,SMALL,7965,1993,16,CU,Y,SL-16 DEB,1993-016CU,42240
1993-016CZ,42245,DEBRIS,SL-16 DEB,CIS,1993-03-26,TTMTR,,100.87,70.99,883,717,,,0,SMALL,7965,1993,16,CZ,Y,SL-16 DEB,1993-016CZ,42245
1993-016DC,42248,DEBRIS,SL-16 DEB,CIS,1993-03-26,TTMTR,,100.90,70.97,884,719,,,0,SMALL,7965,1993,16,DC,Y,SL-16 DEB,1993-016DC,42248
1995-015HK,42293,DEBRIS,DMSP 5D-2 F13 DEB,US,1995-03-24,AFWTR,,100.77,98.72,809,781,,,0,SMALL,7965,1995,15,HK,Y,DMSP 5D-2 F13 DEB,1995-015HK,42293
1995-015HM,42295,DEBRIS,DMSP 5D-2 F13 DEB,US,1995-03-24,AFWTR,,101.54,98.86,860,803,,,0,SMALL,7965,1995,15,HM,Y,DMSP 5D-2 F13 DEB,1995-015HM,42295
1995-015JA,42308,DEBRIS,DMSP 5D-2 F13 DEB,US,1995-03-24,AFWTR,,101.70,98.87,863,815,,,0,SMALL,7965,1995,15,JA,Y,DMSP 5D-2 F13 DEB,1995-015JA,42308
2000-055QC,42336,DEBRIS,NOAA 16 DEB,US,2000-09-21,AFWTR,,101.09,98.98,815,805,,,0,SMALL,7965,2000,55,QC,Y,NOAA 16 DEB,2000-055QC,42336
2000-055QE,42338,DEBRIS,NOAA 16 DEB,US,2000-09-21,AFWTR,,100.70,98.74,824,760,,,0,SMALL,7965,2000,55,QE,Y,NOAA 16 DEB,2000-055QE,42338
2000-055RF,42363,DEBRIS,NOAA 16 DEB,US,2000-09-21,AFWTR,,102.93,98.83,955,839,,,0,SMALL,7965,2000,55,RF,Y,NOAA 16 DEB,2000-055RF,42363
2000-055RP,42371,DEBRIS,NOAA 16 DEB,US,2000-09-21,AFWTR,,100.94,99.11,838,768,,,0,SMALL,7965,2000,55,RP,Y,NOAA 16 DEB,2000-055RP,42371
2000-055RW,42378,DEBRIS,NOAA 16 DEB,US,2000-09-21,AFWTR,,101.35,98.82,842,803,,,0,SMALL,7965,2000,55,RW,Y,NOAA 16 DEB,2000-055RW,42378
2000-055SU,42400,DEBRIS,NOAA 16 DEB,US,2000-09-21,AFWTR,,101.96,98.74,869,834,,,0,SMALL,7965,2000,55,SU,Y,NOAA 16 DEB,2000-055SU,42400
2000-055TB,42407,DEBRIS,NOAA 16 DEB,US,2000-09-21,AFWTR,,101.74,98.98,855,827,,,0,SMALL,7965,2000,55,TB,Y,NOAA 16 DEB,2000-055TB,42407
2000-055TM,42417,DEBRIS,NOAA 16 DEB,US,2000-09-21,AFWTR,,101.98,98.81,874,830,,,0,SMALL,7965,2000,55,TM,Y,NOAA 16 DEB,2000-055TM,42417
1984-072S,42456,DEBRIS,METEOR 2-11 DEB,CIS,1984-07-05,PKMTR,,103.77,82.54,964,910,,,0,SMALL,7965,1984,72,S,Y,METEOR 2-11 DEB,1984-072S,42456
1970-025QX,42493,DEBRIS,THORAD AGENA D DEB,US,1970-04-08,AFWTR,,99.24,99.47,740,704,,,0,SMALL,7965,1970,25,QX,Y,THORAD AGENA D DEB,1970-025QX,42493
1970-025RD,42499,DEBRIS,THORAD AGENA D DEB,US,1970-04-08,AFWTR,,104.66,100.13,983,973,,,0,SMALL,7965,1970,25,RD,Y,THORAD AGENA D DEB,1970-025RD,42499
1970-025RY,42518,DEBRIS,THORAD AGENA D DEB,US,1970-04-08,AFWTR,,104.72,100.50,1016,946,,,0,SMALL,7965,1970,25,RY,Y,THORAD AGENA D DEB,1970-025RY,42518
1970-025TB,42545,DEBRIS,THORAD AGENA D DEB,US,1970-04-08,AFWTR,,101.42,99.92,832,820,,,0,SMALL,7965,1970,25,TB,Y,THORAD AGENA D DEB,1970-025TB,42545
1970-025TL,42554,DEBRIS,THORAD AGENA D DEB,US,1970-04-08,AFWTR,,104.59,100.03,1006,944,,,0,SMALL,7965,1970,25,TL,Y,THORAD AGENA D DEB,1970-025TL,42554
1973-086HP,42575,DEBRIS,DELTA 1 DEB,US,1973-11-06,AFWTR,,111.65,103.60,1424,1181,,,0,SMALL,7965,1973,86,HP,Y,DELTA 1 DEB,1973-086HP,42575
1974-089FW,42605,DEBRIS,THORAD DELTA 1 DEB,US,1974-11-15,AFWTR,,117.17,101.46,1653,1454,,,0,SMALL,7965,1974,89,FW,Y,THORAD DELTA 1 DEB,1974-089FW,42605
1974-089GU,42627,DEBRIS,THORAD DELTA 1 DEB,US,1974-11-15,AFWTR,,114.54,101.54,1483,1386,,,0,SMALL,7965,1974,89,GU,Y,THORAD DELTA 1 DEB,1974-089GU,42627
1975-052LQ,42631,DEBRIS,DELTA 1 DEB,US,1975-06-12,AFWTR,,106.21,99.84,1084,1019,,,0,SMALL,7965,1975,52,LQ,Y,DELTA 1 DEB,1975-052LQ,42631
1975-052LU,42635,DEBRIS,DELTA 1 DEB,US,1975-06-12,AFWTR,,106.20,99.84,1083,1017,,,0,SMALL,7965,1975,52,LU,Y,DELTA 1 DEB,1975-052LU,42635
1975-052MC,42643,DEBRIS,DELTA 1 DEB,US,1975-06-12,AFWTR,,111.78,99.65,1536,1081,,,0,SMALL,7965,1975,52,MC,Y,DELTA 1 DEB,1975-052MC,42643
1975-052MK,42650,DEBRIS,DELTA 1 DEB,US,1975-06-12,AFWTR,,107.42,99.67,1286,929,,,0,SMALL,7965,1975,52,MK,Y,DELTA 1 DEB,1975-052MK,42650
1975-052MN,42653,DEBRIS,DELTA 1 DEB,US,1975-06-12,AFWTR,,108.21,99.72,1196,1093,,,0,SMALL,7965,1975,52,MN,Y,DELTA 1 DEB,1975-052MN,42653
2015-069F,42673,DEBRIS,YAOGAN 29 DEB,PRC,2015-11-26,TSC,,96.95,98.00,616,610,,,0,SMALL,7965,2015,69,F,Y,YAOGAN 29 DEB,2015-069F,42673
2016-049D,42679,DEBRIS,GAOFEN 3 DEB,PRC,2016-08-09,TSC,,99.63,98.37,746,735,,,0,SMALL,7965,2016,49,D,Y,GAOFEN 3 DEB,2016-049D,42679
2017-022A,42689,PAYLOAD,USA 276,US,2017-05-01,AFETR,,92.10,50.00,379,376,,,0,,7965,2017,22,A,Y,USA 276,2017-022A,42689
2017-073E,43017,PAYLOAD,AO-91,US,2017-11-18,AFWTR,,97.27,97.69,804,452,,,0,SMALL,7965,2017,73,E,Y,AO-91,2017-073E,43017
2018-003B,43108,PAYLOAD,BEIDOU 3M4,PRC,2018-01-11,XSC,,773.23,55.34,21539,21518,,,0,LARGE,7965,2018,3,B,Y,BEIDOU 3M4,2018-003B,43108
2018-008A,43155,PAYLOAD,XIAOXIANG 2,PRC,2018-01-19,JSC,,95.14,97.37,536,514,,,0,MEDIUM,7965,2018,8,A,Y,XIAOXIANG 2,2018-008A,43155
1999-025EYM,43213,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,101.94,98.83,896,805,,,0,SMALL,7965,1999,25,EYM,Y,FENGYUN 1C DEB,1999-025EYM,43213
1980-073R,43297,DEBRIS,METEOR 2-6 DEB,CIS,1980-09-09,PKMTR,,101.32,81.22,858,784,,,0,SMALL,7965,1980,73,R,Y,METEOR 2-6 DEB,1980-073R,43297
1985-094Y,43314,DEBRIS,COSMOS 1691 DEB,CIS,1985-10-09,PKMTR,,112.74,82.56,1382,1323,,,0,SMALL,7965,1985,94,Y,Y,COSMOS 1691 DEB,1985-094Y,43314
1999-040Q,43367,DEBRIS,IUS DEB,US,1999-07-23,AFETR,,205.21,28.14,9567,726,,,0,SMALL,7965,1999,40,Q,Y,IUS DEB,1999-040Q,43367
2001-056P,43370,DEBRIS,SL-16 DEB,CIS,2001-12-10,TTMTR,,106.16,99.42,1151,947,,,0,SMALL,7965,2001,56,P,Y,SL-16 DEB,2001-056P,43370
2013-065C,43412,DEBRIS,CZ-4C DEB,PRC,2013-11-20,TSC,,109.32,100.49,1296,1094,,,0,SMALL,7965,2013,65,C,Y,CZ-4C DEB,2013-065C,43412
2014-080K,43421,DEBRIS,CZ-4C DEB,PRC,2014-12-10,JSC,,107.14,63.40,1272,916,,,0,SMALL,7965,2014,80,K,Y,CZ-4C DEB,2014-080K,43421
