jurisdiction_of_occurrence,mmwr_year,mmwr_week,week_ending_date,all_cause,natural_cause
Pennsylvania,2018,8,2018-02-24,2799.0,2598.0
Pennsylvania,2018,9,2018-03-03,2785.0,2580.0
Pennsylvania,2018,10,2018-03-10,2686.0,2448.0
Pennsylvania,2018,11,2018-03-17,2752.0,2547.0
Pennsylvania,2018,12,2018-03-24,2759.0,2530.0
Pennsylvania,2018,13,2018-03-31,2649.0,2432.0
Pennsylvania,2018,14,2018-04-07,2668.0,2452.0
Pennsylvania,2018,15,2018-04-14,2683.0,2448.0
Pennsylvania,2018,16,2018-04-21,2718.0,2477.0
Pennsylvania,2018,17,2018-04-28,2684.0,2432.0
Pennsylvania,2018,18,2018-05-05,2569.0,2341.0
Pennsylvania,2018,19,2018-05-12,2402.0,2157.0
Pennsylvania,2018,20,2018-05-19,2390.0,2167.0
Pennsylvania,2018,21,2018-05-26,2487.0,2264.0
Pennsylvania,2018,22,2018-06-02,2391.0,2178.0
Pennsylvania,2018,23,2018-06-09,2497.0,2274.0
Pennsylvania,2018,24,2018-06-16,2482.0,2234.0
Pennsylvania,2018,25,2018-06-23,2446.0,2206.0
Pennsylvania,2018,26,2018-06-30,2448.0,2184.0
Pennsylvania,2018,27,2018-07-07,2416.0,2170.0
Pennsylvania,2018,28,2018-07-14,2388.0,2163.0
Pennsylvania,2018,29,2018-07-21,2359.0,2120.0
Pennsylvania,2018,30,2018-07-28,2399.0,2192.0
Pennsylvania,2018,31,2018-08-04,2369.0,2138.0
Pennsylvania,2018,32,2018-08-11,2383.0,2143.0
Pennsylvania,2018,33,2018-08-18,2350.0,2142.0
Pennsylvania,2018,34,2018-08-25,2419.0,2183.0
Pennsylvania,2018,35,2018-09-01,2416.0,2161.0
Pennsylvania,2018,36,2018-09-08,2375.0,2138.0
Pennsylvania,2018,37,2018-09-15,2389.0,2167.0
Pennsylvania,2018,38,2018-09-22,2492.0,2250.0
Pennsylvania,2018,39,2018-09-29,2408.0,2177.0
Pennsylvania,2018,40,2018-10-06,2666.0,2420.0
Pennsylvania,2018,41,2018-10-13,2480.0,2247.0
Pennsylvania,2018,42,2018-10-20,2571.0,2323.0
Pennsylvania,2018,43,2018-10-27,2689.0,2442.0
Pennsylvania,2018,44,2018-11-03,2596.0,2378.0
Pennsylvania,2018,45,2018-11-10,2567.0,2333.0
Pennsylvania,2018,46,2018-11-17,2543.0,2356.0
Pennsylvania,2018,47,2018-11-24,2581.0,2380.0
Pennsylvania,2018,48,2018-12-01,2680.0,2478.0
Pennsylvania,2018,49,2018-12-08,2698.0,2469.0
Pennsylvania,2018,50,2018-12-15,2793.0,2549.0
Pennsylvania,2018,51,2018-12-22,2682.0,2469.0
Pennsylvania,2018,52,2018-12-29,2560.0,2391.0
Pennsylvania,2019,1,2019-01-05,2720.0,2481.0
Pennsylvania,2019,2,2019-01-12,2726.0,2505.0
Pennsylvania,2019,3,2019-01-19,2802.0,2583.0
Pennsylvania,2019,4,2019-01-26,2911.0,2688.0
Pennsylvania,2019,5,2019-02-02,2803.0,2603.0
Pennsylvania,2019,6,2019-02-09,2808.0,2573.0
Pennsylvania,2019,7,2019-02-16,2760.0,2562.0
Pennsylvania,2019,8,2019-02-23,2801.0,2615.0
Pennsylvania,2019,9,2019-03-02,2678.0,2455.0
Pennsylvania,2019,10,2019-03-09,2803.0,2595.0
Pennsylvania,2019,11,2019-03-16,2804.0,2616.0
Pennsylvania,2019,12,2019-03-23,2701.0,2467.0
Pennsylvania,2019,13,2019-03-30,2713.0,2508.0
Pennsylvania,2019,14,2019-04-06,2623.0,2388.0
Pennsylvania,2019,15,2019-04-13,2700.0,2476.0
Pennsylvania,2019,16,2019-04-20,2644.0,2424.0
Pennsylvania,2019,17,2019-04-27,2443.0,2224.0
Pennsylvania,2019,18,2019-05-04,2474.0,2274.0
Pennsylvania,2019,19,2019-05-11,2488.0,2248.0
Pennsylvania,2019,20,2019-05-18,2609.0,2387.0
Pennsylvania,2019,21,2019-05-25,2487.0,2268.0
Pennsylvania,2019,22,2019-06-01,2453.0,2248.0
Pennsylvania,2019,23,2019-06-08,2480.0,2258.0
Pennsylvania,2019,24,2019-06-15,2462.0,2222.0
Pennsylvania,2019,25,2019-06-22,2424.0,2201.0
Pennsylvania,2019,26,2019-06-29,2441.0,2215.0
Pennsylvania,2019,27,2019-07-06,2463.0,2229.0
Pennsylvania,2019,28,2019-07-13,2375.0,2135.0
Pennsylvania,2019,29,2019-07-20,2426.0,2197.0
Pennsylvania,2019,30,2019-07-27,2469.0,2226.0
Pennsylvania,2019,31,2019-08-03,2378.0,2160.0
Pennsylvania,2019,32,2019-08-10,2468.0,2226.0
Pennsylvania,2019,33,2019-08-17,2432.0,2209.0
Pennsylvania,2019,34,2019-08-24,2393.0,2160.0
Pennsylvania,2019,35,2019-08-31,2369.0,2154.0
Pennsylvania,2019,36,2019-09-07,2398.0,2148.0
Pennsylvania,2019,37,2019-09-14,2416.0,2212.0
Pennsylvania,2019,38,2019-09-21,2453.0,2234.0
Pennsylvania,2019,39,2019-09-28,2479.0,2251.0
Pennsylvania,2019,40,2019-10-05,2422.0,2200.0
Pennsylvania,2019,41,2019-10-12,2480.0,2264.0
Pennsylvania,2019,42,2019-10-19,2663.0,2427.0
Pennsylvania,2019,43,2019-10-26,2581.0,2343.0
Pennsylvania,2019,44,2019-11-02,2600.0,2358.0
Pennsylvania,2019,45,2019-11-09,2628.0,2379.0
Pennsylvania,2019,46,2019-11-16,2727.0,2494.0
Pennsylvania,2019,47,2019-11-23,2606.0,2388.0
Pennsylvania,2019,48,2019-11-30,2666.0,2428.0
Pennsylvania,2019,49,2019-12-07,2722.0,2476.0
Pennsylvania,2019,50,2019-12-14,2782.0,2529.0
Pennsylvania,2019,51,2019-12-21,2794.0,2566.0
Pennsylvania,2019,52,2019-12-28,2769.0,2501.0
Rhode Island,2014,1,2014-01-04,197.0,179.0
Rhode Island,2014,2,2014-01-11,208.0,183.0
Rhode Island,2014,3,2014-01-18,187.0,172.0
Rhode Island,2014,4,2014-01-25,176.0,162.0
Rhode Island,2014,5,2014-02-01,194.0,183.0
Rhode Island,2014,6,2014-02-08,189.0,170.0
Rhode Island,2014,7,2014-02-15,206.0,187.0
Rhode Island,2014,8,2014-02-22,223.0,201.0
Rhode Island,2014,9,2014-03-01,196.0,182.0
Rhode Island,2014,10,2014-03-08,209.0,195.0
Rhode Island,2014,11,2014-03-15,215.0,193.0
Rhode Island,2014,12,2014-03-22,203.0,190.0
Rhode Island,2014,13,2014-03-29,186.0,174.0
Rhode Island,2014,14,2014-04-05,201.0,186.0
Rhode Island,2014,15,2014-04-12,219.0,206.0
Rhode Island,2014,16,2014-04-19,183.0,169.0
Rhode Island,2014,17,2014-04-26,217.0,205.0
Rhode Island,2014,18,2014-05-03,195.0,181.0
Rhode Island,2014,19,2014-05-10,205.0,191.0
Rhode Island,2014,20,2014-05-17,183.0,168.0
Rhode Island,2014,21,2014-05-24,205.0,196.0
Rhode Island,2014,22,2014-05-31,192.0,171.0
Rhode Island,2014,23,2014-06-07,178.0,166.0
Rhode Island,2014,24,2014-06-14,180.0,166.0
Rhode Island,2014,25,2014-06-21,160.0,144.0
Rhode Island,2014,26,2014-06-28,183.0,170.0
Rhode Island,2014,27,2014-07-05,156.0,139.0
Rhode Island,2014,28,2014-07-12,195.0,181.0
Rhode Island,2014,29,2014-07-19,182.0,163.0
Rhode Island,2014,30,2014-07-26,183.0,167.0
Rhode Island,2014,31,2014-08-02,166.0,151.0
Rhode Island,2014,32,2014-08-09,172.0,151.0
Rhode Island,2014,33,2014-08-16,177.0,160.0
Rhode Island,2014,34,2014-08-23,175.0,161.0
Rhode Island,2014,35,2014-08-30,178.0,162.0
Rhode Island,2014,36,2014-09-06,199.0,183.0
Rhode Island,2014,37,2014-09-13,166.0,149.0
Rhode Island,2014,38,2014-09-20,158.0,151.0
Rhode Island,2014,39,2014-09-27,169.0,153.0
Rhode Island,2014,40,2014-10-04,178.0,168.0
Rhode Island,2014,41,2014-10-11,188.0,173.0
Rhode Island,2014,42,2014-10-18,204.0,191.0
Rhode Island,2014,43,2014-10-25,181.0,167.0
Rhode Island,2014,44,2014-11-01,196.0,177.0
Rhode Island,2014,45,2014-11-08,197.0,182.0
Rhode Island,2014,46,2014-11-15,175.0,160.0
Rhode Island,2014,47,2014-11-22,191.0,178.0
Rhode Island,2014,48,2014-11-29,179.0,165.0
Rhode Island,2014,49,2014-12-06,200.0,183.0
Rhode Island,2014,50,2014-12-13,196.0,178.0
Rhode Island,2014,51,2014-12-20,224.0,204.0
Rhode Island,2014,52,2014-12-27,230.0,207.0
Rhode Island,2014,53,2015-01-03,214.0,200.0
Rhode Island,2015,1,2015-01-10,208.0,195.0
Rhode Island,2015,2,2015-01-17,241.0,220.0
Rhode Island,2015,3,2015-01-24,219.0,210.0
Rhode Island,2015,4,2015-01-31,253.0,238.0
Rhode Island,2015,5,2015-02-07,217.0,197.0
Rhode Island,2015,6,2015-02-14,243.0,228.0
Rhode Island,2015,7,2015-02-21,208.0,190.0
Rhode Island,2015,8,2015-02-28,241.0,223.0
Rhode Island,2015,9,2015-03-07,210.0,190.0
Rhode Island,2015,10,2015-03-14,223.0,206.0
Rhode Island,2015,11,2015-03-21,207.0,192.0
Rhode Island,2015,12,2015-03-28,215.0,200.0
Rhode Island,2015,13,2015-04-04,216.0,199.0
Rhode Island,2015,14,2015-04-11,204.0,186.0
Rhode Island,2015,15,2015-04-18,199.0,188.0
Rhode Island,2015,16,2015-04-25,192.0,179.0
Rhode Island,2015,17,2015-05-02,213.0,191.0
Rhode Island,2015,18,2015-05-09,196.0,174.0
Rhode Island,2015,19,2015-05-16,180.0,154.0
Rhode Island,2015,20,2015-05-23,215.0,202.0
Rhode Island,2015,21,2015-05-30,176.0,155.0
Rhode Island,2015,22,2015-06-06,181.0,160.0
Rhode Island,2015,23,2015-06-13,202.0,188.0
Rhode Island,2015,24,2015-06-20,180.0,165.0
Rhode Island,2015,25,2015-06-27,176.0,152.0
Rhode Island,2015,26,2015-07-04,182.0,168.0
Rhode Island,2015,27,2015-07-11,192.0,167.0
Rhode Island,2015,28,2015-07-18,205.0,187.0
Rhode Island,2015,29,2015-07-25,205.0,193.0
Rhode Island,2015,30,2015-08-01,187.0,173.0
Rhode Island,2015,31,2015-08-08,169.0,159.0
Rhode Island,2015,32,2015-08-15,184.0,164.0
Rhode Island,2015,33,2015-08-22,189.0,180.0
Rhode Island,2015,34,2015-08-29,168.0,150.0
Rhode Island,2015,35,2015-09-05,175.0,158.0
Rhode Island,2015,36,2015-09-12,188.0,173.0
Rhode Island,2015,37,2015-09-19,173.0,163.0
Rhode Island,2015,38,2015-09-26,197.0,179.0
Rhode Island,2015,39,2015-10-03,185.0,170.0
Rhode Island,2015,40,2015-10-10,209.0,186.0
Rhode Island,2015,41,2015-10-17,221.0,203.0
Rhode Island,2015,42,2015-10-24,207.0,188.0
Rhode Island,2015,43,2015-10-31,186.0,168.0
Rhode Island,2015,44,2015-11-07,208.0,196.0
Rhode Island,2015,45,2015-11-14,168.0,156.0
Rhode Island,2015,46,2015-11-21,207.0,187.0
Rhode Island,2015,47,2015-11-28,179.0,158.0
Rhode Island,2015,48,2015-12-05,205.0,187.0
Rhode Island,2015,49,2015-12-12,203.0,180.0
Rhode Island,2015,50,2015-12-19,181.0,170.0
Rhode Island,2015,51,2015-12-26,179.0,165.0
Rhode Island,2015,52,2016-01-02,187.0,177.0
Rhode Island,2016,1,2016-01-09,210.0,189.0
Rhode Island,2016,2,2016-01-16,180.0,166.0
Rhode Island,2016,3,2016-01-23,186.0,166.0
Rhode Island,2016,4,2016-01-30,223.0,211.0
Rhode Island,2016,5,2016-02-06,215.0,197.0
Rhode Island,2016,6,2016-02-13,215.0,197.0
Rhode Island,2016,7,2016-02-20,227.0,205.0
Rhode Island,2016,8,2016-02-27,212.0,190.0
Rhode Island,2016,9,2016-03-05,197.0,178.0
Rhode Island,2016,10,2016-03-12,204.0,187.0
Rhode Island,2016,11,2016-03-19,197.0,182.0
Rhode Island,2016,12,2016-03-26,210.0,182.0
Rhode Island,2016,13,2016-04-02,168.0,152.0
Rhode Island,2016,14,2016-04-09,182.0,169.0
Rhode Island,2016,15,2016-04-16,212.0,198.0
Rhode Island,2016,16,2016-04-23,206.0,183.0
Rhode Island,2016,17,2016-04-30,205.0,187.0
Rhode Island,2016,18,2016-05-07,187.0,162.0
Rhode Island,2016,19,2016-05-14,193.0,175.0
Rhode Island,2016,20,2016-05-21,190.0,170.0
Rhode Island,2016,21,2016-05-28,183.0,164.0
Rhode Island,2016,22,2016-06-04,171.0,158.0
Rhode Island,2016,23,2016-06-11,165.0,151.0
Rhode Island,2016,24,2016-06-18,170.0,152.0
Rhode Island,2016,25,2016-06-25,184.0,161.0
Rhode Island,2016,26,2016-07-02,158.0,145.0
Rhode Island,2016,27,2016-07-09,172.0,155.0
Rhode Island,2016,28,2016-07-16,169.0,152.0
Rhode Island,2016,29,2016-07-23,172.0,159.0
Rhode Island,2016,30,2016-07-30,185.0,162.0
Rhode Island,2016,31,2016-08-06,187.0,174.0
Rhode Island,2016,32,2016-08-13,190.0,177.0
Rhode Island,2016,33,2016-08-20,172.0,156.0
Rhode Island,2016,34,2016-08-27,175.0,156.0
Rhode Island,2016,35,2016-09-03,190.0,169.0
Rhode Island,2016,36,2016-09-10,178.0,161.0
Rhode Island,2016,37,2016-09-17,162.0,143.0
Rhode Island,2016,38,2016-09-24,186.0,170.0
Rhode Island,2016,39,2016-10-01,200.0,181.0
Rhode Island,2016,40,2016-10-08,214.0,198.0
Rhode Island,2016,41,2016-10-15,194.0,173.0
Rhode Island,2016,42,2016-10-22,178.0,163.0
Rhode Island,2016,43,2016-10-29,190.0,178.0
Rhode Island,2016,44,2016-11-05,168.0,151.0
Rhode Island,2016,45,2016-11-12,199.0,171.0
Rhode Island,2016,46,2016-11-19,205.0,189.0
Rhode Island,2016,47,2016-11-26,182.0,166.0
Rhode Island,2016,48,2016-12-03,200.0,179.0
Rhode Island,2016,49,2016-12-10,204.0,189.0
Rhode Island,2016,50,2016-12-17,202.0,181.0
Rhode Island,2016,51,2016-12-24,234.0,210.0
Rhode Island,2016,52,2016-12-31,205.0,195.0
Rhode Island,2017,1,2017-01-07,227.0,210.0
Rhode Island,2017,2,2017-01-14,209.0,187.0
Rhode Island,2017,3,2017-01-21,183.0,170.0
Rhode Island,2017,4,2017-01-28,226.0,217.0
Rhode Island,2017,5,2017-02-04,216.0,199.0
Rhode Island,2017,6,2017-02-11,257.0,237.0
Rhode Island,2017,7,2017-02-18,248.0,231.0
Rhode Island,2017,8,2017-02-25,209.0,189.0
Rhode Island,2017,9,2017-03-04,236.0,203.0
Rhode Island,2017,10,2017-03-11,203.0,182.0
Rhode Island,2017,11,2017-03-18,201.0,181.0
Rhode Island,2017,12,2017-03-25,222.0,205.0
Rhode Island,2017,13,2017-04-01,213.0,188.0
Rhode Island,2017,14,2017-04-08,202.0,185.0
Rhode Island,2017,15,2017-04-15,193.0,173.0
Rhode Island,2017,16,2017-04-22,211.0,197.0
Rhode Island,2017,17,2017-04-29,212.0,194.0
Rhode Island,2017,18,2017-05-06,228.0,213.0
Rhode Island,2017,19,2017-05-13,198.0,183.0
Rhode Island,2017,20,2017-05-20,196.0,181.0
Rhode Island,2017,21,2017-05-27,191.0,175.0
Rhode Island,2017,22,2017-06-03,141.0,130.0
Rhode Island,2017,23,2017-06-10,197.0,181.0
Rhode Island,2017,24,2017-06-17,200.0,181.0
Rhode Island,2017,25,2017-06-24,199.0,178.0
Rhode Island,2017,26,2017-07-01,192.0,179.0
Rhode Island,2017,27,2017-07-08,163.0,147.0
Rhode Island,2017,28,2017-07-15,182.0,162.0
Rhode Island,2017,29,2017-07-22,200.0,180.0
Rhode Island,2017,30,2017-07-29,170.0,157.0
Rhode Island,2017,31,2017-08-05,187.0,162.0
Rhode Island,2017,32,2017-08-12,150.0,130.0
Rhode Island,2017,33,2017-08-19,170.0,153.0
Rhode Island,2017,34,2017-08-26,191.0,168.0
Rhode Island,2017,35,2017-09-02,197.0,179.0
Rhode Island,2017,36,2017-09-09,206.0,194.0
Rhode Island,2017,37,2017-09-16,171.0,153.0
Rhode Island,2017,38,2017-09-23,203.0,185.0
Rhode Island,2017,39,2017-09-30,180.0,163.0
Rhode Island,2017,40,2017-10-07,182.0,157.0
Rhode Island,2017,41,2017-10-14,177.0,159.0
Rhode Island,2017,42,2017-10-21,210.0,189.0
Rhode Island,2017,43,2017-10-28,183.0,158.0
Rhode Island,2017,44,2017-11-04,176.0,161.0
Rhode Island,2017,45,2017-11-11,190.0,174.0
Rhode Island,2017,46,2017-11-18,210.0,187.0
Rhode Island,2017,47,2017-11-25,200.0,182.0
Rhode Island,2017,48,2017-12-02,206.0,186.0
Rhode Island,2017,49,2017-12-09,224.0,201.0
Rhode Island,2017,50,2017-12-16,213.0,196.0
Rhode Island,2017,51,2017-12-23,218.0,203.0
Rhode Island,2017,52,2017-12-30,227.0,203.0
Rhode Island,2018,1,2018-01-06,247.0,222.0
Rhode Island,2018,2,2018-01-13,243.0,220.0
Rhode Island,2018,3,2018-01-20,210.0,197.0
Rhode Island,2018,4,2018-01-27,222.0,203.0
Rhode Island,2018,5,2018-02-03,210.0,197.0
Rhode Island,2018,6,2018-02-10,219.0,206.0
Rhode Island,2018,7,2018-02-17,217.0,195.0
Rhode Island,2018,8,2018-02-24,183.0,172.0
Rhode Island,2018,9,2018-03-03,197.0,180.0
Rhode Island,2018,10,2018-03-10,215.0,193.0
Rhode Island,2018,11,2018-03-17,181.0,166.0
Rhode Island,2018,12,2018-03-24,194.0,174.0
Rhode Island,2018,13,2018-03-31,180.0,171.0
Rhode Island,2018,14,2018-04-07,229.0,209.0
Rhode Island,2018,15,2018-04-14,188.0,172.0
Rhode Island,2018,16,2018-04-21,211.0,190.0
Rhode Island,2018,17,2018-04-28,225.0,209.0
Rhode Island,2018,18,2018-05-05,228.0,210.0
Rhode Island,2018,19,2018-05-12,183.0,168.0
Rhode Island,2018,20,2018-05-19,209.0,184.0
Rhode Island,2018,21,2018-05-26,193.0,172.0
Rhode Island,2018,22,2018-06-02,194.0,172.0
Rhode Island,2018,23,2018-06-09,198.0,172.0
Rhode Island,2018,24,2018-06-16,181.0,159.0
Rhode Island,2018,25,2018-06-23,177.0,156.0
Rhode Island,2018,26,2018-06-30,197.0,181.0
Rhode Island,2018,27,2018-07-07,201.0,183.0
Rhode Island,2018,28,2018-07-14,187.0,167.0
Rhode Island,2018,29,2018-07-21,190.0,169.0
Rhode Island,2018,30,2018-07-28,179.0,170.0
Rhode Island,2018,31,2018-08-04,159.0,145.0
Rhode Island,2018,32,2018-08-11,182.0,170.0
Rhode Island,2018,33,2018-08-18,198.0,178.0
Rhode Island,2018,34,2018-08-25,197.0,179.0
Rhode Island,2018,35,2018-09-01,180.0,163.0
Rhode Island,2018,36,2018-09-08,205.0,183.0
Rhode Island,2018,37,2018-09-15,191.0,168.0
Rhode Island,2018,38,2018-09-22,192.0,176.0
Rhode Island,2018,39,2018-09-29,198.0,184.0
Rhode Island,2018,40,2018-10-06,193.0,176.0
Rhode Island,2018,41,2018-10-13,189.0,175.0
Rhode Island,2018,42,2018-10-20,205.0,180.0
Rhode Island,2018,43,2018-10-27,200.0,182.0
Rhode Island,2018,44,2018-11-03,222.0,202.0
Rhode Island,2018,45,2018-11-10,188.0,172.0
Rhode Island,2018,46,2018-11-17,216.0,192.0
Rhode Island,2018,47,2018-11-24,184.0,166.0
Rhode Island,2018,48,2018-12-01,189.0,173.0
Rhode Island,2018,49,2018-12-08,223.0,199.0
Rhode Island,2018,50,2018-12-15,211.0,190.0
Rhode Island,2018,51,2018-12-22,213.0,193.0
Rhode Island,2018,52,2018-12-29,204.0,187.0
Rhode Island,2019,1,2019-01-05,203.0,181.0
Rhode Island,2019,2,2019-01-12,226.0,212.0
Rhode Island,2019,3,2019-01-19,240.0,217.0
Rhode Island,2019,4,2019-01-26,219.0,204.0
Rhode Island,2019,5,2019-02-02,228.0,209.0
Rhode Island,2019,6,2019-02-09,229.0,210.0
Rhode Island,2019,7,2019-02-16,206.0,193.0
Rhode Island,2019,8,2019-02-23,210.0,194.0
Rhode Island,2019,9,2019-03-02,202.0,181.0
Rhode Island,2019,10,2019-03-09,238.0,216.0
Rhode Island,2019,11,2019-03-16,225.0,208.0
Rhode Island,2019,12,2019-03-23,208.0,188.0
Rhode Island,2019,13,2019-03-30,193.0,179.0
Rhode Island,2019,14,2019-04-06,220.0,201.0
Rhode Island,2019,15,2019-04-13,203.0,188.0
Rhode Island,2019,16,2019-04-20,200.0,186.0
Rhode Island,2019,17,2019-04-27,167.0,151.0
Rhode Island,2019,18,2019-05-04,213.0,191.0
Rhode Island,2019,19,2019-05-11,197.0,171.0
Rhode Island,2019,20,2019-05-18,220.0,207.0
Rhode Island,2019,21,2019-05-25,190.0,170.0
Rhode Island,2019,22,2019-06-01,163.0,144.0
Rhode Island,2019,23,2019-06-08,200.0,183.0
Rhode Island,2019,24,2019-06-15,175.0,158.0
Rhode Island,2019,25,2019-06-22,207.0,186.0
Rhode Island,2019,26,2019-06-29,191.0,174.0
Rhode Island,2019,27,2019-07-06,204.0,181.0
Rhode Island,2019,28,2019-07-13,182.0,165.0
Rhode Island,2019,29,2019-07-20,196.0,182.0
Rhode Island,2019,30,2019-07-27,187.0,166.0
Rhode Island,2019,31,2019-08-03,180.0,165.0
Rhode Island,2019,32,2019-08-10,199.0,185.0
Rhode Island,2019,33,2019-08-17,185.0,164.0
Rhode Island,2019,34,2019-08-24,196.0,176.0
Rhode Island,2019,35,2019-08-31,203.0,185.0
Rhode Island,2019,36,2019-09-07,180.0,159.0
Rhode Island,2019,37,2019-09-14,205.0,190.0
Rhode Island,2019,38,2019-09-21,192.0,180.0
Rhode Island,2019,39,2019-09-28,209.0,194.0
Rhode Island,2019,40,2019-10-05,203.0,186.0
Rhode Island,2019,41,2019-10-12,200.0,190.0
Rhode Island,2019,42,2019-10-19,203.0,176.0
Rhode Island,2019,43,2019-10-26,188.0,168.0
Rhode Island,2019,44,2019-11-02,190.0,172.0
Rhode Island,2019,45,2019-11-09,190.0,170.0
Rhode Island,2019,46,2019-11-16,192.0,175.0
Rhode Island,2019,47,2019-11-23,233.0,215.0
Rhode Island,2019,48,2019-11-30,211.0,193.0
Rhode Island,2019,49,2019-12-07,220.0,201.0
Rhode Island,2019,50,2019-12-14,191.0,174.0
Rhode Island,2019,51,2019-12-21,219.0,197.0
Rhode Island,2019,52,2019-12-28,221.0,205.0
South Carolina,2014,1,2014-01-04,947.0,882.0
South Carolina,2014,2,2014-01-11,920.0,860.0
South Carolina,2014,3,2014-01-18,949.0,880.0
South Carolina,2014,4,2014-01-25,934.0,862.0
South Carolina,2014,5,2014-02-01,881.0,822.0
South Carolina,2014,6,2014-02-08,878.0,814.0
South Carolina,2014,7,2014-02-15,939.0,870.0
South Carolina,2014,8,2014-02-22,872.0,806.0
South Carolina,2014,9,2014-03-01,871.0,814.0
South Carolina,2014,10,2014-03-08,872.0,797.0
South Carolina,2014,11,2014-03-15,867.0,802.0
South Carolina,2014,12,2014-03-22,833.0,775.0
South Carolina,2014,13,2014-03-29,865.0,812.0
South Carolina,2014,14,2014-04-05,869.0,802.0
South Carolina,2014,15,2014-04-12,852.0,790.0
South Carolina,2014,16,2014-04-19,861.0,800.0
South Carolina,2014,17,2014-04-26,835.0,768.0
South Carolina,2014,18,2014-05-03,830.0,774.0
South Carolina,2014,19,2014-05-10,833.0,770.0
South Carolina,2014,20,2014-05-17,835.0,766.0
South Carolina,2014,21,2014-05-24,809.0,735.0
South Carolina,2014,22,2014-05-31,840.0,770.0
South Carolina,2014,23,2014-06-07,750.0,674.0
South Carolina,2014,24,2014-06-14,810.0,736.0
South Carolina,2014,25,2014-06-21,825.0,746.0
South Carolina,2014,26,2014-06-28,859.0,793.0
South Carolina,2014,27,2014-07-05,766.0,700.0
South Carolina,2014,28,2014-07-12,782.0,717.0
South Carolina,2014,29,2014-07-19,815.0,747.0
South Carolina,2014,30,2014-07-26,792.0,729.0
South Carolina,2014,31,2014-08-02,838.0,771.0
South Carolina,2014,32,2014-08-09,807.0,743.0
South Carolina,2014,33,2014-08-16,767.0,716.0
South Carolina,2014,34,2014-08-23,833.0,755.0
South Carolina,2014,35,2014-08-30,840.0,763.0
South Carolina,2014,36,2014-09-06,803.0,715.0
South Carolina,2014,37,2014-09-13,783.0,711.0
South Carolina,2014,38,2014-09-20,755.0,689.0
South Carolina,2014,39,2014-09-27,829.0,743.0
South Carolina,2014,40,2014-10-04,814.0,741.0
South Carolina,2014,41,2014-10-11,856.0,773.0
South Carolina,2014,42,2014-10-18,808.0,740.0
South Carolina,2014,43,2014-10-25,895.0,834.0
South Carolina,2014,44,2014-11-01,845.0,764.0
South Carolina,2014,45,2014-11-08,949.0,855.0
South Carolina,2014,46,2014-11-15,858.0,794.0
South Carolina,2014,47,2014-11-22,828.0,766.0
South Carolina,2014,48,2014-11-29,910.0,817.0
South Carolina,2014,49,2014-12-06,896.0,829.0
South Carolina,2014,50,2014-12-13,889.0,816.0
South Carolina,2014,51,2014-12-20,956.0,888.0
South Carolina,2014,52,2014-12-27,969.0,893.0
South Carolina,2014,53,2015-01-03,1022.0,946.0
South Carolina,2015,1,2015-01-10,1064.0,993.0
South Carolina,2015,2,2015-01-17,1051.0,984.0
South Carolina,2015,3,2015-01-24,982.0,906.0
South Carolina,2015,4,2015-01-31,924.0,850.0
South Carolina,2015,5,2015-02-07,948.0,864.0
South Carolina,2015,6,2015-02-14,963.0,887.0
South Carolina,2015,7,2015-02-21,987.0,911.0
South Carolina,2015,8,2015-02-28,1047.0,982.0
South Carolina,2015,9,2015-03-07,1023.0,940.0
South Carolina,2015,10,2015-03-14,967.0,890.0
South Carolina,2015,11,2015-03-21,951.0,854.0
South Carolina,2015,12,2015-03-28,862.0,794.0
South Carolina,2015,13,2015-04-04,937.0,853.0
South Carolina,2015,14,2015-04-11,881.0,803.0
South Carolina,2015,15,2015-04-18,828.0,771.0
South Carolina,2015,16,2015-04-25,847.0,789.0
South Carolina,2015,17,2015-05-02,855.0,792.0
South Carolina,2015,18,2015-05-09,901.0,833.0
South Carolina,2015,19,2015-05-16,849.0,775.0
South Carolina,2015,20,2015-05-23,866.0,785.0
South Carolina,2015,21,2015-05-30,816.0,745.0
South Carolina,2015,22,2015-06-06,795.0,727.0
South Carolina,2015,23,2015-06-13,801.0,732.0
South Carolina,2015,24,2015-06-20,862.0,766.0
South Carolina,2015,25,2015-06-27,882.0,800.0
South Carolina,2015,26,2015-07-04,838.0,763.0
South Carolina,2015,27,2015-07-11,856.0,767.0
South Carolina,2015,28,2015-07-18,824.0,735.0
South Carolina,2015,29,2015-07-25,761.0,677.0
South Carolina,2015,30,2015-08-01,823.0,750.0
South Carolina,2015,31,2015-08-08,820.0,728.0
South Carolina,2015,32,2015-08-15,856.0,782.0
South Carolina,2015,33,2015-08-22,823.0,741.0
South Carolina,2015,34,2015-08-29,846.0,766.0
South Carolina,2015,35,2015-09-05,812.0,736.0
South Carolina,2015,36,2015-09-12,790.0,723.0
South Carolina,2015,37,2015-09-19,840.0,771.0
South Carolina,2015,38,2015-09-26,806.0,733.0
South Carolina,2015,39,2015-10-03,857.0,791.0
South Carolina,2015,40,2015-10-10,871.0,771.0
South Carolina,2015,41,2015-10-17,913.0,825.0
South Carolina,2015,42,2015-10-24,896.0,815.0
South Carolina,2015,43,2015-10-31,888.0,802.0
South Carolina,2015,44,2015-11-07,888.0,804.0
South Carolina,2015,45,2015-11-14,839.0,768.0
South Carolina,2015,46,2015-11-21,926.0,839.0
