category,version_season,challenge_id,challenge_type,outcome_type,tribe,castaway_id,castaway,n_entities,n_winners,n_in_team,won
Individual,US31,11.0,Immunity,Individual,Orkun,US0015,Kelly,13,1,13,0.0
Individual,US31,11.0,Immunity,Individual,Orkun,US0021,Kimmi,13,1,13,0.0
Individual,US31,11.0,Immunity,Individual,Orkun,US0105,Andrew,13,1,13,0.0
Individual,US31,11.0,Immunity,Individual,Orkun,US0280,Stephen,13,1,13,0.0
Individual,US31,11.0,Immunity,Individual,Orkun,US0383,Abi-Maria,13,1,13,0.0
Individual,US31,11.0,Immunity,Individual,Orkun,US0406,Ciera,13,1,13,0.0
Individual,US31,11.0,Immunity,Individual,Orkun,US0419,Tasha,13,1,13,0.0
Individual,US31,11.0,Immunity,Individual,Orkun,US0421,Spencer,13,1,13,0.0
Individual,US31,11.0,Immunity,Individual,Orkun,US0422,Kass,13,1,13,0.0
Individual,US31,11.0,Immunity,Individual,Orkun,US0429,Kelley,13,1,13,0.0
Individual,US31,11.0,Immunity,Individual,Orkun,US0433,Jeremy,13,1,13,0.0
Individual,US31,11.0,Immunity,Individual,Orkun,US0439,Keith,13,1,13,0.0
Individual,US31,11.0,Immunity,Individual,Orkun,US0451,Joe,13,1,13,1.0
Individual,US31,13.0,Immunity,Individual,Orkun,US0015,Kelly,12,1,12,0.0
Individual,US31,13.0,Immunity,Individual,Orkun,US0021,Kimmi,12,1,12,0.0
Individual,US31,13.0,Immunity,Individual,Orkun,US0105,Andrew,12,1,12,0.0
Individual,US31,13.0,Immunity,Individual,Orkun,US0280,Stephen,12,1,12,0.0
Individual,US31,13.0,Immunity,Individual,Orkun,US0383,Abi-Maria,12,1,12,0.0
Individual,US31,13.0,Immunity,Individual,Orkun,US0406,Ciera,12,1,12,0.0
Individual,US31,13.0,Immunity,Individual,Orkun,US0419,Tasha,12,1,12,0.0
Individual,US31,13.0,Immunity,Individual,Orkun,US0421,Spencer,12,1,12,0.0
Individual,US31,13.0,Immunity,Individual,Orkun,US0429,Kelley,12,1,12,0.0
Individual,US31,13.0,Immunity,Individual,Orkun,US0433,Jeremy,12,1,12,0.0
Individual,US31,13.0,Immunity,Individual,Orkun,US0439,Keith,12,1,12,0.0
Individual,US31,13.0,Immunity,Individual,Orkun,US0451,Joe,12,1,12,1.0
Individual,US31,15.0,Immunity,Individual,Orkun,US0015,Kelly,11,1,11,0.0
Individual,US31,15.0,Immunity,Individual,Orkun,US0021,Kimmi,11,1,11,0.0
Individual,US31,15.0,Immunity,Individual,Orkun,US0280,Stephen,11,1,11,0.0
Individual,US31,15.0,Immunity,Individual,Orkun,US0383,Abi-Maria,11,1,11,0.0
Individual,US31,15.0,Immunity,Individual,Orkun,US0406,Ciera,11,1,11,0.0
Individual,US31,15.0,Immunity,Individual,Orkun,US0419,Tasha,11,1,11,0.0
Individual,US31,15.0,Immunity,Individual,Orkun,US0421,Spencer,11,1,11,0.0
Individual,US31,15.0,Immunity,Individual,Orkun,US0429,Kelley,11,1,11,0.0
Individual,US31,15.0,Immunity,Individual,Orkun,US0433,Jeremy,11,1,11,0.0
Individual,US31,15.0,Immunity,Individual,Orkun,US0439,Keith,11,1,11,0.0
Individual,US31,15.0,Immunity,Individual,Orkun,US0451,Joe,11,1,11,1.0
Individual,US31,17.0,Immunity,Individual,Orkun,US0021,Kimmi,2,1,10,0.0
Individual,US31,17.0,Immunity,Individual,Orkun,US0280,Stephen,2,1,10,0.0
Individual,US31,17.0,Immunity,Individual,Orkun,US0383,Abi-Maria,2,1,10,0.0
Individual,US31,17.0,Immunity,Individual,Orkun,US0406,Ciera,2,1,10,0.0
Individual,US31,17.0,Immunity,Individual,Orkun,US0419,Tasha,2,1,10,0.0
Individual,US31,17.0,Immunity,Individual,Orkun,US0421,Spencer,2,1,10,0.0
Individual,US31,17.0,Immunity,Individual,Orkun,US0429,Kelley,2,1,10,0.0
Individual,US31,17.0,Immunity,Individual,Orkun,US0433,Jeremy,2,1,10,0.0
Individual,US31,17.0,Immunity,Individual,Orkun,US0439,Keith,2,1,10,0.0
Individual,US31,17.0,Immunity,Individual,Orkun,US0451,Joe,2,1,10,1.0
Individual,US31,18.0,Reward,Individual,Orkun,US0021,Kimmi,9,1,9,0.0
Individual,US31,18.0,Reward,Individual,Orkun,US0280,Stephen,9,1,9,1.0
Individual,US31,18.0,Reward,Individual,Orkun,US0383,Abi-Maria,9,1,9,0.0
Individual,US31,18.0,Reward,Individual,Orkun,US0419,Tasha,9,1,9,0.0
Individual,US31,18.0,Reward,Individual,Orkun,US0421,Spencer,9,1,9,0.0
Individual,US31,18.0,Reward,Individual,Orkun,US0429,Kelley,9,1,9,0.0
Individual,US31,18.0,Reward,Individual,Orkun,US0433,Jeremy,9,1,9,0.0
Individual,US31,18.0,Reward,Individual,Orkun,US0439,Keith,9,1,9,0.0
Individual,US31,18.0,Reward,Individual,Orkun,US0451,Joe,9,1,9,0.0
Individual,US31,19.0,Immunity,Individual,Orkun,US0021,Kimmi,9,1,9,0.0
Individual,US31,19.0,Immunity,Individual,Orkun,US0280,Stephen,9,1,9,0.0
Individual,US31,19.0,Immunity,Individual,Orkun,US0383,Abi-Maria,9,1,9,0.0
Individual,US31,19.0,Immunity,Individual,Orkun,US0419,Tasha,9,1,9,0.0
Individual,US31,19.0,Immunity,Individual,Orkun,US0421,Spencer,9,1,9,1.0
Individual,US31,19.0,Immunity,Individual,Orkun,US0429,Kelley,9,1,9,0.0
Individual,US31,19.0,Immunity,Individual,Orkun,US0433,Jeremy,9,1,9,0.0
Individual,US31,19.0,Immunity,Individual,Orkun,US0439,Keith,9,1,9,0.0
Individual,US31,19.0,Immunity,Individual,Orkun,US0451,Joe,9,1,9,0.0
Individual,US31,20.0,Reward,Individual,Orkun,US0021,Kimmi,8,1,8,0.0
Individual,US31,20.0,Reward,Individual,Orkun,US0383,Abi-Maria,8,1,8,0.0
Individual,US31,20.0,Reward,Individual,Orkun,US0419,Tasha,8,1,8,0.0
Individual,US31,20.0,Reward,Individual,Orkun,US0421,Spencer,8,1,8,0.0
Individual,US31,20.0,Reward,Individual,Orkun,US0429,Kelley,8,1,8,1.0
Individual,US31,20.0,Reward,Individual,Orkun,US0433,Jeremy,8,1,8,0.0
Individual,US31,20.0,Reward,Individual,Orkun,US0439,Keith,8,1,8,0.0
Individual,US31,20.0,Reward,Individual,Orkun,US0451,Joe,8,1,8,0.0
Individual,US31,21.0,Immunity,Individual,Orkun,US0021,Kimmi,8,2,8,0.0
Individual,US31,21.0,Immunity,Individual,Orkun,US0383,Abi-Maria,8,2,8,0.0
Individual,US31,21.0,Immunity,Individual,Orkun,US0419,Tasha,8,2,8,0.0
Individual,US31,21.0,Immunity,Individual,Orkun,US0421,Spencer,8,2,8,0.0
Individual,US31,21.0,Immunity,Individual,Orkun,US0429,Kelley,8,2,8,1.0
Individual,US31,21.0,Immunity,Individual,Orkun,US0433,Jeremy,8,2,8,0.0
Individual,US31,21.0,Immunity,Individual,Orkun,US0439,Keith,8,2,8,1.0
Individual,US31,21.0,Immunity,Individual,Orkun,US0451,Joe,8,2,8,0.0
Individual,US31,22.0,Reward,Individual,Orkun,US0021,Kimmi,7,1,7,0.0
Individual,US31,22.0,Reward,Individual,Orkun,US0383,Abi-Maria,7,1,7,0.0
Individual,US31,22.0,Reward,Individual,Orkun,US0419,Tasha,7,1,7,0.0
Individual,US31,22.0,Reward,Individual,Orkun,US0421,Spencer,7,1,7,0.0
Individual,US31,22.0,Reward,Individual,Orkun,US0429,Kelley,7,1,7,0.0
Individual,US31,22.0,Reward,Individual,Orkun,US0433,Jeremy,7,1,7,0.0
Individual,US31,22.0,Reward,Individual,Orkun,US0439,Keith,7,1,7,1.0
Individual,US31,23.0,Immunity,Individual,Orkun,US0021,Kimmi,7,1,7,0.0
Individual,US31,23.0,Immunity,Individual,Orkun,US0383,Abi-Maria,7,1,7,0.0
Individual,US31,23.0,Immunity,Individual,Orkun,US0419,Tasha,7,1,7,0.0
Individual,US31,23.0,Immunity,Individual,Orkun,US0421,Spencer,7,1,7,1.0
Individual,US31,23.0,Immunity,Individual,Orkun,US0429,Kelley,7,1,7,0.0
Individual,US31,23.0,Immunity,Individual,Orkun,US0433,Jeremy,7,1,7,0.0
Individual,US31,23.0,Immunity,Individual,Orkun,US0439,Keith,7,1,7,0.0
Individual,US31,24.0,Immunity,Individual,Orkun,US0021,Kimmi,6,1,6,0.0
Individual,US31,24.0,Immunity,Individual,Orkun,US0419,Tasha,6,1,6,0.0
Individual,US31,24.0,Immunity,Individual,Orkun,US0421,Spencer,6,1,6,1.0
Individual,US31,24.0,Immunity,Individual,Orkun,US0429,Kelley,6,1,6,0.0
Individual,US31,24.0,Immunity,Individual,Orkun,US0433,Jeremy,6,1,6,0.0
Individual,US31,24.0,Immunity,Individual,Orkun,US0439,Keith,6,1,6,0.0
Individual,US31,25.0,Immunity,Individual,Orkun,US0419,Tasha,5,1,5,0.0
Individual,US31,25.0,Immunity,Individual,Orkun,US0421,Spencer,5,1,5,0.0
Individual,US31,25.0,Immunity,Individual,Orkun,US0429,Kelley,5,1,5,1.0
Individual,US31,25.0,Immunity,Individual,Orkun,US0433,Jeremy,5,1,5,0.0
Individual,US31,25.0,Immunity,Individual,Orkun,US0439,Keith,5,1,5,0.0
Individual,US31,26.0,Immunity,Individual,Orkun,US0419,Tasha,4,1,4,0.0
Individual,US31,26.0,Immunity,Individual,Orkun,US0421,Spencer,4,1,4,0.0
Individual,US31,26.0,Immunity,Individual,Orkun,US0429,Kelley,4,1,4,0.0
Individual,US31,26.0,Immunity,Individual,Orkun,US0433,Jeremy,4,1,4,1.0
Individual,US32,9.0,Immunity,Individual,Dara,US0468,Neal,11,1,11,0.0
Individual,US32,9.0,Immunity,Individual,Dara,US0469,Nick,11,1,11,1.0
Individual,US32,9.0,Immunity,Individual,Dara,US0470,Debbie,11,1,11,0.0
Individual,US32,9.0,Immunity,Individual,Dara,US0471,Scot,11,1,11,0.0
Individual,US32,9.0,Immunity,Individual,Dara,US0472,Julia,11,1,11,0.0
Individual,US32,9.0,Immunity,Individual,Dara,US0473,Jason,11,1,11,0.0
Individual,US32,9.0,Immunity,Individual,Dara,US0474,Joe,11,1,11,0.0
Individual,US32,9.0,Immunity,Individual,Dara,US0475,Cydney,11,1,11,0.0
Individual,US32,9.0,Immunity,Individual,Dara,US0476,Tai,11,1,11,0.0
Individual,US32,9.0,Immunity,Individual,Dara,US0477,Aubry,11,1,11,0.0
Individual,US32,9.0,Immunity,Individual,Dara,US0478,Michele,11,1,11,0.0
Individual,US32,11.0,Immunity,Individual,Dara,US0469,Nick,10,1,10,0.0
Individual,US32,11.0,Immunity,Individual,Dara,US0470,Debbie,10,1,10,0.0
Individual,US32,11.0,Immunity,Individual,Dara,US0471,Scot,10,1,10,0.0
Individual,US32,11.0,Immunity,Individual,Dara,US0472,Julia,10,1,10,0.0
Individual,US32,11.0,Immunity,Individual,Dara,US0473,Jason,10,1,10,0.0
Individual,US32,11.0,Immunity,Individual,Dara,US0474,Joe,10,1,10,0.0
Individual,US32,11.0,Immunity,Individual,Dara,US0475,Cydney,10,1,10,0.0
Individual,US32,11.0,Immunity,Individual,Dara,US0476,Tai,10,1,10,1.0
Individual,US32,11.0,Immunity,Individual,Dara,US0477,Aubry,10,1,10,0.0
Individual,US32,11.0,Immunity,Individual,Dara,US0478,Michele,10,1,10,0.0
Individual,US32,13.0,Immunity,Individual,Dara,US0470,Debbie,9,1,9,0.0
Individual,US32,13.0,Immunity,Individual,Dara,US0471,Scot,9,1,9,0.0
Individual,US32,13.0,Immunity,Individual,Dara,US0472,Julia,9,1,9,1.0
Individual,US32,13.0,Immunity,Individual,Dara,US0473,Jason,9,1,9,0.0
Individual,US32,13.0,Immunity,Individual,Dara,US0474,Joe,9,1,9,0.0
Individual,US32,13.0,Immunity,Individual,Dara,US0475,Cydney,9,1,9,0.0
Individual,US32,13.0,Immunity,Individual,Dara,US0476,Tai,9,1,9,0.0
Individual,US32,13.0,Immunity,Individual,Dara,US0477,Aubry,9,1,9,0.0
Individual,US32,13.0,Immunity,Individual,Dara,US0478,Michele,9,1,9,0.0
Individual,US32,14.0,Reward,Individual,Dara,US0471,Scot,8,3,8,0.0
Individual,US32,14.0,Reward,Individual,Dara,US0472,Julia,8,3,8,1.0
Individual,US32,14.0,Reward,Individual,Dara,US0473,Jason,8,3,8,0.0
Individual,US32,14.0,Reward,Individual,Dara,US0474,Joe,8,3,8,0.0
Individual,US32,14.0,Reward,Individual,Dara,US0475,Cydney,8,3,8,0.0
Individual,US32,14.0,Reward,Individual,Dara,US0476,Tai,8,3,8,1.0
Individual,US32,14.0,Reward,Individual,Dara,US0477,Aubry,8,3,8,0.0
Individual,US32,14.0,Reward,Individual,Dara,US0478,Michele,8,3,8,1.0
Individual,US32,15.0,Immunity,Individual,Dara,US0471,Scot,8,1,8,0.0
Individual,US32,15.0,Immunity,Individual,Dara,US0472,Julia,8,1,8,0.0
Individual,US32,15.0,Immunity,Individual,Dara,US0473,Jason,8,1,8,1.0
Individual,US32,15.0,Immunity,Individual,Dara,US0474,Joe,8,1,8,0.0
Individual,US32,15.0,Immunity,Individual,Dara,US0475,Cydney,8,1,8,0.0
Individual,US32,15.0,Immunity,Individual,Dara,US0476,Tai,8,1,8,0.0
Individual,US32,15.0,Immunity,Individual,Dara,US0477,Aubry,8,1,8,0.0
Individual,US32,15.0,Immunity,Individual,Dara,US0478,Michele,8,1,8,0.0
Individual,US32,17.0,Immunity,Individual,Dara,US0472,Julia,7,1,7,0.0
Individual,US32,17.0,Immunity,Individual,Dara,US0473,Jason,7,1,7,0.0
Individual,US32,17.0,Immunity,Individual,Dara,US0474,Joe,7,1,7,0.0
Individual,US32,17.0,Immunity,Individual,Dara,US0475,Cydney,7,1,7,0.0
Individual,US32,17.0,Immunity,Individual,Dara,US0476,Tai,7,1,7,0.0
Individual,US32,17.0,Immunity,Individual,Dara,US0477,Aubry,7,1,7,0.0
Individual,US32,17.0,Immunity,Individual,Dara,US0478,Michele,7,1,7,1.0
Individual,US32,19.0,Immunity,Individual,Dara,US0473,Jason,6,1,6,0.0
Individual,US32,19.0,Immunity,Individual,Dara,US0474,Joe,6,1,6,0.0
Individual,US32,19.0,Immunity,Individual,Dara,US0475,Cydney,6,1,6,1.0
Individual,US32,19.0,Immunity,Individual,Dara,US0476,Tai,6,1,6,0.0
Individual,US32,19.0,Immunity,Individual,Dara,US0477,Aubry,6,1,6,0.0
Individual,US32,19.0,Immunity,Individual,Dara,US0478,Michele,6,1,6,0.0
Individual,US32,20.0,Reward,Individual,Dara,US0474,Joe,5,1,5,1.0
Individual,US32,20.0,Reward,Individual,Dara,US0475,Cydney,5,1,5,0.0
Individual,US32,20.0,Reward,Individual,Dara,US0476,Tai,5,1,5,0.0
Individual,US32,20.0,Reward,Individual,Dara,US0477,Aubry,5,1,5,0.0
Individual,US32,20.0,Reward,Individual,Dara,US0478,Michele,5,1,5,0.0
Individual,US32,21.0,Reward,Individual,Dara,US0475,Cydney,4,1,4,0.0
Individual,US32,21.0,Reward,Individual,Dara,US0476,Tai,4,1,4,0.0
Individual,US32,21.0,Reward,Individual,Dara,US0477,Aubry,4,1,4,1.0
Individual,US32,21.0,Reward,Individual,Dara,US0478,Michele,4,1,4,0.0
Individual,US32,22.0,Immunity,Individual,Dara,US0475,Cydney,4,1,4,0.0
Individual,US32,22.0,Immunity,Individual,Dara,US0476,Tai,4,1,4,0.0
Individual,US32,22.0,Immunity,Individual,Dara,US0477,Aubry,4,1,4,0.0
Individual,US32,22.0,Immunity,Individual,Dara,US0478,Michele,4,1,4,1.0
Individual,US32,23.0,Reward,Individual,Dara,US0475,Cydney,4,1,4,0.0
Individual,US32,23.0,Reward,Individual,Dara,US0476,Tai,4,1,4,0.0
Individual,US32,23.0,Reward,Individual,Dara,US0477,Aubry,4,1,4,0.0
Individual,US32,23.0,Reward,Individual,Dara,US0478,Michele,4,1,4,1.0
Individual,US33,11.0,Immunity,Individual,Vinaka,US0486,Michelle,13,1,13,0.0
Individual,US33,11.0,Immunity,Individual,Vinaka,US0487,Taylor,13,1,13,0.0
Individual,US33,11.0,Immunity,Individual,Vinaka,US0488,Chris,13,1,13,0.0
Individual,US33,11.0,Immunity,Individual,Vinaka,US0489,Jessica,13,1,13,0.0
Individual,US33,11.0,Immunity,Individual,Vinaka,US0490,Zeke,13,1,13,0.0
Individual,US33,11.0,Immunity,Individual,Vinaka,US0491,Will,13,1,13,1.0
Individual,US33,11.0,Immunity,Individual,Vinaka,US0492,Sunday,13,1,13,0.0
Individual,US33,11.0,Immunity,Individual,Vinaka,US0493,Jay,13,1,13,0.0
Individual,US33,11.0,Immunity,Individual,Vinaka,US0494,Bret,13,1,13,0.0
Individual,US33,11.0,Immunity,Individual,Vinaka,US0495,David,13,1,13,0.0
Individual,US33,11.0,Immunity,Individual,Vinaka,US0496,Hannah,13,1,13,0.0
Individual,US33,11.0,Immunity,Individual,Vinaka,US0497,Ken,13,1,13,0.0
Individual,US33,11.0,Immunity,Individual,Vinaka,US0498,Adam,13,1,13,0.0
Individual,US33,13.0,Immunity,Individual,Vinaka,US0487,Taylor,10,1,12,0.0
Individual,US33,13.0,Immunity,Individual,Vinaka,US0488,Chris,10,1,12,0.0
Individual,US33,13.0,Immunity,Individual,Vinaka,US0489,Jessica,10,1,12,0.0
Individual,US33,13.0,Immunity,Individual,Vinaka,US0490,Zeke,10,1,12,0.0
Individual,US33,13.0,Immunity,Individual,Vinaka,US0491,Will,10,1,12,0.0
Individual,US33,13.0,Immunity,Individual,Vinaka,US0492,Sunday,10,1,12,0.0
Individual,US33,13.0,Immunity,Individual,Vinaka,US0493,Jay,10,1,12,0.0
Individual,US33,13.0,Immunity,Individual,Vinaka,US0494,Bret,10,1,12,0.0
Individual,US33,13.0,Immunity,Individual,Vinaka,US0495,David,10,1,12,0.0
Individual,US33,13.0,Immunity,Individual,Vinaka,US0496,Hannah,10,1,12,0.0
Individual,US33,13.0,Immunity,Individual,Vinaka,US0497,Ken,10,1,12,1.0
Individual,US33,13.0,Immunity,Individual,Vinaka,US0498,Adam,10,1,12,0.0
Individual,US33,15.0,Immunity,Individual,Vinaka,US0488,Chris,11,1,11,0.0
Individual,US33,15.0,Immunity,Individual,Vinaka,US0489,Jessica,11,1,11,0.0
Individual,US33,15.0,Immunity,Individual,Vinaka,US0490,Zeke,11,1,11,0.0
Individual,US33,15.0,Immunity,Individual,Vinaka,US0491,Will,11,1,11,0.0
Individual,US33,15.0,Immunity,Individual,Vinaka,US0492,Sunday,11,1,11,0.0
Individual,US33,15.0,Immunity,Individual,Vinaka,US0493,Jay,11,1,11,0.0
Individual,US33,15.0,Immunity,Individual,Vinaka,US0494,Bret,11,1,11,0.0
Individual,US33,15.0,Immunity,Individual,Vinaka,US0495,David,11,1,11,1.0
Individual,US33,15.0,Immunity,Individual,Vinaka,US0496,Hannah,11,1,11,0.0
Individual,US33,15.0,Immunity,Individual,Vinaka,US0497,Ken,11,1,11,0.0
Individual,US33,15.0,Immunity,Individual,Vinaka,US0498,Adam,11,1,11,0.0
Individual,US33,17.0,Immunity,Individual,Vinaka,US0489,Jessica,9,1,10,0.0
Individual,US33,17.0,Immunity,Individual,Vinaka,US0490,Zeke,9,1,10,0.0
Individual,US33,17.0,Immunity,Individual,Vinaka,US0491,Will,9,1,10,0.0
Individual,US33,17.0,Immunity,Individual,Vinaka,US0492,Sunday,9,1,10,0.0
Individual,US33,17.0,Immunity,Individual,Vinaka,US0493,Jay,9,1,10,1.0
Individual,US33,17.0,Immunity,Individual,Vinaka,US0494,Bret,9,1,10,0.0
Individual,US33,17.0,Immunity,Individual,Vinaka,US0495,David,9,1,10,0.0
Individual,US33,17.0,Immunity,Individual,Vinaka,US0496,Hannah,9,1,10,0.0
Individual,US33,17.0,Immunity,Individual,Vinaka,US0497,Ken,9,1,10,0.0
Individual,US33,17.0,Immunity,Individual,Vinaka,US0498,Adam,9,1,10,0.0
Individual,US33,18.0,Reward,Individual,Vinaka,US0490,Zeke,9,1,9,0.0
Individual,US33,18.0,Reward,Individual,Vinaka,US0491,Will,9,1,9,0.0
Individual,US33,18.0,Reward,Individual,Vinaka,US0492,Sunday,9,1,9,0.0
Individual,US33,18.0,Reward,Individual,Vinaka,US0493,Jay,9,1,9,1.0
Individual,US33,18.0,Reward,Individual,Vinaka,US0494,Bret,9,1,9,0.0
Individual,US33,18.0,Reward,Individual,Vinaka,US0495,David,9,1,9,0.0
Individual,US33,18.0,Reward,Individual,Vinaka,US0496,Hannah,9,1,9,0.0
Individual,US33,18.0,Reward,Individual,Vinaka,US0497,Ken,9,1,9,0.0
Individual,US33,18.0,Reward,Individual,Vinaka,US0498,Adam,9,1,9,0.0
Individual,US33,19.0,Immunity,Individual,Vinaka,US0490,Zeke,9,1,9,0.0
Individual,US33,19.0,Immunity,Individual,Vinaka,US0491,Will,9,1,9,0.0
Individual,US33,19.0,Immunity,Individual,Vinaka,US0492,Sunday,9,1,9,0.0
Individual,US33,19.0,Immunity,Individual,Vinaka,US0493,Jay,9,1,9,0.0
Individual,US33,19.0,Immunity,Individual,Vinaka,US0494,Bret,9,1,9,0.0
Individual,US33,19.0,Immunity,Individual,Vinaka,US0495,David,9,1,9,0.0
Individual,US33,19.0,Immunity,Individual,Vinaka,US0496,Hannah,9,1,9,0.0
Individual,US33,19.0,Immunity,Individual,Vinaka,US0497,Ken,9,1,9,0.0
Individual,US33,19.0,Immunity,Individual,Vinaka,US0498,Adam,9,1,9,1.0
Individual,US33,20.0,Immunity,Individual,Vinaka,US0491,Will,8,1,8,0.0
Individual,US33,20.0,Immunity,Individual,Vinaka,US0492,Sunday,8,1,8,0.0
Individual,US33,20.0,Immunity,Individual,Vinaka,US0493,Jay,8,1,8,1.0
Individual,US33,20.0,Immunity,Individual,Vinaka,US0494,Bret,8,1,8,0.0
Individual,US33,20.0,Immunity,Individual,Vinaka,US0495,David,8,1,8,0.0
Individual,US33,20.0,Immunity,Individual,Vinaka,US0496,Hannah,8,1,8,0.0
Individual,US33,20.0,Immunity,Individual,Vinaka,US0497,Ken,8,1,8,0.0
Individual,US33,20.0,Immunity,Individual,Vinaka,US0498,Adam,8,1,8,0.0
Individual,US33,21.0,Immunity,Individual,Vinaka,US0492,Sunday,7,1,7,0.0
Individual,US33,21.0,Immunity,Individual,Vinaka,US0493,Jay,7,1,7,0.0
Individual,US33,21.0,Immunity,Individual,Vinaka,US0494,Bret,7,1,7,0.0
Individual,US33,21.0,Immunity,Individual,Vinaka,US0495,David,7,1,7,0.0
Individual,US33,21.0,Immunity,Individual,Vinaka,US0496,Hannah,7,1,7,0.0
Individual,US33,21.0,Immunity,Individual,Vinaka,US0497,Ken,7,1,7,1.0
Individual,US33,21.0,Immunity,Individual,Vinaka,US0498,Adam,7,1,7,0.0
Individual,US33,22.0,Immunity and Reward,Individual,Vinaka,US0493,Jay,6,1,6,0.0
Individual,US33,22.0,Immunity and Reward,Individual,Vinaka,US0494,Bret,6,1,6,0.0
Individual,US33,22.0,Immunity and Reward,Individual,Vinaka,US0495,David,6,1,6,1.0
Individual,US33,22.0,Immunity and Reward,Individual,Vinaka,US0496,Hannah,6,1,6,0.0
Individual,US33,22.0,Immunity and Reward,Individual,Vinaka,US0497,Ken,6,1,6,0.0
Individual,US33,22.0,Immunity and Reward,Individual,Vinaka,US0498,Adam,6,1,6,0.0
Individual,US33,23.0,Immunity,Individual,Vinaka,US0494,Bret,5,1,5,0.0
Individual,US33,23.0,Immunity,Individual,Vinaka,US0495,David,5,1,5,0.0
Individual,US33,23.0,Immunity,Individual,Vinaka,US0496,Hannah,5,1,5,0.0
Individual,US33,23.0,Immunity,Individual,Vinaka,US0497,Ken,5,1,5,1.0
Individual,US33,23.0,Immunity,Individual,Vinaka,US0498,Adam,5,1,5,0.0
Individual,US33,24.0,Immunity,Individual,Vinaka,US0495,David,4,1,4,0.0
Individual,US33,24.0,Immunity,Individual,Vinaka,US0496,Hannah,4,1,4,0.0
Individual,US33,24.0,Immunity,Individual,Vinaka,US0497,Ken,4,1,4,1.0
Individual,US33,24.0,Immunity,Individual,Vinaka,US0498,Adam,4,1,4,0.0
Individual,US34,12.0,Immunity,Individual,Maku Maku,US0179,Cirie,13,1,13,0.0
Individual,US34,12.0,Immunity,Individual,Maku Maku,US0201,Ozzy,13,1,13,0.0
Individual,US34,12.0,Immunity,Individual,Maku Maku,US0333,Andrea,13,1,13,1.0
Individual,US34,12.0,Immunity,Individual,Maku Maku,US0364,Troyzan,13,1,13,0.0
Individual,US34,12.0,Immunity,Individual,Maku Maku,US0401,Brad,13,1,13,0.0
Individual,US34,12.0,Immunity,Individual,Maku Maku,US0414,Sarah,13,1,13,0.0
Individual,US34,12.0,Immunity,Individual,Maku Maku,US0450,Hali,13,1,13,0.0
Individual,US34,12.0,Immunity,Individual,Maku Maku,US0456,Sierra,13,1,13,0.0
Individual,US34,12.0,Immunity,Individual,Maku Maku,US0470,Debbie,13,1,13,0.0
Individual,US34,12.0,Immunity,Individual,Maku Maku,US0476,Tai,13,1,13,0.0
Individual,US34,12.0,Immunity,Individual,Maku Maku,US0477,Aubry,13,1,13,0.0
Individual,US34,12.0,Immunity,Individual,Maku Maku,US0485,Michaela,13,1,13,0.0
Individual,US34,12.0,Immunity,Individual,Maku Maku,US0490,Zeke,13,1,13,0.0
Individual,US34,14.0,Immunity,Individual,Maku Maku,US0179,Cirie,12,1,12,0.0
Individual,US34,14.0,Immunity,Individual,Maku Maku,US0201,Ozzy,12,1,12,0.0
Individual,US34,14.0,Immunity,Individual,Maku Maku,US0333,Andrea,12,1,12,0.0
Individual,US34,14.0,Immunity,Individual,Maku Maku,US0364,Troyzan,12,1,12,0.0
Individual,US34,14.0,Immunity,Individual,Maku Maku,US0401,Brad,12,1,12,0.0
Individual,US34,14.0,Immunity,Individual,Maku Maku,US0414,Sarah,12,1,12,0.0
Individual,US34,14.0,Immunity,Individual,Maku Maku,US0456,Sierra,12,1,12,0.0
Individual,US34,14.0,Immunity,Individual,Maku Maku,US0470,Debbie,12,1,12,0.0
Individual,US34,14.0,Immunity,Individual,Maku Maku,US0476,Tai,12,1,12,1.0
Individual,US34,14.0,Immunity,Individual,Maku Maku,US0477,Aubry,12,1,12,0.0
Individual,US34,14.0,Immunity,Individual,Maku Maku,US0485,Michaela,12,1,12,0.0
Individual,US34,14.0,Immunity,Individual,Maku Maku,US0490,Zeke,12,1,12,0.0
Individual,US34,16.0,Immunity,Individual,Maku Maku,US0179,Cirie,11,1,11,0.0
Individual,US34,16.0,Immunity,Individual,Maku Maku,US0333,Andrea,11,1,11,0.0
Individual,US34,16.0,Immunity,Individual,Maku Maku,US0364,Troyzan,11,1,11,1.0
Individual,US34,16.0,Immunity,Individual,Maku Maku,US0401,Brad,11,1,11,0.0
Individual,US34,16.0,Immunity,Individual,Maku Maku,US0414,Sarah,11,1,11,0.0
Individual,US34,16.0,Immunity,Individual,Maku Maku,US0456,Sierra,11,1,11,0.0
Individual,US34,16.0,Immunity,Individual,Maku Maku,US0470,Debbie,11,1,11,0.0
Individual,US34,16.0,Immunity,Individual,Maku Maku,US0476,Tai,11,1,11,0.0
Individual,US34,16.0,Immunity,Individual,Maku Maku,US0477,Aubry,11,1,11,0.0
Individual,US34,16.0,Immunity,Individual,Maku Maku,US0485,Michaela,11,1,11,0.0
Individual,US34,16.0,Immunity,Individual,Maku Maku,US0490,Zeke,11,1,11,0.0
Individual,US34,18.0,Immunity,Individual,Maku Maku,US0179,Cirie,10,1,10,0.0
Individual,US34,18.0,Immunity,Individual,Maku Maku,US0333,Andrea,10,1,10,1.0
