version,version_season,season_name,season,episode,n_boots,castaway_id,castaway,tribe,tribe_status,total,currency
US,US05,Survivor: Thailand,5.0,5.0,4.0,US0073,Ken,Sook Jai,Original,1000.0,USD
US,US05,Survivor: Thailand,5.0,5.0,4.0,US0074,Penny,Sook Jai,Original,1000.0,USD
US,US05,Survivor: Thailand,5.0,5.0,4.0,US0075,Jake,Sook Jai,Original,1000.0,USD
US,US05,Survivor: Thailand,5.0,5.0,4.0,US0076,Ted,Chuay Gahn,Original,1000.0,USD
US,US05,Survivor: Thailand,5.0,5.0,4.0,US0077,Helen,Chuay Gahn,Original,1000.0,USD
US,US05,Survivor: Thailand,5.0,5.0,4.0,US0078,Jan,Chuay Gahn,Original,1000.0,USD
US,US05,Survivor: Thailand,5.0,5.0,4.0,US0079,Clay,Chuay Gahn,Original,1000.0,USD
US,US05,Survivor: Thailand,5.0,5.0,4.0,US0080,Brian,Chuay Gahn,Original,1000.0,USD
US,US06,Survivor: The Amazon,6.0,11.0,9.0,US0090,Alex,Jacare,Merged,500.0,USD
US,US06,Survivor: The Amazon,6.0,11.0,9.0,US0091,Christy,Jacare,Merged,500.0,USD
US,US06,Survivor: The Amazon,6.0,11.0,9.0,US0092,Heidi,Jacare,Merged,500.0,USD
US,US06,Survivor: The Amazon,6.0,11.0,9.0,US0093,Butch,Jacare,Merged,500.0,USD
US,US06,Survivor: The Amazon,6.0,11.0,9.0,US0094,Rob,Jacare,Merged,500.0,USD
US,US06,Survivor: The Amazon,6.0,11.0,9.0,US0095,Matthew,Jacare,Merged,500.0,USD
US,US06,Survivor: The Amazon,6.0,11.0,9.0,US0096,Jenna,Jacare,Merged,500.0,USD
US,US10,Survivor: Palau,10.0,11.0,13.0,US0144,Stephenie,Koror,Merged,500.0,USD
US,US10,Survivor: Palau,10.0,11.0,13.0,US0145,Gregg,Koror,Merged,500.0,USD
US,US10,Survivor: Palau,10.0,11.0,13.0,US0146,Caryn,Koror,Merged,500.0,USD
US,US10,Survivor: Palau,10.0,11.0,13.0,US0147,Jenn,Koror,Merged,500.0,USD
US,US10,Survivor: Palau,10.0,11.0,13.0,US0148,Ian,Koror,Merged,500.0,USD
US,US10,Survivor: Palau,10.0,11.0,13.0,US0149,Katie,Koror,Merged,500.0,USD
US,US10,Survivor: Palau,10.0,11.0,13.0,US0150,Tom,Koror,Merged,500.0,USD
US,US11,Survivor: Guatemala,11.0,12.0,12.0,US0144,Stephenie,Xhakum,Merged,500.0,USD
US,US11,Survivor: Guatemala,11.0,12.0,12.0,US0162,Judd,Xhakum,Merged,500.0,USD
US,US11,Survivor: Guatemala,11.0,12.0,12.0,US0163,Cindy,Xhakum,Merged,500.0,USD
US,US11,Survivor: Guatemala,11.0,12.0,12.0,US0164,Lydia,Xhakum,Merged,500.0,USD
US,US11,Survivor: Guatemala,11.0,12.0,12.0,US0165,Rafe,Xhakum,Merged,500.0,USD
US,US11,Survivor: Guatemala,11.0,12.0,12.0,US0166,Danni,Xhakum,Merged,500.0,USD
US,US13,Survivor: Cook Islands,13.0,12.0,12.0,US0195,Candice,Aitutonga,Merged,500.0,USD
US,US13,Survivor: Cook Islands,13.0,12.0,12.0,US0196,Jonathan,Aitutonga,Merged,500.0,USD
US,US13,Survivor: Cook Islands,13.0,12.0,12.0,US0197,Parvati,Aitutonga,Merged,500.0,USD
US,US13,Survivor: Cook Islands,13.0,12.0,12.0,US0198,Adam,Aitutonga,Merged,500.0,USD
US,US13,Survivor: Cook Islands,13.0,12.0,12.0,US0199,Sundra,Aitutonga,Merged,500.0,USD
US,US13,Survivor: Cook Islands,13.0,12.0,12.0,US0200,Becky,Aitutonga,Merged,500.0,USD
US,US13,Survivor: Cook Islands,13.0,12.0,12.0,US0201,Ozzy,Aitutonga,Merged,500.0,USD
US,US13,Survivor: Cook Islands,13.0,12.0,12.0,US0202,Yul,Aitutonga,Merged,500.0,USD
US,US16,Survivor: Micronesia,16.0,11.0,12.0,US0179,Cirie,Dabu,Merged,500.0,USD
US,US16,Survivor: Micronesia,16.0,11.0,12.0,US0197,Parvati,Dabu,Merged,500.0,USD
US,US16,Survivor: Micronesia,16.0,11.0,12.0,US0231,James,Dabu,Merged,500.0,USD
US,US16,Survivor: Micronesia,16.0,11.0,12.0,US0235,Amanda,Dabu,Merged,500.0,USD
US,US16,Survivor: Micronesia,16.0,11.0,12.0,US0244,Jason,Dabu,Merged,500.0,USD
US,US16,Survivor: Micronesia,16.0,11.0,12.0,US0245,Alexis,Dabu,Merged,500.0,USD
US,US16,Survivor: Micronesia,16.0,11.0,12.0,US0246,Erik,Dabu,Merged,500.0,USD
US,US16,Survivor: Micronesia,16.0,11.0,12.0,US0247,Natalie,Dabu,Merged,500.0,USD
US,US17,Survivor: Gabon,17.0,9.0,10.0,US0258,Randy,Nobag,Merged,500.0,USD
US,US17,Survivor: Gabon,17.0,9.0,10.0,US0259,Corinne,Nobag,Merged,500.0,USD
US,US17,Survivor: Gabon,17.0,9.0,10.0,US0260,Crystal,Nobag,Merged,500.0,USD
US,US17,Survivor: Gabon,17.0,9.0,10.0,US0261,Ken,Nobag,Merged,500.0,USD
US,US17,Survivor: Gabon,17.0,9.0,10.0,US0262,Matty,Nobag,Merged,500.0,USD
US,US17,Survivor: Gabon,17.0,9.0,10.0,US0263,Sugar,Nobag,Merged,500.0,USD
US,US17,Survivor: Gabon,17.0,9.0,10.0,US0264,Susie,Nobag,Merged,500.0,USD
US,US17,Survivor: Gabon,17.0,9.0,10.0,US0265,Bob,Nobag,Merged,500.0,USD
US,US18,Survivor: Tocantins,18.0,12.0,10.0,US0276,Debbie,Forza,Merged,500.0,USD
US,US18,Survivor: Tocantins,18.0,12.0,10.0,US0277,Coach,Forza,Merged,500.0,USD
US,US18,Survivor: Tocantins,18.0,12.0,10.0,US0278,Taj,Forza,Merged,500.0,USD
US,US18,Survivor: Tocantins,18.0,12.0,10.0,US0279,Erinn,Forza,Merged,500.0,USD
US,US18,Survivor: Tocantins,18.0,12.0,10.0,US0280,Stephen,Forza,Merged,500.0,USD
US,US18,Survivor: Tocantins,18.0,12.0,10.0,US0281,J.T.,Forza,Merged,500.0,USD
US,US19,Survivor: Samoa,19.0,12.0,11.0,US0293,John,Aiga,Merged,500.0,USD
US,US19,Survivor: Samoa,19.0,12.0,11.0,US0294,Dave,Aiga,Merged,500.0,USD
US,US19,Survivor: Samoa,19.0,12.0,11.0,US0295,Monica,Aiga,Merged,500.0,USD
US,US19,Survivor: Samoa,19.0,12.0,11.0,US0296,Shambo,Aiga,Merged,500.0,USD
US,US19,Survivor: Samoa,19.0,12.0,11.0,US0297,Jaison,Aiga,Merged,500.0,USD
US,US19,Survivor: Samoa,19.0,12.0,11.0,US0298,Brett,Aiga,Merged,500.0,USD
US,US19,Survivor: Samoa,19.0,12.0,11.0,US0299,Mick,Aiga,Merged,500.0,USD
US,US19,Survivor: Samoa,19.0,12.0,11.0,US0300,Russell H.,Aiga,Merged,500.0,USD
US,US19,Survivor: Samoa,19.0,12.0,11.0,US0301,Natalie,Aiga,Merged,500.0,USD
US,US24,Survivor: One World,24.0,10.0,9.0,US0363,Leif,Tikiano,Merged,500.0,USD
US,US24,Survivor: One World,24.0,10.0,9.0,US0364,Troyzan,Tikiano,Merged,500.0,USD
US,US24,Survivor: One World,24.0,10.0,9.0,US0365,Kat,Tikiano,Merged,500.0,USD
US,US24,Survivor: One World,24.0,10.0,9.0,US0366,Tarzan,Tikiano,Merged,500.0,USD
US,US24,Survivor: One World,24.0,10.0,9.0,US0367,Alicia,Tikiano,Merged,500.0,USD
US,US24,Survivor: One World,24.0,10.0,9.0,US0368,Christina,Tikiano,Merged,500.0,USD
US,US24,Survivor: One World,24.0,10.0,9.0,US0369,Chelsea,Tikiano,Merged,500.0,USD
US,US24,Survivor: One World,24.0,10.0,9.0,US0370,Sabrina,Tikiano,Merged,500.0,USD
US,US24,Survivor: One World,24.0,10.0,9.0,US0371,Kim,Tikiano,Merged,500.0,USD
US,US25,Survivor: Philippines,25.0,11.0,11.0,US0022,Michael,Dangrayne,Merged,500.0,USD
US,US25,Survivor: Philippines,25.0,11.0,11.0,US0196,Jonathan,Dangrayne,Merged,500.0,USD
US,US25,Survivor: Philippines,25.0,11.0,11.0,US0382,Carter,Dangrayne,Merged,500.0,USD
US,US25,Survivor: Philippines,25.0,11.0,11.0,US0383,Abi-Maria,Dangrayne,Merged,500.0,USD
US,US25,Survivor: Philippines,25.0,11.0,11.0,US0384,Malcolm,Dangrayne,Merged,500.0,USD
US,US25,Survivor: Philippines,25.0,11.0,11.0,US0385,Lisa,Dangrayne,Merged,500.0,USD
US,US25,Survivor: Philippines,25.0,11.0,11.0,US0386,Denise,Dangrayne,Merged,500.0,USD
US,US26,Survivor: Caramoan,26.0,11.0,11.0,US0246,Erik,Enil Edam,Merged,500.0,USD
US,US26,Survivor: Caramoan,26.0,11.0,11.0,US0312,Brenda,Enil Edam,Merged,500.0,USD
US,US26,Survivor: Caramoan,26.0,11.0,11.0,US0333,Andrea,Enil Edam,Merged,500.0,USD
US,US26,Survivor: Caramoan,26.0,11.0,11.0,US0346,Dawn,Enil Edam,Merged,500.0,USD
US,US26,Survivor: Caramoan,26.0,11.0,11.0,US0348,Cochran,Enil Edam,Merged,500.0,USD
US,US26,Survivor: Caramoan,26.0,11.0,11.0,US0384,Malcolm,Enil Edam,Merged,500.0,USD
US,US26,Survivor: Caramoan,26.0,11.0,11.0,US0394,Reynold,Enil Edam,Merged,500.0,USD
US,US26,Survivor: Caramoan,26.0,11.0,11.0,US0395,Eddie,Enil Edam,Merged,500.0,USD
US,US26,Survivor: Caramoan,26.0,11.0,11.0,US0396,Sherri,Enil Edam,Merged,500.0,USD
US,US28,Survivor: Cagayan,28.0,10.0,11.0,US0418,Jefra,Solarrion,Merged,500.0,USD
US,US28,Survivor: Cagayan,28.0,10.0,11.0,US0419,Tasha,Solarrion,Merged,500.0,USD
US,US28,Survivor: Cagayan,28.0,10.0,11.0,US0420,Trish,Solarrion,Merged,500.0,USD
US,US28,Survivor: Cagayan,28.0,10.0,11.0,US0421,Spencer,Solarrion,Merged,500.0,USD
US,US28,Survivor: Cagayan,28.0,10.0,11.0,US0422,Kass,Solarrion,Merged,500.0,USD
US,US28,Survivor: Cagayan,28.0,10.0,11.0,US0423,Woo,Solarrion,Merged,500.0,USD
US,US28,Survivor: Cagayan,28.0,10.0,11.0,US0424,Tony,Solarrion,Merged,500.0,USD
US,US30,Survivor: Worlds Apart,30.0,10.0,9.0,US0452,Jenn,Merica,Merged,500.0,USD
US,US30,Survivor: Worlds Apart,30.0,10.0,9.0,US0453,Shirin,Merica,Merged,500.0,USD
US,US30,Survivor: Worlds Apart,30.0,10.0,9.0,US0454,Tyler,Merica,Merged,500.0,USD
US,US30,Survivor: Worlds Apart,30.0,10.0,9.0,US0455,Dan,Merica,Merged,500.0,USD
US,US30,Survivor: Worlds Apart,30.0,10.0,9.0,US0456,Sierra,Merica,Merged,500.0,USD
US,US30,Survivor: Worlds Apart,30.0,10.0,9.0,US0457,Rodney,Merica,Merged,500.0,USD
US,US30,Survivor: Worlds Apart,30.0,10.0,9.0,US0458,Will,Merica,Merged,500.0,USD
US,US30,Survivor: Worlds Apart,30.0,10.0,9.0,US0459,Carolyn,Merica,Merged,500.0,USD
US,US30,Survivor: Worlds Apart,30.0,10.0,9.0,US0460,Mike,Merica,Merged,500.0,USD
US,US45,Survivor: 45,45.0,8.0,8.0,US0657,Bruce,Dakuwaqa,Merged,80.0,USD
US,US45,Survivor: 45,45.0,8.0,8.0,US0663,Austin,Dakuwaqa,Merged,700.0,USD
US,US45,Survivor: 45,45.0,8.0,8.0,US0666,Dee,Dakuwaqa,Merged,900.0,USD
US,US45,Survivor: 45,45.0,8.0,8.0,US0667,Drew,Dakuwaqa,Merged,520.0,USD
US,US45,Survivor: 45,45.0,8.0,8.0,US0668,Emily,Dakuwaqa,Merged,500.0,USD
US,US45,Survivor: 45,45.0,8.0,8.0,US0671,Jake,Dakuwaqa,Merged,340.0,USD
US,US45,Survivor: 45,45.0,8.0,8.0,US0672,Julie,Dakuwaqa,Merged,420.0,USD
US,US45,Survivor: 45,45.0,8.0,8.0,US0674,Katurah,Dakuwaqa,Merged,480.0,USD
US,US45,Survivor: 45,45.0,8.0,8.0,US0675,Kellie,Dakuwaqa,Merged,700.0,USD
US,US45,Survivor: 45,45.0,8.0,8.0,US0676,Kendra,Dakuwaqa,Merged,360.0,USD
US,US45,Survivor: 45,45.0,8.0,8.0,US0657,Bruce,Dakuwaqa,Merged,80.0,USD
US,US45,Survivor: 45,45.0,8.0,8.0,US0671,Jake,Dakuwaqa,Merged,340.0,USD
US,US45,Survivor: 45,45.0,8.0,8.0,US0674,Katurah,Dakuwaqa,Merged,480.0,USD
US,US45,Survivor: 45,45.0,8.0,8.0,US0675,Kellie,Dakuwaqa,Merged,700.0,USD
US,US45,Survivor: 45,45.0,8.0,8.0,US0666,Dee,Dakuwaqa,Merged,900.0,USD
US,US45,Survivor: 45,45.0,8.0,8.0,US0672,Julie,Dakuwaqa,Merged,420.0,USD
US,US45,Survivor: 45,45.0,8.0,8.0,US0676,Kendra,Dakuwaqa,Merged,360.0,USD
US,US45,Survivor: 45,45.0,8.0,8.0,US0668,Emily,Dakuwaqa,Merged,500.0,USD
US,US45,Survivor: 45,45.0,8.0,8.0,US0663,Austin,Dakuwaqa,Merged,700.0,USD
US,US45,Survivor: 45,45.0,8.0,8.0,US0667,Drew,Dakuwaqa,Merged,520.0,USD
AU,AU01,Survivor Australia: 2016,1.0,15.0,11.0,AU0012,Conner,Fia Fia,Merged,500.0,AUD
AU,AU01,Survivor Australia: 2016,1.0,15.0,11.0,AU0013,Kate,Fia Fia,Merged,500.0,AUD
AU,AU01,Survivor Australia: 2016,1.0,15.0,11.0,AU0014,Nick,Fia Fia,Merged,500.0,AUD
AU,AU01,Survivor Australia: 2016,1.0,15.0,11.0,AU0015,Kylie,Fia Fia,Merged,500.0,AUD
AU,AU01,Survivor Australia: 2016,1.0,15.0,11.0,AU0016,Sue,Fia Fia,Merged,500.0,AUD
AU,AU01,Survivor Australia: 2016,1.0,15.0,11.0,AU0017,Jennah-Louise,Fia Fia,Merged,500.0,AUD
AU,AU01,Survivor Australia: 2016,1.0,15.0,11.0,AU0018,Brooke,Fia Fia,Merged,500.0,AUD
AU,AU01,Survivor Australia: 2016,1.0,15.0,11.0,AU0019,Sam,Fia Fia,Merged,500.0,AUD
AU,AU01,Survivor Australia: 2016,1.0,15.0,11.0,AU0020,Matt,Fia Fia,Merged,500.0,AUD
AU,AU01,Survivor Australia: 2016,1.0,15.0,11.0,AU0021,Flick,Fia Fia,Merged,500.0,AUD
AU,AU01,Survivor Australia: 2016,1.0,15.0,11.0,AU0022,El,Fia Fia,Merged,500.0,AUD
AU,AU01,Survivor Australia: 2016,1.0,15.0,11.0,AU0023,Lee,Fia Fia,Merged,500.0,AUD
AU,AU01,Survivor Australia: 2016,1.0,15.0,11.0,AU0024,Kristie,Fia Fia,Merged,500.0,AUD
AU,AU02,Survivor Australia: 2017,2.0,18.0,14.0,AU0039,Henry,Asatoa,Merged,500.0,AUD
AU,AU02,Survivor Australia: 2017,2.0,18.0,14.0,AU0040,Tessa,Asatoa,Merged,500.0,AUD
AU,AU02,Survivor Australia: 2017,2.0,18.0,14.0,AU0041,Sarah,Asatoa,Merged,500.0,AUD
AU,AU02,Survivor Australia: 2017,2.0,18.0,14.0,AU0042,Luke,Asatoa,Merged,500.0,AUD
AU,AU02,Survivor Australia: 2017,2.0,18.0,14.0,AU0043,Ziggy,Asatoa,Merged,500.0,AUD
AU,AU02,Survivor Australia: 2017,2.0,18.0,14.0,AU0044,Locky,Asatoa,Merged,500.0,AUD
AU,AU02,Survivor Australia: 2017,2.0,18.0,14.0,AU0045,Michelle,Asatoa,Merged,500.0,AUD
AU,AU02,Survivor Australia: 2017,2.0,18.0,14.0,AU0046,Peter,Asatoa,Merged,500.0,AUD
AU,AU02,Survivor Australia: 2017,2.0,18.0,14.0,AU0047,Tara,Asatoa,Merged,500.0,AUD
AU,AU02,Survivor Australia: 2017,2.0,18.0,14.0,AU0048,Jericho,Asatoa,Merged,500.0,AUD
AU,AU03,Survivor Australia: Champions vs. Contenders,3.0,14.0,13.0,AU0060,Lydia,Koro Savu,Merged,500.0,AUD
AU,AU03,Survivor Australia: Champions vs. Contenders,3.0,14.0,13.0,AU0061,Robbie,Koro Savu,Merged,500.0,AUD
AU,AU03,Survivor Australia: Champions vs. Contenders,3.0,14.0,13.0,AU0062,Samuel,Koro Savu,Merged,500.0,AUD
AU,AU03,Survivor Australia: Champions vs. Contenders,3.0,14.0,13.0,AU0063,Mat,Koro Savu,Merged,500.0,AUD
AU,AU03,Survivor Australia: Champions vs. Contenders,3.0,14.0,13.0,AU0064,Benji,Koro Savu,Merged,500.0,AUD
AU,AU03,Survivor Australia: Champions vs. Contenders,3.0,14.0,13.0,AU0065,Steve W.,Koro Savu,Merged,500.0,AUD
AU,AU03,Survivor Australia: Champions vs. Contenders,3.0,14.0,13.0,AU0066,Fenella,Koro Savu,Merged,500.0,AUD
AU,AU03,Survivor Australia: Champions vs. Contenders,3.0,14.0,13.0,AU0067,Monika,Koro Savu,Merged,500.0,AUD
AU,AU03,Survivor Australia: Champions vs. Contenders,3.0,14.0,13.0,AU0068,Shonee,Koro Savu,Merged,500.0,AUD
AU,AU03,Survivor Australia: Champions vs. Contenders,3.0,14.0,13.0,AU0069,Brian,Koro Savu,Merged,500.0,AUD
AU,AU03,Survivor Australia: Champions vs. Contenders,3.0,14.0,13.0,AU0070,Sharn,Koro Savu,Merged,500.0,AUD
AU,AU03,Survivor Australia: Champions vs. Contenders,3.0,14.0,13.0,AU0071,Shane,Koro Savu,Merged,500.0,AUD
AU,AU05,Survivor Australia: All Stars,5.0,9.0,7.0,AU0011,Phoebe,Mokuta,Swapped,,AUD
AU,AU05,Survivor Australia: All Stars,5.0,9.0,7.0,AU0014,Nick,Mokuta,Swapped,,AUD
AU,AU05,Survivor Australia: All Stars,5.0,9.0,7.0,AU0018,Brooke,Vakama,Swapped,,AUD
AU,AU05,Survivor Australia: All Stars,5.0,9.0,7.0,AU0021,Flick,Vakama,Swapped,,AUD
AU,AU05,Survivor Australia: All Stars,5.0,9.0,7.0,AU0023,Lee,Mokuta,Swapped,,AUD
AU,AU05,Survivor Australia: All Stars,5.0,9.0,7.0,AU0028,Tarzan,Mokuta,Swapped,,AUD
AU,AU05,Survivor Australia: All Stars,5.0,9.0,7.0,AU0032,Jacqui,Mokuta,Swapped,,AUD
AU,AU05,Survivor Australia: All Stars,5.0,9.0,7.0,AU0034,AK,Vakama,Swapped,,AUD
AU,AU05,Survivor Australia: All Stars,5.0,9.0,7.0,AU0044,Locky,Vakama,Swapped,,AUD
AU,AU05,Survivor Australia: All Stars,5.0,9.0,7.0,AU0053,Moana,Mokuta,Swapped,,AUD
AU,AU05,Survivor Australia: All Stars,5.0,9.0,7.0,AU0056,Zach,Mokuta,Swapped,,AUD
AU,AU05,Survivor Australia: All Stars,5.0,9.0,7.0,AU0063,Mat,Vakama,Swapped,,AUD
AU,AU05,Survivor Australia: All Stars,5.0,9.0,7.0,AU0068,Shonee,Vakama,Swapped,,AUD
AU,AU05,Survivor Australia: All Stars,5.0,9.0,7.0,AU0070,Sharn,Mokuta,Swapped,,AUD
AU,AU05,Survivor Australia: All Stars,5.0,9.0,7.0,AU0086,David,Mokuta,Swapped,,AUD
AU,AU05,Survivor Australia: All Stars,5.0,9.0,7.0,AU0087,John,Vakama,Swapped,,AUD
AU,AU05,Survivor Australia: All Stars,5.0,9.0,7.0,AU0092,Harry,Vakama,Swapped,,AUD
AU,AU07,Survivor Australia: Blood vs. Water,7.0,19.0,19.0,AU0030,Sam,Lava,Merged,500.0,AUD
AU,AU07,Survivor Australia: Blood vs. Water,7.0,19.0,19.0,AU0031,Mark,Lava,Merged,500.0,AUD
AU,AU07,Survivor Australia: Blood vs. Water,7.0,19.0,19.0,AU0123,David,Lava,Merged,500.0,AUD
AU,AU07,Survivor Australia: Blood vs. Water,7.0,19.0,19.0,AU0126,Jordan,Lava,Merged,500.0,AUD
AU,AU07,Survivor Australia: Blood vs. Water,7.0,19.0,19.0,AU0132,Chrissy,Lava,Merged,500.0,AUD
AU,AU07,Survivor Australia: Blood vs. Water,7.0,19.0,19.0,AU0133,Jordie,Lava,Merged,500.0,AUD
AU,AU07,Survivor Australia: Blood vs. Water,7.0,19.0,19.0,AU0134,Josh,Lava,Merged,500.0,AUD
AU,AU07,Survivor Australia: Blood vs. Water,7.0,19.0,19.0,AU0136,KJ,Lava,Merged,500.0,AUD
AU,AU07,Survivor Australia: Blood vs. Water,7.0,19.0,19.0,AU0139,Shay,Lava,Merged,500.0,AUD
AU,AU08,Survivor Australia: Heroes vs. Villains,8.0,9.0,8.0,AU0019,Sam,Villains,Swapped_3,,AUD
AU,AU08,Survivor Australia: Heroes vs. Villains,8.0,9.0,8.0,AU0051,Stevie,Heroes,Swapped_3,,AUD
AU,AU08,Survivor Australia: Heroes vs. Villains,8.0,9.0,8.0,AU0068,Shonee,Heroes,Swapped_3,,AUD
AU,AU08,Survivor Australia: Heroes vs. Villains,8.0,9.0,8.0,AU0085,Shaun,Villains,Swapped_3,,AUD
AU,AU08,Survivor Australia: Heroes vs. Villains,8.0,9.0,8.0,AU0106,Simon,Villains,Swapped_3,,AUD
AU,AU08,Survivor Australia: Heroes vs. Villains,8.0,9.0,8.0,AU0117,Flick,Heroes,Swapped_3,,AUD
AU,AU08,Survivor Australia: Heroes vs. Villains,8.0,9.0,8.0,AU0118,George,Heroes,Swapped_3,,AUD
AU,AU08,Survivor Australia: Heroes vs. Villains,8.0,9.0,8.0,AU0119,Hayley,Villains,Swapped_3,,AUD
AU,AU08,Survivor Australia: Heroes vs. Villains,8.0,9.0,8.0,AU0133,Jordie,Villains,Swapped_3,,AUD
AU,AU08,Survivor Australia: Heroes vs. Villains,8.0,9.0,8.0,AU0138,Nina,Villains,Swapped_3,,AUD
AU,AU08,Survivor Australia: Heroes vs. Villains,8.0,9.0,8.0,AU0141,Ben,Heroes,Swapped_3,,AUD
AU,AU08,Survivor Australia: Heroes vs. Villains,8.0,9.0,8.0,AU0142,David,Villains,Swapped_3,,AUD
AU,AU08,Survivor Australia: Heroes vs. Villains,8.0,9.0,8.0,AU0144,Gerry,Heroes,Swapped_3,,AUD
AU,AU08,Survivor Australia: Heroes vs. Villains,8.0,9.0,8.0,AU0145,Liz,Villains,Swapped_3,,AUD
AU,AU08,Survivor Australia: Heroes vs. Villains,8.0,9.0,8.0,AU0146,Matt,Heroes,Swapped_3,,AUD
AU,AU08,Survivor Australia: Heroes vs. Villains,8.0,9.0,8.0,AU0149,Paige,Heroes,Swapped_3,,AUD
AU,AU09,Survivor Australia: Titans vs. Rebels,9.0,16.0,13.0,AU0154,Alex,Tasi,Merged,500.0,AUD
AU,AU09,Survivor Australia: Titans vs. Rebels,9.0,16.0,13.0,AU0155,Caroline,Tasi,Merged,500.0,AUD
AU,AU09,Survivor Australia: Titans vs. Rebels,9.0,16.0,13.0,AU0161,Jaden,Tasi,Merged,500.0,AUD
AU,AU09,Survivor Australia: Titans vs. Rebels,9.0,16.0,13.0,AU0165,Kitty,Tasi,Merged,500.0,AUD
AU,AU09,Survivor Australia: Titans vs. Rebels,9.0,16.0,13.0,AU0166,Mark,Tasi,Merged,500.0,AUD
AU,AU09,Survivor Australia: Titans vs. Rebels,9.0,16.0,13.0,AU0170,Rianna,Tasi,Merged,500.0,AUD
AU,AU09,Survivor Australia: Titans vs. Rebels,9.0,16.0,13.0,AU0153,Aileen,Tasi,Merged,500.0,AUD
AU,AU09,Survivor Australia: Titans vs. Rebels,9.0,16.0,13.0,AU0158,Feras,Tasi,Merged,500.0,AUD
AU,AU09,Survivor Australia: Titans vs. Rebels,9.0,16.0,13.0,AU0164,Kirby,Tasi,Merged,500.0,AUD
AU,AU09,Survivor Australia: Titans vs. Rebels,9.0,16.0,13.0,AU0169,Raymond,Tasi,Merged,500.0,AUD
AU,AU09,Survivor Australia: Titans vs. Rebels,9.0,16.0,13.0,AU0174,Valeria,Tasi,Merged,500.0,AUD
SA,SA04,Survivor South Africa: Maldives,4.0,10.0,12.0,SA0061,Tejan,Eku,Merged,500.0,Maldivian rufiyaa
SA,SA04,Survivor South Africa: Maldives,4.0,10.0,12.0,SA0062,Sean,Eku,Merged,500.0,Maldivian rufiyaa
SA,SA04,Survivor South Africa: Maldives,4.0,10.0,12.0,SA0063,Alison,Eku,Merged,500.0,Maldivian rufiyaa
SA,SA04,Survivor South Africa: Maldives,4.0,10.0,12.0,SA0064,Mxo,Eku,Merged,500.0,Maldivian rufiyaa
SA,SA04,Survivor South Africa: Maldives,4.0,10.0,12.0,SA0065,Bonnie,Eku,Merged,500.0,Maldivian rufiyaa
SA,SA04,Survivor South Africa: Maldives,4.0,10.0,12.0,SA0066,Letshego,Eku,Merged,500.0,Maldivian rufiyaa
SA,SA04,Survivor South Africa: Maldives,4.0,10.0,12.0,SA0067,Hykie,Eku,Merged,500.0,Maldivian rufiyaa
SA,SA06,Survivor South Africa: Philippines,6.0,13.0,12.0,SA0100,PK,Araw,Merged,500.0,Nicos
SA,SA06,Survivor South Africa: Philippines,6.0,13.0,12.0,SA0101,Katinka,Araw,Merged,500.0,Nicos
SA,SA06,Survivor South Africa: Philippines,6.0,13.0,12.0,SA0102,Werner,Araw,Merged,500.0,Nicos
SA,SA06,Survivor South Africa: Philippines,6.0,13.0,12.0,SA0103,Annalize,Araw,Merged,500.0,Nicos
