version,version_season,season_name,season,castaway,castaway_id,advantage_id,sequence_id,day,episode,event,played_for,played_for_id,success,votes_nullified
US,US19,Survivor: Samoa,19.0,Erik,US0290,2.0,1.0,9.0,4.0,Found,,,,
US,US19,Survivor: Samoa,19.0,Erik,US0290,2.0,2.0,21.0,8.0,Voted out with advantage,,,,
US,US19,Survivor: Samoa,19.0,Russell H.,US0300,3.0,1.0,22.0,9.0,Found,,,,
US,US19,Survivor: Samoa,19.0,Russell H.,US0300,3.0,2.0,24.0,9.0,Played,Russell H.,US0300,Yes,7.0
US,US19,Survivor: Samoa,19.0,Russell H.,US0300,4.0,1.0,25.0,10.0,Found,,,,
US,US19,Survivor: Samoa,19.0,Russell H.,US0300,4.0,2.0,37.0,15.0,Expired,,,,
US,US20,Survivor: Heroes vs. Villains,20.0,Tom,US0150,1.0,1.0,10.0,4.0,Found,,,,
US,US20,Survivor: Heroes vs. Villains,20.0,Tom,US0150,1.0,2.0,11.0,4.0,Played,Tom,US0150,Yes,3.0
US,US20,Survivor: Heroes vs. Villains,20.0,Russell,US0300,2.0,1.0,10.0,4.0,Found,,,,
US,US20,Survivor: Heroes vs. Villains,20.0,Russell,US0300,2.0,2.0,15.0,6.0,Played,Parvati,US0197,Yes,4.0
US,US20,Survivor: Heroes vs. Villains,20.0,J.T.,US0281,3.0,1.0,19.0,8.0,Found,,,,
US,US20,Survivor: Heroes vs. Villains,20.0,Russell,US0300,3.0,2.0,24.0,9.0,Received,,,,
US,US20,Survivor: Heroes vs. Villains,20.0,Parvati,US0197,3.0,3.0,27.0,10.0,Received,,,,
US,US20,Survivor: Heroes vs. Villains,20.0,Parvati,US0197,3.0,4.0,27.0,10.0,Played,Sandra,US0112,Not needed,0.0
US,US20,Survivor: Heroes vs. Villains,20.0,Parvati,US0197,4.0,1.0,23.0,9.0,Found,,,,
US,US20,Survivor: Heroes vs. Villains,20.0,Parvati,US0197,4.0,2.0,27.0,10.0,Played,Jerri,US0025,Yes,5.0
US,US20,Survivor: Heroes vs. Villains,20.0,Russell,US0300,5.0,1.0,29.0,11.0,Found,,,,
US,US20,Survivor: Heroes vs. Villains,20.0,Russell,US0300,5.0,2.0,30.0,11.0,Played,Russell,US0300,Not needed,0.0
US,US20,Survivor: Heroes vs. Villains,20.0,Sandra,US0112,6.0,1.0,31.0,12.0,Found,,,,
US,US20,Survivor: Heroes vs. Villains,20.0,Sandra,US0112,6.0,2.0,36.0,13.0,Played,Sandra,US0112,Not needed,2.0
US,US21,Survivor: Nicaragua,21.0,Marty,US0311,1.0,1.0,6.0,2.0,Found,,,,
US,US21,Survivor: Nicaragua,21.0,Sash,US0319,1.0,2.0,18.0,7.0,Received,,,,
US,US21,Survivor: Nicaragua,21.0,Sash,US0319,1.0,3.0,36.0,14.0,Played,Sash,US0319,Not needed,1.0
US,US21,Survivor: Nicaragua,21.0,NaOnka,US0313,2.0,1.0,9.0,4.0,Found,,,,
US,US21,Survivor: Nicaragua,21.0,Chase,US0320,2.0,2.0,28.0,11.0,Received,,,,
US,US21,Survivor: Nicaragua,21.0,Chase,US0320,2.0,3.0,28.0,12.0,Received,,,,
US,US21,Survivor: Nicaragua,21.0,Chase,US0320,2.0,4.0,36.0,14.0,Played,Chase,US0320,Not needed,0.0
US,US22,Survivor: Redemption Island,22.0,Kristina,US0324,1.0,1.0,1.0,1.0,Found,,,,
US,US22,Survivor: Redemption Island,22.0,Kristina,US0324,1.0,2.0,5.0,2.0,Played,Kristina,US0324,Not needed,2.0
US,US22,Survivor: Redemption Island,22.0,Ralph,US0331,2.0,1.0,4.0,2.0,Found,,,,
US,US22,Survivor: Redemption Island,22.0,Ralph,US0331,2.0,2.0,21.0,8.0,Played,Mike,US0328,Not needed,0.0
US,US22,Survivor: Redemption Island,22.0,Boston Rob,US0055,3.0,1.0,10.0,4.0,Found,,,,
US,US22,Survivor: Redemption Island,22.0,Boston Rob,US0055,3.0,2.0,37.0,14.0,Played,Boston Rob,US0055,Not needed,1.0
US,US23,Survivor: South Pacific,23.0,Ozzy,US0201,1.0,1.0,4.0,2.0,Found,,,,
US,US23,Survivor: South Pacific,23.0,Cochran,US0348,1.0,2.0,18.0,7.0,Received,,,,
US,US23,Survivor: South Pacific,23.0,Ozzy,US0201,1.0,3.0,19.0,8.0,Received,,,,
US,US23,Survivor: South Pacific,23.0,Ozzy,US0201,1.0,4.0,21.0,8.0,Played,Whitney,US0347,Not needed,0.0
US,US23,Survivor: South Pacific,23.0,Coach,US0277,2.0,1.0,12.0,5.0,Found,,,,
US,US23,Survivor: South Pacific,23.0,Coach,US0277,2.0,2.0,37.0,15.0,Expired,,,,
US,US24,Survivor: One World,24.0,Sabrina,US0370,1.0,1.0,2.0,1.0,Found,,,,
US,US24,Survivor: One World,24.0,Colton,US0359,1.0,2.0,3.0,1.0,Received,,,,
US,US24,Survivor: One World,24.0,Colton,US0359,1.0,3.0,16.0,6.0,Quit with advantage,,,,
US,US24,Survivor: One World,24.0,Kim,US0371,2.0,1.0,14.0,5.0,Found,,,,
US,US24,Survivor: One World,24.0,Kim,US0371,2.0,2.0,37.0,14.0,Expired,,,,
US,US24,Survivor: One World,24.0,Troyzan,US0364,3.0,1.0,19.0,7.0,Found,,,,
US,US24,Survivor: One World,24.0,Troyzan,US0364,3.0,2.0,25.0,9.0,Played,Troyzan,US0364,Not needed,2.0
US,US25,Survivor: Philippines,25.0,Jonathan,US0196,1.0,1.0,4.0,2.0,Found,,,,
US,US25,Survivor: Philippines,25.0,Jonathan,US0196,1.0,2.0,19.0,7.0,Played,Jonathan,US0196,Yes,5.0
US,US25,Survivor: Philippines,25.0,Abi-Maria,US0383,2.0,1.0,8.0,3.0,Found,,,,
US,US25,Survivor: Philippines,25.0,Abi-Maria,US0383,2.0,2.0,27.0,10.0,Played,Abi-Maria,US0383,Yes,3.0
US,US25,Survivor: Philippines,25.0,Malcolm,US0384,3.0,1.0,11.0,5.0,Found,,,,
US,US25,Survivor: Philippines,25.0,Malcolm,US0384,3.0,2.0,37.0,14.0,Expired,,,,
US,US26,Survivor: Caramoan,26.0,Reynold,US0394,1.0,1.0,4.0,2.0,Found,,,,
US,US26,Survivor: Caramoan,26.0,Reynold,US0394,1.0,2.0,10.0,4.0,Played,Reynold,US0394,Not needed,1.0
US,US26,Survivor: Caramoan,26.0,Malcolm,US0384,2.0,1.0,6.0,3.0,Found,,,,
US,US26,Survivor: Caramoan,26.0,Malcolm,US0384,2.0,2.0,28.0,10.0,Played,Malcolm,US0384,Not needed,2.0
US,US26,Survivor: Caramoan,26.0,Reynold,US0394,3.0,1.0,11.0,5.0,Found,,,,
US,US26,Survivor: Caramoan,26.0,Reynold,US0394,3.0,2.0,25.0,9.0,Played,Malcolm,US0384,Not needed,0.0
US,US26,Survivor: Caramoan,26.0,Malcolm,US0384,4.0,1.0,28.0,10.0,Found,,,,
US,US26,Survivor: Caramoan,26.0,Malcolm,US0384,4.0,2.0,28.0,10.0,Played,Eddie,US0395,Yes,4.0
US,US26,Survivor: Caramoan,26.0,Erik,US0246,5.0,1.0,31.0,12.0,Found,,,,
US,US26,Survivor: Caramoan,26.0,Andrea,US0333,5.0,2.0,31.0,12.0,Received,,,,
US,US26,Survivor: Caramoan,26.0,Andrea,US0333,5.0,3.0,33.0,12.0,Voted out with advantage,,,,
US,US27,Survivor: Blood vs. Water,27.0,Tyson,US0274,1.0,1.0,19.0,8.0,Found,,,,
US,US27,Survivor: Blood vs. Water,27.0,Tyson,US0274,1.0,2.0,29.0,11.0,Played,Tyson,US0274,Not needed,0.0
US,US27,Survivor: Blood vs. Water,27.0,Tyson,US0274,2.0,1.0,30.0,12.0,Found,,,,
US,US27,Survivor: Blood vs. Water,27.0,Tyson,US0274,2.0,2.0,37.0,14.0,Played,Gervase,US0010,Not needed,2.0
US,US28,Survivor: Cagayan,28.0,Garrett,US0408,1.0,1.0,1.0,1.0,Found,,,,
US,US28,Survivor: Cagayan,28.0,Garrett,US0408,1.0,2.0,6.0,1.0,Voted out with advantage,,,,
US,US28,Survivor: Cagayan,28.0,Tony,US0424,2.0,1.0,6.0,1.0,Found,,,,
US,US28,Survivor: Cagayan,28.0,Tony,US0424,2.0,2.0,19.0,6.0,Played,LJ,US0416,Not needed,0.0
US,US28,Survivor: Cagayan,28.0,LJ,US0416,3.0,1.0,7.0,2.0,Found,,,,
US,US28,Survivor: Cagayan,28.0,LJ,US0416,3.0,2.0,19.0,6.0,Played,Tony,US0424,Not needed,0.0
US,US28,Survivor: Cagayan,28.0,Spencer,US0421,4.0,1.0,20.0,7.0,Found,,,,
US,US28,Survivor: Cagayan,28.0,Spencer,US0421,4.0,2.0,28.0,9.0,Played,Spencer,US0421,Not needed,0.0
US,US28,Survivor: Cagayan,28.0,Tony,US0424,5.0,1.0,28.0,9.0,Found,,,,
US,US28,Survivor: Cagayan,28.0,Tony,US0424,5.0,2.0,37.0,13.0,Expired,,,,
US,US28,Survivor: Cagayan,28.0,Tony,US0424,6.0,1.0,29.0,10.0,Found,,,,
US,US28,Survivor: Cagayan,28.0,Tony,US0424,6.0,2.0,36.0,12.0,Played,Tony,US0424,Not needed,0.0
US,US29,Survivor: San Juan del Sur,29.0,John,US0427,1.0,1.0,6.0,2.0,Found,,,,
US,US29,Survivor: San Juan del Sur,29.0,John,US0427,1.0,2.0,8.0,3.0,Voted out with advantage,,,,
US,US29,Survivor: San Juan del Sur,29.0,Keith,US0439,2.0,1.0,9.0,4.0,Found,,,,
US,US29,Survivor: San Juan del Sur,29.0,Keith,US0439,2.0,2.0,26.0,10.0,Played,Keith,US0439,Yes,3.0
US,US29,Survivor: San Juan del Sur,29.0,Jon,US0437,3.0,1.0,19.0,8.0,Found,,,,
US,US29,Survivor: San Juan del Sur,29.0,Jon,US0437,3.0,2.0,26.0,10.0,Played,Jon,US0437,Yes,4.0
US,US29,Survivor: San Juan del Sur,29.0,Natalie,US0442,4.0,1.0,25.0,10.0,Found,,,,
US,US29,Survivor: San Juan del Sur,29.0,Natalie,US0442,4.0,2.0,37.0,14.0,Played,Jaclyn,US0441,Yes,3.0
US,US29,Survivor: San Juan del Sur,29.0,Jon,US0437,5.0,1.0,27.0,11.0,Found,,,,
US,US29,Survivor: San Juan del Sur,29.0,Jon,US0437,5.0,2.0,35.0,13.0,Voted out with advantage,,,,
US,US30,Survivor: Worlds Apart,30.0,Carolyn,US0459,1.0,1.0,2.0,1.0,Found,,,,
US,US30,Survivor: Worlds Apart,30.0,Carolyn,US0459,1.0,2.0,35.0,13.0,Played,Carolyn,US0459,Yes,5.0
US,US30,Survivor: Worlds Apart,30.0,Jenn,US0452,2.0,1.0,9.0,4.0,Found,,,,
US,US30,Survivor: Worlds Apart,30.0,Jenn,US0452,2.0,2.0,19.0,7.0,Played,Jenn,US0452,Yes,7.0
US,US30,Survivor: Worlds Apart,30.0,Mike,US0460,3.0,1.0,21.0,8.0,Found,,,,
US,US30,Survivor: Worlds Apart,30.0,Mike,US0460,3.0,2.0,32.0,12.0,Played,Mike,US0460,Yes,4.0
US,US30,Survivor: Worlds Apart,30.0,Dan,US0455,4.0,1.0,25.0,10.0,Found,,,,
US,US30,Survivor: Worlds Apart,30.0,Dan,US0455,4.0,2.0,35.0,13.0,Played,Carolyn,US0459,No,
US,US31,Survivor: Cambodia,31.0,Kelley,US0429,1.0,1.0,3.0,1.0,Found,,,,
US,US31,Survivor: Cambodia,31.0,Kelley,US0429,1.0,2.0,21.0,8.0,Played,Kelley,US0429,Yes,9.0
US,US31,Survivor: Cambodia,31.0,Jeremy,US0433,2.0,1.0,9.0,3.0,Found,,,,
US,US31,Survivor: Cambodia,31.0,Jeremy,US0433,2.0,2.0,26.0,10.0,Played,Stephen,US0280,Yes,5.0
US,US31,Survivor: Cambodia,31.0,Jeremy,US0433,3.0,1.0,22.0,9.0,Found,,,,
US,US31,Survivor: Cambodia,31.0,Jeremy,US0433,3.0,2.0,36.0,14.0,Played,Jeremy,US0433,Yes,3.0
US,US31,Survivor: Cambodia,31.0,Stephen,US0280,4.0,1.0,24.0,9.0,Found,,,,
US,US31,Survivor: Cambodia,31.0,Stephen,US0280,4.0,2.0,29.0,11.0,Played,Joe,US0451,No,
US,US31,Survivor: Cambodia,31.0,Kelley,US0429,5.0,1.0,28.0,11.0,Found,,,,
US,US31,Survivor: Cambodia,31.0,Kelley,US0429,5.0,2.0,36.0,14.0,Played,Kelley,US0429,Yes,3.0
US,US32,Survivor: Kaoh Rong,32.0,Tai,US0476,1.0,1.0,7.0,3.0,Found,,,,
US,US32,Survivor: Kaoh Rong,32.0,Tai,US0476,1.0,2.0,37.0,14.0,Expired,,,,
US,US32,Survivor: Kaoh Rong,32.0,Jason,US0473,2.0,1.0,7.0,3.0,Found,,,,
US,US32,Survivor: Kaoh Rong,32.0,Scot,US0471,2.0,2.0,27.0,10.0,Received,,,,
US,US32,Survivor: Kaoh Rong,32.0,Scot,US0471,2.0,3.0,27.0,10.0,Voted out with advantage,,,,
US,US32,Survivor: Kaoh Rong,32.0,Neal,US0468,3.0,1.0,12.0,5.0,Found,,,,
US,US32,Survivor: Kaoh Rong,32.0,Neal,US0468,3.0,2.0,19.0,7.0,Medically evacuated with advantage,,,,
US,US32,Survivor: Kaoh Rong,32.0,Tai,US0476,4.0,1.0,25.0,10.0,Found,,,,
US,US32,Survivor: Kaoh Rong,32.0,Tai,US0476,4.0,2.0,32.0,12.0,Played,Michele,US0478,No,
US,US33,Survivor: Millennials vs. Gen X,33.0,Jessica,US0489,1.0,1.0,1.0,1.0,Found,,,,
US,US33,Survivor: Millennials vs. Gen X,33.0,Ken,US0497,1.0,2.0,30.0,10.0,Received,,,,
US,US33,Survivor: Millennials vs. Gen X,33.0,Ken,US0497,1.0,3.0,36.0,13.0,Played,Ken,US0497,Not needed,1.0
US,US33,Survivor: Millennials vs. Gen X,33.0,David,US0495,2.0,1.0,5.0,2.0,Found,,,,
US,US33,Survivor: Millennials vs. Gen X,33.0,David,US0495,2.0,2.0,12.0,4.0,Played,Jessica,US0489,Yes,5.0
US,US33,Survivor: Millennials vs. Gen X,33.0,Adam,US0498,3.0,1.0,11.0,4.0,Found,,,,
US,US33,Survivor: Millennials vs. Gen X,33.0,Adam,US0498,3.0,2.0,33.0,11.0,Played,Hannah,US0496,Not needed,4.0
US,US33,Survivor: Millennials vs. Gen X,33.0,David,US0495,4.0,1.0,13.0,5.0,Found,,,,
US,US33,Survivor: Millennials vs. Gen X,33.0,David,US0495,4.0,2.0,30.0,10.0,Played,Ken,US0497,Not needed,0.0
US,US33,Survivor: Millennials vs. Gen X,33.0,Jay,US0493,5.0,1.0,16.0,6.0,Found,,,,
US,US33,Survivor: Millennials vs. Gen X,33.0,Jay,US0493,5.0,2.0,35.0,12.0,Played,Jay,US0493,Not needed,1.0
US,US33,Survivor: Millennials vs. GenX,33.0,Adam,US0498,6.0,1.0,21.0,8.0,Found,,,,
US,US33,Survivor: Millennials vs. GenX,33.0,Jay,US0493,6.0,2.0,31.0,11.0,Received,,,,
US,US33,Survivor: Millennials vs. GenX,33.0,Jay,US0493,6.0,3.0,36.0,13.0,Played,,,Yes,
US,US33,Survivor: Millennials vs. Gen X,33.0,Adam,US0498,7.0,1.0,37.0,13.0,Found,,,,
US,US33,Survivor: Millennials vs. Gen X,33.0,Adam,US0498,7.0,2.0,37.0,13.0,Played,Adam,US0498,Not needed,0.0
US,US34,Survivor: Game Changers,34.0,Sierra,US0456,1.0,1.0,1.0,1.0,Found,,,,
US,US34,Survivor: Game Changers,34.0,Sarah,US0414,1.0,2.0,32.0,10.0,Received,,,,
US,US34,Survivor: Game Changers,34.0,Sarah,US0414,1.0,3.0,36.0,12.0,Played,Sarah,US0414,Yes,3.0
US,US34,Survivor: Game Changers,34.0,Troyzan,US0364,2.0,1.0,9.0,2.0,Found,,,,
US,US34,Survivor: Game Changers,34.0,Troyzan,US0364,2.0,2.0,36.0,12.0,Played,Troyzan,US0364,Not needed,0.0
US,US34,Survivor: Game Changers,34.0,Tai,US0476,3.0,1.0,11.0,3.0,Found,,,,
US,US34,Survivor: Game Changers,34.0,Tai,US0476,3.0,2.0,11.0,3.0,Played,Sierra,US0456,Yes,6.0
US,US34,Survivor: Game Changers,34.0,J.T.,US0281,4.0,1.0,12.0,4.0,Found,,,,
US,US34,Survivor: Game Changers,34.0,J.T.,US0281,4.0,2.0,13.0,4.0,Voted out with advantage,,,,
US,US34,Survivor: Game Changers,34.0,Debbie,US0470,5.0,1.0,14.0,5.0,Found,,,,
US,US34,Survivor: Game Changers,34.0,Debbie,US0470,5.0,2.0,24.0,7.0,Played,Ozzy,US0201,Not needed,
US,US34,Survivor: Game Changers,34.0,Tai,US0476,6.0,1.0,14.0,5.0,Found,,,,
US,US34,Survivor: Game Changers,34.0,Tai,US0476,6.0,2.0,36.0,12.0,Played,Tai,US0476,Yes,2.0
US,US34,Survivor: Game Changers,34.0,Tai,US0476,7.0,1.0,14.0,5.0,Found,,,,
US,US34,Survivor: Game Changers,34.0,Tai,US0476,7.0,2.0,36.0,12.0,Played,Aubry,US0477,Yes,1.0
US,US34,Survivor: Game Changers,34.0,Sarah,US0414,8.0,1.0,25.0,8.0,Found,,,,
US,US34,Survivor: Game Changers,34.0,Sarah,US0414,8.0,2.0,35.0,11.0,Played,Tai,US0476,Yes,
US,US35,Survivor: Heroes vs. Healers vs. Hustlers,35.0,Lauren,US0510,6.0,1.0,20.0,8.0,Found,,,,
US,US35,Survivor: Heroes vs. Healers vs. Hustlers,35.0,Lauren,US0510,6.0,2.0,33.0,11.0,Voted out with advantage,,,,
US,US35,Survivor: Heroes vs. Healers vs. Hustlers,35.0,Joe,US0509,2.0,1.0,5.0,2.0,Found,,,,
US,US35,Survivor: Heroes vs. Healers vs. Hustlers,35.0,Joe,US0509,2.0,2.0,11.0,4.0,Played,Joe,US0509,Yes,2.0
US,US35,Survivor: Heroes vs. Healers vs. Hustlers,35.0,Mike,US0512,4.0,1.0,13.0,5.0,Found,,,,
US,US35,Survivor: Heroes vs. Healers vs. Hustlers,35.0,Mike,US0512,4.0,2.0,24.0,9.0,Played,Mike,US0512,Not needed,2.0
US,US35,Survivor: Heroes vs. Healers vs. Hustlers,35.0,Joe,US0509,5.0,1.0,15.0,6.0,Found,,,,
US,US35,Survivor: Heroes vs. Healers vs. Hustlers,35.0,Joe,US0509,5.0,2.0,19.0,7.0,Played,Joe,US0509,Not needed,0.0
US,US35,Survivor: Heroes vs. Healers vs. Hustlers,35.0,Ryan,US0514,7.0,1.0,20.0,8.0,Found,,,,
US,US35,Survivor: Heroes vs. Healers vs. Hustlers,35.0,Ryan,US0514,7.0,2.0,30.0,10.0,Played,Ryan,US0514,Not needed,2.0
US,US35,Survivor: Heroes vs. Healers vs. Hustlers,35.0,Ben,US0516,8.0,1.0,27.0,10.0,Found,,,,
US,US35,Survivor: Heroes vs. Healers vs. Hustlers,35.0,Ben,US0516,8.0,2.0,33.0,11.0,Played,Ben,US0516,Yes,6.0
US,US35,Survivor: Heroes vs. Healers vs. Hustlers,35.0,Lauren,US0510,9.0,1.0,31.0,11.0,Found,,,,
US,US35,Survivor: Heroes vs. Healers vs. Hustlers,35.0,Lauren,US0510,13.0,1.0,33.0,11.0,Found,,,,
US,US35,Survivor: Heroes vs. Healers vs. Hustlers,35.0,Lauren,US0510,13.0,2.0,33.0,11.0,Absorbed,,,,
US,US35,Survivor: Heroes vs. Healers vs. Hustlers,35.0,Lauren,US0510,14.0,2.0,33.0,11.0,Activated,,,,
US,US35,Survivor: Heroes vs. Healers vs. Hustlers,35.0,Lauren,US0510,14.0,3.0,33.0,11.0,Voted out with advantage,,,,
US,US35,Survivor: Heroes vs. Healers vs. Hustlers,35.0,Lauren,US0510,10.0,1.0,33.0,11.0,Found,,,,
US,US35,Survivor: Heroes vs. Healers vs. Hustlers,35.0,Mike,US0512,10.0,2.0,33.0,11.0,Received,,,,
US,US35,Survivor: Heroes vs. Healers vs. Hustlers,35.0,Mike,US0512,10.0,3.0,37.0,11.0,Destroyed,,,,
US,US35,Survivor: Heroes vs. Healers vs. Hustlers,35.0,Ben,US0516,11.0,1.0,36.0,12.0,Found,,,,
US,US35,Survivor: Heroes vs. Healers vs. Hustlers,35.0,Ben,US0516,11.0,2.0,36.0,12.0,Played,Ben,US0516,Not needed,0.0
US,US35,Survivor: Heroes vs. Healers vs. Hustlers,35.0,Ben,US0516,12.0,1.0,37.0,13.0,Found,,,,
US,US35,Survivor: Heroes vs. Healers vs. Hustlers,35.0,Ben,US0516,12.0,2.0,37.0,13.0,Played,Ben,US0516,Yes,3.0
US,US35,Survivor: Heroes vs. Healers vs. Hustlers,35.0,Ryan,US0514,1.0,1.0,1.0,1.0,Found,,,,
US,US35,Survivor: Heroes vs. Healers vs. Hustlers,35.0,Chrissy,US0515,1.0,2.0,3.0,1.0,Received,,,,
US,US35,Survivor: Heroes vs. Healers vs. Hustlers,35.0,Chrissy,US0515,1.0,3.0,37.0,13.0,Expired,,,,
US,US35,Survivor: Heroes vs. Healers vs. Hustlers,35.0,Jessica,US0505,3.0,1.0,9.0,4.0,Found,,,,
US,US35,Survivor: Heroes vs. Healers vs. Hustlers,35.0,Jessica,US0505,3.0,2.0,11.0,4.0,Played,Devon,US0513,Yes,
US,US36,Survivor: Ghost Island,36.0,Jacob,US0518,1.0,1.0,3.0,1.0,Found,,,,
US,US36,Survivor: Ghost Island,36.0,Morgan,US0519,1.0,2.0,4.0,1.0,Received,,,,
US,US36,Survivor: Ghost Island,36.0,Domenick,US0535,1.0,3.0,9.0,2.0,Received,,,,
US,US36,Survivor: Ghost Island,36.0,Domenick,US0535,1.0,4.0,22.0,7.0,Played,Domenick,US0535,Not needed,0.0
US,US36,Survivor: Ghost Island,36.0,Domenick,US0535,2.0,1.0,4.0,1.0,Found,,,,
US,US36,Survivor: Ghost Island,36.0,Domenick,US0535,2.0,2.0,37.0,13.0,Played,Domenick,US0535,Not needed,0.0
US,US36,Survivor: Ghost Island,36.0,Michael,US0528,3.0,1.0,8.0,2.0,Found,,,,
US,US36,Survivor: Ghost Island,36.0,Michael,US0528,3.0,2.0,12.0,3.0,Played,Stephanie,US0521,Not needed,0.0
US,US36,Survivor: Ghost Island,36.0,Kellyn,US0530,4.0,1.0,18.0,6.0,Found,,,,
US,US36,Survivor: Ghost Island,36.0,Kellyn,US0530,4.0,2.0,29.0,10.0,Played,Laurel,US0534,No,
US,US36,Survivor: Ghost Island,36.0,Michael,US0528,5.0,1.0,18.0,6.0,Found,,,,
US,US36,Survivor: Ghost Island,36.0,Michael,US0528,5.0,2.0,25.0,8.0,Played,Michael,US0528,Yes,7.0
US,US36,Survivor: Ghost Island,36.0,Wendell,US0536,6.0,1.0,18.0,6.0,Found,,,,
US,US36,Survivor: Ghost Island,36.0,Wendell,US0536,6.0,2.0,37.0,13.0,Played,Laurel,US0534,Not needed,1.0
US,US36,Survivor: Ghost Island,36.0,Chris,US0524,7.0,1.0,20.0,7.0,Found,,,,
US,US36,Survivor: Ghost Island,36.0,Chris,US0524,7.0,2.0,22.0,7.0,Voted out with advantage,,,,
US,US36,Survivor: Ghost Island,36.0,Donathan,US0532,8.0,1.0,27.0,9.0,Found,,,,
US,US36,Survivor: Ghost Island,36.0,Donathan,US0532,8.0,2.0,27.0,9.0,Activated,,,,
US,US36,Survivor: Ghost Island,36.0,Donathan,US0532,8.0,3.0,29.0,10.0,Played,Donathan,US0532,Not needed,1.0
US,US36,Survivor: Ghost Island,36.0,Donathan,US0532,9.0,1.0,27.0,9.0,Found,,,,
US,US36,Survivor: Ghost Island,36.0,Donathan,US0532,9.0,2.0,29.0,10.0,Absorbed,,,,
