version,version_season,season_name,season,episode,day,castaway_id,castaway,tribe,tribe_status
US,US01,Survivor: Borneo,1.0,8.0,24.0,US0010,Gervase,Rattana,Merged
US,US01,Survivor: Borneo,1.0,8.0,24.0,US0011,Colleen,Rattana,Merged
US,US01,Survivor: Borneo,1.0,8.0,24.0,US0012,Sean,Rattana,Merged
US,US01,Survivor: Borneo,1.0,8.0,24.0,US0013,Sue,Rattana,Merged
US,US01,Survivor: Borneo,1.0,8.0,24.0,US0014,Rudy,Rattana,Merged
US,US01,Survivor: Borneo,1.0,8.0,24.0,US0015,Kelly,Rattana,Merged
US,US01,Survivor: Borneo,1.0,8.0,24.0,US0016,Richard,Rattana,Merged
US,US01,Survivor: Borneo,1.0,9.0,27.0,US0009,Jenna,Rattana,Merged
US,US01,Survivor: Borneo,1.0,9.0,27.0,US0010,Gervase,Rattana,Merged
US,US01,Survivor: Borneo,1.0,9.0,27.0,US0011,Colleen,Rattana,Merged
US,US01,Survivor: Borneo,1.0,9.0,27.0,US0012,Sean,Rattana,Merged
US,US01,Survivor: Borneo,1.0,9.0,27.0,US0013,Sue,Rattana,Merged
US,US01,Survivor: Borneo,1.0,9.0,27.0,US0014,Rudy,Rattana,Merged
US,US01,Survivor: Borneo,1.0,9.0,27.0,US0015,Kelly,Rattana,Merged
US,US01,Survivor: Borneo,1.0,9.0,27.0,US0016,Richard,Rattana,Merged
US,US01,Survivor: Borneo,1.0,10.0,30.0,US0010,Gervase,Rattana,Merged
US,US01,Survivor: Borneo,1.0,10.0,30.0,US0011,Colleen,Rattana,Merged
US,US01,Survivor: Borneo,1.0,10.0,30.0,US0012,Sean,Rattana,Merged
US,US01,Survivor: Borneo,1.0,10.0,30.0,US0013,Sue,Rattana,Merged
US,US01,Survivor: Borneo,1.0,10.0,30.0,US0014,Rudy,Rattana,Merged
US,US01,Survivor: Borneo,1.0,10.0,30.0,US0015,Kelly,Rattana,Merged
US,US01,Survivor: Borneo,1.0,10.0,30.0,US0016,Richard,Rattana,Merged
US,US01,Survivor: Borneo,1.0,11.0,33.0,US0011,Colleen,Rattana,Merged
US,US01,Survivor: Borneo,1.0,11.0,33.0,US0012,Sean,Rattana,Merged
US,US01,Survivor: Borneo,1.0,11.0,33.0,US0013,Sue,Rattana,Merged
US,US01,Survivor: Borneo,1.0,11.0,33.0,US0014,Rudy,Rattana,Merged
US,US01,Survivor: Borneo,1.0,11.0,33.0,US0015,Kelly,Rattana,Merged
US,US01,Survivor: Borneo,1.0,11.0,33.0,US0016,Richard,Rattana,Merged
US,US01,Survivor: Borneo,1.0,12.0,36.0,US0012,Sean,Rattana,Merged
US,US01,Survivor: Borneo,1.0,12.0,36.0,US0013,Sue,Rattana,Merged
US,US01,Survivor: Borneo,1.0,12.0,36.0,US0014,Rudy,Rattana,Merged
US,US01,Survivor: Borneo,1.0,12.0,36.0,US0015,Kelly,Rattana,Merged
US,US01,Survivor: Borneo,1.0,12.0,36.0,US0016,Richard,Rattana,Merged
US,US01,Survivor: Borneo,1.0,13.0,37.0,US0013,Sue,Rattana,Merged
US,US01,Survivor: Borneo,1.0,13.0,37.0,US0014,Rudy,Rattana,Merged
US,US01,Survivor: Borneo,1.0,13.0,37.0,US0015,Kelly,Rattana,Merged
US,US01,Survivor: Borneo,1.0,13.0,37.0,US0016,Richard,Rattana,Merged
US,US01,Survivor: Borneo,1.0,13.0,38.0,US0014,Rudy,Rattana,Merged
US,US01,Survivor: Borneo,1.0,13.0,38.0,US0015,Kelly,Rattana,Merged
US,US01,Survivor: Borneo,1.0,13.0,38.0,US0016,Richard,Rattana,Merged
US,US01,Survivor: Borneo,1.0,13.0,39.0,US0015,Kelly,Rattana,Merged
US,US01,Survivor: Borneo,1.0,13.0,39.0,US0016,Richard,Rattana,Merged
US,US02,Survivor: The Australian Outback,2.0,1.0,3.0,US0017,Debb,Kucha,Original
US,US02,Survivor: The Australian Outback,2.0,1.0,3.0,US0021,Kimmi,Kucha,Original
US,US02,Survivor: The Australian Outback,2.0,1.0,3.0,US0022,Michael,Kucha,Original
US,US02,Survivor: The Australian Outback,2.0,1.0,3.0,US0023,Jeff,Kucha,Original
US,US02,Survivor: The Australian Outback,2.0,1.0,3.0,US0024,Alicia,Kucha,Original
US,US02,Survivor: The Australian Outback,2.0,1.0,3.0,US0026,Nick,Kucha,Original
US,US02,Survivor: The Australian Outback,2.0,1.0,3.0,US0028,Rodger,Kucha,Original
US,US02,Survivor: The Australian Outback,2.0,1.0,3.0,US0029,Elisabeth,Kucha,Original
US,US02,Survivor: The Australian Outback,2.0,1.0,3.0,US0018,Kel,Ogakor,Original
US,US02,Survivor: The Australian Outback,2.0,1.0,3.0,US0019,Maralyn,Ogakor,Original
US,US02,Survivor: The Australian Outback,2.0,1.0,3.0,US0020,Mitchell,Ogakor,Original
US,US02,Survivor: The Australian Outback,2.0,1.0,3.0,US0025,Jerri,Ogakor,Original
US,US02,Survivor: The Australian Outback,2.0,1.0,3.0,US0027,Amber,Ogakor,Original
US,US02,Survivor: The Australian Outback,2.0,1.0,3.0,US0030,Keith,Ogakor,Original
US,US02,Survivor: The Australian Outback,2.0,1.0,3.0,US0031,Colby,Ogakor,Original
US,US02,Survivor: The Australian Outback,2.0,1.0,3.0,US0032,Tina,Ogakor,Original
US,US02,Survivor: The Australian Outback,2.0,2.0,6.0,US0021,Kimmi,Kucha,Original
US,US02,Survivor: The Australian Outback,2.0,2.0,6.0,US0022,Michael,Kucha,Original
US,US02,Survivor: The Australian Outback,2.0,2.0,6.0,US0023,Jeff,Kucha,Original
US,US02,Survivor: The Australian Outback,2.0,2.0,6.0,US0024,Alicia,Kucha,Original
US,US02,Survivor: The Australian Outback,2.0,2.0,6.0,US0026,Nick,Kucha,Original
US,US02,Survivor: The Australian Outback,2.0,2.0,6.0,US0028,Rodger,Kucha,Original
US,US02,Survivor: The Australian Outback,2.0,2.0,6.0,US0029,Elisabeth,Kucha,Original
US,US02,Survivor: The Australian Outback,2.0,2.0,6.0,US0018,Kel,Ogakor,Original
US,US02,Survivor: The Australian Outback,2.0,2.0,6.0,US0019,Maralyn,Ogakor,Original
US,US02,Survivor: The Australian Outback,2.0,2.0,6.0,US0020,Mitchell,Ogakor,Original
US,US02,Survivor: The Australian Outback,2.0,2.0,6.0,US0025,Jerri,Ogakor,Original
US,US02,Survivor: The Australian Outback,2.0,2.0,6.0,US0027,Amber,Ogakor,Original
US,US02,Survivor: The Australian Outback,2.0,2.0,6.0,US0030,Keith,Ogakor,Original
US,US02,Survivor: The Australian Outback,2.0,2.0,6.0,US0031,Colby,Ogakor,Original
US,US02,Survivor: The Australian Outback,2.0,2.0,6.0,US0032,Tina,Ogakor,Original
US,US02,Survivor: The Australian Outback,2.0,3.0,9.0,US0021,Kimmi,Kucha,Original
US,US02,Survivor: The Australian Outback,2.0,3.0,9.0,US0022,Michael,Kucha,Original
US,US02,Survivor: The Australian Outback,2.0,3.0,9.0,US0023,Jeff,Kucha,Original
US,US02,Survivor: The Australian Outback,2.0,3.0,9.0,US0024,Alicia,Kucha,Original
US,US02,Survivor: The Australian Outback,2.0,3.0,9.0,US0026,Nick,Kucha,Original
US,US02,Survivor: The Australian Outback,2.0,3.0,9.0,US0028,Rodger,Kucha,Original
US,US02,Survivor: The Australian Outback,2.0,3.0,9.0,US0029,Elisabeth,Kucha,Original
US,US02,Survivor: The Australian Outback,2.0,3.0,9.0,US0019,Maralyn,Ogakor,Original
US,US02,Survivor: The Australian Outback,2.0,3.0,9.0,US0020,Mitchell,Ogakor,Original
US,US02,Survivor: The Australian Outback,2.0,3.0,9.0,US0025,Jerri,Ogakor,Original
US,US02,Survivor: The Australian Outback,2.0,3.0,9.0,US0027,Amber,Ogakor,Original
US,US02,Survivor: The Australian Outback,2.0,3.0,9.0,US0030,Keith,Ogakor,Original
US,US02,Survivor: The Australian Outback,2.0,3.0,9.0,US0031,Colby,Ogakor,Original
US,US02,Survivor: The Australian Outback,2.0,3.0,9.0,US0032,Tina,Ogakor,Original
US,US02,Survivor: The Australian Outback,2.0,4.0,12.0,US0021,Kimmi,Kucha,Original
US,US02,Survivor: The Australian Outback,2.0,4.0,12.0,US0022,Michael,Kucha,Original
US,US02,Survivor: The Australian Outback,2.0,4.0,12.0,US0023,Jeff,Kucha,Original
US,US02,Survivor: The Australian Outback,2.0,4.0,12.0,US0024,Alicia,Kucha,Original
US,US02,Survivor: The Australian Outback,2.0,4.0,12.0,US0026,Nick,Kucha,Original
US,US02,Survivor: The Australian Outback,2.0,4.0,12.0,US0028,Rodger,Kucha,Original
US,US02,Survivor: The Australian Outback,2.0,4.0,12.0,US0029,Elisabeth,Kucha,Original
US,US02,Survivor: The Australian Outback,2.0,4.0,12.0,US0020,Mitchell,Ogakor,Original
US,US02,Survivor: The Australian Outback,2.0,4.0,12.0,US0025,Jerri,Ogakor,Original
US,US02,Survivor: The Australian Outback,2.0,4.0,12.0,US0027,Amber,Ogakor,Original
US,US02,Survivor: The Australian Outback,2.0,4.0,12.0,US0030,Keith,Ogakor,Original
US,US02,Survivor: The Australian Outback,2.0,4.0,12.0,US0031,Colby,Ogakor,Original
US,US02,Survivor: The Australian Outback,2.0,4.0,12.0,US0032,Tina,Ogakor,Original
US,US02,Survivor: The Australian Outback,2.0,5.0,15.0,US0021,Kimmi,Kucha,Original
US,US02,Survivor: The Australian Outback,2.0,5.0,15.0,US0022,Michael,Kucha,Original
US,US02,Survivor: The Australian Outback,2.0,5.0,15.0,US0023,Jeff,Kucha,Original
US,US02,Survivor: The Australian Outback,2.0,5.0,15.0,US0024,Alicia,Kucha,Original
US,US02,Survivor: The Australian Outback,2.0,5.0,15.0,US0026,Nick,Kucha,Original
US,US02,Survivor: The Australian Outback,2.0,5.0,15.0,US0028,Rodger,Kucha,Original
US,US02,Survivor: The Australian Outback,2.0,5.0,15.0,US0029,Elisabeth,Kucha,Original
US,US02,Survivor: The Australian Outback,2.0,5.0,15.0,US0025,Jerri,Ogakor,Original
US,US02,Survivor: The Australian Outback,2.0,5.0,15.0,US0027,Amber,Ogakor,Original
US,US02,Survivor: The Australian Outback,2.0,5.0,15.0,US0030,Keith,Ogakor,Original
US,US02,Survivor: The Australian Outback,2.0,5.0,15.0,US0031,Colby,Ogakor,Original
US,US02,Survivor: The Australian Outback,2.0,5.0,15.0,US0032,Tina,Ogakor,Original
US,US02,Survivor: The Australian Outback,2.0,6.0,17.0,US0022,Michael,Kucha,Original
US,US02,Survivor: The Australian Outback,2.0,6.0,17.0,US0023,Jeff,Kucha,Original
US,US02,Survivor: The Australian Outback,2.0,6.0,17.0,US0024,Alicia,Kucha,Original
US,US02,Survivor: The Australian Outback,2.0,6.0,17.0,US0026,Nick,Kucha,Original
US,US02,Survivor: The Australian Outback,2.0,6.0,17.0,US0028,Rodger,Kucha,Original
US,US02,Survivor: The Australian Outback,2.0,6.0,17.0,US0029,Elisabeth,Kucha,Original
US,US02,Survivor: The Australian Outback,2.0,6.0,17.0,US0025,Jerri,Ogakor,Original
US,US02,Survivor: The Australian Outback,2.0,6.0,17.0,US0027,Amber,Ogakor,Original
US,US02,Survivor: The Australian Outback,2.0,6.0,17.0,US0030,Keith,Ogakor,Original
US,US02,Survivor: The Australian Outback,2.0,6.0,17.0,US0031,Colby,Ogakor,Original
US,US02,Survivor: The Australian Outback,2.0,6.0,17.0,US0032,Tina,Ogakor,Original
US,US02,Survivor: The Australian Outback,2.0,7.0,21.0,US0023,Jeff,Barramundi,Merged
US,US02,Survivor: The Australian Outback,2.0,7.0,21.0,US0024,Alicia,Barramundi,Merged
US,US02,Survivor: The Australian Outback,2.0,7.0,21.0,US0025,Jerri,Barramundi,Merged
US,US02,Survivor: The Australian Outback,2.0,7.0,21.0,US0026,Nick,Barramundi,Merged
US,US02,Survivor: The Australian Outback,2.0,7.0,21.0,US0027,Amber,Barramundi,Merged
US,US02,Survivor: The Australian Outback,2.0,7.0,21.0,US0028,Rodger,Barramundi,Merged
US,US02,Survivor: The Australian Outback,2.0,7.0,21.0,US0029,Elisabeth,Barramundi,Merged
US,US02,Survivor: The Australian Outback,2.0,7.0,21.0,US0030,Keith,Barramundi,Merged
US,US02,Survivor: The Australian Outback,2.0,7.0,21.0,US0031,Colby,Barramundi,Merged
US,US02,Survivor: The Australian Outback,2.0,7.0,21.0,US0032,Tina,Barramundi,Merged
US,US02,Survivor: The Australian Outback,2.0,8.0,24.0,US0024,Alicia,Barramundi,Merged
US,US02,Survivor: The Australian Outback,2.0,8.0,24.0,US0025,Jerri,Barramundi,Merged
US,US02,Survivor: The Australian Outback,2.0,8.0,24.0,US0026,Nick,Barramundi,Merged
US,US02,Survivor: The Australian Outback,2.0,8.0,24.0,US0027,Amber,Barramundi,Merged
US,US02,Survivor: The Australian Outback,2.0,8.0,24.0,US0028,Rodger,Barramundi,Merged
US,US02,Survivor: The Australian Outback,2.0,8.0,24.0,US0029,Elisabeth,Barramundi,Merged
US,US02,Survivor: The Australian Outback,2.0,8.0,24.0,US0030,Keith,Barramundi,Merged
US,US02,Survivor: The Australian Outback,2.0,8.0,24.0,US0031,Colby,Barramundi,Merged
US,US02,Survivor: The Australian Outback,2.0,8.0,24.0,US0032,Tina,Barramundi,Merged
US,US02,Survivor: The Australian Outback,2.0,10.0,27.0,US0025,Jerri,Barramundi,Merged
US,US02,Survivor: The Australian Outback,2.0,10.0,27.0,US0026,Nick,Barramundi,Merged
US,US02,Survivor: The Australian Outback,2.0,10.0,27.0,US0027,Amber,Barramundi,Merged
US,US02,Survivor: The Australian Outback,2.0,10.0,27.0,US0028,Rodger,Barramundi,Merged
US,US02,Survivor: The Australian Outback,2.0,10.0,27.0,US0029,Elisabeth,Barramundi,Merged
US,US02,Survivor: The Australian Outback,2.0,10.0,27.0,US0030,Keith,Barramundi,Merged
US,US02,Survivor: The Australian Outback,2.0,10.0,27.0,US0031,Colby,Barramundi,Merged
US,US02,Survivor: The Australian Outback,2.0,10.0,27.0,US0032,Tina,Barramundi,Merged
US,US02,Survivor: The Australian Outback,2.0,11.0,30.0,US0026,Nick,Barramundi,Merged
US,US02,Survivor: The Australian Outback,2.0,11.0,30.0,US0027,Amber,Barramundi,Merged
US,US02,Survivor: The Australian Outback,2.0,11.0,30.0,US0028,Rodger,Barramundi,Merged
US,US02,Survivor: The Australian Outback,2.0,11.0,30.0,US0029,Elisabeth,Barramundi,Merged
US,US02,Survivor: The Australian Outback,2.0,11.0,30.0,US0030,Keith,Barramundi,Merged
US,US02,Survivor: The Australian Outback,2.0,11.0,30.0,US0031,Colby,Barramundi,Merged
US,US02,Survivor: The Australian Outback,2.0,11.0,30.0,US0032,Tina,Barramundi,Merged
US,US02,Survivor: The Australian Outback,2.0,12.0,33.0,US0027,Amber,Barramundi,Merged
US,US02,Survivor: The Australian Outback,2.0,12.0,33.0,US0028,Rodger,Barramundi,Merged
US,US02,Survivor: The Australian Outback,2.0,12.0,33.0,US0029,Elisabeth,Barramundi,Merged
US,US02,Survivor: The Australian Outback,2.0,12.0,33.0,US0030,Keith,Barramundi,Merged
US,US02,Survivor: The Australian Outback,2.0,12.0,33.0,US0031,Colby,Barramundi,Merged
US,US02,Survivor: The Australian Outback,2.0,12.0,33.0,US0032,Tina,Barramundi,Merged
US,US02,Survivor: The Australian Outback,2.0,13.0,36.0,US0028,Rodger,Barramundi,Merged
US,US02,Survivor: The Australian Outback,2.0,13.0,36.0,US0029,Elisabeth,Barramundi,Merged
US,US02,Survivor: The Australian Outback,2.0,13.0,36.0,US0030,Keith,Barramundi,Merged
US,US02,Survivor: The Australian Outback,2.0,13.0,36.0,US0031,Colby,Barramundi,Merged
US,US02,Survivor: The Australian Outback,2.0,13.0,36.0,US0032,Tina,Barramundi,Merged
US,US02,Survivor: The Australian Outback,2.0,14.0,39.0,US0029,Elisabeth,Barramundi,Merged
US,US02,Survivor: The Australian Outback,2.0,14.0,39.0,US0030,Keith,Barramundi,Merged
US,US02,Survivor: The Australian Outback,2.0,14.0,39.0,US0031,Colby,Barramundi,Merged
US,US02,Survivor: The Australian Outback,2.0,14.0,39.0,US0032,Tina,Barramundi,Merged
US,US02,Survivor: The Australian Outback,2.0,15.0,41.0,US0030,Keith,Barramundi,Merged
US,US02,Survivor: The Australian Outback,2.0,15.0,41.0,US0031,Colby,Barramundi,Merged
US,US02,Survivor: The Australian Outback,2.0,15.0,41.0,US0032,Tina,Barramundi,Merged
US,US03,Survivor: Africa,3.0,1.0,3.0,US0033,Diane,Boran,Original
US,US03,Survivor: Africa,3.0,1.0,3.0,US0034,Jessie,Boran,Original
US,US03,Survivor: Africa,3.0,1.0,3.0,US0039,Clarence,Boran,Original
US,US03,Survivor: Africa,3.0,1.0,3.0,US0040,Kelly,Boran,Original
US,US03,Survivor: Africa,3.0,1.0,3.0,US0045,Tom,Boran,Original
US,US03,Survivor: Africa,3.0,1.0,3.0,US0046,Lex,Boran,Original
US,US03,Survivor: Africa,3.0,1.0,3.0,US0047,Kim J.,Boran,Original
US,US03,Survivor: Africa,3.0,1.0,3.0,US0048,Ethan,Boran,Original
US,US03,Survivor: Africa,3.0,1.0,3.0,US0035,Carl,Samburu,Original
US,US03,Survivor: Africa,3.0,1.0,3.0,US0036,Linda,Samburu,Original
US,US03,Survivor: Africa,3.0,1.0,3.0,US0037,Silas,Samburu,Original
US,US03,Survivor: Africa,3.0,1.0,3.0,US0038,Lindsey,Samburu,Original
US,US03,Survivor: Africa,3.0,1.0,3.0,US0041,Brandon,Samburu,Original
US,US03,Survivor: Africa,3.0,1.0,3.0,US0042,Frank,Samburu,Original
US,US03,Survivor: Africa,3.0,1.0,3.0,US0043,Kim P.,Samburu,Original
US,US03,Survivor: Africa,3.0,1.0,3.0,US0044,Teresa,Samburu,Original
US,US03,Survivor: Africa,3.0,2.0,6.0,US0034,Jessie,Boran,Original
US,US03,Survivor: Africa,3.0,2.0,6.0,US0039,Clarence,Boran,Original
US,US03,Survivor: Africa,3.0,2.0,6.0,US0040,Kelly,Boran,Original
US,US03,Survivor: Africa,3.0,2.0,6.0,US0045,Tom,Boran,Original
US,US03,Survivor: Africa,3.0,2.0,6.0,US0046,Lex,Boran,Original
US,US03,Survivor: Africa,3.0,2.0,6.0,US0047,Kim J.,Boran,Original
US,US03,Survivor: Africa,3.0,2.0,6.0,US0048,Ethan,Boran,Original
US,US03,Survivor: Africa,3.0,2.0,6.0,US0035,Carl,Samburu,Original
US,US03,Survivor: Africa,3.0,2.0,6.0,US0036,Linda,Samburu,Original
US,US03,Survivor: Africa,3.0,2.0,6.0,US0037,Silas,Samburu,Original
US,US03,Survivor: Africa,3.0,2.0,6.0,US0038,Lindsey,Samburu,Original
US,US03,Survivor: Africa,3.0,2.0,6.0,US0041,Brandon,Samburu,Original
US,US03,Survivor: Africa,3.0,2.0,6.0,US0042,Frank,Samburu,Original
US,US03,Survivor: Africa,3.0,2.0,6.0,US0043,Kim P.,Samburu,Original
US,US03,Survivor: Africa,3.0,2.0,6.0,US0044,Teresa,Samburu,Original
US,US03,Survivor: Africa,3.0,3.0,9.0,US0039,Clarence,Boran,Original
US,US03,Survivor: Africa,3.0,3.0,9.0,US0040,Kelly,Boran,Original
US,US03,Survivor: Africa,3.0,3.0,9.0,US0045,Tom,Boran,Original
US,US03,Survivor: Africa,3.0,3.0,9.0,US0046,Lex,Boran,Original
US,US03,Survivor: Africa,3.0,3.0,9.0,US0047,Kim J.,Boran,Original
US,US03,Survivor: Africa,3.0,3.0,9.0,US0048,Ethan,Boran,Original
US,US03,Survivor: Africa,3.0,3.0,9.0,US0035,Carl,Samburu,Original
