version,version_season,season_name,season,episode,day,castaway_id,castaway,tribe,tribe_status
US,US01,Survivor: Borneo,1.0,1.0,3.0,US0002,B.B.,Pagong,Original
US,US01,Survivor: Borneo,1.0,1.0,3.0,US0004,Ramona,Pagong,Original
US,US01,Survivor: Borneo,1.0,1.0,3.0,US0006,Joel,Pagong,Original
US,US01,Survivor: Borneo,1.0,1.0,3.0,US0007,Gretchen,Pagong,Original
US,US01,Survivor: Borneo,1.0,1.0,3.0,US0008,Greg,Pagong,Original
US,US01,Survivor: Borneo,1.0,1.0,3.0,US0009,Jenna,Pagong,Original
US,US01,Survivor: Borneo,1.0,1.0,3.0,US0010,Gervase,Pagong,Original
US,US01,Survivor: Borneo,1.0,1.0,3.0,US0011,Colleen,Pagong,Original
US,US01,Survivor: Borneo,1.0,1.0,3.0,US0001,Sonja,Tagi,Original
US,US01,Survivor: Borneo,1.0,1.0,3.0,US0003,Stacey,Tagi,Original
US,US01,Survivor: Borneo,1.0,1.0,3.0,US0005,Dirk,Tagi,Original
US,US01,Survivor: Borneo,1.0,1.0,3.0,US0012,Sean,Tagi,Original
US,US01,Survivor: Borneo,1.0,1.0,3.0,US0013,Sue,Tagi,Original
US,US01,Survivor: Borneo,1.0,1.0,3.0,US0014,Rudy,Tagi,Original
US,US01,Survivor: Borneo,1.0,1.0,3.0,US0015,Kelly,Tagi,Original
US,US01,Survivor: Borneo,1.0,1.0,3.0,US0016,Richard,Tagi,Original
US,US01,Survivor: Borneo,1.0,2.0,6.0,US0002,B.B.,Pagong,Original
US,US01,Survivor: Borneo,1.0,2.0,6.0,US0004,Ramona,Pagong,Original
US,US01,Survivor: Borneo,1.0,2.0,6.0,US0006,Joel,Pagong,Original
US,US01,Survivor: Borneo,1.0,2.0,6.0,US0007,Gretchen,Pagong,Original
US,US01,Survivor: Borneo,1.0,2.0,6.0,US0008,Greg,Pagong,Original
US,US01,Survivor: Borneo,1.0,2.0,6.0,US0009,Jenna,Pagong,Original
US,US01,Survivor: Borneo,1.0,2.0,6.0,US0010,Gervase,Pagong,Original
US,US01,Survivor: Borneo,1.0,2.0,6.0,US0011,Colleen,Pagong,Original
US,US01,Survivor: Borneo,1.0,2.0,6.0,US0003,Stacey,Tagi,Original
US,US01,Survivor: Borneo,1.0,2.0,6.0,US0005,Dirk,Tagi,Original
US,US01,Survivor: Borneo,1.0,2.0,6.0,US0012,Sean,Tagi,Original
US,US01,Survivor: Borneo,1.0,2.0,6.0,US0013,Sue,Tagi,Original
US,US01,Survivor: Borneo,1.0,2.0,6.0,US0014,Rudy,Tagi,Original
US,US01,Survivor: Borneo,1.0,2.0,6.0,US0015,Kelly,Tagi,Original
US,US01,Survivor: Borneo,1.0,2.0,6.0,US0016,Richard,Tagi,Original
US,US01,Survivor: Borneo,1.0,3.0,9.0,US0004,Ramona,Pagong,Original
US,US01,Survivor: Borneo,1.0,3.0,9.0,US0006,Joel,Pagong,Original
US,US01,Survivor: Borneo,1.0,3.0,9.0,US0007,Gretchen,Pagong,Original
US,US01,Survivor: Borneo,1.0,3.0,9.0,US0008,Greg,Pagong,Original
US,US01,Survivor: Borneo,1.0,3.0,9.0,US0009,Jenna,Pagong,Original
US,US01,Survivor: Borneo,1.0,3.0,9.0,US0010,Gervase,Pagong,Original
US,US01,Survivor: Borneo,1.0,3.0,9.0,US0011,Colleen,Pagong,Original
US,US01,Survivor: Borneo,1.0,3.0,9.0,US0003,Stacey,Tagi,Original
US,US01,Survivor: Borneo,1.0,3.0,9.0,US0005,Dirk,Tagi,Original
US,US01,Survivor: Borneo,1.0,3.0,9.0,US0012,Sean,Tagi,Original
US,US01,Survivor: Borneo,1.0,3.0,9.0,US0013,Sue,Tagi,Original
US,US01,Survivor: Borneo,1.0,3.0,9.0,US0014,Rudy,Tagi,Original
US,US01,Survivor: Borneo,1.0,3.0,9.0,US0015,Kelly,Tagi,Original
US,US01,Survivor: Borneo,1.0,3.0,9.0,US0016,Richard,Tagi,Original
US,US01,Survivor: Borneo,1.0,4.0,12.0,US0004,Ramona,Pagong,Original
US,US01,Survivor: Borneo,1.0,4.0,12.0,US0006,Joel,Pagong,Original
US,US01,Survivor: Borneo,1.0,4.0,12.0,US0007,Gretchen,Pagong,Original
US,US01,Survivor: Borneo,1.0,4.0,12.0,US0008,Greg,Pagong,Original
US,US01,Survivor: Borneo,1.0,4.0,12.0,US0009,Jenna,Pagong,Original
US,US01,Survivor: Borneo,1.0,4.0,12.0,US0010,Gervase,Pagong,Original
US,US01,Survivor: Borneo,1.0,4.0,12.0,US0011,Colleen,Pagong,Original
US,US01,Survivor: Borneo,1.0,4.0,12.0,US0005,Dirk,Tagi,Original
US,US01,Survivor: Borneo,1.0,4.0,12.0,US0012,Sean,Tagi,Original
US,US01,Survivor: Borneo,1.0,4.0,12.0,US0013,Sue,Tagi,Original
US,US01,Survivor: Borneo,1.0,4.0,12.0,US0014,Rudy,Tagi,Original
US,US01,Survivor: Borneo,1.0,4.0,12.0,US0015,Kelly,Tagi,Original
US,US01,Survivor: Borneo,1.0,4.0,12.0,US0016,Richard,Tagi,Original
US,US01,Survivor: Borneo,1.0,5.0,15.0,US0006,Joel,Pagong,Original
US,US01,Survivor: Borneo,1.0,5.0,15.0,US0007,Gretchen,Pagong,Original
US,US01,Survivor: Borneo,1.0,5.0,15.0,US0008,Greg,Pagong,Original
US,US01,Survivor: Borneo,1.0,5.0,15.0,US0009,Jenna,Pagong,Original
US,US01,Survivor: Borneo,1.0,5.0,15.0,US0010,Gervase,Pagong,Original
US,US01,Survivor: Borneo,1.0,5.0,15.0,US0011,Colleen,Pagong,Original
US,US01,Survivor: Borneo,1.0,5.0,15.0,US0005,Dirk,Tagi,Original
US,US01,Survivor: Borneo,1.0,5.0,15.0,US0012,Sean,Tagi,Original
US,US01,Survivor: Borneo,1.0,5.0,15.0,US0013,Sue,Tagi,Original
US,US01,Survivor: Borneo,1.0,5.0,15.0,US0014,Rudy,Tagi,Original
US,US01,Survivor: Borneo,1.0,5.0,15.0,US0015,Kelly,Tagi,Original
US,US01,Survivor: Borneo,1.0,5.0,15.0,US0016,Richard,Tagi,Original
US,US01,Survivor: Borneo,1.0,6.0,18.0,US0006,Joel,Pagong,Original
US,US01,Survivor: Borneo,1.0,6.0,18.0,US0007,Gretchen,Pagong,Original
US,US01,Survivor: Borneo,1.0,6.0,18.0,US0008,Greg,Pagong,Original
US,US01,Survivor: Borneo,1.0,6.0,18.0,US0009,Jenna,Pagong,Original
US,US01,Survivor: Borneo,1.0,6.0,18.0,US0010,Gervase,Pagong,Original
US,US01,Survivor: Borneo,1.0,6.0,18.0,US0011,Colleen,Pagong,Original
US,US01,Survivor: Borneo,1.0,6.0,18.0,US0012,Sean,Tagi,Original
US,US01,Survivor: Borneo,1.0,6.0,18.0,US0013,Sue,Tagi,Original
US,US01,Survivor: Borneo,1.0,6.0,18.0,US0014,Rudy,Tagi,Original
US,US01,Survivor: Borneo,1.0,6.0,18.0,US0015,Kelly,Tagi,Original
US,US01,Survivor: Borneo,1.0,6.0,18.0,US0016,Richard,Tagi,Original
US,US01,Survivor: Borneo,1.0,7.0,21.0,US0007,Gretchen,Rattana,Merged
US,US01,Survivor: Borneo,1.0,7.0,21.0,US0008,Greg,Rattana,Merged
US,US01,Survivor: Borneo,1.0,7.0,21.0,US0009,Jenna,Rattana,Merged
US,US01,Survivor: Borneo,1.0,7.0,21.0,US0010,Gervase,Rattana,Merged
US,US01,Survivor: Borneo,1.0,7.0,21.0,US0011,Colleen,Rattana,Merged
US,US01,Survivor: Borneo,1.0,7.0,21.0,US0012,Sean,Rattana,Merged
US,US01,Survivor: Borneo,1.0,7.0,21.0,US0013,Sue,Rattana,Merged
US,US01,Survivor: Borneo,1.0,7.0,21.0,US0014,Rudy,Rattana,Merged
US,US01,Survivor: Borneo,1.0,7.0,21.0,US0015,Kelly,Rattana,Merged
US,US01,Survivor: Borneo,1.0,7.0,21.0,US0016,Richard,Rattana,Merged
US,US01,Survivor: Borneo,1.0,8.0,24.0,US0008,Greg,Rattana,Merged
US,US01,Survivor: Borneo,1.0,8.0,24.0,US0009,Jenna,Rattana,Merged
