version,version_season,season_name,season,full_name,castaway_id,castaway,age,city,state,episode,day,order,result,jury_status,original_tribe,result_number,jury,finalist,winner
US,US38,Survivor: Edge of Extinction,38.0,Chris Underwood,US0559,Chris,25.0,Greenville,South Carolina,3.0,8.0,3.0,3rd voted out,,Manu,,False,False,False
US,US38,Survivor: Edge of Extinction,38.0,Rick Devens,US0560,Rick,33.0,Macon,Georgia,4.0,11.0,4.0,4th voted out,,Manu,,False,False,False
US,US38,Survivor: Edge of Extinction,38.0,Aubry Bracco,US0477,Aubry,32.0,Los Angeles,California,5.0,13.0,5.0,5th voted out,2nd jury member,Kama,3.0,True,False,False
US,US38,Survivor: Edge of Extinction,38.0,Wendy Diaz,US0561,Wendy,25.0,Bell,California,5.0,16.0,6.0,6th voted out; Quit EoE,,Manu,4.0,False,False,False
US,US38,Survivor: Edge of Extinction,38.0,Joe Anglim,US0451,Joe,29.0,Ogden,Utah,6.0,19.0,7.0,7th voted out,3rd jury member,Kama,5.0,True,False,False
US,US38,Survivor: Edge of Extinction,38.0,Eric Hafemann,US0562,Eric,34.0,Livermore,California,7.0,22.0,8.0,8th voted out,4th jury member,Kama,6.0,True,False,False
US,US38,Survivor: Edge of Extinction,38.0,Julia Carter,US0563,Julia,25.0,Bethesda,Maryland,8.0,23.0,9.0,9th voted out,5th jury member,Kama,7.0,True,False,False
US,US38,Survivor: Edge of Extinction,38.0,David Wright,US0495,David,44.0,Sherman Oaks,California,9.0,25.0,10.0,10th voted out,6th jury member,Manu,8.0,True,False,False
US,US38,Survivor: Edge of Extinction,38.0,Kelley Wentworth,US0429,Kelley,32.0,Seattle,Washington,9.0,27.0,11.0,11th voted out,7th jury member,Manu,9.0,True,False,False
US,US38,Survivor: Edge of Extinction,38.0,Dan DaSilva,US0564,Wardog,38.0,Los Angeles,California,10.0,29.0,12.0,12th voted out,8th jury member,Manu,10.0,True,False,False
US,US38,Survivor: Edge of Extinction,38.0,Ron Clark,US0565,Ron,45.0,Atlanta,Georgia,11.0,31.0,13.0,13th voted out,9th jury member,Kama,11.0,True,False,False
US,US38,Survivor: Edge of Extinction,38.0,Aurora McCreary,US0566,Aurora,32.0,Orlando,Florida,12.0,34.0,14.0,14th voted out,10th jury member,Kama,12.0,True,False,False
US,US38,Survivor: Edge of Extinction,38.0,Victoria Baamonde,US0567,Victoria,23.0,Bronx,New York,13.0,36.0,15.0,15th voted out,11th jury member,Kama,13.0,True,False,False
US,US38,Survivor: Edge of Extinction,38.0,Lauren O'Connell,US0568,Lauren,21.0,Waco,Texas,13.0,37.0,16.0,16th voted out,12th jury member,Manu,14.0,True,False,False
US,US38,Survivor: Edge of Extinction,38.0,Rick Devens,US0560,Rick,33.0,Macon,Georgia,13.0,38.0,17.0,Eliminated,13th jury member,Manu,15.0,True,False,False
US,US38,Survivor: Edge of Extinction,38.0,Julie Rosenberg,US0569,Julie,46.0,New York City,New York,13.0,39.0,18.0,2nd runner-up,,Kama,16.0,False,True,False
US,US38,Survivor: Edge of Extinction,38.0,Gavin Whitson,US0570,Gavin,23.0,Erwin,Tennessee,13.0,39.0,19.0,Runner-up,,Kama,17.0,False,True,False
US,US38,Survivor: Edge of Extinction,38.0,Chris Underwood,US0559,Chris,25.0,Greenville,South Carolina,13.0,39.0,20.0,Sole Survivor,,Manu,18.0,False,True,True
US,US39,Survivor: Island of the Idols,39.0,Ronnie Bardah,US0571,Ronnie,36.0,Henderson,Nevada,1.0,3.0,1.0,1st voted out,,Lairo,1.0,False,False,False
US,US39,Survivor: Island of the Idols,39.0,Molly Byman,US0572,Molly,27.0,Durham,North Carolina,2.0,6.0,2.0,2nd voted out,,Vokai,2.0,False,False,False
US,US39,Survivor: Island of the Idols,39.0,Vince Moua,US0573,Vince,27.0,Palo Alto,California,3.0,8.0,3.0,3rd voted out,,Lairo,3.0,False,False,False
US,US39,Survivor: Island of the Idols,39.0,Chelsea Walker,US0574,Chelsea,27.0,Los Angeles,California,4.0,11.0,4.0,4th voted out,,Lairo,4.0,False,False,False
US,US39,Survivor: Island of the Idols,39.0,Tom Laidlaw,US0575,Tom,60.0,Greenwich,Connecticut,5.0,14.0,5.0,5th voted out,,Lairo,5.0,False,False,False
US,US39,Survivor: Island of the Idols,39.0,Jason Linden,US0576,Jason,32.0,New York City,New York,6.0,16.0,6.0,6th voted out,,Vokai,6.0,False,False,False
US,US39,Survivor: Island of the Idols,39.0,Jack Nichting,US0577,Jack,23.0,Harrisonburg,Virginia,7.0,19.0,7.0,7th voted out,1st jury member,Vokai,7.0,True,False,False
US,US39,Survivor: Island of the Idols,39.0,Kellee Kim,US0578,Kellee,29.0,Philadelphia,Pennsylvania,8.0,22.0,8.0,8th voted out,2nd jury member,Vokai,8.0,True,False,False
US,US39,Survivor: Island of the Idols,39.0,Jamal Shipman,US0579,Jamal,33.0,Providence,Rhode Island,8.0,24.0,9.0,9th voted out,3rd jury member,Vokai,9.0,True,False,False
US,US39,Survivor: Island of the Idols,39.0,Aaron Meredith,US0580,Aaron,36.0,Warwick,Rhode Island,9.0,27.0,10.0,10th voted out,4th jury member,Lairo,10.0,True,False,False
US,US39,Survivor: Island of the Idols,39.0,Missy Byrd,US0581,Missy,24.0,Tacoma,Washington,9.0,27.0,11.0,11th voted out,5th jury member,Lairo,11.0,True,False,False
US,US39,Survivor: Island of the Idols,39.0,Elizabeth Beisel,US0582,Elizabeth,26.0,Saunderstown,Rhode Island,10.0,30.0,12.0,12th voted out,6th jury member,Lairo,12.0,True,False,False
US,US39,Survivor: Island of the Idols,39.0,Karishma Patel,US0583,Karishma,37.0,Houston,Texas,11.0,32.0,13.0,13th voted out,7th jury member,Lairo,13.0,True,False,False
US,US39,Survivor: Island of the Idols,39.0,Elaine Stott,US0584,Elaine,41.0,Rockholds,Kentucky,12.0,35.0,14.0,14th voted out,8th jury member,Lairo,14.0,True,False,False
US,US39,Survivor: Island of the Idols,39.0,Dan Spilo,US0585,Dan,48.0,Los Angeles,California,13.0,36.0,15.0,Ejected,,Vokai,15.0,False,False,False
US,US39,Survivor: Island of the Idols,39.0,Janet Carbin,US0586,Janet,59.0,Palm Bay,Florida,13.0,37.0,16.0,15th voted out,9th jury member,Vokai,16.0,True,False,False
US,US39,Survivor: Island of the Idols,39.0,Lauren Beck,US0587,Lauren,28.0,Glendale,California,13.0,38.0,17.0,Eliminated,10th jury member,Vokai,17.0,True,False,False
US,US39,Survivor: Island of the Idols,39.0,Noura Salman,US0588,Noura,36.0,North Potomac,Maryland,13.0,39.0,18.0,2nd runner-up,,Vokai,18.0,False,True,False
US,US39,Survivor: Island of the Idols,39.0,Dean Kowalski,US0589,Dean,28.0,New York City,New York,13.0,39.0,19.0,Runner-up,,Lairo,19.0,False,True,False
US,US39,Survivor: Island of the Idols,39.0,Tommy Sheehan,US0590,Tommy,26.0,Long Beach,New York,13.0,39.0,20.0,Sole Survivor,,Vokai,20.0,False,True,True
US,US40,Survivor: Winners at War,40.0,Natalie Anderson,US0442,Natalie,33.0,Edgewater,New Jersey,1.0,2.0,1.0,1st voted out,,Sele,,False,False,False
US,US40,Survivor: Winners at War,40.0,Amber Mariano,US0027,Amber,40.0,Pensacola,Florida,1.0,3.0,2.0,2nd voted out,1st jury member,Dakal,1.0,True,False,False
US,US40,Survivor: Winners at War,40.0,Danni Boatwright,US0166,Danni,43.0,Shawnee,Kansas,2.0,6.0,3.0,3rd voted out,2nd jury member,Sele,2.0,True,False,False
US,US40,Survivor: Winners at War,40.0,Ethan Zohn,US0048,Ethan,45.0,Hillsborough,New Hampshire,3.0,9.0,4.0,4th voted out,3rd jury member,Sele,3.0,True,False,False
US,US40,Survivor: Winners at War,40.0,Tyson Apostol,US0274,Tyson,39.0,Mesa,Arizona,4.0,11.0,5.0,5th voted out,,Dakal,,False,False,False
US,US40,Survivor: Winners at War,40.0,Rob Mariano,US0055,Boston Rob,43.0,Pensacola,Florida,5.0,14.0,6.0,6th voted out,4th jury member,Sele,4.0,True,False,False
US,US40,Survivor: Winners at War,40.0,Parvati Shallow,US0197,Parvati,36.0,Los Angeles,California,6.0,16.0,7.0,7th voted out,5th jury member,Sele,5.0,True,False,False
US,US40,Survivor: Winners at War,40.0,Sandra Diaz-Twine,US0112,Sandra,44.0,Riverview,Florida,6.0,16.0,8.0,8th voted out; Quit EoE,,Dakal,6.0,False,False,False
US,US40,Survivor: Winners at War,40.0,Yul Kwon,US0202,Yul,44.0,Los Altos,California,7.0,18.0,9.0,9th voted out,6th jury member,Dakal,7.0,True,False,False
US,US40,Survivor: Winners at War,40.0,Wendell Holland,US0536,Wendell,35.0,Philadelphia,Pennsylvania,8.0,21.0,10.0,10th voted out,7th jury member,Dakal,8.0,True,False,False
US,US40,Survivor: Winners at War,40.0,Adam Klein,US0498,Adam,28.0,Los Angeles,California,9.0,23.0,11.0,11th voted out,8th jury member,Sele,9.0,True,False,False
US,US40,Survivor: Winners at War,40.0,Tyson Apostol,US0274,Tyson,39.0,Mesa,Arizona,10.0,25.0,12.0,12th voted out,9th jury member,Dakal,10.0,True,False,False
US,US40,Survivor: Winners at War,40.0,Sophie Clarke,US0353,Sophie,29.0,Santa Monica,California,11.0,28.0,13.0,13th voted out,10th jury member,Dakal,11.0,True,False,False
US,US40,Survivor: Winners at War,40.0,Kim Spradlin-Wolfe,US0371,Kim,36.0,San Antonio,Texas,12.0,29.0,14.0,14th voted out,11th jury member,Dakal,12.0,True,False,False
US,US40,Survivor: Winners at War,40.0,Jeremy Collins,US0433,Jeremy,41.0,Foxboro,Massachusetts,13.0,31.0,15.0,15th voted out,12th jury member,Sele,13.0,True,False,False
US,US40,Survivor: Winners at War,40.0,Nick Wilson,US0556,Nick,28.0,Williamsburg,Kentucky,13.0,34.0,16.0,16th voted out,13th jury member,Dakal,14.0,True,False,False
US,US40,Survivor: Winners at War,40.0,Denise Stapley,US0386,Denise,48.0,Marion,Iowa,14.0,36.0,17.0,17th voted out,14th jury member,Sele,15.0,True,False,False
US,US40,Survivor: Winners at War,40.0,Ben Driebergen,US0516,Ben,36.0,Boise,Idaho,14.0,37.0,18.0,18th voted out,15th jury member,Sele,16.0,True,False,False
US,US40,Survivor: Winners at War,40.0,Sarah Lacina,US0414,Sarah,34.0,Cedar Rapids,Iowa,14.0,38.0,19.0,Eliminated,16th jury member,Dakal,17.0,True,False,False
US,US40,Survivor: Winners at War,40.0,Michele Fitzgerald,US0478,Michele,29.0,Hoboken,New Jersey,14.0,39.0,20.0,2nd runner-up,,Sele,18.0,False,True,False
US,US40,Survivor: Winners at War,40.0,Natalie Anderson,US0442,Natalie,33.0,Edgewater,New Jersey,14.0,39.0,21.0,Runner-up,,Sele,19.0,False,True,False
US,US40,Survivor: Winners at War,40.0,Tony Vlachos,US0424,Tony,45.0,Allendale,New Jersey,14.0,39.0,22.0,Sole Survivor,,Dakal,20.0,False,True,True
US,US41,Survivor: 41,41.0,Eric Abraham,US0591,Abraham,51.0,San Antonio,Texas,1.0,3.0,1.0,1st voted out,,Yase,1.0,False,False,False
US,US41,Survivor: 41,41.0,Sara Wilson,US0592,Sara,24.0,Boston,Massachusetts,1.0,3.0,2.0,2nd voted out,,Ua,2.0,False,False,False
US,US41,Survivor: 41,41.0,David Voce,US0607,Voce,35.0,Chicago,Illinois,2.0,5.0,3.0,3rd voted out,,Yase,3.0,False,False,False
US,US41,Survivor: 41,41.0,Brad Reese,US0602,Brad,50.0,Shawnee,Wyoming,3.0,7.0,4.0,4th voted out,,Ua,4.0,False,False,False
US,US41,Survivor: 41,41.0,Jairus Robinson,US0603,JD,20.0,Oklahoma City,Oklahoma,4.0,9.0,5.0,5th voted out,,Ua,5.0,False,False,False
US,US41,Survivor: 41,41.0,Genie Chen,US0595,Genie,46.0,Portland,Oregon,5.0,11.0,6.0,6th voted out,,Ua,6.0,False,False,False
US,US41,Survivor: 41,41.0,Sydney Segal,US0605,Sydney,26.0,Brooklyn,New York,7.0,14.0,7.0,7th voted out,,Luvu,7.0,False,False,False
US,US41,Survivor: 41,41.0,Tiffany Seely,US0604,Tiffany,47.0,Plainview,New York,8.0,16.0,8.0,8th voted out,1st jury member,Yase,8.0,True,False,False
US,US41,Survivor: 41,41.0,Naseer Muttalif,US0600,Naseer,37.0,Morgan Hill,California,9.0,17.0,9.0,9th voted out,2nd jury member,Luvu,9.0,True,False,False
US,US41,Survivor: 41,41.0,Evvie Jagoda,US0598,Evvie,28.0,Arlington,Massachusetts,9.0,17.0,10.0,10th voted out,3rd jury member,Yase,10.0,True,False,False
US,US41,Survivor: 41,41.0,Shantel Smith,US0606,Shan,34.0,Washington,D.C.,10.0,19.0,11.0,11th voted out,4th jury member,Ua,11.0,True,False,False
US,US41,Survivor: 41,41.0,Liana Wallace,US0608,Liana,20.0,Washington,D.C.,11.0,21.0,12.0,12th voted out,5th jury member,Yase,12.0,True,False,False
US,US41,Survivor: 41,41.0,Danny McCray,US0599,Danny,33.0,Frisco,Texas,12.0,23.0,13.0,13th voted out,6th jury member,Luvu,13.0,True,False,False
US,US41,Survivor: 41,41.0,Ricard Foye,US0596,Ricard,31.0,Sedro-Woolley,Washington,13.0,24.0,14.0,14th voted out,7th jury member,Ua,14.0,True,False,False
US,US41,Survivor: 41,41.0,Heather Aldret,US0593,Heather,52.0,Charleston,South Carolina,13.0,25.0,15.0,Eliminated,8th jury member,Luvu,15.0,True,False,False
US,US41,Survivor: 41,41.0,Xander Hastings,US0597,Xander,20.0,Chicago,Illinois,13.0,26.0,16.0,2nd runner-up,,Yase,16.0,False,True,False
US,US41,Survivor: 41,41.0,Deshawn Radden,US0601,Deshawn,26.0,Miami,Florida,13.0,26.0,17.0,Runner-up,,Luvu,17.0,False,True,False
US,US41,Survivor: 41,41.0,Erika Casupanan,US0594,Erika,32.0,Toronta,Ontario,13.0,26.0,18.0,Sole Survivor,,Luvu,18.0,False,True,True
US,US42,Survivor: 42,42.0,Jackson Fox,US0613,Jackson,47.0,Houston,Texas,1.0,3.0,1.0,Medically evacuated,,Taku,1.0,False,False,False
US,US42,Survivor: 42,42.0,Zach Wurthenberger,US0626,Zach,21.0,St. Louis,Missouri,1.0,3.0,2.0,1st voted out,,Ika,2.0,False,False,False
US,US42,Survivor: 42,42.0,Marya Sherron,US0618,Marya,47.0,Noblesville,Indiana,2.0,5.0,3.0,2nd voted out,,Taku,3.0,False,False,False
US,US42,Survivor: 42,42.0,Jenny Kim,US0614,Jenny,43.0,Brooklyn,New York,3.0,7.0,4.0,3rd voted out,,Vati,4.0,False,False,False
US,US42,Survivor: 42,42.0,Swati Goel,US0624,Swati,19.0,Palo Alto,California,4.0,9.0,5.0,4th voted out,,Ika,5.0,False,False,False
US,US42,Survivor: 42,42.0,Daniel Strunk,US0610,Daniel,30.0,New Haven,Connecticut,5.0,11.0,6.0,5th voted out,,Vati,6.0,False,False,False
US,US42,Survivor: 42,42.0,Lydia Meredith,US0617,Lydia,22.0,Santa Monica,California,7.0,14.0,7.0,6th voted out,,Vati,7.0,False,False,False
US,US42,Survivor: 42,42.0,Chanelle Howell,US0609,Chanelle,28.0,New York City,New York,8.0,16.0,8.0,7th voted out,1st jury member,Vati,8.0,True,False,False
US,US42,Survivor: 42,42.0,Rocksroy Bailey,US0622,Rocksroy,43.0,Las Vegas,Nevada,9.0,17.0,9.0,8th voted out,2nd jury member,Ika,9.0,True,False,False
US,US42,Survivor: 42,42.0,Tori Meehan,US0625,Tori,24.0,Rogers,Arizona,9.0,17.0,10.0,9th voted out,3rd jury member,Ika,10.0,True,False,False
US,US42,Survivor: 42,42.0,Hai Giang,US0612,Hai,29.0,New Orleans,Louisiana,10.0,19.0,11.0,10th voted out,4th jury member,Vati,11.0,True,False,False
US,US42,Survivor: 42,42.0,Drea Wheeler,US0611,Drea,34.0,Montreal,Quebec,11.0,21.0,12.0,11th voted out,5th jury member,Ika,12.0,True,False,False
US,US42,Survivor: 42,42.0,Omar Zaheer,US0621,Omar,31.0,Whitby,Ontario,12.0,23.0,13.0,12th voted out,6th jury member,Taku,13.0,True,False,False
US,US42,Survivor: 42,42.0,Lindsay Dolashewich,US0616,Lindsay,30.0,Asbury Park,New Jersey,13.0,24.0,14.0,13th voted out,7th jury member,Taku,14.0,True,False,False
US,US42,Survivor: 42,42.0,Jonathan Young,US0615,Jonathan,28.0,Gulf Shores,Alabama,13.0,25.0,15.0,Eliminated,8th jury member,Taku,15.0,True,False,False
US,US42,Survivor: 42,42.0,Romeo Escobar,US0623,Romeo,37.0,Norwalk,California,13.0,26.0,16.0,2nd runner-up,,Ika,16.0,False,True,False
US,US42,Survivor: 42,42.0,Mike Turner,US0620,Mike,57.0,Hoboken,New Jersey,13.0,26.0,17.0,Runner-up,,Vati,17.0,False,True,False
US,US42,Survivor: 42,42.0,Maryanne Oketch,US0619,Maryanne,24.0,Ajax,Ontario,13.0,26.0,18.0,Sole Survivor,,Taku,18.0,False,True,True
US,US43,Survivor: 43,43.0,Morriah Young,US0639,Morriah,28.0,Philadelphia,Pennsylvania,1.0,3.0,1.0,1st voted out,,Baka,1.0,False,False,False
US,US43,Survivor: 43,43.0,Justine Brennan,US0635,Justine,29.0,Marina Del Ray,California,2.0,5.0,2.0,2nd voted out,,Vesi,2.0,False,False,False
US,US43,Survivor: 43,43.0,Nneka Ejere,US0640,Nneka,43.0,Weatherford,Texas,3.0,7.0,3.0,3rd voted out,,Vesi,3.0,False,False,False
US,US43,Survivor: 43,43.0,Lindsay Carmine,US0637,Lindsay,42.0,Downington,Pennsylvania,4.0,9.0,4.0,4th voted out,,Coco,4.0,False,False,False
US,US43,Survivor: 43,43.0,Geo Bustamante,US0631,Geo,35.0,Honalulu,Hawaii,5.0,11.0,5.0,5th voted out,,Coco,5.0,False,False,False
US,US43,Survivor: 43,43.0,Elie Scott,US0630,Elie,31.0,Salt Lake City,Utah,6.0,13.0,6.0,6th voted out,,Baka,6.0,False,False,False
US,US43,Survivor: 43,43.0,Dwight Moore,US0629,Dwight,21.0,Collierville,Tennasse,7.0,14.0,7.0,7th voted out,,Vesi,7.0,False,False,False
US,US43,Survivor: 43,43.0,Jeanine Zheng,US0633,Jeanine,24.0,San Francisco,California,8.0,16.0,8.0,8th voted out,1st jury member,Baka,8.0,True,False,False
US,US43,Survivor: 43,43.0,James Jones,US0632,James,36.0,Philadelphia,Pennsylvania,9.0,17.0,9.0,9th voted out,2nd jury member,Coco,9.0,True,False,False
US,US43,Survivor: 43,43.0,Ryan Medrano,US0643,Ryan,24.0,El Paso,Texas,9.0,17.0,10.0,10th voted out,3rd jury member,Coco,10.0,True,False,False
US,US43,Survivor: 43,43.0,Noelle Lambert,US0641,Noelle,25.0,Manchester,New Hampshire,10.0,19.0,11.0,11th voted out,4th jury member,Vesi,11.0,True,False,False
US,US43,Survivor: 43,43.0,Sami Layadi,US0644,Sami,19.0,Las Vegas,Nevada,11.0,21.0,12.0,12th voted out,5th jury member,Baka,12.0,True,False,False
US,US43,Survivor: 43,43.0,Cody Assenmacher,US0628,Cody,35.0,Honalulu,Hawaii,12.0,23.0,13.0,13th voted out,6th jury member,Vesi,13.0,True,False,False
US,US43,Survivor: 43,43.0,Karla Cruz Godoy,US0636,Karla,28.0,Dewark,Delaware,13.0,24.0,14.0,14th voted out,7th jury member,Coco,14.0,True,False,False
US,US43,Survivor: 43,43.0,Jesse Lopez,US0634,Jesse,30.0,Durham,North Carolina,13.0,25.0,15.0,Eliminated,8th jury member,Vesi,15.0,True,False,False
US,US43,Survivor: 43,43.0,Owen Knight,US0642,Owen,29.0,New Orleans,Louisiana,13.0,26.0,16.0,2nd runner-up,,Baka,16.0,False,True,False
US,US43,Survivor: 43,43.0,Cassidy Clark,US0627,Cassidy,26.0,Austin,Texas,13.0,26.0,17.0,Runner-up,,Coco,17.0,False,True,False
US,US43,Survivor: 43,43.0,Mike Gabler,US0638,Gabler,51.0,Meridian,Idaho,13.0,26.0,18.0,Sole Survivor,,Baka,18.0,False,True,True
US,US44,Survivor: 44,44.0,Bruce Perreault,US0657,Bruce,45.0,Warwick,Rhode Island,1.0,1.0,1.0,Medically evacuated,,Tika,1.0,False,False,False
US,US44,Survivor: 44,44.0,Maddy Pomilla,US0649,Maddy,28.0,Brooklyn,New York,1.0,3.0,2.0,1st voted out,,Ratu,2.0,False,False,False
US,US44,Survivor: 44,44.0,Helen Li,US0660,Helen,28.0,San Francisco,Calafornia,2.0,5.0,3.0,2nd voted out,,Tika,3.0,False,False,False
US,US44,Survivor: 44,44.0,Claire Rafson,US0651,Claire,25.0,Brooklyn,New York,3.0,7.0,4.0,3rd voted out,,Soka,4.0,False,False,False
US,US44,Survivor: 44,44.0,Sarah Wade,US0661,Sarah,26.0,Chicago,Illinois,4.0,9.0,5.0,4th voted out,,Tika,5.0,False,False,False
US,US44,Survivor: 44,44.0,Matthew Grinstead-Mayle,US0650,Matthew,43.0,Columbus,Ohio,5.0,11.0,6.0,Medically evacuated,,Ratu,6.0,False,False,False
US,US44,Survivor: 44,44.0,Josh Wilder,US0655,Josh,34.0,Atlanta,Georgia,6.0,13.0,7.0,5th voted out,,Soka,7.0,False,False,False
US,US44,Survivor: 44,44.0,Matt Blankinship,US0656,Matt,27.0,San Francisco,Calafornia,7.0,14.0,8.0,6th voted out,1st jury member,Soka,8.0,True,False,False
US,US44,Survivor: 44,44.0,Brandon Cottom,US0645,Brandon,29.0,Newtown,Pennsylvania,8.0,15.0,9.0,7th voted out,2nd jury member,Ratu,9.0,True,False,False
US,US44,Survivor: 44,44.0,Kane Fritzler,US0647,Kane,24.0,Saskatoon,Saskatchewan,9.0,17.0,10.0,8th voted out,3rd jury member,Ratu,10.0,True,False,False
US,US44,Survivor: 44,44.0,Frannie Marin,US0653,Frannie,23.0,Cambridge,Massachusetts,10.0,19.0,11.0,9th voted out,4th jury member,Soka,11.0,True,False,False
US,US44,Survivor: 44,44.0,Danny Massa,US0652,Danny,31.0,Bronx,New York,11.0,21.0,12.0,10th voted out,5th jury member,Soka,12.0,True,False,False
US,US44,Survivor: 44,44.0,Jaime Lynn Ruiz,US0646,Jaime,35.0,Mesa,Arizona,12.0,23.0,13.0,11th voted out,6th jury member,Ratu,13.0,True,False,False
US,US44,Survivor: 44,44.0,Lauren Harpe,US0648,Lauren,30.0,Mont Belvieu,Texas,13.0,24.0,14.0,12th voted out,7th jury member,Ratu,14.0,True,False,False
US,US44,Survivor: 44,44.0,Carson Garrett,US0659,Carson,20.0,Atlanta,Georgia,13.0,25.0,15.0,Eliminated,8th jury member,Tika,15.0,True,False,False
US,US44,Survivor: 44,44.0,Carolyn Wiger,US0658,Carolyn,35.0,Hugo,Minnesota,13.0,26.0,16.0,2nd runner up,,Tika,16.0,False,True,False
US,US44,Survivor: 44,44.0,Heidi Lagares-Greenblatt,US0654,Heidi,42.0,Pittsburgh,Pennsylvania,13.0,26.0,17.0,Runner up,,Soka,17.0,False,True,False
US,US44,Survivor: 44,44.0,Yam Yam Arocho,US0662,Yam Yam,35.0,San Juan,Puerto Rico,13.0,26.0,18.0,Sole Survivor,,Tika,18.0,False,True,True
US,US45,Survivor: 45,45.0,Hannah Rose,US0669,Hannah,33.0,Baltimore City,Maryland,1.0,3.0,1.0,Quit,,Lulu,18.0,False,False,False
US,US45,Survivor: 45,45.0,Brandon Donlon,US0665,Brandon,25.0,Sicklerville,New Jersey,2.0,5.0,2.0,1st voted out,,Lulu,17.0,False,False,False
US,US45,Survivor: 45,45.0,Sabiyah Broderick,US0677,Sabiyah,27.0,Jacksonville,North Carolina,3.0,7.0,3.0,2nd voted out,,Lulu,16.0,False,False,False
US,US45,Survivor: 45,45.0,Sean Edwards,US0678,Sean,34.0,Provo-Orem,Utah,4.0,9.0,4.0,3rd voted out (Quit),,Lulu,15.0,False,False,False
US,US45,Survivor: 45,45.0,Brando Meyer,US0664,Brando,23.0,Seattle,Washington,5.0,11.0,5.0,4th voted out,,Belo,14.0,False,False,False
US,US45,Survivor: 45,45.0,J. Maya,US0670,J. Maya,24.0,Los Angeles,California,6.0,13.0,6.0,5th voted out,,Reba,13.0,False,False,False
US,US45,Survivor: 45,45.0,Sifu Alsup,US0679,Sifu,30.0,O'Fallon,Illinois,7.0,14.0,7.0,6th voted out,,Reba,12.0,False,False,False
US,US45,Survivor: 45,45.0,Kaleb Gebrewold,US0673,Kaleb,29.0,Vancouver,British Columbia,7.0,14.0,8.0,7th voted out,1st jury member,Lulu,11.0,True,False,False
US,US45,Survivor: 45,45.0,Kellie Nalbandian,US0675,Kellie,30.0,New York,New York,8.0,16.0,9.0,8th voted out,2nd jury member,Belo,10.0,True,False,False
US,US45,Survivor: 45,45.0,Kendra McQuarrie,US0676,Kendra,30.0,Steamboat Springs,Colorado,9.0,17.0,10.0,9th voted out,3rd jury member,Belo,9.0,True,False,False
US,US45,Survivor: 45,45.0,Bruce Perreault,US0657,Bruce,46.0,Warwick,Rhode Island,10.0,19.0,11.0,10th voted out,4th jury member,Belo,8.0,True,False,False
US,US45,Survivor: 45,45.0,Emily Flippen,US0668,Emily,28.0,Laurel,Maryland,11.0,21.0,12.0,11th voted out,5th jury member,Lulu,7.0,True,False,False
US,US45,Survivor: 45,45.0,Drew Basile,US0667,Drew,23.0,Philadelphia,Pensylvania,12.0,23.0,13.0,12th voted out,6th jury member,Reba,6.0,True,False,False
US,US45,Survivor: 45,45.0,Julie Alley,US0672,Julie,49.0,Brentwood,Tennessee,13.0,24.0,14.0,13th voted out,7th jury member,Reba,5.0,True,False,False
US,US45,Survivor: 45,45.0,Katurah Topps,US0674,Katurah,34.0,Brooklyn,New York,13.0,25.0,15.0,Eliminated,8th jury member,Belo,4.0,True,False,False
US,US45,Survivor: 45,45.0,Jake O'Kane,US0671,Jake,26.0,Boston,Massachusetts,13.0,26.0,16.0,2nd runner up,,Belo,3.0,False,True,False
US,US45,Survivor: 45,45.0,Austin Li Coon,US0663,Austin,26.0,Chicago,Illinois,13.0,26.0,17.0,Runner up,,Reba,2.0,False,True,False
US,US45,Survivor: 45,45.0,Dee Valladares,US0666,Dee,26.0,Miami,Florida,13.0,26.0,18.0,Sole Survivor,,Reba,1.0,False,True,True
US,US46,Survivor: 46,46.0,David Jelinsky,US0683,Jelinsky,21.0,Las Vegas,Nevada,1.0,3.0,1.0,1st voted out,,Yanu,1.0,False,False,False
US,US46,Survivor: 46,46.0,Jess Chong,US0686,Jess,37.0,San Francisco,California,2.0,5.0,2.0,2nd voted out,,Yanu,2.0,False,False,False
US,US46,Survivor: 46,46.0,Randen Montalvo,US0692,Randen,40.0,Orlando,Florida,3.0,7.0,3.0,Medically Evacuated,,Nami,3.0,False,False,False
US,US46,Survivor: 46,46.0,Bhanu Gopal,US0681,Bhanu,41.0,Acton,Massachusetts,4.0,9.0,4.0,3rd voted out,,Yanu,4.0,False,False,False
US,US46,Survivor: 46,46.0,Jem Hussain-Adams,US0685,Jem,31.0,Chicago,Illinois,5.0,11.0,5.0,4th voted out,,Siga,5.0,False,False,False
US,US46,Survivor: 46,46.0,Moriah Gaynor,US0690,Moriah,28.0,San Diego,California,6.0,13.0,6.0,5th voted out,,Siga,6.0,False,False,False
US,US46,Survivor: 46,46.0,Tim Spicer,US0696,Tim,30.0,Atlanta,Georgia,7.0,14.0,7.0,6th voted out,,Siga,7.0,False,False,False
US,US46,Survivor: 46,46.0,Soda Thompson,US0693,Soda,27.0,Lake Hopatcong,New Jersey,7.0,14.0,8.0,7th voted out,1st jury member,Nami,8.0,True,False,False
US,US46,Survivor: 46,46.0,Tevin Davis,US0694,Tevin,24.0,Richmond,Virginia,8.0,16.0,9.0,8th voted out,2nd jury member,Nami,9.0,True,False,False
