version,version_season,season_name,season,episode,day,tribe_status,tribe,castaway,immunity,vote,vote_event,vote_event_outcome,split_vote,nullified,tie,voted_out,order,vote_order,castaway_id,vote_id,voted_out_id
US,US01,Survivor: Borneo,1.0,7.0,21.0,Merged,Rattana,Richard,,Gretchen,,,,False,False,Gretchen,7.0,1.0,US0016,US0007,US0007
US,US01,Survivor: Borneo,1.0,8.0,24.0,Merged,Rattana,Greg,,Jenna,,,,False,False,Greg,8.0,1.0,US0008,US0009,US0008
US,US01,Survivor: Borneo,1.0,8.0,24.0,Merged,Rattana,Jenna,,Greg,,,,False,False,Greg,8.0,1.0,US0009,US0008,US0008
US,US01,Survivor: Borneo,1.0,8.0,24.0,Merged,Rattana,Gervase,Individual,Jenna,,,,False,False,Greg,8.0,1.0,US0010,US0009,US0008
US,US01,Survivor: Borneo,1.0,8.0,24.0,Merged,Rattana,Colleen,,Jenna,,,,False,False,Greg,8.0,1.0,US0011,US0009,US0008
US,US01,Survivor: Borneo,1.0,8.0,24.0,Merged,Rattana,Sean,,Greg,,,,False,False,Greg,8.0,1.0,US0012,US0008,US0008
US,US01,Survivor: Borneo,1.0,8.0,24.0,Merged,Rattana,Sue,,Greg,,,,False,False,Greg,8.0,1.0,US0013,US0008,US0008
US,US01,Survivor: Borneo,1.0,8.0,24.0,Merged,Rattana,Rudy,,Greg,,,,False,False,Greg,8.0,1.0,US0014,US0008,US0008
US,US01,Survivor: Borneo,1.0,8.0,24.0,Merged,Rattana,Kelly,,Greg,,,,False,False,Greg,8.0,1.0,US0015,US0008,US0008
US,US01,Survivor: Borneo,1.0,8.0,24.0,Merged,Rattana,Richard,,Greg,,,,False,False,Greg,8.0,1.0,US0016,US0008,US0008
US,US01,Survivor: Borneo,1.0,9.0,27.0,Merged,Rattana,Jenna,,Richard,,,,False,False,Jenna,9.0,1.0,US0009,US0016,US0009
US,US01,Survivor: Borneo,1.0,9.0,27.0,Merged,Rattana,Gervase,,Richard,,,,False,False,Jenna,9.0,1.0,US0010,US0016,US0009
US,US01,Survivor: Borneo,1.0,9.0,27.0,Merged,Rattana,Colleen,,Richard,,,,False,False,Jenna,9.0,1.0,US0011,US0016,US0009
US,US01,Survivor: Borneo,1.0,9.0,27.0,Merged,Rattana,Sean,,Jenna,,,,False,False,Jenna,9.0,1.0,US0012,US0009,US0009
US,US01,Survivor: Borneo,1.0,9.0,27.0,Merged,Rattana,Sue,,Jenna,,,,False,False,Jenna,9.0,1.0,US0013,US0009,US0009
US,US01,Survivor: Borneo,1.0,9.0,27.0,Merged,Rattana,Rudy,Individual,Jenna,,,,False,False,Jenna,9.0,1.0,US0014,US0009,US0009
US,US01,Survivor: Borneo,1.0,9.0,27.0,Merged,Rattana,Kelly,,Sean,,,,False,False,Jenna,9.0,1.0,US0015,US0012,US0009
US,US01,Survivor: Borneo,1.0,9.0,27.0,Merged,Rattana,Richard,,Jenna,,,,False,False,Jenna,9.0,1.0,US0016,US0009,US0009
US,US01,Survivor: Borneo,1.0,10.0,30.0,Merged,Rattana,Gervase,,Sean,,,,False,False,Gervase,10.0,1.0,US0010,US0012,US0010
US,US01,Survivor: Borneo,1.0,10.0,30.0,Merged,Rattana,Colleen,,Sean,,,,False,False,Gervase,10.0,1.0,US0011,US0012,US0010
US,US01,Survivor: Borneo,1.0,10.0,30.0,Merged,Rattana,Sean,,Gervase,,,,False,False,Gervase,10.0,1.0,US0012,US0010,US0010
US,US01,Survivor: Borneo,1.0,10.0,30.0,Merged,Rattana,Sue,,Gervase,,,,False,False,Gervase,10.0,1.0,US0013,US0010,US0010
US,US01,Survivor: Borneo,1.0,10.0,30.0,Merged,Rattana,Rudy,,Gervase,,,,False,False,Gervase,10.0,1.0,US0014,US0010,US0010
US,US01,Survivor: Borneo,1.0,10.0,30.0,Merged,Rattana,Kelly,,Gervase,,,,False,False,Gervase,10.0,1.0,US0015,US0010,US0010
US,US01,Survivor: Borneo,1.0,10.0,30.0,Merged,Rattana,Richard,Individual,Gervase,,,,False,False,Gervase,10.0,1.0,US0016,US0010,US0010
US,US01,Survivor: Borneo,1.0,11.0,33.0,Merged,Rattana,Colleen,,Sean,,,,False,False,Colleen,11.0,1.0,US0011,US0012,US0011
US,US01,Survivor: Borneo,1.0,11.0,33.0,Merged,Rattana,Sean,,Colleen,,,,False,False,Colleen,11.0,1.0,US0012,US0011,US0011
US,US01,Survivor: Borneo,1.0,11.0,33.0,Merged,Rattana,Sue,,Colleen,,,,False,False,Colleen,11.0,1.0,US0013,US0011,US0011
US,US01,Survivor: Borneo,1.0,11.0,33.0,Merged,Rattana,Rudy,,Colleen,,,,False,False,Colleen,11.0,1.0,US0014,US0011,US0011
US,US01,Survivor: Borneo,1.0,11.0,33.0,Merged,Rattana,Kelly,Individual,Sean,,,,False,False,Colleen,11.0,1.0,US0015,US0012,US0011
US,US01,Survivor: Borneo,1.0,11.0,33.0,Merged,Rattana,Richard,,Colleen,,,,False,False,Colleen,11.0,1.0,US0016,US0011,US0011
US,US01,Survivor: Borneo,1.0,12.0,36.0,Merged,Rattana,Sean,,Sue,,,,False,False,Sean,12.0,1.0,US0012,US0013,US0012
US,US01,Survivor: Borneo,1.0,12.0,36.0,Merged,Rattana,Sue,,Sean,,,,False,False,Sean,12.0,1.0,US0013,US0012,US0012
US,US01,Survivor: Borneo,1.0,12.0,36.0,Merged,Rattana,Rudy,,Sean,,,,False,False,Sean,12.0,1.0,US0014,US0012,US0012
US,US01,Survivor: Borneo,1.0,12.0,36.0,Merged,Rattana,Kelly,Individual,Sean,,,,False,False,Sean,12.0,1.0,US0015,US0012,US0012
US,US01,Survivor: Borneo,1.0,12.0,36.0,Merged,Rattana,Richard,,Sean,,,,False,False,Sean,12.0,1.0,US0016,US0012,US0012
US,US01,Survivor: Borneo,1.0,13.0,37.0,Merged,Rattana,Sue,,Richard,,,,False,True,Sue,13.0,1.0,US0013,US0016,US0013
US,US01,Survivor: Borneo,1.0,13.0,37.0,Merged,Rattana,Rudy,,Sue,,,,False,True,Sue,13.0,1.0,US0014,US0013,US0013
US,US01,Survivor: Borneo,1.0,13.0,37.0,Merged,Rattana,Kelly,Individual,Richard,,,,False,True,Sue,13.0,1.0,US0015,US0016,US0013
US,US01,Survivor: Borneo,1.0,13.0,37.0,Merged,Rattana,Richard,,Sue,,,,False,True,Sue,13.0,1.0,US0016,US0013,US0013
US,US01,Survivor: Borneo,1.0,13.0,37.0,Merged,Rattana,Sue,,,Deadlock,Can't vote,,False,False,Sue,13.0,2.0,US0013,,US0013
US,US01,Survivor: Borneo,1.0,13.0,37.0,Merged,Rattana,Rudy,,Sue,,,,False,False,Sue,13.0,2.0,US0014,US0013,US0013
US,US01,Survivor: Borneo,1.0,13.0,37.0,Merged,Rattana,Kelly,Individual,Sue,,,,False,False,Sue,13.0,2.0,US0015,US0013,US0013
US,US01,Survivor: Borneo,1.0,13.0,37.0,Merged,Rattana,Richard,,,Deadlock,Can't vote,,False,False,Sue,13.0,2.0,US0016,,US0013
US,US01,Survivor: Borneo,1.0,13.0,38.0,Merged,Rattana,Rudy,,,Final 3 tribal,Vote not required,,False,False,Rudy,14.0,1.0,US0014,,US0014
US,US01,Survivor: Borneo,1.0,13.0,38.0,Merged,Rattana,Kelly,Individual,Rudy,,,,False,False,Rudy,14.0,1.0,US0015,US0014,US0014
US,US01,Survivor: Borneo,1.0,13.0,38.0,Merged,Rattana,Richard,,,Final 3 tribal,Vote not required,,False,False,Rudy,14.0,1.0,US0016,,US0014
US,US02,Survivor: The Australian Outback,2.0,1.0,3.0,Original,Kucha,Debb,,Jeff,,,,False,False,Debb,1.0,1.0,US0017,US0023,US0017
US,US02,Survivor: The Australian Outback,2.0,1.0,3.0,Original,Kucha,Kimmi,,Debb,,,,False,False,Debb,1.0,1.0,US0021,US0017,US0017
US,US02,Survivor: The Australian Outback,2.0,1.0,3.0,Original,Kucha,Michael,,Debb,,,,False,False,Debb,1.0,1.0,US0022,US0017,US0017
US,US02,Survivor: The Australian Outback,2.0,1.0,3.0,Original,Kucha,Jeff,,Debb,,,,False,False,Debb,1.0,1.0,US0023,US0017,US0017
US,US02,Survivor: The Australian Outback,2.0,1.0,3.0,Original,Kucha,Alicia,,Debb,,,,False,False,Debb,1.0,1.0,US0024,US0017,US0017
US,US02,Survivor: The Australian Outback,2.0,1.0,3.0,Original,Kucha,Nick,,Debb,,,,False,False,Debb,1.0,1.0,US0026,US0017,US0017
US,US02,Survivor: The Australian Outback,2.0,1.0,3.0,Original,Kucha,Rodger,,Debb,,,,False,False,Debb,1.0,1.0,US0028,US0017,US0017
US,US02,Survivor: The Australian Outback,2.0,1.0,3.0,Original,Kucha,Elisabeth,,Debb,,,,False,False,Debb,1.0,1.0,US0029,US0017,US0017
US,US02,Survivor: The Australian Outback,2.0,2.0,6.0,Original,Ogakor,Kel,,Jerri,,,,False,False,Kel,2.0,1.0,US0018,US0025,US0018
US,US02,Survivor: The Australian Outback,2.0,2.0,6.0,Original,Ogakor,Maralyn,,Kel,,,,False,False,Kel,2.0,1.0,US0019,US0018,US0018
US,US02,Survivor: The Australian Outback,2.0,2.0,6.0,Original,Ogakor,Mitchell,,Kel,,,,False,False,Kel,2.0,1.0,US0020,US0018,US0018
US,US02,Survivor: The Australian Outback,2.0,2.0,6.0,Original,Ogakor,Jerri,,Kel,,,,False,False,Kel,2.0,1.0,US0025,US0018,US0018
US,US02,Survivor: The Australian Outback,2.0,2.0,6.0,Original,Ogakor,Amber,,Kel,,,,False,False,Kel,2.0,1.0,US0027,US0018,US0018
US,US02,Survivor: The Australian Outback,2.0,2.0,6.0,Original,Ogakor,Keith,,Kel,,,,False,False,Kel,2.0,1.0,US0030,US0018,US0018
US,US02,Survivor: The Australian Outback,2.0,2.0,6.0,Original,Ogakor,Colby,,Kel,,,,False,False,Kel,2.0,1.0,US0031,US0018,US0018
US,US02,Survivor: The Australian Outback,2.0,2.0,6.0,Original,Ogakor,Tina,,Kel,,,,False,False,Kel,2.0,1.0,US0032,US0018,US0018
US,US02,Survivor: The Australian Outback,2.0,3.0,9.0,Original,Ogakor,Maralyn,,Jerri,,,,False,False,Maralyn,3.0,1.0,US0019,US0025,US0019
US,US02,Survivor: The Australian Outback,2.0,3.0,9.0,Original,Ogakor,Mitchell,,Maralyn,,,,False,False,Maralyn,3.0,1.0,US0020,US0019,US0019
US,US02,Survivor: The Australian Outback,2.0,3.0,9.0,Original,Ogakor,Jerri,,Maralyn,,,,False,False,Maralyn,3.0,1.0,US0025,US0019,US0019
US,US02,Survivor: The Australian Outback,2.0,3.0,9.0,Original,Ogakor,Amber,,Maralyn,,,,False,False,Maralyn,3.0,1.0,US0027,US0019,US0019
US,US02,Survivor: The Australian Outback,2.0,3.0,9.0,Original,Ogakor,Keith,,Mitchell,,,,False,False,Maralyn,3.0,1.0,US0030,US0020,US0019
US,US02,Survivor: The Australian Outback,2.0,3.0,9.0,Original,Ogakor,Colby,,Maralyn,,,,False,False,Maralyn,3.0,1.0,US0031,US0019,US0019
US,US02,Survivor: The Australian Outback,2.0,3.0,9.0,Original,Ogakor,Tina,,Maralyn,,,,False,False,Maralyn,3.0,1.0,US0032,US0019,US0019
US,US02,Survivor: The Australian Outback,2.0,4.0,12.0,Original,Ogakor,Mitchell,,Keith,,,,False,True,Mitchell,4.0,1.0,US0020,US0030,US0020
US,US02,Survivor: The Australian Outback,2.0,4.0,12.0,Original,Ogakor,Jerri,,Keith,,,,False,True,Mitchell,4.0,1.0,US0025,US0030,US0020
US,US02,Survivor: The Australian Outback,2.0,4.0,12.0,Original,Ogakor,Amber,,Keith,,,,False,True,Mitchell,4.0,1.0,US0027,US0030,US0020
US,US02,Survivor: The Australian Outback,2.0,4.0,12.0,Original,Ogakor,Keith,,Mitchell,,,,False,True,Mitchell,4.0,1.0,US0030,US0020,US0020
US,US02,Survivor: The Australian Outback,2.0,4.0,12.0,Original,Ogakor,Colby,,Mitchell,,,,False,True,Mitchell,4.0,1.0,US0031,US0020,US0020
US,US02,Survivor: The Australian Outback,2.0,4.0,12.0,Original,Ogakor,Tina,,Mitchell,,,,False,True,Mitchell,4.0,1.0,US0032,US0020,US0020
US,US02,Survivor: The Australian Outback,2.0,4.0,12.0,Original,Ogakor,Mitchell,,,Deadlock,Can't vote,,False,True,Mitchell,4.0,2.0,US0020,,US0020
US,US02,Survivor: The Australian Outback,2.0,4.0,12.0,Original,Ogakor,Jerri,,Keith,,,,False,True,Mitchell,4.0,2.0,US0025,US0030,US0020
US,US02,Survivor: The Australian Outback,2.0,4.0,12.0,Original,Ogakor,Amber,,Keith,,,,False,True,Mitchell,4.0,2.0,US0027,US0030,US0020
US,US02,Survivor: The Australian Outback,2.0,4.0,12.0,Original,Ogakor,Keith,,,Deadlock,Can't vote,,False,True,Mitchell,4.0,2.0,US0030,,US0020
US,US02,Survivor: The Australian Outback,2.0,4.0,12.0,Original,Ogakor,Colby,,Mitchell,,,,False,True,Mitchell,4.0,2.0,US0031,US0020,US0020
US,US02,Survivor: The Australian Outback,2.0,4.0,12.0,Original,Ogakor,Tina,,Mitchell,,,,False,True,Mitchell,4.0,2.0,US0032,US0020,US0020
US,US02,Survivor: The Australian Outback,2.0,4.0,12.0,Original,Ogakor,Mitchell,,,Countback,Eliminated,,False,False,Mitchell,4.0,3.0,US0020,,US0020
US,US02,Survivor: The Australian Outback,2.0,4.0,12.0,Original,Ogakor,Keith,,,Countback,Safe,,False,False,Mitchell,4.0,3.0,US0030,,US0020
US,US02,Survivor: The Australian Outback,2.0,5.0,15.0,Original,Kucha,Kimmi,,Jeff,,,,False,False,Kimmi,5.0,1.0,US0021,US0023,US0021
US,US02,Survivor: The Australian Outback,2.0,5.0,15.0,Original,Kucha,Michael,,Kimmi,,,,False,False,Kimmi,5.0,1.0,US0022,US0021,US0021
US,US02,Survivor: The Australian Outback,2.0,5.0,15.0,Original,Kucha,Jeff,,Kimmi,,,,False,False,Kimmi,5.0,1.0,US0023,US0021,US0021
US,US02,Survivor: The Australian Outback,2.0,5.0,15.0,Original,Kucha,Alicia,,Kimmi,,,,False,False,Kimmi,5.0,1.0,US0024,US0021,US0021
US,US02,Survivor: The Australian Outback,2.0,5.0,15.0,Original,Kucha,Nick,,Kimmi,,,,False,False,Kimmi,5.0,1.0,US0026,US0021,US0021
US,US02,Survivor: The Australian Outback,2.0,5.0,15.0,Original,Kucha,Rodger,,Kimmi,,,,False,False,Kimmi,5.0,1.0,US0028,US0021,US0021
US,US02,Survivor: The Australian Outback,2.0,5.0,15.0,Original,Kucha,Elisabeth,,Kimmi,,,,False,False,Kimmi,5.0,1.0,US0029,US0021,US0021
US,US02,Survivor: The Australian Outback,2.0,7.0,21.0,Merged,Barramundi,Jeff,,Colby,,,,False,True,Jeff,7.0,1.0,US0023,US0031,US0023
US,US02,Survivor: The Australian Outback,2.0,7.0,21.0,Merged,Barramundi,Alicia,,Colby,,,,False,True,Jeff,7.0,1.0,US0024,US0031,US0023
US,US02,Survivor: The Australian Outback,2.0,7.0,21.0,Merged,Barramundi,Jerri,,Jeff,,,,False,True,Jeff,7.0,1.0,US0025,US0023,US0023
US,US02,Survivor: The Australian Outback,2.0,7.0,21.0,Merged,Barramundi,Nick,,Colby,,,,False,True,Jeff,7.0,1.0,US0026,US0031,US0023
US,US02,Survivor: The Australian Outback,2.0,7.0,21.0,Merged,Barramundi,Amber,,Jeff,,,,False,True,Jeff,7.0,1.0,US0027,US0023,US0023
US,US02,Survivor: The Australian Outback,2.0,7.0,21.0,Merged,Barramundi,Rodger,,Colby,,,,False,True,Jeff,7.0,1.0,US0028,US0031,US0023
US,US02,Survivor: The Australian Outback,2.0,7.0,21.0,Merged,Barramundi,Elisabeth,,Colby,,,,False,True,Jeff,7.0,1.0,US0029,US0031,US0023
US,US02,Survivor: The Australian Outback,2.0,7.0,21.0,Merged,Barramundi,Keith,Individual,Jeff,,,,False,True,Jeff,7.0,1.0,US0030,US0023,US0023
US,US02,Survivor: The Australian Outback,2.0,7.0,21.0,Merged,Barramundi,Colby,,Jeff,,,,False,True,Jeff,7.0,1.0,US0031,US0023,US0023
US,US02,Survivor: The Australian Outback,2.0,7.0,21.0,Merged,Barramundi,Tina,,Jeff,,,,False,True,Jeff,7.0,1.0,US0032,US0023,US0023
US,US02,Survivor: The Australian Outback,2.0,7.0,21.0,Merged,Barramundi,Jeff,,,Deadlock,Can't vote,,False,True,Jeff,7.0,2.0,US0023,,US0023
US,US02,Survivor: The Australian Outback,2.0,7.0,21.0,Merged,Barramundi,Alicia,,Colby,,,,False,True,Jeff,7.0,2.0,US0024,US0031,US0023
US,US02,Survivor: The Australian Outback,2.0,7.0,21.0,Merged,Barramundi,Jerri,,Jeff,,,,False,True,Jeff,7.0,2.0,US0025,US0023,US0023
US,US02,Survivor: The Australian Outback,2.0,7.0,21.0,Merged,Barramundi,Nick,,Colby,,,,False,True,Jeff,7.0,2.0,US0026,US0031,US0023
US,US02,Survivor: The Australian Outback,2.0,7.0,21.0,Merged,Barramundi,Amber,,Jeff,,,,False,True,Jeff,7.0,2.0,US0027,US0023,US0023
US,US02,Survivor: The Australian Outback,2.0,7.0,21.0,Merged,Barramundi,Rodger,,Colby,,,,False,True,Jeff,7.0,2.0,US0028,US0031,US0023
US,US02,Survivor: The Australian Outback,2.0,7.0,21.0,Merged,Barramundi,Elisabeth,,Colby,,,,False,True,Jeff,7.0,2.0,US0029,US0031,US0023
US,US02,Survivor: The Australian Outback,2.0,7.0,21.0,Merged,Barramundi,Keith,Individual,Jeff,,,,False,True,Jeff,7.0,2.0,US0030,US0023,US0023
US,US02,Survivor: The Australian Outback,2.0,7.0,21.0,Merged,Barramundi,Colby,,,Deadlock,Can't vote,,False,True,Jeff,7.0,2.0,US0031,,US0023
US,US02,Survivor: The Australian Outback,2.0,7.0,21.0,Merged,Barramundi,Tina,,Jeff,,,,False,True,Jeff,7.0,2.0,US0032,US0023,US0023
US,US02,Survivor: The Australian Outback,2.0,7.0,21.0,Merged,Barramundi,Jeff,,,Countback,Eliminated,,False,False,Jeff,7.0,3.0,US0023,,US0023
US,US02,Survivor: The Australian Outback,2.0,7.0,21.0,Merged,Barramundi,Colby,,,Countback,Safe,,False,False,Jeff,7.0,3.0,US0031,,US0023
US,US02,Survivor: The Australian Outback,2.0,8.0,24.0,Merged,Barramundi,Alicia,,Jerri,,,,False,False,Alicia,8.0,1.0,US0024,US0025,US0024
US,US02,Survivor: The Australian Outback,2.0,8.0,24.0,Merged,Barramundi,Jerri,,Alicia,,,,False,False,Alicia,8.0,1.0,US0025,US0024,US0024
US,US02,Survivor: The Australian Outback,2.0,8.0,24.0,Merged,Barramundi,Nick,,Jerri,,,,False,False,Alicia,8.0,1.0,US0026,US0025,US0024
US,US02,Survivor: The Australian Outback,2.0,8.0,24.0,Merged,Barramundi,Amber,,Alicia,,,,False,False,Alicia,8.0,1.0,US0027,US0024,US0024
US,US02,Survivor: The Australian Outback,2.0,8.0,24.0,Merged,Barramundi,Rodger,,Jerri,,,,False,False,Alicia,8.0,1.0,US0028,US0025,US0024
US,US02,Survivor: The Australian Outback,2.0,8.0,24.0,Merged,Barramundi,Elisabeth,,Jerri,,,,False,False,Alicia,8.0,1.0,US0029,US0025,US0024
US,US02,Survivor: The Australian Outback,2.0,8.0,24.0,Merged,Barramundi,Keith,Individual,Alicia,,,,False,False,Alicia,8.0,1.0,US0030,US0024,US0024
US,US02,Survivor: The Australian Outback,2.0,8.0,24.0,Merged,Barramundi,Colby,,Alicia,,,,False,False,Alicia,8.0,1.0,US0031,US0024,US0024
