version,version_season,season_name,season,episode,order,final_n,castaway_id,castaway,tribe,tribe_status,game_status
US,US01,Survivor: Borneo,1.0,8.0,7.0,9.0,US0010,Gervase,Rattana,Merged,In the game
US,US01,Survivor: Borneo,1.0,8.0,7.0,9.0,US0011,Colleen,Rattana,Merged,In the game
US,US01,Survivor: Borneo,1.0,8.0,7.0,9.0,US0012,Sean,Rattana,Merged,In the game
US,US01,Survivor: Borneo,1.0,8.0,7.0,9.0,US0013,Sue,Rattana,Merged,In the game
US,US01,Survivor: Borneo,1.0,8.0,7.0,9.0,US0014,Rudy,Rattana,Merged,In the game
US,US01,Survivor: Borneo,1.0,8.0,7.0,9.0,US0015,Kelly,Rattana,Merged,In the game
US,US01,Survivor: Borneo,1.0,8.0,7.0,9.0,US0016,Richard,Rattana,Merged,In the game
US,US01,Survivor: Borneo,1.0,9.0,8.0,8.0,US0009,Jenna,Rattana,Merged,In the game
US,US01,Survivor: Borneo,1.0,9.0,8.0,8.0,US0010,Gervase,Rattana,Merged,In the game
US,US01,Survivor: Borneo,1.0,9.0,8.0,8.0,US0011,Colleen,Rattana,Merged,In the game
US,US01,Survivor: Borneo,1.0,9.0,8.0,8.0,US0012,Sean,Rattana,Merged,In the game
US,US01,Survivor: Borneo,1.0,9.0,8.0,8.0,US0013,Sue,Rattana,Merged,In the game
US,US01,Survivor: Borneo,1.0,9.0,8.0,8.0,US0014,Rudy,Rattana,Merged,In the game
US,US01,Survivor: Borneo,1.0,9.0,8.0,8.0,US0015,Kelly,Rattana,Merged,In the game
US,US01,Survivor: Borneo,1.0,9.0,8.0,8.0,US0016,Richard,Rattana,Merged,In the game
US,US01,Survivor: Borneo,1.0,10.0,9.0,7.0,US0010,Gervase,Rattana,Merged,In the game
US,US01,Survivor: Borneo,1.0,10.0,9.0,7.0,US0011,Colleen,Rattana,Merged,In the game
US,US01,Survivor: Borneo,1.0,10.0,9.0,7.0,US0012,Sean,Rattana,Merged,In the game
US,US01,Survivor: Borneo,1.0,10.0,9.0,7.0,US0013,Sue,Rattana,Merged,In the game
US,US01,Survivor: Borneo,1.0,10.0,9.0,7.0,US0014,Rudy,Rattana,Merged,In the game
US,US01,Survivor: Borneo,1.0,10.0,9.0,7.0,US0015,Kelly,Rattana,Merged,In the game
US,US01,Survivor: Borneo,1.0,10.0,9.0,7.0,US0016,Richard,Rattana,Merged,In the game
US,US01,Survivor: Borneo,1.0,11.0,10.0,6.0,US0011,Colleen,Rattana,Merged,In the game
US,US01,Survivor: Borneo,1.0,11.0,10.0,6.0,US0012,Sean,Rattana,Merged,In the game
US,US01,Survivor: Borneo,1.0,11.0,10.0,6.0,US0013,Sue,Rattana,Merged,In the game
US,US01,Survivor: Borneo,1.0,11.0,10.0,6.0,US0014,Rudy,Rattana,Merged,In the game
US,US01,Survivor: Borneo,1.0,11.0,10.0,6.0,US0015,Kelly,Rattana,Merged,In the game
US,US01,Survivor: Borneo,1.0,11.0,10.0,6.0,US0016,Richard,Rattana,Merged,In the game
US,US01,Survivor: Borneo,1.0,12.0,11.0,5.0,US0012,Sean,Rattana,Merged,In the game
US,US01,Survivor: Borneo,1.0,12.0,11.0,5.0,US0013,Sue,Rattana,Merged,In the game
US,US01,Survivor: Borneo,1.0,12.0,11.0,5.0,US0014,Rudy,Rattana,Merged,In the game
US,US01,Survivor: Borneo,1.0,12.0,11.0,5.0,US0015,Kelly,Rattana,Merged,In the game
US,US01,Survivor: Borneo,1.0,12.0,11.0,5.0,US0016,Richard,Rattana,Merged,In the game
US,US01,Survivor: Borneo,1.0,13.0,12.0,4.0,US0013,Sue,Rattana,Merged,In the game
US,US01,Survivor: Borneo,1.0,13.0,12.0,4.0,US0014,Rudy,Rattana,Merged,In the game
US,US01,Survivor: Borneo,1.0,13.0,12.0,4.0,US0015,Kelly,Rattana,Merged,In the game
US,US01,Survivor: Borneo,1.0,13.0,12.0,4.0,US0016,Richard,Rattana,Merged,In the game
US,US01,Survivor: Borneo,1.0,13.0,13.0,3.0,US0014,Rudy,Rattana,Merged,In the game
US,US01,Survivor: Borneo,1.0,13.0,13.0,3.0,US0015,Kelly,Rattana,Merged,In the game
US,US01,Survivor: Borneo,1.0,13.0,13.0,3.0,US0016,Richard,Rattana,Merged,In the game
US,US01,Survivor: Borneo,1.0,13.0,14.0,2.0,US0015,Kelly,Rattana,Merged,In the game
US,US01,Survivor: Borneo,1.0,13.0,14.0,2.0,US0016,Richard,Rattana,Merged,In the game
US,US01,Survivor: Borneo,1.0,13.0,15.0,1.0,US0016,Richard,Rattana,Merged,In the game
US,US02,Survivor: The Australian Outback,2.0,1.0,0.0,16.0,US0017,Debb,Kucha,Original,In the game
US,US02,Survivor: The Australian Outback,2.0,1.0,0.0,16.0,US0018,Kel,Ogakor,Original,In the game
US,US02,Survivor: The Australian Outback,2.0,1.0,0.0,16.0,US0019,Maralyn,Ogakor,Original,In the game
US,US02,Survivor: The Australian Outback,2.0,1.0,0.0,16.0,US0020,Mitchell,Ogakor,Original,In the game
US,US02,Survivor: The Australian Outback,2.0,1.0,0.0,16.0,US0021,Kimmi,Kucha,Original,In the game
US,US02,Survivor: The Australian Outback,2.0,1.0,0.0,16.0,US0022,Michael,Kucha,Original,In the game
US,US02,Survivor: The Australian Outback,2.0,1.0,0.0,16.0,US0023,Jeff,Kucha,Original,In the game
US,US02,Survivor: The Australian Outback,2.0,1.0,0.0,16.0,US0024,Alicia,Kucha,Original,In the game
US,US02,Survivor: The Australian Outback,2.0,1.0,0.0,16.0,US0025,Jerri,Ogakor,Original,In the game
US,US02,Survivor: The Australian Outback,2.0,1.0,0.0,16.0,US0026,Nick,Kucha,Original,In the game
US,US02,Survivor: The Australian Outback,2.0,1.0,0.0,16.0,US0027,Amber,Ogakor,Original,In the game
US,US02,Survivor: The Australian Outback,2.0,1.0,0.0,16.0,US0028,Rodger,Kucha,Original,In the game
US,US02,Survivor: The Australian Outback,2.0,1.0,0.0,16.0,US0029,Elisabeth,Kucha,Original,In the game
US,US02,Survivor: The Australian Outback,2.0,1.0,0.0,16.0,US0030,Keith,Ogakor,Original,In the game
US,US02,Survivor: The Australian Outback,2.0,1.0,0.0,16.0,US0031,Colby,Ogakor,Original,In the game
US,US02,Survivor: The Australian Outback,2.0,1.0,0.0,16.0,US0032,Tina,Ogakor,Original,In the game
US,US02,Survivor: The Australian Outback,2.0,2.0,1.0,15.0,US0018,Kel,Ogakor,Original,In the game
US,US02,Survivor: The Australian Outback,2.0,2.0,1.0,15.0,US0019,Maralyn,Ogakor,Original,In the game
US,US02,Survivor: The Australian Outback,2.0,2.0,1.0,15.0,US0020,Mitchell,Ogakor,Original,In the game
US,US02,Survivor: The Australian Outback,2.0,2.0,1.0,15.0,US0021,Kimmi,Kucha,Original,In the game
US,US02,Survivor: The Australian Outback,2.0,2.0,1.0,15.0,US0022,Michael,Kucha,Original,In the game
US,US02,Survivor: The Australian Outback,2.0,2.0,1.0,15.0,US0023,Jeff,Kucha,Original,In the game
US,US02,Survivor: The Australian Outback,2.0,2.0,1.0,15.0,US0024,Alicia,Kucha,Original,In the game
US,US02,Survivor: The Australian Outback,2.0,2.0,1.0,15.0,US0025,Jerri,Ogakor,Original,In the game
US,US02,Survivor: The Australian Outback,2.0,2.0,1.0,15.0,US0026,Nick,Kucha,Original,In the game
US,US02,Survivor: The Australian Outback,2.0,2.0,1.0,15.0,US0027,Amber,Ogakor,Original,In the game
US,US02,Survivor: The Australian Outback,2.0,2.0,1.0,15.0,US0028,Rodger,Kucha,Original,In the game
US,US02,Survivor: The Australian Outback,2.0,2.0,1.0,15.0,US0029,Elisabeth,Kucha,Original,In the game
US,US02,Survivor: The Australian Outback,2.0,2.0,1.0,15.0,US0030,Keith,Ogakor,Original,In the game
US,US02,Survivor: The Australian Outback,2.0,2.0,1.0,15.0,US0031,Colby,Ogakor,Original,In the game
US,US02,Survivor: The Australian Outback,2.0,2.0,1.0,15.0,US0032,Tina,Ogakor,Original,In the game
US,US02,Survivor: The Australian Outback,2.0,3.0,2.0,14.0,US0019,Maralyn,Ogakor,Original,In the game
US,US02,Survivor: The Australian Outback,2.0,3.0,2.0,14.0,US0020,Mitchell,Ogakor,Original,In the game
US,US02,Survivor: The Australian Outback,2.0,3.0,2.0,14.0,US0021,Kimmi,Kucha,Original,In the game
US,US02,Survivor: The Australian Outback,2.0,3.0,2.0,14.0,US0022,Michael,Kucha,Original,In the game
US,US02,Survivor: The Australian Outback,2.0,3.0,2.0,14.0,US0023,Jeff,Kucha,Original,In the game
US,US02,Survivor: The Australian Outback,2.0,3.0,2.0,14.0,US0024,Alicia,Kucha,Original,In the game
US,US02,Survivor: The Australian Outback,2.0,3.0,2.0,14.0,US0025,Jerri,Ogakor,Original,In the game
US,US02,Survivor: The Australian Outback,2.0,3.0,2.0,14.0,US0026,Nick,Kucha,Original,In the game
US,US02,Survivor: The Australian Outback,2.0,3.0,2.0,14.0,US0027,Amber,Ogakor,Original,In the game
US,US02,Survivor: The Australian Outback,2.0,3.0,2.0,14.0,US0028,Rodger,Kucha,Original,In the game
US,US02,Survivor: The Australian Outback,2.0,3.0,2.0,14.0,US0029,Elisabeth,Kucha,Original,In the game
US,US02,Survivor: The Australian Outback,2.0,3.0,2.0,14.0,US0030,Keith,Ogakor,Original,In the game
US,US02,Survivor: The Australian Outback,2.0,3.0,2.0,14.0,US0031,Colby,Ogakor,Original,In the game
US,US02,Survivor: The Australian Outback,2.0,3.0,2.0,14.0,US0032,Tina,Ogakor,Original,In the game
US,US02,Survivor: The Australian Outback,2.0,4.0,3.0,13.0,US0020,Mitchell,Ogakor,Original,In the game
US,US02,Survivor: The Australian Outback,2.0,4.0,3.0,13.0,US0021,Kimmi,Kucha,Original,In the game
US,US02,Survivor: The Australian Outback,2.0,4.0,3.0,13.0,US0022,Michael,Kucha,Original,In the game
US,US02,Survivor: The Australian Outback,2.0,4.0,3.0,13.0,US0023,Jeff,Kucha,Original,In the game
US,US02,Survivor: The Australian Outback,2.0,4.0,3.0,13.0,US0024,Alicia,Kucha,Original,In the game
US,US02,Survivor: The Australian Outback,2.0,4.0,3.0,13.0,US0025,Jerri,Ogakor,Original,In the game
US,US02,Survivor: The Australian Outback,2.0,4.0,3.0,13.0,US0026,Nick,Kucha,Original,In the game
US,US02,Survivor: The Australian Outback,2.0,4.0,3.0,13.0,US0027,Amber,Ogakor,Original,In the game
US,US02,Survivor: The Australian Outback,2.0,4.0,3.0,13.0,US0028,Rodger,Kucha,Original,In the game
US,US02,Survivor: The Australian Outback,2.0,4.0,3.0,13.0,US0029,Elisabeth,Kucha,Original,In the game
US,US02,Survivor: The Australian Outback,2.0,4.0,3.0,13.0,US0030,Keith,Ogakor,Original,In the game
US,US02,Survivor: The Australian Outback,2.0,4.0,3.0,13.0,US0031,Colby,Ogakor,Original,In the game
US,US02,Survivor: The Australian Outback,2.0,4.0,3.0,13.0,US0032,Tina,Ogakor,Original,In the game
US,US02,Survivor: The Australian Outback,2.0,5.0,4.0,12.0,US0021,Kimmi,Kucha,Original,In the game
US,US02,Survivor: The Australian Outback,2.0,5.0,4.0,12.0,US0022,Michael,Kucha,Original,In the game
US,US02,Survivor: The Australian Outback,2.0,5.0,4.0,12.0,US0023,Jeff,Kucha,Original,In the game
US,US02,Survivor: The Australian Outback,2.0,5.0,4.0,12.0,US0024,Alicia,Kucha,Original,In the game
US,US02,Survivor: The Australian Outback,2.0,5.0,4.0,12.0,US0025,Jerri,Ogakor,Original,In the game
US,US02,Survivor: The Australian Outback,2.0,5.0,4.0,12.0,US0026,Nick,Kucha,Original,In the game
US,US02,Survivor: The Australian Outback,2.0,5.0,4.0,12.0,US0027,Amber,Ogakor,Original,In the game
US,US02,Survivor: The Australian Outback,2.0,5.0,4.0,12.0,US0028,Rodger,Kucha,Original,In the game
US,US02,Survivor: The Australian Outback,2.0,5.0,4.0,12.0,US0029,Elisabeth,Kucha,Original,In the game
US,US02,Survivor: The Australian Outback,2.0,5.0,4.0,12.0,US0030,Keith,Ogakor,Original,In the game
US,US02,Survivor: The Australian Outback,2.0,5.0,4.0,12.0,US0031,Colby,Ogakor,Original,In the game
US,US02,Survivor: The Australian Outback,2.0,5.0,4.0,12.0,US0032,Tina,Ogakor,Original,In the game
US,US02,Survivor: The Australian Outback,2.0,6.0,5.0,11.0,US0022,Michael,Kucha,Original,In the game
US,US02,Survivor: The Australian Outback,2.0,6.0,5.0,11.0,US0023,Jeff,Kucha,Original,In the game
US,US02,Survivor: The Australian Outback,2.0,6.0,5.0,11.0,US0024,Alicia,Kucha,Original,In the game
US,US02,Survivor: The Australian Outback,2.0,6.0,5.0,11.0,US0025,Jerri,Ogakor,Original,In the game
US,US02,Survivor: The Australian Outback,2.0,6.0,5.0,11.0,US0026,Nick,Kucha,Original,In the game
US,US02,Survivor: The Australian Outback,2.0,6.0,5.0,11.0,US0027,Amber,Ogakor,Original,In the game
US,US02,Survivor: The Australian Outback,2.0,6.0,5.0,11.0,US0028,Rodger,Kucha,Original,In the game
US,US02,Survivor: The Australian Outback,2.0,6.0,5.0,11.0,US0029,Elisabeth,Kucha,Original,In the game
US,US02,Survivor: The Australian Outback,2.0,6.0,5.0,11.0,US0030,Keith,Ogakor,Original,In the game
US,US02,Survivor: The Australian Outback,2.0,6.0,5.0,11.0,US0031,Colby,Ogakor,Original,In the game
US,US02,Survivor: The Australian Outback,2.0,6.0,5.0,11.0,US0032,Tina,Ogakor,Original,In the game
US,US02,Survivor: The Australian Outback,2.0,7.0,6.0,10.0,US0023,Jeff,Barramundi,Merged,In the game
US,US02,Survivor: The Australian Outback,2.0,7.0,6.0,10.0,US0024,Alicia,Barramundi,Merged,In the game
US,US02,Survivor: The Australian Outback,2.0,7.0,6.0,10.0,US0025,Jerri,Barramundi,Merged,In the game
US,US02,Survivor: The Australian Outback,2.0,7.0,6.0,10.0,US0026,Nick,Barramundi,Merged,In the game
US,US02,Survivor: The Australian Outback,2.0,7.0,6.0,10.0,US0027,Amber,Barramundi,Merged,In the game
US,US02,Survivor: The Australian Outback,2.0,7.0,6.0,10.0,US0028,Rodger,Barramundi,Merged,In the game
US,US02,Survivor: The Australian Outback,2.0,7.0,6.0,10.0,US0029,Elisabeth,Barramundi,Merged,In the game
US,US02,Survivor: The Australian Outback,2.0,7.0,6.0,10.0,US0030,Keith,Barramundi,Merged,In the game
US,US02,Survivor: The Australian Outback,2.0,7.0,6.0,10.0,US0031,Colby,Barramundi,Merged,In the game
US,US02,Survivor: The Australian Outback,2.0,7.0,6.0,10.0,US0032,Tina,Barramundi,Merged,In the game
US,US02,Survivor: The Australian Outback,2.0,8.0,7.0,9.0,US0024,Alicia,Barramundi,Merged,In the game
US,US02,Survivor: The Australian Outback,2.0,8.0,7.0,9.0,US0025,Jerri,Barramundi,Merged,In the game
US,US02,Survivor: The Australian Outback,2.0,8.0,7.0,9.0,US0026,Nick,Barramundi,Merged,In the game
US,US02,Survivor: The Australian Outback,2.0,8.0,7.0,9.0,US0027,Amber,Barramundi,Merged,In the game
US,US02,Survivor: The Australian Outback,2.0,8.0,7.0,9.0,US0028,Rodger,Barramundi,Merged,In the game
US,US02,Survivor: The Australian Outback,2.0,8.0,7.0,9.0,US0029,Elisabeth,Barramundi,Merged,In the game
US,US02,Survivor: The Australian Outback,2.0,8.0,7.0,9.0,US0030,Keith,Barramundi,Merged,In the game
US,US02,Survivor: The Australian Outback,2.0,8.0,7.0,9.0,US0031,Colby,Barramundi,Merged,In the game
US,US02,Survivor: The Australian Outback,2.0,8.0,7.0,9.0,US0032,Tina,Barramundi,Merged,In the game
US,US02,Survivor: The Australian Outback,2.0,10.0,8.0,8.0,US0025,Jerri,Barramundi,Merged,In the game
US,US02,Survivor: The Australian Outback,2.0,10.0,8.0,8.0,US0026,Nick,Barramundi,Merged,In the game
US,US02,Survivor: The Australian Outback,2.0,10.0,8.0,8.0,US0027,Amber,Barramundi,Merged,In the game
US,US02,Survivor: The Australian Outback,2.0,10.0,8.0,8.0,US0028,Rodger,Barramundi,Merged,In the game
US,US02,Survivor: The Australian Outback,2.0,10.0,8.0,8.0,US0029,Elisabeth,Barramundi,Merged,In the game
US,US02,Survivor: The Australian Outback,2.0,10.0,8.0,8.0,US0030,Keith,Barramundi,Merged,In the game
US,US02,Survivor: The Australian Outback,2.0,10.0,8.0,8.0,US0031,Colby,Barramundi,Merged,In the game
US,US02,Survivor: The Australian Outback,2.0,10.0,8.0,8.0,US0032,Tina,Barramundi,Merged,In the game
US,US02,Survivor: The Australian Outback,2.0,11.0,9.0,7.0,US0026,Nick,Barramundi,Merged,In the game
US,US02,Survivor: The Australian Outback,2.0,11.0,9.0,7.0,US0027,Amber,Barramundi,Merged,In the game
US,US02,Survivor: The Australian Outback,2.0,11.0,9.0,7.0,US0028,Rodger,Barramundi,Merged,In the game
US,US02,Survivor: The Australian Outback,2.0,11.0,9.0,7.0,US0029,Elisabeth,Barramundi,Merged,In the game
US,US02,Survivor: The Australian Outback,2.0,11.0,9.0,7.0,US0030,Keith,Barramundi,Merged,In the game
US,US02,Survivor: The Australian Outback,2.0,11.0,9.0,7.0,US0031,Colby,Barramundi,Merged,In the game
US,US02,Survivor: The Australian Outback,2.0,11.0,9.0,7.0,US0032,Tina,Barramundi,Merged,In the game
US,US02,Survivor: The Australian Outback,2.0,12.0,10.0,6.0,US0027,Amber,Barramundi,Merged,In the game
US,US02,Survivor: The Australian Outback,2.0,12.0,10.0,6.0,US0028,Rodger,Barramundi,Merged,In the game
US,US02,Survivor: The Australian Outback,2.0,12.0,10.0,6.0,US0029,Elisabeth,Barramundi,Merged,In the game
US,US02,Survivor: The Australian Outback,2.0,12.0,10.0,6.0,US0030,Keith,Barramundi,Merged,In the game
US,US02,Survivor: The Australian Outback,2.0,12.0,10.0,6.0,US0031,Colby,Barramundi,Merged,In the game
US,US02,Survivor: The Australian Outback,2.0,12.0,10.0,6.0,US0032,Tina,Barramundi,Merged,In the game
US,US02,Survivor: The Australian Outback,2.0,13.0,11.0,5.0,US0028,Rodger,Barramundi,Merged,In the game
