version,version_season,season_name,season,episode,order,final_n,castaway_id,castaway,tribe,tribe_status,game_status
US,US01,Survivor: Borneo,1.0,1.0,0.0,16.0,US0001,Sonja,Tagi,Original,In the game
US,US01,Survivor: Borneo,1.0,1.0,0.0,16.0,US0002,B.B.,Pagong,Original,In the game
US,US01,Survivor: Borneo,1.0,1.0,0.0,16.0,US0003,Stacey,Tagi,Original,In the game
US,US01,Survivor: Borneo,1.0,1.0,0.0,16.0,US0004,Ramona,Pagong,Original,In the game
US,US01,Survivor: Borneo,1.0,1.0,0.0,16.0,US0005,Dirk,Tagi,Original,In the game
US,US01,Survivor: Borneo,1.0,1.0,0.0,16.0,US0006,Joel,Pagong,Original,In the game
US,US01,Survivor: Borneo,1.0,1.0,0.0,16.0,US0007,Gretchen,Pagong,Original,In the game
US,US01,Survivor: Borneo,1.0,1.0,0.0,16.0,US0008,Greg,Pagong,Original,In the game
US,US01,Survivor: Borneo,1.0,1.0,0.0,16.0,US0009,Jenna,Pagong,Original,In the game
US,US01,Survivor: Borneo,1.0,1.0,0.0,16.0,US0010,Gervase,Pagong,Original,In the game
US,US01,Survivor: Borneo,1.0,1.0,0.0,16.0,US0011,Colleen,Pagong,Original,In the game
US,US01,Survivor: Borneo,1.0,1.0,0.0,16.0,US0012,Sean,Tagi,Original,In the game
US,US01,Survivor: Borneo,1.0,1.0,0.0,16.0,US0013,Sue,Tagi,Original,In the game
US,US01,Survivor: Borneo,1.0,1.0,0.0,16.0,US0014,Rudy,Tagi,Original,In the game
US,US01,Survivor: Borneo,1.0,1.0,0.0,16.0,US0015,Kelly,Tagi,Original,In the game
US,US01,Survivor: Borneo,1.0,1.0,0.0,16.0,US0016,Richard,Tagi,Original,In the game
US,US01,Survivor: Borneo,1.0,2.0,1.0,15.0,US0002,B.B.,Pagong,Original,In the game
US,US01,Survivor: Borneo,1.0,2.0,1.0,15.0,US0003,Stacey,Tagi,Original,In the game
US,US01,Survivor: Borneo,1.0,2.0,1.0,15.0,US0004,Ramona,Pagong,Original,In the game
US,US01,Survivor: Borneo,1.0,2.0,1.0,15.0,US0005,Dirk,Tagi,Original,In the game
US,US01,Survivor: Borneo,1.0,2.0,1.0,15.0,US0006,Joel,Pagong,Original,In the game
US,US01,Survivor: Borneo,1.0,2.0,1.0,15.0,US0007,Gretchen,Pagong,Original,In the game
US,US01,Survivor: Borneo,1.0,2.0,1.0,15.0,US0008,Greg,Pagong,Original,In the game
US,US01,Survivor: Borneo,1.0,2.0,1.0,15.0,US0009,Jenna,Pagong,Original,In the game
US,US01,Survivor: Borneo,1.0,2.0,1.0,15.0,US0010,Gervase,Pagong,Original,In the game
US,US01,Survivor: Borneo,1.0,2.0,1.0,15.0,US0011,Colleen,Pagong,Original,In the game
US,US01,Survivor: Borneo,1.0,2.0,1.0,15.0,US0012,Sean,Tagi,Original,In the game
US,US01,Survivor: Borneo,1.0,2.0,1.0,15.0,US0013,Sue,Tagi,Original,In the game
US,US01,Survivor: Borneo,1.0,2.0,1.0,15.0,US0014,Rudy,Tagi,Original,In the game
US,US01,Survivor: Borneo,1.0,2.0,1.0,15.0,US0015,Kelly,Tagi,Original,In the game
US,US01,Survivor: Borneo,1.0,2.0,1.0,15.0,US0016,Richard,Tagi,Original,In the game
US,US01,Survivor: Borneo,1.0,3.0,2.0,14.0,US0003,Stacey,Tagi,Original,In the game
US,US01,Survivor: Borneo,1.0,3.0,2.0,14.0,US0004,Ramona,Pagong,Original,In the game
US,US01,Survivor: Borneo,1.0,3.0,2.0,14.0,US0005,Dirk,Tagi,Original,In the game
US,US01,Survivor: Borneo,1.0,3.0,2.0,14.0,US0006,Joel,Pagong,Original,In the game
US,US01,Survivor: Borneo,1.0,3.0,2.0,14.0,US0007,Gretchen,Pagong,Original,In the game
US,US01,Survivor: Borneo,1.0,3.0,2.0,14.0,US0008,Greg,Pagong,Original,In the game
US,US01,Survivor: Borneo,1.0,3.0,2.0,14.0,US0009,Jenna,Pagong,Original,In the game
US,US01,Survivor: Borneo,1.0,3.0,2.0,14.0,US0010,Gervase,Pagong,Original,In the game
US,US01,Survivor: Borneo,1.0,3.0,2.0,14.0,US0011,Colleen,Pagong,Original,In the game
US,US01,Survivor: Borneo,1.0,3.0,2.0,14.0,US0012,Sean,Tagi,Original,In the game
US,US01,Survivor: Borneo,1.0,3.0,2.0,14.0,US0013,Sue,Tagi,Original,In the game
US,US01,Survivor: Borneo,1.0,3.0,2.0,14.0,US0014,Rudy,Tagi,Original,In the game
US,US01,Survivor: Borneo,1.0,3.0,2.0,14.0,US0015,Kelly,Tagi,Original,In the game
US,US01,Survivor: Borneo,1.0,3.0,2.0,14.0,US0016,Richard,Tagi,Original,In the game
US,US01,Survivor: Borneo,1.0,4.0,3.0,13.0,US0004,Ramona,Pagong,Original,In the game
US,US01,Survivor: Borneo,1.0,4.0,3.0,13.0,US0005,Dirk,Tagi,Original,In the game
US,US01,Survivor: Borneo,1.0,4.0,3.0,13.0,US0006,Joel,Pagong,Original,In the game
US,US01,Survivor: Borneo,1.0,4.0,3.0,13.0,US0007,Gretchen,Pagong,Original,In the game
US,US01,Survivor: Borneo,1.0,4.0,3.0,13.0,US0008,Greg,Pagong,Original,In the game
US,US01,Survivor: Borneo,1.0,4.0,3.0,13.0,US0009,Jenna,Pagong,Original,In the game
US,US01,Survivor: Borneo,1.0,4.0,3.0,13.0,US0010,Gervase,Pagong,Original,In the game
US,US01,Survivor: Borneo,1.0,4.0,3.0,13.0,US0011,Colleen,Pagong,Original,In the game
US,US01,Survivor: Borneo,1.0,4.0,3.0,13.0,US0012,Sean,Tagi,Original,In the game
US,US01,Survivor: Borneo,1.0,4.0,3.0,13.0,US0013,Sue,Tagi,Original,In the game
US,US01,Survivor: Borneo,1.0,4.0,3.0,13.0,US0014,Rudy,Tagi,Original,In the game
US,US01,Survivor: Borneo,1.0,4.0,3.0,13.0,US0015,Kelly,Tagi,Original,In the game
US,US01,Survivor: Borneo,1.0,4.0,3.0,13.0,US0016,Richard,Tagi,Original,In the game
US,US01,Survivor: Borneo,1.0,5.0,4.0,12.0,US0005,Dirk,Tagi,Original,In the game
US,US01,Survivor: Borneo,1.0,5.0,4.0,12.0,US0006,Joel,Pagong,Original,In the game
US,US01,Survivor: Borneo,1.0,5.0,4.0,12.0,US0007,Gretchen,Pagong,Original,In the game
US,US01,Survivor: Borneo,1.0,5.0,4.0,12.0,US0008,Greg,Pagong,Original,In the game
US,US01,Survivor: Borneo,1.0,5.0,4.0,12.0,US0009,Jenna,Pagong,Original,In the game
US,US01,Survivor: Borneo,1.0,5.0,4.0,12.0,US0010,Gervase,Pagong,Original,In the game
US,US01,Survivor: Borneo,1.0,5.0,4.0,12.0,US0011,Colleen,Pagong,Original,In the game
US,US01,Survivor: Borneo,1.0,5.0,4.0,12.0,US0012,Sean,Tagi,Original,In the game
US,US01,Survivor: Borneo,1.0,5.0,4.0,12.0,US0013,Sue,Tagi,Original,In the game
US,US01,Survivor: Borneo,1.0,5.0,4.0,12.0,US0014,Rudy,Tagi,Original,In the game
US,US01,Survivor: Borneo,1.0,5.0,4.0,12.0,US0015,Kelly,Tagi,Original,In the game
US,US01,Survivor: Borneo,1.0,5.0,4.0,12.0,US0016,Richard,Tagi,Original,In the game
US,US01,Survivor: Borneo,1.0,6.0,5.0,11.0,US0006,Joel,Pagong,Original,In the game
US,US01,Survivor: Borneo,1.0,6.0,5.0,11.0,US0007,Gretchen,Pagong,Original,In the game
US,US01,Survivor: Borneo,1.0,6.0,5.0,11.0,US0008,Greg,Pagong,Original,In the game
US,US01,Survivor: Borneo,1.0,6.0,5.0,11.0,US0009,Jenna,Pagong,Original,In the game
US,US01,Survivor: Borneo,1.0,6.0,5.0,11.0,US0010,Gervase,Pagong,Original,In the game
US,US01,Survivor: Borneo,1.0,6.0,5.0,11.0,US0011,Colleen,Pagong,Original,In the game
US,US01,Survivor: Borneo,1.0,6.0,5.0,11.0,US0012,Sean,Tagi,Original,In the game
US,US01,Survivor: Borneo,1.0,6.0,5.0,11.0,US0013,Sue,Tagi,Original,In the game
US,US01,Survivor: Borneo,1.0,6.0,5.0,11.0,US0014,Rudy,Tagi,Original,In the game
US,US01,Survivor: Borneo,1.0,6.0,5.0,11.0,US0015,Kelly,Tagi,Original,In the game
US,US01,Survivor: Borneo,1.0,6.0,5.0,11.0,US0016,Richard,Tagi,Original,In the game
US,US01,Survivor: Borneo,1.0,7.0,6.0,10.0,US0007,Gretchen,Rattana,Merged,In the game
US,US01,Survivor: Borneo,1.0,7.0,6.0,10.0,US0008,Greg,Rattana,Merged,In the game
US,US01,Survivor: Borneo,1.0,7.0,6.0,10.0,US0009,Jenna,Rattana,Merged,In the game
US,US01,Survivor: Borneo,1.0,7.0,6.0,10.0,US0010,Gervase,Rattana,Merged,In the game
US,US01,Survivor: Borneo,1.0,7.0,6.0,10.0,US0011,Colleen,Rattana,Merged,In the game
US,US01,Survivor: Borneo,1.0,7.0,6.0,10.0,US0012,Sean,Rattana,Merged,In the game
US,US01,Survivor: Borneo,1.0,7.0,6.0,10.0,US0013,Sue,Rattana,Merged,In the game
US,US01,Survivor: Borneo,1.0,7.0,6.0,10.0,US0014,Rudy,Rattana,Merged,In the game
US,US01,Survivor: Borneo,1.0,7.0,6.0,10.0,US0015,Kelly,Rattana,Merged,In the game
US,US01,Survivor: Borneo,1.0,7.0,6.0,10.0,US0016,Richard,Rattana,Merged,In the game
US,US01,Survivor: Borneo,1.0,8.0,7.0,9.0,US0008,Greg,Rattana,Merged,In the game
US,US01,Survivor: Borneo,1.0,8.0,7.0,9.0,US0009,Jenna,Rattana,Merged,In the game
