version,version_season,season_name,season,castaway,finalist,vote,castaway_id,finalist_id
US,US03,Survivor: Africa,3.0,Frank,Kim J.,0.0,US0042,US0047
US,US03,Survivor: Africa,3.0,Kelly,Kim J.,0.0,US0040,US0047
US,US03,Survivor: Africa,3.0,Kim P.,Kim J.,1.0,US0043,US0047
US,US03,Survivor: Africa,3.0,Lex,Kim J.,0.0,US0046,US0047
US,US03,Survivor: Africa,3.0,Teresa,Kim J.,0.0,US0044,US0047
US,US03,Survivor: Africa,3.0,Tom,Kim J.,0.0,US0045,US0047
US,US04,Survivor: Marquesas,4.0,John,Neleh,0.0,US0056,US0063
US,US04,Survivor: Marquesas,4.0,Kathy,Neleh,1.0,US0062,US0063
US,US04,Survivor: Marquesas,4.0,Paschal,Neleh,1.0,US0061,US0063
US,US04,Survivor: Marquesas,4.0,Robert,Neleh,0.0,US0059,US0063
US,US04,Survivor: Marquesas,4.0,Sean,Neleh,0.0,US0060,US0063
US,US04,Survivor: Marquesas,4.0,Tammy,Neleh,0.0,US0058,US0063
US,US04,Survivor: Marquesas,4.0,Zoe,Neleh,1.0,US0057,US0063
US,US04,Survivor: Marquesas,4.0,John,Vecepia,1.0,US0056,US0064
US,US04,Survivor: Marquesas,4.0,Kathy,Vecepia,0.0,US0062,US0064
US,US04,Survivor: Marquesas,4.0,Paschal,Vecepia,0.0,US0061,US0064
US,US04,Survivor: Marquesas,4.0,Robert,Vecepia,1.0,US0059,US0064
US,US04,Survivor: Marquesas,4.0,Sean,Vecepia,1.0,US0060,US0064
US,US04,Survivor: Marquesas,4.0,Tammy,Vecepia,1.0,US0058,US0064
US,US04,Survivor: Marquesas,4.0,Zoe,Vecepia,0.0,US0057,US0064
US,US05,Survivor: Thailand,5.0,Erin,Brian,0.0,US0072,US0080
US,US05,Survivor: Thailand,5.0,Helen,Brian,1.0,US0077,US0080
US,US05,Survivor: Thailand,5.0,Jake,Brian,1.0,US0075,US0080
US,US05,Survivor: Thailand,5.0,Jan,Brian,1.0,US0078,US0080
US,US05,Survivor: Thailand,5.0,Ken,Brian,0.0,US0073,US0080
US,US05,Survivor: Thailand,5.0,Penny,Brian,0.0,US0074,US0080
US,US05,Survivor: Thailand,5.0,Ted,Brian,1.0,US0076,US0080
US,US05,Survivor: Thailand,5.0,Erin,Clay,1.0,US0072,US0079
US,US05,Survivor: Thailand,5.0,Helen,Clay,0.0,US0077,US0079
US,US05,Survivor: Thailand,5.0,Jake,Clay,0.0,US0075,US0079
US,US05,Survivor: Thailand,5.0,Jan,Clay,0.0,US0078,US0079
US,US05,Survivor: Thailand,5.0,Ken,Clay,1.0,US0073,US0079
US,US05,Survivor: Thailand,5.0,Penny,Clay,1.0,US0074,US0079
US,US05,Survivor: Thailand,5.0,Ted,Clay,0.0,US0076,US0079
US,US06,Survivor: The Amazon,6.0,Alex,Jenna,1.0,US0090,US0096
US,US06,Survivor: The Amazon,6.0,Butch,Jenna,0.0,US0093,US0096
US,US06,Survivor: The Amazon,6.0,Christy,Jenna,1.0,US0091,US0096
US,US06,Survivor: The Amazon,6.0,Dave,Jenna,1.0,US0088,US0096
US,US06,Survivor: The Amazon,6.0,Deena,Jenna,1.0,US0089,US0096
US,US06,Survivor: The Amazon,6.0,Heidi,Jenna,1.0,US0092,US0096
US,US06,Survivor: The Amazon,6.0,Rob,Jenna,1.0,US0094,US0096
US,US06,Survivor: The Amazon,6.0,Alex,Matthew,0.0,US0090,US0095
US,US06,Survivor: The Amazon,6.0,Butch,Matthew,1.0,US0093,US0095
US,US06,Survivor: The Amazon,6.0,Christy,Matthew,0.0,US0091,US0095
US,US06,Survivor: The Amazon,6.0,Dave,Matthew,0.0,US0088,US0095
US,US06,Survivor: The Amazon,6.0,Deena,Matthew,0.0,US0089,US0095
US,US06,Survivor: The Amazon,6.0,Heidi,Matthew,0.0,US0092,US0095
US,US06,Survivor: The Amazon,6.0,Rob,Matthew,0.0,US0094,US0095
US,US07,Survivor: Pearl Islands,7.0,Burton,Lillian,0.0,US0100,US0099
US,US07,Survivor: Pearl Islands,7.0,Christa,Lillian,0.0,US0109,US0099
US,US07,Survivor: Pearl Islands,7.0,Darrah,Lillian,0.0,US0110,US0099
US,US07,Survivor: Pearl Islands,7.0,Jonny Fairplay,Lillian,0.0,US0111,US0099
US,US07,Survivor: Pearl Islands,7.0,Rupert,Lillian,0.0,US0107,US0099
US,US07,Survivor: Pearl Islands,7.0,Ryan O.,Lillian,0.0,US0106,US0099
US,US07,Survivor: Pearl Islands,7.0,Tijuana,Lillian,1.0,US0108,US0099
US,US07,Survivor: Pearl Islands,7.0,Burton,Sandra,1.0,US0100,US0112
US,US07,Survivor: Pearl Islands,7.0,Christa,Sandra,1.0,US0109,US0112
US,US07,Survivor: Pearl Islands,7.0,Darrah,Sandra,1.0,US0110,US0112
US,US07,Survivor: Pearl Islands,7.0,Jonny Fairplay,Sandra,1.0,US0111,US0112
US,US07,Survivor: Pearl Islands,7.0,Rupert,Sandra,1.0,US0107,US0112
US,US07,Survivor: Pearl Islands,7.0,Ryan O.,Sandra,1.0,US0106,US0112
US,US07,Survivor: Pearl Islands,7.0,Tijuana,Sandra,0.0,US0108,US0112
US,US08,Survivor: All-Stars,8.0,Alicia,Amber,1.0,US0024,US0027
US,US08,Survivor: All-Stars,8.0,Jenna L.,Amber,0.0,US0009,US0027
US,US08,Survivor: All-Stars,8.0,Kathy,Amber,0.0,US0062,US0027
US,US08,Survivor: All-Stars,8.0,Lex,Amber,1.0,US0046,US0027
US,US08,Survivor: All-Stars,8.0,Rupert,Amber,0.0,US0107,US0027
US,US08,Survivor: All-Stars,8.0,Shii Ann,Amber,1.0,US0071,US0027
US,US08,Survivor: All-Stars,8.0,Tom,Amber,1.0,US0045,US0027
US,US08,Survivor: All-Stars,8.0,Alicia,Boston Rob,0.0,US0024,US0055
US,US08,Survivor: All-Stars,8.0,Jenna L.,Boston Rob,1.0,US0009,US0055
US,US08,Survivor: All-Stars,8.0,Kathy,Boston Rob,1.0,US0062,US0055
US,US08,Survivor: All-Stars,8.0,Lex,Boston Rob,0.0,US0046,US0055
US,US08,Survivor: All-Stars,8.0,Rupert,Boston Rob,1.0,US0107,US0055
US,US08,Survivor: All-Stars,8.0,Shii Ann,Boston Rob,0.0,US0071,US0055
US,US08,Survivor: All-Stars,8.0,Tom,Boston Rob,0.0,US0045,US0055
US,US09,Survivor: Vanuatu,9.0,Ami,Chris,0.0,US0125,US0130
US,US09,Survivor: Vanuatu,9.0,Chad,Chris,1.0,US0123,US0130
US,US09,Survivor: Vanuatu,9.0,Eliza,Chris,1.0,US0127,US0130
US,US09,Survivor: Vanuatu,9.0,Julie,Chris,1.0,US0126,US0130
US,US09,Survivor: Vanuatu,9.0,Lea,Chris,1.0,US0122,US0130
US,US09,Survivor: Vanuatu,9.0,Leann,Chris,1.0,US0124,US0130
US,US09,Survivor: Vanuatu,9.0,Scout,Chris,0.0,US0128,US0130
US,US09,Survivor: Vanuatu,9.0,Ami,Twila,1.0,US0125,US0129
US,US09,Survivor: Vanuatu,9.0,Chad,Twila,0.0,US0123,US0129
US,US09,Survivor: Vanuatu,9.0,Eliza,Twila,0.0,US0127,US0129
US,US09,Survivor: Vanuatu,9.0,Julie,Twila,0.0,US0126,US0129
US,US09,Survivor: Vanuatu,9.0,Lea,Twila,0.0,US0122,US0129
US,US09,Survivor: Vanuatu,9.0,Leann,Twila,0.0,US0124,US0129
US,US09,Survivor: Vanuatu,9.0,Scout,Twila,1.0,US0128,US0129
US,US10,Survivor: Palau,10.0,Caryn,Katie,0.0,US0146,US0149
US,US10,Survivor: Palau,10.0,Coby,Katie,1.0,US0142,US0149
US,US10,Survivor: Palau,10.0,Gregg,Katie,0.0,US0145,US0149
US,US10,Survivor: Palau,10.0,Ian,Katie,0.0,US0148,US0149
US,US10,Survivor: Palau,10.0,Janu,Katie,0.0,US0143,US0149
US,US10,Survivor: Palau,10.0,Jenn,Katie,0.0,US0147,US0149
US,US10,Survivor: Palau,10.0,Stephenie,Katie,0.0,US0144,US0149
US,US10,Survivor: Palau,10.0,Caryn,Tom,1.0,US0146,US0150
US,US10,Survivor: Palau,10.0,Coby,Tom,0.0,US0142,US0150
US,US10,Survivor: Palau,10.0,Gregg,Tom,1.0,US0145,US0150
US,US10,Survivor: Palau,10.0,Ian,Tom,1.0,US0148,US0150
US,US10,Survivor: Palau,10.0,Janu,Tom,1.0,US0143,US0150
US,US10,Survivor: Palau,10.0,Jenn,Tom,1.0,US0147,US0150
US,US10,Survivor: Palau,10.0,Stephenie,Tom,1.0,US0144,US0150
US,US11,Survivor: Guatemala,11.0,Bobby Jon,Danni,1.0,US0141,US0166
US,US11,Survivor: Guatemala,11.0,Cindy,Danni,1.0,US0163,US0166
US,US11,Survivor: Guatemala,11.0,Gary,Danni,1.0,US0161,US0166
US,US11,Survivor: Guatemala,11.0,Jamie,Danni,1.0,US0160,US0166
US,US11,Survivor: Guatemala,11.0,Judd,Danni,1.0,US0162,US0166
US,US11,Survivor: Guatemala,11.0,Lydia,Danni,1.0,US0164,US0166
US,US11,Survivor: Guatemala,11.0,Rafe,Danni,0.0,US0165,US0166
US,US11,Survivor: Guatemala,11.0,Bobby Jon,Stephenie,0.0,US0141,US0144
US,US11,Survivor: Guatemala,11.0,Cindy,Stephenie,0.0,US0163,US0144
US,US11,Survivor: Guatemala,11.0,Gary,Stephenie,0.0,US0161,US0144
US,US11,Survivor: Guatemala,11.0,Jamie,Stephenie,0.0,US0160,US0144
US,US11,Survivor: Guatemala,11.0,Judd,Stephenie,0.0,US0162,US0144
US,US11,Survivor: Guatemala,11.0,Lydia,Stephenie,0.0,US0164,US0144
US,US11,Survivor: Guatemala,11.0,Rafe,Stephenie,1.0,US0165,US0144
US,US12,Survivor: Panama,12.0,Austin,Aras,1.0,US0174,US0182
US,US12,Survivor: Panama,12.0,Bruce,Aras,0.0,US0176,US0182
US,US12,Survivor: Panama,12.0,Cirie,Aras,1.0,US0179,US0182
US,US12,Survivor: Panama,12.0,Courtney,Aras,1.0,US0177,US0182
US,US12,Survivor: Panama,12.0,Sally,Aras,1.0,US0175,US0182
US,US12,Survivor: Panama,12.0,Shane,Aras,0.0,US0178,US0182
US,US12,Survivor: Panama,12.0,Terry,Aras,1.0,US0180,US0182
US,US12,Survivor: Panama,12.0,Austin,Danielle,0.0,US0174,US0181
US,US12,Survivor: Panama,12.0,Bruce,Danielle,1.0,US0176,US0181
US,US12,Survivor: Panama,12.0,Cirie,Danielle,0.0,US0179,US0181
US,US12,Survivor: Panama,12.0,Courtney,Danielle,0.0,US0177,US0181
US,US12,Survivor: Panama,12.0,Sally,Danielle,0.0,US0175,US0181
US,US12,Survivor: Panama,12.0,Shane,Danielle,1.0,US0178,US0181
US,US12,Survivor: Panama,12.0,Terry,Danielle,0.0,US0180,US0181
US,US13,Survivor: Cook Islands,13.0,Adam,Becky,0.0,US0198,US0200
US,US13,Survivor: Cook Islands,13.0,Brad,Becky,0.0,US0191,US0200
US,US13,Survivor: Cook Islands,13.0,Candice,Becky,0.0,US0195,US0200
US,US13,Survivor: Cook Islands,13.0,Jenny,Becky,0.0,US0193,US0200
US,US13,Survivor: Cook Islands,13.0,Jonathan,Becky,0.0,US0196,US0200
US,US13,Survivor: Cook Islands,13.0,Nate,Becky,0.0,US0194,US0200
US,US13,Survivor: Cook Islands,13.0,Parvati,Becky,0.0,US0197,US0200
US,US13,Survivor: Cook Islands,13.0,Rebecca,Becky,0.0,US0192,US0200
US,US13,Survivor: Cook Islands,13.0,Sundra,Becky,0.0,US0199,US0200
US,US13,Survivor: Cook Islands,13.0,Adam,Ozzy,0.0,US0198,US0201
US,US13,Survivor: Cook Islands,13.0,Brad,Ozzy,0.0,US0191,US0201
US,US13,Survivor: Cook Islands,13.0,Candice,Ozzy,0.0,US0195,US0201
US,US13,Survivor: Cook Islands,13.0,Jenny,Ozzy,1.0,US0193,US0201
US,US13,Survivor: Cook Islands,13.0,Jonathan,Ozzy,0.0,US0196,US0201
US,US13,Survivor: Cook Islands,13.0,Nate,Ozzy,1.0,US0194,US0201
US,US13,Survivor: Cook Islands,13.0,Parvati,Ozzy,1.0,US0197,US0201
US,US13,Survivor: Cook Islands,13.0,Rebecca,Ozzy,1.0,US0192,US0201
US,US13,Survivor: Cook Islands,13.0,Sundra,Ozzy,0.0,US0199,US0201
US,US13,Survivor: Cook Islands,13.0,Adam,Yul,1.0,US0198,US0202
US,US13,Survivor: Cook Islands,13.0,Brad,Yul,1.0,US0191,US0202
US,US13,Survivor: Cook Islands,13.0,Candice,Yul,1.0,US0195,US0202
US,US13,Survivor: Cook Islands,13.0,Jenny,Yul,0.0,US0193,US0202
US,US13,Survivor: Cook Islands,13.0,Jonathan,Yul,1.0,US0196,US0202
US,US13,Survivor: Cook Islands,13.0,Nate,Yul,0.0,US0194,US0202
US,US13,Survivor: Cook Islands,13.0,Parvati,Yul,0.0,US0197,US0202
US,US13,Survivor: Cook Islands,13.0,Rebecca,Yul,0.0,US0192,US0202
US,US13,Survivor: Cook Islands,13.0,Sundra,Yul,1.0,US0199,US0202
US,US14,Survivor: Fiji,14.0,Alex,Cassandra,0.0,US0215,US0220
US,US14,Survivor: Fiji,14.0,Boo,Cassandra,0.0,US0217,US0220
US,US14,Survivor: Fiji,14.0,Edgardo,Cassandra,0.0,US0213,US0220
US,US14,Survivor: Fiji,14.0,Lisi,Cassandra,0.0,US0211,US0220
US,US14,Survivor: Fiji,14.0,Michelle,Cassandra,0.0,US0212,US0220
US,US14,Survivor: Fiji,14.0,Mookie,Cassandra,0.0,US0214,US0220
US,US14,Survivor: Fiji,14.0,Rocky,Cassandra,0.0,US0210,US0220
US,US14,Survivor: Fiji,14.0,Stacy,Cassandra,0.0,US0216,US0220
US,US14,Survivor: Fiji,14.0,Yau-Man,Cassandra,0.0,US0218,US0220
US,US14,Survivor: Fiji,14.0,Alex,Dreamz,0.0,US0215,US0219
US,US14,Survivor: Fiji,14.0,Boo,Dreamz,0.0,US0217,US0219
US,US14,Survivor: Fiji,14.0,Edgardo,Dreamz,0.0,US0213,US0219
US,US14,Survivor: Fiji,14.0,Lisi,Dreamz,0.0,US0211,US0219
US,US14,Survivor: Fiji,14.0,Michelle,Dreamz,0.0,US0212,US0219
US,US14,Survivor: Fiji,14.0,Mookie,Dreamz,0.0,US0214,US0219
US,US14,Survivor: Fiji,14.0,Rocky,Dreamz,0.0,US0210,US0219
US,US14,Survivor: Fiji,14.0,Stacy,Dreamz,0.0,US0216,US0219
US,US14,Survivor: Fiji,14.0,Yau-Man,Dreamz,0.0,US0218,US0219
US,US14,Survivor: Fiji,14.0,Alex,Earl,1.0,US0215,US0221
US,US14,Survivor: Fiji,14.0,Boo,Earl,1.0,US0217,US0221
US,US14,Survivor: Fiji,14.0,Edgardo,Earl,1.0,US0213,US0221
US,US14,Survivor: Fiji,14.0,Lisi,Earl,1.0,US0211,US0221
US,US14,Survivor: Fiji,14.0,Michelle,Earl,1.0,US0212,US0221
US,US14,Survivor: Fiji,14.0,Mookie,Earl,1.0,US0214,US0221
US,US14,Survivor: Fiji,14.0,Rocky,Earl,1.0,US0210,US0221
US,US14,Survivor: Fiji,14.0,Stacy,Earl,1.0,US0216,US0221
US,US14,Survivor: Fiji,14.0,Yau-Man,Earl,1.0,US0218,US0221
US,US15,Survivor: China,15.0,Denise,Amanda,0.0,US0234,US0235
US,US15,Survivor: China,15.0,Erik,Amanda,1.0,US0232,US0235
US,US15,Survivor: China,15.0,Frosti,Amanda,0.0,US0230,US0235
US,US15,Survivor: China,15.0,Jaime,Amanda,0.0,US0228,US0235
US,US15,Survivor: China,15.0,James,Amanda,0.0,US0231,US0235
US,US15,Survivor: China,15.0,Jean-Robert,Amanda,0.0,US0229,US0235
US,US15,Survivor: China,15.0,Peih-Gee,Amanda,0.0,US0233,US0235
US,US15,Survivor: China,15.0,Denise,Courtney,1.0,US0234,US0236
US,US15,Survivor: China,15.0,Erik,Courtney,0.0,US0232,US0236
US,US15,Survivor: China,15.0,Frosti,Courtney,0.0,US0230,US0236
US,US15,Survivor: China,15.0,Jaime,Courtney,0.0,US0228,US0236
US,US15,Survivor: China,15.0,James,Courtney,1.0,US0231,US0236
US,US15,Survivor: China,15.0,Jean-Robert,Courtney,0.0,US0229,US0236
US,US15,Survivor: China,15.0,Peih-Gee,Courtney,0.0,US0233,US0236
US,US15,Survivor: China,15.0,Denise,Todd,0.0,US0234,US0237
US,US15,Survivor: China,15.0,Erik,Todd,0.0,US0232,US0237
US,US15,Survivor: China,15.0,Frosti,Todd,1.0,US0230,US0237
US,US15,Survivor: China,15.0,Jaime,Todd,1.0,US0228,US0237
US,US15,Survivor: China,15.0,James,Todd,0.0,US0231,US0237
US,US15,Survivor: China,15.0,Jean-Robert,Todd,1.0,US0229,US0237
US,US15,Survivor: China,15.0,Peih-Gee,Todd,1.0,US0233,US0237
US,US16,Survivor: Micronesia,16.0,Alexis,Amanda,0.0,US0245,US0235
US,US16,Survivor: Micronesia,16.0,Cirie,Amanda,0.0,US0179,US0235
US,US16,Survivor: Micronesia,16.0,Eliza,Amanda,0.0,US0127,US0235
US,US16,Survivor: Micronesia,16.0,Erik,Amanda,1.0,US0246,US0235
US,US16,Survivor: Micronesia,16.0,James,Amanda,1.0,US0231,US0235
US,US16,Survivor: Micronesia,16.0,Jason,Amanda,0.0,US0244,US0235
US,US16,Survivor: Micronesia,16.0,Natalie,Amanda,0.0,US0247,US0235
US,US16,Survivor: Micronesia,16.0,Ozzy,Amanda,1.0,US0201,US0235
US,US16,Survivor: Micronesia,16.0,Alexis,Parvati,1.0,US0245,US0197
US,US16,Survivor: Micronesia,16.0,Cirie,Parvati,1.0,US0179,US0197
US,US16,Survivor: Micronesia,16.0,Eliza,Parvati,1.0,US0127,US0197
US,US16,Survivor: Micronesia,16.0,Erik,Parvati,0.0,US0246,US0197
US,US16,Survivor: Micronesia,16.0,James,Parvati,0.0,US0231,US0197
US,US16,Survivor: Micronesia,16.0,Jason,Parvati,1.0,US0244,US0197
US,US16,Survivor: Micronesia,16.0,Natalie,Parvati,1.0,US0247,US0197
US,US16,Survivor: Micronesia,16.0,Ozzy,Parvati,0.0,US0201,US0197
US,US17,Survivor: Gabon,17.0,Charlie,Bob,1.0,US0257,US0265
US,US17,Survivor: Gabon,17.0,Corinne,Bob,1.0,US0259,US0265
US,US17,Survivor: Gabon,17.0,Crystal,Bob,0.0,US0260,US0265
US,US17,Survivor: Gabon,17.0,Ken,Bob,0.0,US0261,US0265
US,US17,Survivor: Gabon,17.0,Marcus,Bob,1.0,US0256,US0265
US,US17,Survivor: Gabon,17.0,Matty,Bob,0.0,US0262,US0265
US,US17,Survivor: Gabon,17.0,Randy,Bob,1.0,US0258,US0265
US,US17,Survivor: Gabon,17.0,Charlie,Sugar,0.0,US0257,US0263
US,US17,Survivor: Gabon,17.0,Corinne,Sugar,0.0,US0259,US0263
US,US17,Survivor: Gabon,17.0,Crystal,Sugar,0.0,US0260,US0263
US,US17,Survivor: Gabon,17.0,Ken,Sugar,0.0,US0261,US0263
US,US17,Survivor: Gabon,17.0,Marcus,Sugar,0.0,US0256,US0263
US,US17,Survivor: Gabon,17.0,Matty,Sugar,0.0,US0262,US0263
US,US17,Survivor: Gabon,17.0,Randy,Sugar,0.0,US0258,US0263
US,US17,Survivor: Gabon,17.0,Charlie,Susie,0.0,US0257,US0264
US,US17,Survivor: Gabon,17.0,Corinne,Susie,0.0,US0259,US0264
US,US17,Survivor: Gabon,17.0,Crystal,Susie,1.0,US0260,US0264
US,US17,Survivor: Gabon,17.0,Ken,Susie,1.0,US0261,US0264
US,US17,Survivor: Gabon,17.0,Marcus,Susie,0.0,US0256,US0264
US,US17,Survivor: Gabon,17.0,Matty,Susie,1.0,US0262,US0264
US,US17,Survivor: Gabon,17.0,Randy,Susie,0.0,US0258,US0264
US,US18,Survivor: Tocantins,18.0,Brendan,J.T.,1.0,US0273,US0281
US,US18,Survivor: Tocantins,18.0,Coach,J.T.,1.0,US0277,US0281
US,US18,Survivor: Tocantins,18.0,Debbie,J.T.,1.0,US0276,US0281
US,US18,Survivor: Tocantins,18.0,Erinn,J.T.,1.0,US0279,US0281
US,US18,Survivor: Tocantins,18.0,Sierra,J.T.,1.0,US0275,US0281
US,US18,Survivor: Tocantins,18.0,Taj,J.T.,1.0,US0278,US0281
US,US18,Survivor: Tocantins,18.0,Tyson,J.T.,1.0,US0274,US0281
US,US18,Survivor: Tocantins,18.0,Brendan,Stephen,0.0,US0273,US0280
US,US18,Survivor: Tocantins,18.0,Coach,Stephen,0.0,US0277,US0280
US,US18,Survivor: Tocantins,18.0,Debbie,Stephen,0.0,US0276,US0280
US,US18,Survivor: Tocantins,18.0,Erinn,Stephen,0.0,US0279,US0280
US,US18,Survivor: Tocantins,18.0,Sierra,Stephen,0.0,US0275,US0280
US,US18,Survivor: Tocantins,18.0,Taj,Stephen,0.0,US0278,US0280
US,US18,Survivor: Tocantins,18.0,Tyson,Stephen,0.0,US0274,US0280
US,US19,Survivor: Samoa,19.0,Brett,Mick,0.0,US0298,US0299
US,US19,Survivor: Samoa,19.0,Dave,Mick,0.0,US0294,US0299
US,US19,Survivor: Samoa,19.0,Erik,Mick,0.0,US0290,US0299
US,US19,Survivor: Samoa,19.0,Jaison,Mick,0.0,US0297,US0299
US,US19,Survivor: Samoa,19.0,John,Mick,0.0,US0293,US0299
US,US19,Survivor: Samoa,19.0,Kelly,Mick,0.0,US0291,US0299
US,US19,Survivor: Samoa,19.0,Laura,Mick,0.0,US0292,US0299
US,US19,Survivor: Samoa,19.0,Monica,Mick,0.0,US0295,US0299
US,US19,Survivor: Samoa,19.0,Shambo,Mick,0.0,US0296,US0299
US,US19,Survivor: Samoa,19.0,Brett,Natalie,1.0,US0298,US0301
US,US19,Survivor: Samoa,19.0,Dave,Natalie,1.0,US0294,US0301
US,US19,Survivor: Samoa,19.0,Erik,Natalie,1.0,US0290,US0301
US,US19,Survivor: Samoa,19.0,Jaison,Natalie,1.0,US0297,US0301
US,US19,Survivor: Samoa,19.0,John,Natalie,0.0,US0293,US0301
US,US19,Survivor: Samoa,19.0,Kelly,Natalie,1.0,US0291,US0301
US,US19,Survivor: Samoa,19.0,Laura,Natalie,1.0,US0292,US0301
US,US19,Survivor: Samoa,19.0,Monica,Natalie,1.0,US0295,US0301
US,US19,Survivor: Samoa,19.0,Shambo,Natalie,0.0,US0296,US0301
US,US19,Survivor: Samoa,19.0,Brett,Russell H.,0.0,US0298,US0300
US,US19,Survivor: Samoa,19.0,Dave,Russell H.,0.0,US0294,US0300
US,US19,Survivor: Samoa,19.0,Erik,Russell H.,0.0,US0290,US0300
US,US19,Survivor: Samoa,19.0,Jaison,Russell H.,0.0,US0297,US0300
US,US19,Survivor: Samoa,19.0,John,Russell H.,0.0,US0293,US0300
US,US19,Survivor: Samoa,19.0,Kelly,Russell H.,0.0,US0291,US0300
US,US19,Survivor: Samoa,19.0,Laura,Russell H.,0.0,US0292,US0300
US,US19,Survivor: Samoa,19.0,Monica,Russell H.,0.0,US0295,US0300
US,US19,Survivor: Samoa,19.0,Shambo,Russell H.,0.0,US0296,US0300
US,US20,Survivor: Heroes vs. Villains,20.0,Amanda,Parvati,0.0,US0235,US0197
US,US20,Survivor: Heroes vs. Villains,20.0,Candice,Parvati,0.0,US0195,US0197
US,US20,Survivor: Heroes vs. Villains,20.0,Coach,Parvati,1.0,US0277,US0197
US,US20,Survivor: Heroes vs. Villains,20.0,Colby,Parvati,0.0,US0031,US0197
US,US20,Survivor: Heroes vs. Villains,20.0,Courtney,Parvati,0.0,US0236,US0197
US,US20,Survivor: Heroes vs. Villains,20.0,Danielle,Parvati,1.0,US0181,US0197
US,US20,Survivor: Heroes vs. Villains,20.0,J.T.,Parvati,0.0,US0281,US0197
US,US20,Survivor: Heroes vs. Villains,20.0,Jerri,Parvati,1.0,US0025,US0197
US,US20,Survivor: Heroes vs. Villains,20.0,Rupert,Parvati,0.0,US0107,US0197
US,US20,Survivor: Heroes vs. Villains,20.0,Amanda,Russell,0.0,US0235,US0300
US,US20,Survivor: Heroes vs. Villains,20.0,Candice,Russell,0.0,US0195,US0300
US,US20,Survivor: Heroes vs. Villains,20.0,Coach,Russell,0.0,US0277,US0300
US,US20,Survivor: Heroes vs. Villains,20.0,Colby,Russell,0.0,US0031,US0300
US,US20,Survivor: Heroes vs. Villains,20.0,Courtney,Russell,0.0,US0236,US0300
US,US20,Survivor: Heroes vs. Villains,20.0,Danielle,Russell,0.0,US0181,US0300
US,US20,Survivor: Heroes vs. Villains,20.0,J.T.,Russell,0.0,US0281,US0300
US,US20,Survivor: Heroes vs. Villains,20.0,Jerri,Russell,0.0,US0025,US0300
