version,version_season,season_name,season,castaway,finalist,vote,castaway_id,finalist_id
US,US20,Survivor: Heroes vs. Villains,20.0,Rupert,Russell,0.0,US0107,US0300
US,US20,Survivor: Heroes vs. Villains,20.0,Amanda,Sandra,1.0,US0235,US0112
US,US20,Survivor: Heroes vs. Villains,20.0,Candice,Sandra,1.0,US0195,US0112
US,US20,Survivor: Heroes vs. Villains,20.0,Coach,Sandra,0.0,US0277,US0112
US,US20,Survivor: Heroes vs. Villains,20.0,Colby,Sandra,1.0,US0031,US0112
US,US20,Survivor: Heroes vs. Villains,20.0,Courtney,Sandra,1.0,US0236,US0112
US,US20,Survivor: Heroes vs. Villains,20.0,Danielle,Sandra,0.0,US0181,US0112
US,US20,Survivor: Heroes vs. Villains,20.0,J.T.,Sandra,1.0,US0281,US0112
US,US20,Survivor: Heroes vs. Villains,20.0,Jerri,Sandra,0.0,US0025,US0112
US,US20,Survivor: Heroes vs. Villains,20.0,Rupert,Sandra,1.0,US0107,US0112
US,US21,Survivor: Nicaragua,21.0,Alina,Chase,1.0,US0310,US0320
US,US21,Survivor: Nicaragua,21.0,Benry,Chase,0.0,US0315,US0320
US,US21,Survivor: Nicaragua,21.0,Brenda,Chase,1.0,US0312,US0320
US,US21,Survivor: Nicaragua,21.0,Dan,Chase,0.0,US0317,US0320
US,US21,Survivor: Nicaragua,21.0,Holly,Chase,1.0,US0318,US0320
US,US21,Survivor: Nicaragua,21.0,Jane,Chase,1.0,US0316,US0320
US,US21,Survivor: Nicaragua,21.0,Marty,Chase,0.0,US0311,US0320
US,US21,Survivor: Nicaragua,21.0,NaOnka,Chase,0.0,US0313,US0320
US,US21,Survivor: Nicaragua,21.0,Purple Kelly,Chase,0.0,US0314,US0320
US,US21,Survivor: Nicaragua,21.0,Alina,Fabio,0.0,US0310,US0321
US,US21,Survivor: Nicaragua,21.0,Benry,Fabio,1.0,US0315,US0321
US,US21,Survivor: Nicaragua,21.0,Brenda,Fabio,0.0,US0312,US0321
US,US21,Survivor: Nicaragua,21.0,Dan,Fabio,1.0,US0317,US0321
US,US21,Survivor: Nicaragua,21.0,Holly,Fabio,0.0,US0318,US0321
US,US21,Survivor: Nicaragua,21.0,Jane,Fabio,0.0,US0316,US0321
US,US21,Survivor: Nicaragua,21.0,Marty,Fabio,1.0,US0311,US0321
US,US21,Survivor: Nicaragua,21.0,NaOnka,Fabio,1.0,US0313,US0321
US,US21,Survivor: Nicaragua,21.0,Purple Kelly,Fabio,1.0,US0314,US0321
US,US21,Survivor: Nicaragua,21.0,Alina,Sash,0.0,US0310,US0319
US,US21,Survivor: Nicaragua,21.0,Benry,Sash,0.0,US0315,US0319
US,US21,Survivor: Nicaragua,21.0,Brenda,Sash,0.0,US0312,US0319
US,US21,Survivor: Nicaragua,21.0,Dan,Sash,0.0,US0317,US0319
US,US21,Survivor: Nicaragua,21.0,Holly,Sash,0.0,US0318,US0319
US,US21,Survivor: Nicaragua,21.0,Jane,Sash,0.0,US0316,US0319
US,US21,Survivor: Nicaragua,21.0,Marty,Sash,0.0,US0311,US0319
US,US21,Survivor: Nicaragua,21.0,NaOnka,Sash,0.0,US0313,US0319
US,US21,Survivor: Nicaragua,21.0,Purple Kelly,Sash,0.0,US0314,US0319
US,US22,Survivor: Redemption Island,22.0,Andrea,Boston Rob,1.0,US0333,US0055
US,US22,Survivor: Redemption Island,22.0,Ashley,Boston Rob,1.0,US0335,US0055
US,US22,Survivor: Redemption Island,22.0,David,Boston Rob,1.0,US0329,US0055
US,US22,Survivor: Redemption Island,22.0,Grant,Boston Rob,1.0,US0334,US0055
US,US22,Survivor: Redemption Island,22.0,Julie,Boston Rob,1.0,US0330,US0055
US,US22,Survivor: Redemption Island,22.0,Matt,Boston Rob,1.0,US0323,US0055
US,US22,Survivor: Redemption Island,22.0,Mike,Boston Rob,1.0,US0328,US0055
US,US22,Survivor: Redemption Island,22.0,Ralph,Boston Rob,0.0,US0331,US0055
US,US22,Survivor: Redemption Island,22.0,Steve,Boston Rob,1.0,US0332,US0055
US,US22,Survivor: Redemption Island,22.0,Andrea,Natalie,0.0,US0333,US0336
US,US22,Survivor: Redemption Island,22.0,Ashley,Natalie,0.0,US0335,US0336
US,US22,Survivor: Redemption Island,22.0,David,Natalie,0.0,US0329,US0336
US,US22,Survivor: Redemption Island,22.0,Grant,Natalie,0.0,US0334,US0336
US,US22,Survivor: Redemption Island,22.0,Julie,Natalie,0.0,US0330,US0336
US,US22,Survivor: Redemption Island,22.0,Matt,Natalie,0.0,US0323,US0336
US,US22,Survivor: Redemption Island,22.0,Mike,Natalie,0.0,US0328,US0336
US,US22,Survivor: Redemption Island,22.0,Ralph,Natalie,0.0,US0331,US0336
US,US22,Survivor: Redemption Island,22.0,Steve,Natalie,0.0,US0332,US0336
US,US22,Survivor: Redemption Island,22.0,Andrea,Phillip,0.0,US0333,US0337
US,US22,Survivor: Redemption Island,22.0,Ashley,Phillip,0.0,US0335,US0337
US,US22,Survivor: Redemption Island,22.0,David,Phillip,0.0,US0329,US0337
US,US22,Survivor: Redemption Island,22.0,Grant,Phillip,0.0,US0334,US0337
US,US22,Survivor: Redemption Island,22.0,Julie,Phillip,0.0,US0330,US0337
US,US22,Survivor: Redemption Island,22.0,Matt,Phillip,0.0,US0323,US0337
US,US22,Survivor: Redemption Island,22.0,Mike,Phillip,0.0,US0328,US0337
US,US22,Survivor: Redemption Island,22.0,Ralph,Phillip,1.0,US0331,US0337
US,US22,Survivor: Redemption Island,22.0,Steve,Phillip,0.0,US0332,US0337
US,US23,Survivor: South Pacific,23.0,Brandon,Albert,0.0,US0350,US0352
US,US23,Survivor: South Pacific,23.0,Cochran,Albert,0.0,US0348,US0352
US,US23,Survivor: South Pacific,23.0,Dawn,Albert,0.0,US0346,US0352
US,US23,Survivor: South Pacific,23.0,Edna,Albert,0.0,US0349,US0352
US,US23,Survivor: South Pacific,23.0,Jim,Albert,0.0,US0345,US0352
US,US23,Survivor: South Pacific,23.0,Keith,Albert,0.0,US0344,US0352
US,US23,Survivor: South Pacific,23.0,Ozzy,Albert,0.0,US0201,US0352
US,US23,Survivor: South Pacific,23.0,Rick,Albert,0.0,US0351,US0352
US,US23,Survivor: South Pacific,23.0,Whitney,Albert,0.0,US0347,US0352
US,US23,Survivor: South Pacific,23.0,Brandon,Coach,0.0,US0350,US0277
US,US23,Survivor: South Pacific,23.0,Cochran,Coach,1.0,US0348,US0277
US,US23,Survivor: South Pacific,23.0,Dawn,Coach,0.0,US0346,US0277
US,US23,Survivor: South Pacific,23.0,Edna,Coach,1.0,US0349,US0277
US,US23,Survivor: South Pacific,23.0,Jim,Coach,0.0,US0345,US0277
US,US23,Survivor: South Pacific,23.0,Keith,Coach,0.0,US0344,US0277
US,US23,Survivor: South Pacific,23.0,Ozzy,Coach,0.0,US0201,US0277
US,US23,Survivor: South Pacific,23.0,Rick,Coach,1.0,US0351,US0277
US,US23,Survivor: South Pacific,23.0,Whitney,Coach,0.0,US0347,US0277
US,US23,Survivor: South Pacific,23.0,Brandon,Sophie,1.0,US0350,US0353
US,US23,Survivor: South Pacific,23.0,Cochran,Sophie,0.0,US0348,US0353
US,US23,Survivor: South Pacific,23.0,Dawn,Sophie,1.0,US0346,US0353
US,US23,Survivor: South Pacific,23.0,Edna,Sophie,0.0,US0349,US0353
US,US23,Survivor: South Pacific,23.0,Jim,Sophie,1.0,US0345,US0353
US,US23,Survivor: South Pacific,23.0,Keith,Sophie,1.0,US0344,US0353
US,US23,Survivor: South Pacific,23.0,Ozzy,Sophie,1.0,US0201,US0353
US,US23,Survivor: South Pacific,23.0,Rick,Sophie,0.0,US0351,US0353
US,US23,Survivor: South Pacific,23.0,Whitney,Sophie,1.0,US0347,US0353
US,US24,Survivor: One World,24.0,Alicia,Chelsea,0.0,US0367,US0369
US,US24,Survivor: One World,24.0,Christina,Chelsea,0.0,US0368,US0369
US,US24,Survivor: One World,24.0,Jay,Chelsea,0.0,US0362,US0369
US,US24,Survivor: One World,24.0,Jonas,Chelsea,0.0,US0360,US0369
US,US24,Survivor: One World,24.0,Kat,Chelsea,0.0,US0365,US0369
US,US24,Survivor: One World,24.0,Leif,Chelsea,0.0,US0363,US0369
US,US24,Survivor: One World,24.0,Michael,Chelsea,0.0,US0361,US0369
US,US24,Survivor: One World,24.0,Tarzan,Chelsea,0.0,US0366,US0369
US,US24,Survivor: One World,24.0,Troyzan,Chelsea,0.0,US0364,US0369
US,US24,Survivor: One World,24.0,Alicia,Kim,1.0,US0367,US0371
US,US24,Survivor: One World,24.0,Christina,Kim,1.0,US0368,US0371
US,US24,Survivor: One World,24.0,Jay,Kim,1.0,US0362,US0371
US,US24,Survivor: One World,24.0,Jonas,Kim,1.0,US0360,US0371
US,US24,Survivor: One World,24.0,Kat,Kim,1.0,US0365,US0371
US,US24,Survivor: One World,24.0,Leif,Kim,0.0,US0363,US0371
US,US24,Survivor: One World,24.0,Michael,Kim,1.0,US0361,US0371
US,US24,Survivor: One World,24.0,Tarzan,Kim,1.0,US0366,US0371
US,US24,Survivor: One World,24.0,Troyzan,Kim,0.0,US0364,US0371
US,US24,Survivor: One World,24.0,Alicia,Sabrina,0.0,US0367,US0370
US,US24,Survivor: One World,24.0,Christina,Sabrina,0.0,US0368,US0370
US,US24,Survivor: One World,24.0,Jay,Sabrina,0.0,US0362,US0370
US,US24,Survivor: One World,24.0,Jonas,Sabrina,0.0,US0360,US0370
US,US24,Survivor: One World,24.0,Kat,Sabrina,0.0,US0365,US0370
US,US24,Survivor: One World,24.0,Leif,Sabrina,1.0,US0363,US0370
US,US24,Survivor: One World,24.0,Michael,Sabrina,0.0,US0361,US0370
US,US24,Survivor: One World,24.0,Tarzan,Sabrina,0.0,US0366,US0370
US,US24,Survivor: One World,24.0,Troyzan,Sabrina,1.0,US0364,US0370
US,US25,Survivor: Philippines,25.0,Abi-Maria,Denise,1.0,US0383,US0386
US,US25,Survivor: Philippines,25.0,Artis,Denise,1.0,US0380,US0386
US,US25,Survivor: Philippines,25.0,Carter,Denise,0.0,US0382,US0386
US,US25,Survivor: Philippines,25.0,Jeff,Denise,1.0,US0379,US0386
US,US25,Survivor: Philippines,25.0,Jonathan,Denise,1.0,US0196,US0386
US,US25,Survivor: Philippines,25.0,Malcolm,Denise,1.0,US0384,US0386
US,US25,Survivor: Philippines,25.0,Pete,Denise,1.0,US0381,US0386
US,US25,Survivor: Philippines,25.0,RC,Denise,0.0,US0378,US0386
US,US25,Survivor: Philippines,25.0,Abi-Maria,Lisa,0.0,US0383,US0385
US,US25,Survivor: Philippines,25.0,Artis,Lisa,0.0,US0380,US0385
US,US25,Survivor: Philippines,25.0,Carter,Lisa,0.0,US0382,US0385
US,US25,Survivor: Philippines,25.0,Jeff,Lisa,0.0,US0379,US0385
US,US25,Survivor: Philippines,25.0,Jonathan,Lisa,0.0,US0196,US0385
US,US25,Survivor: Philippines,25.0,Malcolm,Lisa,0.0,US0384,US0385
US,US25,Survivor: Philippines,25.0,Pete,Lisa,0.0,US0381,US0385
US,US25,Survivor: Philippines,25.0,RC,Lisa,1.0,US0378,US0385
US,US25,Survivor: Philippines,25.0,Abi-Maria,Michael,0.0,US0383,US0022
US,US25,Survivor: Philippines,25.0,Artis,Michael,0.0,US0380,US0022
US,US25,Survivor: Philippines,25.0,Carter,Michael,1.0,US0382,US0022
US,US25,Survivor: Philippines,25.0,Jeff,Michael,0.0,US0379,US0022
US,US25,Survivor: Philippines,25.0,Jonathan,Michael,0.0,US0196,US0022
US,US25,Survivor: Philippines,25.0,Malcolm,Michael,0.0,US0384,US0022
US,US25,Survivor: Philippines,25.0,Pete,Michael,0.0,US0381,US0022
US,US25,Survivor: Philippines,25.0,RC,Michael,0.0,US0378,US0022
US,US26,Survivor: Caramoan,26.0,Andrea,Cochran,1.0,US0333,US0348
US,US26,Survivor: Caramoan,26.0,Brenda,Cochran,1.0,US0312,US0348
US,US26,Survivor: Caramoan,26.0,Eddie,Cochran,1.0,US0395,US0348
US,US26,Survivor: Caramoan,26.0,Erik,Cochran,1.0,US0246,US0348
US,US26,Survivor: Caramoan,26.0,Malcolm,Cochran,1.0,US0384,US0348
US,US26,Survivor: Caramoan,26.0,Michael,Cochran,1.0,US0393,US0348
US,US26,Survivor: Caramoan,26.0,Phillip,Cochran,1.0,US0337,US0348
US,US26,Survivor: Caramoan,26.0,Reynold,Cochran,1.0,US0394,US0348
US,US26,Survivor: Caramoan,26.0,Andrea,Dawn,0.0,US0333,US0346
US,US26,Survivor: Caramoan,26.0,Brenda,Dawn,0.0,US0312,US0346
US,US26,Survivor: Caramoan,26.0,Eddie,Dawn,0.0,US0395,US0346
US,US26,Survivor: Caramoan,26.0,Erik,Dawn,0.0,US0246,US0346
US,US26,Survivor: Caramoan,26.0,Malcolm,Dawn,0.0,US0384,US0346
US,US26,Survivor: Caramoan,26.0,Michael,Dawn,0.0,US0393,US0346
US,US26,Survivor: Caramoan,26.0,Phillip,Dawn,0.0,US0337,US0346
US,US26,Survivor: Caramoan,26.0,Reynold,Dawn,0.0,US0394,US0346
US,US26,Survivor: Caramoan,26.0,Andrea,Sherri,0.0,US0333,US0396
US,US26,Survivor: Caramoan,26.0,Brenda,Sherri,0.0,US0312,US0396
US,US26,Survivor: Caramoan,26.0,Eddie,Sherri,0.0,US0395,US0396
US,US26,Survivor: Caramoan,26.0,Erik,Sherri,0.0,US0246,US0396
US,US26,Survivor: Caramoan,26.0,Malcolm,Sherri,0.0,US0384,US0396
US,US26,Survivor: Caramoan,26.0,Michael,Sherri,0.0,US0393,US0396
US,US26,Survivor: Caramoan,26.0,Phillip,Sherri,0.0,US0337,US0396
US,US26,Survivor: Caramoan,26.0,Reynold,Sherri,0.0,US0394,US0396
US,US27,Survivor: Blood vs. Water,27.0,Aras,Gervase,0.0,US0182,US0010
US,US27,Survivor: Blood vs. Water,27.0,Caleb,Gervase,0.0,US0403,US0010
US,US27,Survivor: Blood vs. Water,27.0,Ciera,Gervase,0.0,US0406,US0010
US,US27,Survivor: Blood vs. Water,27.0,Hayden,Gervase,0.0,US0405,US0010
US,US27,Survivor: Blood vs. Water,27.0,Katie,Gervase,0.0,US0404,US0010
US,US27,Survivor: Blood vs. Water,27.0,Laura M.,Gervase,0.0,US0292,US0010
US,US27,Survivor: Blood vs. Water,27.0,Tina,Gervase,0.0,US0032,US0010
US,US27,Survivor: Blood vs. Water,27.0,Vytas,Gervase,0.0,US0402,US0010
US,US27,Survivor: Blood vs. Water,27.0,Aras,Monica,0.0,US0182,US0358
US,US27,Survivor: Blood vs. Water,27.0,Caleb,Monica,0.0,US0403,US0358
US,US27,Survivor: Blood vs. Water,27.0,Ciera,Monica,0.0,US0406,US0358
US,US27,Survivor: Blood vs. Water,27.0,Hayden,Monica,0.0,US0405,US0358
US,US27,Survivor: Blood vs. Water,27.0,Katie,Monica,0.0,US0404,US0358
US,US27,Survivor: Blood vs. Water,27.0,Laura M.,Monica,0.0,US0292,US0358
US,US27,Survivor: Blood vs. Water,27.0,Tina,Monica,0.0,US0032,US0358
US,US27,Survivor: Blood vs. Water,27.0,Vytas,Monica,1.0,US0402,US0358
US,US27,Survivor: Blood vs. Water,27.0,Aras,Tyson,1.0,US0182,US0274
US,US27,Survivor: Blood vs. Water,27.0,Caleb,Tyson,1.0,US0403,US0274
US,US27,Survivor: Blood vs. Water,27.0,Ciera,Tyson,1.0,US0406,US0274
US,US27,Survivor: Blood vs. Water,27.0,Hayden,Tyson,1.0,US0405,US0274
US,US27,Survivor: Blood vs. Water,27.0,Katie,Tyson,1.0,US0404,US0274
US,US27,Survivor: Blood vs. Water,27.0,Laura M.,Tyson,1.0,US0292,US0274
US,US27,Survivor: Blood vs. Water,27.0,Tina,Tyson,1.0,US0032,US0274
US,US27,Survivor: Blood vs. Water,27.0,Vytas,Tyson,0.0,US0402,US0274
US,US28,Survivor: Cagayan,28.0,Jefra,Tony,1.0,US0418,US0424
US,US28,Survivor: Cagayan,28.0,Jeremiah,Tony,1.0,US0417,US0424
US,US28,Survivor: Cagayan,28.0,Kass,Tony,1.0,US0422,US0424
US,US28,Survivor: Cagayan,28.0,LJ,Tony,1.0,US0416,US0424
US,US28,Survivor: Cagayan,28.0,Morgan,Tony,1.0,US0415,US0424
US,US28,Survivor: Cagayan,28.0,Sarah,Tony,1.0,US0414,US0424
US,US28,Survivor: Cagayan,28.0,Spencer,Tony,1.0,US0421,US0424
US,US28,Survivor: Cagayan,28.0,Tasha,Tony,0.0,US0419,US0424
US,US28,Survivor: Cagayan,28.0,Trish,Tony,1.0,US0420,US0424
US,US28,Survivor: Cagayan,28.0,Jefra,Woo,0.0,US0418,US0423
US,US28,Survivor: Cagayan,28.0,Jeremiah,Woo,0.0,US0417,US0423
US,US28,Survivor: Cagayan,28.0,Kass,Woo,0.0,US0422,US0423
US,US28,Survivor: Cagayan,28.0,LJ,Woo,0.0,US0416,US0423
US,US28,Survivor: Cagayan,28.0,Morgan,Woo,0.0,US0415,US0423
US,US28,Survivor: Cagayan,28.0,Sarah,Woo,0.0,US0414,US0423
US,US28,Survivor: Cagayan,28.0,Spencer,Woo,0.0,US0421,US0423
US,US28,Survivor: Cagayan,28.0,Tasha,Woo,1.0,US0419,US0423
US,US28,Survivor: Cagayan,28.0,Trish,Woo,0.0,US0420,US0423
US,US29,Survivor: San Juan del Sur,29.0,Alec,Jaclyn,0.0,US0436,US0441
US,US29,Survivor: San Juan del Sur,29.0,Baylor,Jaclyn,0.0,US0438,US0441
US,US29,Survivor: San Juan del Sur,29.0,Jeremy,Jaclyn,0.0,US0433,US0441
US,US29,Survivor: San Juan del Sur,29.0,Jon,Jaclyn,1.0,US0437,US0441
US,US29,Survivor: San Juan del Sur,29.0,Josh,Jaclyn,0.0,US0432,US0441
US,US29,Survivor: San Juan del Sur,29.0,Keith,Jaclyn,0.0,US0439,US0441
US,US29,Survivor: San Juan del Sur,29.0,Reed,Jaclyn,1.0,US0435,US0441
US,US29,Survivor: San Juan del Sur,29.0,Wes,Jaclyn,0.0,US0434,US0441
US,US29,Survivor: San Juan del Sur,29.0,Alec,Missy,0.0,US0436,US0440
US,US29,Survivor: San Juan del Sur,29.0,Baylor,Missy,1.0,US0438,US0440
US,US29,Survivor: San Juan del Sur,29.0,Jeremy,Missy,0.0,US0433,US0440
US,US29,Survivor: San Juan del Sur,29.0,Jon,Missy,0.0,US0437,US0440
US,US29,Survivor: San Juan del Sur,29.0,Josh,Missy,0.0,US0432,US0440
US,US29,Survivor: San Juan del Sur,29.0,Keith,Missy,0.0,US0439,US0440
US,US29,Survivor: San Juan del Sur,29.0,Reed,Missy,0.0,US0435,US0440
US,US29,Survivor: San Juan del Sur,29.0,Wes,Missy,0.0,US0434,US0440
US,US29,Survivor: San Juan del Sur,29.0,Alec,Natalie,1.0,US0436,US0442
US,US29,Survivor: San Juan del Sur,29.0,Baylor,Natalie,0.0,US0438,US0442
US,US29,Survivor: San Juan del Sur,29.0,Jeremy,Natalie,1.0,US0433,US0442
US,US29,Survivor: San Juan del Sur,29.0,Jon,Natalie,0.0,US0437,US0442
US,US29,Survivor: San Juan del Sur,29.0,Josh,Natalie,1.0,US0432,US0442
US,US29,Survivor: San Juan del Sur,29.0,Keith,Natalie,1.0,US0439,US0442
US,US29,Survivor: San Juan del Sur,29.0,Reed,Natalie,0.0,US0435,US0442
US,US29,Survivor: San Juan del Sur,29.0,Wes,Natalie,1.0,US0434,US0442
US,US30,Survivor: Worlds Apart,30.0,Dan,Carolyn,0.0,US0455,US0459
US,US30,Survivor: Worlds Apart,30.0,Hali,Carolyn,0.0,US0450,US0459
US,US30,Survivor: Worlds Apart,30.0,Jenn,Carolyn,0.0,US0452,US0459
US,US30,Survivor: Worlds Apart,30.0,Joe,Carolyn,0.0,US0451,US0459
US,US30,Survivor: Worlds Apart,30.0,Rodney,Carolyn,0.0,US0457,US0459
US,US30,Survivor: Worlds Apart,30.0,Shirin,Carolyn,0.0,US0453,US0459
US,US30,Survivor: Worlds Apart,30.0,Sierra,Carolyn,1.0,US0456,US0459
US,US30,Survivor: Worlds Apart,30.0,Tyler,Carolyn,0.0,US0454,US0459
US,US30,Survivor: Worlds Apart,30.0,Dan,Mike,1.0,US0455,US0460
US,US30,Survivor: Worlds Apart,30.0,Hali,Mike,1.0,US0450,US0460
US,US30,Survivor: Worlds Apart,30.0,Jenn,Mike,1.0,US0452,US0460
US,US30,Survivor: Worlds Apart,30.0,Joe,Mike,1.0,US0451,US0460
US,US30,Survivor: Worlds Apart,30.0,Rodney,Mike,0.0,US0457,US0460
US,US30,Survivor: Worlds Apart,30.0,Shirin,Mike,1.0,US0453,US0460
US,US30,Survivor: Worlds Apart,30.0,Sierra,Mike,0.0,US0456,US0460
US,US30,Survivor: Worlds Apart,30.0,Tyler,Mike,1.0,US0454,US0460
US,US30,Survivor: Worlds Apart,30.0,Dan,Will,0.0,US0455,US0458
US,US30,Survivor: Worlds Apart,30.0,Hali,Will,0.0,US0450,US0458
US,US30,Survivor: Worlds Apart,30.0,Jenn,Will,0.0,US0452,US0458
US,US30,Survivor: Worlds Apart,30.0,Joe,Will,0.0,US0451,US0458
US,US30,Survivor: Worlds Apart,30.0,Rodney,Will,1.0,US0457,US0458
US,US30,Survivor: Worlds Apart,30.0,Shirin,Will,0.0,US0453,US0458
US,US30,Survivor: Worlds Apart,30.0,Sierra,Will,0.0,US0456,US0458
US,US30,Survivor: Worlds Apart,30.0,Tyler,Will,0.0,US0454,US0458
US,US31,Survivor: Cambodia,31.0,Abi-Maria,Jeremy,1.0,US0383,US0433
US,US31,Survivor: Cambodia,31.0,Andrew,Jeremy,1.0,US0105,US0433
US,US31,Survivor: Cambodia,31.0,Ciera,Jeremy,1.0,US0406,US0433
US,US31,Survivor: Cambodia,31.0,Joe,Jeremy,1.0,US0451,US0433
US,US31,Survivor: Cambodia,31.0,Kass,Jeremy,1.0,US0422,US0433
US,US31,Survivor: Cambodia,31.0,Keith,Jeremy,1.0,US0439,US0433
US,US31,Survivor: Cambodia,31.0,Kelley,Jeremy,1.0,US0429,US0433
US,US31,Survivor: Cambodia,31.0,Kelly,Jeremy,1.0,US0015,US0433
US,US31,Survivor: Cambodia,31.0,Kimmi,Jeremy,1.0,US0021,US0433
US,US31,Survivor: Cambodia,31.0,Stephen,Jeremy,1.0,US0280,US0433
US,US31,Survivor: Cambodia,31.0,Abi-Maria,Spencer,0.0,US0383,US0421
US,US31,Survivor: Cambodia,31.0,Andrew,Spencer,0.0,US0105,US0421
US,US31,Survivor: Cambodia,31.0,Ciera,Spencer,0.0,US0406,US0421
US,US31,Survivor: Cambodia,31.0,Joe,Spencer,0.0,US0451,US0421
US,US31,Survivor: Cambodia,31.0,Kass,Spencer,0.0,US0422,US0421
US,US31,Survivor: Cambodia,31.0,Keith,Spencer,0.0,US0439,US0421
US,US31,Survivor: Cambodia,31.0,Kelley,Spencer,0.0,US0429,US0421
US,US31,Survivor: Cambodia,31.0,Kelly,Spencer,0.0,US0015,US0421
US,US31,Survivor: Cambodia,31.0,Kimmi,Spencer,0.0,US0021,US0421
US,US31,Survivor: Cambodia,31.0,Stephen,Spencer,0.0,US0280,US0421
US,US31,Survivor: Cambodia,31.0,Abi-Maria,Tasha,0.0,US0383,US0419
US,US31,Survivor: Cambodia,31.0,Andrew,Tasha,0.0,US0105,US0419
US,US31,Survivor: Cambodia,31.0,Ciera,Tasha,0.0,US0406,US0419
US,US31,Survivor: Cambodia,31.0,Joe,Tasha,0.0,US0451,US0419
US,US31,Survivor: Cambodia,31.0,Kass,Tasha,0.0,US0422,US0419
US,US31,Survivor: Cambodia,31.0,Keith,Tasha,0.0,US0439,US0419
US,US31,Survivor: Cambodia,31.0,Kelley,Tasha,0.0,US0429,US0419
US,US31,Survivor: Cambodia,31.0,Kelly,Tasha,0.0,US0015,US0419
US,US31,Survivor: Cambodia,31.0,Kimmi,Tasha,0.0,US0021,US0419
US,US31,Survivor: Cambodia,31.0,Stephen,Tasha,0.0,US0280,US0419
US,US32,Survivor: Kaoh Rong,32.0,Cydney,Aubry,0.0,US0475,US0477
US,US32,Survivor: Kaoh Rong,32.0,Debbie,Aubry,0.0,US0470,US0477
US,US32,Survivor: Kaoh Rong,32.0,Jason,Aubry,0.0,US0473,US0477
US,US32,Survivor: Kaoh Rong,32.0,Joe,Aubry,1.0,US0474,US0477
US,US32,Survivor: Kaoh Rong,32.0,Julia,Aubry,0.0,US0472,US0477
US,US32,Survivor: Kaoh Rong,32.0,Nick,Aubry,1.0,US0469,US0477
US,US32,Survivor: Kaoh Rong,32.0,Scot,Aubry,0.0,US0471,US0477
US,US32,Survivor: Kaoh Rong,32.0,Cydney,Michele,1.0,US0475,US0478
US,US32,Survivor: Kaoh Rong,32.0,Debbie,Michele,1.0,US0470,US0478
US,US32,Survivor: Kaoh Rong,32.0,Jason,Michele,1.0,US0473,US0478
US,US32,Survivor: Kaoh Rong,32.0,Joe,Michele,0.0,US0474,US0478
US,US32,Survivor: Kaoh Rong,32.0,Julia,Michele,1.0,US0472,US0478
US,US32,Survivor: Kaoh Rong,32.0,Nick,Michele,0.0,US0469,US0478
US,US32,Survivor: Kaoh Rong,32.0,Scot,Michele,1.0,US0471,US0478
US,US32,Survivor: Kaoh Rong,32.0,Cydney,Tai,0.0,US0475,US0476
US,US32,Survivor: Kaoh Rong,32.0,Debbie,Tai,0.0,US0470,US0476
US,US32,Survivor: Kaoh Rong,32.0,Jason,Tai,0.0,US0473,US0476
US,US32,Survivor: Kaoh Rong,32.0,Joe,Tai,0.0,US0474,US0476
US,US32,Survivor: Kaoh Rong,32.0,Julia,Tai,0.0,US0472,US0476
US,US32,Survivor: Kaoh Rong,32.0,Nick,Tai,0.0,US0469,US0476
US,US32,Survivor: Kaoh Rong,32.0,Scot,Tai,0.0,US0471,US0476
US,US33,Survivor: Millennials vs. Gen X,33.0,Bret,Adam,1.0,US0494,US0498
US,US33,Survivor: Millennials vs. Gen X,33.0,Chris,Adam,1.0,US0488,US0498
US,US33,Survivor: Millennials vs. Gen X,33.0,David,Adam,1.0,US0495,US0498
US,US33,Survivor: Millennials vs. Gen X,33.0,Jay,Adam,1.0,US0493,US0498
US,US33,Survivor: Millennials vs. Gen X,33.0,Jessica,Adam,1.0,US0489,US0498
US,US33,Survivor: Millennials vs. Gen X,33.0,Michelle,Adam,1.0,US0486,US0498
US,US33,Survivor: Millennials vs. Gen X,33.0,Sunday,Adam,1.0,US0492,US0498
US,US33,Survivor: Millennials vs. Gen X,33.0,Taylor,Adam,1.0,US0487,US0498
US,US33,Survivor: Millennials vs. Gen X,33.0,Will,Adam,1.0,US0491,US0498
US,US33,Survivor: Millennials vs. Gen X,33.0,Zeke,Adam,1.0,US0490,US0498
US,US33,Survivor: Millennials vs. Gen X,33.0,Bret,Hannah,0.0,US0494,US0496
US,US33,Survivor: Millennials vs. Gen X,33.0,Chris,Hannah,0.0,US0488,US0496
US,US33,Survivor: Millennials vs. Gen X,33.0,David,Hannah,0.0,US0495,US0496
US,US33,Survivor: Millennials vs. Gen X,33.0,Jay,Hannah,0.0,US0493,US0496
US,US33,Survivor: Millennials vs. Gen X,33.0,Jessica,Hannah,0.0,US0489,US0496
US,US33,Survivor: Millennials vs. Gen X,33.0,Michelle,Hannah,0.0,US0486,US0496
US,US33,Survivor: Millennials vs. Gen X,33.0,Sunday,Hannah,0.0,US0492,US0496
US,US33,Survivor: Millennials vs. Gen X,33.0,Taylor,Hannah,0.0,US0487,US0496
US,US33,Survivor: Millennials vs. Gen X,33.0,Will,Hannah,0.0,US0491,US0496
US,US33,Survivor: Millennials vs. Gen X,33.0,Zeke,Hannah,0.0,US0490,US0496
