date,value,indicator
1988-10-08,297750,"initial unemployment claims, 4-week avg"
1988-10-15,294500,"initial unemployment claims, 4-week avg"
1988-10-22,290750,"initial unemployment claims, 4-week avg"
1988-10-29,291250,"initial unemployment claims, 4-week avg"
1988-11-05,289500,"initial unemployment claims, 4-week avg"
1988-11-12,287250,"initial unemployment claims, 4-week avg"
1988-11-19,289250,"initial unemployment claims, 4-week avg"
1988-11-26,290500,"initial unemployment claims, 4-week avg"
1988-12-03,293750,"initial unemployment claims, 4-week avg"
1988-12-10,294000,"initial unemployment claims, 4-week avg"
1988-12-17,293750,"initial unemployment claims, 4-week avg"
1988-12-24,290500,"initial unemployment claims, 4-week avg"
1988-12-31,292000,"initial unemployment claims, 4-week avg"
1989-01-07,295500,"initial unemployment claims, 4-week avg"
1989-01-14,293000,"initial unemployment claims, 4-week avg"
1989-01-21,292000,"initial unemployment claims, 4-week avg"
1989-01-28,289750,"initial unemployment claims, 4-week avg"
1989-02-04,287000,"initial unemployment claims, 4-week avg"
1989-02-11,296750,"initial unemployment claims, 4-week avg"
1989-02-18,302500,"initial unemployment claims, 4-week avg"
1989-02-25,303750,"initial unemployment claims, 4-week avg"
1989-03-04,313000,"initial unemployment claims, 4-week avg"
1989-03-11,313750,"initial unemployment claims, 4-week avg"
1989-03-18,317250,"initial unemployment claims, 4-week avg"
1989-03-25,322000,"initial unemployment claims, 4-week avg"
1989-04-01,321500,"initial unemployment claims, 4-week avg"
1989-04-08,318750,"initial unemployment claims, 4-week avg"
1989-04-15,315750,"initial unemployment claims, 4-week avg"
1989-04-22,312000,"initial unemployment claims, 4-week avg"
1989-04-29,309000,"initial unemployment claims, 4-week avg"
1989-05-06,310500,"initial unemployment claims, 4-week avg"
1989-05-13,316750,"initial unemployment claims, 4-week avg"
1989-05-20,321000,"initial unemployment claims, 4-week avg"
1989-05-27,324500,"initial unemployment claims, 4-week avg"
1989-06-03,325750,"initial unemployment claims, 4-week avg"
1989-06-10,325750,"initial unemployment claims, 4-week avg"
1989-06-17,329750,"initial unemployment claims, 4-week avg"
1989-06-24,333000,"initial unemployment claims, 4-week avg"
1989-07-01,339000,"initial unemployment claims, 4-week avg"
1989-07-08,341250,"initial unemployment claims, 4-week avg"
1989-07-15,344250,"initial unemployment claims, 4-week avg"
1989-07-22,342750,"initial unemployment claims, 4-week avg"
1989-07-29,339750,"initial unemployment claims, 4-week avg"
1989-08-05,339000,"initial unemployment claims, 4-week avg"
1989-08-12,337000,"initial unemployment claims, 4-week avg"
1989-08-19,335750,"initial unemployment claims, 4-week avg"
1989-08-26,334500,"initial unemployment claims, 4-week avg"
1989-09-02,332250,"initial unemployment claims, 4-week avg"
1989-09-09,331000,"initial unemployment claims, 4-week avg"
1989-09-16,332750,"initial unemployment claims, 4-week avg"
1989-09-23,333250,"initial unemployment claims, 4-week avg"
1989-09-30,337750,"initial unemployment claims, 4-week avg"
1989-10-07,355500,"initial unemployment claims, 4-week avg"
1989-10-14,358250,"initial unemployment claims, 4-week avg"
1989-10-21,361500,"initial unemployment claims, 4-week avg"
1989-10-28,363250,"initial unemployment claims, 4-week avg"
1989-11-04,344750,"initial unemployment claims, 4-week avg"
1989-11-11,342500,"initial unemployment claims, 4-week avg"
1989-11-18,339750,"initial unemployment claims, 4-week avg"
1989-11-25,336750,"initial unemployment claims, 4-week avg"
1989-12-02,339500,"initial unemployment claims, 4-week avg"
1989-12-09,340000,"initial unemployment claims, 4-week avg"
1989-12-16,344750,"initial unemployment claims, 4-week avg"
1989-12-23,354500,"initial unemployment claims, 4-week avg"
1989-12-30,358000,"initial unemployment claims, 4-week avg"
1990-01-06,362250,"initial unemployment claims, 4-week avg"
1990-01-13,365750,"initial unemployment claims, 4-week avg"
1990-01-20,364250,"initial unemployment claims, 4-week avg"
1990-01-27,361000,"initial unemployment claims, 4-week avg"
1990-02-03,364250,"initial unemployment claims, 4-week avg"
1990-02-10,363750,"initial unemployment claims, 4-week avg"
1990-02-17,357000,"initial unemployment claims, 4-week avg"
1990-02-24,358250,"initial unemployment claims, 4-week avg"
1990-03-03,354000,"initial unemployment claims, 4-week avg"
1990-03-10,349500,"initial unemployment claims, 4-week avg"
1990-03-17,349750,"initial unemployment claims, 4-week avg"
1990-03-24,345000,"initial unemployment claims, 4-week avg"
1990-03-31,343750,"initial unemployment claims, 4-week avg"
1990-04-07,348250,"initial unemployment claims, 4-week avg"
1990-04-14,350250,"initial unemployment claims, 4-week avg"
1990-04-21,357500,"initial unemployment claims, 4-week avg"
1990-04-28,361750,"initial unemployment claims, 4-week avg"
1990-05-05,358500,"initial unemployment claims, 4-week avg"
1990-05-12,358000,"initial unemployment claims, 4-week avg"
1990-05-19,356250,"initial unemployment claims, 4-week avg"
1990-05-26,355250,"initial unemployment claims, 4-week avg"
1990-06-02,358750,"initial unemployment claims, 4-week avg"
1990-06-09,359750,"initial unemployment claims, 4-week avg"
1990-06-16,361250,"initial unemployment claims, 4-week avg"
1990-06-23,362000,"initial unemployment claims, 4-week avg"
1990-06-30,361000,"initial unemployment claims, 4-week avg"
1990-07-07,361750,"initial unemployment claims, 4-week avg"
1990-07-14,363750,"initial unemployment claims, 4-week avg"
1990-07-21,365750,"initial unemployment claims, 4-week avg"
1990-07-28,367000,"initial unemployment claims, 4-week avg"
1990-08-04,368750,"initial unemployment claims, 4-week avg"
1990-08-11,372250,"initial unemployment claims, 4-week avg"
1990-08-18,378000,"initial unemployment claims, 4-week avg"
1990-08-25,384250,"initial unemployment claims, 4-week avg"
1990-09-01,390000,"initial unemployment claims, 4-week avg"
1990-09-08,392250,"initial unemployment claims, 4-week avg"
1990-09-15,392750,"initial unemployment claims, 4-week avg"
1990-09-22,391500,"initial unemployment claims, 4-week avg"
1990-09-29,394500,"initial unemployment claims, 4-week avg"
1990-10-06,398000,"initial unemployment claims, 4-week avg"
1990-10-13,404750,"initial unemployment claims, 4-week avg"
1990-10-20,416250,"initial unemployment claims, 4-week avg"
1990-10-27,425250,"initial unemployment claims, 4-week avg"
1990-11-03,431750,"initial unemployment claims, 4-week avg"
1990-11-10,438250,"initial unemployment claims, 4-week avg"
1990-11-17,441250,"initial unemployment claims, 4-week avg"
1990-11-24,446750,"initial unemployment claims, 4-week avg"
1990-12-01,452000,"initial unemployment claims, 4-week avg"
1990-12-08,452250,"initial unemployment claims, 4-week avg"
1990-12-15,452250,"initial unemployment claims, 4-week avg"
1990-12-22,455250,"initial unemployment claims, 4-week avg"
1990-12-29,456000,"initial unemployment claims, 4-week avg"
1991-01-05,447500,"initial unemployment claims, 4-week avg"
1991-01-12,445000,"initial unemployment claims, 4-week avg"
1991-01-19,437750,"initial unemployment claims, 4-week avg"
1991-01-26,439750,"initial unemployment claims, 4-week avg"
1991-02-02,456750,"initial unemployment claims, 4-week avg"
1991-02-09,467500,"initial unemployment claims, 4-week avg"
1991-02-16,474750,"initial unemployment claims, 4-week avg"
1991-02-23,484000,"initial unemployment claims, 4-week avg"
1991-03-02,485250,"initial unemployment claims, 4-week avg"
1991-03-09,490000,"initial unemployment claims, 4-week avg"
1991-03-16,496000,"initial unemployment claims, 4-week avg"
1991-03-23,498500,"initial unemployment claims, 4-week avg"
1991-03-30,501250,"initial unemployment claims, 4-week avg"
1991-04-06,489500,"initial unemployment claims, 4-week avg"
1991-04-13,484250,"initial unemployment claims, 4-week avg"
1991-04-20,476500,"initial unemployment claims, 4-week avg"
1991-04-27,467250,"initial unemployment claims, 4-week avg"
1991-05-04,467000,"initial unemployment claims, 4-week avg"
1991-05-11,459250,"initial unemployment claims, 4-week avg"
1991-05-18,451750,"initial unemployment claims, 4-week avg"
1991-05-25,447000,"initial unemployment claims, 4-week avg"
1991-06-01,442250,"initial unemployment claims, 4-week avg"
1991-06-08,441000,"initial unemployment claims, 4-week avg"
1991-06-15,436250,"initial unemployment claims, 4-week avg"
1991-06-22,431250,"initial unemployment claims, 4-week avg"
1991-06-29,427750,"initial unemployment claims, 4-week avg"
1991-07-06,423000,"initial unemployment claims, 4-week avg"
1991-07-13,420750,"initial unemployment claims, 4-week avg"
1991-07-20,417000,"initial unemployment claims, 4-week avg"
1991-07-27,418250,"initial unemployment claims, 4-week avg"
1991-08-03,422250,"initial unemployment claims, 4-week avg"
1991-08-10,426500,"initial unemployment claims, 4-week avg"
1991-08-17,432750,"initial unemployment claims, 4-week avg"
1991-08-24,433250,"initial unemployment claims, 4-week avg"
1991-08-31,430000,"initial unemployment claims, 4-week avg"
1991-09-07,426750,"initial unemployment claims, 4-week avg"
1991-09-14,423000,"initial unemployment claims, 4-week avg"
1991-09-21,421500,"initial unemployment claims, 4-week avg"
1991-09-28,424500,"initial unemployment claims, 4-week avg"
1991-10-05,424500,"initial unemployment claims, 4-week avg"
1991-10-12,426250,"initial unemployment claims, 4-week avg"
1991-10-19,426250,"initial unemployment claims, 4-week avg"
1991-10-26,422750,"initial unemployment claims, 4-week avg"
1991-11-02,428500,"initial unemployment claims, 4-week avg"
1991-11-09,435500,"initial unemployment claims, 4-week avg"
1991-11-16,440500,"initial unemployment claims, 4-week avg"
1991-11-23,445750,"initial unemployment claims, 4-week avg"
1991-11-30,445000,"initial unemployment claims, 4-week avg"
1991-12-07,450500,"initial unemployment claims, 4-week avg"
1991-12-14,459500,"initial unemployment claims, 4-week avg"
1991-12-21,457500,"initial unemployment claims, 4-week avg"
1991-12-28,456750,"initial unemployment claims, 4-week avg"
1992-01-04,446000,"initial unemployment claims, 4-week avg"
1992-01-11,437250,"initial unemployment claims, 4-week avg"
1992-01-18,439000,"initial unemployment claims, 4-week avg"
1992-01-25,439000,"initial unemployment claims, 4-week avg"
1992-02-01,441000,"initial unemployment claims, 4-week avg"
1992-02-08,442250,"initial unemployment claims, 4-week avg"
1992-02-15,443000,"initial unemployment claims, 4-week avg"
1992-02-22,441750,"initial unemployment claims, 4-week avg"
1992-02-29,442750,"initial unemployment claims, 4-week avg"
1992-03-07,436750,"initial unemployment claims, 4-week avg"
1992-03-14,434500,"initial unemployment claims, 4-week avg"
1992-03-21,435500,"initial unemployment claims, 4-week avg"
1992-03-28,429500,"initial unemployment claims, 4-week avg"
1992-04-04,427250,"initial unemployment claims, 4-week avg"
1992-04-11,421250,"initial unemployment claims, 4-week avg"
1992-04-18,417250,"initial unemployment claims, 4-week avg"
1992-04-25,418250,"initial unemployment claims, 4-week avg"
1992-05-02,423000,"initial unemployment claims, 4-week avg"
1992-05-09,424000,"initial unemployment claims, 4-week avg"
1992-05-16,421500,"initial unemployment claims, 4-week avg"
1992-05-23,419000,"initial unemployment claims, 4-week avg"
1992-05-30,414000,"initial unemployment claims, 4-week avg"
1992-06-06,413750,"initial unemployment claims, 4-week avg"
1992-06-13,415250,"initial unemployment claims, 4-week avg"
1992-06-20,416500,"initial unemployment claims, 4-week avg"
1992-06-27,418750,"initial unemployment claims, 4-week avg"
1992-07-04,416500,"initial unemployment claims, 4-week avg"
1992-07-11,413500,"initial unemployment claims, 4-week avg"
1992-07-18,406750,"initial unemployment claims, 4-week avg"
1992-07-25,442750,"initial unemployment claims, 4-week avg"
1992-08-01,446750,"initial unemployment claims, 4-week avg"
1992-08-08,446250,"initial unemployment claims, 4-week avg"
1992-08-15,448500,"initial unemployment claims, 4-week avg"
1992-08-22,407000,"initial unemployment claims, 4-week avg"
1992-08-29,403250,"initial unemployment claims, 4-week avg"
1992-09-05,405750,"initial unemployment claims, 4-week avg"
1992-09-12,409500,"initial unemployment claims, 4-week avg"
1992-09-19,416750,"initial unemployment claims, 4-week avg"
1992-09-26,417000,"initial unemployment claims, 4-week avg"
1992-10-03,412500,"initial unemployment claims, 4-week avg"
1992-10-10,402000,"initial unemployment claims, 4-week avg"
1992-10-17,391500,"initial unemployment claims, 4-week avg"
1992-10-24,381000,"initial unemployment claims, 4-week avg"
1992-10-31,372750,"initial unemployment claims, 4-week avg"
1992-11-07,372750,"initial unemployment claims, 4-week avg"
1992-11-14,370750,"initial unemployment claims, 4-week avg"
1992-11-21,368250,"initial unemployment claims, 4-week avg"
1992-11-28,362250,"initial unemployment claims, 4-week avg"
1992-12-05,356250,"initial unemployment claims, 4-week avg"
1992-12-12,351750,"initial unemployment claims, 4-week avg"
1992-12-19,346000,"initial unemployment claims, 4-week avg"
1992-12-26,339000,"initial unemployment claims, 4-week avg"
1993-01-02,336750,"initial unemployment claims, 4-week avg"
1993-01-09,335500,"initial unemployment claims, 4-week avg"
1993-01-16,340000,"initial unemployment claims, 4-week avg"
1993-01-23,347000,"initial unemployment claims, 4-week avg"
1993-01-30,346750,"initial unemployment claims, 4-week avg"
1993-02-06,338000,"initial unemployment claims, 4-week avg"
1993-02-13,330250,"initial unemployment claims, 4-week avg"
1993-02-20,332750,"initial unemployment claims, 4-week avg"
1993-02-27,338250,"initial unemployment claims, 4-week avg"
1993-03-06,347000,"initial unemployment claims, 4-week avg"
1993-03-13,353250,"initial unemployment claims, 4-week avg"
1993-03-20,350000,"initial unemployment claims, 4-week avg"
1993-03-27,351000,"initial unemployment claims, 4-week avg"
1993-04-03,353750,"initial unemployment claims, 4-week avg"
1993-04-10,355500,"initial unemployment claims, 4-week avg"
1993-04-17,358750,"initial unemployment claims, 4-week avg"
1993-04-24,354750,"initial unemployment claims, 4-week avg"
1993-05-01,349250,"initial unemployment claims, 4-week avg"
1993-05-08,345750,"initial unemployment claims, 4-week avg"
1993-05-15,344250,"initial unemployment claims, 4-week avg"
1993-05-22,342250,"initial unemployment claims, 4-week avg"
1993-05-29,343750,"initial unemployment claims, 4-week avg"
1993-06-05,344750,"initial unemployment claims, 4-week avg"
1993-06-12,344250,"initial unemployment claims, 4-week avg"
1993-06-19,345000,"initial unemployment claims, 4-week avg"
1993-06-26,342750,"initial unemployment claims, 4-week avg"
1993-07-03,340500,"initial unemployment claims, 4-week avg"
1993-07-10,333250,"initial unemployment claims, 4-week avg"
1993-07-17,330750,"initial unemployment claims, 4-week avg"
1993-07-24,349500,"initial unemployment claims, 4-week avg"
1993-07-31,355000,"initial unemployment claims, 4-week avg"
1993-08-07,363000,"initial unemployment claims, 4-week avg"
1993-08-14,364000,"initial unemployment claims, 4-week avg"
1993-08-21,345750,"initial unemployment claims, 4-week avg"
1993-08-28,341000,"initial unemployment claims, 4-week avg"
1993-09-04,338000,"initial unemployment claims, 4-week avg"
1993-09-11,336500,"initial unemployment claims, 4-week avg"
1993-09-18,337500,"initial unemployment claims, 4-week avg"
1993-09-25,339000,"initial unemployment claims, 4-week avg"
1993-10-02,338750,"initial unemployment claims, 4-week avg"
1993-10-09,344250,"initial unemployment claims, 4-week avg"
1993-10-16,347500,"initial unemployment claims, 4-week avg"
1993-10-23,350250,"initial unemployment claims, 4-week avg"
1993-10-30,354000,"initial unemployment claims, 4-week avg"
1993-11-06,352750,"initial unemployment claims, 4-week avg"
1993-11-13,348250,"initial unemployment claims, 4-week avg"
1993-11-20,343750,"initial unemployment claims, 4-week avg"
1993-11-27,341000,"initial unemployment claims, 4-week avg"
1993-12-04,337750,"initial unemployment claims, 4-week avg"
1993-12-11,336000,"initial unemployment claims, 4-week avg"
1993-12-18,334750,"initial unemployment claims, 4-week avg"
1993-12-25,323000,"initial unemployment claims, 4-week avg"
1994-01-01,324000,"initial unemployment claims, 4-week avg"
1994-01-08,326250,"initial unemployment claims, 4-week avg"
1994-01-15,332250,"initial unemployment claims, 4-week avg"
1994-01-22,347500,"initial unemployment claims, 4-week avg"
1994-01-29,363750,"initial unemployment claims, 4-week avg"
1994-02-05,368250,"initial unemployment claims, 4-week avg"
1994-02-12,368000,"initial unemployment claims, 4-week avg"
1994-02-19,368250,"initial unemployment claims, 4-week avg"
1994-02-26,348500,"initial unemployment claims, 4-week avg"
1994-03-05,345250,"initial unemployment claims, 4-week avg"
1994-03-12,342000,"initial unemployment claims, 4-week avg"
1994-03-19,337000,"initial unemployment claims, 4-week avg"
1994-03-26,335750,"initial unemployment claims, 4-week avg"
1994-04-02,334250,"initial unemployment claims, 4-week avg"
1994-04-09,336250,"initial unemployment claims, 4-week avg"
1994-04-16,341750,"initial unemployment claims, 4-week avg"
1994-04-23,344000,"initial unemployment claims, 4-week avg"
1994-04-30,344500,"initial unemployment claims, 4-week avg"
1994-05-07,350000,"initial unemployment claims, 4-week avg"
1994-05-14,351500,"initial unemployment claims, 4-week avg"
1994-05-21,358000,"initial unemployment claims, 4-week avg"
1994-05-28,359000,"initial unemployment claims, 4-week avg"
1994-06-04,352500,"initial unemployment claims, 4-week avg"
1994-06-11,347000,"initial unemployment claims, 4-week avg"
1994-06-18,341750,"initial unemployment claims, 4-week avg"
1994-06-25,340000,"initial unemployment claims, 4-week avg"
1994-07-02,337250,"initial unemployment claims, 4-week avg"
1994-07-09,338000,"initial unemployment claims, 4-week avg"
1994-07-16,343750,"initial unemployment claims, 4-week avg"
1994-07-23,344750,"initial unemployment claims, 4-week avg"
1994-07-30,344250,"initial unemployment claims, 4-week avg"
1994-08-06,343500,"initial unemployment claims, 4-week avg"
1994-08-13,337500,"initial unemployment claims, 4-week avg"
1994-08-20,334000,"initial unemployment claims, 4-week avg"
1994-08-27,336250,"initial unemployment claims, 4-week avg"
1994-09-03,336500,"initial unemployment claims, 4-week avg"
1994-09-10,335500,"initial unemployment claims, 4-week avg"
1994-09-17,334250,"initial unemployment claims, 4-week avg"
1994-09-24,330250,"initial unemployment claims, 4-week avg"
1994-10-01,328000,"initial unemployment claims, 4-week avg"
1994-10-08,330500,"initial unemployment claims, 4-week avg"
1994-10-15,332750,"initial unemployment claims, 4-week avg"
1994-10-22,334000,"initial unemployment claims, 4-week avg"
1994-10-29,334250,"initial unemployment claims, 4-week avg"
1994-11-05,331000,"initial unemployment claims, 4-week avg"
1994-11-12,329500,"initial unemployment claims, 4-week avg"
1994-11-19,328500,"initial unemployment claims, 4-week avg"
1994-11-26,328000,"initial unemployment claims, 4-week avg"
1994-12-03,327000,"initial unemployment claims, 4-week avg"
1994-12-10,327000,"initial unemployment claims, 4-week avg"
1994-12-17,328000,"initial unemployment claims, 4-week avg"
1994-12-24,324250,"initial unemployment claims, 4-week avg"
1994-12-31,323000,"initial unemployment claims, 4-week avg"
1995-01-07,325250,"initial unemployment claims, 4-week avg"
1995-01-14,329500,"initial unemployment claims, 4-week avg"
1995-01-21,332250,"initial unemployment claims, 4-week avg"
1995-01-28,333500,"initial unemployment claims, 4-week avg"
1995-02-04,330000,"initial unemployment claims, 4-week avg"
1995-02-11,330250,"initial unemployment claims, 4-week avg"
1995-02-18,334750,"initial unemployment claims, 4-week avg"
1995-02-25,337750,"initial unemployment claims, 4-week avg"
1995-03-04,341500,"initial unemployment claims, 4-week avg"
1995-03-11,341250,"initial unemployment claims, 4-week avg"
1995-03-18,341250,"initial unemployment claims, 4-week avg"
1995-03-25,340250,"initial unemployment claims, 4-week avg"
1995-04-01,339250,"initial unemployment claims, 4-week avg"
1995-04-08,339250,"initial unemployment claims, 4-week avg"
1995-04-15,342250,"initial unemployment claims, 4-week avg"
1995-04-22,346500,"initial unemployment claims, 4-week avg"
1995-04-29,354000,"initial unemployment claims, 4-week avg"
1995-05-06,358250,"initial unemployment claims, 4-week avg"
1995-05-13,361000,"initial unemployment claims, 4-week avg"
1995-05-20,368000,"initial unemployment claims, 4-week avg"
1995-05-27,370250,"initial unemployment claims, 4-week avg"
1995-06-03,369750,"initial unemployment claims, 4-week avg"
1995-06-10,370000,"initial unemployment claims, 4-week avg"
1995-06-17,370250,"initial unemployment claims, 4-week avg"
1995-06-24,366250,"initial unemployment claims, 4-week avg"
1995-07-01,364500,"initial unemployment claims, 4-week avg"
1995-07-08,365750,"initial unemployment claims, 4-week avg"
1995-07-15,368500,"initial unemployment claims, 4-week avg"
1995-07-22,376500,"initial unemployment claims, 4-week avg"
1995-07-29,375500,"initial unemployment claims, 4-week avg"
1995-08-05,370250,"initial unemployment claims, 4-week avg"
1995-08-12,361250,"initial unemployment claims, 4-week avg"
1995-08-19,354250,"initial unemployment claims, 4-week avg"
1995-08-26,356250,"initial unemployment claims, 4-week avg"
1995-09-02,357250,"initial unemployment claims, 4-week avg"
1995-09-09,361750,"initial unemployment claims, 4-week avg"
1995-09-16,365250,"initial unemployment claims, 4-week avg"
1995-09-23,363750,"initial unemployment claims, 4-week avg"
1995-09-30,363750,"initial unemployment claims, 4-week avg"
1995-10-07,364500,"initial unemployment claims, 4-week avg"
1995-10-14,362750,"initial unemployment claims, 4-week avg"
1995-10-21,366000,"initial unemployment claims, 4-week avg"
1995-10-28,371500,"initial unemployment claims, 4-week avg"
1995-11-04,373000,"initial unemployment claims, 4-week avg"
1995-11-11,373250,"initial unemployment claims, 4-week avg"
1995-11-18,376500,"initial unemployment claims, 4-week avg"
1995-11-25,377000,"initial unemployment claims, 4-week avg"
1995-12-02,375250,"initial unemployment claims, 4-week avg"
1995-12-09,369250,"initial unemployment claims, 4-week avg"
1995-12-16,367750,"initial unemployment claims, 4-week avg"
1995-12-23,366500,"initial unemployment claims, 4-week avg"
1995-12-30,363000,"initial unemployment claims, 4-week avg"
1996-01-06,366750,"initial unemployment claims, 4-week avg"
1996-01-13,356750,"initial unemployment claims, 4-week avg"
1996-01-20,367000,"initial unemployment claims, 4-week avg"
1996-01-27,374000,"initial unemployment claims, 4-week avg"
1996-02-03,377250,"initial unemployment claims, 4-week avg"
1996-02-10,390750,"initial unemployment claims, 4-week avg"
1996-02-17,382750,"initial unemployment claims, 4-week avg"
1996-02-24,377250,"initial unemployment claims, 4-week avg"
1996-03-02,375750,"initial unemployment claims, 4-week avg"
1996-03-09,369250,"initial unemployment claims, 4-week avg"
1996-03-16,369500,"initial unemployment claims, 4-week avg"
1996-03-23,384750,"initial unemployment claims, 4-week avg"
1996-03-30,391000,"initial unemployment claims, 4-week avg"
1996-04-06,393000,"initial unemployment claims, 4-week avg"
1996-04-13,386250,"initial unemployment claims, 4-week avg"
1996-04-20,371750,"initial unemployment claims, 4-week avg"
1996-04-27,359250,"initial unemployment claims, 4-week avg"
1996-05-04,351500,"initial unemployment claims, 4-week avg"
1996-05-11,350250,"initial unemployment claims, 4-week avg"
1996-05-18,344500,"initial unemployment claims, 4-week avg"
1996-05-25,344500,"initial unemployment claims, 4-week avg"
1996-06-01,345000,"initial unemployment claims, 4-week avg"
1996-06-08,344750,"initial unemployment claims, 4-week avg"
1996-06-15,344000,"initial unemployment claims, 4-week avg"
1996-06-22,343500,"initial unemployment claims, 4-week avg"
1996-06-29,342750,"initial unemployment claims, 4-week avg"
1996-07-06,340500,"initial unemployment claims, 4-week avg"
1996-07-13,341750,"initial unemployment claims, 4-week avg"
1996-07-20,339500,"initial unemployment claims, 4-week avg"
1996-07-27,337000,"initial unemployment claims, 4-week avg"
1996-08-03,333000,"initial unemployment claims, 4-week avg"
1996-08-10,329000,"initial unemployment claims, 4-week avg"
1996-08-17,330000,"initial unemployment claims, 4-week avg"
1996-08-24,332500,"initial unemployment claims, 4-week avg"
1996-08-31,333250,"initial unemployment claims, 4-week avg"
1996-09-07,333750,"initial unemployment claims, 4-week avg"
1996-09-14,334250,"initial unemployment claims, 4-week avg"
1996-09-21,338000,"initial unemployment claims, 4-week avg"
1996-09-28,342750,"initial unemployment claims, 4-week avg"
1996-10-05,343250,"initial unemployment claims, 4-week avg"
1996-10-12,342250,"initial unemployment claims, 4-week avg"
1996-10-19,338000,"initial unemployment claims, 4-week avg"
1996-10-26,339000,"initial unemployment claims, 4-week avg"
1996-11-02,338750,"initial unemployment claims, 4-week avg"
1996-11-09,337000,"initial unemployment claims, 4-week avg"
1996-11-16,338750,"initial unemployment claims, 4-week avg"
1996-11-23,337500,"initial unemployment claims, 4-week avg"
1996-11-30,337000,"initial unemployment claims, 4-week avg"
1996-12-07,344000,"initial unemployment claims, 4-week avg"
1996-12-14,346500,"initial unemployment claims, 4-week avg"
1996-12-21,347250,"initial unemployment claims, 4-week avg"
1996-12-28,353500,"initial unemployment claims, 4-week avg"
1997-01-04,351500,"initial unemployment claims, 4-week avg"
1997-01-11,344500,"initial unemployment claims, 4-week avg"
1997-01-18,343250,"initial unemployment claims, 4-week avg"
1997-01-25,339000,"initial unemployment claims, 4-week avg"
1997-02-01,335500,"initial unemployment claims, 4-week avg"
1997-02-08,333250,"initial unemployment claims, 4-week avg"
1997-02-15,325250,"initial unemployment claims, 4-week avg"
1997-02-22,320750,"initial unemployment claims, 4-week avg"
1997-03-01,317750,"initial unemployment claims, 4-week avg"
1997-03-08,318250,"initial unemployment claims, 4-week avg"
1997-03-15,319750,"initial unemployment claims, 4-week avg"
1997-03-22,318000,"initial unemployment claims, 4-week avg"
1997-03-29,319000,"initial unemployment claims, 4-week avg"
1997-04-05,321000,"initial unemployment claims, 4-week avg"
1997-04-12,323750,"initial unemployment claims, 4-week avg"
1997-04-19,324000,"initial unemployment claims, 4-week avg"
1997-04-26,327000,"initial unemployment claims, 4-week avg"
1997-05-03,331250,"initial unemployment claims, 4-week avg"
1997-05-10,328250,"initial unemployment claims, 4-week avg"
1997-05-17,329750,"initial unemployment claims, 4-week avg"
1997-05-24,324500,"initial unemployment claims, 4-week avg"
1997-05-31,319250,"initial unemployment claims, 4-week avg"
1997-06-07,322000,"initial unemployment claims, 4-week avg"
1997-06-14,325250,"initial unemployment claims, 4-week avg"
1997-06-21,325250,"initial unemployment claims, 4-week avg"
1997-06-28,325500,"initial unemployment claims, 4-week avg"
1997-07-05,329750,"initial unemployment claims, 4-week avg"
1997-07-12,328000,"initial unemployment claims, 4-week avg"
1997-07-19,324250,"initial unemployment claims, 4-week avg"
1997-07-26,320250,"initial unemployment claims, 4-week avg"
1997-08-02,313750,"initial unemployment claims, 4-week avg"
1997-08-09,314000,"initial unemployment claims, 4-week avg"
1997-08-16,324500,"initial unemployment claims, 4-week avg"
1997-08-23,329750,"initial unemployment claims, 4-week avg"
1997-08-30,332750,"initial unemployment claims, 4-week avg"
1997-09-06,328750,"initial unemployment claims, 4-week avg"
1997-09-13,321500,"initial unemployment claims, 4-week avg"
1997-09-20,319000,"initial unemployment claims, 4-week avg"
1997-09-27,315250,"initial unemployment claims, 4-week avg"
1997-10-04,314750,"initial unemployment claims, 4-week avg"
1997-10-11,312500,"initial unemployment claims, 4-week avg"
1997-10-18,312750,"initial unemployment claims, 4-week avg"
1997-10-25,310000,"initial unemployment claims, 4-week avg"
1997-11-01,310500,"initial unemployment claims, 4-week avg"
1997-11-08,311250,"initial unemployment claims, 4-week avg"
1997-11-15,313000,"initial unemployment claims, 4-week avg"
1997-11-22,313750,"initial unemployment claims, 4-week avg"
1997-11-29,315000,"initial unemployment claims, 4-week avg"
1997-12-06,317250,"initial unemployment claims, 4-week avg"
1997-12-13,316750,"initial unemployment claims, 4-week avg"
1997-12-20,317000,"initial unemployment claims, 4-week avg"
1997-12-27,313250,"initial unemployment claims, 4-week avg"
1998-01-03,312000,"initial unemployment claims, 4-week avg"
1998-01-10,314000,"initial unemployment claims, 4-week avg"
1998-01-17,321750,"initial unemployment claims, 4-week avg"
1998-01-24,322750,"initial unemployment claims, 4-week avg"
1998-01-31,323500,"initial unemployment claims, 4-week avg"
1998-02-07,318500,"initial unemployment claims, 4-week avg"
1998-02-14,313500,"initial unemployment claims, 4-week avg"
1998-02-21,318500,"initial unemployment claims, 4-week avg"
1998-02-28,319000,"initial unemployment claims, 4-week avg"
1998-03-07,318250,"initial unemployment claims, 4-week avg"
1998-03-14,317750,"initial unemployment claims, 4-week avg"
1998-03-21,316250,"initial unemployment claims, 4-week avg"
1998-03-28,315000,"initial unemployment claims, 4-week avg"
1998-04-04,316000,"initial unemployment claims, 4-week avg"
1998-04-11,312250,"initial unemployment claims, 4-week avg"
1998-04-18,311250,"initial unemployment claims, 4-week avg"
1998-04-25,311000,"initial unemployment claims, 4-week avg"
