date,value,indicator
1998-05-02,309000,"initial unemployment claims, 4-week avg"
1998-05-09,309500,"initial unemployment claims, 4-week avg"
1998-05-16,309000,"initial unemployment claims, 4-week avg"
1998-05-23,308500,"initial unemployment claims, 4-week avg"
1998-05-30,313000,"initial unemployment claims, 4-week avg"
1998-06-06,313000,"initial unemployment claims, 4-week avg"
1998-06-13,314500,"initial unemployment claims, 4-week avg"
1998-06-20,324500,"initial unemployment claims, 4-week avg"
1998-06-27,338000,"initial unemployment claims, 4-week avg"
1998-07-04,352000,"initial unemployment claims, 4-week avg"
1998-07-11,351750,"initial unemployment claims, 4-week avg"
1998-07-18,343250,"initial unemployment claims, 4-week avg"
1998-07-25,333000,"initial unemployment claims, 4-week avg"
1998-08-01,324250,"initial unemployment claims, 4-week avg"
1998-08-08,323250,"initial unemployment claims, 4-week avg"
1998-08-15,321500,"initial unemployment claims, 4-week avg"
1998-08-22,313250,"initial unemployment claims, 4-week avg"
1998-08-29,309000,"initial unemployment claims, 4-week avg"
1998-09-05,308250,"initial unemployment claims, 4-week avg"
1998-09-12,307250,"initial unemployment claims, 4-week avg"
1998-09-19,308000,"initial unemployment claims, 4-week avg"
1998-09-26,304000,"initial unemployment claims, 4-week avg"
1998-10-03,301250,"initial unemployment claims, 4-week avg"
1998-10-10,304250,"initial unemployment claims, 4-week avg"
1998-10-17,307500,"initial unemployment claims, 4-week avg"
1998-10-24,311250,"initial unemployment claims, 4-week avg"
1998-10-31,312750,"initial unemployment claims, 4-week avg"
1998-11-07,312750,"initial unemployment claims, 4-week avg"
1998-11-14,316750,"initial unemployment claims, 4-week avg"
1998-11-21,315500,"initial unemployment claims, 4-week avg"
1998-11-28,316000,"initial unemployment claims, 4-week avg"
1998-12-05,318500,"initial unemployment claims, 4-week avg"
1998-12-12,311250,"initial unemployment claims, 4-week avg"
1998-12-19,309500,"initial unemployment claims, 4-week avg"
1998-12-26,316000,"initial unemployment claims, 4-week avg"
1999-01-02,317250,"initial unemployment claims, 4-week avg"
1999-01-09,327250,"initial unemployment claims, 4-week avg"
1999-01-16,337750,"initial unemployment claims, 4-week avg"
1999-01-23,331500,"initial unemployment claims, 4-week avg"
1999-01-30,325000,"initial unemployment claims, 4-week avg"
1999-02-06,311500,"initial unemployment claims, 4-week avg"
1999-02-13,304750,"initial unemployment claims, 4-week avg"
1999-02-20,302500,"initial unemployment claims, 4-week avg"
1999-02-27,301500,"initial unemployment claims, 4-week avg"
1999-03-06,303750,"initial unemployment claims, 4-week avg"
1999-03-13,302750,"initial unemployment claims, 4-week avg"
1999-03-20,303500,"initial unemployment claims, 4-week avg"
1999-03-27,302750,"initial unemployment claims, 4-week avg"
1999-04-03,305250,"initial unemployment claims, 4-week avg"
1999-04-10,308000,"initial unemployment claims, 4-week avg"
1999-04-17,310250,"initial unemployment claims, 4-week avg"
1999-04-24,308500,"initial unemployment claims, 4-week avg"
1999-05-01,305000,"initial unemployment claims, 4-week avg"
1999-05-08,302750,"initial unemployment claims, 4-week avg"
1999-05-15,299500,"initial unemployment claims, 4-week avg"
1999-05-22,301250,"initial unemployment claims, 4-week avg"
1999-05-29,303000,"initial unemployment claims, 4-week avg"
1999-06-05,301250,"initial unemployment claims, 4-week avg"
1999-06-12,298500,"initial unemployment claims, 4-week avg"
1999-06-19,297000,"initial unemployment claims, 4-week avg"
1999-06-26,294000,"initial unemployment claims, 4-week avg"
1999-07-03,290000,"initial unemployment claims, 4-week avg"
1999-07-10,289500,"initial unemployment claims, 4-week avg"
1999-07-17,293750,"initial unemployment claims, 4-week avg"
1999-07-24,297500,"initial unemployment claims, 4-week avg"
1999-07-31,300750,"initial unemployment claims, 4-week avg"
1999-08-07,302500,"initial unemployment claims, 4-week avg"
1999-08-14,298250,"initial unemployment claims, 4-week avg"
1999-08-21,293250,"initial unemployment claims, 4-week avg"
1999-08-28,290750,"initial unemployment claims, 4-week avg"
1999-09-04,289500,"initial unemployment claims, 4-week avg"
1999-09-11,286750,"initial unemployment claims, 4-week avg"
1999-09-18,285500,"initial unemployment claims, 4-week avg"
1999-09-25,289500,"initial unemployment claims, 4-week avg"
1999-10-02,294250,"initial unemployment claims, 4-week avg"
1999-10-09,296750,"initial unemployment claims, 4-week avg"
1999-10-16,298250,"initial unemployment claims, 4-week avg"
1999-10-23,291750,"initial unemployment claims, 4-week avg"
1999-10-30,285750,"initial unemployment claims, 4-week avg"
1999-11-06,283500,"initial unemployment claims, 4-week avg"
1999-11-13,282000,"initial unemployment claims, 4-week avg"
1999-11-20,281000,"initial unemployment claims, 4-week avg"
1999-11-27,281750,"initial unemployment claims, 4-week avg"
1999-12-04,283000,"initial unemployment claims, 4-week avg"
1999-12-11,280750,"initial unemployment claims, 4-week avg"
1999-12-18,283500,"initial unemployment claims, 4-week avg"
1999-12-25,278500,"initial unemployment claims, 4-week avg"
2000-01-01,278250,"initial unemployment claims, 4-week avg"
2000-01-08,284750,"initial unemployment claims, 4-week avg"
2000-01-15,285250,"initial unemployment claims, 4-week avg"
2000-01-22,289250,"initial unemployment claims, 4-week avg"
2000-01-29,289000,"initial unemployment claims, 4-week avg"
2000-02-05,292500,"initial unemployment claims, 4-week avg"
2000-02-12,295250,"initial unemployment claims, 4-week avg"
2000-02-19,295000,"initial unemployment claims, 4-week avg"
2000-02-26,293750,"initial unemployment claims, 4-week avg"
2000-03-04,287250,"initial unemployment claims, 4-week avg"
2000-03-11,279750,"initial unemployment claims, 4-week avg"
2000-03-18,276750,"initial unemployment claims, 4-week avg"
2000-03-25,274750,"initial unemployment claims, 4-week avg"
2000-04-01,269750,"initial unemployment claims, 4-week avg"
2000-04-08,269250,"initial unemployment claims, 4-week avg"
2000-04-15,266250,"initial unemployment claims, 4-week avg"
2000-04-22,266750,"initial unemployment claims, 4-week avg"
2000-04-29,273000,"initial unemployment claims, 4-week avg"
2000-05-06,279250,"initial unemployment claims, 4-week avg"
2000-05-13,283500,"initial unemployment claims, 4-week avg"
2000-05-20,285000,"initial unemployment claims, 4-week avg"
2000-05-27,282250,"initial unemployment claims, 4-week avg"
2000-06-03,281500,"initial unemployment claims, 4-week avg"
2000-06-10,283500,"initial unemployment claims, 4-week avg"
2000-06-17,287000,"initial unemployment claims, 4-week avg"
2000-06-24,291000,"initial unemployment claims, 4-week avg"
2000-07-01,288750,"initial unemployment claims, 4-week avg"
2000-07-08,291000,"initial unemployment claims, 4-week avg"
2000-07-15,293250,"initial unemployment claims, 4-week avg"
2000-07-22,294250,"initial unemployment claims, 4-week avg"
2000-07-29,298500,"initial unemployment claims, 4-week avg"
2000-08-05,301750,"initial unemployment claims, 4-week avg"
2000-08-12,304750,"initial unemployment claims, 4-week avg"
2000-08-19,309250,"initial unemployment claims, 4-week avg"
2000-08-26,312750,"initial unemployment claims, 4-week avg"
2000-09-02,311500,"initial unemployment claims, 4-week avg"
2000-09-09,310000,"initial unemployment claims, 4-week avg"
2000-09-16,308250,"initial unemployment claims, 4-week avg"
2000-09-23,302250,"initial unemployment claims, 4-week avg"
2000-09-30,300000,"initial unemployment claims, 4-week avg"
2000-10-07,300000,"initial unemployment claims, 4-week avg"
2000-10-14,297000,"initial unemployment claims, 4-week avg"
2000-10-21,298750,"initial unemployment claims, 4-week avg"
2000-10-28,301000,"initial unemployment claims, 4-week avg"
2000-11-04,306500,"initial unemployment claims, 4-week avg"
2000-11-11,311250,"initial unemployment claims, 4-week avg"
2000-11-18,320500,"initial unemployment claims, 4-week avg"
2000-11-25,334250,"initial unemployment claims, 4-week avg"
2000-12-02,336000,"initial unemployment claims, 4-week avg"
2000-12-09,336750,"initial unemployment claims, 4-week avg"
2000-12-16,342250,"initial unemployment claims, 4-week avg"
2000-12-23,344250,"initial unemployment claims, 4-week avg"
2000-12-30,348000,"initial unemployment claims, 4-week avg"
2001-01-06,352000,"initial unemployment claims, 4-week avg"
2001-01-13,343000,"initial unemployment claims, 4-week avg"
2001-01-20,337750,"initial unemployment claims, 4-week avg"
2001-01-27,340000,"initial unemployment claims, 4-week avg"
2001-02-03,349750,"initial unemployment claims, 4-week avg"
2001-02-10,361500,"initial unemployment claims, 4-week avg"
2001-02-17,365250,"initial unemployment claims, 4-week avg"
2001-02-24,371250,"initial unemployment claims, 4-week avg"
2001-03-03,373250,"initial unemployment claims, 4-week avg"
2001-03-10,380250,"initial unemployment claims, 4-week avg"
2001-03-17,389000,"initial unemployment claims, 4-week avg"
2001-03-24,387000,"initial unemployment claims, 4-week avg"
2001-03-31,388000,"initial unemployment claims, 4-week avg"
2001-04-07,389250,"initial unemployment claims, 4-week avg"
2001-04-14,386750,"initial unemployment claims, 4-week avg"
2001-04-21,392250,"initial unemployment claims, 4-week avg"
2001-04-28,396750,"initial unemployment claims, 4-week avg"
2001-05-05,392500,"initial unemployment claims, 4-week avg"
2001-05-12,394250,"initial unemployment claims, 4-week avg"
2001-05-19,394750,"initial unemployment claims, 4-week avg"
2001-05-26,394500,"initial unemployment claims, 4-week avg"
2001-06-02,400750,"initial unemployment claims, 4-week avg"
2001-06-09,406000,"initial unemployment claims, 4-week avg"
2001-06-16,404000,"initial unemployment claims, 4-week avg"
2001-06-23,398000,"initial unemployment claims, 4-week avg"
2001-06-30,395000,"initial unemployment claims, 4-week avg"
2001-07-07,392500,"initial unemployment claims, 4-week avg"
2001-07-14,395250,"initial unemployment claims, 4-week avg"
2001-07-21,399500,"initial unemployment claims, 4-week avg"
2001-07-28,398000,"initial unemployment claims, 4-week avg"
2001-08-04,398000,"initial unemployment claims, 4-week avg"
2001-08-11,395250,"initial unemployment claims, 4-week avg"
2001-08-18,396250,"initial unemployment claims, 4-week avg"
2001-08-25,398000,"initial unemployment claims, 4-week avg"
2001-09-01,398250,"initial unemployment claims, 4-week avg"
2001-09-08,401750,"initial unemployment claims, 4-week avg"
2001-09-15,400000,"initial unemployment claims, 4-week avg"
2001-09-22,414500,"initial unemployment claims, 4-week avg"
2001-09-29,443250,"initial unemployment claims, 4-week avg"
2001-10-06,460250,"initial unemployment claims, 4-week avg"
2001-10-13,482000,"initial unemployment claims, 4-week avg"
2001-10-20,489250,"initial unemployment claims, 4-week avg"
2001-10-27,480750,"initial unemployment claims, 4-week avg"
2001-11-03,471750,"initial unemployment claims, 4-week avg"
2001-11-10,458250,"initial unemployment claims, 4-week avg"
2001-11-17,445500,"initial unemployment claims, 4-week avg"
2001-11-24,447500,"initial unemployment claims, 4-week avg"
2001-12-01,453750,"initial unemployment claims, 4-week avg"
2001-12-08,445000,"initial unemployment claims, 4-week avg"
2001-12-15,434500,"initial unemployment claims, 4-week avg"
2001-12-22,415750,"initial unemployment claims, 4-week avg"
2001-12-29,404750,"initial unemployment claims, 4-week avg"
2002-01-05,405750,"initial unemployment claims, 4-week avg"
2002-01-12,413000,"initial unemployment claims, 4-week avg"
2002-01-19,410250,"initial unemployment claims, 4-week avg"
2002-01-26,408500,"initial unemployment claims, 4-week avg"
2002-02-02,410250,"initial unemployment claims, 4-week avg"
2002-02-09,405000,"initial unemployment claims, 4-week avg"
2002-02-16,403000,"initial unemployment claims, 4-week avg"
2002-02-23,399000,"initial unemployment claims, 4-week avg"
2002-03-02,396000,"initial unemployment claims, 4-week avg"
2002-03-09,396500,"initial unemployment claims, 4-week avg"
2002-03-16,395250,"initial unemployment claims, 4-week avg"
2002-03-23,399500,"initial unemployment claims, 4-week avg"
2002-03-30,421250,"initial unemployment claims, 4-week avg"
2002-04-06,432750,"initial unemployment claims, 4-week avg"
2002-04-13,445250,"initial unemployment claims, 4-week avg"
2002-04-20,445500,"initial unemployment claims, 4-week avg"
2002-04-27,429250,"initial unemployment claims, 4-week avg"
2002-05-04,420250,"initial unemployment claims, 4-week avg"
2002-05-11,413000,"initial unemployment claims, 4-week avg"
2002-05-18,411750,"initial unemployment claims, 4-week avg"
2002-05-25,409000,"initial unemployment claims, 4-week avg"
2002-06-01,401250,"initial unemployment claims, 4-week avg"
2002-06-08,395000,"initial unemployment claims, 4-week avg"
2002-06-15,391250,"initial unemployment claims, 4-week avg"
2002-06-22,387500,"initial unemployment claims, 4-week avg"
2002-06-29,389500,"initial unemployment claims, 4-week avg"
2002-07-06,390250,"initial unemployment claims, 4-week avg"
2002-07-13,387250,"initial unemployment claims, 4-week avg"
2002-07-20,385000,"initial unemployment claims, 4-week avg"
2002-07-27,386000,"initial unemployment claims, 4-week avg"
2002-08-03,385250,"initial unemployment claims, 4-week avg"
2002-08-10,386500,"initial unemployment claims, 4-week avg"
2002-08-17,391500,"initial unemployment claims, 4-week avg"
2002-08-24,393500,"initial unemployment claims, 4-week avg"
2002-08-31,395000,"initial unemployment claims, 4-week avg"
2002-09-07,401750,"initial unemployment claims, 4-week avg"
2002-09-14,405000,"initial unemployment claims, 4-week avg"
2002-09-21,405750,"initial unemployment claims, 4-week avg"
2002-09-28,409500,"initial unemployment claims, 4-week avg"
2002-10-05,406500,"initial unemployment claims, 4-week avg"
2002-10-12,404750,"initial unemployment claims, 4-week avg"
2002-10-19,407500,"initial unemployment claims, 4-week avg"
2002-10-26,407500,"initial unemployment claims, 4-week avg"
2002-11-02,407750,"initial unemployment claims, 4-week avg"
2002-11-09,406500,"initial unemployment claims, 4-week avg"
2002-11-16,400750,"initial unemployment claims, 4-week avg"
2002-11-23,396000,"initial unemployment claims, 4-week avg"
2002-11-30,389000,"initial unemployment claims, 4-week avg"
2002-12-07,395250,"initial unemployment claims, 4-week avg"
2002-12-14,405250,"initial unemployment claims, 4-week avg"
2002-12-21,406250,"initial unemployment claims, 4-week avg"
2002-12-28,414250,"initial unemployment claims, 4-week avg"
2003-01-04,406250,"initial unemployment claims, 4-week avg"
2003-01-11,393500,"initial unemployment claims, 4-week avg"
2003-01-18,395500,"initial unemployment claims, 4-week avg"
2003-01-25,395000,"initial unemployment claims, 4-week avg"
2003-02-01,400000,"initial unemployment claims, 4-week avg"
2003-02-08,403000,"initial unemployment claims, 4-week avg"
2003-02-15,407500,"initial unemployment claims, 4-week avg"
2003-02-22,411000,"initial unemployment claims, 4-week avg"
2003-03-01,416750,"initial unemployment claims, 4-week avg"
2003-03-08,425250,"initial unemployment claims, 4-week avg"
2003-03-15,427750,"initial unemployment claims, 4-week avg"
2003-03-22,425250,"initial unemployment claims, 4-week avg"
2003-03-29,425250,"initial unemployment claims, 4-week avg"
2003-04-05,423500,"initial unemployment claims, 4-week avg"
2003-04-12,424500,"initial unemployment claims, 4-week avg"
2003-04-19,434250,"initial unemployment claims, 4-week avg"
2003-04-26,436250,"initial unemployment claims, 4-week avg"
2003-05-03,439000,"initial unemployment claims, 4-week avg"
2003-05-10,434750,"initial unemployment claims, 4-week avg"
2003-05-17,428500,"initial unemployment claims, 4-week avg"
2003-05-24,422250,"initial unemployment claims, 4-week avg"
2003-05-31,423000,"initial unemployment claims, 4-week avg"
2003-06-07,426000,"initial unemployment claims, 4-week avg"
2003-06-14,425000,"initial unemployment claims, 4-week avg"
2003-06-21,422250,"initial unemployment claims, 4-week avg"
2003-06-28,421750,"initial unemployment claims, 4-week avg"
2003-07-05,422750,"initial unemployment claims, 4-week avg"
2003-07-12,420500,"initial unemployment claims, 4-week avg"
2003-07-19,419250,"initial unemployment claims, 4-week avg"
2003-07-26,411500,"initial unemployment claims, 4-week avg"
2003-08-02,403500,"initial unemployment claims, 4-week avg"
2003-08-09,401500,"initial unemployment claims, 4-week avg"
2003-08-16,400250,"initial unemployment claims, 4-week avg"
2003-08-23,398500,"initial unemployment claims, 4-week avg"
2003-08-30,400000,"initial unemployment claims, 4-week avg"
2003-09-06,404500,"initial unemployment claims, 4-week avg"
2003-09-13,403500,"initial unemployment claims, 4-week avg"
2003-09-20,400500,"initial unemployment claims, 4-week avg"
2003-09-27,395500,"initial unemployment claims, 4-week avg"
2003-10-04,386500,"initial unemployment claims, 4-week avg"
2003-10-11,382000,"initial unemployment claims, 4-week avg"
2003-10-18,384000,"initial unemployment claims, 4-week avg"
2003-10-25,382000,"initial unemployment claims, 4-week avg"
2003-11-01,376250,"initial unemployment claims, 4-week avg"
2003-11-08,375000,"initial unemployment claims, 4-week avg"
2003-11-15,370750,"initial unemployment claims, 4-week avg"
2003-11-22,364500,"initial unemployment claims, 4-week avg"
2003-11-29,363000,"initial unemployment claims, 4-week avg"
2003-12-06,362000,"initial unemployment claims, 4-week avg"
2003-12-13,360250,"initial unemployment claims, 4-week avg"
2003-12-20,360250,"initial unemployment claims, 4-week avg"
2003-12-27,358250,"initial unemployment claims, 4-week avg"
2004-01-03,355500,"initial unemployment claims, 4-week avg"
2004-01-10,353250,"initial unemployment claims, 4-week avg"
2004-01-17,355250,"initial unemployment claims, 4-week avg"
2004-01-24,356250,"initial unemployment claims, 4-week avg"
2004-01-31,361250,"initial unemployment claims, 4-week avg"
2004-02-07,367750,"initial unemployment claims, 4-week avg"
2004-02-14,366250,"initial unemployment claims, 4-week avg"
2004-02-21,367750,"initial unemployment claims, 4-week avg"
2004-02-28,360750,"initial unemployment claims, 4-week avg"
2004-03-06,351750,"initial unemployment claims, 4-week avg"
2004-03-13,347250,"initial unemployment claims, 4-week avg"
2004-03-20,344000,"initial unemployment claims, 4-week avg"
2004-03-27,342000,"initial unemployment claims, 4-week avg"
2004-04-03,339750,"initial unemployment claims, 4-week avg"
2004-04-10,344000,"initial unemployment claims, 4-week avg"
2004-04-17,348500,"initial unemployment claims, 4-week avg"
2004-04-24,348250,"initial unemployment claims, 4-week avg"
2004-05-01,345500,"initial unemployment claims, 4-week avg"
2004-05-08,339000,"initial unemployment claims, 4-week avg"
2004-05-15,335250,"initial unemployment claims, 4-week avg"
2004-05-22,336000,"initial unemployment claims, 4-week avg"
2004-05-29,339250,"initial unemployment claims, 4-week avg"
2004-06-05,345750,"initial unemployment claims, 4-week avg"
2004-06-12,343250,"initial unemployment claims, 4-week avg"
2004-06-19,346250,"initial unemployment claims, 4-week avg"
2004-06-26,349000,"initial unemployment claims, 4-week avg"
2004-07-03,341750,"initial unemployment claims, 4-week avg"
2004-07-10,343250,"initial unemployment claims, 4-week avg"
2004-07-17,343500,"initial unemployment claims, 4-week avg"
2004-07-24,343500,"initial unemployment claims, 4-week avg"
2004-07-31,347250,"initial unemployment claims, 4-week avg"
2004-08-07,345000,"initial unemployment claims, 4-week avg"
2004-08-14,339250,"initial unemployment claims, 4-week avg"
2004-08-21,338000,"initial unemployment claims, 4-week avg"
2004-08-28,340750,"initial unemployment claims, 4-week avg"
2004-09-04,338250,"initial unemployment claims, 4-week avg"
2004-09-11,338000,"initial unemployment claims, 4-week avg"
2004-09-18,337500,"initial unemployment claims, 4-week avg"
2004-09-25,337250,"initial unemployment claims, 4-week avg"
2004-10-02,339500,"initial unemployment claims, 4-week avg"
2004-10-09,341250,"initial unemployment claims, 4-week avg"
2004-10-16,337750,"initial unemployment claims, 4-week avg"
2004-10-23,334500,"initial unemployment claims, 4-week avg"
2004-10-30,333750,"initial unemployment claims, 4-week avg"
2004-11-06,331750,"initial unemployment claims, 4-week avg"
2004-11-13,334250,"initial unemployment claims, 4-week avg"
2004-11-20,328000,"initial unemployment claims, 4-week avg"
2004-11-27,328750,"initial unemployment claims, 4-week avg"
2004-12-04,332000,"initial unemployment claims, 4-week avg"
2004-12-11,326750,"initial unemployment claims, 4-week avg"
2004-12-18,329000,"initial unemployment claims, 4-week avg"
2004-12-25,325250,"initial unemployment claims, 4-week avg"
2005-01-01,328500,"initial unemployment claims, 4-week avg"
2005-01-08,341750,"initial unemployment claims, 4-week avg"
2005-01-15,344250,"initial unemployment claims, 4-week avg"
2005-01-22,346500,"initial unemployment claims, 4-week avg"
2005-01-29,340250,"initial unemployment claims, 4-week avg"
2005-02-05,324750,"initial unemployment claims, 4-week avg"
2005-02-12,318750,"initial unemployment claims, 4-week avg"
2005-02-19,316000,"initial unemployment claims, 4-week avg"
2005-02-26,311750,"initial unemployment claims, 4-week avg"
2005-03-05,318250,"initial unemployment claims, 4-week avg"
2005-03-12,322250,"initial unemployment claims, 4-week avg"
2005-03-19,325000,"initial unemployment claims, 4-week avg"
2005-03-26,332000,"initial unemployment claims, 4-week avg"
2005-04-02,332500,"initial unemployment claims, 4-week avg"
2005-04-09,332250,"initial unemployment claims, 4-week avg"
2005-04-16,326750,"initial unemployment claims, 4-week avg"
2005-04-23,320500,"initial unemployment claims, 4-week avg"
2005-04-30,320250,"initial unemployment claims, 4-week avg"
2005-05-07,321250,"initial unemployment claims, 4-week avg"
2005-05-14,324750,"initial unemployment claims, 4-week avg"
2005-05-21,325500,"initial unemployment claims, 4-week avg"
2005-05-28,327000,"initial unemployment claims, 4-week avg"
2005-06-04,329750,"initial unemployment claims, 4-week avg"
2005-06-11,332750,"initial unemployment claims, 4-week avg"
2005-06-18,333000,"initial unemployment claims, 4-week avg"
2005-06-25,325750,"initial unemployment claims, 4-week avg"
2005-07-02,323000,"initial unemployment claims, 4-week avg"
2005-07-09,324250,"initial unemployment claims, 4-week avg"
2005-07-16,324750,"initial unemployment claims, 4-week avg"
2005-07-23,326500,"initial unemployment claims, 4-week avg"
2005-07-30,323750,"initial unemployment claims, 4-week avg"
2005-08-06,317000,"initial unemployment claims, 4-week avg"
2005-08-13,316000,"initial unemployment claims, 4-week avg"
2005-08-20,315250,"initial unemployment claims, 4-week avg"
2005-08-27,315750,"initial unemployment claims, 4-week avg"
2005-09-03,319500,"initial unemployment claims, 4-week avg"
2005-09-10,345250,"initial unemployment claims, 4-week avg"
2005-09-17,372500,"initial unemployment claims, 4-week avg"
2005-09-24,382750,"initial unemployment claims, 4-week avg"
2005-10-01,397250,"initial unemployment claims, 4-week avg"
2005-10-08,387500,"initial unemployment claims, 4-week avg"
2005-10-15,368500,"initial unemployment claims, 4-week avg"
2005-10-22,359750,"initial unemployment claims, 4-week avg"
2005-10-29,344250,"initial unemployment claims, 4-week avg"
2005-11-05,329750,"initial unemployment claims, 4-week avg"
2005-11-12,320000,"initial unemployment claims, 4-week avg"
2005-11-19,320000,"initial unemployment claims, 4-week avg"
2005-11-26,317250,"initial unemployment claims, 4-week avg"
2005-12-03,316250,"initial unemployment claims, 4-week avg"
2005-12-10,320750,"initial unemployment claims, 4-week avg"
2005-12-17,317750,"initial unemployment claims, 4-week avg"
2005-12-24,320000,"initial unemployment claims, 4-week avg"
2005-12-31,315250,"initial unemployment claims, 4-week avg"
2006-01-07,315000,"initial unemployment claims, 4-week avg"
2006-01-14,308250,"initial unemployment claims, 4-week avg"
2006-01-21,300750,"initial unemployment claims, 4-week avg"
2006-01-28,295750,"initial unemployment claims, 4-week avg"
2006-02-04,286500,"initial unemployment claims, 4-week avg"
2006-02-11,289750,"initial unemployment claims, 4-week avg"
2006-02-18,288000,"initial unemployment claims, 4-week avg"
2006-02-25,290750,"initial unemployment claims, 4-week avg"
2006-03-04,294000,"initial unemployment claims, 4-week avg"
2006-03-11,296250,"initial unemployment claims, 4-week avg"
2006-03-18,301250,"initial unemployment claims, 4-week avg"
2006-03-25,301750,"initial unemployment claims, 4-week avg"
2006-04-01,299000,"initial unemployment claims, 4-week avg"
2006-04-08,297000,"initial unemployment claims, 4-week avg"
2006-04-15,296000,"initial unemployment claims, 4-week avg"
2006-04-22,299250,"initial unemployment claims, 4-week avg"
2006-04-29,306750,"initial unemployment claims, 4-week avg"
2006-05-06,318750,"initial unemployment claims, 4-week avg"
2006-05-13,327750,"initial unemployment claims, 4-week avg"
2006-05-20,330500,"initial unemployment claims, 4-week avg"
2006-05-27,332750,"initial unemployment claims, 4-week avg"
2006-06-03,322750,"initial unemployment claims, 4-week avg"
2006-06-10,313500,"initial unemployment claims, 4-week avg"
2006-06-17,310750,"initial unemployment claims, 4-week avg"
2006-06-24,305500,"initial unemployment claims, 4-week avg"
2006-07-01,307750,"initial unemployment claims, 4-week avg"
2006-07-08,319000,"initial unemployment claims, 4-week avg"
2006-07-15,321500,"initial unemployment claims, 4-week avg"
2006-07-22,320750,"initial unemployment claims, 4-week avg"
2006-07-29,319500,"initial unemployment claims, 4-week avg"
2006-08-05,313250,"initial unemployment claims, 4-week avg"
2006-08-12,311250,"initial unemployment claims, 4-week avg"
2006-08-19,313500,"initial unemployment claims, 4-week avg"
2006-08-26,314250,"initial unemployment claims, 4-week avg"
2006-09-02,313500,"initial unemployment claims, 4-week avg"
2006-09-09,314500,"initial unemployment claims, 4-week avg"
2006-09-16,316750,"initial unemployment claims, 4-week avg"
2006-09-23,318000,"initial unemployment claims, 4-week avg"
2006-09-30,316500,"initial unemployment claims, 4-week avg"
2006-10-07,317000,"initial unemployment claims, 4-week avg"
2006-10-14,312250,"initial unemployment claims, 4-week avg"
2006-10-21,310750,"initial unemployment claims, 4-week avg"
2006-10-28,315500,"initial unemployment claims, 4-week avg"
2006-11-04,316250,"initial unemployment claims, 4-week avg"
2006-11-11,317750,"initial unemployment claims, 4-week avg"
2006-11-18,321000,"initial unemployment claims, 4-week avg"
2006-11-25,326250,"initial unemployment claims, 4-week avg"
2006-12-02,328250,"initial unemployment claims, 4-week avg"
2006-12-09,328250,"initial unemployment claims, 4-week avg"
2006-12-16,326250,"initial unemployment claims, 4-week avg"
2006-12-23,319750,"initial unemployment claims, 4-week avg"
2006-12-30,323250,"initial unemployment claims, 4-week avg"
2007-01-06,328000,"initial unemployment claims, 4-week avg"
2007-01-13,322500,"initial unemployment claims, 4-week avg"
2007-01-20,325500,"initial unemployment claims, 4-week avg"
2007-01-27,317250,"initial unemployment claims, 4-week avg"
2007-02-03,312250,"initial unemployment claims, 4-week avg"
2007-02-10,322750,"initial unemployment claims, 4-week avg"
2007-02-17,319250,"initial unemployment claims, 4-week avg"
2007-02-24,322750,"initial unemployment claims, 4-week avg"
2007-03-03,325250,"initial unemployment claims, 4-week avg"
2007-03-10,317750,"initial unemployment claims, 4-week avg"
2007-03-17,314750,"initial unemployment claims, 4-week avg"
2007-03-24,310000,"initial unemployment claims, 4-week avg"
2007-03-31,306750,"initial unemployment claims, 4-week avg"
2007-04-07,312750,"initial unemployment claims, 4-week avg"
2007-04-14,317250,"initial unemployment claims, 4-week avg"
2007-04-21,321750,"initial unemployment claims, 4-week avg"
2007-04-28,320250,"initial unemployment claims, 4-week avg"
2007-05-05,312250,"initial unemployment claims, 4-week avg"
2007-05-12,304750,"initial unemployment claims, 4-week avg"
2007-05-19,302000,"initial unemployment claims, 4-week avg"
2007-05-26,304250,"initial unemployment claims, 4-week avg"
2007-06-02,307500,"initial unemployment claims, 4-week avg"
2007-06-09,311500,"initial unemployment claims, 4-week avg"
2007-06-16,314000,"initial unemployment claims, 4-week avg"
2007-06-23,314750,"initial unemployment claims, 4-week avg"
2007-06-30,315750,"initial unemployment claims, 4-week avg"
2007-07-07,317750,"initial unemployment claims, 4-week avg"
2007-07-14,317000,"initial unemployment claims, 4-week avg"
2007-07-21,316250,"initial unemployment claims, 4-week avg"
2007-07-28,313250,"initial unemployment claims, 4-week avg"
2007-08-04,311500,"initial unemployment claims, 4-week avg"
2007-08-11,311250,"initial unemployment claims, 4-week avg"
2007-08-18,314000,"initial unemployment claims, 4-week avg"
2007-08-25,320000,"initial unemployment claims, 4-week avg"
2007-09-01,320000,"initial unemployment claims, 4-week avg"
2007-09-08,321250,"initial unemployment claims, 4-week avg"
2007-09-15,319250,"initial unemployment claims, 4-week avg"
2007-09-22,312500,"initial unemployment claims, 4-week avg"
2007-09-29,313250,"initial unemployment claims, 4-week avg"
2007-10-06,312000,"initial unemployment claims, 4-week avg"
2007-10-13,317500,"initial unemployment claims, 4-week avg"
2007-10-20,325500,"initial unemployment claims, 4-week avg"
2007-10-27,328250,"initial unemployment claims, 4-week avg"
2007-11-03,331000,"initial unemployment claims, 4-week avg"
2007-11-10,330500,"initial unemployment claims, 4-week avg"
2007-11-17,330000,"initial unemployment claims, 4-week avg"
