date, pm25, pm10, o3, no2, so2, co
2020/9/19, 40, 37, 27, 11, 3, 4
2020/9/20, 55, 22, 37, 6, , 1
2020/9/21, 33, 46, 50, 9, , 5
2020/9/22, 82, 26, 28, 9, , 3
2020/9/23, 48, 23, 32, 6, , 5
2020/9/24, 49, 18, 43, 3, , 4
2020/9/25, 41, 31, 50, 8, 1, 5
2020/9/26, 66, 36, 70, 6, 1, 5
2020/9/27, 77, 46, 69, 8, , 5
2020/9/28, 99, 50, 64, 8, , 6
2020/9/29, 102, 10, 19, 3, , 2
2020/9/30, 16, 20, 25, 6, , 2
2020/10/1, 45, 35, 32, 4, , 2
2020/4/2, 18, 36, 35, 9, 1, 2
2020/4/3, 47, 43, 36, 8, 1, 2
2020/4/4, 47, 84, 41, 2, , 2
2020/4/5, 66, 84, 42, 8, 1, 3
2020/4/6, 93, 76, 53, 14, 1, 3
2020/4/7, 123, 68, 42, 5, 1, 3
2020/4/8, 81, 59, 40, 7, 1, 3
2020/4/9, 70, 52, 47, 6, 2, 3
2020/4/10, 92, 43, 50, 4, , 3
2020/4/11, 95, 47, 41, 6, 1, 4
2020/4/12, 81, 44, 41, 5, 3, 3
2020/4/13, 58, 54, 42, 9, , 3
2020/4/14, 70, 67, 80, 11, 2, 5
2020/4/15, 122, 77, 62, 9, 2, 5
2020/4/16, 158, 62, 48, 1, 1, 4
2020/4/17, 67, 22, 54, 2, 1, 3
2020/4/18, 52, 40, 51, 11, 1, 3
2020/4/19, 108, 33, 53, 6, , 2
2020/4/20, 93, 26, 36, , , 
2020/4/21, 13, 30, 32, , , 1
2020/4/22, 17, 17, 34, , , 1
2020/4/23, 24, 18, 30, 2, 1, 2
2020/4/24, 39, 249, 37, 1, 2, 8
2020/4/25, 117, 48, 38, 1, , 1
2020/4/26, 24, 33, 40, 6, , 1
2020/4/27, 57, 54, 53, 12, 2, 2
2020/4/28, 106, 64, 88, 13, 3, 4
2020/4/29, 122, 89, 109, 11, 2, 5
2020/4/30, 158, 87, 146, 11, 3, 6
2020/5/1, 159, 93, 151, 12, 3, 8
2020/5/2, 165, 76, 104, 6, 1, 5
2020/5/3, 137, 51, 49, 3, , 4
2020/5/4, 89, 51, 31, 8, , 7
2020/5/5, 103, 45, 65, 8, 2, 5
2020/5/6, 103, 49, 91, 6, 1, 4
2020/5/7, 152, 52, 57, 8, 2, 8
2020/5/8, 137, 34, 38, 6, , 14
2020/5/9, 87, 43, 36, 5, 1, 3
2020/5/10, 42, 43, 33, 4, , 1
2020/5/11, 40, 178, 41, 1, , 1
2020/5/12, 76, 77, 42, 3, , 1
2020/5/13, 90, 93, 73, 11, 1, 2
2020/5/14, 127, 85, 88, 7, 1, 4
2020/5/15, 124, 40, 42, 6, , 4
2020/5/16, 89, 64, 37, 5, , 2
2020/5/17, 78, 72, 30, 6, , 1
2020/5/18, 70, 34, 44, 3, , 1
2020/5/19, 47, 44, 46, 8, 1, 2
2020/5/20, 58, 24, 52, 3, , 1
2020/5/21, 36, 46, 74, 5, 1, 6
2020/5/22, 92, 24, 37, 2, , 2
2020/5/23, 19, 12, 33, 2, , 1
2020/5/24, 16, 22, 42, 7, 1, 2
2020/5/25, 30, 19, 34, 6, , 1
2020/5/26, 29, 23, 42, 6, 2, 3
2020/5/27, 31, 16, 39, 3, 1, 1
2020/5/28, 24, 46, 98, 8, , 4
2020/5/29, 72, 65, 119, 8, 3, 8
2020/5/30, 110, 52, 72, 5, 2, 7
2020/5/31, 101, 16, 36, 4, , 1
2020/6/1, 19, 36, 67, 6, , 2
2020/6/2, 40, 65, 67, 7, 1, 2
2020/6/3, 78, 123, 42, 7, 1, 1
2020/6/4, 93, 33, 56, 5, 1, 1
2020/6/5, 29, 42, 83, 6, , 2
2020/6/6, 57, 44, 115, 6, 1, 5
2020/6/7, 71, 63, 146, 9, , 5
2020/6/8, 90, 76, 97, 8, 1, 4
2020/6/9, 113, 58, 67, 9, 3, 5
2020/6/10, 97, 38, 50, 5, 1, 4
2020/6/11, 60, 35, 58, 10, , 2
2020/6/12, 49, 37, 112, 7, 2, 4
2020/6/13, 72, 52, 68, 5, , 4
2020/6/14, 76, 21, 50, 3, 1, 1
2020/6/15, 28, 36, 79, 10, 1, 1
2020/6/16, 56, 55, 113, 9, 1, 3
2020/6/17, 72, 70, 74, 8, 1, 4
2020/6/18, 81, 46, 73, 6, , 3
2020/6/19, 62, 32, 93, 4, , 3
2020/6/20, 60, 60, 113, 6, 1, 5
2020/6/21, 88, 52, 107, 6, , 4
2020/6/22, 82, 59, 95, 5, 1, 6
2020/6/23, 110, 52, 100, 6, 1, 6
2020/6/24, 96, 32, 60, 3, , 3
2020/6/25, 58, 28, 60, 3, , 4
2020/6/26, 59, 30, 67, 3, 1, 5
2020/6/27, 69, 38, 82, 4, 1, 4
2020/6/28, 76, 51, 85, 6, , 6
2020/6/29, 102, 27, 47, 6, , 3
2020/6/30, 57, 18, 62, 3, , 1
2020/7/1, 41, 31, 93, 6, 1, 3
2020/1/2, 149, 68, 7, 21, 6, 18
2020/1/3, 161, 72, 9, 15, 8, 20
2020/1/4, 164, 68, 11, 18, 8, 19
2020/1/5, 163, 52, 24, 18, 3, 11
2020/1/6, 134, 28, 19, 12, 3, 7
2020/1/7, 111, 24, 25, 10, 7, 6
2020/1/8, 68, 30, 23, 13, 6, 15
2020/1/9, 82, 54, 10, 23, 6, 24
2020/1/10, 129, 39, 27, 16, 3, 15
2020/1/11, 82, 22, 20, 14, 5, 4
2020/1/12, 67, 39, 24, 16, 5, 10
2020/1/13, 94, 27, 25, 9, 4, 5
2020/1/14, 68, 44, 20, 18, 4, 10
2020/1/15, 117, 59, 12, 23, 5, 14
2020/1/16, 156, 58, 18, 22, 4, 16
2020/1/17, 154, 60, 14, 24, 5, 16
2020/1/18, 159, 46, 36, 16, 5, 10
2020/1/19, 139, 64, 32, 4, 2, 3
2020/1/20, 58, 29, 24, 13, 1, 4
2020/1/21, 45, 44, 19, 17, 3, 9
2020/1/22, 120, , 17, 21, 5, 15
2020/1/23, 171, 32, 27, 16, 4, 16
2020/1/24, 150, , 28, 9, 3, 9
2020/1/25, 163, 149, 28, 14, 6, 16
2020/1/26, 262, , 34, 14, 3, 17
2020/1/27, 211, , 37, 12, 6, 18
2020/1/28, 206, , 36, 12, 5, 16
2020/1/29, 195, 68, 35, 7, 4, 7
2020/1/30, 142, , 31, 12, 4, 9
2020/1/31, 156, 16, 35, 9, 2, 10
2020/2/1, 119, 19, 29, 4, 3, 4
2020/2/2, 50, 16, 32, 3, , 3
2020/2/3, 75, 17, 26, 4, 1, 3
2020/2/4, 58, 17, 29, 8, 3, 5
2020/2/5, 76, 27, 24, 4, 1, 5
2020/2/6, 79, , 21, 6, 1, 6
2020/2/7, 104, , 25, 10, 3, 10
2020/2/8, 153, 31, 31, 9, 2, 7
2020/2/9, 84, 48, 53, 6, 3, 20
2020/2/10, 128, 51, 38, 12, 4, 19
2020/2/11, 142, , 60, 12, 3, 13
2020/2/12, 206, , 56, 14, 3, 20
2020/2/13, 273, , 50, 12, 1, 18
2020/2/14, 277, 22, 27, 4, , 7
2020/2/15, 87, 8, 34, , 1, 1
2020/2/16, 20, 8, 30, , 1, 1
2020/2/17, 13, 14, 30, 3, 2, 1
2020/2/18, 33, 20, 27, 8, 3, 5
2020/2/19, 64, 33, 28, 10, 3, 8
2020/2/20, 113, , 31, 9, 1, 13
2020/2/21, 187, 63, 34, 8, , 10
2020/2/22, 121, 14, 33, 3, 1, 2
2020/2/23, 29, 37, 28, 10, 1, 6
2020/2/24, 94, 72, 32, 14, 4, 10
2020/2/25, 158, 62, 35, 11, 4, 9
2020/2/26, 156, 44, 34, 9, 2, 9
2020/2/27, 146, 41, 21, 8, 1, 4
2020/2/28, 112, , 25, 12, 1, 6
2020/2/29, 150, , 20, 8, , 9
2020/3/1, 145, 12, 32, 5, , 6
2020/3/2, 62, 21, 30, 7, , 3
2020/3/3, 61, 9, 31, 5, , 6
2020/3/4, 111, 18, 30, 4, 1, 3
2020/3/5, 56, 40, 32, 7, 1, 4
2020/3/6, 95, 73, 29, 14, 2, 8
2020/3/7, 165, 20, 35, 10, 2, 7
2020/3/8, 140, , 27, 10, , 10
2020/3/9, 174, 54, 33, 5, , 5
2020/3/10, 90, 36, 32, 4, , 2
2020/3/11, 36, 38, 30, 8, 1, 5
2020/3/12, 77, 34, 33, 7, , 6
2020/3/13, 72, 20, 34, 2, , 1
2020/3/14, 27, 34, 37, 1, , 1
2020/3/15, 22, 24, 37, 2, , 1
2020/3/16, 32, 61, 35, 7, 1, 2
2020/3/17, 92, 42, 37, 4, 1, 2
2020/3/18, 48, 87, 39, 9, , 4
2020/3/19, 83, 42, 37, 3, , 2
2020/3/20, 27, 51, 37, 7, 1, 2
2020/3/21, 74, 42, 38, 4, 2, 2
2020/3/22, 56, 27, 37, 6, 1, 2
2020/3/23, 48, 38, 38, 11, 1, 2
2020/3/24, 64, 49, 45, 8, 3, 5
2020/3/25, 98, 69, 78, 10, 2, 8
2020/3/26, 180, 23, 45, 1, , 17
2020/3/27, 18, 27, 35, 2, , 19
2020/3/28, 14, 23, 32, 8, 1, 2
2020/3/29, 33, 42, 29, 7, 1, 2
2020/3/30, 79, , , , , 
2019/10/3, 122, 60, 96, 14, 1, 6
2019/10/4, 139, 13, 22, 4, 1, 3
2019/10/5, 23, 15, 27, 6, 1, 2
2019/10/6, 26, 19, 20, 11, 1, 2
2019/10/7, 40, 30, 28, 8, 2, 3
2019/10/8, 54, 21, 27, 6, 1, 3
2019/10/9, 23, 41, 24, 15, 2, 4
2019/10/10, 71, 58, 23, 14, 1, 6
2019/10/11, 153, 54, 18, 15, 2, 7
2019/10/12, 139, 51, 15, 17, 4, 8
2019/10/13, 79, 45, 17, 14, 2, 8
2019/10/14, 64, 31, 23, 11, 2, 3
2019/10/15, 37, 38, 18, 14, 2, 3
2019/10/16, 58, 45, 17, 19, 1, 3
2019/10/17, 72, 40, 25, 18, 1, 4
2019/10/18, 75, 40, 26, 15, 1, 4
2019/10/19, 107, 46, 29, 13, 1, 7
2019/10/20, 160, 92, 25, 14, 1, 6
2019/10/21, 140, 49, 17, 16, 1, 4
2019/10/22, 58, 65, 23, 15, 1, 5
2019/10/23, 98, 78, 45, 17, 1, 7
2019/10/24, 153, 51, 23, 12, 1, 7
2019/10/25, 105, 20, 24, 7, 1, 3
2019/10/26, 28, 43, 17, 17, 3, 4
2019/10/27, 73, 61, 22, 20, 2, 6
2019/10/28, 120, 61, 27, 5, , 2
2019/10/29, 71, 56, 23, 15, 2, 4
2019/10/30, 77, 78, 24, 19, 3, 6
2019/10/31, 119, 71, 24, 18, 2, 6
2019/11/1, 99, 65, 15, 24, 3, 6
2019/11/2, 89, 49, 1, 20, 1, 7
2019/11/3, 103, 41, 18, 11, 1, 5
2019/11/4, 94, 53, 6, 13, 1, 8
2019/11/5, 95, 54, 18, 15, 2, 8
2019/11/6, 134, 64, 12, 21, 1, 7
2019/11/7, 144, 32, 20, 12, 1, 3
2019/11/8, 58, 57, 9, 18, 3, 6
2019/11/9, 102, 62, 6, 24, 2, 8
2019/11/10, 140, 76, 27, 5, 1, 3
2019/11/11, 76, 50, 25, 14, 1, 5
2019/11/12, 66, 60, 20, 20, 3, 5
2019/11/13, 89, 50, 28, 3, , 2
2019/11/14, 33, 48, 16, 15, 1, 5
2019/11/15, 69, 68, 10, 21, 3, 10
2019/11/16, 117, 70, 8, 22, 2, 9
2019/11/17, 148, 148, 23, 15, 2, 10
2019/11/18, 141, 80, 34, 1, 1, 4
2019/11/19, 57, 40, 33, 10, 1, 2
2019/11/20, 42, 74, 6, 24, 2, 6
2019/11/21, 125, 93, 6, 30, 3, 9
2019/11/22, 162, 105, 4, 31, 2, 15
2019/11/23, 196, 117, 5, 36, 4, 18
2019/11/24, 219, 17, 25, 5, 1, 2
2019/11/25, 25, 27, 14, 13, 2, 4
2019/11/26, 47, 55, 11, 18, 5, 8
2019/11/27, 97, 35, 22, 11, 3, 4
2019/11/28, 52, 38, 12, 16, 3, 7
2019/11/29, 75, 57, 5, 23, 2, 9
2019/11/30, 135, 22, 27, 17, 2, 6
2019/12/1, 108, 31, 26, 7, 3, 6
2019/12/2, 58, 22, 25, 3, 3, 3
2019/12/3, 29, 38, 26, 12, 2, 5
2019/12/4, 53, 30, 28, 11, 1, 6
2019/12/5, 55, 22, 24, 11, 2, 4
2019/12/6, 39, 42, 9, 21, 5, 10
2019/12/7, 102, 57, 10, 22, 4, 13
2019/12/8, 140, 69, 2, 26, 6, 16
2019/12/9, 162, 76, 22, 21, 5, 14
2019/12/10, 145, 46, 24, 14, 2, 9
2019/12/11, 87, 12, 25, 4, 1, 2
2019/12/12, 18, 33, 8, 18, 5, 7
2019/12/13, 67, 43, 23, 14, 3, 9
2019/12/14, 86, 26, 18, 17, 1, 5
2019/12/15, 54, 47, 6, 23, 3, 8
2019/12/16, 105, 51, 7, 24, 2, 9
2019/12/17, 145, 17, 23, 7, 1, 4
2019/12/18, 47, 33, 14, 18, 4, 10
2019/12/19, 91, 22, 21, 11, 2, 5
2019/12/20, 54, 39, 8, 16, 6, 9
2019/12/21, 89, 56, 10, 18, 6, 14
2019/12/22, 145, 57, 12, 22, 6, 11
2019/12/23, 143, 36, 18, 18, 2, 7
2019/12/24, 90, 62, 8, 21, 1, 12
2019/12/25, 156, 41, 24, 17, 4, 11
2019/12/26, 128, 42, 25, 11, 2, 5
2019/12/27, 61, 64, 9, 20, 4, 11
2019/12/28, 121, 74, 6, 27, 3, 13
2019/12/29, 151, 67, 20, 22, 5, 14
2019/12/30, 138, , , , , 
2019/7/2, 38, 26, 80, 8, 1, 2
2019/7/3, 48, 35, 68, 8, 2, 3
2019/7/4, 71, 42, 125, 7, 1, 2
2019/7/5, 65, 36, 65, 8, 1, 2
2019/7/6, 62, 11, 34, 3, 1, 2
2019/7/7, 16, 20, 49, 4, , 1
2019/7/8, 28, 25, 68, 7, , 1
2019/7/9, 62, 32, 46, 7, , 1
2019/7/10, 65, 31, 60, 8, , 2
2019/7/11, 79, 37, 81, 8, 1, 2
2019/7/12, 87, 35, 87, 10, 1, 2
2019/7/13, 78, 44, 105, 13, 1, 3
2019/7/14, 83, 27, 84, 5, 1, 2
2019/7/15, 46, 50, 129, 6, 1, 4
2019/7/16, 106, 41, 83, 7, 1, 4
2019/7/17, 108, 24, 39, 6, 1, 4
2019/7/18, 102, 57, 99, 6, , 4
2019/7/19, 136, , 63, 7, 1, 5
2019/7/20, 166, , 39, 9, 1, 3
2019/7/21, 155, 62, 88, 8, 2, 3
2019/7/22, 118, 52, 63, 8, 1, 3
2019/7/23, 104, 36, 68, 3, 1, 1
2019/7/24, 64, 46, 60, 6, 1, 2
2019/7/25, 79, 44, 88, 5, 1, 2
2019/7/26, 67, 48, 128, 4, 1, 2
2019/7/27, 79, 63, 123, 4, , 2
2019/7/28, 147, 55, 96, 3, 1, 2
2019/7/29, 125, 22, 41, 5, 1, 2
2019/7/30, 57, 32, 73, 6, 2, 2
2019/7/31, 61, 37, 61, 8, 1, 4
2019/8/1, 55, 48, 127, 11, 1, 6
2019/8/2, 71, 40, 76, 7, , 5
2019/8/3, 85, 36, 100, 7, , 2
2019/8/4, 80, 36, 54, 2, 1, 3
2019/8/5, 90, 24, 50, 1, 1, 3
2019/8/6, 62, 37, 82, 5, 1, 1
2019/8/7, 92, 20, 68, 2, 1, 4
2019/8/8, 50, 32, 104, 4, 1, 6
2019/8/9, 70, 36, 55, 6, 1, 5
2019/8/10, 99, 21, 61, 6, , 4
2019/8/11, 60, 19, 43, 6, 1, 3
2019/8/12, 58, 16, 40, 7, 1, 3
2019/8/13, 25, 14, 30, 4, 1, 3
2019/8/14, 20, 34, 48, 10, 2, 4
2019/8/15, 42, 34, 68, 8, , 3
2019/8/16, 39, 15, 36, 3, 1, 3
2019/8/17, 17, 25, 32, 7, 3, 3
2019/8/18, 29, 42, 73, 11, 1, 3
2019/8/19, 45, 64, 119, 8, 1, 6
2019/8/20, 97, 54, 64, 6, 1, 6
2019/8/21, 108, 32, 45, 9, 1, 5
2019/8/22, 60, 43, 36, 12, 1, 5
2019/8/23, 53, 45, 38, 12, 2, 4
2019/8/24, 48, 41, 102, 10, 1, 4
2019/8/25, 49, 46, 85, 8, 1, 4
2019/8/26, 59, 57, 55, 11, 1, 6
2019/8/27, 100, 31, 39, 10, 2, 4
2019/8/28, 53, 28, 29, 6, 1, 3
2019/8/29, 15, 16, 31, 5, 1, 3
2019/8/30, 13, 37, 41, 8, 1, 4
2019/8/31, 36, 39, 59, 10, 1, 3
2019/9/1, 43, 47, 72, 12, 1, 3
2019/9/2, 52, 49, 99, 12, 2, 4
2019/9/3, 62, 66, 128, 14, 1, 5
2019/9/4, 96, 72, 127, 9, 1, 6
2019/9/5, 134, 73, 128, 13, 1, 6
2019/9/6, 137, 66, 128, 10, 1, 5
2019/9/7, 120, 68, 93, 18, 2, 5
2019/9/8, 113, 62, 88, 13, 2, 4
2019/9/9, 71, 44, 66, 6, 1, 4
2019/9/10, 57, 11, 29, 4, , 3
2019/9/11, 24, 20, 33, 6, 2, 4
2019/9/12, 37, 26, 30, 6, 1, 4
2019/9/13, 53, 32, 32, 8, 1, 4
2019/9/14, 53, 37, 44, 8, 1, 3
2019/9/15, 41, 55, 39, 15, 2, 4
2019/9/16, 63, 50, 57, 12, 1, 4
2019/9/17, 53, 49, 42, 10, 1, 4
2019/9/18, 56, 33, 34, 7, 1, 2
2019/9/19, 25, 50, 33, 15, 1, 2
2019/9/20, 59, 57, 44, 14, 1, 5
2019/9/21, 84, 50, 36, 13, 1, 4
2019/9/22, 66, 54, 58, 12, 2, 6
2019/9/23, 95, 56, 36, 17, 3, 6
2019/9/24, 82, 48, 39, 12, 2, 3
2019/9/25, 47, 52, 66, 15, 1, 4
2019/9/26, 60, 55, 95, 14, , 4
2019/9/27, 82, 56, 92, 11, 1, 6
2019/9/28, 125, 50, 92, 15, 1, 6
2019/9/29, 116, 56, 104, 13, 1, 6
2019/9/30, 135, 63, 94, 8, 1, 6
2019/10/1, 153, , , , , 
2019/4/2, 57, 55, 38, 15, 1, 4
2019/4/3, 75, 62, 48, 17, 1, 6
2019/4/4, 123, 77, 45, 15, 2, 5
2019/4/5, 106, 210, 42, 9, 2, 3
2019/4/6, 84, 166, 41, 12, 2, 3
2019/4/7, 102, 84, 44, 14, 3, 5
2019/4/8, 124, 69, 39, 14, 3, 6
2019/4/9, 96, 33, 39, 6, 1, 3
2019/4/10, 75, 40, 41, 12, 2, 5
2019/4/11, 99, 33, 41, 11, , 2
2019/4/12, 58, 54, 49, 14, , 3
2019/4/13, 102, 59, 43, 12, 1, 4
2019/4/14, 114, 60, 46, 9, 1, 2
2019/4/15, 51, 65, 56, 16, 1, 3
2019/4/16, 96, 83, 77, 17, 1, 4
2019/4/17, 162, 91, 103, 14, 2, 9
2019/4/18, 182, 102, 42, 5, 1, 4
2019/4/19, 64, 67, 45, 7, 1, 3
2019/4/20, 70, 108, 25, 12, 2, 5
2019/4/21, 106, 163, 56, 11, 1, 6
2019/4/22, 136, 113, 119, 13, 2, 7
2019/4/23, 163, 73, 81, 11, 1, 6
2019/4/24, 173, 16, 29, 6, , 4
2019/4/25, 94, 18, 44, 3, , 1
2019/4/26, 27, 25, 50, 5, , 1
2019/4/27, 54, 31, 38, 9, , 2
2019/4/28, 94, 49, 33, 11, , 4
2019/4/29, 106, 107, 33, 12, 1, 6
2019/4/30, 165, 56, 44, 3, 1, 2
2019/5/1, 41, 33, 53, 11, 2, 4
2019/5/2, 52, 44, 72, 17, 2, 3
2019/5/3, 78, 66, 92, 24, 2, 4
2019/5/4, 114, 59, 99, 13, 2, 5
2019/5/5, 132, 47, 46, 6, , 2
2019/5/6, 62, 36, 48, 12, 2, 3
2019/5/7, 65, 42, 53, 14, 1, 2
2019/5/8, 61, 51, 49, 18, 2, 3
2019/5/9, 81, 57, 66, 14, 1, 3
2019/5/10, 97, 59, 95, 20, 1, 3
2019/5/11, 119, 56, 102, 16, 1, 5
2019/5/12, 130, 189, 50, 7, 1, 3
2019/5/13, 137, 56, 47, 4, 1, 2
2019/5/14, 67, 59, 79, 13, 2, 3
2019/5/15, 112, 102, 111, 13, 3, 7
2019/5/16, 169, 83, 80, 18, 1, 5
2019/5/17, 148, 75, 105, 10, 1, 6
2019/5/18, 155, , 42, 8, , 4
2019/5/19, 83, 59, 40, 4, 1, 3
2019/5/20, 79, 27, 43, 2, 1, 2
2019/5/21, 53, 21, 44, 10, 1, 1
2019/5/22, 41, 31, 70, 15, 2, 2
2019/5/23, 57, 46, 128, 19, 3, 4
2019/5/24, 80, 59, 131, 12, 3, 5
2019/5/25, 110, 61, 143, 11, 2, 5
2019/5/26, 117, 36, 59, 8, 1, 4
2019/5/27, 68, 11, 45, 3, , 1
2019/5/28, 16, 24, 35, 12, 2, 2
2019/5/29, 42, 35, 47, 14, 1, 2
2019/5/30, 55, 38, 25, 15, 1, 2
2019/5/31, 72, 28, 32, 7, 1, 1
2019/6/1, 41, 35, 35, 13, 1, 2
2019/6/2, 70, 34, 38, 8, 1, 3
2019/6/3, 66, 29, 36, 7, 1, 2
2019/6/4, 48, 61, 97, 8, 2, 7
2019/6/5, 140, 27, 63, 15, 1, 7
2019/6/6, 111, 29, 74, 7, 1, 4
2019/6/7, 79, 39, 103, 7, 1, 4
2019/6/8, 118, 21, 43, 9, 1, 3
2019/6/9, 77, 9, 42, 4, , 3
2019/6/10, 20, 29, 81, 14, 1, 2
2019/6/11, 41, 50, 140, 7, 2, 6
2019/6/12, 122, 36, 106, 6, 1, 4
2019/6/13, 81, 36, 94, 6, 1, 5
2019/6/14, 101, 33, 62, 16, 1, 2
2019/6/15, 66, 40, 112, 8, 1, 5
2019/6/16, 88, 31, 32, 8, 1, 4
2019/6/17, 74, , 51, 9, , 6
2019/6/18, 136, 41, 99, 9, 1, 5
2019/6/19, 115, 60, 134, 6, 2, 8
2019/6/20, 159, 50, 111, 8, 1, 5
2019/6/21, 131, 45, 97, 9, 2, 7
2019/6/22, 125, 31, 85, 8, , 3
2019/6/23, 85, 43, 146, 9, 2, 4
2019/6/24, 91, 50, 117, 11, 1, 3
2019/6/25, 97, 57, 142, 9, 2, 4
2019/6/26, 124, 52, 144, 8, 2, 4
2019/6/27, 135, 42, 100, 8, 3, 4
2019/6/28, 122, 26, 65, 5, 1, 2
2019/6/29, 63, 11, 45, 5, 1, 2
2019/6/30, 22, 13, 40, 5, 1, 1
2019/7/1, 17, 25, 64, 10, 1, 1
2019/1/2, 114, 61, 7, 20, 15, 14
2019/1/3, 143, 93, 5, 28, 16, 20
2019/1/4, 179, 70, 23, 16, 12, 14
2019/1/5, 106, 53, 14, 19, 6, 10
2019/1/6, 101, 80, 5, 25, 17, 20
2019/1/7, 163, 68, 21, 18, 20, 24
2019/1/8, 130, 45, 25, 17, 7, 9
2019/1/9, 82, 62, 8, 22, 14, 15
2019/1/10, 135, 84, 13, 23, 18, 21
2019/1/11, 172, 120, 8, 29, 17, 28
2019/1/12, 211, 112, 8, 31, 8, 27
2019/1/13, 211, 62, 24, 20, 3, 20
2019/1/14, 132, 65, 30, 16, 5, 13
2019/1/15, 111, 54, 29, 4, 8, 3
2019/1/16, 38, 52, 20, 14, 8, 7
2019/1/17, 84, 59, 17, 20, 8, 11
2019/1/18, 119, 74, 6, 23, 10, 20
2019/1/19, 158, 43, 33, 12, 4, 5
2019/1/20, 62, 51, 28, 5, 3, 2
2019/1/21, 46, 68, 26, 8, 5, 4
2019/1/22, 68, 64, 25, 12, 6, 7
2019/1/23, 87, 60, 11, 28, 10, 21
2019/1/24, 128, 61, 21, 29, 5, 14
2019/1/25, 132, 48, 24, 11, 2, 4
2019/1/26, 52, 49, 9, 21, 3, 11
2019/1/27, 103, 83, 31, 9, 3, 8
2019/1/28, 90, 33, 29, 10, 2, 5
2019/1/29, 55, 74, 10, 24, 8, 17
2019/1/30, 171, 60, 29, 7, 2, 6
2019/1/31, 9, 31, 27, 4, 2, 4
2019/2/1, 30, 87, 32, 7, 3, 4
2019/2/2, 62, 89, 15, 20, 10, 17
2019/2/3, 115, 116, 33, 4, 2, 4
2019/2/4, 91, 73, 25, 7, 3, 7
2019/2/5, 92, 238, 27, 11, 10, 13
2019/2/6, 249, 97, 30, 7, 3, 11
2019/2/7, 132, 26, 29, 2, 3, 3
2019/2/8, 37, 28, 31, 4, 1, 4
2019/2/9, 51, 30, 26, 4, 4, 4
2019/2/10, 53, 38, 20, 12, 4, 8
2019/2/11, 86, 49, 29, 10, 2, 8
2019/2/12, 94, 42, 27, 5, 1, 4
2019/2/13, 87, 26, 28, 5, 2, 4
2019/2/14, 57, 43, 20, 11, 1, 9
2019/2/15, 126, 18, 31, 3, 1, 2
2019/2/16, 41, 31, 31, 6, 3, 4
2019/2/17, 49, 39, 29, 12, 5, 6
2019/2/18, 75, 48, 17, 15, 3, 16
2019/2/19, 117, 56, 38, 12, 3, 10
2019/2/20, 133, 51, 30, 16, 5, 13
2019/2/21, 116, 54, 29, 21, 6, 18
2019/2/22, 145, 72, 20, 27, 7, 17
2019/2/23, 163, 69, 29, 24, 5, 15
2019/2/24, 165, 45, 33, 20, 4, 13
2019/2/25, 144, 35, 31, 18, 3, 13
2019/2/26, 97, 57, 31, 17, 4, 8
2019/2/27, 139, 74, 31, 22, 4, 10
2019/2/28, 156, 85, 28, 26, 5, 11
2019/3/1, 150, 94, 40, 28, 4, 12
2019/3/2, 171, 110, 51, 28, 6, 14
2019/3/3, 217, 116, 47, 31, 5, 16
2019/3/4, 229, 63, 37, 22, 2, 13
2019/3/5, 178, 45, 38, 13, 2, 6
2019/3/6, 75, 30, 37, 11, 1, 3
2019/3/7, 45, 55, 34, 19, 3, 5
2019/3/8, 85, 77, 31, 25, 4, 8
2019/3/9, 141, 78, 33, 23, 3, 11
2019/3/10, 173, 141, 20, 24, 1, 11
2019/3/11, 182, 31, 36, 10, 1, 5
2019/3/12, 81, 25, 34, 2, , 2
2019/3/13, 21, 34, 35, 9, 1, 3
2019/3/14, 43, 59, 36, 14, 1, 5
2019/3/15, 54, 39, 36, 5, , 1
2019/3/16, 35, 55, 36, 15, 1, 5
2019/3/17, 77, 65, 37, 21, 2, 6
2019/3/18, 103, 101, 42, 30, 4, 9
2019/3/19, 166, 113, 56, 31, 4, 8
2019/3/20, 189, 75, 38, 12, 2, 4
2019/3/21, 135, 15, 34, 1, 1, 1
2019/3/22, 17, 39, 37, 8, , 2
2019/3/23, 36, 43, 35, 5, , 1
2019/3/24, 47, 64, 40, 13, 2, 5
2019/3/25, 88, 53, 42, 14, 1, 4
2019/3/26, 54, 77, 34, 19, 3, 6
2019/3/27, 90, 93, 36, 16, 3, 7
2019/3/28, 112, 67, 28, 12, 2, 5
2019/3/29, 99, 86, 36, 7, , 3
2019/3/30, 73, 21, 35, 3, , 2
2019/3/31, 22, 36, 37, 10, , 3
2019/4/1, 38, 43, 40, 13, 1, 4
2018/10/2, 33, 56, 29, 17, 1, 5
2018/10/3, 58, 52, 25, 18, 1, 4
2018/10/4, 66, 61, 60, 20, 1, 8
2018/10/5, 96, 74, 65, 19, 2, 10
2018/10/6, 164, 28, 28, 7, 1, 3
2018/10/7, 39, 49, 26, 15, 1, 5
2018/10/8, 49, 42, 29, 11, 1, 4
2018/10/9, 38, 15, 20, 7, 1, 
2018/10/10, 21, 29, 24, 7, 1, 4
2018/10/11, 29, 49, 22, 15, 21, 5
2018/10/12, 57, 58, 20, 21, 21, 4
2018/10/13, 94, 78, 42, 35, 2, 4
2018/10/14, 165, 103, 40, 44, 1, 8
2018/10/15, 187, 112, 27, 32, 1, 8
2018/10/16, 183, 54, 25, 22, 1, 6
