date, pm25, pm10, o3, no2, so2, co
2018/10/15, 200, 117, 18, 34, 3, 15
2018/10/16, 204, 59, 29, 14, 2, 9
2018/10/17, 140, 38, 24, 20, 1, 6
2018/10/18, 96, 49, 25, 25, 1, 6
2018/10/19, 100, 51, 27, 28, 1, 6
2018/10/20, 116, 64, 30, 34, 3, 8
2018/10/21, 153, 88, 13, 43, 4, 14
2018/10/22, 186, 83, 27, 28, 3, 12
2018/10/23, 211, 35, 21, 14, 1, 3
2018/10/24, 45, 73, 13, 33, 2, 8
2018/10/25, 125, 91, 19, 39, 5, 14
2018/10/26, 163, 48, 20, 6, 2, 2
2018/10/27, 25, 35, 26, 14, 2, 2
2018/10/28, 42, 37, 27, 4, 1, 1
2018/10/29, 17, 18, 22, 9, 2, 2
2018/10/30, 21, 29, 24, 18, 2, 3
2018/10/31, 44, 50, 16, 24, 3, 7
2018/11/1, 83, 55, 22, 29, 3, 9
2018/11/2, 116, 92, 7, 51, 4, 14
2018/11/3, 188, 98, 34, 44, 4, 15
2018/11/4, 205, 58, 6, 26, 1, 8
2018/11/5, 130, 31, 10, 19, 1, 4
2018/11/6, 67, 30, 14, 18, , 3
2018/11/7, 52, 46, 4, 24, , 6
2018/11/8, 82, 80, 3, 36, 3, 11
2018/11/9, 156, 54, 19, 23, 1, 6
2018/11/10, 91, 35, 13, 18, 1, 4
2018/11/11, 48, 64, 21, 26, 2, 7
2018/11/12, 119, 84, 14, 34, 3, 10
2018/11/13, 176, 104, 12, 39, 2, 17
2018/11/14, 236, , 11, 37, 1, 20
2018/11/15, 272, 18, 23, 15, , 7
2018/11/16, 100, 24, 19, 10, 1, 3
2018/11/17, 35, 60, 8, 28, 3, 6
2018/11/18, 110, 62, 23, 20, 2, 6
2018/11/19, 94, 74, 3, 33, 6, 10
2018/11/20, 122, 66, 19, 25, 3, 7
2018/11/21, 111, 45, 20, 18, 2, 5
2018/11/22, 75, 56, 12, 27, 3, 7
2018/11/23, 90, 75, 2, 31, 8, 13
2018/11/24, 151, 76, 18, 28, 5, 10
2018/11/25, 157, 83, 8, 35, 3, 12
2018/11/26, 170, 134, 3, 56, 6, 23
2018/11/27, 295, 210, 23, 15, 1, 5
2018/11/28, 118, 122, 3, 32, 10, 13
2018/11/29, 146, 99, 6, 28, 8, 12
2018/11/30, 139, 122, 8, 39, 7, 16
2018/12/1, 201, 131, 15, 39, 6, 17
2018/12/2, 198, 140, 4, 41, 6, 25
2018/12/3, 233, 181, 20, 10, 1, 5
2018/12/4, 129, 56, 21, 10, 1, 3
2018/12/5, 53, 83, 2, 27, 7, 9
2018/12/6, 122, 32, 19, 6, 1, 3
2018/12/7, 35, 34, 22, 3, 1, 2
2018/12/8, 28, 35, 21, 8, 1, 2
2018/12/9, 33, 57, 8, 26, 5, 6
2018/12/10, 106, 70, 6, 30, 5, 10
2018/12/11, 144, 50, 19, 15, 4, 4
2018/12/12, 73, 44, 11, 25, 4, 6
2018/12/13, 86, 35, 21, 15, 2, 4
2018/12/14, 46, 57, 7, 30, 5, 8
2018/12/15, 113, 91, 2, 40, 8, 16
2018/12/16, 172, 85, 25, 31, 6, 13
2018/12/17, 122, 40, 20, 18, 3, 5
2018/12/18, 100, 53, 20, 26, 4, 8
2018/12/19, 91, 55, 10, 30, 3, 8
2018/12/20, 86, 73, 2, 37, 6, 11
2018/12/21, 126, 89, 17, 33, 6, 12
2018/12/22, 145, 68, 22, 23, 3, 7
2018/12/23, 100, 49, 21, 8, 1, 4
2018/12/24, 41, 77, 4, 30, 5, 9
2018/12/25, 124, 66, 20, 18, 4, 7
2018/12/26, 85, 25, 19, 12, 1, 5
2018/12/27, 33, 49, 21, 4, 1, 3
2018/12/28, 34, 41, 19, 7, 1, 4
2018/12/29, 35, 27, 19, 11, 2, 3
2018/12/30, 38, 27, 16, 17, 2, 4
2018/12/31, 48, , , , , 
2018/7/2, 115, 45, 87, 11, 1, 8
2018/7/3, 202, 49, 89, 16, 1, 9
2018/7/4, 205, 61, 121, 18, 1, 9
2018/7/5, 92, 82, 120, 18, 2, 11
2018/7/6, 97, 48, 118, 13, 1, 9
2018/7/7, 87, 49, 22, 11, 1, 8
2018/7/8, 90, 52, 86, 13, 1, 8
2018/7/9, 83, 62, 35, 14, 1, 9
2018/7/10, 103, 37, 42, 9, , 6
2018/7/11, 78, 37, 25, 17, 1, 5
2018/7/12, 65, 39, 32, 18, 1, 9
2018/7/13, 84, 41, 41, 24, 1, 9
2018/7/14, 94, 48, 85, 12, 1, 8
2018/7/15, 100, 51, 88, 15, 1, 9
2018/7/16, 119, 35, 28, 14, 1, 7
2018/7/17, 58, 14, 27, 15, 1, 6
2018/7/18, 46, 226, 54, 15, 1, 13
2018/7/19, 143, 52, 66, 19, 1, 9
2018/7/20, 116, 54, 90, 13, 1, 9
2018/7/21, 136, 61, 109, 12, 1, 8
2018/7/22, 124, 51, 56, 16, 1, 9
2018/7/23, 92, 54, 84, 14, 1, 9
2018/7/24, 109, 29, 36, 11, 1, 6
2018/7/25, 46, 16, 49, 9, 1, 4
2018/7/26, 28, 26, 79, 14, , 5
2018/7/27, 38, 50, 80, 12, 1, 11
2018/7/28, 97, 57, 98, 12, 1, 11
2018/7/29, 119, 72, 103, 14, 1, 14
2018/7/30, 154, 66, 109, 15, 1, 11
2018/7/31, 142, 71, 130, 18, 9, 13
2018/8/1, 135, 66, 128, 17, 1, 11
2018/8/2, 134, 78, 119, 8, 8, 16
2018/8/3, 160, 65, 103, 12, 1, 10
2018/8/4, 126, 77, 128, 13, 12, 12
2018/8/5, 144, 46, 64, 6, 1, 7
2018/8/6, 84, 46, 23, 11, 8, 14
2018/8/7, 91, 55, 78, 9, 2, 10
2018/8/8, 123, 18, 35, 10, 8, 10
2018/8/9, 61, 35, 88, 15, , 10
2018/8/10, 72, 49, 117, 15, 9, 10
2018/8/11, 88, 51, 78, 8, 1, 11
2018/8/12, 108, 49, 61, 8, 8, 12
2018/8/13, 132, 49, 71, 8, 1, 9
2018/8/14, 105, 22, 28, 9, 8, 9
2018/8/15, 81, 29, 43, 13, 1, 6
2018/8/16, 45, 29, 70, 11, 8, 5
2018/8/17, 43, 61, 124, 20, 1, 6
2018/8/18, 95, 30, 48, 11, 8, 7
2018/8/19, 47, 35, 29, 17, 1, 7
2018/8/20, 57, 39, 74, 11, 8, 9
2018/8/21, 72, 30, 49, 13, 1, 4
2018/8/22, 41, 53, 31, 25, 11, 8
2018/8/23, 62, 39, 60, 19, 1, 5
2018/8/24, 57, 31, 46, 15, 8, 6
2018/8/25, 39, 54, 96, 19, 2, 6
2018/8/26, 75, 69, 99, 13, 8, 10
2018/8/27, 130, 68, 105, 13, 4, 10
2018/8/28, 133, 60, 81, 17, 7, 11
2018/8/29, 126, 23, 47, 11, 1, 3
2018/8/30, 25, 44, 39, 14, 8, 8
2018/8/31, 55, 30, 78, 14, 1, 5
2018/9/1, 48, 46, 70, 13, 7, 11
2018/9/2, 113, 45, 63, 7, 1, 7
2018/9/3, 103, 19, 33, 9, 7, 7
2018/9/4, 82, 17, 38, 12, 1, 2
2018/9/5, 29, 31, 51, 14, 2, 3
2018/9/6, 44, 34, 28, 8, 1, 3
2018/9/7, 35, 15, 29, 7, 1, 1
2018/9/8, 21, 21, 37, 10, 1, 2
2018/9/9, 29, 53, 62, 18, 3, 5
2018/9/10, 72, 63, 69, 24, 4, 9
2018/9/11, 115, 61, 68, 16, 4, 7
2018/9/12, 105, 61, 87, 16, 3, 7
2018/9/13, 110, 74, 82, 27, 3, 9
2018/9/14, 157, 85, 79, 30, 3, 10
2018/9/15, 169, 22, 25, 8, 1, 3
2018/9/16, 42, 22, 36, 11, 1, 1
2018/9/17, 25, 37, 30, 18, 1, 2
2018/9/18, 46, 48, 26, 20, 1, 4
2018/9/19, 63, 55, 14, 27, 1, 7
2018/9/20, 81, 62, 53, 22, 2, 7
2018/9/21, 115, 43, 24, 12, 1, 3
2018/9/22, 48, 23, 26, 5, 1, 2
2018/9/23, 17, 24, 23, 10, 1, 2
2018/9/24, 25, 22, 29, 11, 1, 2
2018/9/25, 29, 46, 36, 14, 2, 5
2018/9/26, 68, 52, 36, 18, 2, 5
2018/9/27, 92, 71, 31, 29, 3, 9
2018/9/28, 144, 57, 34, 19, , 7
2018/9/29, 131, 15, 26, 13, 7, 5
2018/9/30, 27, 16, 27, 9, 1, 2
2018/10/1, 20, 17, 33, 6, 7, 4
2018/4/2, 223, 159, 65, 35, 5, 16
2018/4/3, 252, 92, 34, 8, 1, 2
2018/4/4, 54, 25, 25, 16, 1, 3
2018/4/5, 73, 153, 31, 12, 1, 4
2018/4/6, 127, 79, 35, 2, 2, 1
2018/4/7, 60, 40, 37, 10, 2, 2
2018/4/8, 54, 67, 34, 25, 3, 4
2018/4/9, 108, 85, 45, 29, 13, 13
2018/4/10, 158, 81, 34, 20, 7, 9
2018/4/11, 109, 43, 42, 16, 3, 2
2018/4/12, 119, 77, 40, 20, 4, 5
2018/4/13, 125, 63, 22, 28, 6, 12
2018/4/14, 124, 142, 38, 6, 2, 2
2018/4/15, 132, 66, 46, 13, 3, 2
2018/4/16, 108, 108, 62, 24, 6, 5
2018/4/17, 168, 137, 63, 19, 5, 6
2018/4/18, 171, 131, 74, 19, 4, 7
2018/4/19, 169, 123, 95, 32, 4, 9
2018/4/20, 177, 102, 110, 20, 7, 12
2018/4/21, 183, 58, 21, 17, 2, 8
2018/4/22, 123, 27, 27, 8, , 2
2018/4/23, 46, 26, 38, 13, , 3
2018/4/24, 59, 39, 42, 23, , 3
2018/4/25, 71, 59, 57, 24, 1, 3
2018/4/26, 97, 87, 67, 29, 4, 7
2018/4/27, 168, 117, 55, 23, 2, 6
2018/4/28, 127, 115, 103, 30, 3, 7
2018/4/29, 161, 115, 70, 35, 4, 9
2018/4/30, 202, 54, 42, 11, 2, 5
2018/5/1, 89, 145, 30, 16, 1, 4
2018/5/2, 122, 45, 37, 13, , 2
2018/5/3, 68, 43, 40, 13, 1, 1
2018/5/4, 72, 85, 79, 27, 4, 5
2018/5/5, 148, 182, 30, 26, 3, 4
2018/5/6, 166, 128, 59, 24, 1, 4
2018/5/7, 140, 98, 66, 21, 4, 6
2018/5/8, 161, 62, 60, 20, 2, 4
2018/5/9, 110, 67, 85, 24, 3, 5
2018/5/10, 140, 90, 95, 31, 6, 10
2018/5/11, 170, 74, 39, 23, 2, 7
2018/5/12, 156, 65, 68, 22, 1, 14
2018/5/13, 188, 66, 85, 22, 1, 5
2018/5/14, 124, 92, 116, 21, 4, 11
2018/5/15, 185, 78, 54, 20, 2, 10
2018/5/16, 155, 78, 77, 17, 2, 17
2018/5/17, 178, 47, 29, 16, 2, 9
2018/5/18, 111, 45, 64, 16, 2, 4
2018/5/19, 73, 59, 75, 21, 3, 6
2018/5/20, 106, 43, 43, 15, 3, 8
2018/5/21, 112, 49, 25, 21, 1, 9
2018/5/22, 146, 125, 37, 12, , 4
2018/5/23, 130, 159, 66, 22, 2, 3
2018/5/24, 163, 95, 105, 27, 4, 6
2018/5/25, 159, 78, 109, 17, 5, 6
2018/5/26, 156, 94, 65, 14, 2, 7
2018/5/27, 187, 76, 54, 16, 1, 2
2018/5/28, 158, 171, 34, 11, 1, 1
2018/5/29, 121, 39, 43, 19, 1, 2
2018/5/30, 68, 37, 70, 21, 1, 3
2018/5/31, 106, 50, 106, 22, 4, 7
2018/6/1, 115, 52, 83, 24, 1, 4
2018/6/2, 120, 71, 124, 26, 4, 7
2018/6/3, 149, 74, 56, 17, 3, 6
2018/6/4, 152, 65, 70, 25, 1, 5
2018/6/5, 114, 77, 105, 22, 4, 5
2018/6/6, 117, 87, 118, 18, 5, 7
2018/6/7, 149, 45, 66, 12, 2, 5
2018/6/8, 100, 30, 62, 18, 1, 4
2018/6/9, 66, 39, 42, 15, 1, 5
2018/6/10, 65, 40, 75, 11, 1, 7
2018/6/11, 113, 54, 77, 14, 1, 8
2018/6/12, 146, 73, 103, 26, 1, 10
2018/6/13, 161, 39, 41, 17, 2, 9
2018/6/14, 112, 35, 93, 22, 1, 7
2018/6/15, 92, 55, 103, 17, 2, 14
2018/6/16, 157, 70, 111, 15, 1, 9
2018/6/17, 153, 58, 81, 16, 1, 10
2018/6/18, 118, 62, 111, 20, 1, 10
2018/6/19, 150, 61, 92, 15, 2, 11
2018/6/20, 129, 43, 71, 20, 1, 7
2018/6/21, 108, 52, 119, 23, 5, 8
2018/6/22, 91, 67, 78, 33, 5, 12
2018/6/23, 131, 67, 150, 15, 3, 9
2018/6/24, 129, 70, 137, 10, 3, 8
2018/6/25, 116, 81, 95, 20, 4, 10
2018/6/26, 144, 68, 118, 16, 2, 17
2018/6/27, 171, 47, 43, 19, 1, 6
2018/6/28, 73, 23, 54, 10, 1, 2
2018/6/29, 23, 52, 81, 23, 1, 5
2018/6/30, 60, 60, 128, 17, 2, 9
2018/7/1, 91, 49, 83, 16, 1, 11
2018/1/2, 101, 43, 20, 18, 3, 7
2018/1/3, 86, 26, 20, 10, 2, 3
2018/1/4, 43, 23, 15, 17, 1, 4
2018/1/5, 48, 50, 16, 28, 3, 8
2018/1/6, 89, 23, 21, 19, 1, 3
2018/1/7, 42, 54, 21, 26, 6, 8
2018/1/8, 108, 50, 24, 6, 2, 2
2018/1/9, 51, 30, 25, 6, 1, 2
2018/1/10, 31, 25, 24, 5, 1, 2
2018/1/11, 27, 22, 22, 11, 2, 3
2018/1/12, 36, 57, 6, 40, 5, 11
2018/1/13, 116, 79, 5, 43, 7, 16
2018/1/14, 163, 88, 20, 36, 6, 15
2018/1/15, 183, 45, 17, 25, 4, 8
2018/1/16, 86, 111, 24, 21, 2, 5
2018/1/17, 114, 71, 24, 26, 6, 9
2018/1/18, 107, 70, 5, 42, 6, 10
2018/1/19, 113, 95, 11, 47, 11, 17
2018/1/20, 156, 59, 13, 30, 5, 8
2018/1/21, 97, 59, 12, 21, 12, 12
2018/1/22, 103, 44, 26, 13, 3, 5
2018/1/23, 66, 27, 24, 7, 1, 3
2018/1/24, 37, 27, 25, 15, 3, 3
2018/1/25, 48, 20, 29, 15, 3, 4
2018/1/26, 32, 35, 12, 25, 3, 2
2018/1/27, 78, 74, 2, 38, 6, 11
2018/1/28, 168, 50, 28, 7, 2, 1
2018/1/29, 38, 47, 26, 12, 2, 2
2018/1/30, 36, 31, 28, 14, 2, 2
2018/1/31, 41, 60, 26, 14, 4, 3
2018/2/1, 62, 67, 28, 21, 6, 6
2018/2/2, 90, 30, 27, 5, 2, 2
2018/2/3, 37, 20, 25, 8, 2, 2
2018/2/4, 33, 33, 24, 18, 3, 3
2018/2/5, 58, 23, 27, 6, 1, 1
2018/2/6, 29, 46, 16, 25, 6, 6
2018/2/7, 98, 44, 31, 15, 5, 6
2018/2/8, 81, 59, 19, 28, 6, 9
2018/2/9, 126, 86, 29, 19, 5, 6
2018/2/10, 107, 39, 30, 6, 1, 3
2018/2/11, 44, 72, 28, 3, 1, 2
2018/2/12, 46, 49, 29, 5, 1, 2
2018/2/13, 43, 72, 20, 37, 8, 12
2018/2/14, 130, 38, 31, 13, 4, 4
2018/2/15, 55, 48, 34, 11, 6, 4
2018/2/16, 95, 104, 35, 15, 12, 6
2018/2/17, 166, 70, 21, 17, 7, 12
2018/2/18, 160, 86, 33, 25, 8, 16
2018/2/19, 181, 105, 28, 21, 16, 20
2018/2/20, 196, 42, 36, 12, 4, 5
2018/2/21, 102, 49, 35, 16, 8, 6
2018/2/22, 115, 40, 34, 14, 5, 4
2018/2/23, 55, 50, 34, 20, 4, 6
2018/2/24, 76, 62, 27, 10, 6, 6
2018/2/25, 85, 59, 28, 21, 7, 7
2018/2/26, 125, 95, 33, 37, 12, 14
2018/2/27, 184, 127, 32, 28, 6, 18
2018/2/28, 227, 89, 32, 19, 5, 9
2018/3/1, 160, 42, 32, 7, 1, 2
2018/3/2, 52, 78, 26, 27, 9, 9
2018/3/3, 158, 138, 17, 46, 12, 19
2018/3/4, 223, 150, 18, 21, 4, 8
2018/3/5, 136, 93, 27, 20, 4, 7
2018/3/6, 130, 55, 28, 18, 4, 7
2018/3/7, 117, 56, 19, 24, 5, 6
2018/3/8, 119, 48, 29, 19, 5, 7
2018/3/9, 107, 81, 36, 31, 8, 10
2018/3/10, 171, 92, 42, 30, 8, 13
2018/3/11, 176, 70, 28, 19, 10, 12
2018/3/12, 146, 115, 39, 31, 5, 12
2018/3/13, 198, , 68, 53, 6, 14
2018/3/14, 274, 206, 29, 42, 9, 16
2018/3/15, 255, 32, 40, 7, 3, 3
2018/3/16, 63, 57, 42, 10, 2, 5
2018/3/17, 88, 55, 12, 30, 4, 7
2018/3/18, 139, 84, 35, 27, 1, 8
2018/3/19, 172, 42, 39, 23, 2, 6
2018/3/20, 137, 38, 34, 16, 2, 4
2018/3/21, 76, 61, 29, 25, 5, 6
2018/3/22, 140, 76, 37, 31, 3, 9
2018/3/23, 163, 87, 20, 44, 7, 14
2018/3/24, 180, 68, 46, 36, 6, 13
2018/3/25, 179, 67, 57, 28, 4, 5
2018/3/26, 132, 95, 62, 35, 7, 9
2018/3/27, 181, 132, 50, 54, 7, 13
2018/3/28, 229, 632, 28, 27, 2, 8
2018/3/29, 194, 111, 30, 21, 9, 8
2018/3/30, 107, 64, 47, 28, 3, 5
2018/3/31, 113, 98, 55, 42, 8, 9
2018/4/1, 176, 137, 101, 43, 9, 15
2017/10/2, 109, 38, 11, 18, 2, 4
2017/10/3, 49, 34, 22, 18, 1, 3
2017/10/4, 50, 50, 29, 20, 2, 4
2017/10/5, 76, 55, 36, 16, 3, 5
2017/10/6, 115, 60, 38, 22, 2, 6
2017/10/7, 135, 83, 2, 38, 2, 10
2017/10/8, 174, 102, , 36, 1, 12
2017/10/9, 183, 10, 13, 16, , 6
2017/10/10, 84, 9, 16, 8, , 2
2017/10/11, 18, 18, 17, 15, , 4
2017/10/12, 41, 32, 15, 22, 1, 4
2017/10/13, 72, 57, 18, 32, 2, 9
2017/10/14, 112, 33, 9, 25, 2, 5
2017/10/15, 46, 48, 16, 23, 2, 10
2017/10/16, 117, 50, 24, 22, 2, 8
2017/10/17, 102, 64, 18, 29, 2, 10
2017/10/18, 147, 16, 10, 26, 1, 10
2017/10/19, 151, 57, 25, 24, 2, 12
2017/10/20, 140, 85, 18, 28, 2, 14
2017/10/21, 170, 60, 28, 20, 3, 12
2017/10/22, 139, 50, 11, 24, 3, 9
2017/10/23, 98, 39, 20, 22, 1, 6
2017/10/24, 84, 61, 28, 25, 1, 9
2017/10/25, 140, 76, 11, 31, 1, 12
2017/10/26, 172, 111, 2, 41, 1, 15
2017/10/27, 196, , 20, 35, 1, 14
2017/10/28, 218, 27, 23, 14, 1, 5
2017/10/29, 79, 18, 23, 13, 1, 2
2017/10/30, 23, 32, 17, 22, 1, 3
2017/10/31, 49, 78, 2, 36, 2, 9
2017/11/1, 135, 73, 9, 40, 2, 9
2017/11/2, 142, 64, 19, 31, 4, 9
2017/11/3, 121, 25, 22, 15, 1, 1
2017/11/4, 31, 49, 19, 30, 2, 7
2017/11/5, 98, 82, 13, 37, 3, 11
2017/11/6, 169, 100, 18, 38, 2, 14
2017/11/7, 196, 68, 26, 26, 1, 9
2017/11/8, 132, 34, 10, 25, 5, 7
2017/11/9, 64, 70, 4, 34, 3, 12
2017/11/10, 134, 37, 23, 8, 1, 3
2017/11/11, 33, 27, 14, 18, 2, 2
2017/11/12, 51, 68, 4, 32, 2, 9
2017/11/13, 143, 58, 24, 16, 1, 5
2017/11/14, 75, 22, 25, 13, 1, 3
2017/11/15, 41, 37, 21, 23, 1, 4
2017/11/16, 62, 69, 6, 38, 6, 11
2017/11/17, 148, 50, 25, 17, 3, 6
2017/11/18, 73, 41, 24, 15, 3, 5
2017/11/19, 84, 85, 5, 37, 5, 11
2017/11/20, 172, 92, 10, 43, 6, 16
2017/11/21, 179, 113, 25, 51, 7, 18
2017/11/22, 188, 35, 25, 10, 1, 2
2017/11/23, 35, 27, 16, 9, 1, 2
2017/11/24, 31, 34, 18, 15, 3, 5
2017/11/25, 61, 66, 3, 36, 4, 9
2017/11/26, 129, 26, 24, 11, 1, 2
2017/11/27, 40, 68, 4, 33, 5, 11
2017/11/28, 152, 66, 22, 20, 3, 9
2017/11/29, 96, 32, 13, 18, 1, 3
2017/11/30, 46, 40, 21, 21, 3, 5
2017/12/1, 77, 81, 8, 37, 7, 11
2017/12/2, 158, 130, 2, 59, 10, 22
2017/12/3, 219, 56, 24, 22, 2, 9
2017/12/4, 93, 23, 22, 8, 1, 2
2017/12/5, 26, 38, 15, 21, 2, 4
2017/12/6, 62, 49, 22, 23, 4, 6
2017/12/7, 83, 26, 20, 10, 1, 2
2017/12/8, 35, 43, 9, 23, 2, 6
2017/12/9, 74, 50, 16, 31, 3, 8
2017/12/10, 93, 41, 26, 8, 1, 1
2017/12/11, 35, 20, 24, 9, 1, 2
2017/12/12, 31, 26, 13, 15, 2, 4
2017/12/13, 48, 47, 6, 26, 3, 7
2017/12/14, 95, 67, 4, 34, 11, 18
2017/12/15, 157, 45, 23, 19, 3, 8
2017/12/16, 84, 46, 22, 5, 1, 1
2017/12/17, 38, 50, 18, 24, 2, 6
2017/12/18, 84, 45, 25, 9, 2, 1
2017/12/19, 46, 54, 13, 24, 4, 5
2017/12/20, 90, 38, 24, 21, 2, 5
2017/12/21, 60, 63, 7, 39, 6, 11
2017/12/22, 116, 60, 21, 33, 5, 12
2017/12/23, 104, 51, 4, 34, 7, 10
2017/12/24, 103, 47, 27, 9, 2, 3
2017/12/25, 54, 42, 15, 21, 4, 5
2017/12/26, 90, 38, 16, 22, 3, 4
2017/12/27, 68, 67, 5, 32, 6, 11
2017/12/28, 156, 86, 23, 34, 6, 16
2017/12/29, 180, 119, 19, 45, 3, 28
2017/12/30, 232, 84, 17, 31, 2, 18
2017/12/31, 169, 52, 12, 23, 2, 6
2018/1/1, 89, 50, 13, 21, 6, 10
2017/7/2, 160, 78, 125, 15, 5, 8
2017/7/3, 139, 54, 100, 13, 2, 6
2017/7/4, 125, 54, 71, 21, 2, 6
2017/7/5, 119, 69, 100, 20, 1, 9
2017/7/6, 151, 74, 38, 17, 2, 13
2017/7/7, 135, 41, 86, 10, 1, 6
2017/7/8, 98, 46, 118, 16, 1, 5
2017/7/9, 91, 71, 132, 14, 1, 9
2017/7/10, 156, 43, 101, 17, 1, 3
2017/7/11, 81, 69, 175, 27, 2, 7
2017/7/12, 121, 83, 121, 19, 2, 7
2017/7/13, 153, 60, 100, 11, 2, 6
2017/7/14, 124, 52, 92, 19, 2, 5
2017/7/15, 101, 45, 73, 13, 1, 7
2017/7/16, 104, 66, 109, 22, 1, 11
2017/7/17, 160, 53, 80, 14, 2, 9
2017/7/18, 136, 55, 57, 14, 1, 7
2017/7/19, 149, 56, 74, 12, 1, 6
2017/7/20, 187, 80, 84, 20, 3, 6
2017/7/21, 214, 21, 40, 12, 1, 6
2017/7/22, 72, 32, 32, 16, 1, 6
2017/7/23, 62, 53, 44, 24, , 7
2017/7/24, 98, 46, 18, 22, 1, 6
2017/7/25, 88, 43, 61, 17, 1, 7
2017/7/26, 80, 34, 31, 16, 1, 6
2017/7/27, 54, 54, 51, 25, 1, 9
2017/7/28, 95, 52, 48, 25, 1, 7
2017/7/29, 83, 52, 57, 22, 1, 7
2017/7/30, 81, 54, 87, 17, 2, 6
2017/7/31, 85, 76, 123, 19, 1, 9
2017/8/1, 151, 57, 52, 14, 1, 9
2017/8/2, 115, 46, 26, 12, 2, 10
2017/8/3, 79, 53, 65, 9, 1, 6
2017/8/4, 55, 40, 79, 17, 1, 6
2017/8/5, 73, 54, 88, 19, 1, 6
2017/8/6, 75, 34, 53, 18, 1, 5
2017/8/7, 51, 36, 61, 15, 1, 3
2017/8/8, 32, 64, 113, 22, 1, 6
2017/8/9, 84, 37, 62, 13, 1, 5
2017/8/10, 70, 64, 87, 17, 1, 7
2017/8/11, 143, 71, 58, 19, 1, 10
2017/8/12, 149, 36, 30, 18, 1, 7
2017/8/13, 92, 40, 36, 19, , 8
2017/8/14, 104, 34, 63, 14, 1, 7
2017/8/15, 77, 53, 69, 14, 1, 8
2017/8/16, 118, 49, 61, 18, 1, 7
2017/8/17, 119, 35, 64, 14, 1, 6
2017/8/18, 68, 66, 46, 31, 1, 12
2017/8/19, 137, 46, 49, 16, 1, 10
2017/8/20, 118, 56, 63, 20, 1, 12
2017/8/21, 149, 70, 93, 21, 1, 10
2017/8/22, 151, 70, 45, 17, 1, 9
2017/8/23, 143, 24, 47, 14, 1, 7
2017/8/24, 62, 32, 34, 22, 1, 5
2017/8/25, 47, 31, 32, 22, 1, 3
2017/8/26, 30, 42, 32, 23, 1, 4
2017/8/27, 47, 22, 30, 13, 1, 4
2017/8/28, 50, 27, 26, 13, 1, 4
2017/8/29, 51, 41, 33, 20, 1, 4
2017/8/30, 53, 64, 59, 22, 1, 7
2017/8/31, 121, 64, 48, 15, 1, 8
2017/9/1, 144, 104, 54, 18, 2, 14
2017/9/2, 192, 67, 56, 17, 1, 9
2017/9/3, 158, 57, 70, 15, 2, 7
2017/9/4, 121, 75, 71, 17, 2, 8
2017/9/5, 153, 47, 34, 17, 1, 6
2017/9/6, 90, 56, , 36, 1, 5
2017/9/7, 57, , , , , 
2017/9/12, 31, 59, 49, 25, , 5
2017/9/13, 66, 93, 85, 35, 3, 10
2017/9/14, 141, 86, 76, 22, 2, 9
2017/9/15, 144, 76, 47, 32, 2, 8
2017/9/16, 129, 102, 70, 39, 2, 11
2017/9/17, 168, 32, 38, 18, 1, 3
2017/9/18, 42, 61, 67, 30, 1, 5
2017/9/19, 67, 42, 35, 24, 1, 3
2017/9/20, 44, 47, 35, 26, 1, 3
2017/9/21, 44, 99, 64, 45, 5, 11
2017/9/22, 136, 64, 34, 21, 1, 5
2017/9/23, 65, 133, 60, 39, 4, 9
2017/9/24, 130, 108, 74, 35, 2, 11
2017/9/25, 145, 90, 67, 25, 5, 14
2017/9/26, 137, 50, 22, 24, 1, 8
2017/9/27, 94, 52, 12, 27, 3, 10
2017/9/28, 76, 27, 28, 14, 1, 2
2017/9/29, 32, 76, 24, 40, 4, 7
2017/9/30, 114, 95, 53, 38, 2, 10
2017/10/1, 167, 59, 34, 28, 1, 7
2017/4/2, 80, 82, 43, 32, 7, 9
2017/4/3, 151, 121, 85, 36, 12, 12
2017/4/4, 198, 100, 48, 22, 11, 9
2017/4/5, 187, 60, 67, 9, 2, 4
2017/4/6, 138, 87, 71, 19, 3, 8
2017/4/7, 172, 85, 38, 16, 3, 7
2017/4/8, 161, 100, 26, 25, 3, 8
2017/4/9, 150, 72, 43, 19, 3, 8
2017/4/10, 154, 83, 41, 23, 5, 6
2017/4/11, 148, 54, 44, 15, 3, 4
2017/4/12, 95, 73, 39, 30, 3, 6
2017/4/13, 106, 89, 33, 28, 8, 9
2017/4/14, 131, 106, 44, 29, 3, 9
2017/4/15, 154, 73, 57, 23, 2, 5
2017/4/16, 112, 111, 53, 28, 9, 8
2017/4/17, 145, 150, 41, 27, 5, 9
2017/4/18, 180, 66, 44, 8, 1, 1
2017/4/19, 75, 87, 17, 31, 5, 6
2017/4/20, 116, 75, 38, 23, 1, 7
2017/4/21, 122, 54, 47, 9, 1, 1
2017/4/22, 61, 90, 59, 19, 4, 4
2017/4/23, 116, 60, 48, 8, 3, 3
2017/4/24, 76, 81, 50, 16, 5, 6
2017/4/25, 118, 33, 33, 8, 1, 1
2017/4/26, 49, 36, 45, 14, 1, 2
2017/4/27, 50, 43, 47, 20, 1, 2
2017/4/28, 55, 52, 54, 20, 1, 3
2017/4/29, 70, 78, 64, 19, 2, 3
2017/4/30, 105, 117, 68, 20, 3, 4
2017/5/1, 152, 86, 60, 19, 4, 5
