video_id,title,published_at,duration,views,likes,comments,url,incident_date,case_number,year,has_transcript,mentions_ghost_gun,ghost_gun_mentions
4l56UVp9CNM,Newton Area OIS 1/3/23 (NRF003-23),2023-01-11 23:00:04+00:00,PT28M43S,79655,1108,0,https://youtu.be/4l56UVp9CNM,2023-01-03,NRF003-23,2023,False,False,0
rtb37VcR9I0,Newton Area OIS 11/14/22 (NRF055-22),2022-12-14 16:00:33+00:00,PT24M20S,41815,826,0,https://youtu.be/rtb37VcR9I0,2022-11-14,NRF055-22,2022,False,False,0
W12Cm6eUxCs,Harbor Area OIS 10/11/22 (NRF053-22),2022-11-10 16:00:28+00:00,PT14M41S,37559,815,0,https://youtu.be/W12Cm6eUxCs,2022-10-11,NRF053-22,2022,False,False,0
Is1mYScNIwU,Southeast Area OIS 09/29/2022 (NRF052-22),2022-10-29 15:00:14+00:00,PT12M16S,56702,1038,0,https://youtu.be/Is1mYScNIwU,2022-09-29,NRF052-22,2022,False,False,0
RL_30kV6VWM,Southeast Area OIS 09/22/2022 (NRF049-22),2022-10-22 15:00:30+00:00,PT13M52S,30763,712,0,https://youtu.be/RL_30kV6VWM,2022-09-22,NRF049-22,2022,False,False,0
G8pmJDBasv4,Above & Beyond - Purple Heart / Medal of Valor (Mission OIS),2022-10-21 20:24:02+00:00,PT4M53S,9963,301,0,https://youtu.be/G8pmJDBasv4,,,2022,False,False,0
xT9RCElOMN8,Rampart Area OIS 09/11/2022 (NRF046-22),2022-10-11 15:00:46+00:00,PT11M59S,33163,798,0,https://youtu.be/xT9RCElOMN8,2022-09-11,NRF046-22,2022,False,False,0
-vBnn3T3ipU,Southeast Area OIS 9/17/22 (NRF048-22),2022-09-24 21:00:00+00:00,PT17M7S,93106,1294,0,https://youtu.be/-vBnn3T3ipU,2022-09-17,NRF048-22,2022,False,False,0
wvDVvPXvHWg,Harbor Area OIS 08/20/22 (NRF045-22),2022-09-19 15:00:39+00:00,PT18M53S,30577,801,0,https://youtu.be/wvDVvPXvHWg,2022-08-20,NRF045-22,2022,False,False,0
rloE95gOdzU,West Valley Area OIS 08/17/22 (NRF044-22),2022-09-16 15:00:37+00:00,PT15M6S,37314,848,0,https://youtu.be/rloE95gOdzU,2022-08-17,NRF044-22,2022,False,False,0
xsM_gB0w5tY,Hollenbeck Area OIS 7/22/2022 (NRF041-22),2022-09-10 15:00:41+00:00,PT13M11S,27427,688,0,https://youtu.be/xsM_gB0w5tY,2022-07-22,NRF041-22,2022,False,False,0
NALJapb--XU,Hollenbeck Area OIS 07/22/22 (NRF040-22),2022-09-05 15:00:12+00:00,PT10M51S,28636,748,0,https://youtu.be/NALJapb--XU,2022-07-22,NRF040-22,2022,False,False,0
gUccfZfgAiY,Foothill Area OIS 07/21/2022 (NRF039-22),2022-09-02 15:00:20+00:00,PT8M40S,33778,703,0,https://youtu.be/gUccfZfgAiY,2022-07-21,NRF039-22,2022,False,False,0
MA9pXOZ0suY,Southwest Area OIS 07/21/2022 (NRF037-22),2022-09-01 15:00:18+00:00,PT12M18S,71827,654,0,https://youtu.be/MA9pXOZ0suY,2022-07-21,NRF037-22,2022,False,False,0
ewi2M1tNcLg,Wilshire Area OIS 7/14/22 (NRF036-22),2022-08-25 15:00:20+00:00,PT8M27S,39927,744,0,https://youtu.be/ewi2M1tNcLg,2022-07-14,NRF036-22,2022,False,False,0
_RKoBMTnBas,West Los Angeles Area OIS 7/7/22 (NRF034-22),2022-08-20 15:00:32+00:00,PT12M38S,42544,1061,0,https://youtu.be/_RKoBMTnBas,2022-07-07,NRF034-22,2022,False,False,0
zqYypze-kQY,Harbor Area OIS 7/5/22 (NRF031-22),2022-08-18 15:00:44+00:00,PT23M12S,35160,992,0,https://youtu.be/zqYypze-kQY,2022-07-05,NRF031-22,2022,False,False,0
-MRAIeicWMg,Newton Area OIS 7/2/22 (NRF030-22),2022-08-15 18:57:52+00:00,PT16M23S,28017,724,0,https://youtu.be/-MRAIeicWMg,2022-07-02,NRF030-22,2022,False,False,0
lWfyS5YgRw4,Southwest Area OIS 6/23/22 (NRF028-22),2022-07-28 19:00:29+00:00,PT11M49S,56025,967,0,https://youtu.be/lWfyS5YgRw4,2022-06-23,NRF028-22,2022,False,False,0
_Tdo48GMe2k,Foothill Area OIS 6/19/22 (NRF027-22),2022-07-21 15:32:34+00:00,PT19M22S,52047,1417,0,https://youtu.be/_Tdo48GMe2k,2022-06-19,NRF027-22,2022,False,False,0
oW4o3fbO_TI,Wilshire Area OIS 06/17/2022 (NRF026-22),2022-07-20 15:00:24+00:00,PT15M19S,76086,1525,0,https://youtu.be/oW4o3fbO_TI,2022-06-17,NRF026-22,2022,False,False,0
0saMWFtA7fk,Newton Area OIS 6/12/2022 (NRF023-22),2022-07-16 00:00:00+00:00,PT21M50S,31333,920,0,https://youtu.be/0saMWFtA7fk,2022-06-12,NRF023-22,2022,False,False,0
JDkAf5uGFp8,Hollywood Area OIS 6/8/2022 (NRF022-22),2022-07-14 15:00:13+00:00,PT14M56S,30490,945,0,https://youtu.be/JDkAf5uGFp8,2022-06-08,NRF022-22,2022,False,False,0
_r8tUXGWD20,Olympic Area OIS 06/02/22 (NRF020-22),2022-07-06 19:00:11+00:00,PT11M53S,32903,907,0,https://youtu.be/_r8tUXGWD20,2022-06-02,NRF020-22,2022,False,False,0
PBmfgHazzbg,Newton Area OIS 05/31/2022 (NRF019-22),2022-06-30 15:00:12+00:00,PT13M41S,49055,971,0,https://youtu.be/PBmfgHazzbg,2022-05-31,NRF019-22,2022,False,False,0
VzyvsHuKYYA,Rampart Area OIS 05/19/2022 (NRF017-22),2022-06-23 15:00:46+00:00,PT16M19S,39517,1089,0,https://youtu.be/VzyvsHuKYYA,2022-05-19,NRF017-22,2022,False,False,0
fU8JfGuvnUY,Central Area OIS 05/03/2022 (NRF014-22),2022-06-15 15:00:20+00:00,PT14M46S,52487,1074,0,https://youtu.be/fU8JfGuvnUY,2022-05-03,NRF014-22,2022,False,False,0
xfkWc2SnJnk,Mission Area OIS 04/06/2022 (NRF008-22),2022-05-06 15:00:38+00:00,PT11M56S,31959,931,0,https://youtu.be/xfkWc2SnJnk,2022-04-06,NRF008-22,2022,False,False,0
9n0vagkjfGs,Newton Area OIS 03/29/2022 (NRF007-22),2022-04-28 23:12:30+00:00,PT11M26S,38441,882,0,https://youtu.be/9n0vagkjfGs,2022-03-29,NRF007-22,2022,False,False,0
TrUdNPOEqj8,Foothill Area OIS 02/01/2022 (NRF004-22),2022-03-18 15:00:13+00:00,PT15M48S,27127,558,0,https://youtu.be/TrUdNPOEqj8,2022-02-01,NRF004-22,2022,False,False,0
VwUQgdbQxeM,Hollenbeck Area OIS 01/28/2022 (NRF003-22),2022-03-14 15:00:15+00:00,PT10M6S,48854,951,0,https://youtu.be/VwUQgdbQxeM,2022-01-28,NRF003-22,2022,False,False,0
jCTPtbF2bSw,Hollenbeck Area OIS 01/11/2022 (NRF002-22),2022-02-25 16:00:17+00:00,PT13M3S,60829,1174,0,https://youtu.be/jCTPtbF2bSw,2022-01-11,NRF002-22,2022,False,False,0
L19ITDp9Sfw,LASD OIS 01/10/2022 (NRF001-22),2022-02-24 16:00:10+00:00,PT4M27S,25703,479,0,https://youtu.be/L19ITDp9Sfw,2022-01-10,NRF001-22,2022,False,False,0
jPMFkbFyCYw,Northeast Area OIS (NRF067-21),2022-01-16 16:00:23+00:00,PT10M56S,30489,609,0,https://youtu.be/jPMFkbFyCYw,,NRF067-21,2022,False,False,0
BErJwZVT3uQ,West Valley Area OIS (NRF066-21),2022-01-15 16:00:04+00:00,PT15M35S,30445,814,0,https://youtu.be/BErJwZVT3uQ,,NRF066-21,2022,False,False,0
IsQBobo-n9o,Newton Area OIS 12/18/2021 (NRF063-21),2022-01-14 22:00:05+00:00,PT18M53S,41729,896,0,https://youtu.be/IsQBobo-n9o,2021-12-18,NRF063-21,2021,False,False,0
bjcdanUhmSY,North Hollywood Area OIS 12/23/21 (NRF065-21),2021-12-28 00:00:17+00:00,PT35M27S,883989,4548,0,https://youtu.be/bjcdanUhmSY,2021-12-23,NRF065-21,2021,False,False,0
xy_2C1L9be8,Van Nuys Area OIS 10/31/21 (NRF060-21),2021-12-15 16:00:28+00:00,PT20M32S,27792,469,0,https://youtu.be/xy_2C1L9be8,2021-10-31,NRF060-21,2021,False,False,0
36nMXqwG4-E,Mission Area OIS 10/24/21 (NRF059-21),2021-12-08 16:00:04+00:00,PT8M31S,26234,708,0,https://youtu.be/36nMXqwG4-E,2021-10-24,NRF059-21,2021,False,False,0
vPaUSXajooE,Pacific Area OIS 10/13/21 (NRF058-21),2021-11-24 16:00:22+00:00,PT12M16S,47644,1165,0,https://youtu.be/vPaUSXajooE,2021-10-13,NRF058-21,2021,False,False,0
UjMcn8vHixU,Central Area OIS 10/08/21 (NRF056-21),2021-11-18 22:00:21+00:00,PT10M34S,51822,1808,0,https://youtu.be/UjMcn8vHixU,2021-10-08,NRF056-21,2021,False,False,0
CSmzsLZfA-U,Central Area OIS 10/06/21 (NRF055-21),2021-11-17 22:00:07+00:00,PT15M,35059,928,0,https://youtu.be/CSmzsLZfA-U,2021-10-06,NRF055-21,2021,False,False,0
2RfaafDHAms,Newton Area OIS 10/01/2021 (NRF051-21),2021-11-09 16:00:03+00:00,PT15M59S,30866,695,0,https://youtu.be/2RfaafDHAms,2021-10-01,NRF051-21,2021,False,False,0
jMG9uyr0_y8,Hollywood Area OIS 10/02/2021 (NRF053-21),2021-11-04 15:00:18+00:00,PT12M49S,34373,929,0,https://youtu.be/jMG9uyr0_y8,2021-10-02,NRF053-21,2021,False,False,0
CggeLiC34-w,Harbor Area OIS 8/13/2021 (NRF046-21),2021-09-27 15:00:15+00:00,PT11M35S,26277,689,0,https://youtu.be/CggeLiC34-w,2021-08-13,NRF046-21,2021,False,False,0
LGZ3o1ThXws,North Hollywood Area OIS 8/6/2021 (NRF044-21),2021-09-20 15:00:10+00:00,PT7M16S,19550,431,0,https://youtu.be/LGZ3o1ThXws,2021-08-06,NRF044-21,2021,False,False,0
ggWD7ldnkXM,Hollywood Area OIS 7/15/2021 (NRF037-21),2021-08-29 15:00:30+00:00,PT7M26S,40459,946,0,https://youtu.be/ggWD7ldnkXM,2021-07-15,NRF037-21,2021,False,False,0
REAhdKSVyCw,Pacific Area OIS 7/26/21 (NRF041-21),2021-08-25 15:00:10+00:00,PT7M17S,37913,926,0,https://youtu.be/REAhdKSVyCw,2021-07-26,NRF041-21,2021,False,False,0
DYYhjHxJapw,Rampart Area OIS 7/26/21 (NRF042-21),2021-08-25 15:00:05+00:00,PT8M39S,20525,472,0,https://youtu.be/DYYhjHxJapw,2021-07-26,NRF042-21,2021,False,False,0
2PJeuP4MdNA,Hollenbeck Area OIS 7/20/21 (NRF038-21),2021-08-19 15:00:01+00:00,PT11M50S,46438,1050,0,https://youtu.be/2PJeuP4MdNA,2021-07-20,NRF038-21,2021,False,False,0
eNEeH2pZ1K0,Foothill Area OIS 6/28/21 (NRF034-21),2021-08-12 15:00:17+00:00,PT13M46S,41988,1113,0,https://youtu.be/eNEeH2pZ1K0,2021-06-28,NRF034-21,2021,False,False,0
-O4z0ZEARxg,77th Area OIS 6/24/21 (NRF032-21),2021-08-08 15:00:01+00:00,PT10M29S,38611,871,0,https://youtu.be/-O4z0ZEARxg,2021-06-24,NRF032-21,2021,False,False,0
1cdVqS1WqB0,Topanga Area OIS 5/29/21 (NRF029-21),2021-07-13 15:00:01+00:00,PT7M29S,33917,842,0,https://youtu.be/1cdVqS1WqB0,2021-05-29,NRF029-21,2021,False,False,0
QgESIr-MIUg,Van Nuys Area OIS 4/28/21 (NRF026-21),2021-06-12 15:00:10+00:00,PT8M4S,27867,725,0,https://youtu.be/QgESIr-MIUg,2021-04-28,NRF026-21,2021,False,False,0
w8TfSkePlyg,Metropolitan Division OIS 4/27/21 (NRF025-21),2021-06-11 15:00:24+00:00,PT13M53S,128053,2112,0,https://youtu.be/w8TfSkePlyg,2021-04-27,NRF025-21,2021,False,False,0
5iG47dVgsXI,Hollywood Area OIS 4/24/21 (NRF024-21),2021-06-08 15:00:02+00:00,PT10M48S,36249,865,0,https://youtu.be/5iG47dVgsXI,2021-04-24,NRF024-21,2021,False,False,0
toVARITKNE8,North Hollywood Area OIS 4/23/2021 (NRF023-21),2021-06-07 15:00:18+00:00,PT15M1S,38500,822,0,https://youtu.be/toVARITKNE8,2021-04-23,NRF023-21,2021,False,False,0
dQ1_5EPgt3c,Rampart Area OIS 4/02/21 (NRF020-21),2021-05-04 15:00:30+00:00,PT18M42S,49178,912,0,https://youtu.be/dQ1_5EPgt3c,2021-04-02,NRF020-21,2021,False,False,0
sQRu1qE7ofE,Rampart Area OIS 3/29/2021 (NRF019-21),2021-04-16 22:00:13+00:00,PT10M38S,35069,878,0,https://youtu.be/sQRu1qE7ofE,2021-03-29,NRF019-21,2021,False,False,0
cu1rLt3SmAE,Olympic Area OIS 3/23/2021 (NRF018-21),2021-04-12 01:40:36+00:00,PT13M19S,27722,721,0,https://youtu.be/cu1rLt3SmAE,2021-03-23,NRF018-21,2021,False,False,0
obBx5s6qz28,Hollenbeck Area OIS 3/19/2021 (NRF017-21),2021-04-11 21:37:57+00:00,PT13M17S,26398,633,0,https://youtu.be/obBx5s6qz28,2021-03-19,NRF017-21,2021,False,False,0
8-XAupNyswE,Rampart Area OIS 3/19/2021 (NRF016-21),2021-04-05 19:31:53+00:00,PT14M48S,51041,752,0,https://youtu.be/8-XAupNyswE,2021-03-19,NRF016-21,2021,False,False,0
UXWJIX2rL4Y,Hollenbeck Area Off-Duty OIS 3/17/2021 (NRF015-21),2021-04-02 19:00:18+00:00,PT4M28S,22633,382,0,https://youtu.be/UXWJIX2rL4Y,2021-03-17,NRF015-21,2021,False,False,0
2r2UQu6EIt4,Southwest Area OIS 3/16/21 (NRF013-21),2021-03-30 01:27:54+00:00,PT23M1S,141218,2139,0,https://youtu.be/2r2UQu6EIt4,2021-03-16,NRF013-21,2021,False,False,0
7IZJUsoCy9s,Southeast Area OIS 3/16/21 (NRF014-21),2021-03-30 01:09:14+00:00,PT23M54S,36467,896,0,https://youtu.be/7IZJUsoCy9s,2021-03-16,NRF014-21,2021,False,False,0
RQiVUi3d9Y8,West Valley Area OIS 1/29/21 (NRF004-21),2021-03-15 15:00:09+00:00,PT11M28S,26091,598,0,https://youtu.be/RQiVUi3d9Y8,2021-01-29,NRF004-21,2021,False,False,0
lXDvMurPNsQ,Southwest Area OIS 1/27/21 (NRF003-21),2021-03-13 16:00:23+00:00,PT13M4S,31103,882,0,https://youtu.be/lXDvMurPNsQ,2021-01-27,NRF003-21,2021,False,False,0
utrrDxRCvM4,Southeast Area OIS 2/9/21 (NRF007-21),2021-03-12 16:00:18+00:00,PT7M11S,47284,793,0,https://youtu.be/utrrDxRCvM4,2021-02-09,NRF007-21,2021,False,False,0
v5RedvV_gH4,Central Area OIS 1/21/21 (NRF002-21),2021-03-07 16:00:31+00:00,PT14M11S,53462,1008,0,https://youtu.be/v5RedvV_gH4,2021-01-21,NRF002-21,2021,False,False,0
-9ItnUhSiF0,Southeast Area OIS 11/20/20 (NRF054-20),2021-01-04 16:00:01+00:00,PT17M24S,41990,692,0,https://youtu.be/-9ItnUhSiF0,2020-11-20,NRF054-20,2020,False,False,0
BYk1JkUnl-k,Devonshire Area OIS 11/01/2020 (NRF052-20),2020-12-16 16:00:04+00:00,PT18M48S,56920,1116,0,https://youtu.be/BYk1JkUnl-k,2020-11-01,NRF052-20,2020,False,False,0
UDThHbrtQE4,Central Area OIS 10/23/2020 (NRF050-20),2020-12-07 16:00:07+00:00,PT17M12S,48141,977,0,https://youtu.be/UDThHbrtQE4,2020-10-23,NRF050-20,2020,False,False,0
BXBrkeyYDFo,Hollywood Area OIS 10/18/2020 (NRF049-20),2020-12-02 16:00:04+00:00,PT16M24S,32463,742,0,https://youtu.be/BXBrkeyYDFo,2020-10-18,NRF049-20,2020,False,False,0
WT4Ss6ASOrE,Southwest Area OIS 10/17/2020 (NRF048-20),2020-12-01 16:00:09+00:00,PT20M11S,55102,1075,0,https://youtu.be/WT4Ss6ASOrE,2020-10-17,NRF048-20,2020,False,False,0
dDORLOsm2ss,Topanga Area OIS 10/15/2020 (NRF047-20),2020-11-29 16:00:11+00:00,PT18M29S,38204,922,0,https://youtu.be/dDORLOsm2ss,2020-10-15,NRF047-20,2020,False,False,0
J-PvN4V9NIQ,Southeast Area OIS 10/14/2020 (NRF046-20),2020-11-28 16:00:04+00:00,PT19M8S,81260,1761,0,https://youtu.be/J-PvN4V9NIQ,2020-10-14,NRF046-20,2020,False,False,0
fUq0FHN_hng,Southeast Area OIS 8/24/2020 (NRF039-20),2020-10-08 15:00:19+00:00,PT12M33S,28228,567,0,https://youtu.be/fUq0FHN_hng,2020-08-24,NRF039-20,2020,False,False,0
Qq0d9InBYWU,Harbor Area OIS 9/26/2020 (NRF042-20) **Corrected Date**,2020-10-08 13:12:16+00:00,PT21M7S,27689,572,0,https://youtu.be/Qq0d9InBYWU,2020-09-26,NRF042-20,2020,False,False,0
1hcH7tqKrjY,Harbor Area OIS 9/26/2020 (NRF042-20),2020-10-07 15:00:01+00:00,PT21M7S,146843,1387,0,https://youtu.be/1hcH7tqKrjY,2020-09-26,NRF042-20,2020,False,False,0
7O-oNSmp_BY,West Valley Area OIS 8/7/20 (NRF034-20),2020-09-21 15:00:02+00:00,PT9M37S,41612,873,0,https://youtu.be/7O-oNSmp_BY,2020-08-07,NRF034-20,2020,False,False,0
dGdN4Tfs3p0,Hollywood Area OIS 8/5/2020 (NRF033-20),2020-09-19 15:00:07+00:00,PT21M8S,49631,817,0,https://youtu.be/dGdN4Tfs3p0,2020-08-05,NRF033-20,2020,False,False,0
VoOxBcO95JA,North Hollywood Area OIS 6/7/2020 (NRF026-20),2020-07-22 19:23:34+00:00,PT17M1S,61338,1222,0,https://youtu.be/VoOxBcO95JA,2020-06-07,NRF026-20,2020,False,False,0
hwPtumbcmic,Southeast Area OIS 6/3/2020 (NRF025-20),2020-07-19 00:10:29+00:00,PT35M12S,116961,1589,0,https://youtu.be/hwPtumbcmic,2020-06-03,NRF025-20,2020,False,False,0
b1ORYq8OaKQ,Southwest Area OIS 6/1/2020 (NRF024-20),2020-07-16 15:00:10+00:00,PT10M20S,34166,774,0,https://youtu.be/b1ORYq8OaKQ,2020-06-01,NRF024-20,2020,False,False,0
zzpaugVLZ6Q,Olympic Area OIS 5/31/2020 (NRF023-20),2020-07-15 15:00:19+00:00,PT14M,37720,868,0,https://youtu.be/zzpaugVLZ6Q,2020-05-31,NRF023-20,2020,False,False,0
xY7J-g_izn8,Central Area OIS 5/30/2020 (NRF022-20),2020-07-14 15:00:29+00:00,PT5M40S,15984,309,0,https://youtu.be/xY7J-g_izn8,2020-05-30,NRF022-20,2020,False,False,0
pqRACiHxcPQ,North Hollywood Division OIS - 5/27/20 (NRF020-20),2020-07-11 15:00:15+00:00,PT20M38S,90342,1443,0,https://youtu.be/pqRACiHxcPQ,2020-05-27,NRF020-20,2020,False,False,0
dSjUuhD2F0M,Newton Division OIS 5/22/20 (NRF017-20),2020-06-14 15:00:23+00:00,PT20M54S,40069,842,0,https://youtu.be/dSjUuhD2F0M,2020-05-22,NRF017-20,2020,False,False,0
PtSSNn_0GCU,Newton Division OIS - 4/22/20 (NRF014-20),2020-06-06 15:00:19+00:00,PT11M43S,171668,1922,0,https://youtu.be/PtSSNn_0GCU,2020-04-22,NRF014-20,2020,False,False,0
sWBtysoe-Bg,Hollenbeck Division OIS - 4/15/20 (NRF012-20),2020-05-30 15:00:30+00:00,PT21M18S,65812,1076,0,https://youtu.be/sWBtysoe-Bg,2020-04-15,NRF012-20,2020,False,False,0
4VkpJn3VVrE,Metropolitan Division OIS  3-31-20 (NRF011-20),2020-05-15 15:00:02+00:00,PT8M8S,54602,843,0,https://youtu.be/4VkpJn3VVrE,,NRF011-20,2020,False,False,0
x1wLW-4dyg0,Topanga Area OIS 3-30-20 (NRF010-20),2020-05-14 21:38:47+00:00,PT6M12S,35432,543,0,https://youtu.be/x1wLW-4dyg0,,NRF010-20,2020,False,False,0
_zSjVeDdxqk,Newton Area OIS 2-25-2020 (NRF007-20),2020-04-10 15:00:15+00:00,PT16M28S,68556,1067,0,https://youtu.be/_zSjVeDdxqk,,NRF007-20,2020,False,False,0
CmC7G7BxoVY,77th Area OIS 2-21-20 (NRF006-20),2020-04-06 15:00:06+00:00,PT21M1S,45532,967,0,https://youtu.be/CmC7G7BxoVY,,NRF006-20,2020,False,False,0
ZqI7WgcFDig,Northeast Area OIS 1-5-20 (NRF001-20),2020-02-19 16:00:13+00:00,PT16M23S,40252,740,0,https://youtu.be/ZqI7WgcFDig,,NRF001-20,2020,False,False,0
FP_gcGdNp-U,Pacific Area OIS 1-11-20 (NRF003-20),2020-01-27 16:00:02+00:00,PT40M34S,82419,1066,0,https://youtu.be/FP_gcGdNp-U,,NRF003-20,2020,False,False,0
BBbNGoPh5kk,Newton Area OIS 12-1-2019 (NRF056-19),2020-01-15 16:00:05+00:00,PT13M39S,27009,521,0,https://youtu.be/BBbNGoPh5kk,,NRF056-19,2020,False,False,0
UW3rWDzlqUE,Hollenbeck Area OIS 11-29-2019 (NRF055-19),2020-01-13 16:00:10+00:00,PT13M35S,35274,715,0,https://youtu.be/UW3rWDzlqUE,,NRF055-19,2020,False,False,0
eWS9Y5sIwxs,Hollywood Area OIS 11-25-2019 (NRF054-19),2020-01-09 16:00:08+00:00,PT11M14S,65427,963,0,https://youtu.be/eWS9Y5sIwxs,,NRF054-19,2020,False,False,0
uKJ_bb3dZgY,Hollenbeck Area OIS 10-22-2019 (NRF050-19),2019-12-06 16:00:14+00:00,PT11M21S,30027,574,0,https://youtu.be/uKJ_bb3dZgY,,NRF050-19,2019,False,False,0
G7U8y60V2VA,*REVISED*  Van Nuys Area OIS 10-17-2019 (NRF049-19),2019-12-05 00:59:07+00:00,PT10M39S,19806,386,0,https://youtu.be/G7U8y60V2VA,,NRF049-19,2019,False,False,0
Icoi09FwZxs,Newton Area OIS 11-19-2019 (NRF053-19),2019-11-26 07:36:11+00:00,PT7M8S,21449,434,0,https://youtu.be/Icoi09FwZxs,,NRF053-19,2019,False,False,0
0U3Se2zeEM0,Harbor Area OIS 9-23-19 (NRF045-19),2019-11-07 16:00:00+00:00,PT20M40S,25372,390,0,https://youtu.be/0U3Se2zeEM0,,NRF045-19,2019,False,False,0
RSoHBmwRtq8,Mission Area OIS 8-19-19 (NRF042-19),2019-10-03 15:00:09+00:00,PT19M37S,57328,991,0,https://youtu.be/RSoHBmwRtq8,,NRF042-19,2019,False,False,0
8IUc__jEER4,77th Area OIS 8-19-19 (NRF043-19),2019-10-03 15:00:03+00:00,PT13M52S,30206,541,0,https://youtu.be/8IUc__jEER4,,NRF043-19,2019,False,False,0
O-VDC6BO5rQ,Hollenbeck Area OIS 8-18-19 (NRF041-19),2019-10-02 15:00:05+00:00,PT12M21S,73698,938,0,https://youtu.be/O-VDC6BO5rQ,,NRF041-19,2019,False,False,0
GWR-TG1SaMo,Pacific Area OIS 8/14/19 (NRF039-19),2019-09-30 16:32:32+00:00,PT10M20S,22121,520,0,https://youtu.be/GWR-TG1SaMo,2019-08-14,NRF039-19,2019,False,False,0
1kSb_ILMJEs,Off-Duty LAPD OIS - Costco - (NRF028-19),2019-08-06 00:00:00+00:00,PT3M12S,20966,271,0,https://youtu.be/1kSb_ILMJEs,,NRF028-19,2019,False,False,0
d9zxh-hLizU,Critical Incident Video Release F023-19 - Harbor OIS,2019-07-12 15:00:09+00:00,PT11M59S,27407,515,0,https://youtu.be/d9zxh-hLizU,,,2019,False,False,0
xS2xHXzcu_A,Critical Incident Video Release - F021-19 - West Valley OIS,2019-07-11 15:00:12+00:00,PT15M45S,40504,691,0,https://youtu.be/xS2xHXzcu_A,,,2019,False,False,0
