id,name,serialNumber,ethnicity,gender,area,rank,created,updated,hired,image_url
bb2e4a3b-146b-4641-ae2f-acb232672e77,Rennick Brown,35437,Black,Male,PER-RW,Police Officer II,2023-03-18,2023-03-18,1999-01-01,https://watchthewatchers.net/headshots/BROWNRENNICKL-35437.jpg
a0b239e0-6930-4bb1-af0f-ea3fd333cbc0,Robert Brown,30873,Hispanic,Male,Metro Division,Police Officer III,2023-03-18,2023-03-18,1994-01-01,https://watchthewatchers.net/headshots/BROWNROBERTA-30873.jpg
517f1779-fa90-472c-be56-7d0689e29eee,Sheylan Brown,44986,Black,Female,Southwest Division,Police Officer I,2023-03-18,2023-03-18,2022-01-01,https://watchthewatchers.net/headshots/BROWNSHEYLANK-44986.jpg
dcd0586a-c618-4ede-9942-f901ae84d49c,Thomas Brown,34045,White,Male,Force Investigation Division,Detective II,2023-03-18,2023-03-18,1997-01-01,https://watchthewatchers.net/headshots/BROWNTHOMASA-34045.jpg
3d0ca66f-6425-4884-9a8e-c6086408a2c1,Jesse Browne,39859,Black,Male,Central Traffic Division,Police Officer II,2023-03-18,2023-03-18,2009-01-01,https://watchthewatchers.net/headshots/BROWNEJESSE-39859.jpg
a172a068-a732-4b2e-8328-105919c125a4,Kendra Browne,38617,White,Female,Major Crimes Division,Detective III,2023-03-18,2023-03-18,2007-01-01,https://watchthewatchers.net/headshots/BROWNEKENDRA-38617.jpg
4c19f02d-6c36-48c6-8f91-2e1110628ec5,William Brownell,38934,White,Male,Training Division,Police Officer III,2023-03-18,2023-03-18,2007-01-01,https://watchthewatchers.net/headshots/BROWNELLWILLIAMW-38934.jpg
64255354-a14c-4647-a724-fdd7a8ddec31,Donovan Brownlee,43319,Black,Male,Rampart Division,Police Officer II,2023-03-18,2023-03-18,2017-01-01,https://watchthewatchers.net/headshots/BROWNLEEDONOVANM-43319.jpg
4f0fbc30-e239-4a12-82b3-c9d550f3a309,Brown H Lewis,44291,Black,Male,77th,Police Officer II,2023-03-18,2023-03-18,2019-01-01,https://watchthewatchers.net/headshots/Lewis-BrownChristopher-44291.jpg
2b862e7c-ab23-4305-9a0c-ad37f6cd64d1,Jones B Carey,41915,White,Female,Devonshire Division,Police Officer II,2023-03-18,2023-03-18,2015-01-01,https://watchthewatchers.net/headshots/CAREY-JONESKELLEYB-41915.jpg
3d4dee90-dd48-4668-b365-a5590ec82832,Linton S Jones,37341,Black,Female,Central Division,Police Officer III,2023-03-18,2023-03-18,2004-01-01,https://watchthewatchers.net/headshots/JONES-LINTONJAMILAHS-37341.jpg
892b64b4-8b18-46f6-a7bb-11cc8e1602d0,Amber Jones,44241,Black,Female,PER-RW,Police Officer II,2023-03-18,2023-03-18,2019-01-01,https://watchthewatchers.net/headshots/JONESAMBERE-44241.jpg
5c4ce227-8026-4a7d-9428-96aeb54aa659,Andrew Jones,41719,White,Male,Wilshire Division,Police Officer III,2023-03-18,2023-03-18,2014-01-01,https://watchthewatchers.net/headshots/JONESANDREW-41719.jpg
c34aba92-fc01-42d2-9ec9-5db1178afd61,Brian Jones,39344,Hispanic,Male,Training Division,Police Officer III,2023-03-18,2023-03-18,2008-01-01,https://watchthewatchers.net/headshots/JONESBRIAN-39344.jpg
98f075d1-76f1-4806-b2d0-05e0bf45699f,Carlton Jones,35218,Black,Male,Wilshire Division,Detective II,2023-03-18,2023-03-18,1999-01-01,https://watchthewatchers.net/headshots/JONESCARLTON-35218.jpg
8a21955d-c6eb-4522-8bfc-955ad45712cf,Carolyn Jones,30999,Black,Female,Risk Management and Legal Affairs Division,Detective II,2023-03-18,2023-03-18,1995-01-01,https://watchthewatchers.net/headshots/JONESCAROLYNT-30999.jpg
178ed973-9ff9-4640-b2f1-2063afe8af23,Christopher Jones,39399,Black,Male,Metro Division,Police Officer III,2023-03-18,2023-03-18,2008-01-01,https://watchthewatchers.net/headshots/JONESCHRISTOPHER-39399.jpg
0e368dc9-5c35-44d4-b5e0-76dc785d3182,Daniel Jones,36776,White,Male,Detective Support and Vice Division,Detective I,2023-03-18,2023-03-18,2003-01-01,https://watchthewatchers.net/headshots/JONESDANIELT-36776.jpg
1d219a6d-49c3-44e0-a13b-8d76cf4f9388,Hal Jones,32861,Black,Male,PER-RW,Detective III,2023-03-18,2023-03-18,1996-01-01,https://watchthewatchers.net/headshots/JONESHALD-32861.jpg
37c00e03-8c7d-4588-85ca-6f727df49f47,Kaniece Jones,45316,Black,Female,Recruit (Training Division),Police Officer I,2023-03-18,2023-03-18,2022-01-01,https://watchthewatchers.net/headshots/unknown.jpg
f5855af9-8074-4b30-8210-f6de009bf57c,Dijon Jones,43764,Black,Male,Southwest Division,Police Officer II,2023-03-18,2023-03-18,2018-01-01,https://watchthewatchers.net/headshots/JONESDIJONK-43764.jpg
71c9db1b-e1a0-470a-9338-83500fbac4e5,Mark Jones,33333,White,Male,Custody Services Division,Police Officer II,2023-03-18,2023-03-18,1996-01-01,https://watchthewatchers.net/headshots/JONESMARKC-33333.jpg
c1e9b2d9-64ea-4d16-8539-7681b4dd9a3d,Nicholas Jones,37902,Black,Male,Gang and Narcotics Division ,Detective I,2023-03-18,2023-03-18,2006-01-01,https://watchthewatchers.net/headshots/JONESNICHOLASC-37902.jpg
