name,kind,group,coat_color,mane_color,eye_color,first_appearance,first_season,coat_hex,mane_hex,eye_hex
Method Mare 3Late Show,earth,stallion,"hsl(32, 70%, 65%)","hsl(325, 36%, 52%)","hsl(94, 70%, 52%)",5161257,False,CDA079,D6BEA8,9172CB
Leadnail McColt,earth,stallion,"hsl(172, 41%, 76%)","hsl(194, 39%, 20%)","hsl(307, 35%, 25%)",5230718,False,9F8E6F,696969,B5A145
Leadwing,earth,stallion,"hsl(209, 43%, 55%)","hsl(217, 78%, 38%)","hsl(223, 57%, 32%)",5100014,False,A09BD4,B9D5E4,55CEB8
Levon Song,earth,stallion,"hsl(023, 13%, 48%)","hsl(132, 5%, 80%)",,4060524,False,BABABA,422B46,32682C
Guitarist PonyLiam T. Walrus,earth,stallion,"hsl(79, 100%, 76%)","hsl(23, 31%, 47%)","hsl(50, 91%, 71%)",5111453,False,F1EBBB,98E5F1,7C8884
Coloratura's StylistLimelight,earth,stallion,"hsl(216, 79%, 74%)","hsl(278, 55%, 59%)","hsl(322, 42%, 59%)",5240841,False,B2808C,AEA9A3,CFA5CD
Lincoln,earth,stallion,"hsl(035, 39%, 40%)","hsl(259, 2%, 27%)","hsl(048, 87%, 65%)",1260525,True,B29462,2ADF85,59A1C0
Security GuardLockdown,earth,stallion,"hsl(255, 11%, 86%)","hsl(210, 67%, 49%)",,4191655,False,EBF0EC,3B5D91,8CE84A
Locknut McColt,earth,stallion,"hsl(240, 25%, 56%)","hsl(170, 56%, 80%)","hsl(210, 100%, 16%)",5230739,False,EEFFEB,8A98AD,96E561
Lucky Clover,earth,stallion,"hsl(226, 17%, 80%)","hsl(000, 0%, 27%)","hsl(211, 100%, 73%)",1110439,True,98B7E6,414077,DFC75D
BellhopLuggage Cart,earth,stallion,"hsl(233, 20%, 84%)","hsl(230, 29%, 47%)","hsl(210, 63%, 52%)",4080336,False,6B644C,D1B05C,AD84C2
Antique Chicken Stand PonyMatch Game,earth,stallion,"hsl(044, 35%, 64%)","hsl(043, 9%, 30%)","hsl(035, 54%, 53%)",4220836,False,84A3D2,498588,78A2F7
Matt Lauer,earth,stallion,"hsl(38, 35%, 60%)","hsl(39, 28%, 45%)","hsl(86, 37%, 49%)",,False,CBE3FB,F3F2BE,A2E1F6
McCreeCassidy​[​dubious – discuss‍​]​,earth,stallion,"hsl(22, 50%, 48%)","hsl(191, 14%, 15%)","hsl(205, 86%, 75%)",5060002,False,B7DCCB,EA95BE,FFFFFF
Pony MCMeadow Song,earth,stallion,"hsl(022, 54%, 57%)","hsl(048, 86%, 83%)","hsl(111, 67%, 58%)",1022023,True,DDB66E,896F52,7AB2FF
Melilot,earth,stallion,"hsl(028, 46%, 64%)","hsl(029, 66%, 29%)","hsl(212, 52%, 88%)",1111326,True,B4E7E9,5FA0FC,DEC84F
Doctor PonyModus Ponens,earth,stallion,"hsl(38, 20%, 53%)","hsl(45, 55%, 74%)","hsl(233, 54%, 67%)",5151402,False,CEC6A1,325476,70AEFF
Moon Dust​[​dubious – discuss‍​]​,earth,stallion,"hsl(245, 40%, 72%)","hsl(029, 36%, 75%)","hsl(173, 85%, 57%)",5010531,False,8873D3,FAC400,D6C051
Morton Saltworthy,earth,stallion,"hsl(000, 0%, 73%)","hsl(000, 0%, 41%)","hsl(207, 93%, 89%)",1210732,True,99EBEB,CCBF5C,470000
Father PonyMr. Paleo,earth,stallion,"hsl(53, 66%, 84%)","hsl(201, 45%, 81%)","hsl(220, 88%, 70%)",6190012,False,5899D5,8C4F4A,71E0B7
Mules Grassfield,earth,stallion,"hsl(345, 25%, 60%)","hsl(291, 24%, 22%)","hsl(135, 5%, 52%)",6090230,False,FCFCFC,FAF4E6,70E65B
Delegate 1Neigh Sayer,earth,stallion,"hsl(038, 34%, 54%)","hsl(188, 76%, 77%)","hsl(207, 57%, 53%)",4060524,False,83A09B,71655B,1F4975
Traveling GentlecoltNeighl Page,earth,stallion,"hsl(132, 14%, 93%)","hsl(36, 6%, 66%)","hsl(233, 39%, 31%)",5200212,False,F7CA69,40403F,636E74
SoldierNeon Brush,earth,stallion,"hsl(111, 100%, 96%)","hsl(150, 74%, 52%)","hsl(286, 44%, 46%)",4061148,False,D9D2AF,D96D7D,A83EA4
Astro PonyNeptunio,earth,stallion,"hsl(216, 61%, 75%)","hsl(216, 42%, 40%)","hsl(048, 66%, 58%)",4130043,False,C5C8D8,E67D14,806D4D
Night Watch,earth,stallion,"hsl(045, 17%, 36%)","hsl(216, 18%, 61%)","hsl(261, 46%, 62%)",2161627,False,FF99A7,3B4C24,E7C450
Noteworthy,earth,stallion,"hsl(216, 46%, 67%)","hsl(241, 30%, 36%)","hsl(049, 45%, 49%)",1110146,True,E0F4F5,27A086,363A59
Opulence,earth,stallion,"hsl(210, 85%, 89%)","hsl(43, 56%, 59%)","hsl(169, 55%, 57%)",6200044,False,B6F1B1,794D2F,54A4CF
Method Mare 1On Stage,earth,stallion,"hsl(152, 34%, 79%)","hsl(183, 30%, 41%)","hsl(114, 40%, 29%)",5161257,False,BC4954,FBF9FA,61B1EA
Oregon Trail,earth,stallion,"hsl(039, 62%, 65%)","hsl(059, 69%, 85%)","hsl(160, 5%, 51%)",2121544,False,E2EA6C,6277B7,95C7F9
Cotton Candy ColtPapa Beard,earth,stallion,"hsl(182, 55%, 81%)","hsl(331, 67%, 75%)","hsl(304, 31%, 73%)",6071651,False,897BD1,ECF084,A2537C
Parcel Post,earth,stallion,"hsl(049, 31%, 72%)","hsl(032, 25%, 43%)","hsl(198, 45%, 55%)",2140552,False,D9BB68,34B2B2,D59D34
Parish Nandermane,earth,stallion,"hsl(253, 52%, 64%)","hsl(215, 96%, 68%)","hsl(095, 77%, 60%)",1261015,True,A96D42,3C3B39,ECE783
Lead Singer PonyPaul McCartneigh ,earth,stallion,"hsl(180, 67%, 76%)","hsl(210, 40%, 33%)","hsl(96, 72%, 64%)",5111453,False,EFF6E9,F2EEAB,DCC37F
Perfect Pace,earth,stallion,"hsl(209, 60%, 59%)","hsl(047, 100%, 49%)","hsl(049, 67%, 62%)",1260349,True,B29F99,5E4826,EBCC52
Persnickety,earth,stallion,"hsl(000, 0%, 99%)","hsl(053, 52%, 58%)","hsl(279, 34%, 64%)",2170344,False,88ABDD,B47650,8BC95E
HenchponyPickpocket,earth,stallion,"hsl(171, 13%, 57%)","hsl(5, 31%, 42%)","hsl(220, 89%, 72%)",6130902,False,D49059,F9FBFB,7AB2FF
Cubist PonyPicture Pattern,earth,stallion,"hsl(41, 90%, 69%)","hsl(44, 66%, 94%)","hsl(195, 83%, 80%)",6041147,False,E6A856,D77A23,63CA49
Messy StallionPigpen,earth,stallion,"hsl(050, 36%, 77%)","hsl(027, 11%, 40%)","hsl(000, 100%, 100%)",2170402,False,B0B8BF,BF4F98,B7DFF0
Pine Breeze,earth,stallion,"hsl(230, 20%, 81%)","hsl(059, 1%, 25%)","hsl(215, 100%, 74%)",2081608,False,597372,FCFCFC,7C9AEE
Pink Drink,earth,stallion,"hsl(352, 100%, 80%)","hsl(351, 59%, 64%)","hsl(051, 68%, 59%)",4241830,False,DC9CF2,3B2B40,5CD1FF
Pokerhooves,earth,stallion,"hsl(183, 51%, 92%)","hsl(30, 84%, 49%)","hsl(214, 100%, 72%)",5060001,False,A4A5C6,586489,E2B63C
Potion Hiss,earth,stallion,"hsl(115, 70%, 82%)","hsl(86, 36%, 22%)","hsl(50, 62%, 58%)",8211205,False,BDB4A3,E0D3B8,FFFFFF
Skeptical Magician PonyPrance Jillette,earth,stallion,"hsl(354, 46%, 51%)","hsl(167, 61%, 39%)","hsl(0, 100%, 14%)",6200043,False,E2DFCA,962C27,938676
Prancent Pega,earth,stallion,"hsl(64, 75%, 67%)","hsl(24, 44%, 33%)","hsl(158, 64%, 66%)",6090230,False,856951,40403F,A09037
Clumsy ClownsponyPratfall,earth,stallion,"hsl(250, 48%, 65%)","hsl(330, 25%, 98%)","hsl(111, 74%, 63%)",5061732,False,D89955,EADE57,4CA6BD
CabbiePronto,earth,stallion,"hsl(044, 60%, 63%)","hsl(225, 37%, 55%)","hsl(211, 58%, 29%)",4060524,False,C5C8D8,6EA9E7,6FB3B3
Quarter Hearts,earth,stallion,"hsl(25, 44%, 46%)","hsl(62, 78%, 73%)","hsl(200, 8%, 42%)",6111317,False,B3D750,A297F7,6994F2
OfficerQuick Trim,earth,stallion,"hsl(094, 44%, 94%)","hsl(180, 55%, 45%)","hsl(302, 46%, 45%)",4061148,False,FAFAFA,454545,C2BE70
Raggedy Doctor,earth,stallion,"hsl(014, 14%, 65%)","hsl(030, 2%, 23%)","hsl(038, 25%, 40%)",2091651,False,FFFFE0,636EAB,CFCC7D
Ragtime,earth,stallion,"hsl(215, 56%, 70%)","hsl(057, 73%, 81%)","hsl(046, 76%, 61%)",2040237,False,BCE5E6,B7CFE6,E4B13A
Traveling PonyReal Article,earth,stallion,"hsl(27, 59%, 59%)","hsl(36, 42%, 26%)","hsl(233, 25%, 28%)",5200212,False,C6CAD7,FFFFFF,6E99C4
Rivet,earth,stallion,"hsl(034, 74%, 62%)","hsl(023, 40%, 51%)","hsl(201, 56%, 57%)",1160938,True,88A9D7,646668,002952
Roger Silvermane,earth,stallion,"hsl(208, 10%, 72%)","hsl(180, 20%, 98%)","hsl(205, 77%, 65%)",4080332,False,73718E,624BAF,9472BB
Caballeron's BrigandRogue,earth,stallion,"hsl(178, 13%, 40%)","hsl(029, 72%, 49%)","hsl(210, 89%, 78%)",4040654,False,BBBEC3,07001F,ABCFD8
Rough Tumble,earth,stallion,"hsl(285, 77%, 78%)","hsl(321, 47%, 53%)","hsl(329, 32%, 48%)",2160213,False,88A5D8,315396,62C6DF
Royal Riff,earth,stallion,"hsl(238, 23%, 71%)","hsl(000, 00%, 99%)","hsl(039, 66%, 52%)",2081200,False,D9D9D9,A33841,E7D25A
Surrealist PonySaddledor Dali,earth,stallion,"hsl(39, 16%, 69%)","hsl(285, 19%, 21%)","hsl(57, 73%, 72%)",6041150,False,FCFCDE,EBA97A,6082E2
Savoir Fare,earth,stallion,"hsl(052, 30%, 84%)","hsl(225, 22%, 44%)","hsl(044, 57%, 68%)",1031058,True,E28F40,63DBE3,FFE07A
Sealed Scroll,earth,stallion,"hsl(028, 24%, 42%)","hsl(041, 40%, 80%)","hsl(048, 79%, 62%)",1030726,True,B14C35,9B7855,FFFFFF
Seedsman Hooffield,earth,stallion,"hsl(31, 63%, 59%)","hsl(3, 59%, 37%)","hsl(95, 50%, 58%)",5230418,False,B6BFC8,242928,7EB9D3
Shamrock,earth,stallion,"hsl(230, 20%, 81%)","hsl(059, 1%, 25%)","hsl(215, 100%, 74%)",1210655,True,D4D4D4,B4E4E3,83623F
Shiny Pear,earth,stallion,"hsl(76, 63%, 58%)","hsl(55, 78%, 63%)","hsl(108, 55%, 54%)",7130544,False,839DB9,BDC8E5,63C44F
Shooting Star,earth,stallion,"hsl(000, 0%, 98%)","hsl(211, 72%, 67%)","hsl(198, 65%, 83%)",1260348,True,7474AA,B0404B,C2582E
Shortround,earth,stallion,"hsl(060, 100%, 94%)","hsl(247, 86%, 78%)","hsl(224, 77%, 71%)",2170359,False,68686A,C03030,44A7C5
Sir Pony Moore,earth,stallion,"hsl(182, 46%, 82%)","hsl(000, 0%, 27%)","hsl(197, 100%, 68%)",1260349,True,93704D,7A6A90,95EAD7
Slate Sentiments,earth,stallion,"hsl(226, 17%, 81%)","hsl(231, 30%, 53%)","hsl(44, 74%, 56%)",8010703,False,E1E3E5,D16E47,45BCF7
Slate Stone,earth,stallion,"hsl(215, 50%, 69%)","hsl(210, 48%, 81%)",,6141655,False,F9EEB9,98E7E0,485D8E
Slendermane,earth,stallion,"hsl(244, 11%, 50%)","hsl(000, 0%, 100%)","hsl(000, 0%, 100%)",4091707,False,BEB297,BEDAFE,E4C75E
Smokestack,earth,stallion,"hsl(217, 6%, 75%)","hsl(210, 2%, 40%)","hsl(032, 12%, 52%)",1211554,True,F45D5F,D27C46,319696
Trendy Hype PonySmooth Vibes,earth,stallion,"hsl(218, 51%, 69%)","hsl(254, 40%, 49%)","hsl(51, 49%, 42%)",7081305,False,BFBFBF,8D4534,57A4A8
Goth ShopperSnow Hope,earth,stallion,"hsl(0, 0%, 85%)","hsl(253, 100%, 6%)","hsl(192, 46%, 52%)",8041155,False,F4DF76,FDFCFC,BD8DEC
Sour Drops,earth,stallion,"hsl(60, 84%, 93%)","hsl(220, 51%, 39%)","hsl(180, 31%, 57%)",5061226,False,D7946A,504635,97C98D
Sourpuss,earth,stallion,"hsl(029, 74%, 57%)","hsl(355, 49%, 43%)","hsl(221, 84%, 68%)",4080425,False,A47D56,F5C75C,C58826
Sprig Hooffield,earth,stallion,"hsl(11, 54%, 45%)","hsl(25, 74%, 70%)","hsl(57, 40%, 60%)",5230418,False,ECECAC,E36C59,4E8997
Squeaky Clean,earth,stallion,"hsl(212, 14%, 75%)","hsl(184, 70%, 64%)","hsl(058, 46%, 65%)",2170402,False,9DC7D8,27454F,8192CF
Star Gazer,earth,stallion,"hsl(000, 0%, 83%)","hsl(030, 29%, 47%)","hsl(042, 76%, 56%)",1260348,True,8C715F,B8FFFF,9BCEDF
Junior DeputyStar Spur,earth,stallion,"hsl(211, 28%, 62%)","hsl(168, 6%, 15%)","hsl(210, 42%, 60%)",5060050,False,91B0B1,BAF9FC,70BE46
Steel Bolts,earth,stallion,"hsl(240, 24%, 56%)","hsl(178, 48%, 80%)","hsl(210, 100%, 16%)",5230617,False,99FFE7,6F4644,4FA0CF
Steel Wright,earth,stallion,"hsl(240, 1%, 41%)","hsl(224, 44%, 82%)",,1230313,True,999999,6E6E96,3682C9
Trendy Backup DancerStereo Mix,earth,stallion,"hsl(30, 31%, 44%)","hsl(354, 47%, 47%)","hsl(268, 35%, 59%)",7081103,False,D99C3A,CA53A5,EDBF40
Strawberry Cream,earth,stallion,"hsl(210, 07%, 89%)","hsl(000, 60%, 47%)","hsl(192, 37%, 76%)",2170413,False,D2D1D2,1A7C89,3C79BE
Pouch PonyStreet Rat,earth,stallion,"hsl(50, 84%, 85%)","hsl(265, 15%, 49%)","hsl(192, 66%, 63%)",6031048,False,EFF3FB,9D68B1,DBAF48
Expressive TownsponySunny Song,earth,stallion,"hsl(041, 23%, 67%)","hsl(017, 60%, 55%)","hsl(051, 75%, 63%)",5010502,False,B2B1B4,262123,8F9BC1
Swanky Hank,earth,stallion,"hsl(359, 87%, 66%)","hsl(175, 62%, 75%)","hsl(224, 69%, 63%)",4080743,False,E1CF5B,E48F3F,4062BA
Sweets Pop,earth,,,,,,False,759099,67AD91,5476C4
Tall Order,earth,stallion,"hsl(000, 0%, 75%)","hsl(214, 97%, 87%)","hsl(046, 100%, 74%)",1230352,True,BFAEEF,2E4584,D973C3
Tall Tale,earth,stallion,"hsl(050, 85%, 71%)","hsl(023, 61%, 55%)","hsl(000, 100%, 100%)",2170400,False,D08471,73624E,BD8F95
Tatterdemalion Hooffield,earth,stallion,"hsl(23, 58%, 63%)","hsl(11, 46%, 38%)",,5230530,False,5A72AF,363E6D,33FFDD
Temple Chant,earth,stallion,"hsl(030, 31%, 49%)","hsl(330, 33%, 99%)","hsl(198, 49%, 66%)",4041841,False,C9C097,FDCCFF,ABCFD4
"Theodore Donald ""Donny"" Kerabatsos",earth,stallion,"hsl(060, 62%, 80%)","hsl(039, 20%, 26%)","hsl(031, 35%, 38%)",2060054,False,7495B4,C68A53,3C6586
Big StallionTight End,earth,stallion,"hsl(197, 43%, 73%)","hsl(42, 88%, 66%)","hsl(110, 50%, 54%)",8051054,False,9E66B7,CAC8E0,63A5BB
Trendy Coiffure,earth,stallion,"hsl(24, 19%, 46%)","hsl(8, 71%, 62%)","hsl(17, 62%, 47%)",6130114,False,F9EF95,7EA3D7,DFC043
Turner McColt,earth,stallion,"hsl(182, 17%, 63%)","hsl(194, 34%, 23%)","hsl(194, 53%, 52%)",5230718,False,E8EBF2,2A2E32,85C3E5
Turquoise Harp,earth,stallion,"hsl(166, 100%, 80%)","hsl(180, 100%, 86%)","hsl(167, 67%, 75%)",5061226,False,DCD398,55443F,BDC3AC
Twilight Sky,earth,stallion,"hsl(000, 0%, 60%)","hsl(183, 92%, 86%)","hsl(200, 92%, 62%)",1200650,True,DCDEE5,BB8B5D,8F7490
Two Ton,earth,stallion,"hsl(37, 68%, 54%)","hsl(3, 24%, 35%)","hsl(222, 33%, 42%)",6030228,False,A99170,FFFFFF,10787A
Curio ShopkeeperUncle Wing,earth,stallion,"hsl(300, 1%, 82%)","hsl(240, 16%, 51%)","hsl(047, 71%, 63%)",3050021,False,838C5F,7F7B9D,7C4651
The Unconditioner,earth,stallion,"hsl(222, 56%, 96%)","hsl(319, 53%, 56%)","hsl(180, 51%, 39%)",4061148,False,91939C,DE5E5E,D5C3D4
Upper East Stride,earth,stallion,"hsl(260, 2%, 70%)","hsl(187, 68%, 32%)","hsl(183, 32%, 50%)",4081504,False,9177C5,CFA0A5,8DA7BF
Business PonyUptown Clover,earth,stallion,"hsl(52, 69%, 62%)","hsl(284, 32%, 55%)","hsl(270, 72%, 74%)",5160621,False,DCDAF1,E25DE9,81A28B
Vegemite,earth,stallion,"hsl(196, 15%, 53%)","hsl(336, 7%, 14%)","hsl(110, 36%, 67%)",6030003,False,E5C9B3,8B83AA,A07993
Vellum Codex,earth,stallion,"hsl(256, 67%, 81%)","hsl(29, 75%, 57%)","hsl(37, 68%, 46%)",8010653,False,F3D3F8,BE81DF,7DDEA4
Vermilion Spring,earth,stallion,"hsl(12, 50%, 63%)","hsl(156, 30%, 54%)","hsl(192, 32%, 45%)",7101151,False,76CCD6,AB9DBE,DCD379
Wacky Hair Day and Spray,earth,stallion,"hsl(223, 35%, 52%)","hsl(224, 48%, 35%)","hsl(227, 45%, 66%)",1141350,True,A7DBE6,EACB53,BD8F95
Bowling PonyWalter,earth,stallion,"hsl(049, 32%, 69%)","hsl(032, 19%, 38%)","hsl(195, 51%, 74%)",2060054,False,A1D6E2,249E77,1D5477
M.C. PonyWaxton,earth,stallion,"hsl(209, 30%, 58%)","hsl(231, 34%, 32%)","hsl(99, 48%, 51%)",5160633,False,47E6E6,A08D5A,869CA2
Welch / Cloudy Haze,earth,stallion,"hsl(281, 36%, 56%)","hsl(298, 100%, 90%)","hsl(202, 57%, 56%)",1022027,True,F7EDBB,348FA8,98D2D2
Wetzel,earth,stallion,"hsl(054, 89%, 78%)","hsl(029, 50%, 55%)","hsl(209, 58%, 50%)",4080323,False,BFB7D7,365468,69AEC9
White Marble,earth,stallion,"hsl(222, 29%, 93%)","hsl(245, 28%, 83%)","hsl(044, 83%, 59%)",5010531,False,D4E5E8,F6C8A7,62A4B7
Wisp,earth,stallion,"hsl(052, 49%, 73%)","hsl(215, 53%, 67%)","hsl(212, 52%, 49%)",2080756,False,84C9D2,E8D6EB,6C6F62
Caballeron's ThugWithers,earth,stallion,"hsl(222, 16%, 88%)","hsl(210, 9%, 18%)","hsl(042, 67%, 57%)",4040654,False,EB8494,B994CC,99ADA9
Violist PonyWolfgang Canter,earth,stallion,"hsl(035, 25%, 55%)","hsl(014, 15%, 29%)","hsl(226, 29%, 66%)",2091527,False,EFB5F2,859881,3C59AF
Wylin Slobinzki,earth,stallion,"hsl(72, 19%, 46%)","hsl(29, 41%, 55%)","hsl(223, 49%, 49%)",6030352,False,DA90C8,915078,99AD9D
Mr. Zippy,earth,stallion,"hsl(229, 05%, 59%)","hsl(000, 100%, 100%)","hsl(222, 49%, 55%)",2191355,False,8FD698,4F3E7A,A2893F
Earth Crystal Pony royal guards,earth,stallion,"hsl(260, 40%, 62%)","hsl(247, 15%, 55%)",,M10131,False,E1E2C1,D4C977,9452A3
Lavender Crystal PonyAmber Laurel,earth,mare,"hsl(245, 46%, 90%)","hsl(360, 66%, 62%)","hsl(313, 57%, 65%)",6011159,False,7C9FD0,A9C7BF,8DA7BF
Amberlocks,earth,mare,"hsl(026, 49%, 80%)","hsl(354, 33%, 72%)","hsl(352, 26%, 65%)",3020536,False,E9EEA5,3BA3AB,A4518A
Plum Crystal PonyAmethyst Shard,earth,mare,"hsl(292, 74%, 90%)","hsl(297, 76%, 64%)","hsl(170, 100%, 60%)",6011807,False,F4E0A9,E7E2BC,2C90B5
Arctic Lily,earth,mare,"hsl(186, 54%, 65%)","hsl(252, 19%, 59%)","hsl(187, 32%, 75%)",3021347,False,D29146,94BEC7,B2C2C7
Autumn Gem,earth,mare,"hsl(191, 56%, 78%)","hsl(279, 60%, 69%)","hsl(207, 38%, 38%)",3010342,False,F2F3E2,2483C2,4099A5
Berry Splash,earth,mare,"hsl(191, 53%, 76%)","hsl(265, 20%, 68%)","hsl(195, 39%, 56%)",3121450,False,DFE6D0,A22A64,9B72B6
Bright Smile,earth,stallion,"hsl(180, 76%, 59%)","hsl(048, 78%, 62%)","hsl(048, 71%, 57%)",3010327,False,E5D594,D8EDEE,A06484
Mail PonyBrilliant Service,earth,stallion,"hsl(50, 79%, 85%)","hsl(161, 63%, 38%)","hsl(201, 65%, 71%)",8080003,False,8BF9BA,C5C8A2,095340
Check Mate,earth,stallion,"hsl(255, 29%, 78%)","hsl(044, 28%, 49%)","hsl(076, 16%, 72%)",3021737,False,93746C,3D4F8F,AF0470
Crystal Beau,earth,stallion,"hsl(189, 31%, 87%)","hsl(193, 53%, 43%)","hsl(298, 11%, 51%)",3010342,False,DEAADF,B8D7B2,7FF0BB
Crystal Hoof,earth,colt,"hsl(187, 46%, 67%)","hsl(204, 32%, 31%)","hsl(181, 77%, 27%)",6161149,False,F6CE6A,6396B6,CA8BDA
Crystal Varado,earth,stallion,"hsl(351, 72%, 72%)","hsl(025, 82%, 81%)","hsl(348, 28%, 38%)",4240345,False,D9BF81,6C71C6,9D49A7
Dandy Brush,earth,mare,"hsl(297, 70%, 83%)","hsl(292, 35%, 88%)","hsl(304, 17%, 80%)",3120339,False,89C7E1,EEE7F3,35D0C3
Elbow Grease,earth,mare,"hsl(315, 50%, 71%)","hsl(280, 35%, 69%)","hsl(209, 28%, 65%)",3010342,False,F1F1F4,46CECB,B17139
Esmeralda,earth,mare,"hsl(128, 47%, 70%)","hsl(108, 10%, 55%)","hsl(139, 15%, 57%)",3021858,False,B99CD3,1AC1BE,DEF15F
Cream Crystal PonyFleur De Verre,earth,mare,"hsl(062, 36%, 82%)","hsl(323, 29%, 44%)","hsl(320, 17%, 55%)",3010327,False,C4BBF7,BCCDDC,B3E986
Indigo Crystal PonyGallic,earth,stallion,"hsl(215, 47%, 65%)","hsl(257, 33%, 36%)","hsl(144, 59%, 68%)",6010929,False,A9EE87,77DEEE,467E81
Golden Glitter,earth,mare,"hsl(064, 69%, 79%)","hsl(053, 52%, 65%)","hsl(054, 59%, 67%)",3120331,False,F8ABCF,697486,758CA9
Golden Hooves,earth,mare,"hsl(044, 77%, 81%)","hsl(164, 21%, 72%)","hsl(352, 26%, 65%)",3120441,False,A474F1,D7B442,9A8CD4
Orange Crystal PonyGolden Väs,earth,stallion,"hsl(32, 61%, 55%)","hsl(184, 49%, 45%)","hsl(203, 61%, 29%)",6010929,False,C6B276,2152A1,893B97
Golden Wheat,earth,mare,"hsl(064, 40%, 92%)","hsl(053, 47%, 82%)","hsl(192, 13%, 58%)",3120249,False,B8B2E6,F05196,E6A337
Honeysparkle,earth,mare,"hsl(079, 31%, 86%)","hsl(190, 31%, 68%)","hsl(180, 39%, 71%)",3120352,False,D883A5,F0903D,C5678A
Ivory Crystal PonyIvory Rook,earth,stallion,"hsl(048, 61%, 74%)","hsl(204, 69%, 45%)","hsl(197, 47%, 60%)",3010327,False,F7FFBD,63CFAD,38F0C2
Jade,earth,mare,"hsl(146, 90%, 76%)","hsl(331, 59%, 40%)","hsl(193, 37%, 55%)",3020301,False,F9EEA4,EF9E25,D85AAC
Jaded Jasper,earth,stallion,"hsl(012, 15%, 50%)","hsl(183, 38%, 89%)","hsl(075, 6%, 41%)",3020318,False,D9F5C1,66E1D9,A7ACAE
Lilac Luster,earth,mare,"hsl(299, 45%, 77%)","hsl(065, 26%, 71%)","hsl(166, 11%, 64%)",3120332,False,F8EBA0,955F4B,A38BB6
Mustache Crystal PonyMustafa Combe,earth,stallion,"hsl(43, 89%, 69%)","hsl(227, 40%, 40%)","hsl(225, 49%, 46%)",6020340,False,F1F99F,B0F000,C2B1CD
Neighls Bohr,earth,stallion,"hsl(042, 54%, 68%)","hsl(109, 32%, 77%)","hsl(132, 11%, 64%)",4241121,False,F3F2AF,9D3470,FFFFFF
Night Knight,earth,stallion,"hsl(198, 60%, 71%)","hsl(203, 36%, 55%)","hsl(045, 44%, 44%)",3010342,False,F0F2D4,7C7AAE,CF7D54
Periwinkle Pace,earth,stallion,"hsl(240, 11%, 95%)","hsl(237, 44%, 60%)","hsl(289, 33%, 48%)",3121414,False,F09A84,AE93A7,ADE1C9
Purple Polish,earth,mare,"hsl(271, 39%, 72%)","hsl(275, 33%, 93%)","hsl(209, 28%, 65%)",3020517,False,E0D7B2,7F7B9D,8A41BE
Rapid Rush,earth,mare,"hsl(249, 79%, 85%)","hsl(179, 58%, 54%)","hsl(319, 34%, 48%)",3121412,False,9BB4DF,D7A8B5,7A359C
Rooks Rampart,earth,stallion,"hsl(100, 75%, 73%)","hsl(179, 76%, 43%)","hsl(196, 61%, 44%)",3020536,False,9177C5,B36BB2,5BD133
Rose Quartz,earth,mare,"hsl(332, 84%, 82%)","hsl(209, 31%, 80%)","hsl(196, 16%, 74%)",3120343,False,D0C9E8,BA5E91,C0C369
Rubinstein,earth,stallion,"hsl(263, 82%, 70%)","hsl(188, 78%, 70%)","hsl(187, 44%, 45%)",3010342,False,F2A691,7E5EBA,3CC369
Sand Arrow,earth,stallion,"hsl(045, 41%, 62%)","hsl(219, 12%, 47%)","hsl(276, 32%, 58%)",3011942,False,D2B6E2,5BB3A2,D8C141
Sapphire Joy,earth,mare,"hsl(247, 51%, 80%)","hsl(046, 65%, 55%)","hsl(328, 24%, 51%)",3010327,False,F6B1DD,788CDE,C2386D
Sapphire Rose,earth,mare,"hsl(336, 52%, 68%)","hsl(217, 66%, 38%)","hsl(165, 80%, 18%)",3020536,False,FCFFCC,68A4B1,E4CF86
Yellow Crystal PonyScarlet Heart,earth,mare,"hsl(67, 100%, 87%)","hsl(334, 84%, 63%)","hsl(322, 96%, 35%)",6011142,False,FBFCF3,A897D8,FFFFFF
Pin PonyScouts Honor,earth,stallion,"hsl(52, 88%, 81%)","hsl(28, 86%, 59%)","hsl(152, 79%, 72%)",6020340,False,CCE7EA,B6BBCE,7A359C
Green Crystal PonySilver Medal,earth,stallion,"hsl(93, 73%, 86%)","hsl(161, 53%, 60%)","hsl(288, 51%, 70%)",6010929,False,EBF2F4,CF44A5,E5BB52
Sugar Glass,earth,stallion,"hsl(051, 86%, 80%)","hsl(036, 86%, 54%)","hsl(294, 39%, 47%)",3120241,False,C9E4E3,3EA891,FFFFFF
Sunshine Splash,earth,mare,"hsl(065, 88%, 80%)","hsl(176, 67%, 64%)","hsl(175, 62%, 51%)",3121413,False,CCFFE4,FF8E14,8ECFE6
Take Off,earth,stallion,"hsl(59, 74%, 82%)","hsl(16, 33%, 44%)","hsl(28, 51%, 46%)",6010929,False,C4FDFC,FE983E,6A90D2
Toastie,earth,mare,"hsl(064, 54%, 89%)","hsl(076, 100%, 47%)","hsl(068, 84%, 66%)",3121414,False,FFE852,1C184E,F16FB0
Verity Lucky,earth,mare,"hsl(12, 78%, 73%)","hsl(326, 50%, 41%)","hsl(93, 69%, 72%)",6011336,False,FEFAF6,FFD261,6E89C9
Winnow Wind,earth,mare,"hsl(048, 43%, 79%)","hsl(242, 24%, 58%)","hsl(183, 30%, 39%)",3021347,False,F1F0FA,70CDF5,68C6E8
