id,title,type,author_name,image_url,date,month,week_start
ZCspC,California leads on electric vehicles,d3-maps-choropleth,Stiles,//img.datawrapper.de/ksTqI/ad6c0c28fb48c763a54843146f33d18b/full.png,2022-08-24,August,2022-08-22
ksTqI,California still fueled by gas,d3-bars,Stiles,//img.datawrapper.de/Q91BW/5ea61e53e0b6b3c100f337a7591f387e/full.png,2022-08-24,August,2022-08-22
iSNsf,School book bans by state,d3-maps-choropleth,Deen,//img.datawrapper.de/PdsBn/46639260a01abb52d2db1e82629d27b5/full.png,2022-08-23,August,2022-08-22
Q91BW,Dining out vs. eating at home,d3-lines,Deen,//img.datawrapper.de/zXfEf/4daf2cfeee1967898e5c084b2e1cdec1/full.png,2022-08-23,August,2022-08-22
PdsBn,Percent change in CPI for food,d3-lines,Deen,//img.datawrapper.de/A5jS1/5535716089c901a50952c0ab3b0c6e45/full.png,2022-08-23,August,2022-08-22
zXfEf,Polio vaccination worldwide,d3-maps-choropleth,Matthews,//img.datawrapper.de/o2ZUA/002c5fb696e74e3563a37578c1fb82d4/full.png,2022-08-19,August,2022-08-15
A5jS1,New York polio vaccination rates,d3-maps-choropleth,Matthews,//img.datawrapper.de/5Xj8o/3e42b6dd290a36231e3d8ae9376e8a33/full.png,2022-08-19,August,2022-08-15
o2ZUA,Germans support Ukraine despite gas prices,d3-bars,Matthews,//img.datawrapper.de/k5Euz/6d65b08ff5d40afcd65ad7b3b5b7af18/full.png,2022-08-17,August,2022-08-15
5Xj8o,Gas trade from Russia to Germany,d3-lines,Matthews,//img.datawrapper.de/PYeCO/64bdb8081d70cf5237c7a2a279f7bcbd/full.png,2022-08-17,August,2022-08-15
k5Euz,German gas storage over time,d3-area,Matthews,//img.datawrapper.de/w5BFQ/06ecd4513f9f4987057842e404f4cd88/full.png,2022-08-17,August,2022-08-15
LUeJq,More guns found by TSA,column-chart,Deen,//img.datawrapper.de/fKWir/cce7ac85932d2200ad3f0cf1a6815658/full.png,2022-08-17,August,2022-08-15
geVVU,Crude oil below $100 per barrel,d3-lines,Deen,//img.datawrapper.de/qgnQ4/8465ce82f9d023db81f8f92b94880033/full.png,2022-08-17,August,2022-08-15
PYeCO,Price of gas per gallon drops,d3-lines,Deen,//img.datawrapper.de/Wg070/9c45fd61be06f94c4e51aa4beeb267a5/full.png,2022-08-17,August,2022-08-15
w5BFQ,Wind turbine and electric vehicle factories,d3-multiple-donuts,Deen,//img.datawrapper.de/tWOs5/3ea7631b144de6d6fbe6f3dc24830c5b/full.png,2022-08-16,August,2022-08-15
fKWir,Hong Kong's population is declining,column-chart,Deen,//img.datawrapper.de/dJsO1/ebc01aecbd364ffab7fd35538a3b8d86/full.png,2022-08-12,August,2022-08-08
qgnQ4,Global monkeypox cases,d3-maps-choropleth,Stiles,//img.datawrapper.de/dU7Cs/38b95369e0de63517f6d591ce9b17661/full.png,2022-08-11,August,2022-08-08
Wg070,Teens aren't using Facebook anymore,d3-lines,Deen,//img.datawrapper.de/52ntX/5f106d81f6fd615cb51077df6a401cf1/full.png,2022-08-11,August,2022-08-08
tWOs5,Global air conditioning stock,d3-area,Deen,//img.datawrapper.de/qBn73/8c10b812a1d2cf271c631f593b2a1270/full.png,2022-08-09,August,2022-08-08
IF3IP,Serena Williams' dominance,column-chart,Stiles,//img.datawrapper.de/NtZsP/b9c4a6d1702ee7f3fa2e968df5c58678/full.png,2022-08-09,August,2022-08-08
QWrAO,Taiwan leads global chip manufacturing,d3-bars-stacked,Deen,//img.datawrapper.de/MMAU0/045812fdad4c6229cc036957eaba98b2/full.png,2022-08-08,August,2022-08-08
dJsO1,Out-of-pocket insulin costs,d3-bars,Stiles,//img.datawrapper.de/Lm6MM/a0d3979a3abd98c48a329f67f2f69b21/full.png,2022-08-08,August,2022-08-08
c1eMJ,Global wafer fabrication capacity by region,d3-bars,Deen,//img.datawrapper.de/VBQeE/151bf0dcceda26a75cf929899c8b093c/full.png,2022-08-05,August,2022-08-01
dU7Cs,U.S. monkeypox trend,d3-lines,Stiles,//img.datawrapper.de/L85Lw/96d5a96af524c7ad18398b177f4bd35c/full.png,2022-08-04,August,2022-08-01
L9I5i,"Monkeypox case rate, by state",d3-maps-choropleth,Stiles,//img.datawrapper.de/8BhRJ/7c5519132dbbcf0db5388dc1c86c4c07/full.png,2022-08-04,August,2022-08-01
52ntX,The last century's most pro-business Supreme Court,d3-scatter-plot,Deen,//img.datawrapper.de/5sK7A/73cd4660be4341ca587c603bf7f2ea8e/full.png,2022-08-04,August,2022-08-01
qBn73,Active nuclear power plants in Ukraine,locator-map,Stiles,//img.datawrapper.de/l0iDu/e0f76cf3aab7d700f46de49f42988d90/full.png,2022-08-04,August,2022-08-01
NtZsP,"Carbon emissions per capita, by country",d3-maps-choropleth,Stiles,//img.datawrapper.de/Xod6B/a9d24b7ba517c41a5e14e929bb7361de/full.png,2022-08-03,August,2022-08-01
MMAU0,Emissions inequality,stacked-column-chart,Stiles,//img.datawrapper.de/FloMV/9a7d6790ac059c1e70f84ab2331dbe37/full.png,2022-08-03,August,2022-08-01
Lm6MM,China plans military exercises after Pelosi's Taiwan trip,locator-map,Deen,//img.datawrapper.de/FZBFr/387123a8c77acde9505f55dabf049a7b/full.png,2022-08-02,August,2022-08-01
VBQeE,"Top issues for midterms, by party",d3-range-plot,Matthews,//img.datawrapper.de/AXOgP/74eae58023dc3f6cee855f94fc3170bd/full.png,2022-08-02,August,2022-08-01
L85Lw,Most people disapproved of the Roe reversal,d3-bars-grouped,Matthews,//img.datawrapper.de/HTY9Y/3b7ff68766d0a4caafcb387dae50af4b/full.png,2022-08-02,August,2022-08-01
8BhRJ,More people support state abortion protections than state abortion bans,d3-bars-grouped,Matthews,//img.datawrapper.de/SJqtG/1ec571928b0b94734cbafe893aff8280/full.png,2022-08-02,August,2022-08-01
5sK7A,Which voters were mobilized by the Dobbs decision?,d3-arrow-plot,Matthews,//img.datawrapper.de/0aZNU/87e0d9bdeeed6fc4f646cf820e0138b9/full.png,2022-08-02,August,2022-08-01
l0iDu,States with pre-viability abortion bans,d3-maps-choropleth,Matthews,//img.datawrapper.de/0VaXu/83f7dfb8b028f74e3e0a121bb689335e/full.png,2022-08-02,August,2022-08-01
Xod6B,How common is friendship across class?,d3-maps-choropleth,Deen,//img.datawrapper.de/yqtPX/cfd38deba1acdde8bfc93ea4d07072d8/full.png,2022-08-01,August,2022-08-01
FloMV,China is renegotiating overseas loans,column-chart,Deen,//img.datawrapper.de/FAbK2/f0c2b62dca4095ffaebd5a4776467d7c/full.png,2022-08-01,August,2022-08-01
FZBFr,Where do former FDA employees work?,d3-bars,Deen,//img.datawrapper.de/X3Pt1/94caecafdcdf5c5c7c6ab126341f68c7/full.png,2022-07-27,July,2022-07-25
AXOgP,Victory funds,column-chart,Stiles,//img.datawrapper.de/Zt4XV/b25e578344030894d557e10ab460d6d8/full.png,2022-07-27,July,2022-07-25
HTY9Y,Interest rate on 72-month new auto loans,d3-lines,Deen,//img.datawrapper.de/1zSPo/30c0b5cefa3aef5652a79f2c56fd91e8/full.png,2022-07-26,July,2022-07-25
SJqtG,Small donations fuel QAnon candidates,d3-bars-stacked,Stiles,//img.datawrapper.de/EmzWN/390186e156786a5d143ff81896a8c951/full.png,2022-07-26,July,2022-07-25
0aZNU,Consumer Price Index for cars and trucks,d3-lines,Deen,//img.datawrapper.de/5CinN/526fa82b5e8caba947661f99f1c11695/full.png,2022-07-25,July,2022-07-25
0VaXu,Monkeypox outbreak by state,d3-maps-choropleth,Deen,//img.datawrapper.de/NuP0t/16ef4c8d7889116262c21464222b6364/full.png,2022-07-25,July,2022-07-25
yqtPX,Lake Mead's receding water level,d3-lines,Deen,//img.datawrapper.de/mv1TK/0c7b79fd611298891e56f589ddde5b1c/full.png,2022-07-25,July,2022-07-25
FAbK2,Inequality differs by nation,d3-bars,Stiles,//img.datawrapper.de/1wMcq/b8c3ba591e6d958ac27caf55ac8b7818/full.png,2022-07-23,July,2022-07-18
HKEyq,Shifting perceptions of the Supreme Court,d3-bars-stacked,Stiles,//img.datawrapper.de/7h9zQ/73325874b20a7a0a3eabeba212368cd5/full.png,2022-07-22,July,2022-07-18
X3Pt1,Supreme Court approval drops,d3-lines,Stiles,//img.datawrapper.de/kpGZa/17ac0be0348a86a931d383dd32548941/full.png,2022-07-22,July,2022-07-18
Zt4XV,Diverging price measures,d3-lines,Stiles,//img.datawrapper.de/Qgkcp/fea587114bc1aecd97c05614a88c7246/full.png,2022-07-21,July,2022-07-18
1zSPo,Covid's disproportional impact,d3-bars-bullet,Stiles,//img.datawrapper.de/5K6dV/0980c4c0ed4d8486d02a6a8e338e0e57/full.png,2022-07-21,July,2022-07-18
EmzWN,Vaccine impact,d3-lines,Stiles,//img.datawrapper.de/Pj0Du/71cf090bcae8bbdd615413e2ee84e0f8/full.png,2022-07-21,July,2022-07-18
5CinN,Housing construction starting to slow,d3-lines,Matthews,//img.datawrapper.de/7PSLV/483f65d6086a594c03a6216ed54c84f8/full.png,2022-07-21,July,2022-07-18
NuP0t,Inflation expectation,d3-lines,Stiles,//img.datawrapper.de/gpBTd/218fc5eb91513338cead38fd703ac878/full.png,2022-07-21,July,2022-07-18
mv1TK,"Rents going up, could slow soon?",d3-lines,Matthews,//img.datawrapper.de/FIRk3/48147c4b6791d44068bdb2fa21427a11/full.png,2022-07-20,July,2022-07-18
1wMcq,Most abortion bans don't make exceptions for rape-related pregnancy,d3-maps-choropleth,Matthews,//img.datawrapper.de/J5UsK/f5da2d6515d3e69b939924c59093a51f/full.png,2022-07-20,July,2022-07-18
P4vbU,Inflation outlook,d3-lines,Stiles,//img.datawrapper.de/EOvAr/cf02e5af55d38729be1bc3a80b382558/full.png,2022-07-20,July,2022-07-18
7h9zQ,Employment situation,column-chart,Stiles,//img.datawrapper.de/Gfc2s/c867db7a86613e658fb0932d7f9a9498/full.png,2022-07-20,July,2022-07-18
kpGZa,Unemployment claims,column-chart,Stiles,//img.datawrapper.de/cqLqV/fa596e971da1d8fbcb8ec46ce985bea7/full.png,2022-07-20,July,2022-07-18
Qgkcp,"2022 temperatures, in context",column-chart,Stiles,//img.datawrapper.de/kEJrD/2b20e4b6ef8c3ae0d42ddae31105c226/full.png,2022-07-19,July,2022-07-18
5K6dV,"Hot, but not the hottest",d3-lines,Stiles,//img.datawrapper.de/Rfaj6/baf3e1023adf3ad5f11ee50bfb7eb7cf/full.png,2022-07-19,July,2022-07-18
Pj0Du,Chinese youth face worse unemployment than their peers internationally,d3-bars,Matthews,//img.datawrapper.de/FLlpI/8603c49db4830436fdd053e2ae4e8f86/full.png,2022-07-13,July,2022-07-11
7PSLV,Nearly one-fifth of young Chinese people are unemployed,d3-lines,Matthews,//img.datawrapper.de/UzPZn/a9c56b5d0ccca5362f13d4114756e893/full.png,2022-07-13,July,2022-07-11
gpBTd,Non-housing debt balance,d3-area,Deen,//img.datawrapper.de/VUPYc/de84efe01c56d06219a1a9c238276107/full.png,2022-07-13,July,2022-07-11
FIRk3,China's aging population,d3-area,Deen,//img.datawrapper.de/Ypy9N/fa39c2ee92533b461d68f3aa27901e0d/full.png,2022-07-11,July,2022-07-11
J5UsK,China's declining workforce,d3-lines,Deen,//img.datawrapper.de/ArOjZ/288dd411b35f37b96e645a116eb77a0d/full.png,2022-07-11,July,2022-07-11
EOvAr,China's converging birth and death rates,d3-lines,Deen,//img.datawrapper.de/k0MW2/c0419864d60cbe5574d283ed45c41ea6/full.png,2022-07-11,July,2022-07-11
Gfc2s,India to become most populous country,d3-lines,Deen,//img.datawrapper.de/cxSRl/aa7c67102c7ec032e6ac836047caac08/full.png,2022-07-11,July,2022-07-11
cqLqV,"Gun deaths, compared",d3-lines,Stiles,//img.datawrapper.de/cnNQV/a24653721496fd9c10661ed0e4bff03e/full.png,2022-07-08,July,2022-07-04
kEJrD,Ben Wallace is a Conservative Party favorite,d3-bars,Deen,//img.datawrapper.de/SYpca/698319670c4441ab4cdd9dd3a4d06473/full.png,2022-07-07,July,2022-07-04
Rfaj6,Britons lack confidence in government,d3-lines,Stiles,//img.datawrapper.de/wJgnZ/1521773beedc12172c03078a83d7c512/full.png,2022-07-07,July,2022-07-04
FLlpI,Total acres burned per year in Alaska,d3-lines,Deen,//img.datawrapper.de/k83Bi/fde8e8c483d1c052929de80cfa0f2658/full.png,2022-07-05,July,2022-07-04
UzPZn,Alaska wildfire history,locator-map,Stiles,//img.datawrapper.de/2adxt/14922caf3635ed2e1543a59977c88cab/full.png,2022-07-05,July,2022-07-04
VUPYc,Historic fires in western Alaska,column-chart,Stiles,//img.datawrapper.de/YZ0jM/d1c9a68f1d93f83b736d82dcd2d49541/full.png,2022-07-05,July,2022-07-04
lBZLx,Has American culture changed for the better?,d3-lines,Deen,//img.datawrapper.de/DAdaW/35e8c790550e085d6fd03d9e96d96169/full.png,2022-06-30,June,2022-06-27
Ypy9N,More inclusive views of American identity,d3-arrow-plot,Deen,//img.datawrapper.de/s5Ovw/5822a52a58ba8a0e54c92448e02e8d0f/full.png,2022-06-30,June,2022-06-27
ArOjZ,Older generations have stronger views of national identity,d3-dot-plot,Deen,//img.datawrapper.de/ar0Vh/3826dbfc601819449da561339f2f069c/full.png,2022-06-30,June,2022-06-27
k0MW2,Idle hands,d3-bars-bullet,Stiles,//img.datawrapper.de/a3yWV/1b7d5925739d335821b8534677841e5e/full.png,2022-06-29,June,2022-06-27
cxSRl,Traits associated with being American,d3-bars-grouped,Deen,//img.datawrapper.de/xIzhm/51d76ac7694bc341067bca87bfbde10b/full.png,2022-06-28,June,2022-06-27
cnNQV,Jan. 6 hearings spark interest,d3-area,Stiles,//img.datawrapper.de/4jFvl/4bc06b8d224069be0cbd67aaa3e6ce5d/full.png,2022-06-28,June,2022-06-27
SYpca,China's human rights policies are an issue,d3-bars-stacked,Deen,//img.datawrapper.de/7MF9g/c984414c1210cae08ea01c820ba718c1/full.png,2022-06-28,June,2022-06-27
wJgnZ,Low confidence in President Xi Jinping,d3-bars-stacked,Deen,//img.datawrapper.de/os5tz/e5440bf97630641e9a22e0db80cdf387/full.png,2022-06-28,June,2022-06-27
k83Bi,Unfavorable views of China by country,d3-bars,Deen,//img.datawrapper.de/vWNfG/cb6fce2f4e14c892acccc50c179bd9a3/full.png,2022-06-28,June,2022-06-27
2adxt,Maternal mortality rising in the U.S.,d3-lines,Matthews,//img.datawrapper.de/eKPt1/8e720fd249b127a136cbe5becea792c7/full.png,2022-06-24,June,2022-06-20
YZ0jM,Maternal mortality worldwide,d3-maps-choropleth,Matthews,//img.datawrapper.de/kFELJ/9370b3037280e4ef91afa4c673f6a510/full.png,2022-06-24,June,2022-06-20
DAdaW,Abortion rights worldwide,d3-maps-choropleth,Matthews,//img.datawrapper.de/KG54R/0cd58c60b89ac14b7266b1f85a3c5b9d/full.png,2022-06-24,June,2022-06-20
s5Ovw,Retail sales of e-cigarettes by flavor,d3-area,Deen,//img.datawrapper.de/amEov/84fd289bffa081782870fc42c9e83b99/full.png,2022-06-24,June,2022-06-20
ar0Vh,E-cigarette use dips among high schoolers,d3-lines,Deen,//img.datawrapper.de/VuQUa/6ec8f315293918d5719ccc4159a81612/full.png,2022-06-23,June,2022-06-20
THCUC,States likely to ban abortion,d3-maps-choropleth,Matthews,//img.datawrapper.de/GvLQ7/077f5ebc4ea35cc01a7ac8a0f340e46f/full.png,2022-06-23,June,2022-06-20
a3yWV,States with abortion bans on the books,d3-maps-choropleth,Matthews,//img.datawrapper.de/1cAtf/460788fc55ce86b52804dc11aaa51cb5/full.png,2022-06-23,June,2022-06-20
T7G8Y,"States with ""trigger"" abortion bans",d3-maps-choropleth,Matthews,//img.datawrapper.de/gpy5L/c47785160a2d6b55ff78b0d6b0a1c8fa/full.png,2022-06-23,June,2022-06-20
IbMeb,Xinjiang exports,d3-maps-choropleth,Stiles,//img.datawrapper.de/blQ4A/167aa365eb3662a14553a67e832b6984/full.png,2022-06-23,June,2022-06-20
6rj24,Adolescent mental health deteriorated during the pandemic,d3-lines,Matthews,//img.datawrapper.de/rDSfE/5f7a532e4ce5e94bc2431eb1d2310bb0/full.png,2022-06-22,June,2022-06-20
nCpA9,U.S. kids experience more depression,d3-bars-grouped,Matthews,//img.datawrapper.de/JOqw6/0aaf95db1d63a2efb638d8a5ed212563/full.png,2022-06-22,June,2022-06-20
xIzhm,Crypto lobbying spending soars,d3-bars,Deen,//img.datawrapper.de/jQp5Z/e855a83d9f8f020ed56c705f440a3eaf/full.png,2022-06-21,June,2022-06-20
jxw5a,"Suicides per 100,000 children 0-18",d3-lines,Matthews,//img.datawrapper.de/RElP4/0626cc4a1bc47dfd680d81a6837c8789/full.png,2022-06-17,June,2022-06-13
4jFvl,Goodbye to Internet Explorer,d3-area,Deen,//img.datawrapper.de/FSmMl/469fa3a0c7bef485d939adf154d029c5/full.png,2022-06-16,June,2022-06-13
7MF9g,Mental health provider deserts,d3-maps-choropleth,Matthews,//img.datawrapper.de/U7vrt/0708daa5a63ce1d3ce94c554bb550568/full.png,2022-06-16,June,2022-06-13
os5tz,Televised viewership of political events,d3-bars,Deen,//img.datawrapper.de/Wcptq/39eba960f946f33e032f7771f05ef38d/full.png,2022-06-14,June,2022-06-13
vWNfG,Jan. 6 hearing viewership by age,d3-bars-stacked,Deen,//img.datawrapper.de/bQbwv/df0cb66d87ffad70e3aead51f1137d5d/full.png,2022-06-14,June,2022-06-13
eKPt1,Media coverage of Ukraine wanes,d3-lines,Deen,//img.datawrapper.de/JUIFS/a2e417668eeb2d9e213d57544a1984e3/full.png,2022-06-10,June,2022-06-06
kFELJ,Public engagement with Ukraine falls,d3-lines,Deen,//img.datawrapper.de/J6Qtx/5deb0c92f1aa367d96c15bfee0bea66f/full.png,2022-06-10,June,2022-06-06
zKg5B,Ukraine's Black Sea coast,locator-map,Stiles,//img.datawrapper.de/3Z2JN/cda54cbddb301d079a9fd721a1d4daeb/full.png,2022-06-09,June,2022-06-06
KG54R,Proud Boys at political events since 2020,stacked-column-chart,Deen,//img.datawrapper.de/J4kV9/3f7b47e0f4a46929b3d37ca4d830d48a/full.png,2022-06-09,June,2022-06-06
amEov,Year-on-year change in China's retail sales,column-chart,Deen,//img.datawrapper.de/J6vg7/31aed009cea5f096be5eb696115b4b6b/full.png,2022-06-06,June,2022-06-06
VuQUa,China's retail sales by sector in April,d3-bars,Deen,//img.datawrapper.de/KJ9Cf/bc985b9de8d0a6b247cb83495348439c/full.png,2022-06-06,June,2022-06-06
GvLQ7,Reported crypto losses by fraud type,d3-bars,Deen,//img.datawrapper.de/e4WiI/ed66953a794373ca2713f72eca872534/full.png,2022-06-06,June,2022-06-06
1cAtf,U.S. violent crime trends,d3-lines,Matthews,//img.datawrapper.de/T4IMU/02f4f775ed4b5b94f83552e30c4143c0/full.png,2022-06-03,June,2022-05-30
gpy5L,Mass shootings by state,d3-maps-choropleth,Stiles,//img.datawrapper.de/bD9Vo/1da16decf59ea169e181a6367be32a7f/full.png,2022-06-02,June,2022-05-30
blQ4A,Crime changes,d3-bars,Matthews,//img.datawrapper.de/uk7QC/478e2b1c608d74a1082b09cb04081ae9/full.png,2022-06-02,June,2022-05-30
rDSfE,Crime changes,d3-bars,Matthews,//img.datawrapper.de/VWLgV/3d80d7a79961b107c3d6d88be39f843c/full.png,2022-06-02,June,2022-05-30
JOqw6,Californians increasingly say violence and street crime is a big problem,d3-arrow-plot,Deen,//img.datawrapper.de/5v05m/76ad04443138c1fb16704b57cfd36ad1/full.png,2022-06-02,June,2022-05-30
jQp5Z,Who is the most concerned about crime?,d3-bars,Matthews,//img.datawrapper.de/i0EKf/d6fd27ae115d567ebbdd001f2a986050/full.png,2022-06-02,June,2022-05-30
FHI7U,Northward migration,locator-map,Stiles,//img.datawrapper.de/vofTY/b971fd58261f915c349ec5cc9202023f/full.png,2022-06-01,June,2022-05-30
RElP4,'Brain-eating amoeba' cases,column-chart,Stiles,//img.datawrapper.de/S1tZx/2ac05d945e3bf78870c425b1c52ff054/full.png,2022-06-01,June,2022-05-30
FSmMl,Concerns about crime are growing,d3-lines,Matthews,//img.datawrapper.de/FWA6d/f82584191b97adc6719176a813a2ca28/full.png,2022-05-31,May,2022-05-30
U7vrt,Emerald ash borer devastating ash trees,d3-maps-choropleth,Deen,//img.datawrapper.de/zmu8e/9fd0754adf9e682665777148d3b78573/full.png,2022-05-31,May,2022-05-30
Wcptq,Americans' evolving attitudes on guns,d3-lines,Stiles,//img.datawrapper.de/TQHo0/ce24d9d0fb7ca7f78ea0aea8ff703c3f/full.png,2022-05-26,May,2022-05-23
bQbwv,Causes of death for children and teens,d3-lines,Matthews,//img.datawrapper.de/JnOy7/591cfc04526107c0214206ed837d73e1/full.png,2022-05-26,May,2022-05-23
dbCQM,Who owns nuclear weapons?,tables,Deen,//img.datawrapper.de/Jwt7a/21dee4160facabce06a7468246bca758/full.png,2022-05-25,May,2022-05-23
JUIFS,Who is buying guns?,d3-dot-plot,Deen,//img.datawrapper.de/QY66D/9e33d00c6e6e79d9d33f1987d2ffc45f/full.png,2022-05-25,May,2022-05-23
J6Qtx,How many guns do U.S. adults own?,d3-dot-plot,Deen,//img.datawrapper.de/JJV59/64babbcd645f554e3165e264aa4c2204/full.png,2022-05-25,May,2022-05-23
3Z2JN,Gas prices have spiked since late 2020,d3-lines,Matthews,//img.datawrapper.de/0lrPn/194d5c949bf06e29f7d801af19845415/full.png,2022-05-25,May,2022-05-23
J4kV9,Children killed in shootings each year,column-chart,Deen,//img.datawrapper.de/wKP7v/4d1d00f5aac08c04f9452658800aae82/full.png,2022-05-24,May,2022-05-23
CInlD,Guns on the rise,d3-lines,Stiles,//img.datawrapper.de/h5saW/c00b29c62621ea1d66d574707da256a7/full.png,2022-05-24,May,2022-05-23
J6vg7,Percent of adults who own guns,d3-bars-stacked,Deen,//img.datawrapper.de/yi9Bh/e9432b1bb03e821baa329b39219b9a2d/full.png,2022-05-24,May,2022-05-23
KJ9Cf,Shootings and children,d3-maps-choropleth,Stiles,//img.datawrapper.de/vdkPO/202797063b0c0f23817da26ece364c14/full.png,2022-05-24,May,2022-05-23
e4WiI,Ukraine's Black Sea coast,locator-map,Deen,//img.datawrapper.de/42KNC/3abb046e409119d1f443219900ab30e7/full.png,2022-05-24,May,2022-05-23
kcqe3,Opinions split on 'replacement',d3-bars-stacked,Stiles,//img.datawrapper.de/GNUBa/dc7e83d2ac68b5baffc4d0e7b42e5d07/full.png,2022-05-16,May,2022-05-16
T4IMU,Primary timeline,d3-scatter-plot,Stiles,//img.datawrapper.de/DbaFL/54cbcc44d61084006c2bc71845018668/full.png,2022-05-14,May,2022-05-09
bD9Vo,Primary calendar still unfolding,d3-bars,Stiles,//img.datawrapper.de/w0kz6/6d2fd74b0ea33dbcc04fc0e71545a3e5/full.png,2022-05-13,May,2022-05-09
uk7QC,Turning point in Pennsylvania? ,d3-lines,Stiles,//img.datawrapper.de/JINx2/6b3340b631b01c09404c9619b9e38785/full.png,2022-05-12,May,2022-05-09
VWLgV,Turning point in Ohio?,d3-lines,Stiles,//img.datawrapper.de/vaZ7Y/a09a098c3bd90bf3ee9d903e7eee2cc6/full.png,2022-05-12,May,2022-05-09
oFO0h,Trump's endorsement calendar,tables,Stiles,//img.datawrapper.de/TPbpi/220bbc7d023b135e530949b83c940543/full.png,2022-05-12,May,2022-05-09
5v05m,Oracle's big spending on influence,d3-bars,Deen,//img.datawrapper.de/bJsru/43a366c814cb0b9293471c76c94d4db3/full.png,2022-05-12,May,2022-05-09
i0EKf,Middle schoolers who report having asthma,d3-maps-choropleth,Deen,//img.datawrapper.de/4VBC3/c810141bfd8831315cbba1f155d29774/full.png,2022-05-11,May,2022-05-09
vofTY,Russia's revenue from oil and gas in rubles,d3-bars-grouped,Deen,//img.datawrapper.de/GUvTF/ac368fcb02e57b3f67ea1fa2ee14dd6c/full.png,2022-05-11,May,2022-05-09
S1tZx,Value of Russian ruble rebounds,d3-lines,Deen,//img.datawrapper.de/FBKsn/30cd9f98c1300627e43c0de96c841d1f/full.png,2022-05-11,May,2022-05-09
FWA6d,Percent change in Consumer Price Index and wage growth,d3-lines,Deen,//img.datawrapper.de/ymIeN/ac0e6c66535aeb2b1e9a15e6aa60137a/full.png,2022-05-10,May,2022-05-09
zmu8e,Sites participating in long covid study,d3-maps-choropleth,Deen,//img.datawrapper.de/WvoD4/b84b1d82c83c98215342f49cc951fcb4/full.png,2022-05-06,May,2022-05-02
qKmn3,Most women in Congress who tweeted about Roe v. Wade were Democrats,d3-bars-stacked,Deen,//img.datawrapper.de/sOh9W/53b7bf11496a7c843340a4b0c62b1a40/full.png,2022-05-06,May,2022-05-02
cs3oF,Abortion training for doctors,d3-maps-symbols,Matthews,//img.datawrapper.de/3V4Ca/00810ebcde6c9843badd4630a3aa7a93/full.png,2022-05-06,May,2022-05-02
8JdI1,Republicans in Congress more focused on opinion leak,d3-bars-split,Deen,//img.datawrapper.de/CXQeJ/8185ac0a48597c17839718d3204ef180/full.png,2022-05-05,May,2022-05-02
TQHo0,White evangelical Protestants more likely to deny existence of systemic racism,d3-bars-stacked,Deen,//img.datawrapper.de/3YHm0/50e7d4719e0eade029fc284222be937d/full.png,2022-05-05,May,2022-05-02
JnOy7,White evangelical Protestants more likely to oppose same-sex marriage,d3-bars-stacked,Deen,//img.datawrapper.de/cs0Gm/d16077fb33f1ee20baffcad8ca6f264b/full.png,2022-05-05,May,2022-05-02
6IyVa,White evangelical Protestants more likely to be nostalgic for the 1950s,d3-bars-stacked,Deen,//img.datawrapper.de/2g4ZR/04b20d66a824a7a2596e6adac2af6d6a/full.png,2022-05-05,May,2022-05-02
Jwt7a,Majority of white evangelical Protestants say abortion should be illegal in most or all cases,d3-bars-stacked,Deen,//img.datawrapper.de/Q2v75/064e74d2714ee4f5902cbaf2e4697966/full.png,2022-05-04,May,2022-05-02
QY66D,Majority of white evangelical Protestants favor overturning Roe v. Wade,d3-bars-stacked,Deen,//img.datawrapper.de/SyiGa/4bfc77f18e7fb1e9256be8f0cbfc3084/full.png,2022-05-04,May,2022-05-02
dPNsC,Medication abortions on the rise,d3-bars-stacked,Matthews,//img.datawrapper.de/eX4IJ/7302212025bc896912f90fa02f5b334d/full.png,2022-05-04,May,2022-05-02
JJV59,In-person visits required for medication abortions,d3-maps-choropleth,Matthews,//img.datawrapper.de/8o5Z6/ff22174527618c10187685b7464f0555/full.png,2022-05-04,May,2022-05-02
0lrPn,,locator-map,Matthews,//img.datawrapper.de/1daCt/15c02e35bc2a6beab9b055d3da3d1af4/full.png,2022-05-02,May,2022-05-02
wKP7v,Mysterious incidents on Russian soil,locator-map,Stiles,//img.datawrapper.de/fl35Z/a5398c23983c34edfcabd3aff729d893/full.png,2022-05-02,May,2022-05-02
h5saW,Transnistria,locator-map,Stiles,//img.datawrapper.de/y01l7/83f244e9e2eb14e596fd367c227fd1eb/full.png,2022-05-02,May,2022-05-02
yi9Bh,The talk of Twitter,d3-area,Stiles,//img.datawrapper.de/r3GJu/99ac40ca19c2293a85abdb1f3e6e2bf6/full.png,2022-05-01,May,2022-04-25
vdkPO,Tesla revenue from regulatory credit sales,column-chart,Matthews,//img.datawrapper.de/0gr4v/5df1ed6bc1643e60dae7b2c9b1347b33/full.png,2022-04-29,April,2022-04-25
42KNC,School districts requiring facilities updates or replacements in at least half of schools,d3-bars,Deen,//img.datawrapper.de/rk9fw/a7684101c68af25dd93e631f600eb477/full.png,2022-04-29,April,2022-04-25
