,flight_id,aircraft_id,reg,equip,callsign,flight,schd_from,schd_to,real_to,reserved,date,month,day,weekday
2216,562001029,10527058,N14LA,B412,N14LA,,WHP,POC,POC,,2019-07-30,7,30,Tuesday
2217,562060092,10695270,N305FD,A139,N305FD,,VNY,VNY,VNY,,2019-07-30,7,30,Tuesday
2218,561998912,11100597,N703WP,AS50,N703WP,,WHP,WHP,WHP,,2019-07-30,7,30,Tuesday
2219,561992574,11358115,N957LA,AS50,,,LGB,,,,2019-07-30,7,30,Tuesday
2220,561988952,11100597,N703WP,AS50,N703WP,,VNY,SMO,SMO,,2019-07-30,7,30,Tuesday
2221,562031592,10612001,N223LA,AS50,N,,,,,,2019-07-30,7,30,Tuesday
2222,561910882,10610099,N221LA,AS50,N221LA,,,BUR,BUR,,2019-07-30,7,30,Tuesday
2223,561856762,11058416,N662PD,AS50,N662PD,,,EMT,EMT,,2019-07-30,7,30,Tuesday
2224,562060471,10610099,N221LA,AS50,N221LA,,,,,,2019-07-30,7,30,Tuesday
2225,561855553,11353317,N952JH,AS32,N952JH,,,LGB,LGB,,2019-07-30,7,30,Tuesday
2226,561889643,11359066,N958LA,AS50,N958LA,,HHR,LGB,LGB,,2019-07-30,7,30,Tuesday
2227,562033038,10616756,N228LA,AS50,N228LA,,VNY,,,,2019-07-30,7,30,Tuesday
2228,561910287,11362520,N961LA,AS50,,,TOA,,,,2019-07-30,7,30,Tuesday
2229,561853476,10865027,N472LA,AS50,N472LA,,,,,,2019-07-30,7,30,Tuesday
2230,586089801,11061269,N665PD,AS50,N665PD,,,,,,2019-11-22,11,22,Friday
2231,586142866,10691466,N301FD,A139,FIRE1,,VNY,SMO,SMO,,2019-11-22,11,22,Friday
2232,586179248,10610099,N221LA,AS50,N221LA,N221LA,VNY,VNY,VNY,,2019-11-22,11,22,Friday
2233,586071391,11064122,N668PD,AS50,N668PD,N668PD,,BUR,BUR,,2019-11-22,11,22,Friday
2234,586002466,11061269,N665PD,AS50,N665PD,N665PD,,HHR,HHR,,2019-11-22,11,22,Friday
2235,586158700,11061269,N665PD,AS50,N665PD,N665PD,,VNY,VNY,,2019-11-22,11,22,Friday
2236,586146450,10527058,N14LA,B412,N14LA,N14LA,WHP,SMO,SMO,,2019-11-22,11,22,Friday
2237,586005759,11351458,N950LA,AS50,N950LA,N950LA,,,,,2019-11-22,11,22,Friday
2238,586069549,11356213,N955LA,AS50,N955LA,N955LA,,CPM,CPM,,2019-11-22,11,22,Friday
2239,586040804,11361569,N960LA,AS50,N960LA,N960LA,POC,CPM,CPM,,2019-11-22,11,22,Friday
2240,585985297,11356213,N955LA,AS50,N955LA,N955LA,LGB,,,,2019-11-22,11,22,Friday
2241,586207354,11361569,N960LA,AS50,N960LA,N960LA,,,,,2019-11-22,11,22,Friday
2242,586016470,10601970,N213PF,AS50,N213PF,N213PF,,EMT,EMT,,2019-11-22,11,22,Friday
2243,586195996,11351458,N950LA,AS50,N950LA,N950LA,WJF,LGB,LGB,,2019-11-22,11,22,Friday
2244,586165803,10696221,N306FD,B06,N306FD,N306FD,,,,,2019-11-22,11,22,Friday
2245,586147382,10691466,N301FD,A139,FIRE1,,VNY,VNY,VNY,,2019-11-22,11,22,Friday
2246,586034611,11351458,N950LA,AS50,N950LA,N950LA,WJF,WJF,WJF,,2019-11-22,11,22,Friday
2247,586002205,11064122,N668PD,AS50,N668PD,N668PD,,,,,2019-11-22,11,22,Friday
2248,586206562,11057465,N661PD,AS50,N661PD,N661PD,VNY,HHR,HHR,,2019-11-22,11,22,Friday
2249,586038272,11061269,N665PD,AS50,N665PD,N665PD,,SMO,SMO,,2019-11-22,11,22,Friday
2250,586185821,11355262,N954LA,AS50,N954LA,N954LA,LGB,LGB,LGB,,2019-11-22,11,22,Friday
2251,586004701,11361569,N960LA,AS50,N960LA,N960LA,POC,EMT,EMT,,2019-11-22,11,22,Friday
2252,586099283,10656249,N267LA,AS50,N267LA,N267LA,,,,,2019-11-22,11,22,Friday
2253,586131538,11351614,N950SG,AS32,L950SG,,,,,,2019-11-22,11,22,Friday
2254,586038442,11356213,N955LA,AS50,N955LA,N955LA,EMT,,,,2019-11-22,11,22,Friday
2255,586077512,11061269,N665PD,AS50,N665PD,,LGB,,,,2019-11-22,11,22,Friday
2256,586026254,11361569,N960LA,AS50,N960LA,N960LA,EMT,POC,POC,,2019-11-22,11,22,Friday
2257,586204902,10578214,N190LA,H60,N190LA,N190LA,WHP,LAX,LAX,,2019-11-22,11,22,Friday
2258,586135120,11064122,N668PD,AS50,N668PD,N668PD,,SMO,SMO,,2019-11-22,11,22,Friday
2259,586208465,10691466,N301FD,A139,FIRE1,,VNY,,,,2019-11-22,11,22,Friday
2260,586079273,11064122,N668PD,AS50,N668PD,N668PD,VNY,,,,2019-11-22,11,22,Friday
2261,586179435,10578214,N190LA,H60,N190LA,N190LA,WHP,HHR,HHR,,2019-11-22,11,22,Friday
2262,586022149,10656249,N267LA,AS50,N267LA,N267LA,,,,,2019-11-22,11,22,Friday
2263,586208082,11061269,N665PD,AS50,N665PD,N665PD,,,,,2019-11-22,11,22,Friday
2264,586150259,11352409,N951LA,AS50,N951LA,N951LA,CPM,FUL,FUL,,2019-11-22,11,22,Friday
2265,585970248,10696221,N306FD,B06,N306FD,N306FD,VNY,,,,2019-11-22,11,22,Friday
2266,586059062,11356213,N955LA,AS50,N955LA,N955LA,LGB,POC,POC,,2019-11-22,11,22,Friday
2267,586001238,11351458,N950LA,AS50,N950LA,N950LA,LGB,WHP,WHP,,2019-11-22,11,22,Friday
2268,586143764,10507437,N120LA,B412,N120LA,N120LA,WHP,POC,POC,,2019-11-22,11,22,Friday
2269,586206907,11355262,N954LA,AS50,N954LA,N954LA,LGB,,,,2019-11-22,11,22,Friday
2270,586203396,11352409,N951LA,AS50,N951LA,N951LA,CPM,CPM,CPM,,2019-11-22,11,22,Friday
2271,586122387,10507437,N120LA,B412,N120LA,N120LA,POC,BUR,BUR,,2019-11-22,11,22,Friday
2272,586168838,10578214,N190LA,H60,N190LA,N190LA,WHP,,,,2019-11-22,11,22,Friday
2273,586134262,11361569,N960LA,AS50,N960LA,N960LA,POC,,,,2019-11-22,11,22,Friday
2274,586138579,11363471,N962LA,AS50,N962LA,N962LA,LGB,LGB,LGB,,2019-11-22,11,22,Friday
2275,586026603,10507437,N120LA,B412,N120LA,N120LA,,POC,POC,,2019-11-22,11,22,Friday
2276,586158972,10656249,N267LA,AS50,N267LA,N267LA,,,,,2019-11-22,11,22,Friday
2277,586183527,11352409,N951LA,AS50,N951LA,N951LA,LGB,BUR,BUR,,2019-11-22,11,22,Friday
2278,586071488,11061269,N665PD,AS50,N665PD,N665PD,,LGB,LGB,,2019-11-22,11,22,Friday
2279,586038375,11064122,N668PD,AS50,N668PD,N668PD,,SMO,SMO,,2019-11-22,11,22,Friday
2280,586020084,10507437,N120LA,B412,N120LA,N120LA,POC,,,,2019-11-22,11,22,Friday
2281,586014713,11351614,N950SG,AS32,L950SG,,,,,,2019-11-22,11,22,Friday
2282,586054511,10656249,N267LA,AS50,N267LA,N267LA,,,,,2019-11-22,11,22,Friday
2283,586190899,11361569,N960LA,AS50,N960LA,N960LA,WJF,,,,2019-11-22,11,22,Friday
2284,586167235,11351614,N950SG,AS32,L950SG,,,,,,2019-11-22,11,22,Friday
2285,586192279,10694319,N304FD,A139,FIRE4,,VNY,WHP,WHP,,2019-11-22,11,22,Friday
2286,586046655,11064122,N668PD,AS50,N668PD,N668PD,VNY,,,,2019-11-22,11,22,Friday
2287,586149839,11364575,N963SD,AS50,N963SD,N963SD,LGB,FUL,FUL,,2019-11-22,11,22,Friday
2288,586064965,10656249,N267LA,AS50,N267LA,N267LA,WHP,WHP,WHP,,2019-11-22,11,22,Friday
2289,586183295,11220365,N821LA,H60,N821LA,N821LA,APA,APA,APA,,2019-11-22,11,22,Friday
2290,586174502,10656249,N267LA,AS50,N267LA,N267LA,,EMT,EMT,,2019-11-22,11,22,Friday
2291,586208154,10656249,N267LA,AS50,N267LA,N267LA,,,,,2019-11-22,11,22,Friday
2292,586184546,10578214,N190LA,H60,N190LA,N190LA,WHP,,,,2019-11-22,11,22,Friday
2293,586135641,11352409,N951LA,AS50,N951LA,N951LA,LGB,BUR,BUR,,2019-11-22,11,22,Friday
2294,586124473,11351614,N950SG,AS32,L950SG,,LGB,EMT,EMT,,2019-11-22,11,22,Friday
2295,586154801,10696221,N306FD,B06,N306FD,N306FD,VNY,BUR,BUR,,2019-11-22,11,22,Friday
2296,586191412,10578214,N190LA,H60,N190LA,N190LA,WHP,,,,2019-11-22,11,22,Friday
2297,586184805,11064122,N668PD,AS50,N668PD,N668PD,,LAX,LAX,,2019-11-22,11,22,Friday
2298,586180188,10696221,N306FD,B06,N306FD,N306FD,,,,,2019-11-22,11,22,Friday
2299,586019642,11361569,N960LA,AS50,N960LA,N960LA,,,,,2019-11-22,11,22,Friday
2300,586055968,11361569,N960LA,AS50,N960LA,,EMT,,,,2019-11-22,11,22,Friday
2301,586047291,11361569,N960LA,AS50,N960LA,N960LA,,CPM,CPM,,2019-11-22,11,22,Friday
2302,589368637,10497326,N110LA,B412,N110LA,N110LA,WHP,EMT,EMT,,2019-12-09,12,9,Monday
2303,589392791,11314118,N913WB,AS50,N913WB,N913WB,LGB,,,,2019-12-09,12,9,Monday
2304,589374012,11314118,N913WB,AS50,N913WB,N913WB,,,,,2019-12-09,12,9,Monday
2305,589260333,11352409,N951LA,AS50,N951LA,N951LA,LGB,BUR,BUR,,2019-12-09,12,9,Monday
2306,589341580,10527058,N14LA,B412,N14LA,,WHP,,,,2019-12-09,12,9,Monday
2307,589253599,11064122,N668PD,AS50,N668PD,N668PD,VNY,WHP,WHP,,2019-12-09,12,9,Monday
2308,589258289,10612001,N223LA,AS50,N223LA,N223LA,,EMT,EMT,,2019-12-09,12,9,Monday
2309,589387538,11101548,N704WP,AS50,N704WP,N704WP,,BUR,BUR,,2019-12-09,12,9,Monday
2310,589378492,10696221,N306FD,B06,N306FD,N306FD,,,,,2019-12-09,12,9,Monday
2311,589273648,11314118,N913WB,AS50,N913WB,N913WB,,,,,2019-12-09,12,9,Monday
2312,589242186,11362520,N961LA,AS50,N961LA,N961LA,LGB,,,,2019-12-09,12,9,Monday
2313,589392934,11351458,N950LA,AS50,N950LA,N950LA,LGB,LAX,LAX,,2019-12-09,12,9,Monday
2314,589341872,11351614,N950SG,AS32,L950SG,,LGB,,,,2019-12-09,12,9,Monday
2315,589349093,11314118,N913WB,AS50,N913WB,N913WB,,LAX,LAX,,2019-12-09,12,9,Monday
2316,589228049,11352409,N951LA,AS50,N951LA,N951LA,BUR,LGB,LGB,,2019-12-09,12,9,Monday
2317,589401072,11351614,N950SG,AS32,L950SG,,,VCV,VCV,,2019-12-09,12,9,Monday
2318,589346129,10610099,N221LA,AS50,N221LA,N221LA,,VNY,VNY,,2019-12-09,12,9,Monday
2319,589349718,10497326,N110LA,B412,N110LA,N110LA,POC,,,,2019-12-09,12,9,Monday
2320,589260664,11362520,N961LA,AS50,N961LA,N961LA,LGB,,,,2019-12-09,12,9,Monday
2321,589388639,10610099,N221LA,AS50,N221LA,N221LA,,,,,2019-12-09,12,9,Monday
2322,589238886,11058416,N662PD,AS50,N662PD,N662PD,VNY,,,,2019-12-09,12,9,Monday
2323,589227436,11058416,N662PD,AS50,N662PD,N662PD,,,,,2019-12-09,12,9,Monday
2324,589243947,11314118,N913WB,AS50,N913WB,N913WB,,BUR,BUR,,2019-12-09,12,9,Monday
2325,589399693,11351458,N950LA,AS50,N950LA,N950LA,EMT,POC,POC,,2019-12-09,12,9,Monday
2326,589402549,10610099,N221LA,AS50,N221LA,N221LA,WHP,WHP,WHP,,2019-12-09,12,9,Monday
2327,589245441,11362520,N961LA,AS50,N961LA,N961LA,,EMT,EMT,,2019-12-09,12,9,Monday
2328,589405237,11352409,N951LA,AS50,N951LA,N951LA,,PMD,PMD,,2019-12-09,12,9,Monday
2329,589339891,11101548,N704WP,AS50,N704WP,N704WP,WHP,MHV,MHV,,2019-12-09,12,9,Monday
2330,589342956,10711293,N3202Q,B06,N3202Q,,VNY,CCD,CCD,,2019-12-09,12,9,Monday
2331,589388857,11364575,N963SD,AS50,N963SD,N963SD,LGB,LGB,LGB,,2019-12-09,12,9,Monday
2332,589385371,11351458,N950LA,AS50,N950LA,N950LA,POC,,,,2019-12-09,12,9,Monday
2333,589330754,10578214,N190LA,H60,N190LA,N190LA,PMD,EMT,EMT,,2019-12-09,12,9,Monday
2334,589369088,10696221,N306FD,B06,N306FD,N306FD,,BUR,BUR,,2019-12-09,12,9,Monday
2335,589389909,10695270,N305FD,A139,N305FD,N305FD,,BUR,BUR,,2019-12-09,12,9,Monday
2336,589273364,11362520,N961LA,AS50,N961LA,N961LA,CPM,LGB,LGB,,2019-12-09,12,9,Monday
2337,589402455,11352409,N951LA,AS50,N951LA,N951LA,BUR,WHP,WHP,,2019-12-09,12,9,Monday
2338,589388651,10612001,N223LA,AS50,N223LA,N223LA,,BUR,BUR,,2019-12-09,12,9,Monday
2339,589367184,11058416,N662PD,AS50,N662PD,N662PD,,,,,2019-12-09,12,9,Monday
2340,589289412,10612001,N223LA,AS50,N223LA,N223LA,,HHR,HHR,,2019-12-09,12,9,Monday
2341,589408440,11058416,N662PD,AS50,N662PD,N662PD,,,,,2019-12-09,12,9,Monday
2342,589381988,11367428,N966SD,AS50,N966SD,N966SD,CPM,POC,POC,,2019-12-09,12,9,Monday
2343,589233429,11352409,N951LA,AS50,N951LA,N951LA,LGB,CPM,CPM,,2019-12-09,12,9,Monday
2344,589343615,10612001,N223LA,AS50,N223LA,N223LA,,,,,2019-12-09,12,9,Monday
2345,589385038,11314118,N913WB,AS50,N913WB,N913WB,LGB,FUL,FUL,,2019-12-09,12,9,Monday
2346,589349499,11101548,N704WP,AS50,N704WP,N704WP,IYK,,,,2019-12-09,12,9,Monday
2347,589409524,11351614,N950SG,AS32,L950SG,,WJF,EMT,EMT,,2019-12-09,12,9,Monday
2348,589350966,10696221,N306FD,B06,N306FD,N306FD,VNY,WHP,WHP,,2019-12-09,12,9,Monday
2349,589351069,10527058,N14LA,B412,N14LA,N14LA,,,,,2019-12-09,12,9,Monday
2350,589369502,11367428,N966SD,AS50,N966SD,N966SD,LGB,,,,2019-12-09,12,9,Monday
2351,589404671,11351614,N950SG,AS32,L950SG,,,MHV,MHV,,2019-12-09,12,9,Monday
2352,589357807,10696221,N306FD,B06,N306FD,N306FD,SZP,,,,2019-12-09,12,9,Monday
2353,589387498,11367428,N966SD,AS50,N966SD,N966SD,POC,LGB,LGB,,2019-12-09,12,9,Monday
2354,589345262,10656249,N267LA,AS50,N267LA,N267LA,,SMO,SMO,,2019-12-09,12,9,Monday
2355,589385108,10695270,N305FD,A139,N305FD,N305FD,VNY,,,,2019-12-09,12,9,Monday
2356,589359344,10578214,N190LA,H60,N190LA,N190LA,WHP,PMD,PMD,,2019-12-09,12,9,Monday
2357,589369974,10527058,N14LA,B412,N14LA,N14LA,WHP,LAX,LAX,,2019-12-09,12,9,Monday
2358,589354140,10694319,N304FD,A139,FIRE4,,VNY,VNY,VNY,,2019-12-09,12,9,Monday
2359,589273887,11064122,N668PD,AS50,N668PD,N668PD,,,,,2019-12-09,12,9,Monday
2360,589373279,11364575,N963SD,AS50,N963SD,N963SD,LGB,LGB,LGB,,2019-12-09,12,9,Monday
2361,589244174,11064122,N668PD,AS50,N668PD,N668PD,,VNY,VNY,,2019-12-09,12,9,Monday
2362,589234725,11351614,N950SG,AS32,L950SG,,,LGB,LGB,,2019-12-09,12,9,Monday
2363,589243119,11352409,N951LA,AS50,N951LA,N951LA,,,,,2019-12-09,12,9,Monday
2364,589359448,10656249,N267LA,AS50,N267LA,N267LA,VNY,,,,2019-12-09,12,9,Monday
2365,531293626,10656249,N267LA,AS50,N267LA,,,CPM,CPM,,2019-03-02,3,2,Saturday
2366,531274962,11057465,N661PD,AS50,N661PD,,,WHP,WHP,,2019-03-02,3,2,Saturday
2367,531309642,11358115,N957LA,AS50,,,EMT,,,,2019-03-02,3,2,Saturday
2368,531277192,11358115,N957LA,AS50,,,EMT,,,,2019-03-02,3,2,Saturday
2369,531311018,11352409,N951LA,AS50,N951LA,,,LGB,LGB,,2019-03-02,3,2,Saturday
2370,531277207,11352409,N951LA,AS50,N951LA,,EMT,,,,2019-03-02,3,2,Saturday
2371,531308021,11057465,N661PD,AS50,N661PD,,,WHP,WHP,,2019-03-02,3,2,Saturday
2372,531335199,11057465,N661PD,AS50,N661PD,,,VNY,VNY,,2019-03-02,3,2,Saturday
2373,531425567,10694319,N304FD,A139,FIRE4,,VNY,VNY,VNY,,2019-03-02,3,2,Saturday
2374,531334203,10656249,N267LA,AS50,N267LA,,,CCD,CCD,,2019-03-02,3,2,Saturday
2375,531319841,11057465,N661PD,AS50,N661PD,,VNY,,,,2019-03-02,3,2,Saturday
2376,531281757,11352410,N951LB,AS32,,,,,,,2019-03-02,3,2,Saturday
2377,531327365,10865027,N472LA,,N472LA,,VNY,WHP,WHP,,2019-03-02,3,2,Saturday
2378,531319280,10610099,N221LA,AS50,N221LA,,,,,,2019-03-02,3,2,Saturday
2379,531323797,11352409,N951LA,AS50,N951LA,,LGB,CPM,CPM,,2019-03-02,3,2,Saturday
2380,531288863,11352410,N951LB,AS32,,,,,,,2019-03-02,3,2,Saturday
2381,531293456,10865027,N472LA,,N472LA,,,BUR,BUR,,2019-03-02,3,2,Saturday
2382,531277234,11358115,N957LA,AS50,,,EMT,,,,2019-03-02,3,2,Saturday
2383,531299180,11352409,N951LA,AS50,N951LA,,LGB,,,,2019-03-02,3,2,Saturday
2384,531331956,11352409,N951LA,AS50,N951LA,,EMT,,,,2019-03-02,3,2,Saturday
2385,531307806,10610099,N221LA,AS50,N221LA,,,,,,2019-03-02,3,2,Saturday
2386,531335079,10610099,N221LA,AS50,N221LA,,,SMO,SMO,,2019-03-02,3,2,Saturday
2387,531307437,11352409,N951LA,AS50,N951LA,,,POC,POC,,2019-03-02,3,2,Saturday
2388,531284921,11352410,N951LB,AS32,,,,,,,2019-03-02,3,2,Saturday
2389,531306666,11351458,N950LA,AS50,N950LA,,,,,,2019-03-02,3,2,Saturday
2390,531274910,10610099,N221LA,AS50,N221LA,,,BUR,BUR,,2019-03-02,3,2,Saturday
2391,531321227,10656249,N267LA,AS50,N267LA,,,LGB,LGB,,2019-03-02,3,2,Saturday
2392,531336174,11352409,N951LA,AS50,N951LA,,,LGB,LGB,,2019-03-02,3,2,Saturday
2393,531321330,10865027,N472LA,,N472LA,,,BUR,BUR,,2019-03-02,3,2,Saturday
2394,527660546,11356213,N955LA,AS50,N955LA,,EMT,,,,2019-02-10,2,10,Sunday
2395,527765823,11354311,N953LA,AS50,,,,,,,2019-02-10,2,10,Sunday
2396,527682932,11360017,N959LA,AS50,N959LA,,WHP,,,,2019-02-10,2,10,Sunday
2397,527789100,11362520,N961LA,AS50,N961LA,,EMT,,,,2019-02-10,2,10,Sunday
2398,527801416,11351614,N950SG,AS32,N950SG,,WHP,,,,2019-02-10,2,10,Sunday
2399,527686061,11356213,N955LA,AS50,N955LA,,,CPM,CPM,,2019-02-10,2,10,Sunday
2400,527697212,11356213,N955LA,AS50,N955LA,,,,,,2019-02-10,2,10,Sunday
2401,527802351,11354311,N953LA,AS50,,,CPM,,,,2019-02-10,2,10,Sunday
2402,527685041,11057465,N661PD,AS50,N661PD,,WHP,,,,2019-02-10,2,10,Sunday
2403,527701867,11360017,N959LA,AS50,N959LA,,LGB,FUL,FUL,,2019-02-10,2,10,Sunday
2404,527659061,11057465,N661PD,AS50,N661PD,,WHP,SMO,SMO,,2019-02-10,2,10,Sunday
2405,527774381,11057465,N661PD,AS50,N661PD,,WHP,,,,2019-02-10,2,10,Sunday
2406,527667993,11359066,N958LA,AS50,N958LA,,LGB,,,,2019-02-10,2,10,Sunday
2407,527801063,11354311,N953LA,AS50,,,,,,,2019-02-10,2,10,Sunday
2408,527777744,11362520,N961LA,AS50,N961LA,,LGB,,,,2019-02-10,2,10,Sunday
2409,527790341,11057465,N661PD,AS50,N661PD,,WHP,WHP,WHP,,2019-02-10,2,10,Sunday
2410,527740113,11362520,N961LA,AS50,N961LA,,LGB,,,,2019-02-10,2,10,Sunday
2411,527709665,11360017,N959LA,AS50,N959LA,,WHP,,,,2019-02-10,2,10,Sunday
2412,527812455,11351458,N950LA,AS50,N950LA,,BUR,,,,2019-02-10,2,10,Sunday
2413,527709594,10656249,N267LA,AS50,N267LA,,WHP,WHP,WHP,,2019-02-10,2,10,Sunday
2414,527697042,10610099,N221LA,AS50,N221LA,,WHP,LAX,LAX,,2019-02-10,2,10,Sunday
2415,527811228,11354311,N953LA,AS50,,,EMT,,,,2019-02-10,2,10,Sunday
2416,527700446,11356213,N955LA,AS50,N955LA,,EMT,POC,POC,,2019-02-10,2,10,Sunday
2417,527762274,11354311,N953LA,AS50,,,CPM,,,,2019-02-10,2,10,Sunday
2418,527732670,11057465,N661PD,AS50,N661PD,,WHP,BUR,BUR,,2019-02-10,2,10,Sunday
2419,527702967,11359066,N958LA,AS50,N958LA,,BUR,,,,2019-02-10,2,10,Sunday
2420,527709765,11057465,N661PD,AS50,N661PD,,WHP,,,,2019-02-10,2,10,Sunday
2421,527799798,11354311,N953LA,AS50,,,CPM,,,,2019-02-10,2,10,Sunday
2422,527756336,11362520,N961LA,AS50,N961LA,,WHP,,,,2019-02-10,2,10,Sunday
2423,527688081,11360017,N959LA,AS50,N959LA,,,LGB,LGB,,2019-02-10,2,10,Sunday
2424,527725613,10656249,N267LA,AS50,N267LA,,WHP,BUR,BUR,,2019-02-10,2,10,Sunday
2425,527805674,11354311,N953LA,AS50,,,WHP,,,,2019-02-10,2,10,Sunday
2426,527651669,10656249,N267LA,AS50,N267LA,,WHP,,,,2019-02-10,2,10,Sunday
2427,527677671,11360017,N959LA,AS50,N959LA,,LGB,,,,2019-02-10,2,10,Sunday
2428,527753182,10656249,N267LA,AS50,N267LA,,WHP,,,,2019-02-10,2,10,Sunday
2429,527673288,10601970,N213PF,AS50,N213PF,,WHP,,,,2019-02-10,2,10,Sunday
2430,527749972,11351614,N950SG,AS32,N950SG,,LGB,,,,2019-02-10,2,10,Sunday
2431,527695996,11359066,N958LA,AS50,,,CPM,,,,2019-02-10,2,10,Sunday
2432,527742147,10694319,N304FD,A139,FIRE4,,VNY,BUR,BUR,,2019-02-10,2,10,Sunday
2433,527690615,11351458,N950LA,AS50,,,,,,,2019-02-10,2,10,Sunday
2434,527677749,11359066,N958LA,AS50,N958LA,,CPM,,,,2019-02-10,2,10,Sunday
2435,527668783,11351614,N950SG,AS32,N950SG,,WHP,LGB,LGB,,2019-02-10,2,10,Sunday
2436,527691444,11359066,N958LA,AS50,N958LA,,LGB,HHR,HHR,,2019-02-10,2,10,Sunday
2437,527700852,11359066,N958LA,AS50,N958LA,,WHP,BUR,BUR,,2019-02-10,2,10,Sunday
2438,527755857,11354311,N953LA,AS50,,,FUL,,,,2019-02-10,2,10,Sunday
2439,527707628,10610099,N221LA,AS50,N221LA,,VNY,VNY,VNY,,2019-02-10,2,10,Sunday
2440,527687718,10610099,N221LA,AS50,N221LA,,VNY,WHP,WHP,,2019-02-10,2,10,Sunday
2441,527669549,11057465,N661PD,AS50,N661PD,,,,,,2019-02-10,2,10,Sunday
2442,527774676,11354311,N953LA,AS50,,,,,,,2019-02-10,2,10,Sunday
2443,544422842,10656249,N267LA,AS50,N267LA,,,,,,2019-05-09,5,9,Thursday
2444,544470160,11101548,N704WP,AS50,N704WP,,,HHR,HHR,,2019-05-09,5,9,Thursday
2445,544458962,11352409,N951LA,AS50,N951LA,,CPM,EMT,EMT,,2019-05-09,5,9,Thursday
2446,544493372,10656249,N267LA,AS50,N267LA,,,CPM,CPM,,2019-05-09,5,9,Thursday
2447,544337375,11064122,N668PD,AS50,,,SMO,,,,2019-05-09,5,9,Thursday
2448,544473961,11355262,N954LA,AS50,N954LA,,,,,,2019-05-09,5,9,Thursday
2449,544476819,10694319,N304FD,A139,FIRE4,,VNY,VNY,VNY,,2019-05-09,5,9,Thursday
2450,544511805,10656249,N267LA,AS50,N267LA,,VNY,,,,2019-05-09,5,9,Thursday
2451,544523068,11358115,N957LA,AS50,,,POC,,,,2019-05-09,5,9,Thursday
2452,544366335,11352409,N951LA,AS50,N951LA,,,CPM,CPM,,2019-05-09,5,9,Thursday
2453,544508905,11362520,N961LA,AS50,N961LA,,,,,,2019-05-09,5,9,Thursday
2454,544496345,11358115,N957LA,AS50,,,POC,,,,2019-05-09,5,9,Thursday
2455,544447832,11057465,N661PD,AS50,N661PD,,,,,,2019-05-09,5,9,Thursday
2456,544486113,11058416,N662PD,AS50,N662PD,,VNY,,,,2019-05-09,5,9,Thursday
2457,544469689,10612001,N223LA,AS50,POLICE,,VNY,EMT,EMT,,2019-05-09,5,9,Thursday
2458,544374735,11352409,N951LA,AS50,N951LA,,EMT,,,,2019-05-09,5,9,Thursday
2459,544429183,11355262,N954LA,AS50,N954LA,,POC,EMT,EMT,,2019-05-09,5,9,Thursday
2460,544360046,11362520,N961LA,AS50,N961LA,,EMT,,,,2019-05-09,5,9,Thursday
2461,544442450,11355262,N954LA,AS50,N954LA,,,POC,POC,,2019-05-09,5,9,Thursday
2462,544336209,11057465,N661PD,AS50,N661PD,,,HHR,HHR,,2019-05-09,5,9,Thursday
2463,544334505,11352409,N951LA,AS50,N951LA,,,EMT,EMT,,2019-05-09,5,9,Thursday
2464,544486478,11361569,N960LA,AS50,N960LA,,LGB,,,,2019-05-09,5,9,Thursday
2465,544456919,10694319,N304FD,A139,FIRE4,,,,,,2019-05-09,5,9,Thursday
2466,544515200,11362520,N961LA,AS50,N961LA,,,WHP,WHP,,2019-05-09,5,9,Thursday
2467,544338224,11362520,N961LA,AS50,N961LA,,LGB,TOA,TOA,,2019-05-09,5,9,Thursday
2468,544514114,10612001,N223LA,AS50,POLICE,,VNY,EMT,EMT,,2019-05-09,5,9,Thursday
2469,544488651,11358115,N957LA,AS50,,,LGB,POC,POC,,2019-05-09,5,9,Thursday
2470,544491185,11364575,N963SD,AS50,N963SD,,VNY,,,,2019-05-09,5,9,Thursday
2471,544509353,11351614,N950SG,AS32,L950SG,,POC,,,,2019-05-09,5,9,Thursday
2472,544355832,11362520,N961LA,AS50,N961LA,,BUR,POC,POC,,2019-05-09,5,9,Thursday
2473,544492034,11361569,N960LA,AS50,N960LA,,,,,,2019-05-09,5,9,Thursday
2474,544504382,11358115,N957LA,AS50,,,POC,,,,2019-05-09,5,9,Thursday
2475,544500345,11358115,N957LA,AS50,,,POC,,,,2019-05-09,5,9,Thursday
2476,544452224,10694319,N304FD,A139,FIRE4,,VNY,BUR,BUR,,2019-05-09,5,9,Thursday
2477,544466706,11101548,N704WP,AS50,N704WP,,WHP,SMO,SMO,,2019-05-09,5,9,Thursday
2478,544368607,11057465,N661PD,AS50,N661PD,,,CPM,CPM,,2019-05-09,5,9,Thursday
2479,544519974,11362520,N961LA,AS50,N961LA,,BUR,,,,2019-05-09,5,9,Thursday
2480,544521649,11064122,N668PD,AS50,N668PD,,SMO,,,,2019-05-09,5,9,Thursday
2481,544512806,11352409,N951LA,AS50,N951LA,,,,,,2019-05-09,5,9,Thursday
2482,544330981,11352409,N951LA,AS50,N951LA,,LGB,EMT,EMT,,2019-05-09,5,9,Thursday
2483,544345855,11359066,N958LA,AS50,N958LA,,,,,,2019-05-09,5,9,Thursday
2484,544338628,11352410,N951LB,AS32,,,,LGB,LGB,,2019-05-09,5,9,Thursday
2485,544466423,10694319,N304FD,A139,FIRE4,,SMO,VNY,VNY,,2019-05-09,5,9,Thursday
