"STATION","NAME","DATE","ACSH","PSUN","TAVG","TMAX","TMIN","TSUN"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1967-01-01","   60","   88",,"66","43","  522"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1967-01-02","   10","   96",,"69","44","  576"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1967-01-03","    0","   94",,"72","48","  564"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1967-01-04","    0","   99",,"75","48","  588"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1967-01-05","   80","   59",,"62","49","  354"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1967-01-06","    0","   98",,"65","45","  588"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1967-01-07","   10","  100",,"66","43","  594"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1967-01-08","   10","  100",,"66","40","  600"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1967-01-09","   20","  100",,"72","42","  600"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1967-01-10","   10","  100",,"80","51","  606"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1967-01-11","   60","   95",,"80","57","  576"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1967-01-12","    0","  100",,"74","56","  606"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1967-01-13","   50","  100",,"74","50","  606"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1967-01-14","    0","   99",,"77","49","  600"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1967-01-15","    0","  100",,"79","51","  612"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1967-01-16","   30","   71",,"66","45","  438"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1967-01-17","    0","  100",,"76","46","  612"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1967-01-18","   10","  100",,"78","49","  612"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1967-01-19","   50","   79",,"74","51","  486"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1967-01-20","   60","   79",,"65","47","  492"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1967-01-21","   60","   52",,"63","50","  318"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1967-01-22","  100","    0",,"59","52","    0"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1967-01-23","   50","  100",,"61","47","  618"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1967-01-24","  100","    0",,"57","46","    0"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1967-01-25","   40","   90",,"62","49","  564"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1967-01-26","    0","  100",,"72","47","  624"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1967-01-27","   50","  100",,"77","51","  624"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1967-01-28","   90","   82",,"74","51","  516"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1967-01-29","   80","   52",,"64","53","  324"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1967-01-30","  100","    0",,"63","57","    0"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1967-01-31","   30","   80",,"65","55","  564"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1967-02-01","   90","  100",,"67","50","  636"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1967-02-02","    0","   98",,"75","48","  618"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1967-02-03","   40","  100",,"77","54","  636"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1967-02-04","    0","   98",,"84","50","  630"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1967-02-05","    0","   99",,"73","52","  630"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1967-02-06","    0","   99",,"77","50","  636"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1967-02-07","    0","  100",,"77","49","  642"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1967-02-08","   30","   97",,"77","54","  624"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1967-02-09","   30","  100",,"73","49","  648"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1967-02-10","   30","   71",,"70","48","  462"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1967-02-11","    0","   76",,"85","49","  624"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1967-02-12","   40","   86",,"85","59","  570"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1967-02-13","   80","   73",,"78","56","  480"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1967-02-14","   90","   56",,"62","57","  372"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1967-02-15","   10","  100",,"68","46","  660"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1967-02-16","   20","   99",,"70","48","  654"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1967-02-17","   20","  100",,"75","50","  666"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1967-02-18","    0","   99",,"73","49","  660"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1967-02-19","   70","   30",,"64","51","  198"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1967-02-20","    0","  100",,"72","47","  666"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1967-02-21","    0","  100",,"76","45","  672"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1967-02-22","   80","   98",,"83","50","  660"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1967-02-23","   60","   98",,"81","53","  660"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1967-02-24","  100","   12",,"70","53","   84"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1967-02-25","   60","   65",,"63","52","  444"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1967-02-26","   10","   98",,"70","48","  672"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1967-02-27","   30","  100",,"83","49","  684"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1967-02-28","   30","  100",,"87","59","  684"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1967-03-01","   10","  100",,"88","59","  690"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1967-03-02","   20","   91",,"75","51","  624"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1967-03-03","  100","    5",,"63","57","   36"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1967-03-04","   70","   57",,"59","48","  396"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1967-03-05","    0","  100",,"64","43","  696"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1967-03-06","   10","   94",,"72","46","  654"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1967-03-07","    0","  100",,"73","48","  702"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1967-03-08","   20","  100",,"71","49","  702"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1967-03-09","  100","   10",,"62","55","   66"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1967-03-10","  100","   17",,"64","55","  120"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1967-03-11","  100","   11",,"63","54","   78"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1967-03-12","  100","   17",,"64","56","  120"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1967-03-13","  100","   11",,"64","54","   78"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1967-03-14","   50","   70",,"66","51","  504"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1967-03-15","   80","   63",,"76","52","  450"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1967-03-16","   80","   51",,"78","60","  366"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1967-03-17","   40","   73",,"72","60","  528"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1967-03-18","   80","   58",,"68","58","  420"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1967-03-19","   60","   59",,"69","52","  432"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1967-03-20","   30","   88",,"71","52","  642"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1967-03-21","   10","   71",,"73","52","  522"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1967-03-22","   20","   91",,"75","54","  666"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1967-03-23","   90","   10",,"74","57","   72"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1967-03-24","   40","   80",,"69","55","  582"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1967-03-25","   70","   66",,"71","51","  492"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1967-03-26","   90","   48",,"65","54","  354"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1967-03-27","   50","   75",,"76","54","  558"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1967-03-28","   90","   86",,"67","56","  642"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1967-03-29","   10","  100",,"63","53","  744"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1967-03-30","   30","  100",,"63","46","  750"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1967-03-31","   70","   83",,"60","47","  618"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1967-04-01","  100","   55",,"55","46","  414"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1967-04-02","   30","  100",,"64","45","  756"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1967-04-03","   50","  100",,"69","47","  756"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1967-04-04","  100","   57",,"60","49","  432"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1967-04-05","   30","  100",,"64","48","  762"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1967-04-06","   10","  100",,"66","49","  762"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1967-04-07","   70","   76",,"63","53","  582"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1967-04-08","   10","  100",,"68","45","  768"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1967-04-09","   20","  100",,"72","49","  768"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1967-04-10","   90","   72",,"62","53","  552"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1967-04-11","   60","   74",,"57","47","  576"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1967-04-12","   60","  100",,"65","45","  774"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1967-04-13","  100","   66",,"64","54","  510"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1967-04-14","   90","   79",,"64","54","  612"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1967-04-15","   70","   91",,"61","51","  708"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1967-04-16","   10","  100",,"65","45","  786"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1967-04-17","   30","  100",,"67","48","  786"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1967-04-18","  100","   41",,"57","46","  324"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1967-04-19","   90","   81",,"56","44","  636"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1967-04-20","   40","   99",,"60","46","  786"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1967-04-21","  100","   44",,"60","47","  354"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1967-04-22","   50","   97",,"63","47","  774"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1967-04-23","   40","   97",,"64","47","  774"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1967-04-24","   50","   94",,"63","50","  750"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1967-04-25","   10","   99",,"70","50","  792"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1967-04-26","   10","  100",,"74","51","  804"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1967-04-27","   30","  100",,"70","50","  804"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1967-04-28","   60","   95",,"64","50","  768"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1967-04-29","   20","  100",,"65","47","  810"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1967-04-30","    0","  100",,"65","47","  810"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1967-05-01","    0","  100",,"76","49","  816"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1967-05-02","    0","  100",,"72","54","  816"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1967-05-03","   20","   98",,"70","53","  798"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1967-05-04","   50","   84",,"70","56","  690"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1967-05-05","   60","   88",,"65","54","  726"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1967-05-06","    0","  100",,"73","51","  822"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1967-05-07","   60","   88",,"84","59","  720"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1967-05-08","   50","   88",,"81","61","  726"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1967-05-09","   90","   78",,"73","59","  648"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1967-05-10","   40","   76",,"66","57","  630"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1967-05-11","   50","   90",,"67","53","  750"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1967-05-12","   10","  100",,"69","52","  834"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1967-05-13","   10","  100",,"82","52","  834"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1967-05-14","    0","  100",,"89","60","  834"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1967-05-15","   20","  100",,"95","66","  834"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1967-05-16","   30","   99",,"102","69","  828"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1967-05-17","    0","  100",,"84","61","  840"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1967-05-18","   30","   82",,"76","60","  690"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1967-05-19","   40","   81",,"79","60","  678"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1967-05-20","   30","   82",,"79","60","  690"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1967-05-21","   20","   90",,"84","59","  756"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1967-05-22","   20","   92",,"94","63","  774"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1967-05-23","   80","   64",,"90","59","  540"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1967-05-24","   60","   82",,"83","61","  696"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1967-05-25","  100","   34",,"68","60","  288"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1967-05-26","   90","   48",,"70","60","  408"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1967-05-27","  100","   55",,"66","58","  468"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1967-05-28","  100","   41",,"69","60","  348"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1967-05-29","  100","   24",,"67","60","  204"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1967-05-30","   90","   49",,"66","60","  420"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1967-05-31","   90","   27",,"62","54","  228"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1967-06-01","   40","   89",,"67","53","  768"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1967-06-02","    0","  100",,"71","51","  858"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1967-06-03","    0","  100",,"74","53","  858"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1967-06-04","    0","  100",,"71","55","  858"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1967-06-05","   20","  100",,"70","57","  858"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1967-06-06","   10","  100",,"73","57","  864"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1967-06-07","   30","   71",,"74","58","  612"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1967-06-08","  100","    6",,"68","60","   54"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1967-06-09","  100","    3",,"67","60","   30"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1967-06-10","   50","   55",,"69","59","  474"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1967-06-11","  100","    5",,"64","58","   42"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1967-06-12","  100","    6",,"66","58","   54"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1967-06-13","   70","   61",,"72","60","  534"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1967-06-14","   60","   40",,"74","59","  348"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1967-06-15","   40","   71",,"74","58","  618"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1967-06-16","  100","   14",,"71","59","  126"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1967-06-17","  100","    1",,"66","59","    6"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1967-06-18","   60","   59",,"75","60","  510"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1967-06-19","   20","  100",,"73","60","  864"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1967-06-20","   30","   78",,"79","60","  678"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1967-06-21","    0","   84",,"84","61","  726"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1967-06-22","   40","   67",,"81","60","  570"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1967-06-23","   60","   63",,"78","60","  546"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1967-06-24","   80","   67",,"78","60","  576"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1967-06-25","   40","   64",,"80","61","  552"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1967-06-26","   30","   80",,"82","61","  696"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1967-06-27","    0","  100",,"85","58","  864"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1967-06-28","   10","  100",,"79","58","  864"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1967-06-29","   10","  100",,"77","59","  864"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1967-06-30","   20","   90",,"80","60","  774"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1967-07-01","   20","   90",,"79","62","  774"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1967-07-02","   20","   80",,"86","62","  690"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1967-07-03","   60","   77",,"80","62","  486"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1967-07-04","   70","   80",,"80","63","  516"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1967-07-05","   60","   66",,"81","65","  570"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1967-07-06","   40","   75",,"81","65","  648"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1967-07-07","   30","   83",,"81","64","  714"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1967-07-08","   30","   84",,"84","63","  726"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1967-07-09","   10","   83",,"86","62","  720"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1967-07-10","   30","   83",,"87","63","  708"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1967-07-11","   30","   86",,"85","64","  732"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1967-07-12","   40","   95",,"88","68","  810"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1967-07-13","   60","   90",,"87","70","  762"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1967-07-14","   40","   87",,"85","66","  738"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1967-07-15","   50","   81",,"86","65","  690"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1967-07-16","   40","   73",,"82","64","  624"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1967-07-17","   50","   70",,"84","65","  594"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1967-07-18","   30","   78",,"82","63","  660"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1967-07-19","   20","  100",,"82","62","  846"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1967-07-20","   10","   85",,"90","63","  726"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1967-07-21","   10","  100",,"88","67","  846"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1967-07-22","   20","  100",,"92","68","  846"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1967-07-23","   40","  100",,"90","69","  846"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1967-07-24","    0","  100",,"86","66","  840"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1967-07-25","   40","  100",,"91","69","  840"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1967-07-26","   60","   82",,"90","70","  690"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1967-07-27","   50","   90",,"92","73","  750"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1967-07-28","   30","   88",,"87","72","  738"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1967-07-29","   10","   99",,"85","69","  828"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1967-07-30","   30","   80",,"86","68","  672"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1967-07-31","   50","   60",,"86","69","  546"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1967-08-01","   50","   68",,"86","68","  564"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1967-08-02","   50","   72",,"84","68","  600"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1967-08-03","   40","   70",,"84","67","  582"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1967-08-04","   30","   67",,"84","67","  552"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1967-08-05","   70","   55",,"85","68","  450"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1967-08-06","   70","   70",,"83","68","  570"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1967-08-07","   70","   49",,"85","68","  402"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1967-08-08","   30","   69",,"84","69","  564"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1967-08-09","   30","   76",,"80","68","  618"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1967-08-10","    0","  100",,"87","66","  816"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1967-08-11","    0","   96",,"88","70","  774"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1967-08-12","    0","   95",,"90","70","  768"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1967-08-13","   10","   96",,"92","71","  774"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1967-08-14","    0","   94",,"92","71","  756"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1967-08-15","   20","   86",,"89","71","  696"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1967-08-16","   30","   87",,"88","72","  696"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1967-08-17","   20","   91",,"90","72","  732"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1967-08-18","    0","   94",,"94","72","  756"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1967-08-19","    0","   89",,"91","73","  720"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1967-08-20","   10","  100",,"88","70","  792"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1967-08-21","   30","   78",,"86","69","  618"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1967-08-22","   30","   66",,"85","70","  522"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1967-08-23","   30","   86",,"85","68","  684"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1967-08-24","   40","   88",,"88","70","  684"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1967-08-25","   10","   97",,"85","70","  768"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1967-08-26","    0","   95",,"87","67","  750"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1967-08-27","    0","   95",,"88","69","  744"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1967-08-28","   10","   98",,"94","72","  762"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1967-08-29","    0","   92",,"97","71","  720"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1967-08-30","   10","   91",,"100","78","  714"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1967-08-31","   60","   73",,"103","73","  570"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1967-09-01","   80","   14",,"100","77","  108"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1967-09-02","   70","   25",,"90","72","  192"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1967-09-03","   80","   51",,"85","70","  390"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1967-09-04","   70","   55",,"86","68","  420"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1967-09-05","   40","   27",,"84","69","  210"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1967-09-06","    0","  100",,"85","67","  762"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1967-09-07","   30","   81",,"83","67","  618"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1967-09-08","   10","   81",,"84","66","  696"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1967-09-09","   80","   83",,"86","65","  618"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1967-09-10","   80","   48",,"93","70","  366"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1967-09-11","    0","  100",,"92","70","  750"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1967-09-12","   30","   78",,"85","69","  582"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1967-09-13","   50","   63",,"81","68","  468"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1967-09-14","   30","   76",,"83","66","  564"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1967-09-15","   90","   57",,"84","66","  420"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1967-09-16","   70","   59",,"83","66","  438"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1967-09-17","   70","   60",,"81","67","  444"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1967-09-18","  100","    0",,"73","67","    0"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1967-09-19","   90","   44",,"78","68","  324"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","1967-09-20","   80","   27",,"82","67","  198"
