Country Name,Country Code,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Early-demographic dividend,EAR,2.366484474,2.39332619,2.411216966,2.429568728,2.443432088,2.453910864,2.468147155,2.469106707,2.472864908,2.474306429,2.474184256,2.472825751,2.473068734,2.462806886,2.451932242,2.437128783,2.426249311,2.432556915,2.462192083,2.501734345,2.540795749,2.566495786,2.571520556,2.549605733,2.511245496,2.467726626,2.42539277,2.374977733,2.31672474,2.362736661,2.198016283,2.131307487,2.076503979,2.035246543,2.005434894,1.981459928,1.952547802,1.912839738,1.865595563,1.821896667,1.771612476,1.726066504,1.687406334,1.658772725,1.636450757,1.616736569,1.596750653,1.574192363,1.547955766,1.522820621,1.496147992,1.454323558,1.42726347,1.402708018,1.379077535,1.354285459,1.328698832,1.307598877,1.289165767,1.270785217,1.253361045
East Asia & Pacific,EAS,0.190372403,1.385821796,2.434932779,2.344067234,2.386126821,2.63264701,2.467520417,2.516466691,2.615041546,2.621573697,2.686639004,2.405448676,2.277533115,2.122892441,1.887708568,1.703462844,1.559408312,1.528652628,1.533965248,1.48163567,1.512489476,1.636771874,1.608643592,1.505472131,1.517703862,1.579333357,1.640564158,1.629919964,1.568267198,1.505312023,1.43408571,1.320785275,1.255621867,1.233326183,1.192330671,1.167694488,1.128111889,1.076324456,0.992915145,0.936083645,0.892341485,0.836146589,0.788042658,0.755197431,0.741599094,0.731871575,0.700661339,0.70930381,0.686239983,0.676314793,0.711097483,0.797946808,0.7852377,0.760505773,0.722074344,0.707112182,0.711239442,0.618076201,0.540630062,0.441904492,0.300873335
Europe & Central Asia (excluding high income),ECA,1.614107004,1.607702676,1.589204706,1.560055973,1.51514723,1.227789398,1.188997547,1.163340403,1.14552827,1.124912604,1.121326159,1.112197428,1.098755817,1.087247865,1.05929389,1.099843897,1.086005218,1.064585977,1.064178329,1.078468167,1.082002481,1.037879721,1.029678614,1.093149234,1.075716317,1.054012935,1.042592005,0.994109981,0.881261258,0.634412805,0.621492923,0.521363002,0.389142948,0.215975865,0.093060295,0.115607588,0.114156461,0.077093374,-0.000412717,0.032266341,0.010880567,0.020103455,0.087131042,0.132019991,0.148597301,0.185135493,0.273503374,0.409220801,0.486802823,0.57476804,0.615565957,0.615022957,0.672966353,0.667702436,0.680088325,0.660634967,0.616357387,0.543599573,0.498230144,0.378053468,0.232701752
Europe & Central Asia,ECS,1.154446383,1.17831628,1.174368333,1.150600735,1.104721762,0.95739057,0.922478729,0.878402435,0.851346646,0.768009057,0.761433895,0.826633088,0.797542175,0.763966437,0.735338855,0.717922709,0.685477124,0.672960149,0.671696432,0.683903844,0.663090327,0.598952172,0.567769364,0.588973159,0.595030617,0.608226831,0.612208799,0.61003949,0.586768976,0.489402354,0.459000496,0.411494252,0.364652569,0.247449016,0.164960139,0.159653349,0.152454646,0.13207256,0.118160842,0.111378331,0.124226191,0.181838951,0.26403041,0.299543041,0.304972819,0.309958351,0.359731227,0.4141013,0.401539817,0.390690539,0.2514111,0.406589392,0.477391921,0.483880292,0.476733283,0.463313675,0.41035713,0.374230581,0.302446958,0.235491537,0.084256034
Ecuador,ECU,2.832047602,2.847661199,2.865421491,2.884981967,2.904721493,2.9211344,2.930835038,2.932279849,2.924371295,2.908867654,2.891310422,2.870890539,2.843796585,2.808791611,2.769643786,2.728434583,2.689231899,2.654747256,2.625575033,2.600802437,2.575940797,2.550236828,2.52682372,2.506065267,2.486364066,2.466339585,2.443734875,2.41960917,2.393274336,2.364382033,2.333489945,2.29996942,2.263530801,2.224223549,2.181649205,2.141544797,2.09935358,2.045561688,1.977779419,1.902790305,1.824859047,1.75615767,1.706463013,1.681500928,1.67349164,1.675048483,1.672881165,1.65919151,1.628632124,1.589409453,1.538757895,1.49891549,1.496899243,1.54370952,1.617938422,1.706874588,1.768502796,1.765652695,1.679172693,1.538741142,1.381408991
"Egypt, Arab Rep.",EGY,2.716314468,2.689560859,2.664518795,2.643836366,2.6239074,2.609406681,2.587775669,2.542073655,2.466972774,2.377009936,2.285943748,2.214666462,2.175125402,2.17580145,2.205751714,2.240896939,2.274283903,2.318920954,2.3742162,2.434513082,2.488009421,2.533356514,2.577405483,2.619789215,2.653900299,2.691168593,2.7085798,2.671255631,2.568703344,2.426660158,2.272174221,2.140223658,2.04793311,2.008967478,2.006423487,2.013170601,2.008936449,1.995588043,1.967417366,1.930382623,1.901137787,1.881449991,1.85861819,1.831326977,1.805716775,1.771855275,1.751693087,1.778691301,1.864456434,1.98480508,2.113775596,2.214740995,2.26795426,2.259251359,2.207025339,2.145222268,2.090832668,2.033272399,1.976280224,1.920247637,1.862582116
Euro area,EMU,0.911424941,0.930035817,0.942331793,0.919836554,0.904035268,0.834895745,0.716443478,0.670817935,0.67363765,0.545952282,0.551455182,0.67533921,0.637260841,0.570828079,0.517770399,0.4487656,0.400440661,0.405771847,0.411691742,0.431301855,0.383507125,0.273995671,0.201606802,0.167870075,0.18951871,0.249411086,0.276460749,0.334353776,0.428210194,0.459929045,0.46440657,0.464946016,0.409672962,0.290914769,0.257511233,0.259016399,0.238594909,0.210888852,0.258239899,0.328452396,0.38501197,0.489063834,0.543190485,0.55128365,0.518155206,0.468263418,0.520477005,0.489880265,0.324932135,0.23574335,-0.217707206,0.220482905,0.339991291,0.343941814,0.303179468,0.292608835,0.216013924,0.223297039,0.088947815,0.124166424,-0.041380374
Eritrea,ERI,2.521954852,2.595320299,2.640023648,2.654696357,2.6507725,2.637554633,2.631097384,2.636094779,2.659327612,2.692398517,2.726374198,2.753426267,2.774575195,2.786931924,2.792103311,2.786567742,2.780405886,2.797177652,2.84061364,2.896653139,2.907213881,2.886833252,2.883242803,2.905865477,2.918662022,2.991858166,2.987562564,2.698314518,2.062086524,1.225238851,0.340640837,-0.387405382,-0.843468316,-0.906207522,-0.642556256,-0.352672012,-0.058064619,0.511038952,1.393993703,2.428513381,3.527498231,4.380552826,4.719973616,4.467643594,3.853166896,3.187674572,2.64882178,2.186536353,1.84837072,1.606207281,1.363718869,,,,,,,,,,
Spain,ESP,0.929015535,0.920032287,0.877043252,0.993696426,1.085844742,1.024027852,1.230665818,1.307655786,0.98543056,1.110631449,1.205084833,1.10413659,1.104937604,1.09260761,1.081293603,1.056851725,1.029131809,0.96287655,0.881584501,0.802963562,0.710878011,0.600390137,0.487183211,0.415255702,0.362365565,0.298782367,0.259329063,0.212064999,0.156776198,0.101828843,0.254527425,0.489757905,0.518543521,0.476100555,0.44136575,0.416515798,0.419119517,0.413847481,0.405323026,0.447137015,0.694068084,1.412595405,1.808454468,1.725466303,1.689349047,1.690352556,1.851081308,1.595330499,0.885735981,0.460408305,0.355338396,0.064925963,-0.32766904,-0.298951059,-0.077588862,0.08443015,0.234587923,0.437982994,0.717715637,0.4837813,-0.077583611
Estonia,EST,1.11138977,1.34156956,1.378477164,1.437675372,1.359458372,1.078006708,0.787736187,0.925837507,1.048781817,1.096145451,1.233395893,1.123907965,0.960032301,0.865266081,0.785459176,0.712743107,0.73604373,0.685613147,0.556254915,0.603352238,0.704718276,0.719876655,0.687096402,0.652187283,0.667063356,0.743509962,0.778102309,0.621622035,0.398143548,0.066490191,-0.502159185,-1.824181555,-2.574319978,-2.138588635,-1.785399536,-1.475364638,-1.14091924,-0.960559005,0.294482276,0.483707162,-0.636963124,-0.633433796,-0.627622448,-0.59782051,-0.572255525,-0.58965556,-0.456188535,-0.26813372,-0.192768077,-0.228057969,-0.303582824,-0.357944411,-0.355891803,-0.262256175,0.06555253,0.029112226,0.121070631,0.348039138,0.368313696,0.197565581,-0.016925355
Ethiopia,ETH,2.319962454,2.39785336,2.454548653,2.484147593,2.496045241,2.477315664,2.461913774,2.496163338,2.594895086,2.719607533,2.891342861,3.00462837,2.928970616,2.622436199,2.190128275,1.708835094,1.346505218,1.23150193,1.444233649,1.878273259,2.370060679,2.770026624,3.054442102,3.178064856,3.193713924,3.180089592,3.197512698,3.242478772,3.329124546,3.431842834,3.532983139,3.59050935,3.575591455,3.476561369,3.327280671,3.167007106,3.034012992,2.938856113,2.893813924,2.88268787,2.879425139,2.867363938,2.850945567,2.826396381,2.798323914,2.768139897,2.745949471,2.741029927,2.756861848,2.783756927,2.812613737,2.829627968,2.827014885,2.799924688,2.756111616,2.708072653,2.663414482,2.619969171,2.579697088,2.541386464,2.50197331
European Union,EUU,0.866421173,0.889468378,0.913002373,0.909571034,0.860481266,0.805934645,0.765567936,0.709250618,0.684354758,0.548112167,0.53557035,0.670212658,0.64700188,0.616133046,0.597853694,0.541508467,0.487422018,0.458792008,0.440320856,0.449192845,0.410927259,0.328089545,0.262552332,0.232270972,0.240518931,0.278279735,0.295241092,0.324572909,0.340017393,0.335230266,0.29788027,0.292454528,0.325615031,0.24932818,0.189053045,0.162716926,0.150197169,0.133746927,0.164821943,0.119663589,0.132068064,0.229432201,0.356010506,0.375636483,0.35519863,0.325104381,0.336466494,0.321180958,0.236686113,0.139394236,-0.177886373,0.147238215,0.243212932,0.25023331,0.21802003,0.212345574,0.156820032,0.163332879,0.063255413,0.062988233,-0.119062663
Fragile and conflict affected situations,FCS,2.305557464,2.348878202,2.383198763,2.412165579,2.43698421,2.459786579,2.482070665,2.502087007,2.521350266,2.539557328,2.551738476,2.563392795,2.580499698,2.607523733,2.636755042,2.670409876,2.692248779,2.68636794,2.646563626,2.585907552,2.525982103,2.479944541,2.448655882,2.435495037,2.438599029,2.432373967,2.431181733,2.471105176,2.559019353,3.118726439,2.80445756,2.903742283,2.925116847,2.850759363,2.720063971,2.573887069,2.461877785,2.366407208,2.36370022,2.448208471,2.526009096,2.571470207,2.595312762,2.58984072,2.564393785,2.534986931,2.51093311,2.508248443,2.503227581,2.493806203,2.503336081,2.504928197,2.484756246,2.43786169,2.377347857,2.312218983,2.261210879,2.24800163,2.279274969,2.340037479,2.408231538
Finland,FIN,0.705711484,0.6799954,0.706977468,0.556315625,0.333374795,0.374800826,0.541550206,0.448972198,-0.058030841,-0.378718238,0.126203706,0.595195266,0.567909198,0.523542996,0.443863076,0.301448639,0.279738313,0.28712237,0.255579028,0.311078416,0.426515645,0.560285844,0.595991321,0.534342931,0.417068904,0.324794896,0.283626732,0.290689051,0.361018799,0.443382074,0.546172018,0.561909851,0.483854089,0.431048903,0.381655333,0.328037914,0.29737733,0.265472962,0.232116249,0.207606515,0.227687342,0.24238105,0.23845724,0.290350362,0.342248594,0.383777136,0.425429832,0.465549285,0.478246393,0.457494535,0.463558707,0.475809487,0.460723773,0.413560208,0.329383886,0.287421402,0.234670532,0.132641041,0.11019169,0.143641197,0.219541912
Fiji,FJI,3.438227376,3.481761773,3.410682397,3.21054681,2.93559174,2.645739679,2.400433805,2.223378855,2.134414772,2.106906346,2.102563429,2.088743321,2.060263249,2.014250444,1.962859548,1.878619431,1.811055858,1.835634088,1.982408883,2.184515811,2.444257934,2.614994762,2.543537886,2.161883652,1.599186637,0.960849443,0.43515215,0.158925762,0.231843953,0.546803301,0.932127765,1.226070656,1.399486104,1.40015664,1.274615173,1.148993579,1.058518245,0.930645734,0.76616516,0.582325537,0.358414941,0.163763402,0.100653768,0.218612498,0.45648978,0.75939679,0.999495116,1.090795994,0.974703301,0.721353945,0.421873731,0.186749844,0.062057001,0.097572305,0.251861864,0.433535157,0.577645837,0.684860282,0.729092657,0.72649263,0.717487182
France,FRA,1.318628531,1.396523137,1.404857885,1.324914058,1.18616692,1.022989973,0.881298116,0.784141188,0.752068957,0.764910233,0.792828266,0.802235315,0.782248327,0.720023852,0.630849499,0.533776953,0.455757796,0.41069657,0.410996116,0.444046994,0.486055129,0.519414629,0.545602917,0.558734008,0.561150827,0.565733543,0.571439287,0.564631643,0.541837964,0.508741657,0.554122623,0.497242647,0.433277024,0.372261906,0.361244808,0.354065506,0.35374185,0.368607869,0.514446451,0.684945784,0.727789664,0.727226638,0.708771178,0.736332749,0.753799177,0.697191228,0.618708359,0.558843467,0.514489544,0.494040603,0.483675544,0.483998961,0.514773829,0.473706908,0.35556924,0.263868789,0.290202116,0.274451849,0.218824149,0.194582449,0.177099191
Faroe Islands,FRO,1.291303202,1.266395563,1.242217244,1.226975351,1.184964447,1.187181739,1.125525297,1.123488794,1.118787015,1.155128356,1.141937368,1.156606612,1.195382183,1.112736427,1.083539741,1.040772621,0.975477881,0.959002059,0.940577828,0.922584198,0.886709844,0.856243703,0.862463578,0.921933626,0.959851312,1.062112245,1.145945347,1.058256364,0.693678839,0.247789612,-0.32415626,-0.803251397,-1.008361317,-0.931350016,-0.487576535,-0.002191805,0.360999375,0.663890209,0.721993582,0.665481279,0.556878659,0.500881833,0.430953199,0.338808603,0.274832074,0.129810328,0.066933007,-0.006273067,-0.016730102,-0.023008461,0.025099877,0.05854189,0.121156432,0.133519724,0.187461001,0.245250985,0.317101997,0.353222226,0.370469891,0.385475452,0.383995243
"Micronesia, Fed. Sts.",FSM,3.160054647,3.071690736,3.084585906,3.262077987,3.404418355,3.699113673,3.830332489,3.62395141,2.969880473,2.08791652,1.09147346,0.299122155,-0.011241097,0.301465864,1.06070529,1.942296041,2.63586738,3.153491618,3.343954104,3.375689114,3.351666536,3.380210625,3.29696728,3.128040066,2.901295108,2.608116947,2.339767986,2.197165911,2.233949043,2.355571549,2.537517675,2.604998301,2.450350813,2.028355024,1.409430304,0.719034259,0.149457552,-0.246447635,-0.404677019,-0.338331162,-0.21903772,-0.133521965,-0.116861215,-0.260389983,-0.459675841,-0.719594234,-0.888403296,-0.858696277,-0.559753544,-0.053427367,0.515594947,1.017541503,1.345848816,1.426680742,1.333168176,1.213154024,1.124175032,1.052213848,1.034228542,1.057554256,1.067133391
Gabon,GAB,0.967709434,1.079966999,1.222341332,1.4040044,1.600037159,1.81374552,1.993370614,2.091310768,2.078249937,2.000647725,1.897823626,1.830766468,1.815832737,1.880542325,1.996358833,2.117829754,2.222775569,2.311513368,2.38578031,2.445487178,2.496339768,2.550404139,2.60016664,2.65071621,2.69464615,2.736345412,2.763524342,2.776277518,2.770695723,2.7525658,2.731411734,2.708269922,2.676480974,2.633858382,2.586173561,2.547393188,2.518724482,2.485988282,2.448036432,2.414288376,2.385038528,2.380176439,2.425954472,2.531576244,2.679276322,2.807578617,2.923063968,3.07422517,3.264264158,3.459146772,3.656322234,3.788583795,3.779411424,3.606623054,3.335251073,3.043638018,2.795874594,2.603486796,2.484043179,2.416957226,2.357766143
United Kingdom,GBR,0.760459939,0.848661388,0.748366449,0.650257749,0.642468779,0.551303249,0.53854377,0.48676828,0.415803269,0.398722458,0.417666617,0.339057516,0.193198186,0.06305921,-0.007423363,-0.024603833,-0.032873848,0.005359908,0.089728661,0.119517254,0.034821732,-0.035842794,0.034101374,0.158261863,0.226951225,0.23161023,0.212637261,0.222063894,0.26031145,0.298930554,0.309247932,0.270431182,0.239745439,0.254586487,0.264547417,0.254626384,0.257553323,0.291406085,0.333405882,0.357300887,0.38497597,0.42333708,0.465641114,0.568943113,0.686611306,0.735048678,0.778666112,0.787032622,0.75639086,0.783888647,0.781506562,0.695353132,0.669740536,0.736463979,0.792367506,0.757874493,0.679374474,0.605929132,0.564131113,0.365409432,0.365409887
Georgia,GEO,1.578435862,1.519342186,1.473021724,1.410306472,1.316771037,1.143478098,0.980879611,0.907052603,0.935667821,0.96583761,1.040707699,1.010966631,0.880708361,0.868346221,0.73801073,0.721090302,0.681625222,0.58382341,0.736305278,0.842900505,0.820316229,0.846666493,0.878842348,0.853879671,0.876678995,0.888192529,0.825576239,0.990127868,0.262664316,-0.027068389,0.703475649,0.77451105,0.768558451,-1.539430121,-3.757716068,-3.62954608,-3.207518172,-2.474222976,-2.057376879,-1.944629157,-1.551238397,-0.897253673,-0.675365806,-0.61926241,-0.635292218,-0.568484712,-0.521646734,-0.303790529,-0.888185043,-0.729475257,-0.80216404,-0.736565519,-0.300972141,0.0469539,0.157481405,0.059816599,0.013386075,-0.039036546,-0.17156574,0.068656249,-0.379636607
Ghana,GHA,3.160595097,3.213938554,3.175281668,3.026904195,2.817192909,2.575954338,2.381378785,2.29696965,2.354312042,2.497592809,2.685321336,2.817244954,2.819278681,2.656193659,2.400393658,2.112705165,1.906274286,1.85666839,2.010323744,2.294497688,2.608341021,2.853955775,3.009296478,3.045340952,3.001168978,2.938513423,2.898612402,2.873211378,2.87196737,2.883226255,2.895978367,2.890511098,2.855417913,2.785260065,2.694853156,2.601601014,2.524614187,2.471753914,2.449494437,2.449406107,2.449562516,2.447154931,2.458527537,2.484598321,2.517459761,2.55438954,2.579985464,2.578757332,2.543821515,2.487008974,2.424401783,2.369482728,2.323828607,2.291813837,2.268777982,2.24660996,2.220504882,2.192852874,2.162584462,2.130763473,2.099216433
Gibraltar,GIB,1.643130048,2.074271606,2.366156409,2.338939589,2.331505808,2.094555799,2.011108057,1.899264235,1.690039867,1.53616099,1.409549792,1.185757553,1.030342957,0.769195805,0.587177239,0.388440255,0.162232889,-0.01323364,-0.172196877,-0.345285868,-0.553611552,-0.684566432,-0.733371543,-0.670469626,-0.455207426,-0.188850984,0.061845046,0.17159138,0.078833272,-0.130279777,-0.440090103,-0.61177068,-0.570198332,-0.261848801,0.289738914,0.978189492,1.486990773,1.82316462,1.921641378,1.801792052,1.668699485,1.547887296,1.419911564,1.142241292,0.882821068,0.59422161,0.310707707,0.137121076,-0.023833641,0.068506414,0.068459515,0.13380713,0.12175748,0.094927328,0.047429894,-0.011855365,-0.044470139,-0.023725496,-0.026697913,-0.044512368,0
Guinea,GIN,1.643582087,1.65732929,1.678570458,1.710299891,1.745926307,1.785599028,1.813895148,1.81053804,1.767249841,1.699354918,1.634143828,1.585449485,1.545214946,1.51853645,1.507956874,1.50251095,1.515943059,1.575169538,1.689469087,1.842927247,1.994753491,2.139656658,2.304698079,2.488787254,2.673973591,2.859691364,3.007957768,3.074987134,3.045446028,2.952379181,2.834843518,2.733495034,2.661382359,2.632061853,2.627358766,2.635672254,2.622005649,2.56025077,2.437653832,2.28281802,2.11736734,1.987872548,1.926564275,1.95304244,2.03891509,2.148488305,2.23894088,2.29160483,2.290827005,2.259381611,2.215150305,2.197958682,2.235327632,2.342254124,2.489834844,2.644357731,2.764879904,2.833117512,2.834784817,2.791607079,2.737268932
"Gambia, The",GMB,2.003361983,1.980599673,2.019296751,2.138033861,2.30793875,2.490576332,2.646871063,2.766666064,2.840771909,2.878210806,2.907760218,2.950766875,3.001469495,3.07045324,3.148200007,3.247704121,3.339916368,3.372873084,3.334988581,3.26689988,3.140276864,3.074304097,3.205216084,3.57570182,4.064471254,4.571132432,4.916682458,4.97964062,4.717400705,4.272073804,3.806510679,3.446129852,3.197553312,3.096002421,3.091668033,3.098297783,3.081593726,3.084086859,3.100864606,3.128788688,3.164230528,3.197644099,3.199922096,3.163325465,3.106619692,3.043049767,2.99605548,2.97048034,2.973715757,2.995687968,3.017963446,3.031169712,3.03420155,3.025950918,3.008720834,2.988373007,2.969069585,2.946012688,2.921862866,2.895365506,2.866375603
Guinea-Bissau,GNB,1.067736681,0.978411184,0.970190815,1.067185138,1.234747992,1.406357107,1.542672328,1.657919804,1.74475121,1.79345041,1.886100697,1.951573957,1.847899398,1.528111733,1.091729233,0.57667434,0.17080088,0.052465593,0.334742303,0.893347259,1.539368835,2.069384146,2.415066901,2.505531045,2.423993273,2.308379349,2.240737194,2.198700448,2.198063085,2.227409513,2.256497472,2.262972118,2.235609206,2.173217525,2.088518026,1.998989136,1.93200086,1.912447978,1.952534789,2.032664485,2.124927075,2.204268152,2.273212939,2.325669198,2.36534711,2.398707778,2.435506078,2.476336805,2.523901771,2.573413527,2.618312205,2.650742625,2.660766083,2.644755928,2.611151253,2.570119483,2.532249258,2.493505196,2.456528568,2.421410618,2.384555965
Equatorial Guinea,GNQ,1.341330767,1.317856714,1.433507313,1.718573626,2.077191295,2.576053216,2.878736991,2.58132539,1.519379063,-0.004605369,-1.703318015,-3.176553709,-4.179999309,-4.378176597,-3.817400833,-3.112342474,-2.370507364,-1.028979216,0.953380777,3.234219945,5.616475732,7.386856038,7.955668225,7.301581257,6.016997448,4.690101581,3.711325258,3.084247298,2.906168024,3.044041827,3.205787931,3.278281737,3.378252599,3.496452733,3.621585967,3.768127788,3.918574371,4.025731854,4.081912968,4.111038555,4.117746929,4.143998224,4.205940428,4.315088089,4.443763255,4.559658305,4.631940298,4.654916813,4.625126705,4.558597536,4.478446124,4.394052518,4.291884317,4.172280493,4.042896478,3.91079791,3.781106635,3.653340932,3.528840253,3.407619459,3.288627151
Greece,GRC,0.792901847,0.595777103,0.370892005,0.362612547,0.467787696,0.737804081,0.814411517,0.65053289,0.365420763,0.228196508,0.433844788,0.650037188,0.454133112,0.368183314,0.938660354,1.553213563,1.301109489,1.296604359,1.246698067,0.982220016,0.896616063,0.61646204,0.581724932,0.498156576,0.388288979,0.330759074,0.334358494,0.363197987,0.52185098,1.057808012,1.200352537,0.763882722,0.588261919,0.500703438,0.467197289,0.440670531,0.493267145,0.554211903,0.383471312,0.409041838,0.519884464,0.366566462,0.238643175,0.247413543,0.293249074,0.300331801,0.254757582,0.265457837,0.263026401,0.128880433,-0.147951277,-0.540752951,-0.725120807,-0.66611329,-0.658861361,-0.415913028,-0.197783225,-0.202880238,-0.105339393,-0.196301665,-0.336885796
Grenada,GRD,1.541539263,1.25895953,0.998448232,0.760411277,0.542500642,0.318616084,0.080021905,-0.087395565,-0.217240083,-0.261100894,-0.279827199,-0.242300699,-0.34426744,-0.504146082,-0.749664225,-1.114366049,-1.376006916,-1.243582105,-0.563850976,0.483013859,1.756872656,2.745325943,3.053866144,2.521574071,1.49278317,0.229843807,-0.759492248,-1.315122396,-1.224266539,-0.625066715,0.139011382,0.722024797,1.098299123,1.124625299,0.942746336,0.71241154,0.556845986,0.447959883,0.397159757,0.397533481,0.393053656,0.380901281,0.353498507,0.329255537,0.298559101,0.26718083,0.233199072,0.260159661,0.312435164,0.415067525,0.524851801,0.621740443,0.667831666,0.670747705,0.643471646,0.600367481,0.552600022,0.517266573,0.494964112,0.460536799,0.439845699
Greenland,GRL,3.625774802,3.785022413,3.922071315,3.243527575,4.16726964,3.262522732,3.398385282,3.517361418,3.397835364,3.286166448,1.709443336,2.303766807,1.438873745,1.015237146,0.201816416,0.201409937,-0.605450891,-0.40568007,0.809721023,1.202419297,1.581060603,0.975617495,1.158314109,1.145050679,0.94429408,0.562325755,1.115253195,1.28560081,0.908271457,0.541029273,-0.18001805,-0.361011222,-0.180995525,0.542006747,0.539084863,0.179051077,0.178731057,0.178412179,0,0.178094437,0.266548359,0.458574268,0.275195545,0.256870545,0.04216222,-0.283179181,-0.386485847,-0.402186877,-0.008876974,1.028023326,-0.026363197,-0.140721219,-0.577265865,-0.333398667,-0.322038549,0.128227978,-0.026700606,-0.263828878,0.359917714,0.252238303,0.506106194
Guatemala,GTM,2.936234518,2.936142319,2.922213077,2.893360487,2.850493537,2.804420185,2.744536847,2.671509104,2.589681567,2.507663212,2.433237651,2.372464859,2.326203719,2.292122312,2.257347972,2.239114591,2.250160973,2.300783762,2.389166726,2.494654354,2.590691543,2.671766063,2.71559914,2.739688448,2.754094839,2.763170626,2.768564246,2.768246906,2.759321995,2.734472527,2.689429601,2.624668674,2.550623477,2.490558872,2.452988793,2.402720921,2.358059233,2.361987483,2.369476412,2.433943645,2.4024009,2.297882417,2.180745246,2.125985971,2.077170631,2.026228097,1.975962167,1.927447638,1.881063438,1.836556428,1.819487756,1.777495787,1.757167698,1.728757603,1.691465093,1.658073318,1.6276538,1.600385982,1.560386048,1.519987854,1.480316806
Guam,GUM,1.976354777,2.237327288,2.390563398,2.436103177,2.40890769,2.354852308,2.32363073,2.269615275,2.253380359,2.212066209,2.18635628,2.136150328,2.122775839,2.122432951,2.136183303,2.150233057,2.174753987,2.183683413,2.192020897,2.230503548,2.229742545,2.246325585,2.271504448,2.263182557,2.275733814,2.249420555,2.235207156,2.231263261,2.261009326,2.29075345,2.327844449,2.32391326,2.256828007,2.118125037,1.909443687,1.704284831,1.502890563,1.3028273,1.097882229,0.884646772,0.687803865,0.496225123,0.349322036,0.234946295,0.197156462,0.153285738,0.125355532,0.118910941,0.122537869,0.12991457,0.157303192,0.187687743,0.265289399,0.368363503,0.522831661,0.675497259,0.814724473,0.90229092,0.915743568,0.885514508,0.826633848
Guyana,GUY,3.007925588,2.84605512,2.652031221,2.420749507,2.175785607,1.922448055,1.692546778,1.510008464,1.389282104,1.311816783,1.234178024,1.151421194,1.096536956,1.08152619,1.07853546,1.100582596,1.097652009,1.005390342,0.792691612,0.500640337,0.202447493,-0.062060818,-0.294321076,-0.480772013,-0.618250791,-0.780778565,-0.919384779,-0.903134065,-0.676372796,-0.30559764,0.157415462,0.551749372,0.737990103,0.628539243,0.316012561,-0.065304559,-0.372142207,-0.555250862,-0.545678176,-0.395350937,-0.202691359,-0.055973344,0.047384746,0.079818688,0.05617025,0.023986744,0.019024499,0.045269111,0.120840438,0.228701604,0.346196945,0.445663749,0.514040833,0.537221878,0.530702759,0.510790065,0.498520024,0.487575159,0.482526666,0.48224372,0.478157889
High income,HIC,1.270083067,1.282587702,1.25742353,1.230493724,1.170129103,1.092135017,1.029947789,1.004331231,1.007621823,0.994105021,1.175177728,1.019121421,0.977408495,0.952513184,0.923885145,0.851321047,0.827927625,0.827061375,0.85325276,0.821263154,0.815581469,0.766960223,0.711942515,0.669603335,0.669436873,0.683555118,0.686046332,0.6950417,0.732921302,0.765330653,0.811767859,0.597974322,0.773592161,0.714857545,0.822096979,0.665046564,0.644868124,0.626366012,0.618168731,0.608235673,0.612388674,0.621919517,0.631407434,0.665981475,0.678713034,0.73527484,0.753396866,0.795699005,0.717322301,0.642976577,0.459437024,0.574439618,0.577715113,0.589986802,0.57027971,0.570652896,0.504437981,0.465442832,0.40602377,0.474112127,0.05559431
"Hong Kong SAR, China",HKG,2.963040924,4.236494673,3.44066885,2.417271694,2.627395063,0.885475776,2.527097364,2.123526741,1.596569535,2.431443203,2.156424527,1.917085484,2.821398831,3.160575854,1.8961131,1.256197195,1.44371142,1.811706419,5.465453784,2.670080965,2.348226768,1.55249627,1.519407906,0.982973567,1.074258772,1.245826983,1.006753152,0.840468541,1.03591232,0.321315033,0.829228336,0.839650031,1.717770734,2.252030431,1.980132777,4.438607795,0.832512855,0.834808807,0.955125814,0.881594076,0.736962668,0.442846827,-0.197404126,0.779918562,0.436871406,0.642270483,0.859633272,0.598238787,0.215353334,0.734446396,0.672543292,1.103957997,0.401982536,0.702370951,0.851197911,0.619366345,0.768513878,0.800230597,0.739283471,-0.358932662,-0.911776749
Honduras,HND,2.794397022,2.786644741,2.793364251,2.816972411,2.851914049,2.890465699,2.922458204,2.944651995,2.95475455,2.956305381,2.954931022,2.957033903,2.969789681,2.995036764,3.026614776,3.057294074,3.079603207,3.091660959,3.090998037,3.08137564,3.069307788,3.056485659,3.039553561,3.018260563,2.994593986,2.97102761,2.947952693,2.924635741,2.901111081,2.878520724,2.850670099,2.824884205,2.815068698,2.824780026,2.843348386,2.862877135,2.867353722,2.848708,2.801599832,2.734903508,2.662567346,2.592831157,2.523091551,2.455146072,2.388253195,2.323165271,2.256484876,2.184263323,2.105554971,2.024413317,1.943169475,1.869321608,1.810130794,1.76927099,1.741474102,1.71775975,1.692271482,1.667082227,1.640617842,1.613135933,1.586463131
