fips,county_name,state_abbr,left,arrived,net
16079,Shoshone County,ID,1184,1179,-5
17153,Pulaski County,IL,198,193,-5
29093,Iron County,MO,997,992,-5
48105,Crockett County,TX,70,65,-5
31049,Deuel County,NE,18,13,-5
40057,Harmon County,OK,36,31,-5
19051,Davis County,IA,424,419,-5
21059,Daviess County,KY,7317,7312,-5
37177,Tyrrell County,NC,15,10,-5
13317,Wilkes County,GA,106,100,-6
53013,Columbia County,WA,339,333,-6
08033,Dolores County,CO,18,12,-6
38041,Hettinger County,ND,103,97,-6
46031,Corson County,SD,53,47,-6
19151,Pocahontas County,IA,267,261,-6
40117,Pawnee County,OK,2528,2522,-6
48129,Donley County,TX,26,20,-6
35027,Lincoln County,NM,1905,1899,-6
27069,Kittson County,MN,56,49,-7
38007,Billings County,ND,40,33,-7
48083,Coleman County,TX,559,552,-7
46025,Clark County,SD,146,139,-7
48191,Hall County,TX,27,20,-7
39127,Perry County,OH,5523,5516,-7
13161,Jeff Davis County,GA,858,851,-7
21025,Breathitt County,KY,318,311,-7
08125,Yuma County,CO,169,162,-7
21201,Robertson County,KY,34,27,-7
40053,Grant County,OK,363,356,-7
41023,Grant County,OR,41,33,-8
20105,Lincoln County,KS,49,41,-8
13315,Wilcox County,GA,228,220,-8
05029,Conway County,AR,2470,2462,-8
31129,Nuckolls County,NE,57,49,-8
30039,Granite County,MT,160,152,-8
39005,Ashland County,OH,6813,6805,-8
37149,Polk County,NC,2640,2632,-8
20141,Osborne County,KS,20,12,-8
08023,Costilla County,CO,21,12,-9
48023,Baylor County,TX,41,32,-9
51115,Mathews County,VA,618,609,-9
48125,Dickens County,TX,32,23,-9
48247,Jim Hogg County,TX,69,60,-9
29129,Mercer County,MO,22,13,-9
38019,Cavalier County,ND,23,14,-9
46111,Sanborn County,SD,67,58,-9
21039,Carlisle County,KY,334,325,-9
42067,Juniata County,PA,1919,1910,-9
41037,Lake County,OR,186,177,-9
47109,McNairy County,TN,2505,2495,-10
21129,Lee County,KY,79,69,-10
46045,Edmunds County,SD,401,391,-10
38069,Pierce County,ND,45,35,-10
40043,Dewey County,OK,219,209,-10
46039,Deuel County,SD,159,149,-10
48235,Irion County,TX,165,154,-11
48165,Gaines County,TX,1246,1235,-11
21161,Mason County,KY,1618,1607,-11
48305,Lynn County,TX,802,791,-11
35015,Eddy County,NM,4989,4978,-11
46091,Marshall County,SD,75,64,-11
31123,Morrill County,NE,420,409,-11
08115,Sedgwick County,CO,21,10,-11
20083,Hodgeman County,KS,38,27,-11
30097,Sweet Grass County,MT,53,41,-12
20145,Pawnee County,KS,344,332,-12
40055,Greer County,OK,247,235,-12
48461,Upton County,TX,67,55,-12
20195,Trego County,KS,70,58,-12
27023,Chippewa County,MN,1137,1125,-12
29205,Shelby County,MO,174,161,-13
17107,Logan County,IL,2595,2582,-13
31163,Sherman County,NE,34,21,-13
41025,Harney County,OR,47,34,-13
20163,Rooks County,KS,182,169,-13
25019,Nantucket County,MA,763,750,-13
19003,Adams County,IA,84,71,-13
45071,Newberry County,SC,3441,3428,-13
20181,Sherman County,KS,62,48,-14
39115,Morgan County,OH,1371,1357,-14
48359,Oldham County,TX,135,121,-14
16071,Oneida County,ID,38,24,-14
47029,Cocke County,TN,3215,3201,-14
01069,Houston County,AL,13573,13558,-15
54021,Gilmer County,WV,130,115,-15
55031,Douglas County,WI,4373,4358,-15
48095,Concho County,TX,191,176,-15
37123,Montgomery County,NC,2933,2918,-15
31011,Boone County,NE,100,85,-15
27173,Yellow Medicine County,MN,793,777,-16
20109,Logan County,KS,72,56,-16
39021,Champaign County,OH,6360,6344,-16
54073,Pleasants County,WV,572,556,-16
31035,Clay County,NE,480,464,-16
20039,Decatur County,KS,26,10,-16
19087,Henry County,IA,1819,1803,-16
35059,Union County,NM,34,17,-17
35033,Mora County,NM,325,308,-17
26095,Luce County,MI,52,35,-17
18125,Pike County,IN,1515,1498,-17
46073,Jerauld County,SD,44,27,-17
46115,Spink County,SD,314,297,-17
49017,Garfield County,UT,131,114,-17
46119,Sully County,SD,47,30,-17
27149,Stevens County,MN,228,211,-17
48267,Kimble County,TX,56,38,-18
19083,Hardin County,IA,1334,1316,-18
27073,Lac qui Parle County,MN,144,126,-18
20193,Thomas County,KS,145,127,-18
31027,Cedar County,NE,325,307,-18
48123,DeWitt County,TX,2282,2264,-18
21189,Owsley County,KY,58,39,-19
46121,Todd County,SD,169,150,-19
13251,Screven County,GA,1242,1223,-19
02105,Hoonah-Angoon Census Area,AK,50,31,-19
21127,Lawrence County,KY,1107,1088,-19
19159,Ringgold County,IA,61,41,-20
02063,Chugach Census Area,AK,50,29,-21
06041,Marin County,CA,51153,51132,-21
46067,Hutchinson County,SD,317,296,-21
19173,Taylor County,IA,204,183,-21
30045,Judith Basin County,MT,51,30,-21
29135,Moniteau County,MO,1640,1619,-21
17117,Macoupin County,IL,5839,5818,-21
38037,Grant County,ND,47,25,-22
56045,Weston County,WY,227,205,-22
21065,Estill County,KY,942,920,-22
27085,McLeod County,MN,4942,4920,-22
20131,Nemaha County,KS,415,393,-22
29005,Atchison County,MO,56,34,-22
28063,Jefferson County,MS,483,461,-22
31181,Webster County,NE,231,208,-23
27075,Lake County,MN,1027,1004,-23
22107,Tensas Parish,LA,76,53,-23
20007,Barber County,KS,74,51,-23
28117,Prentiss County,MS,2547,2524,-23
46015,Brule County,SD,127,104,-23
20093,Kearny County,KS,352,328,-24
51045,Craig County,VA,222,198,-24
48195,Hansford County,TX,60,36,-24
26159,Van Buren County,MI,12159,12135,-24
51025,Brunswick County,VA,977,953,-24
19089,Howard County,IA,534,510,-24
02220,Sitka City and Borough,AK,262,237,-25
29057,Dade County,MO,681,656,-25
54093,Tucker County,WV,389,364,-25
31007,Banner County,NE,37,12,-25
27133,Rock County,MN,736,711,-25
01029,Cleburne County,AL,1638,1612,-26
37137,Pamlico County,NC,1031,1005,-26
13115,Floyd County,GA,9190,9164,-26
50001,Addison County,VT,4474,4448,-26
38021,Dickey County,ND,60,34,-26
20067,Grant County,KS,76,49,-27
48435,Sutton County,TX,103,76,-27
21159,Martin County,KY,239,212,-27
38063,Nelson County,ND,68,41,-27
05109,Pike County,AR,1054,1027,-27
19001,Adair County,IA,752,725,-27
27051,Grant County,MN,627,599,-28
13131,Grady County,GA,2462,2434,-28
29013,Bates County,MO,1753,1725,-28
13101,Echols County,GA,470,442,-28
46123,Tripp County,SD,39,11,-28
18181,White County,IN,3753,3724,-29
29103,Knox County,MO,85,56,-29
48079,Cochran County,TX,132,103,-29
29163,Pike County,MO,1410,1381,-29
39079,Jackson County,OH,2676,2647,-29
38045,LaMoure County,ND,91,61,-30
31041,Custer County,NE,448,418,-30
13309,Wheeler County,GA,215,185,-30
20019,Chautauqua County,KS,95,65,-30
13209,Montgomery County,GA,953,923,-30
28095,Monroe County,MS,3464,3433,-31
28037,Franklin County,MS,404,373,-31
54095,Tyler County,WV,665,634,-31
54009,Brooke County,WV,2704,2673,-31
30099,Teton County,MT,438,407,-31
19157,Poweshiek County,IA,1734,1703,-31
31161,Sheridan County,NE,55,24,-31
08107,Routt County,CO,2689,2657,-32
28085,Lincoln County,MS,2450,2418,-32
16029,Caribou County,ID,294,262,-32
01041,Crenshaw County,AL,1449,1417,-32
21097,Harrison County,KY,1834,1802,-32
38091,Steele County,ND,61,29,-32
39135,Preble County,OH,5358,5326,-32
51515,Bedford city,VA,402,369,-33
17009,Brown County,IL,265,232,-33
50003,Bennington County,VT,2660,2627,-33
42109,Snyder County,PA,3892,3859,-33
08003,Alamosa County,CO,1779,1746,-33
29179,Reynolds County,MO,119,86,-33
48413,Schleicher County,TX,145,112,-33
30005,Blaine County,MT,357,324,-33
21135,Lewis County,KY,622,589,-33
51031,Campbell County,VA,10239,10206,-33
48429,Stephens County,TX,154,120,-34
19185,Wayne County,IA,175,141,-34
46113,Shannon County,SD,244,210,-34
02013,Aleutians East Borough,AK,96,62,-34
18139,Rush County,IN,2623,2589,-34
42057,Fulton County,PA,1298,1263,-35
48401,Rusk County,TX,8203,8168,-35
02195,Petersburg Census Area,AK,61,25,-36
26003,Alger County,MI,505,469,-36
21155,Marion County,KY,1761,1725,-36
48357,Ochiltree County,TX,178,142,-36
26131,Ontonagon County,MI,74,38,-36
55041,Forest County,WI,292,256,-36
46057,Hamlin County,SD,580,543,-37
30023,Deer Lodge County,MT,649,612,-37
26043,Dickinson County,MI,1745,1708,-37
17073,Henry County,IL,5930,5893,-37
30095,Stillwater County,MT,1110,1073,-37
17069,Hardin County,IL,73,36,-37
39105,Meigs County,OH,1748,1711,-37
28145,Union County,MS,3588,3550,-38
17011,Bureau County,IL,3470,3432,-38
05047,Franklin County,AR,2159,2121,-38
28041,Greene County,MS,1083,1045,-38
38029,Emmons County,ND,138,100,-38
54013,Calhoun County,WV,103,64,-39
42013,Blair County,PA,7093,7054,-39
13259,Stewart County,GA,218,179,-39
42053,Forest County,PA,306,267,-39
19177,Van Buren County,IA,328,289,-39
28111,Perry County,MS,1420,1381,-39
54075,Pocahontas County,WV,73,34,-39
21119,Knott County,KY,893,854,-39
29007,Audrain County,MO,2384,2345,-39
16045,Gem County,ID,2523,2483,-40
17123,Marshall County,IL,1748,1708,-40
13267,Tattnall County,GA,2062,2022,-40
13065,Clinch County,GA,120,80,-40
48197,Hardeman County,TX,145,105,-40
56043,Washakie County,WY,136,96,-40
17053,Ford County,IL,1926,1886,-40
48383,Reagan County,TX,122,82,-40
42023,Cameron County,PA,124,84,-40
13305,Wayne County,GA,1820,1779,-41
40129,Roger Mills County,OK,216,175,-41
28099,Neshoba County,MS,2308,2267,-41
26097,Mackinac County,MI,612,570,-42
48343,Morris County,TX,1714,1672,-42
12077,Liberty County,FL,594,552,-42
29199,Scotland County,MO,86,44,-42
47133,Overton County,TN,2494,2451,-43
12013,Calhoun County,FL,1390,1347,-43
48151,Fisher County,TX,158,115,-43
21057,Cumberland County,KY,95,52,-43
08103,Rio Blanco County,CO,352,309,-43
13003,Atkinson County,GA,686,643,-43
19133,Monona County,IA,619,575,-44
08011,Bent County,CO,200,156,-44
21223,Trimble County,KY,1465,1421,-44
13269,Taylor County,GA,284,239,-45
06049,Modoc County,CA,221,176,-45
47039,Decatur County,TN,794,749,-45
39071,Highland County,OH,6075,6030,-45
27143,Sibley County,MN,2021,1976,-45
17013,Calhoun County,IL,119,74,-45
47001,Anderson County,TN,12940,12894,-46
29079,Grundy County,MO,381,335,-46
19137,Montgomery County,IA,677,631,-46
19077,Guthrie County,IA,1511,1465,-46
17083,Jersey County,IL,3053,3007,-46
31033,Cheyenne County,NE,235,189,-46
16077,Power County,ID,894,848,-46
06029,Kern County,CA,80744,80698,-46
13087,Decatur County,GA,1911,1865,-46
05009,Boone County,AR,3342,3295,-47
28155,Webster County,MS,780,733,-47
18137,Ripley County,IN,4199,4152,-47
29197,Schuyler County,MO,339,292,-47
30021,Dawson County,MT,281,233,-48
48417,Shackelford County,TX,200,152,-48
29123,Madison County,MO,1084,1036,-48
31081,Hamilton County,NE,1010,962,-48
37193,Wilkes County,NC,4399,4351,-48
51135,Nottoway County,VA,1218,1169,-49
05011,Bradley County,AR,462,413,-49
55091,Pepin County,WI,855,806,-49
19141,O'Brien County,IA,1151,1102,-49
51640,Galax city,VA,1472,1423,-49
29061,Daviess County,MO,479,430,-49
36019,Clinton County,NY,3955,3905,-50
13167,Johnson County,GA,730,680,-50
18161,Union County,IN,1038,988,-50
40105,Nowata County,OK,1307,1257,-50
35051,Sierra County,NM,767,717,-50
27089,Marshall County,MN,915,865,-50
02016,Aleutians West Census Area,AK,180,130,-50
48065,Carson County,TX,1034,983,-51
18129,Posey County,IN,3569,3518,-51
17059,Gallatin County,IL,324,273,-51
18031,Decatur County,IN,3717,3666,-51
13113,Fayette County,GA,21524,21473,-51
40063,Hughes County,OK,1145,1094,-51
05073,Lafayette County,AR,389,338,-51
51005,Alleghany County,VA,1305,1254,-51
28119,Quitman County,MS,559,507,-52
20031,Coffey County,KS,504,452,-52
39039,Defiance County,OH,4618,4566,-52
01011,Bullock County,AL,778,726,-52
21069,Fleming County,KY,1079,1027,-52
48207,Haskell County,TX,370,318,-52
47027,Clay County,TN,443,391,-52
38009,Bottineau County,ND,429,377,-52
30101,Toole County,MT,148,96,-52
02270,Wade Hampton Census Area,AK,201,148,-53
19009,Audubon County,IA,207,154,-53
29115,Linn County,MO,602,549,-53
48399,Runnels County,TX,1004,951,-53
13107,Emanuel County,GA,1518,1464,-54
13263,Talbot County,GA,765,711,-54
28101,Newton County,MS,2025,1971,-54
13243,Randolph County,GA,132,78,-54
46037,Day County,SD,227,173,-54
13127,Glynn County,GA,7874,7820,-54
46023,Charles Mix County,SD,174,120,-54
01017,Chambers County,AL,4870,4816,-54
29089,Howard County,MO,1194,1139,-55
31065,Furnas County,NE,108,53,-55
55123,Vernon County,WI,3447,3392,-55
02158,Kusilvak Census Area,AK,229,174,-55
20013,Brown County,KS,466,411,-55
30065,Musselshell County,MT,494,439,-55
19107,Keokuk County,IA,1022,967,-55
04011,Greenlee County,AZ,1239,1183,-56
24023,Garrett County,MD,1402,1346,-56
21153,Magoffin County,KY,289,233,-56
51141,Patrick County,VA,1087,1031,-56
19147,Palo Alto County,IA,578,522,-56
53019,Ferry County,WA,660,603,-57
35037,Quay County,NM,255,198,-57
18007,Benton County,IN,1124,1067,-57
29081,Harrison County,MO,184,127,-57
08021,Conejos County,CO,434,376,-58
29017,Bollinger County,MO,1327,1269,-58
30093,Silver Bow County,MT,3192,3134,-58
32021,Mineral County,NV,185,127,-58
18051,Gibson County,IN,3863,3804,-59
17135,Montgomery County,IL,2646,2587,-59
39163,Vinton County,OH,1394,1335,-59
36031,Essex County,NY,4022,3963,-59
30001,Beaverhead County,MT,372,313,-59
21139,Livingston County,KY,1338,1278,-60
49027,Millard County,UT,868,808,-60
48107,Crosby County,TX,802,742,-60
12059,Holmes County,FL,2482,2422,-60
37033,Caswell County,NC,3170,3109,-61
47137,Pickett County,TN,251,190,-61
22053,Jefferson Davis Parish,LA,3857,3796,-61
48133,Eastland County,TX,1240,1179,-61
29045,Clark County,MO,346,284,-62
30015,Chouteau County,MT,345,283,-62
47077,Henderson County,TN,2612,2550,-62
13037,Calhoun County,GA,169,107,-62
19123,Mahaska County,IA,2116,2054,-62
31127,Nemaha County,NE,442,380,-62
32027,Pershing County,NV,584,522,-62
26127,Oceana County,MI,3679,3617,-62
08099,Prowers County,CO,242,180,-62
49013,Duchesne County,UT,2377,2315,-62
48335,Mitchell County,TX,397,334,-63
40141,Tillman County,OK,321,258,-63
17041,Douglas County,IL,2509,2446,-63
05079,Lincoln County,AR,849,786,-63
48307,McCulloch County,TX,228,164,-64
31003,Antelope County,NE,413,349,-64
18025,Crawford County,IN,1310,1246,-64
19175,Union County,IA,820,756,-64
39015,Brown County,OH,7755,7691,-64
51117,Mecklenburg County,VA,2029,1965,-64
27091,Martin County,MN,1029,964,-65
12079,Madison County,FL,1100,1035,-65
19037,Chickasaw County,IA,985,920,-65
19117,Lucas County,IA,621,556,-65
29025,Caldwell County,MO,1061,996,-65
48099,Coryell County,TX,18886,18820,-66
21091,Hancock County,KY,1196,1130,-66
48387,Red River County,TX,1187,1121,-66
20073,Greenwood County,KS,390,324,-66
29065,Dent County,MO,758,692,-66
29009,Barry County,MO,5488,5422,-66
46109,Roberts County,SD,328,262,-66
31023,Butler County,NE,753,686,-67
28125,Sharkey County,MS,169,102,-67
48293,Limestone County,TX,2283,2216,-67
47055,Giles County,TN,3411,3344,-67
32013,Humboldt County,NV,1725,1658,-67
29033,Carroll County,MO,250,183,-67
29075,Gentry County,MO,219,151,-68
48003,Andrews County,TX,1442,1374,-68
35019,Guadalupe County,NM,191,123,-68
50005,Caledonia County,VT,3277,3208,-69
42105,Potter County,PA,1042,973,-69
30073,Pondera County,MT,189,120,-69
51111,Lunenburg County,VA,900,831,-69
54041,Lewis County,WV,1424,1355,-69
21109,Jackson County,KY,964,895,-69
16063,Lincoln County,ID,566,497,-69
48103,Crane County,TX,371,302,-69
49015,Emery County,UT,806,736,-70
20205,Wilson County,KS,702,632,-70
40149,Washita County,OK,1678,1608,-70
17023,Clark County,IL,1436,1366,-70
28093,Marshall County,MS,5990,5920,-70
40029,Coal County,OK,555,484,-71
22037,East Feliciana Parish,LA,2802,2731,-71
12063,Jackson County,FL,4425,4354,-71
19081,Hancock County,IA,1140,1069,-71
29217,Vernon County,MO,1536,1464,-72
28129,Smith County,MS,1933,1861,-72
47033,Crockett County,TN,1989,1917,-72
20077,Harper County,KS,370,298,-72
29211,Sullivan County,MO,289,216,-73
19039,Clarke County,IA,1028,955,-73
01057,Fayette County,AL,1655,1582,-73
53051,Pend Oreille County,WA,1950,1877,-73
05091,Miller County,AR,7920,7847,-73
05113,Polk County,AR,291,218,-73
40067,Jefferson County,OK,458,385,-73
51021,Bland County,VA,269,195,-74
54015,Clay County,WV,588,514,-74
39119,Muskingum County,OH,7786,7712,-74
41061,Union County,OR,1765,1691,-74
38025,Dunn County,ND,500,426,-74
31059,Fillmore County,NE,337,262,-75
42083,McKean County,PA,1980,1905,-75
26053,Gogebic County,MI,415,340,-75
21007,Ballard County,KY,889,813,-76
47091,Johnson County,TN,656,580,-76
29141,Morgan County,MO,2494,2418,-76
51057,Essex County,VA,765,688,-77
28005,Amite County,MS,1061,984,-77
17101,Lawrence County,IL,1121,1044,-77
19189,Winnebago County,IA,912,835,-77
30085,Roosevelt County,MT,259,182,-77
01031,Coffee County,AL,7920,7843,-77
24039,Somerset County,MD,2689,2612,-77
19143,Osceola County,IA,383,305,-78
48169,Garza County,TX,444,366,-78
17131,Mercer County,IL,2093,2015,-78
17193,White County,IL,800,722,-78
21133,Letcher County,KY,645,567,-78
40033,Cotton County,OK,623,545,-78
20151,Pratt County,KS,338,259,-79
19197,Wright County,IA,757,678,-79
13257,Stephens County,GA,2430,2351,-79
29151,Osage County,MO,1115,1035,-80
19055,Delaware County,IA,1828,1747,-81
06011,Colusa County,CA,1826,1744,-82
46101,Moody County,SD,740,658,-82
13235,Pulaski County,GA,765,683,-82
21171,Monroe County,KY,525,443,-82
39051,Fulton County,OH,5933,5851,-82
40003,Alfalfa County,OK,309,227,-82
29203,Shannon County,MO,523,440,-83
13109,Evans County,GA,1113,1030,-83
05099,Nevada County,AR,709,625,-84
26133,Osceola County,MI,3062,2978,-84
54067,Nicholas County,WV,1243,1158,-85
13155,Irwin County,GA,1307,1222,-85
20159,Rice County,KS,779,694,-85
05147,Woodruff County,AR,418,333,-85
51077,Grayson County,VA,1481,1395,-86
48391,Refugio County,TX,507,421,-86
39031,Coshocton County,OH,3477,3391,-86
42097,Northumberland County,PA,10445,10358,-87
06021,Glenn County,CA,3084,2997,-87
05137,Stone County,AR,266,178,-88
01121,Talladega County,AL,9854,9766,-88
17079,Jasper County,IL,676,588,-88
37073,Gates County,NC,642,553,-89
47075,Haywood County,TN,2191,2102,-89
29139,Montgomery County,MO,1449,1360,-89
28097,Montgomery County,MS,788,699,-89
40127,Pushmataha County,OK,572,482,-90
51089,Henry County,VA,5389,5299,-90
38079,Rolette County,ND,429,339,-90
19005,Allamakee County,IA,816,725,-91
32033,White Pine County,NV,685,594,-91
21165,Menifee County,KY,465,374,-91
21055,Crittenden County,KY,426,335,-91
40079,Le Flore County,OK,4185,4094,-91
28161,Yalobusha County,MS,1530,1439,-91
29121,Macon County,MO,1156,1064,-92
18117,Orange County,IN,1723,1631,-92
13303,Washington County,GA,531,439,-92
16087,Washington County,ID,1202,1110,-92
27045,Fillmore County,MN,2315,2222,-93
19027,Carroll County,IA,1387,1294,-93
27117,Pipestone County,MN,420,327,-93
39131,Pike County,OH,3021,2928,-93
46077,Kingsbury County,SD,337,244,-93
28139,Tippah County,MS,1936,1843,-93
48145,Falls County,TX,2016,1922,-94
38005,Benson County,ND,449,355,-94
55009,Brown County,WI,31578,31484,-94
56015,Goshen County,WY,887,792,-95
46102,Oglala Lakota County,SD,504,409,-95
29119,McDonald County,MO,3709,3614,-95
22083,Richland Parish,LA,2254,2159,-95
40037,Creek County,OK,13893,13798,-95
17165,Saline County,IL,1512,1417,-95
31045,Dawes County,NE,161,65,-96
01075,Lamar County,AL,948,852,-96
01133,Winston County,AL,2763,2667,-96
05097,Montgomery County,AR,669,573,-96
56031,Platte County,WY,485,389,-96
48067,Cass County,TX,3209,3112,-97
54101,Webster County,WV,361,264,-97
40093,Major County,OK,596,499,-97
16021,Boundary County,ID,877,780,-97
21001,Adair County,KY,1186,1088,-98
20139,Osage County,KS,2175,2077,-98
21233,Webster County,KY,1568,1470,-98
22057,Lafourche Parish,LA,11573,11475,-98
17187,Warren County,IL,1639,1540,-99
51670,Hopewell city,VA,6281,6182,-99
13301,Warren County,GA,536,437,-99
35023,Hidalgo County,NM,136,37,-99
29087,Holt County,MO,192,93,-99
46051,Grant County,SD,332,232,-100
21175,Morgan County,KY,331,231,-100
51580,Covington city,VA,1054,954,-100
47181,Wayne County,TN,877,776,-101
51530,Buena Vista city,VA,940,839,-101
28053,Humphreys County,MS,319,218,-101
13277,Tift County,GA,4762,4660,-102
22117,Washington Parish,LA,3502,3400,-102
32015,Lander County,NV,378,276,-102
28025,Clay County,MS,1823,1720,-103
22085,Sabine Parish,LA,1392,1289,-103
30053,Lincoln County,MT,1058,955,-103
47151,Scott County,TN,606,503,-103
29137,Monroe County,MO,1026,923,-103
48127,Dimmit County,TX,794,690,-104
45081,Saluda County,SC,2854,2750,-104
18045,Fountain County,IN,2533,2429,-104
40075,Kiowa County,OK,460,356,-104
05117,Prairie County,AR,796,692,-104
28065,Jefferson Davis County,MS,1366,1261,-105
47123,Monroe County,TN,5459,5353,-106
31013,Box Butte County,NE,308,202,-106
01039,Covington County,AL,2338,2232,-106
20115,Marion County,KS,1046,938,-108
06015,Del Norte County,CA,1566,1458,-108
20133,Neosho County,KS,1468,1360,-108
17033,Crawford County,IL,705,597,-108
21217,Taylor County,KY,2177,2069,-108
19191,Winneshiek County,IA,1049,941,-108
17055,Franklin County,IL,3708,3600,-108
29149,Oregon County,MO,826,717,-109
48069,Castro County,TX,363,254,-109
17047,Edwards County,IL,611,502,-109
16035,Clearwater County,ID,572,462,-110
48177,Gonzales County,TX,1897,1787,-110
17035,Cumberland County,IL,1375,1265,-110
31039,Cuming County,NE,392,281,-111
08089,Otero County,CO,1350,1238,-112
29055,Crawford County,MO,3198,3086,-112
55107,Rusk County,WI,1305,1193,-112
37013,Beaufort County,NC,4312,4199,-113
17081,Jefferson County,IL,2914,2801,-113
37041,Chowan County,NC,869,756,-113
02070,Dillingham Census Area,AK,313,200,-113
21045,Casey County,KY,1060,946,-114
42111,Somerset County,PA,4823,4708,-115
20095,Kingman County,KS,918,803,-115
54099,Wayne County,WV,4357,4242,-115
19053,Decatur County,IA,480,365,-115
18069,Huntington County,IN,4211,4095,-116
56003,Big Horn County,WY,746,630,-116
17175,Stark County,IL,648,532,-116
18049,Fulton County,IN,2396,2280,-116
27167,Wilkin County,MN,1105,989,-116
31131,Otoe County,NE,2145,2028,-117
55061,Kewaunee County,WI,2577,2460,-117
48365,Panola County,TX,2378,2260,-118
54001,Barbour County,WV,1422,1304,-118
01131,Wilcox County,AL,581,463,-118
21075,Fulton County,KY,653,535,-118
22113,Vermilion Parish,LA,7247,7128,-119
47095,Lake County,TN,630,511,-119
48503,Young County,TX,1076,956,-120
01053,Escambia County,AL,3229,3109,-120
55078,Menominee County,WI,549,428,-121
17151,Pope County,IL,246,125,-121
13273,Terrell County,GA,1013,891,-122
27113,Pennington County,MN,1401,1279,-122
19119,Lyon County,IA,802,680,-122
29041,Chariton County,MO,444,321,-123
18103,Miami County,IN,4425,4302,-123
27135,Roseau County,MN,429,306,-123
54087,Roane County,WV,980,857,-123
05081,Little River County,AR,1214,1091,-123
22025,Catahoula Parish,LA,691,567,-124
29223,Wayne County,MO,1095,971,-124
48437,Swisher County,TX,763,639,-124
05061,Howard County,AR,1353,1228,-125
19091,Humboldt County,IA,663,538,-125
39161,Van Wert County,OH,3186,3060,-126
13141,Hancock County,GA,479,352,-127
13105,Elbert County,GA,1488,1361,-127
40107,Okfuskee County,OK,817,690,-127
27005,Becker County,MN,4260,4133,-127
05135,Sharp County,AR,2150,2023,-127
12037,Franklin County,FL,565,437,-128
13189,McDuffie County,GA,2361,2233,-128
46087,McCook County,SD,647,519,-128
54089,Summers County,WV,953,825,-128
18153,Sullivan County,IN,2063,1934,-129
13081,Crisp County,GA,1821,1692,-129
08075,Logan County,CO,1539,1410,-129
54063,Monroe County,WV,1248,1118,-130
51131,Northampton County,VA,1143,1013,-130
05101,Newton County,AR,689,558,-131
21177,Muhlenberg County,KY,1745,1614,-131
49047,Uintah County,UT,3407,3276,-131
01035,Conecuh County,AL,963,832,-131
30035,Glacier County,MT,568,437,-131
13165,Jenkins County,GA,566,434,-132
37185,Warren County,NC,2352,2220,-132
37079,Greene County,NC,2764,2631,-133
45001,Abbeville County,SC,2924,2791,-133
36015,Chemung County,NY,7409,7276,-133
21169,Metcalfe County,KY,967,834,-133
21219,Todd County,KY,1301,1168,-133
08081,Moffat County,CO,844,711,-133
42113,Sullivan County,PA,574,441,-133
17071,Henderson County,IL,598,464,-134
42071,Lancaster County,PA,50792,50658,-134
26157,Tuscola County,MI,6963,6829,-134
18131,Pulaski County,IN,1369,1235,-134
48063,Camp County,TX,1465,1331,-134
48495,Winkler County,TX,483,349,-134
20043,Doniphan County,KS,776,642,-134
22081,Red River Parish,LA,807,673,-134
04009,Graham County,AZ,3347,3212,-135
21183,Ohio County,KY,2290,2155,-135
39081,Jefferson County,OH,5125,4990,-135
39043,Erie County,OH,10792,10657,-135
40151,Woods County,OK,353,217,-136
38073,Ransom County,ND,465,329,-136
28153,Wayne County,MS,1703,1567,-136
40005,Atoka County,OK,1087,951,-136
38077,Richland County,ND,1799,1662,-137
12045,Gulf County,FL,1286,1149,-137
13005,Bacon County,GA,700,563,-137
47087,Jackson County,TN,1414,1276,-138
48389,Reeves County,TX,912,774,-138
18115,Ohio County,IN,1140,1001,-139
27151,Swift County,MN,624,484,-140
40023,Choctaw County,OK,1367,1227,-140
49041,Sevier County,UT,1917,1776,-141
13275,Thomas County,GA,4535,4393,-142
19115,Louisa County,IA,1395,1253,-142
37017,Bladen County,NC,3192,3049,-143
42039,Crawford County,PA,7099,6956,-143
12123,Taylor County,FL,830,687,-143
42123,Warren County,PA,2481,2338,-143
21203,Rockcastle County,KY,1359,1216,-143
48153,Floyd County,TX,688,545,-143
29186,Ste. Genevieve County,MO,2585,2442,-143
37161,Rutherford County,NC,4777,4633,-144
13289,Twiggs County,GA,1270,1126,-144
42093,Montour County,PA,3123,2979,-144
48017,Bailey County,TX,582,438,-144
55103,Richland County,WI,2204,2059,-145
17065,Hamilton County,IL,569,424,-145
26023,Branch County,MI,4597,4452,-145
51595,Emporia city,VA,1068,922,-146
28031,Covington County,MS,2465,2319,-146
28159,Winston County,MS,1002,856,-146
13017,Ben Hill County,GA,1433,1286,-147
17127,Massac County,IL,1002,855,-147
21197,Powell County,KY,1184,1036,-148
31145,Red Willow County,NE,350,202,-148
45023,Chester County,SC,4012,3864,-148
21131,Leslie County,KY,348,200,-148
17005,Bond County,IL,1772,1624,-148
51167,Russell County,VA,2078,1930,-148
19029,Cass County,IA,874,724,-150
19067,Floyd County,IA,1361,1211,-150
47019,Carter County,TN,7568,7417,-151
13271,Telfair County,GA,802,651,-151
05071,Johnson County,AR,2043,1891,-152
31095,Jefferson County,NE,611,459,-152
47049,Fentress County,TN,931,779,-152
48255,Karnes County,TX,1131,979,-152
55119,Taylor County,WI,1695,1542,-153
51683,Manassas city,VA,15716,15563,-153
05089,Marion County,AR,1683,1529,-154
