storenumber,name,streetaddress,city,state,zipcode,latitude,longitude,distance,imageurlthumb,opened_date,opened_year
317,Phoenix,4840 N. 20th St.,Phoenix,AZ,85016,33.50715,-112.03922,369.19,https://www.in-n-out.com/ino-images/default-source/location-store-images/thumbnail/317.jpg,2016-11-03,2016
109,Auburn,130 Grass Valley Hwy.,Auburn,CA,95603,38.90133,-121.07483,370.33,https://www.in-n-out.com/ino-images/default-source/location-store-images/thumbnail/109.jpg,1995-11-30,1995
160,Desert Ridge,21001 N. Tatum Blvd.,Phoenix,AZ,85050,33.67905,-111.97676,371.53,https://www.in-n-out.com/ino-images/default-source/location-store-images/thumbnail/160.jpg,2002-02-14,2002
192,Paradise Valley,12413 N. Tatum,Phoenix,AZ,85032,33.59897,-111.97967,371.89,https://www.in-n-out.com/ino-images/default-source/location-store-images/thumbnail/192.jpg,2005-04-28,2005
231,Woodland,2011 Bronze Star Drive,Woodland,CA,95776,38.67024,-121.72802,372.32,https://www.in-n-out.com/ino-images/default-source/location-store-images/thumbnail/231.jpg,2009-05-07,2009
324,Lincoln,850 Groveland Lane,Lincoln,CA,95648,38.87275,-121.304,373.79,https://www.in-n-out.com/ino-images/default-source/location-store-images/thumbnail/324.jpg,2017-05-25,2017
361,Tempe,2405 W. Baseline Rd. ,Tempe,AZ,85283,33.37793,-111.97416,374.09,https://www.in-n-out.com/ino-images/default-source/location-store-images/thumbnail/361.jpg,2020-12-04,2020
146,Scottsdale,7467 Frank L Wright,Scottsdale,AZ,85260,33.63651,-111.91983,375.06,https://www.in-n-out.com/ino-images/default-source/location-store-images/thumbnail/146.jpg,2000-11-02,2000
153,Chandler (Ray Rd.),7050 W. Ray Rd.,Chandler,AZ,85226,33.3204,-111.96413,375.26,https://www.in-n-out.com/ino-images/default-source/location-store-images/thumbnail/153.jpg,2001-08-23,2001
202,Petaluma,1010 Lakeville Hwy.,Petaluma,CA,94952,38.23457,-122.62086,375.54,https://www.in-n-out.com/ino-images/default-source/location-store-images/thumbnail/202.jpg,2006-06-29,2006
195,Tempe,920 E. Playa Del Norte Dr.,Tempe,AZ,85281,33.4349,-111.92543,376.34,https://www.in-n-out.com/ino-images/default-source/location-store-images/thumbnail/195.jpg,2005-09-15,2005
164,Chandler (Chandler & Price),2790 W. Chandler Blvd.,Chandler,AZ,85224,33.30639,-111.89176,379.54,https://www.in-n-out.com/ino-images/default-source/location-store-images/thumbnail/164.jpg,2002-06-06,2002
230,Mesa (Alma School Rd.),1342 S. Alma School Rd.,Mesa,AZ,85210,33.39005,-111.85768,380.63,https://www.in-n-out.com/ino-images/default-source/location-store-images/thumbnail/230.jpg,2009-04-30,2009
155,Mesa,1650 S. Stapley Rd.,Mesa,AZ,85204,33.3834,-111.80633,383.63,https://www.in-n-out.com/ino-images/default-source/location-store-images/thumbnail/155.jpg,2001-10-25,2001
186,Reno,8215 S. Virginia St.,Reno,NV,89511,39.45201,-119.77732,385.32,https://www.in-n-out.com/ino-images/default-source/location-store-images/thumbnail/186.jpg,2004-09-23,2004
113,Rohnert Park,5145 Redwood Dr.,Rohnert Park,CA,94928,38.36124,-122.71419,385.51,https://www.in-n-out.com/ino-images/default-source/location-store-images/thumbnail/113.jpg,1996-03-27,1996
219,Chandler (Germann & Gilbert),2910 E. Germann Rd.,Chandler,AZ,85249,33.2812,-111.79024,385.61,https://www.in-n-out.com/ino-images/default-source/location-store-images/thumbnail/219.jpg,2008-07-15,2008
205,Gilbert,2449 S. Market St.,Gilbert,AZ,85296,33.30588,-111.74348,388.01,https://www.in-n-out.com/ino-images/default-source/location-store-images/thumbnail/205.jpg,2007-03-01,2007
338,Mesa ,3156 North Recker Road,Mesa,AZ,85215,33.47368,-111.70158,388.8,https://www.in-n-out.com/ino-images/default-source/location-store-images/thumbnail/338.jpg,2018-12-14,2018
188,Sparks,280 Pyramid Way,Sparks,NV,89431,39.53557,-119.75259,390.73,https://www.in-n-out.com/ino-images/default-source/location-store-images/thumbnail/188.jpg,2004-11-18,2004
377,Reno II,915 W. 5th Street ,Reno,NV,89503,39.52879,-119.82805,391.07,https://www.in-n-out.com/ino-images/default-source/location-store-images/thumbnail/377.jpg,2022-02-24,2022
249,Santa Rosa,2131 County Center Drive,Santa Rosa,CA,95403,38.46063,-122.72527,391.21,https://www.in-n-out.com/ino-images/default-source/location-store-images/thumbnail/249.jpg,2010-10-28,2010
293,Queen Creek,20545 E. Rittenhouse,Queen Creek,AZ,85242,33.25877,-111.64037,394.41,https://www.in-n-out.com/ino-images/default-source/location-store-images/thumbnail/293.jpg,2014-03-26,2014
218,Mesa (Signal Butte),1859 S. Signal Butte Rd.,Mesa,AZ,85209,33.38169,-111.5997,395.47,https://www.in-n-out.com/ino-images/default-source/location-store-images/thumbnail/218.jpg,2008-06-12,2008
223,Casa Grande,873 N. Promenade Pkwy.,Casa Grande,AZ,85194,32.88018,-111.68225,397.06,https://www.in-n-out.com/ino-images/default-source/location-store-images/thumbnail/223.jpg,2008-10-16,2008
214,Yuba City,1325 Sunsweet Blvd.,Yuba City,CA,95993,39.13592,-121.63516,398.07,https://www.in-n-out.com/ino-images/default-source/location-store-images/thumbnail/214.jpg,2008-03-27,2008
147,Chico,2050 Business Lane,Chico,CA,95928,39.72393,-121.8068,438.5,https://www.in-n-out.com/ino-images/default-source/location-store-images/thumbnail/147.jpg,2000-11-16,2000
210,Marana,8180 Cortaro Rd.,Marana,AZ,85743,32.35514,-111.093,439.6,https://www.in-n-out.com/ino-images/default-source/location-store-images/thumbnail/210.jpg,2007-11-15,2007
321,Ukiah,1351 N. State St.,Ukiah,CA,95482,39.16879,-123.2109,445.85,https://www.in-n-out.com/ino-images/default-source/location-store-images/thumbnail/321.jpg,2017-01-25,2017
241,Oro Valley,11545 N. Oracle Road,Oro Valley,AZ,85755,32.41542,-110.93879,447.05,https://www.in-n-out.com/ino-images/default-source/location-store-images/thumbnail/241.jpg,2010-06-09,2010
253,Tucson,4620 N. Oracle Rd.,Tucson,AZ,85705,32.29045,-110.97786,447.34,https://www.in-n-out.com/ino-images/default-source/location-store-images/thumbnail/253.jpg,2011-03-17,2011
356,Tucson,1100 W. Irvington Rd. ,Tucson,AZ,85714,32.16348,-110.98822,449.44,https://www.in-n-out.com/ino-images/default-source/location-store-images/thumbnail/356.jpg,2020-08-20,2020
238,Tucson,1979 E. Ajo Way,Tucson,AZ,85713,32.17825,-110.94288,451.65,https://www.in-n-out.com/ino-images/default-source/location-store-images/thumbnail/238.jpg,2009-12-17,2009
207,Tucson (Broadway),3711 Broadway Blvd.,Tucson,AZ,85716,32.222,-110.91414,452.32,https://www.in-n-out.com/ino-images/default-source/location-store-images/thumbnail/207.jpg,2007-04-24,2007
242,Tucson,7111 E. Broadway Blvd.,Tucson,AZ,85710,32.22177,-110.84038,456.44,https://www.in-n-out.com/ino-images/default-source/location-store-images/thumbnail/242.jpg,2010-06-09,2010
348,Redding,4681 Churn Creek Rd.,Redding,CA,96002,40.53852,-122.34868,501.71,https://www.in-n-out.com/ino-images/default-source/location-store-images/thumbnail/348.jpg,2019-11-12,2019
137,Redding,1275 Dana Drive,Redding,CA,96003,40.58532,-122.3478,504.58,https://www.in-n-out.com/ino-images/default-source/location-store-images/thumbnail/137.jpg,1999-06-25,1999
358,Spanish Fork ,795 East 800 North ,Spanish Fork,UT,84660,40.12055,-111.64132,565.86,https://www.in-n-out.com/ino-images/default-source/location-store-images/thumbnail/358.jpg,2020-10-29,2020
354,Eureka ,2616 Broadway Street ,Eureka ,CA,95501,40.78433,-124.18331,566.22,https://www.in-n-out.com/ino-images/default-source/location-store-images/thumbnail/354.jpg,2020-07-15,2020
235,Orem,350 E. University Pkwy,Orem,UT,84058,40.27312,-111.68661,571.93,https://www.in-n-out.com/ino-images/default-source/location-store-images/thumbnail/235.jpg,2009-11-19,2009
239,American Fork,601 W. Main St.,American Fork,UT,84003,40.37595,-111.81472,572.68,https://www.in-n-out.com/ino-images/default-source/location-store-images/thumbnail/239.jpg,2009-12-15,2009
244,Riverton,12569 S. Crossing Drive,Riverton,UT,84096,40.5226,-111.98478,574.49,https://www.in-n-out.com/ino-images/default-source/location-store-images/thumbnail/244.jpg,2010-07-21,2010
236,Draper,12191 State St.,Draper,UT,84020,40.52883,-111.88928,578.07,https://www.in-n-out.com/ino-images/default-source/location-store-images/thumbnail/236.jpg,2009-11-19,2009
237,West Jordan,7785 Jordan Landing Blvd.,West Jordan,UT,84084,40.60978,-111.98588,579.08,https://www.in-n-out.com/ino-images/default-source/location-store-images/thumbnail/237.jpg,2009-12-01,2009
261,Midvale,7206 S. Union Park Ave.,Midvale,UT,84047,40.62037,-111.85666,584.0,https://www.in-n-out.com/ino-images/default-source/location-store-images/thumbnail/261.jpg,2011-08-25,2011
245,West Valley City,3715 S. Constitution Blvd,West Valley City,UT,84119,40.69142,-111.95765,584.37,https://www.in-n-out.com/ino-images/default-source/location-store-images/thumbnail/245.jpg,2010-07-21,2010
248,Centerville,475 North 700 West,Centerville,UT,84014,40.92237,-111.8895,599.01,https://www.in-n-out.com/ino-images/default-source/location-store-images/thumbnail/248.jpg,2010-10-14,2010
284,Riverdale,4030 Riverdale Rd.,Riverdale,UT,84405,41.19122,-111.97999,610.72,https://www.in-n-out.com/ino-images/default-source/location-store-images/thumbnail/284.jpg,2013-08-15,2013
304,Medford,1970 Crater Lake Hwy.,Medford,OR,97504,42.34643,-122.88006,626.54,https://www.in-n-out.com/ino-images/default-source/location-store-images/thumbnail/304.jpg,2015-09-09,2015
328,Grants Pass,124 NE Morgan Lane,Grants Pass,OR,97526,42.4625,-123.32116,643.34,https://www.in-n-out.com/ino-images/default-source/location-store-images/thumbnail/328.jpg,2017-10-27,2017
351,Keizer,6280 Keizer Station Blvd. ,Keizer,OR,97303,45.01077,-122.99449,800.11,https://www.in-n-out.com/ino-images/default-source/location-store-images/thumbnail/351.jpg,2019-12-19,2019
359,Colorado Springs ,1840 Democracy Point ,Colorado Springs,CO,80908,38.99022,-104.7971,832.42,https://www.in-n-out.com/ino-images/default-source/location-store-images/thumbnail/359.jpg,2020-11-19,2020
371,Colorado Springs ,2895 New Center Point Road,Colorado Springs,CO,80922,38.87224,-104.71652,833.7,https://www.in-n-out.com/ino-images/default-source/location-store-images/thumbnail/371.jpg,2021-11-05,2021
366,Lakewood,150 S. Wadsworth,Lakewood,CO,80226,39.71304,-105.08083,837.27,https://www.in-n-out.com/ino-images/default-source/location-store-images/thumbnail/366.jpg,2021-07-12,2021
378,Castle Rock,5470 Factory Shops Blvd.,Castle Rock,CO,80108,39.41571,-104.87632,839.18,https://www.in-n-out.com/ino-images/default-source/location-store-images/thumbnail/378.jpg,2022-03-18,2022
363,Lone Tree,9171 W. Westview Rd.,Lone Tree ,CO,80124,39.56512,-104.88198,842.89,https://www.in-n-out.com/ino-images/default-source/location-store-images/thumbnail/363.jpg,2021-02-22,2021
376,Thornton,111 E. 136th Ave.,Thornton,CO,80023,39.94348,-104.98429,848.53,https://www.in-n-out.com/ino-images/default-source/location-store-images/thumbnail/376.jpg,2022-02-10,2022
360,Aurora,14150 E. Alameda Ave.,Aurora,CO,80012,39.71074,-104.82368,849.72,https://www.in-n-out.com/ino-images/default-source/location-store-images/thumbnail/360.jpg,2020-11-19,2020
298,San Antonio,10918 Culebra Rd.,San Antonio,TX,78253,29.49497,-98.7085,1198.99,https://www.in-n-out.com/ino-images/default-source/location-store-images/thumbnail/298.jpg,2014-11-20,2014
323,San Antonio,22226 N. US Hwy 281,San Antonio,TX,78258,29.64805,-98.44986,1210.04,https://www.in-n-out.com/ino-images/default-source/location-store-images/thumbnail/323.jpg,2017-02-23,2017
278,Fort Worth (Lake Worth),5916 Quebec St.,Fort Worth,TX,76135,32.80709,-97.42463,1213.81,https://www.in-n-out.com/ino-images/default-source/location-store-images/thumbnail/278.jpg,2012-06-29,2012
302,Windcrest,8202 I-35 North,Windcrest,TX,78239,29.51138,-98.39647,1216.25,https://www.in-n-out.com/ino-images/default-source/location-store-images/thumbnail/302.jpg,2015-04-23,2015
280,Fort Worth (Hulen),4620 S. Hulen St.,Fort Worth,TX,76132,32.68031,-97.39506,1217.01,https://www.in-n-out.com/ino-images/default-source/location-store-images/thumbnail/280.jpg,2012-12-06,2012
260,Fort Worth,2900 W. 7th St.,Fort Worth,TX,76107,32.7514,-97.35867,1218.25,https://www.in-n-out.com/ino-images/default-source/location-store-images/thumbnail/260.jpg,2011-08-11,2011
301,Fort Worth,2501 N. Tarrant Pkwy.,Fort Worth,TX,76177,32.899,-97.3223,1218.63,https://www.in-n-out.com/ino-images/default-source/location-store-images/thumbnail/301.jpg,2015-02-06,2015
329,Fort Worth,3500 Highway 114,Fort Worth,TX,76177,33.02593,-97.28667,1219.27,https://www.in-n-out.com/ino-images/default-source/location-store-images/thumbnail/329.jpg,2018-01-04,2018
296,Killeen,2006 E. Central Texas Expy.,Killeen,TX,76541,31.09033,-97.72142,1222.06,https://www.in-n-out.com/ino-images/default-source/location-store-images/thumbnail/296.jpg,2014-10-08,2014
322,Denton,2835 W. University Dr.,Denton,TX,76201,33.2294,-97.17114,1223.77,https://www.in-n-out.com/ino-images/default-source/location-store-images/thumbnail/322.jpg,2017-02-10,2017
294,Cedar Park,901 E. Whitestone Blvd.,Cedar Park,TX,78613,30.52461,-97.82056,1227.04,https://www.in-n-out.com/ino-images/default-source/location-store-images/thumbnail/294.jpg,2014-04-10,2014
273,Hurst,780 Airport Fwy.,Hurst,TX,76054,32.8404,-97.18486,1227.17,https://www.in-n-out.com/ino-images/default-source/location-store-images/thumbnail/273.jpg,2012-04-05,2012
325,New Braunfels,106 FM 306,New Braunfels,TX,78130,29.7299,-98.07864,1229.22,https://www.in-n-out.com/ino-images/default-source/location-store-images/thumbnail/325.jpg,2017-06-15,2017
283,Grapevine,1303 William D. Tate Ave.,Grapevine,TX,76051,32.92662,-97.08656,1231.83,https://www.in-n-out.com/ino-images/default-source/location-store-images/thumbnail/283.jpg,2013-07-11,2013
262,Arlington,1075 W. I-20,Arlington,TX,76017,32.6782,-97.12294,1232.63,https://www.in-n-out.com/ino-images/default-source/location-store-images/thumbnail/262.jpg,2011-09-22,2011
282,Mansfield,1221 N. Hwy. 287,Mansfield,TX,76063,32.58242,-97.13479,1233.13,https://www.in-n-out.com/ino-images/default-source/location-store-images/thumbnail/282.jpg,2013-06-27,2013
289,Round Rock,4251 I-35 North,Round Rock,TX,78664,30.56186,-97.69112,1233.7,https://www.in-n-out.com/ino-images/default-source/location-store-images/thumbnail/289.jpg,2013-12-03,2013
306,Austin,3701 S. Lamar Blvd.,Austin,TX,78704,30.23866,-97.78861,1234.67,https://www.in-n-out.com/ino-images/default-source/location-store-images/thumbnail/306.jpg,2015-11-12,2015
314,San Marcos,1437 North IH-35,San Marcos,TX,78666,29.89218,-97.91448,1234.93,https://www.in-n-out.com/ino-images/default-source/location-store-images/thumbnail/314.jpg,2016-06-16,2016
319,Austin,2700 Guadalupe St,Austin,TX,78705,30.29219,-97.74169,1236.24,https://www.in-n-out.com/ino-images/default-source/location-store-images/thumbnail/319.jpg,2016-12-01,2016
290,Austin,4515 Airport Blvd.,Austin,TX,78751,30.30434,-97.71564,1237.47,https://www.in-n-out.com/ino-images/default-source/location-store-images/thumbnail/290.jpg,2013-12-12,2013
315,Austin,12431 N. I-35,Austin,TX,78753,30.40499,-97.67414,1237.79,https://www.in-n-out.com/ino-images/default-source/location-store-images/thumbnail/315.jpg,2016-09-15,2016
263,Irving,6501 N. Macarthur Blvd.,Irving,TX,75039,32.89691,-96.95976,1239.43,https://www.in-n-out.com/ino-images/default-source/location-store-images/thumbnail/263.jpg,2011-09-29,2011
316,Pflugerville,1600 Town Center Dr.,Pflugerville,TX,78660,30.46439,-97.59744,1240.98,https://www.in-n-out.com/ino-images/default-source/location-store-images/thumbnail/316.jpg,2016-10-13,2016
299,The Colony,5298 State Highway 121,The Colony,TX,75056,33.07076,-96.87604,1242.31,https://www.in-n-out.com/ino-images/default-source/location-store-images/thumbnail/299.jpg,2014-12-04,2014
266,Dallas (Midway),12909 Midway Rd.,Dallas,TX,75244,32.92404,-96.83873,1246.06,https://www.in-n-out.com/ino-images/default-source/location-store-images/thumbnail/266.jpg,2011-11-03,2011
256,Frisco,2800 Preston Rd.,Frisco,TX,75034,33.1018,-96.80456,1246.08,https://www.in-n-out.com/ino-images/default-source/location-store-images/thumbnail/256.jpg,2011-05-11,2011
268,Dallas (Addison),15260 Dallas Pkwy.,Dallas,TX,75248,32.95705,-96.82097,1246.71,https://www.in-n-out.com/ino-images/default-source/location-store-images/thumbnail/268.jpg,2012-02-02,2012
341,Dallas,2525 W. Mockingbird Ln,Dallas,TX,75235,32.8289,-96.84424,1246.82,https://www.in-n-out.com/ino-images/default-source/location-store-images/thumbnail/341.jpg,2019-02-21,2019
307,Waco,801 South 4th St.,Waco,TX,76706,31.5514,-97.12444,1248.44,https://www.in-n-out.com/ino-images/default-source/location-store-images/thumbnail/307.jpg,2015-11-20,2015
259,Dallas,7909 Lyndon B Johnson Fwy.,Dallas,TX,75251,32.92522,-96.77061,1249.95,https://www.in-n-out.com/ino-images/default-source/location-store-images/thumbnail/259.jpg,2011-08-11,2011
258,Dallas,7940 N. Central Expy.,Dallas,TX,75206,32.85997,-96.76943,1250.75,https://www.in-n-out.com/ino-images/default-source/location-store-images/thumbnail/258.jpg,2011-06-23,2011
275,Lancaster,740 N. I-35E,Lancaster,TX,75146,32.59681,-96.8217,1250.9,https://www.in-n-out.com/ino-images/default-source/location-store-images/thumbnail/275.jpg,2012-05-31,2012
277,Plano,2740 N. Central Expy.,Plano,TX,75074,33.03473,-96.70497,1252.5,https://www.in-n-out.com/ino-images/default-source/location-store-images/thumbnail/277.jpg,2012-06-14,2012
255,Allen,190 E. Stacy Rd.,Allen,TX,75002,33.12914,-96.65328,1254.45,https://www.in-n-out.com/ino-images/default-source/location-store-images/thumbnail/255.jpg,2011-05-11,2011
269,Garland,150 Town Center Blvd.,Garland,TX,75040,32.95409,-96.61745,1258.4,https://www.in-n-out.com/ino-images/default-source/location-store-images/thumbnail/269.jpg,2012-03-01,2012
264,Rockwall,1106 E. I-30,Rockwall,TX,75087,32.90942,-96.44848,1268.58,https://www.in-n-out.com/ino-images/default-source/location-store-images/thumbnail/264.jpg,2011-10-20,2011
349,Katy,1010 Katy-Fort Bend Rd. ,Katy ,TX,77493,29.78651,-95.80127,1357.55,https://www.in-n-out.com/ino-images/default-source/location-store-images/thumbnail/349.jpg,2019-11-22,2019
357,Houston,7611 FM 1960 W.,Houston,TX,77070,29.96347,-95.54295,1368.52,https://www.in-n-out.com/ino-images/default-source/location-store-images/thumbnail/357.jpg,2020-09-04,2020
350,Stafford ,12611 S. Kirkwood Rd. ,Stafford ,TX,77477,29.63807,-95.58031,1373.39,https://www.in-n-out.com/ino-images/default-source/location-store-images/thumbnail/350.jpg,2019-11-22,2019
