snapshot_id,altitude,heading,latitude,longitude,radar_id,speed,squawk
1566622036,0,271,33.67162,-117.86790,9795,0,0000
1566622091,0,285,33.67166,-117.86816,3021,16,0000
1566622107,0,292,33.67173,-117.86844,3021,19,0000
1566622119,175,300,33.67223,-117.86951,3021,35,4300
1566622127,375,296,33.67310,-117.87141,3021,51,4300
1566622135,525,301,33.67454,-117.87460,3021,82,4300
1566622148,600,307,33.67836,-117.88090,3021,114,4300
1566622154,625,308,33.68026,-117.88376,3021,120,4300
1566622161,675,310,33.68301,-117.88771,3021,130,4300
1566622168,700,311,33.68576,-117.89143,3021,136,4300
1566622180,725,313,33.69090,-117.89816,3021,143,4300
1566622186,700,313,33.69301,-117.90085,3021,146,4300
1566622197,725,315,33.69935,-117.90854,3021,149,4300
1566622210,700,316,33.70564,-117.91580,3021,152,4300
1566622221,775,316,33.71146,-117.92237,3021,149,4300
1566622228,825,317,33.71480,-117.92612,3021,148,4300
1566622240,925,318,33.72089,-117.93274,3021,146,4300
1566622254,950,317,33.72691,-117.93926,3021,148,4300
1566622264,1000,317,33.73329,-117.94618,3021,150,4300
1566622270,1000,317,33.73622,-117.94939,3021,150,4300
1566622282,1000,317,33.74226,-117.95600,3021,153,1200
1566622290,975,318,33.74576,-117.95969,3021,155,1200
1566622298,925,319,33.75119,-117.96531,3021,155,1200
1566622307,900,318,33.75536,-117.96962,3021,155,1200
1566622334,925,320,33.77113,-117.98573,41462,154,1200
1566622340,950,320,33.77402,-117.98852,41462,152,1200
1566622346,950,320,33.77761,-117.99208,41462,152,1200
1566622358,975,321,33.78440,-117.99877,41462,152,1200
1566622365,1000,321,33.78775,-118.00198,41462,152,1200
1566622374,1025,321,33.79335,-118.00735,41462,153,1200
1566622381,1050,322,33.79693,-118.01073,41462,151,1200
1566622388,1050,322,33.80125,-118.01462,41462,153,1200
1566622397,1075,322,33.80600,-118.01897,41462,154,1200
1566622404,1075,323,33.80974,-118.02226,41462,154,1200
1566622410,1075,324,33.81326,-118.02532,41462,154,1200
1566622422,1100,324,33.82031,-118.03140,41462,154,1200
1566622434,1025,323,33.82737,-118.03751,41462,158,1200
1566622446,950,323,33.83455,-118.04389,41462,160,1200
1566622457,900,323,33.84152,-118.05016,41462,160,1200
1566622463,875,323,33.84511,-118.05336,41462,159,1200
1566622469,900,323,33.84865,-118.05645,41462,158,1200
1566622476,900,323,33.85226,-118.05964,41462,156,1200
1566622488,925,323,33.85945,-118.06609,41462,155,1200
1566622494,925,323,33.86279,-118.06906,41462,155,1200
1566622506,925,322,33.86980,-118.07551,41462,156,1200
1566622512,925,321,33.87322,-118.07865,41462,157,1200
1566622518,900,321,33.87676,-118.08203,41462,158,1200
1566622524,900,321,33.88011,-118.08518,41462,158,1200
1566622530,900,321,33.88362,-118.08851,41462,158,1200
1566622542,900,322,33.89058,-118.09501,41462,155,1200
1566622548,900,322,33.89394,-118.09811,41462,154,1200
1566622555,925,323,33.89738,-118.10126,41462,155,1200
1566622566,925,323,33.90431,-118.10745,41462,155,1200
1566622579,925,322,33.91112,-118.11367,41462,154,1200
1566622590,925,322,33.91787,-118.11985,41462,155,1200
1566622596,925,323,33.92143,-118.12315,41462,155,1200
1566622602,900,325,33.92490,-118.12608,41462,156,1200
1566622608,900,328,33.92871,-118.12901,41462,156,1200
1566622614,900,330,33.93256,-118.13167,41462,157,1200
1566622620,875,331,33.93635,-118.13416,41462,156,1200
1566622629,875,334,33.94217,-118.13770,41462,156,1200
1566622635,850,335,33.94613,-118.13988,41462,156,1200
1566622641,850,337,33.95013,-118.14188,41462,156,1200
1566622647,850,339,33.95421,-118.14384,41462,156,1200
1566622653,850,339,33.95801,-118.14552,41462,155,1200
1566622659,850,340,33.96195,-118.14719,41462,155,1200
1566622665,875,339,33.96643,-118.14916,41462,155,1200
1566622671,875,339,33.97057,-118.15098,41462,154,1200
1566622678,900,340,33.97461,-118.15269,41462,153,1200
1566622689,975,341,33.98267,-118.15596,41462,151,1200
1566622695,1000,341,33.98663,-118.15750,41462,150,1200
1566622702,1050,341,33.99069,-118.15913,41462,149,1200
1566622714,1100,340,33.99843,-118.16233,41462,150,1200
1566622725,1150,340,34.00617,-118.16558,41462,149,1200
1566622731,1175,340,34.01024,-118.16737,41462,149,1200
1566622737,1175,340,34.01436,-118.16911,41462,151,1200
1566622744,1200,342,34.01834,-118.17074,41462,152,1200
1566622756,1225,346,34.02620,-118.17336,41462,152,1200
1566622767,1250,350,34.03439,-118.17542,41462,152,1200
1566622774,1250,352,34.03921,-118.17628,41462,152,1200
1566622783,1275,354,34.04549,-118.17718,41462,151,1200
1566622795,1300,355,34.05357,-118.17804,41462,151,1200
1566622807,1325,356,34.06233,-118.17886,41462,151,1200
1566622818,1350,358,34.07080,-118.17931,41462,152,1200
1566622824,1375,358,34.07494,-118.17941,41462,152,1200
1566622831,1400,357,34.07931,-118.17959,41462,151,1200
1566622843,1425,351,34.08764,-118.18050,41462,150,1200
1566622849,1450,348,34.09172,-118.18144,41462,151,1200
1566622857,1450,338,34.09779,-118.18382,41462,151,1200
1566622863,1450,331,34.10165,-118.18604,41462,152,1200
1566622869,1450,326,34.10501,-118.18846,41462,153,1200
1566622875,1425,323,34.10852,-118.19147,41462,153,1200
1566622881,1425,318,34.11190,-118.19481,41462,153,1200
1566622889,1450,315,34.11516,-118.19849,41462,154,1200
1566622897,1425,309,34.11937,-118.20409,41462,153,1200
1566622906,1450,305,34.12312,-118.21003,41462,153,1200
1566622912,1450,303,34.12573,-118.21466,41462,153,1200
1566622918,1450,300,34.12788,-118.21900,41462,154,1200
1566622927,1425,298,34.13090,-118.22545,41462,154,1200
1566622933,1425,297,34.13303,-118.23029,41462,154,1200
1566622939,1450,297,34.13480,-118.23441,41462,154,1200
