snapshot_id,altitude,heading,latitude,longitude,radar_id,speed,squawk
1565373032,200,158,33.74400,-118.18691,2120,73,0000
1565373038,200,162,33.74194,-118.18610,2120,84,0000
1565373045,250,165,33.73933,-118.18520,2120,93,0000
1565373051,300,171,33.73668,-118.18459,2120,99,0000
1565373074,375,179,33.72467,-118.18737,2958,103,0000
1565373095,375,199,33.71329,-118.19187,2958,128,1200
1565373101,375,199,33.70978,-118.19338,2958,130,1200
1565373107,375,199,33.70671,-118.19464,2958,131,1200
1565373114,400,198,33.70252,-118.19635,2958,131,1200
1565373125,425,198,33.69553,-118.19916,2958,135,1200
1565373131,400,198,33.69282,-118.20028,2958,134,1200
1565373137,425,198,33.68864,-118.20197,2958,133,1200
1565373143,450,198,33.68541,-118.20325,2958,132,1200
1565373149,450,199,33.68166,-118.20476,2958,134,1200
1565373156,450,200,33.67780,-118.20648,2958,135,1200
1565373168,450,201,33.67099,-118.20969,2958,138,1200
1565373175,425,200,33.66588,-118.21204,2958,138,1200
1565373181,450,200,33.66229,-118.21362,2958,138,1200
1565373188,450,199,33.65817,-118.21536,2958,139,1200
1565373194,425,197,33.65447,-118.21681,2958,140,1200
1565373200,400,196,33.65103,-118.21799,2958,139,1200
1565373208,450,196,33.64645,-118.21956,2958,136,1200
1565373215,450,195,33.64133,-118.22135,2958,137,1200
1565373225,425,194,33.63533,-118.22321,2958,139,1200
1565373238,450,194,33.62724,-118.22571,4062,136,1200
1565373253,450,194,33.61802,-118.22839,40563,135,1200
1565373261,475,194,33.61290,-118.23000,40563,136,1200
1565373267,450,193,33.60915,-118.23111,40563,138,1200
1565373274,450,193,33.60567,-118.23212,40563,138,1200
1565373284,475,194,33.59908,-118.23418,40563,136,1200
1565373303,450,193,33.58730,-118.23755,3021,138,1200
1565373309,475,194,33.58406,-118.23856,3021,137,1200
1565373315,450,193,33.58004,-118.23978,3021,138,1200
1565373322,450,192,33.57622,-118.24081,3021,139,1200
1565373328,450,193,33.57222,-118.24196,3021,138,1200
1565373339,475,194,33.56500,-118.24419,3021,136,1200
1565373345,450,194,33.56149,-118.24529,3021,137,1200
1565373353,450,194,33.55756,-118.24647,3021,137,1200
1565373359,475,194,33.55399,-118.24759,3021,136,1200
1565373365,450,194,33.55042,-118.24871,3021,137,1200
1565373371,450,194,33.54671,-118.24983,3021,138,1200
1565373382,475,194,33.53906,-118.25211,3021,137,1200
1565373393,425,193,33.53162,-118.25426,3021,138,1200
1565373400,450,194,33.52799,-118.25536,3021,136,1200
1565373411,450,193,33.52098,-118.25744,3021,138,1200
1565373418,450,192,33.51668,-118.25868,3021,138,1200
1565373430,475,194,33.50919,-118.26082,3021,135,1200
1565373436,475,193,33.50555,-118.26189,3021,137,1200
1565373446,425,192,33.49876,-118.26379,3021,138,1200
1565373453,475,193,33.49457,-118.26496,3021,134,1200
1565373461,475,195,33.49100,-118.26607,3021,134,1200
1565373471,425,192,33.48344,-118.26826,3021,138,1200
1565373478,450,193,33.47976,-118.26928,3021,135,1200
1565373485,500,194,33.47598,-118.27040,3021,134,1200
1565373495,450,193,33.46864,-118.27264,3021,138,1200
1565373503,450,194,33.46500,-118.27370,3021,136,1200
1565373514,475,194,33.45751,-118.27601,3021,136,1200
1565373520,450,193,33.45447,-118.27689,3021,137,1200
1565373527,450,193,33.45020,-118.27808,3021,135,1200
1565373535,500,194,33.44412,-118.27996,3021,135,1200
1565373548,450,193,33.43740,-118.28189,3021,137,1200
1565373556,475,193,33.43242,-118.28335,3021,135,1200
1565373567,450,193,33.42526,-118.28551,3021,138,1200
1565373574,450,193,33.42082,-118.28683,3021,135,1200
1565373580,475,194,33.41724,-118.28789,3021,134,1200
1565373586,450,194,33.41350,-118.28902,3021,136,1200
1565373592,450,193,33.40965,-118.29012,3021,137,1200
1565373599,450,193,33.40599,-118.29117,3021,135,1200
1565373610,475,194,33.39871,-118.29342,3021,135,1200
1565373616,450,193,33.39514,-118.29446,3021,136,1200
1565373623,450,193,33.39164,-118.29546,3021,135,1200
1565373634,450,193,33.38405,-118.29770,3021,136,1200
1565373648,450,193,33.37497,-118.30028,3021,133,1200
1565373656,425,193,33.37158,-118.30128,3021,129,1200
1565373669,425,194,33.36475,-118.30336,3021,117,1200
1565373676,400,194,33.36072,-118.30463,3021,106,1200
1565373688,300,192,33.35505,-118.30616,3021,98,1200
1565373698,225,191,33.35074,-118.30727,3021,86,1200
1565373705,150,192,33.34808,-118.30792,3021,79,1200
1565373711,125,193,33.34625,-118.30840,3021,74,1200
1565373719,100,193,33.34420,-118.30902,3021,66,1200
1565373725,75,194,33.34245,-118.30952,3021,57,1200
1565373734,25,195,33.34015,-118.31026,3021,45,1200
1565373748,0,196,33.33801,-118.31098,3021,34,1200
1565373755,0,197,33.33723,-118.31132,3021,29,1200
1565373763,0,212,33.33678,-118.31160,3021,9,1200
1565373800,0,270,33.33648,-118.31177,3021,3,1200
