snapshot_id,altitude,heading,latitude,longitude,radar_id,speed,squawk
1565287029,0,0,33.81223,-118.15492,3021,0,0000
1565287240,0,351,33.81278,-118.15513,3021,18,1200
1565287249,0,339,33.81305,-118.15521,3021,18,1200
1565287260,0,264,33.81307,-118.15543,3021,9,1200
1565287268,0,287,33.81309,-118.15564,3021,17,1200
1565287277,75,258,33.81308,-118.15636,3021,20,1200
1565287283,150,202,33.81249,-118.15695,3021,35,1200
1565287292,300,147,33.81061,-118.15633,3021,54,1200
1565287298,400,89,33.81005,-118.15436,3021,70,1200
1565287304,450,44,33.81143,-118.15157,3021,94,1200
1565287311,425,13,33.81368,-118.15041,3021,110,1200
1565287318,375,1,33.81862,-118.15018,3021,128,1200
1565287325,400,1,33.82248,-118.15018,3021,138,1200
1565287334,475,356,33.82867,-118.15041,3021,148,1200
1565287340,500,357,33.83282,-118.15063,3021,150,1200
1565287352,650,359,33.84091,-118.15084,3021,149,1200
1565287365,550,358,33.84981,-118.15098,3021,161,1200
1565287371,525,358,33.85428,-118.15112,3021,164,1200
1565287398,550,359,33.87406,-118.15115,3021,159,1200
1565287409,600,358,33.88298,-118.15140,3021,161,1200
1565287417,625,356,33.88784,-118.15166,3021,160,1200
1565287429,625,348,33.89658,-118.15280,3021,159,1200
1565287435,625,330,33.90212,-118.15550,3021,156,1200
1565287441,625,327,33.90624,-118.15858,3021,157,1200
1565287447,625,326,33.90807,-118.15997,3021,158,1200
1565287453,600,325,33.91289,-118.16391,3021,160,1200
1565287460,600,325,33.91740,-118.16774,3021,158,1200
1565287469,600,324,33.92224,-118.17186,3021,156,1200
1565287477,600,323,33.92629,-118.17545,3021,157,1200
1565287483,575,322,33.92978,-118.17856,3021,157,1200
1565287490,600,322,33.93472,-118.18302,3021,154,1200
1565287496,650,323,33.93849,-118.18645,3021,153,1200
1565287502,675,322,33.94171,-118.18935,3021,153,1200
1565287509,700,321,33.94473,-118.19221,3021,152,1200
1565287515,725,321,33.94780,-118.19512,3021,151,1200
1565287527,725,323,33.95499,-118.20174,3021,154,1200
1565287537,800,324,33.96172,-118.20745,3021,151,1200
1565287544,825,325,33.96512,-118.21026,3021,150,1200
1565287550,825,324,33.96880,-118.21335,3021,151,1200
1565287562,825,321,33.97581,-118.21973,3021,153,1200
1565287568,850,323,33.97943,-118.22304,3021,154,1200
1565287574,850,324,33.98245,-118.22562,3021,155,1200
1565287582,825,329,33.98635,-118.22875,3021,156,1200
1565287590,850,340,33.99243,-118.23195,3021,158,1200
1565287598,850,350,33.99817,-118.23355,3021,161,1200
1565287604,825,355,34.00306,-118.23406,3021,161,1200
1565287614,800,358,34.01024,-118.23413,3021,163,1200
1565287626,800,346,34.01903,-118.23537,3021,159,1200
1565287634,850,320,34.02484,-118.23915,3021,153,1200
1565287641,825,312,34.02795,-118.24288,3021,154,1200
1565287649,900,310,34.03217,-118.24860,3021,150,1200
1565287655,925,308,34.03471,-118.25243,3021,151,1200
1565287663,925,305,34.03720,-118.25645,3021,152,1200
1565287671,975,299,34.04077,-118.26295,3021,146,1200
1565287677,1150,297,34.04244,-118.26702,3021,136,1200
1565287685,1225,319,34.04617,-118.27231,3021,143,1200
1565287692,1175,327,34.04979,-118.27539,3021,152,1200
1565287702,1125,336,34.05565,-118.27898,3021,159,1200
1565287708,1125,333,34.05968,-118.28122,3021,159,1200
1565287717,1175,322,34.06493,-118.28528,3021,152,1200
1565287724,1225,317,34.06842,-118.28884,3021,151,1200
1565287731,1225,309,34.07265,-118.29426,3021,154,1200
1565287737,1200,307,34.07535,-118.29833,3021,156,1200
