index,id,timezone,name,url,address,city,state,zip,latitude,longitude
0,1820,America/Anchorage,Safeway,https://local.safeway.com/safeway/ak/juneau/3033-vintage-blvd.html,3033 Vintage Blvd,Juneau,AK,99801,58.37095802639047,-134.59489055078734
1,2754,America/Anchorage,Safeway,https://local.safeway.com/safeway/ak/fairbanks/3627-airport-way.html,3627 Airport Way,Fairbanks,AK,99709,64.8356859,-147.8084422
2,3410,America/Anchorage,Safeway,https://local.safeway.com/safeway/ak/fairbanks/30-college-rd.html,30 College Rd,Fairbanks,AK,99701,64.8514782,-147.7005299
3,1821,America/Anchorage,Safeway,https://local.safeway.com/safeway/ak/north-pole/301-n-santa-claus-ln.html,301 N Santa Claus Ln,North Pole,AK,99705,64.7576671,-147.3538528
4,548,America/Anchorage,Safeway,https://local.safeway.com/safeway/ak/soldotna/44428-sterling-hwy.html,44428 Sterling Hwy,Soldotna,AK,99669,60.48408568725479,-151.07114034889491
5,1808,America/Anchorage,Safeway,https://local.safeway.com/safeway/ak/kenai/10576-kenai-spur-hwy.html,10576 Kenai Spur Hwy,Kenai,AK,99611,60.560186913240265,-151.240808480426
6,1832,America/Anchorage,Safeway,https://local.safeway.com/safeway/ak/homer/90-sterling-hwy.html,90 Sterling Hwy,Homer,AK,99603,59.643345475824084,-151.53417670978695
7,307,America/Los_Angeles,Safeway,https://local.safeway.com/safeway/wa/walla-walla/215-e-rose-st.html,215 E Rose St,Walla Walla,WA,99362,46.070287113041466,-118.33773942324115
8,1160,America/Los_Angeles,Safeway,https://local.safeway.com/safeway/wa/walla-walla/1600-plaza-way.html,1600 Plaza Way,Walla Walla,WA,99362,46.048721,-118.3480009
9,1590,America/Los_Angeles,Safeway,https://local.safeway.com/safeway/or/milton-freewater/455-n-columbia-st.html,455 N Columbia St,Milton Freewater,OR,97862,45.9405942,-118.3879116
10,333,America/Los_Angeles,Safeway,https://local.safeway.com/safeway/wa/richland/1803-george-washington-way.html,1803 George Washington Way,Richland,WA,99354,46.29955299271049,-119.27592145040074
11,252,America/Los_Angeles,Safeway,https://local.safeway.com/safeway/wa/richland/690-gage-blvd.html,690 Gage Blvd,Richland,WA,99352,46.22799808843104,-119.26731830740967
12,3253,America/Los_Angeles,Safeway,https://local.safeway.com/safeway/wa/kennewick/5204-w-clearwater-ave.html,5204 W Clearwater Ave,Kennewick,WA,99336,46.21385421628509,-119.1927753465825
13,1593,America/Los_Angeles,Safeway,https://local.safeway.com/safeway/wa/grandview/610-e-wine-country-rd.html,610 E Wine Country Rd,Grandview,WA,98930,46.25548308161202,-119.89214247168884
14,563,America/Los_Angeles,Safeway,https://local.safeway.com/safeway/wa/sunnyside/613-s-6th-st.html,613 S 6th St,Sunnyside,WA,98944,46.3219754,-120.014042
15,444,America/Los_Angeles,Safeway,https://local.safeway.com/safeway/or/hermiston/990-hwy-395-s.html,990 Hwy 395 S,Hermiston,OR,97838,45.83266069793966,-119.28592859508171
16,1494,America/Los_Angeles,Safeway,https://local.safeway.com/safeway/wa/spokane/2507-w-wellesley-ave.html,2507 W Wellesley Ave,Spokane,WA,99205,47.69896785491462,-117.448361829247
17,342,America/Los_Angeles,Safeway,https://local.safeway.com/safeway/wa/spokane/1616-w-northwest-blvd.html,1616 W Northwest Blvd,Spokane,WA,99205,47.6806221,-117.4361099
18,206,America/Los_Angeles,Safeway,https://local.safeway.com/safeway/wa/spokane/9001-n-indian-trail-rd.html,9001 N Indian Trail Rd,Spokane,WA,99208,47.73966397062781,-117.48853059145404
19,3248,America/Los_Angeles,Safeway,https://local.safeway.com/safeway/wa/spokane/902-w-francis-ave.html,902 W Francis Ave,Spokane,WA,99205,47.71614661248905,-117.42445796728134
20,3255,America/Los_Angeles,Safeway,https://local.safeway.com/safeway/wa/spokane/933-e-mission-ave.html,933 E Mission Ave,Spokane,WA,99202,47.6722942,-117.3947643
21,1799,America/Los_Angeles,Safeway,https://local.safeway.com/safeway/wa/spokane/3919-n-market-st.html,3919 N Market St,Spokane,WA,99207,47.69415070726751,-117.36733333809815
22,1242,America/Los_Angeles,Safeway,https://local.safeway.com/safeway/wa/spokane/2509-e-29th-ave.html,2509 E 29th Ave,Spokane,WA,99223,47.629507103699034,-117.37470772513123
23,1299,America/Los_Angeles,Safeway,https://local.safeway.com/safeway/wa/spokane/10100-n-newport-hwy.html,10100 N Newport Hwy,Spokane,WA,99218,47.7504597,-117.3972307
24,1268,America/Los_Angeles,Safeway,https://local.safeway.com/safeway/wa/spokane/3010-e-57th-ave.html,3010 E 57th Ave,Spokane,WA,99223,47.60085329179939,-117.36723303794861
25,1740,America/Los_Angeles,Safeway,https://local.safeway.com/safeway/wa/cheney/2710-1st-st.html,2710 1st St,Cheney,WA,99004,47.50593026814812,-117.56740093231201
26,246,America/Los_Angeles,Safeway,https://local.safeway.com/safeway/wa/spokane/8851-e-trent-ave.html,8851 E Trent Ave,Spokane,WA,99212,47.681806289271655,-117.28571995177845
