snapshot_id,altitude,heading,latitude,longitude,radar_id,speed,squawk
1550310794,275,221,34.05391,-118.23010,3021,34,0000
1550310803,375,242,34.05327,-118.23116,3021,40,0000
1550310827,750,291,34.05460,-118.23940,3021,65,0000
1550310835,800,293,34.05534,-118.24161,3021,66,0000
1550310843,825,297,34.05661,-118.24478,3021,68,1200
1550310849,850,293,34.05748,-118.24683,3021,69,1200
1550310855,900,284,34.05808,-118.24905,3021,69,1200
1550310861,925,278,34.05826,-118.25028,3021,67,1200
1550310870,975,261,34.05822,-118.25375,3021,72,1200
1550310877,1000,248,34.05734,-118.25746,3021,75,1200
1550310884,1025,242,34.05656,-118.25953,3021,71,1200
1550310892,1025,231,34.05483,-118.26267,3021,71,1200
1550310898,1050,228,34.05352,-118.26450,3021,71,1200
1550310904,1050,234,34.05231,-118.26636,3021,71,1200
1550310915,1050,237,34.05071,-118.26933,3021,67,1200
1550310927,1025,239,34.04860,-118.27331,3021,69,1200
1550310936,975,232,34.04700,-118.27623,3021,69,1200
1550310946,975,229,34.04463,-118.27961,3021,66,1200
1550310953,950,230,34.04343,-118.28139,3021,67,1200
1550310964,925,231,34.04155,-118.28408,3021,66,1200
1550310973,875,242,34.04002,-118.28688,3021,66,1200
1550310979,850,248,34.03926,-118.28896,3021,66,1200
1550310987,850,256,34.03839,-118.29226,3021,64,1200
1550310993,825,259,34.03807,-118.29437,3021,62,1200
1550311000,825,260,34.03778,-118.29632,3021,60,1200
1550311026,825,270,34.03774,-118.30553,3021,61,1200
1550311035,850,269,34.03774,-118.30873,3021,62,1200
1550311046,850,266,34.03761,-118.31294,3021,65,1200
1550311052,850,269,34.03755,-118.31509,3021,63,1200
1550311058,850,270,34.03755,-118.31726,3021,63,1200
1550311066,875,272,34.03760,-118.31949,3021,61,1200
1550311077,900,279,34.03793,-118.32361,3021,63,1200
1550311087,900,275,34.03830,-118.32676,3021,63,1200
1550311094,900,270,34.03839,-118.32880,3021,62,1200
1550311114,900,270,34.03797,-118.33688,3021,69,1200
1550311120,875,278,34.03812,-118.33918,3021,68,1200
1550311126,875,294,34.03876,-118.34142,3021,69,1200
1550311132,850,309,34.03981,-118.34344,3021,70,1200
1550311138,875,321,34.04118,-118.34495,3021,69,1200
1550311145,850,333,34.04297,-118.34624,3021,70,1200
1550311153,825,338,34.04579,-118.34776,3021,73,1200
1550311160,850,336,34.04755,-118.34860,3021,68,1200
1550311169,825,322,34.04997,-118.35044,3021,69,1200
1550311175,825,322,34.05157,-118.35196,3021,70,1200
1550311182,825,323,34.05313,-118.35330,3021,73,1200
1550311194,850,326,34.05645,-118.35600,3021,68,1200
1550311206,850,326,34.05971,-118.35875,3021,69,1200
1550311218,850,335,34.06311,-118.36104,3021,69,1200
1550311225,850,341,34.06488,-118.36189,3021,65,1200
1550311233,850,335,34.06744,-118.36310,3021,63,1200
1550311246,850,329,34.07051,-118.36493,3021,65,1200
1550311254,825,320,34.07291,-118.36698,3021,68,1200
1550311262,825,309,34.07492,-118.36950,3021,70,1200
1550311270,850,307,34.07614,-118.37139,3021,67,1200
1550311279,850,297,34.07758,-118.37427,3021,66,1200
1550311285,850,289,34.07835,-118.37634,3021,68,1200
1550311293,850,263,34.07872,-118.37970,3021,66,1200
1550311299,875,235,34.07805,-118.38164,3021,66,1200
1550311305,875,197,34.07639,-118.38290,3021,68,1200
1550311331,875,112,34.07044,-118.37735,3021,77,1200
1550311339,850,101,34.06958,-118.37363,3021,81,1200
1550311347,850,92,34.06921,-118.36945,3021,82,1200
1550311353,850,92,34.06916,-118.36659,3021,82,1200
1550311360,850,95,34.06902,-118.36395,3021,82,1200
1550311366,825,92,34.06884,-118.36104,3021,82,1200
1550311387,750,10,34.07279,-118.35417,309,73,1200
1550311393,775,342,34.07489,-118.35440,309,71,1200
1550311411,800,329,34.07978,-118.35783,2958,69,1200
1550311418,825,336,34.08150,-118.35892,2958,72,1200
1550311427,875,1,34.08448,-118.35960,2958,71,1200
1550311435,900,24,34.08722,-118.35875,2958,68,1200
1550311443,900,26,34.08966,-118.35729,2958,70,1200
1550311453,900,34,34.09222,-118.35555,2958,70,1200
1550311462,875,48,34.09434,-118.35313,2958,70,1200
1550311471,900,59,34.09611,-118.35005,2958,70,1200
1550311478,900,64,34.09698,-118.34786,2958,71,1200
1550311484,975,70,34.09795,-118.34456,2958,69,1200
1550311492,975,79,34.09844,-118.34227,2958,74,1200
1550311499,1025,75,34.09886,-118.33997,2958,70,1200
1550311508,1025,48,34.10012,-118.33672,2958,65,1200
1550311515,1050,10,34.10234,-118.33531,2958,59,1200
1550311522,1025,338,34.10393,-118.33563,2958,57,1200
1550311528,1025,305,34.10509,-118.33688,2958,53,1200
1550311534,1025,275,34.10552,-118.33861,2958,56,1200
1550311555,1000,234,34.10307,-118.34528,2958,68,1200
1550311561,975,233,34.10193,-118.34714,2958,68,1200
1550311567,975,229,34.10072,-118.34896,2958,68,1200
1550311573,975,228,34.09956,-118.35056,2958,70,1200
1550311579,950,224,34.09813,-118.35241,2958,71,1200
