fips,name,abbr,is_continental,statehood_year,capital,capital_tz,ap_abbr,shapefile_urls,tract_shp,cd_shp,county_shp,state_shp,zcta_shp,block_shp,blockgroup_shp
15,Hawaii,HI,False,1959,Honolulu,Pacific/Honolulu,Hawaii,"{'tract': 'https://www2.census.gov/geo/tiger/TIGER2010/TRACT/2010/tl_2010_15_tract10.zip', 'cd': 'https://www2.census.gov/geo/tiger/TIGER2010/CD/111/tl_2010_15_cd111.zip', 'county': 'https://www2.census.gov/geo/tiger/TIGER2010/COUNTY/2010/tl_2010_15_county10.zip', 'state': 'https://www2.census.gov/geo/tiger/TIGER2010/STATE/2010/tl_2010_15_state10.zip', 'zcta': 'https://www2.census.gov/geo/tiger/TIGER2010/ZCTA5/2010/tl_2010_15_zcta510.zip', 'block': 'https://www2.census.gov/geo/tiger/TIGER2010/TABBLOCK/2010/tl_2010_15_tabblock10.zip', 'blockgroup': 'https://www2.census.gov/geo/tiger/TIGER2010/BG/2010/tl_2010_15_bg10.zip'}",https://www2.census.gov/geo/tiger/TIGER2010/TRACT/2010/tl_2010_15_tract10.zip,https://www2.census.gov/geo/tiger/TIGER2010/CD/111/tl_2010_15_cd111.zip,https://www2.census.gov/geo/tiger/TIGER2010/COUNTY/2010/tl_2010_15_county10.zip,https://www2.census.gov/geo/tiger/TIGER2010/STATE/2010/tl_2010_15_state10.zip,https://www2.census.gov/geo/tiger/TIGER2010/ZCTA5/2010/tl_2010_15_zcta510.zip,https://www2.census.gov/geo/tiger/TIGER2010/TABBLOCK/2010/tl_2010_15_tabblock10.zip,https://www2.census.gov/geo/tiger/TIGER2010/BG/2010/tl_2010_15_bg10.zip
16,Idaho,ID,True,1890,Boise,America/Denver,Idaho,"{'tract': 'https://www2.census.gov/geo/tiger/TIGER2010/TRACT/2010/tl_2010_16_tract10.zip', 'cd': 'https://www2.census.gov/geo/tiger/TIGER2010/CD/111/tl_2010_16_cd111.zip', 'county': 'https://www2.census.gov/geo/tiger/TIGER2010/COUNTY/2010/tl_2010_16_county10.zip', 'state': 'https://www2.census.gov/geo/tiger/TIGER2010/STATE/2010/tl_2010_16_state10.zip', 'zcta': 'https://www2.census.gov/geo/tiger/TIGER2010/ZCTA5/2010/tl_2010_16_zcta510.zip', 'block': 'https://www2.census.gov/geo/tiger/TIGER2010/TABBLOCK/2010/tl_2010_16_tabblock10.zip', 'blockgroup': 'https://www2.census.gov/geo/tiger/TIGER2010/BG/2010/tl_2010_16_bg10.zip'}",https://www2.census.gov/geo/tiger/TIGER2010/TRACT/2010/tl_2010_16_tract10.zip,https://www2.census.gov/geo/tiger/TIGER2010/CD/111/tl_2010_16_cd111.zip,https://www2.census.gov/geo/tiger/TIGER2010/COUNTY/2010/tl_2010_16_county10.zip,https://www2.census.gov/geo/tiger/TIGER2010/STATE/2010/tl_2010_16_state10.zip,https://www2.census.gov/geo/tiger/TIGER2010/ZCTA5/2010/tl_2010_16_zcta510.zip,https://www2.census.gov/geo/tiger/TIGER2010/TABBLOCK/2010/tl_2010_16_tabblock10.zip,https://www2.census.gov/geo/tiger/TIGER2010/BG/2010/tl_2010_16_bg10.zip
17,Illinois,IL,True,1818,Springfield,America/Chicago,Ill.,"{'tract': 'https://www2.census.gov/geo/tiger/TIGER2010/TRACT/2010/tl_2010_17_tract10.zip', 'cd': 'https://www2.census.gov/geo/tiger/TIGER2010/CD/111/tl_2010_17_cd111.zip', 'county': 'https://www2.census.gov/geo/tiger/TIGER2010/COUNTY/2010/tl_2010_17_county10.zip', 'state': 'https://www2.census.gov/geo/tiger/TIGER2010/STATE/2010/tl_2010_17_state10.zip', 'zcta': 'https://www2.census.gov/geo/tiger/TIGER2010/ZCTA5/2010/tl_2010_17_zcta510.zip', 'block': 'https://www2.census.gov/geo/tiger/TIGER2010/TABBLOCK/2010/tl_2010_17_tabblock10.zip', 'blockgroup': 'https://www2.census.gov/geo/tiger/TIGER2010/BG/2010/tl_2010_17_bg10.zip'}",https://www2.census.gov/geo/tiger/TIGER2010/TRACT/2010/tl_2010_17_tract10.zip,https://www2.census.gov/geo/tiger/TIGER2010/CD/111/tl_2010_17_cd111.zip,https://www2.census.gov/geo/tiger/TIGER2010/COUNTY/2010/tl_2010_17_county10.zip,https://www2.census.gov/geo/tiger/TIGER2010/STATE/2010/tl_2010_17_state10.zip,https://www2.census.gov/geo/tiger/TIGER2010/ZCTA5/2010/tl_2010_17_zcta510.zip,https://www2.census.gov/geo/tiger/TIGER2010/TABBLOCK/2010/tl_2010_17_tabblock10.zip,https://www2.census.gov/geo/tiger/TIGER2010/BG/2010/tl_2010_17_bg10.zip
18,Indiana,IN,True,1816,Indianapolis,America/Indiana/Indianapolis,Ind.,"{'tract': 'https://www2.census.gov/geo/tiger/TIGER2010/TRACT/2010/tl_2010_18_tract10.zip', 'cd': 'https://www2.census.gov/geo/tiger/TIGER2010/CD/111/tl_2010_18_cd111.zip', 'county': 'https://www2.census.gov/geo/tiger/TIGER2010/COUNTY/2010/tl_2010_18_county10.zip', 'state': 'https://www2.census.gov/geo/tiger/TIGER2010/STATE/2010/tl_2010_18_state10.zip', 'zcta': 'https://www2.census.gov/geo/tiger/TIGER2010/ZCTA5/2010/tl_2010_18_zcta510.zip', 'block': 'https://www2.census.gov/geo/tiger/TIGER2010/TABBLOCK/2010/tl_2010_18_tabblock10.zip', 'blockgroup': 'https://www2.census.gov/geo/tiger/TIGER2010/BG/2010/tl_2010_18_bg10.zip'}",https://www2.census.gov/geo/tiger/TIGER2010/TRACT/2010/tl_2010_18_tract10.zip,https://www2.census.gov/geo/tiger/TIGER2010/CD/111/tl_2010_18_cd111.zip,https://www2.census.gov/geo/tiger/TIGER2010/COUNTY/2010/tl_2010_18_county10.zip,https://www2.census.gov/geo/tiger/TIGER2010/STATE/2010/tl_2010_18_state10.zip,https://www2.census.gov/geo/tiger/TIGER2010/ZCTA5/2010/tl_2010_18_zcta510.zip,https://www2.census.gov/geo/tiger/TIGER2010/TABBLOCK/2010/tl_2010_18_tabblock10.zip,https://www2.census.gov/geo/tiger/TIGER2010/BG/2010/tl_2010_18_bg10.zip
19,Iowa,IA,True,1846,Des Moines,America/Chicago,Iowa,"{'tract': 'https://www2.census.gov/geo/tiger/TIGER2010/TRACT/2010/tl_2010_19_tract10.zip', 'cd': 'https://www2.census.gov/geo/tiger/TIGER2010/CD/111/tl_2010_19_cd111.zip', 'county': 'https://www2.census.gov/geo/tiger/TIGER2010/COUNTY/2010/tl_2010_19_county10.zip', 'state': 'https://www2.census.gov/geo/tiger/TIGER2010/STATE/2010/tl_2010_19_state10.zip', 'zcta': 'https://www2.census.gov/geo/tiger/TIGER2010/ZCTA5/2010/tl_2010_19_zcta510.zip', 'block': 'https://www2.census.gov/geo/tiger/TIGER2010/TABBLOCK/2010/tl_2010_19_tabblock10.zip', 'blockgroup': 'https://www2.census.gov/geo/tiger/TIGER2010/BG/2010/tl_2010_19_bg10.zip'}",https://www2.census.gov/geo/tiger/TIGER2010/TRACT/2010/tl_2010_19_tract10.zip,https://www2.census.gov/geo/tiger/TIGER2010/CD/111/tl_2010_19_cd111.zip,https://www2.census.gov/geo/tiger/TIGER2010/COUNTY/2010/tl_2010_19_county10.zip,https://www2.census.gov/geo/tiger/TIGER2010/STATE/2010/tl_2010_19_state10.zip,https://www2.census.gov/geo/tiger/TIGER2010/ZCTA5/2010/tl_2010_19_zcta510.zip,https://www2.census.gov/geo/tiger/TIGER2010/TABBLOCK/2010/tl_2010_19_tabblock10.zip,https://www2.census.gov/geo/tiger/TIGER2010/BG/2010/tl_2010_19_bg10.zip
20,Kansas,KS,True,1861,Topeka,America/Chicago,Kan.,"{'tract': 'https://www2.census.gov/geo/tiger/TIGER2010/TRACT/2010/tl_2010_20_tract10.zip', 'cd': 'https://www2.census.gov/geo/tiger/TIGER2010/CD/111/tl_2010_20_cd111.zip', 'county': 'https://www2.census.gov/geo/tiger/TIGER2010/COUNTY/2010/tl_2010_20_county10.zip', 'state': 'https://www2.census.gov/geo/tiger/TIGER2010/STATE/2010/tl_2010_20_state10.zip', 'zcta': 'https://www2.census.gov/geo/tiger/TIGER2010/ZCTA5/2010/tl_2010_20_zcta510.zip', 'block': 'https://www2.census.gov/geo/tiger/TIGER2010/TABBLOCK/2010/tl_2010_20_tabblock10.zip', 'blockgroup': 'https://www2.census.gov/geo/tiger/TIGER2010/BG/2010/tl_2010_20_bg10.zip'}",https://www2.census.gov/geo/tiger/TIGER2010/TRACT/2010/tl_2010_20_tract10.zip,https://www2.census.gov/geo/tiger/TIGER2010/CD/111/tl_2010_20_cd111.zip,https://www2.census.gov/geo/tiger/TIGER2010/COUNTY/2010/tl_2010_20_county10.zip,https://www2.census.gov/geo/tiger/TIGER2010/STATE/2010/tl_2010_20_state10.zip,https://www2.census.gov/geo/tiger/TIGER2010/ZCTA5/2010/tl_2010_20_zcta510.zip,https://www2.census.gov/geo/tiger/TIGER2010/TABBLOCK/2010/tl_2010_20_tabblock10.zip,https://www2.census.gov/geo/tiger/TIGER2010/BG/2010/tl_2010_20_bg10.zip
21,Kentucky,KY,True,1792,Frankfort,America/New_York,Ky.,"{'tract': 'https://www2.census.gov/geo/tiger/TIGER2010/TRACT/2010/tl_2010_21_tract10.zip', 'cd': 'https://www2.census.gov/geo/tiger/TIGER2010/CD/111/tl_2010_21_cd111.zip', 'county': 'https://www2.census.gov/geo/tiger/TIGER2010/COUNTY/2010/tl_2010_21_county10.zip', 'state': 'https://www2.census.gov/geo/tiger/TIGER2010/STATE/2010/tl_2010_21_state10.zip', 'zcta': 'https://www2.census.gov/geo/tiger/TIGER2010/ZCTA5/2010/tl_2010_21_zcta510.zip', 'block': 'https://www2.census.gov/geo/tiger/TIGER2010/TABBLOCK/2010/tl_2010_21_tabblock10.zip', 'blockgroup': 'https://www2.census.gov/geo/tiger/TIGER2010/BG/2010/tl_2010_21_bg10.zip'}",https://www2.census.gov/geo/tiger/TIGER2010/TRACT/2010/tl_2010_21_tract10.zip,https://www2.census.gov/geo/tiger/TIGER2010/CD/111/tl_2010_21_cd111.zip,https://www2.census.gov/geo/tiger/TIGER2010/COUNTY/2010/tl_2010_21_county10.zip,https://www2.census.gov/geo/tiger/TIGER2010/STATE/2010/tl_2010_21_state10.zip,https://www2.census.gov/geo/tiger/TIGER2010/ZCTA5/2010/tl_2010_21_zcta510.zip,https://www2.census.gov/geo/tiger/TIGER2010/TABBLOCK/2010/tl_2010_21_tabblock10.zip,https://www2.census.gov/geo/tiger/TIGER2010/BG/2010/tl_2010_21_bg10.zip
22,Louisiana,LA,True,1812,Baton Rouge,America/Chicago,La.,"{'tract': 'https://www2.census.gov/geo/tiger/TIGER2010/TRACT/2010/tl_2010_22_tract10.zip', 'cd': 'https://www2.census.gov/geo/tiger/TIGER2010/CD/111/tl_2010_22_cd111.zip', 'county': 'https://www2.census.gov/geo/tiger/TIGER2010/COUNTY/2010/tl_2010_22_county10.zip', 'state': 'https://www2.census.gov/geo/tiger/TIGER2010/STATE/2010/tl_2010_22_state10.zip', 'zcta': 'https://www2.census.gov/geo/tiger/TIGER2010/ZCTA5/2010/tl_2010_22_zcta510.zip', 'block': 'https://www2.census.gov/geo/tiger/TIGER2010/TABBLOCK/2010/tl_2010_22_tabblock10.zip', 'blockgroup': 'https://www2.census.gov/geo/tiger/TIGER2010/BG/2010/tl_2010_22_bg10.zip'}",https://www2.census.gov/geo/tiger/TIGER2010/TRACT/2010/tl_2010_22_tract10.zip,https://www2.census.gov/geo/tiger/TIGER2010/CD/111/tl_2010_22_cd111.zip,https://www2.census.gov/geo/tiger/TIGER2010/COUNTY/2010/tl_2010_22_county10.zip,https://www2.census.gov/geo/tiger/TIGER2010/STATE/2010/tl_2010_22_state10.zip,https://www2.census.gov/geo/tiger/TIGER2010/ZCTA5/2010/tl_2010_22_zcta510.zip,https://www2.census.gov/geo/tiger/TIGER2010/TABBLOCK/2010/tl_2010_22_tabblock10.zip,https://www2.census.gov/geo/tiger/TIGER2010/BG/2010/tl_2010_22_bg10.zip
23,Maine,ME,True,1820,Augusta,America/New_York,Maine,"{'tract': 'https://www2.census.gov/geo/tiger/TIGER2010/TRACT/2010/tl_2010_23_tract10.zip', 'cd': 'https://www2.census.gov/geo/tiger/TIGER2010/CD/111/tl_2010_23_cd111.zip', 'county': 'https://www2.census.gov/geo/tiger/TIGER2010/COUNTY/2010/tl_2010_23_county10.zip', 'state': 'https://www2.census.gov/geo/tiger/TIGER2010/STATE/2010/tl_2010_23_state10.zip', 'zcta': 'https://www2.census.gov/geo/tiger/TIGER2010/ZCTA5/2010/tl_2010_23_zcta510.zip', 'block': 'https://www2.census.gov/geo/tiger/TIGER2010/TABBLOCK/2010/tl_2010_23_tabblock10.zip', 'blockgroup': 'https://www2.census.gov/geo/tiger/TIGER2010/BG/2010/tl_2010_23_bg10.zip'}",https://www2.census.gov/geo/tiger/TIGER2010/TRACT/2010/tl_2010_23_tract10.zip,https://www2.census.gov/geo/tiger/TIGER2010/CD/111/tl_2010_23_cd111.zip,https://www2.census.gov/geo/tiger/TIGER2010/COUNTY/2010/tl_2010_23_county10.zip,https://www2.census.gov/geo/tiger/TIGER2010/STATE/2010/tl_2010_23_state10.zip,https://www2.census.gov/geo/tiger/TIGER2010/ZCTA5/2010/tl_2010_23_zcta510.zip,https://www2.census.gov/geo/tiger/TIGER2010/TABBLOCK/2010/tl_2010_23_tabblock10.zip,https://www2.census.gov/geo/tiger/TIGER2010/BG/2010/tl_2010_23_bg10.zip
24,Maryland,MD,True,1788,Annapolis,America/New_York,Md.,"{'tract': 'https://www2.census.gov/geo/tiger/TIGER2010/TRACT/2010/tl_2010_24_tract10.zip', 'cd': 'https://www2.census.gov/geo/tiger/TIGER2010/CD/111/tl_2010_24_cd111.zip', 'county': 'https://www2.census.gov/geo/tiger/TIGER2010/COUNTY/2010/tl_2010_24_county10.zip', 'state': 'https://www2.census.gov/geo/tiger/TIGER2010/STATE/2010/tl_2010_24_state10.zip', 'zcta': 'https://www2.census.gov/geo/tiger/TIGER2010/ZCTA5/2010/tl_2010_24_zcta510.zip', 'block': 'https://www2.census.gov/geo/tiger/TIGER2010/TABBLOCK/2010/tl_2010_24_tabblock10.zip', 'blockgroup': 'https://www2.census.gov/geo/tiger/TIGER2010/BG/2010/tl_2010_24_bg10.zip'}",https://www2.census.gov/geo/tiger/TIGER2010/TRACT/2010/tl_2010_24_tract10.zip,https://www2.census.gov/geo/tiger/TIGER2010/CD/111/tl_2010_24_cd111.zip,https://www2.census.gov/geo/tiger/TIGER2010/COUNTY/2010/tl_2010_24_county10.zip,https://www2.census.gov/geo/tiger/TIGER2010/STATE/2010/tl_2010_24_state10.zip,https://www2.census.gov/geo/tiger/TIGER2010/ZCTA5/2010/tl_2010_24_zcta510.zip,https://www2.census.gov/geo/tiger/TIGER2010/TABBLOCK/2010/tl_2010_24_tabblock10.zip,https://www2.census.gov/geo/tiger/TIGER2010/BG/2010/tl_2010_24_bg10.zip
25,Massachusetts,MA,True,1788,Boston,America/New_York,Mass.,"{'tract': 'https://www2.census.gov/geo/tiger/TIGER2010/TRACT/2010/tl_2010_25_tract10.zip', 'cd': 'https://www2.census.gov/geo/tiger/TIGER2010/CD/111/tl_2010_25_cd111.zip', 'county': 'https://www2.census.gov/geo/tiger/TIGER2010/COUNTY/2010/tl_2010_25_county10.zip', 'state': 'https://www2.census.gov/geo/tiger/TIGER2010/STATE/2010/tl_2010_25_state10.zip', 'zcta': 'https://www2.census.gov/geo/tiger/TIGER2010/ZCTA5/2010/tl_2010_25_zcta510.zip', 'block': 'https://www2.census.gov/geo/tiger/TIGER2010/TABBLOCK/2010/tl_2010_25_tabblock10.zip', 'blockgroup': 'https://www2.census.gov/geo/tiger/TIGER2010/BG/2010/tl_2010_25_bg10.zip'}",https://www2.census.gov/geo/tiger/TIGER2010/TRACT/2010/tl_2010_25_tract10.zip,https://www2.census.gov/geo/tiger/TIGER2010/CD/111/tl_2010_25_cd111.zip,https://www2.census.gov/geo/tiger/TIGER2010/COUNTY/2010/tl_2010_25_county10.zip,https://www2.census.gov/geo/tiger/TIGER2010/STATE/2010/tl_2010_25_state10.zip,https://www2.census.gov/geo/tiger/TIGER2010/ZCTA5/2010/tl_2010_25_zcta510.zip,https://www2.census.gov/geo/tiger/TIGER2010/TABBLOCK/2010/tl_2010_25_tabblock10.zip,https://www2.census.gov/geo/tiger/TIGER2010/BG/2010/tl_2010_25_bg10.zip
26,Michigan,MI,True,1837,Lansing,America/New_York,Mich.,"{'tract': 'https://www2.census.gov/geo/tiger/TIGER2010/TRACT/2010/tl_2010_26_tract10.zip', 'cd': 'https://www2.census.gov/geo/tiger/TIGER2010/CD/111/tl_2010_26_cd111.zip', 'county': 'https://www2.census.gov/geo/tiger/TIGER2010/COUNTY/2010/tl_2010_26_county10.zip', 'state': 'https://www2.census.gov/geo/tiger/TIGER2010/STATE/2010/tl_2010_26_state10.zip', 'zcta': 'https://www2.census.gov/geo/tiger/TIGER2010/ZCTA5/2010/tl_2010_26_zcta510.zip', 'block': 'https://www2.census.gov/geo/tiger/TIGER2010/TABBLOCK/2010/tl_2010_26_tabblock10.zip', 'blockgroup': 'https://www2.census.gov/geo/tiger/TIGER2010/BG/2010/tl_2010_26_bg10.zip'}",https://www2.census.gov/geo/tiger/TIGER2010/TRACT/2010/tl_2010_26_tract10.zip,https://www2.census.gov/geo/tiger/TIGER2010/CD/111/tl_2010_26_cd111.zip,https://www2.census.gov/geo/tiger/TIGER2010/COUNTY/2010/tl_2010_26_county10.zip,https://www2.census.gov/geo/tiger/TIGER2010/STATE/2010/tl_2010_26_state10.zip,https://www2.census.gov/geo/tiger/TIGER2010/ZCTA5/2010/tl_2010_26_zcta510.zip,https://www2.census.gov/geo/tiger/TIGER2010/TABBLOCK/2010/tl_2010_26_tabblock10.zip,https://www2.census.gov/geo/tiger/TIGER2010/BG/2010/tl_2010_26_bg10.zip
27,Minnesota,MN,True,1858,Saint Paul,America/Chicago,Minn.,"{'tract': 'https://www2.census.gov/geo/tiger/TIGER2010/TRACT/2010/tl_2010_27_tract10.zip', 'cd': 'https://www2.census.gov/geo/tiger/TIGER2010/CD/111/tl_2010_27_cd111.zip', 'county': 'https://www2.census.gov/geo/tiger/TIGER2010/COUNTY/2010/tl_2010_27_county10.zip', 'state': 'https://www2.census.gov/geo/tiger/TIGER2010/STATE/2010/tl_2010_27_state10.zip', 'zcta': 'https://www2.census.gov/geo/tiger/TIGER2010/ZCTA5/2010/tl_2010_27_zcta510.zip', 'block': 'https://www2.census.gov/geo/tiger/TIGER2010/TABBLOCK/2010/tl_2010_27_tabblock10.zip', 'blockgroup': 'https://www2.census.gov/geo/tiger/TIGER2010/BG/2010/tl_2010_27_bg10.zip'}",https://www2.census.gov/geo/tiger/TIGER2010/TRACT/2010/tl_2010_27_tract10.zip,https://www2.census.gov/geo/tiger/TIGER2010/CD/111/tl_2010_27_cd111.zip,https://www2.census.gov/geo/tiger/TIGER2010/COUNTY/2010/tl_2010_27_county10.zip,https://www2.census.gov/geo/tiger/TIGER2010/STATE/2010/tl_2010_27_state10.zip,https://www2.census.gov/geo/tiger/TIGER2010/ZCTA5/2010/tl_2010_27_zcta510.zip,https://www2.census.gov/geo/tiger/TIGER2010/TABBLOCK/2010/tl_2010_27_tabblock10.zip,https://www2.census.gov/geo/tiger/TIGER2010/BG/2010/tl_2010_27_bg10.zip
28,Mississippi,MS,True,1817,Jackson,America/Chicago,Miss.,"{'tract': 'https://www2.census.gov/geo/tiger/TIGER2010/TRACT/2010/tl_2010_28_tract10.zip', 'cd': 'https://www2.census.gov/geo/tiger/TIGER2010/CD/111/tl_2010_28_cd111.zip', 'county': 'https://www2.census.gov/geo/tiger/TIGER2010/COUNTY/2010/tl_2010_28_county10.zip', 'state': 'https://www2.census.gov/geo/tiger/TIGER2010/STATE/2010/tl_2010_28_state10.zip', 'zcta': 'https://www2.census.gov/geo/tiger/TIGER2010/ZCTA5/2010/tl_2010_28_zcta510.zip', 'block': 'https://www2.census.gov/geo/tiger/TIGER2010/TABBLOCK/2010/tl_2010_28_tabblock10.zip', 'blockgroup': 'https://www2.census.gov/geo/tiger/TIGER2010/BG/2010/tl_2010_28_bg10.zip'}",https://www2.census.gov/geo/tiger/TIGER2010/TRACT/2010/tl_2010_28_tract10.zip,https://www2.census.gov/geo/tiger/TIGER2010/CD/111/tl_2010_28_cd111.zip,https://www2.census.gov/geo/tiger/TIGER2010/COUNTY/2010/tl_2010_28_county10.zip,https://www2.census.gov/geo/tiger/TIGER2010/STATE/2010/tl_2010_28_state10.zip,https://www2.census.gov/geo/tiger/TIGER2010/ZCTA5/2010/tl_2010_28_zcta510.zip,https://www2.census.gov/geo/tiger/TIGER2010/TABBLOCK/2010/tl_2010_28_tabblock10.zip,https://www2.census.gov/geo/tiger/TIGER2010/BG/2010/tl_2010_28_bg10.zip
29,Missouri,MO,True,1821,Jefferson City,America/Chicago,Mo.,"{'tract': 'https://www2.census.gov/geo/tiger/TIGER2010/TRACT/2010/tl_2010_29_tract10.zip', 'cd': 'https://www2.census.gov/geo/tiger/TIGER2010/CD/111/tl_2010_29_cd111.zip', 'county': 'https://www2.census.gov/geo/tiger/TIGER2010/COUNTY/2010/tl_2010_29_county10.zip', 'state': 'https://www2.census.gov/geo/tiger/TIGER2010/STATE/2010/tl_2010_29_state10.zip', 'zcta': 'https://www2.census.gov/geo/tiger/TIGER2010/ZCTA5/2010/tl_2010_29_zcta510.zip', 'block': 'https://www2.census.gov/geo/tiger/TIGER2010/TABBLOCK/2010/tl_2010_29_tabblock10.zip', 'blockgroup': 'https://www2.census.gov/geo/tiger/TIGER2010/BG/2010/tl_2010_29_bg10.zip'}",https://www2.census.gov/geo/tiger/TIGER2010/TRACT/2010/tl_2010_29_tract10.zip,https://www2.census.gov/geo/tiger/TIGER2010/CD/111/tl_2010_29_cd111.zip,https://www2.census.gov/geo/tiger/TIGER2010/COUNTY/2010/tl_2010_29_county10.zip,https://www2.census.gov/geo/tiger/TIGER2010/STATE/2010/tl_2010_29_state10.zip,https://www2.census.gov/geo/tiger/TIGER2010/ZCTA5/2010/tl_2010_29_zcta510.zip,https://www2.census.gov/geo/tiger/TIGER2010/TABBLOCK/2010/tl_2010_29_tabblock10.zip,https://www2.census.gov/geo/tiger/TIGER2010/BG/2010/tl_2010_29_bg10.zip
30,Montana,MT,True,1889,Helena,America/Denver,Mont.,"{'tract': 'https://www2.census.gov/geo/tiger/TIGER2010/TRACT/2010/tl_2010_30_tract10.zip', 'cd': 'https://www2.census.gov/geo/tiger/TIGER2010/CD/111/tl_2010_30_cd111.zip', 'county': 'https://www2.census.gov/geo/tiger/TIGER2010/COUNTY/2010/tl_2010_30_county10.zip', 'state': 'https://www2.census.gov/geo/tiger/TIGER2010/STATE/2010/tl_2010_30_state10.zip', 'zcta': 'https://www2.census.gov/geo/tiger/TIGER2010/ZCTA5/2010/tl_2010_30_zcta510.zip', 'block': 'https://www2.census.gov/geo/tiger/TIGER2010/TABBLOCK/2010/tl_2010_30_tabblock10.zip', 'blockgroup': 'https://www2.census.gov/geo/tiger/TIGER2010/BG/2010/tl_2010_30_bg10.zip'}",https://www2.census.gov/geo/tiger/TIGER2010/TRACT/2010/tl_2010_30_tract10.zip,https://www2.census.gov/geo/tiger/TIGER2010/CD/111/tl_2010_30_cd111.zip,https://www2.census.gov/geo/tiger/TIGER2010/COUNTY/2010/tl_2010_30_county10.zip,https://www2.census.gov/geo/tiger/TIGER2010/STATE/2010/tl_2010_30_state10.zip,https://www2.census.gov/geo/tiger/TIGER2010/ZCTA5/2010/tl_2010_30_zcta510.zip,https://www2.census.gov/geo/tiger/TIGER2010/TABBLOCK/2010/tl_2010_30_tabblock10.zip,https://www2.census.gov/geo/tiger/TIGER2010/BG/2010/tl_2010_30_bg10.zip
31,Nebraska,NE,True,1867,Lincoln,America/Chicago,Neb.,"{'tract': 'https://www2.census.gov/geo/tiger/TIGER2010/TRACT/2010/tl_2010_31_tract10.zip', 'cd': 'https://www2.census.gov/geo/tiger/TIGER2010/CD/111/tl_2010_31_cd111.zip', 'county': 'https://www2.census.gov/geo/tiger/TIGER2010/COUNTY/2010/tl_2010_31_county10.zip', 'state': 'https://www2.census.gov/geo/tiger/TIGER2010/STATE/2010/tl_2010_31_state10.zip', 'zcta': 'https://www2.census.gov/geo/tiger/TIGER2010/ZCTA5/2010/tl_2010_31_zcta510.zip', 'block': 'https://www2.census.gov/geo/tiger/TIGER2010/TABBLOCK/2010/tl_2010_31_tabblock10.zip', 'blockgroup': 'https://www2.census.gov/geo/tiger/TIGER2010/BG/2010/tl_2010_31_bg10.zip'}",https://www2.census.gov/geo/tiger/TIGER2010/TRACT/2010/tl_2010_31_tract10.zip,https://www2.census.gov/geo/tiger/TIGER2010/CD/111/tl_2010_31_cd111.zip,https://www2.census.gov/geo/tiger/TIGER2010/COUNTY/2010/tl_2010_31_county10.zip,https://www2.census.gov/geo/tiger/TIGER2010/STATE/2010/tl_2010_31_state10.zip,https://www2.census.gov/geo/tiger/TIGER2010/ZCTA5/2010/tl_2010_31_zcta510.zip,https://www2.census.gov/geo/tiger/TIGER2010/TABBLOCK/2010/tl_2010_31_tabblock10.zip,https://www2.census.gov/geo/tiger/TIGER2010/BG/2010/tl_2010_31_bg10.zip
32,Nevada,NV,True,1864,Carson City,America/Los_Angeles,Nev.,"{'tract': 'https://www2.census.gov/geo/tiger/TIGER2010/TRACT/2010/tl_2010_32_tract10.zip', 'cd': 'https://www2.census.gov/geo/tiger/TIGER2010/CD/111/tl_2010_32_cd111.zip', 'county': 'https://www2.census.gov/geo/tiger/TIGER2010/COUNTY/2010/tl_2010_32_county10.zip', 'state': 'https://www2.census.gov/geo/tiger/TIGER2010/STATE/2010/tl_2010_32_state10.zip', 'zcta': 'https://www2.census.gov/geo/tiger/TIGER2010/ZCTA5/2010/tl_2010_32_zcta510.zip', 'block': 'https://www2.census.gov/geo/tiger/TIGER2010/TABBLOCK/2010/tl_2010_32_tabblock10.zip', 'blockgroup': 'https://www2.census.gov/geo/tiger/TIGER2010/BG/2010/tl_2010_32_bg10.zip'}",https://www2.census.gov/geo/tiger/TIGER2010/TRACT/2010/tl_2010_32_tract10.zip,https://www2.census.gov/geo/tiger/TIGER2010/CD/111/tl_2010_32_cd111.zip,https://www2.census.gov/geo/tiger/TIGER2010/COUNTY/2010/tl_2010_32_county10.zip,https://www2.census.gov/geo/tiger/TIGER2010/STATE/2010/tl_2010_32_state10.zip,https://www2.census.gov/geo/tiger/TIGER2010/ZCTA5/2010/tl_2010_32_zcta510.zip,https://www2.census.gov/geo/tiger/TIGER2010/TABBLOCK/2010/tl_2010_32_tabblock10.zip,https://www2.census.gov/geo/tiger/TIGER2010/BG/2010/tl_2010_32_bg10.zip
