index,id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest,year,month,day,hour,minute
0,1373504934453202946,1373504934453202944,2021-03-20 22:21:09 PDT,2021-03-20,22:21:09,-0700,19438251,mark_arirang,Mark Broome,,Yeah.... stairs.  I'll get my coat.,en,[],[],[],0,0,2,[],[],https://twitter.com/mark_arirang/status/1373504934453202946,False,https://twitter.com/thehill/status/1373231114618216457,0,,,,,,,,[],,,,,2021,3,20,22,21
1,1372887452478672900,1372613072456589312,2021-03-19 05:27:30 PDT,2021-03-19,05:27:30,-0700,19438251,mark_arirang,Mark Broome,,"@ajosshi Again, making my point. You are rather rude. Bye.",en,[],[],[],0,0,0,[],[],https://twitter.com/mark_arirang/status/1372887452478672900,False,,0,,,,,,,,"[{'screen_name': 'ajosshi', 'name': 'Paul Matthews', 'id': '17985562'}]",,,,,2021,3,19,5,27
2,1372885908886712321,1372613072456589312,2021-03-19 05:21:22 PDT,2021-03-19,05:21:22,-0700,19438251,mark_arirang,Mark Broome,,"@ajosshi How do you know that?  Have you missed all the experts saying we'll all have to keep wearing masks after vaccinations anyway?  There are plenty of them on the news. Anyway, I find your tone condescending. Enjoy your night.",en,[],[],[],1,0,0,[],[],https://twitter.com/mark_arirang/status/1372885908886712321,False,,0,,,,,,,,"[{'screen_name': 'ajosshi', 'name': 'Paul Matthews', 'id': '17985562'}]",,,,,2021,3,19,5,21
3,1372883789811044357,1372613072456589312,2021-03-19 05:12:57 PDT,2021-03-19,05:12:57,-0700,19438251,mark_arirang,Mark Broome,,"@ajosshi Yes, let's wear masks forever and mentally torment the next generation. You know COVID is endemic now, right?   https://t.co/65bXRbCAfd",en,[],['https://www.cbsnews.com/news/covid-19-endemic-disease-never-going-away/'],[],1,0,0,[],[],https://twitter.com/mark_arirang/status/1372883789811044357,False,,0,,,,,,,,"[{'screen_name': 'ajosshi', 'name': 'Paul Matthews', 'id': '17985562'}]",,,,,2021,3,19,5,12
4,1372881656407715843,1372613072456589312,2021-03-19 05:04:28 PDT,2021-03-19,05:04:28,-0700,19438251,mark_arirang,Mark Broome,,"@ajosshi Wow. I never knew you were so rude, Paul. Shame.",en,[],[],[],1,0,0,[],[],https://twitter.com/mark_arirang/status/1372881656407715843,False,,0,,,,,,,,"[{'screen_name': 'ajosshi', 'name': 'Paul Matthews', 'id': '17985562'}]",,,,,2021,3,19,5,4
5,1372872366305419271,1372872366305419264,2021-03-19 04:27:33 PDT,2021-03-19,04:27:33,-0700,19438251,mark_arirang,Mark Broome,,China calling the U.S. weak... on American soil no less. Blinken blinking like a rabbit in the headlights.,en,[],[],[],0,0,0,[],[],https://twitter.com/mark_arirang/status/1372872366305419271,False,https://twitter.com/Reuters/status/1372840266067894274,0,,,,,,,,[],,,,,2021,3,19,4,27
6,1372699168964177920,1372699168964177920,2021-03-18 16:59:20 PDT,2021-03-18,16:59:20,-0700,19438251,mark_arirang,Mark Broome,,"He'd walk around the White House in his long johns and a pencil in his nose if Jill didn't dress him every morning.  ""This leg first, Joe...""",en,[],[],[],1,2,4,[],[],https://twitter.com/mark_arirang/status/1372699168964177920,False,https://twitter.com/tedthorne/status/1372697376893276160,0,,,,,,,,[],,,,,2021,3,18,16,59
7,1372613072456589314,1372613072456589312,2021-03-18 11:17:13 PDT,2021-03-18,11:17:13,-0700,19438251,mark_arirang,Mark Broome,,Fauci is Grifter #1. Also Rand Paul 2024!,en,[],[],[],2,0,0,[],[],https://twitter.com/mark_arirang/status/1372613072456589314,False,https://twitter.com/robbystarbuck/status/1372610712737095685,0,,,,,,,,[],,,,,2021,3,18,11,17
8,1372611074214666241,1372611074214666240,2021-03-18 11:09:16 PDT,2021-03-18,11:09:16,-0700,19438251,mark_arirang,Mark Broome,,"Great job, @amchamkorea  https://t.co/Hb5bKZNELD",en,"[{'screen_name': 'amchamkorea', 'name': 'amcham korea', 'id': '488424583'}]",[],['https://pbs.twimg.com/media/Ewx-fJVUcAAep9g.jpg'],0,0,1,[],[],https://twitter.com/mark_arirang/status/1372611074214666241,False,,1,https://pbs.twimg.com/media/Ewx-fJVUcAAep9g.jpg,,,,,,,[],,,,,2021,3,18,11,9
9,1372610505420935170,1372610505420935168,2021-03-18 11:07:01 PDT,2021-03-18,11:07:01,-0700,19438251,mark_arirang,Mark Broome,,Dementia man BAD,in,[],[],[],0,0,0,[],[],https://twitter.com/mark_arirang/status/1372610505420935170,False,https://twitter.com/nytimes/status/1372574417591668741,0,,,,,,,,[],,,,,2021,3,18,11,7
