index,id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest,year,month,day,hour,minute
0,1377030479136882688,1377030477257773056,2021-03-30 15:50:24 PDT,2021-03-30,15:50:24,-0700,58579942,mattgaetz,Matt Gaetz,,"...of the ongoing extortion investigation.   I demand the DOJ immediately release the tapes, made at their direction, which implicate their former colleague in crimes against me based on false allegations.",en,[],[],[],6243,4201,19279,[],[],https://twitter.com/mattgaetz/status/1377030479136882688,False,,0,,,,,,,,[],,,,,2021,3,30,15,50
1,1377030478167937024,1377030477257773056,2021-03-30 15:50:24 PDT,2021-03-30,15:50:24,-0700,58579942,mattgaetz,Matt Gaetz,,"...and my father has even been wearing a wire at the FBI’s direction to catch these criminals. The planted leak to the FBI tonight was intended to thwart that investigation.  No part of the allegations against me are true, and the people pushing these lies are targets...",en,[],[],[],4451,2985,14148,[],[],https://twitter.com/mattgaetz/status/1377030478167937024,False,,0,,,,,,,,[],,,,,2021,3,30,15,50
2,1377030477257773065,1377030477257773056,2021-03-30 15:50:24 PDT,2021-03-30,15:50:24,-0700,58579942,mattgaetz,Matt Gaetz,,Over the past several weeks my family and I have been victims of an organized criminal extortion involving a former DOJ official seeking $25 million while threatening to smear my name.  We have been cooperating with federal authorities in this matter...,en,[],[],[],21417,7332,26666,[],[],https://twitter.com/mattgaetz/status/1377030477257773065,False,,0,,,,,,,,[],,,,,2021,3,30,15,50
3,1376986940394848261,1376986940394848256,2021-03-30 12:57:24 PDT,2021-03-30,12:57:24,-0700,58579942,mattgaetz,Matt Gaetz,,"This article identifies me as a “South Florida” congressman, which I am obviously not.  Perhaps that verifiably false reporting will cause people to question the accuracy of other claims made in this piece.  #FreeMarcCaputo",en,[],[],[],2282,501,2258,['freemarccaputo'],[],https://twitter.com/mattgaetz/status/1376986940394848261,False,https://twitter.com/politico/status/1376972588853919744,0,,,,,,,,[],,,,,2021,3,30,12,57
4,1376314658932527115,1376314658932527104,2021-03-28 16:26:00 PDT,2021-03-28,16:26:00,-0700,58579942,mattgaetz,Matt Gaetz,,"They are executing a wokeification of the military.  If you have been unfairly targeted, contact my office.   We will fight for you.   https://t.co/7ThYTkN6aX",en,[],['https://www.foxnews.com/politics/matt-gaetz-biden-military-wokeness-not-winning'],[],498,959,3707,[],[],https://twitter.com/mattgaetz/status/1376314658932527115,False,,0,,,,,,,,[],,,,,2021,3,28,16,26
5,1376012823487246337,1376012823487246336,2021-03-27 20:26:36 PDT,2021-03-27,20:26:36,-0700,58579942,mattgaetz,Matt Gaetz,, https://t.co/XHzFeFq95d,und,[],"['https://www.amazon.com/dp/1642937649/ref=sr_1_1?crid=2B18DHPD5W0J8&dchild=1&keywords=matt+gaetz&qid=1595208453&s=books&sprefix=matt+gaetz,stripbooks,157&sr=1-1']",[],338,151,992,[],[],https://twitter.com/mattgaetz/status/1376012823487246337,False,,0,,,,,,,,[],,,,,2021,3,27,20,26
6,1375538347242819588,1375538347242819584,2021-03-26 13:01:12 PDT,2021-03-26,13:01:12,-0700,58579942,mattgaetz,Matt Gaetz,,"I fight to end forever wars, including the drug war. (Would be nice if Biden helped)  I fight to protect our people from unchecked illegal immigration &amp; trade deals that sell them out.  I fight for their rights &amp; freedoms.  Because I love my fellow Americans.   Even you  Be Best!",en,[],[],[],858,521,3697,[],[],https://twitter.com/mattgaetz/status/1375538347242819588,False,https://twitter.com/Alyssa_Milano/status/1375207560802930694,0,,,,,,,,[],,,,,2021,3,26,13,1
7,1375529869577220105,1375529869577220096,2021-03-26 12:27:31 PDT,2021-03-26,12:27:31,-0700,58579942,mattgaetz,Matt Gaetz,,New Hampshire here I come! #LiveFreeOrDie   https://t.co/D6wh2qCHAG,en,[],['https://www.foxnews.com/politics/gaetz-to-new-hampshire-to-help-raise-money-for-fellow-republicans'],[],289,108,965,['livefreeordie'],[],https://twitter.com/mattgaetz/status/1375529869577220105,False,,0,,,,,,,,[],,,,,2021,3,26,12,27
8,1375502013400809477,1375502013400809472,2021-03-26 10:36:50 PDT,2021-03-26,10:36:50,-0700,58579942,mattgaetz,Matt Gaetz,,"Fake Texan makes fake video of fake bull ride.   We already have enough phonies in congress.  Texans, please send this Nevada man back to his true home state (where he lost two prior elections).  Texas shouldn’t import its congressmen.  Big Dan is all hat, no cattle.",en,[],[],[],273,246,1046,[],[],https://twitter.com/mattgaetz/status/1375502013400809477,False,https://twitter.com/DanRodimer/status/1375203707852353537,0,,,,,,,,[],,,,,2021,3,26,10,36
9,1375152591345176579,1375152591345176576,2021-03-25 11:28:21 PDT,2021-03-25,11:28:21,-0700,58579942,mattgaetz,Matt Gaetz,,Secret Service cleaning up criminal activity of Hunter Biden.  Wow.   If this story were about a Trump it would launch impeachment hearings.   https://t.co/SAHU7BNKSS,en,[],['https://www.politico.com/amp/news/2021/03/25/sources-secret-service-inserted-itself-into-case-of-hunter-bidens-gun-477879'],[],876,3413,9506,[],[],https://twitter.com/mattgaetz/status/1375152591345176579,False,,0,,,,,,,,[],,,,,2021,3,25,11,28
